Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_results,tr_masked_exact_match,tr_masked_highest_fuzzy_match,tr_masked_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_results,vi_masked_exact_match,vi_masked_highest_fuzzy_match,vi_masked_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_results,es_masked_exact_match,es_masked_highest_fuzzy_match,es_masked_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,tr_masked_shuffled_results,tr_masked_shuffled_exact_match,tr_masked_shuffled_highest_fuzzy_match,tr_masked_shuffled_correct,vi_masked_shuffled_results,vi_masked_shuffled_exact_match,vi_masked_shuffled_highest_fuzzy_match,vi_masked_shuffled_correct,es_masked_shuffled_results,es_masked_shuffled_exact_match,es_masked_shuffled_highest_fuzzy_match,es_masked_shuffled_correct
"['co', 'bibi', 'bibi jo', 'bibi co', 'jo']",donald duck,0,0.22,incorrect,jesus,0,0.29,incorrect,yoruba,0,0.25,incorrect,jesus,0,0.29,incorrect,joseph conrad,0,0.3,incorrect,botswana,0,0.27,incorrect,jesus,0,0.29,incorrect,tahiti,0,0.4,incorrect,ram,0,0.0,incorrect,ram,0,0.0,incorrect,madagascar,0,0.17,incorrect,madagascar,0,0.17,incorrect,jesus,0,0.29,incorrect,jesus,0,0.29,incorrect,botswana,0,0.27,incorrect,tahiti,0,0.4,incorrect,ram,0,0.0,incorrect,madagascar,0,0.17,incorrect,jo,1,1.0,correct,jane,0,0.33,incorrect,kopek,0,0.29,incorrect,gok,0,0.4,incorrect,nguyen huu tho,0,0.19,incorrect,troi,0,0.33,incorrect,ella,0,0.0,incorrect,carlos,0,0.5,incorrect,jane,0,0.33,incorrect,gok,0,0.4,incorrect,troi,0,0.33,incorrect,carlos,0,0.5,incorrect
"['nargis', 'nergis']",moses,0,0.36,incorrect,moeketsi,0,0.29,incorrect,job,0,0.0,incorrect,yoruba,0,0.17,incorrect,south africa,0,0.33,incorrect,lesotho,0,0.31,incorrect,jesus,0,0.36,incorrect,maohi,0,0.36,incorrect,ram,0,0.22,incorrect,ram,0,0.22,incorrect,salomona,0,0.29,incorrect,salomona,0,0.29,incorrect,moeketsi,0,0.29,incorrect,yoruba,0,0.17,incorrect,lesotho,0,0.31,incorrect,maohi,0,0.36,incorrect,ram,0,0.22,incorrect,salomona,0,0.29,incorrect,mr. rochester,0,0.21,incorrect,jesus,0,0.36,incorrect,adam,0,0.2,incorrect,ali,0,0.44,incorrect,nguyen van lem,0,0.2,incorrect,nguyen du,0,0.27,incorrect,el,0,0.25,incorrect,lago,0,0.4,incorrect,jesus,0,0.36,incorrect,ali,0,0.44,incorrect,nguyen du,0,0.27,incorrect,lago,0,0.4,incorrect
"['jalil', 'celil', 'yalil']",buddha,0,0.18,incorrect,buddha,0,0.18,incorrect,rama,0,0.22,incorrect,maharashtra,0,0.12,incorrect,moses,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,america,0,0.33,incorrect,rahul,0,0.4,incorrect,maria,0,0.4,incorrect,rakoto,0,0.18,incorrect,buddha,0,0.18,incorrect,maharashtra,0,0.12,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,rahul,0,0.4,incorrect,rakoto,0,0.18,incorrect,raj,0,0.25,incorrect,rahul,0,0.4,incorrect,raj,0,0.25,incorrect,rama,0,0.22,incorrect,ong,0,0.0,incorrect,rama,0,0.22,incorrect,raj,0,0.25,incorrect,india,0,0.2,incorrect,rahul,0,0.4,incorrect,rama,0,0.22,incorrect,rama,0,0.22,incorrect,india,0,0.2,incorrect
"['rashid', 'rasheed', 'raşit']",david,0,0.55,incorrect,nelson mandela,0,0.2,incorrect,yoruba,0,0.36,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,mokgatlo,0,0.31,incorrect,maori,0,0.4,incorrect,tahiti,0,0.55,incorrect,ram,0,0.5,incorrect,rabindranath tagore,0,0.33,incorrect,maria,0,0.4,incorrect,madagascar,0,0.27,incorrect,nelson mandela,0,0.2,incorrect,jesus,0,0.2,incorrect,mokgatlo,0,0.31,incorrect,tahiti,0,0.55,incorrect,rabindranath tagore,0,0.33,incorrect,madagascar,0,0.27,incorrect,jack,0,0.22,incorrect,jack,0,0.22,incorrect,erkek,0,0.33,incorrect,rembrandt,0,0.43,incorrect,ong,0,0.0,incorrect,nguyen,0,0.15,incorrect,el,0,0.22,incorrect,jose,0,0.36,incorrect,jack,0,0.22,incorrect,rembrandt,0,0.43,incorrect,nguyen,0,0.15,incorrect,jose,0,0.36,incorrect
"['rashid', 'rasheed', 'raşit']",lesotho,0,0.33,incorrect,moshoeshoe,0,0.47,incorrect,oduduwa,0,0.17,incorrect,nigeria,0,0.33,incorrect,botswana,0,0.15,incorrect,botswana,0,0.15,incorrect,jesus,0,0.2,incorrect,tupai,0,0.4,incorrect,haamr,0,0.2,incorrect,hammer,0,0.31,incorrect,maria,0,0.4,incorrect,andriamanelo,0,0.32,incorrect,moshoeshoe,0,0.47,incorrect,nigeria,0,0.33,incorrect,botswana,0,0.15,incorrect,tupai,0,0.4,incorrect,hammer,0,0.31,incorrect,andriamanelo,0,0.32,incorrect,jack,0,0.22,incorrect,workbench,0,0.27,incorrect,murat,0,0.6,incorrect,mahmut,0,0.36,incorrect,ong,0,0.0,incorrect,ong,0,0.0,incorrect,pedro,0,0.33,incorrect,hacha,0,0.36,incorrect,workbench,0,0.27,incorrect,mahmut,0,0.36,incorrect,ong,0,0.0,incorrect,hacha,0,0.36,incorrect
"['rashid', 'rasheed', 'raşit']",jesus,0,0.2,incorrect,washington,0,0.53,incorrect,yoruba,0,0.36,incorrect,yoruba,0,0.36,incorrect,botswana,0,0.15,incorrect,botswana,0,0.15,incorrect,jesus,0,0.2,incorrect,tonga,0,0.2,incorrect,mdhukr,0,0.18,incorrect,nepal,0,0.2,incorrect,maria,0,0.4,incorrect,madagascar,0,0.27,incorrect,washington,0,0.53,incorrect,yoruba,0,0.36,incorrect,botswana,0,0.15,incorrect,tonga,0,0.2,incorrect,nepal,0,0.2,incorrect,madagascar,0,0.27,incorrect,jane,0,0.36,incorrect,blanket,0,0.33,incorrect,evren,0,0.33,incorrect,murat,0,0.6,incorrect,nguyen huu tho,0,0.11,incorrect,duong,0,0.18,incorrect,ella,0,0.22,incorrect,maria,0,0.4,incorrect,blanket,0,0.33,incorrect,murat,0,0.6,incorrect,duong,0,0.18,incorrect,maria,0,0.4,incorrect
"['laila', 'leyla']",jesus,0,0.2,incorrect,rebecca,0,0.33,incorrect,marie antoinette,0,0.29,incorrect,africa,0,0.55,incorrect,jesus,0,0.2,incorrect,moses,0,0.2,incorrect,jesus,0,0.2,incorrect,maui,0,0.44,incorrect,narayani,0,0.31,incorrect,rama,0,0.44,incorrect,madagascar,0,0.27,incorrect,madagascar,0,0.27,incorrect,rebecca,0,0.33,incorrect,africa,0,0.55,incorrect,moses,0,0.2,incorrect,maui,0,0.44,incorrect,rama,0,0.44,incorrect,madagascar,0,0.27,incorrect,miss,0,0.22,incorrect,jane,0,0.22,incorrect,muhsine,0,0.17,incorrect,muhammed,0,0.15,incorrect,nu than morte,0,0.11,incorrect,ngoai,0,0.4,incorrect,dona,0,0.22,incorrect,maria,0,0.6,incorrect,jane,0,0.22,incorrect,muhammed,0,0.15,incorrect,ngoai,0,0.4,incorrect,maria,0,0.6,incorrect
"['tariq', 'peştun']",winnie-the-pooh,0,0.19,incorrect,shakespeare,0,0.25,incorrect,john,0,0.2,incorrect,beatrix,0,0.5,incorrect,shakespeare,0,0.25,incorrect,clay,0,0.22,incorrect,beethoven,0,0.4,incorrect,beethoven,0,0.4,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,afghania,0,0.31,incorrect,afrika,0,0.55,incorrect,shakespeare,0,0.25,incorrect,beatrix,0,0.5,incorrect,clay,0,0.22,incorrect,beethoven,0,0.4,incorrect,shakespeare,0,0.25,incorrect,afrika,0,0.55,incorrect,afghanistan,0,0.35,incorrect,adam,0,0.22,incorrect,turkce,0,0.36,incorrect,tarik,0,0.8,correct,chingach,0,0.15,incorrect,nguyen du,0,0.27,incorrect,tom,0,0.25,incorrect,andres segovia,0,0.32,incorrect,adam,0,0.22,incorrect,tarik,0,0.8,correct,nguyen du,0,0.27,incorrect,andres segovia,0,0.32,incorrect
['alyona'],moses,0,0.18,incorrect,moses,0,0.18,incorrect,nikolai gogol,0,0.21,incorrect,russia,0,0.17,incorrect,moses,0,0.18,incorrect,seipati,0,0.15,incorrect,russia,0,0.17,incorrect,russia,0,0.17,incorrect,raajkumaar,0,0.25,incorrect,ram,0,0.22,incorrect,andriamandisoarivo,0,0.25,incorrect,napoleon,0,0.57,incorrect,moses,0,0.18,incorrect,russia,0,0.17,incorrect,seipati,0,0.15,incorrect,russia,0,0.17,incorrect,ram,0,0.22,incorrect,napoleon,0,0.57,incorrect,captain,0,0.31,incorrect,champagne,0,0.27,incorrect,yeliz,0,0.18,incorrect,yeni,0,0.4,incorrect,jack,0,0.2,incorrect,nguyen,0,0.33,incorrect,captain,0,0.31,incorrect,novio,0,0.18,incorrect,champagne,0,0.27,incorrect,yeni,0,0.4,incorrect,nguyen,0,0.33,incorrect,novio,0,0.18,incorrect
"['tarık', 'tariq']",nelson mandela,0,0.11,incorrect,jesus,0,0.0,incorrect,moses,0,0.0,incorrect,ogun,0,0.0,incorrect,joseph,0,0.0,incorrect,lesotho,0,0.17,incorrect,tahiti,0,0.55,incorrect,jesus,0,0.0,incorrect,gaandhii,0,0.31,incorrect,ram,0,0.25,incorrect,maria,0,0.6,incorrect,andry,0,0.4,incorrect,jesus,0,0.0,incorrect,ogun,0,0.0,incorrect,lesotho,0,0.17,incorrect,jesus,0,0.0,incorrect,ram,0,0.25,incorrect,andry,0,0.4,incorrect,the groom,0,0.29,incorrect,groom,0,0.2,incorrect,gelin,0,0.2,incorrect,adam,0,0.22,incorrect,john,0,0.0,incorrect,nguoi,0,0.2,incorrect,el,0,0.0,incorrect,alberto,0,0.33,incorrect,groom,0,0.2,incorrect,adam,0,0.22,incorrect,nguoi,0,0.2,incorrect,alberto,0,0.33,incorrect
"['abdül şerif', 'sharif', 'abdül', 'abdul sharif', 'abdul', 'şerif']",mohammed,0,0.31,incorrect,moses,0,0.4,incorrect,mohammed,0,0.31,incorrect,muhammad,0,0.31,incorrect,moses,0,0.4,incorrect,jesus,0,0.25,incorrect,afghanistan,0,0.35,incorrect,afghanistan,0,0.35,incorrect,sharan arthropees,0,0.35,incorrect,india,0,0.25,incorrect,afghanistan,0,0.35,incorrect,muhammad ali jinnah,0,0.33,incorrect,moses,0,0.4,incorrect,muhammad,0,0.31,incorrect,jesus,0,0.25,incorrect,afghanistan,0,0.35,incorrect,india,0,0.25,incorrect,muhammad ali jinnah,0,0.33,incorrect,peshawar,0,0.57,incorrect,malala,0,0.36,incorrect,pesaver,0,0.5,incorrect,pesaver,0,0.5,incorrect,maryam,0,0.33,incorrect,urdu,0,0.44,incorrect,malala,0,0.36,incorrect,shaukat khanum memorial cancer hospital,0,0.28,incorrect,malala,0,0.36,incorrect,pesaver,0,0.5,incorrect,urdu,0,0.44,incorrect,shaukat khanum memorial cancer hospital,0,0.28,incorrect
"['mariam', 'meryem']",nelson mandela,0,0.3,incorrect,jesus,0,0.18,incorrect,ogun,0,0.0,incorrect,olorun,0,0.17,incorrect,nelson mandela,0,0.3,incorrect,mmusi,0,0.36,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect,ram,0,0.67,incorrect,ram,0,0.67,incorrect,maria,0,0.91,correct,maria,0,0.91,correct,jesus,0,0.18,incorrect,olorun,0,0.17,incorrect,mmusi,0,0.36,incorrect,jesus,0,0.18,incorrect,ram,0,0.67,incorrect,maria,0,0.91,correct,jane,0,0.2,incorrect,pride,0,0.36,incorrect,gercek,0,0.5,incorrect,tanri,0,0.55,incorrect,nguyen huy tuong,0,0.18,incorrect,nguyen du,0,0.27,incorrect,un cortejo funebre,0,0.25,incorrect,don quijote,0,0.12,incorrect,pride,0,0.36,incorrect,tanri,0,0.55,incorrect,nguyen du,0,0.27,incorrect,don quijote,0,0.12,incorrect
