line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
59,"['lord henry', 'henry']",,“Then why won’t you exhibit his portrait?” asked Lord Henry.,“Vậy sao anh lại không trưng bày bức chân dung cậu ấy?” Huân tước Henry hỏi.,"Lord Henry, “Öyleyse onun portresini neden sergilemiyorsun?” diye sordu.","—Entonces, ¿por qué te niegas a exponer su retrato? —preguntó lord Henry.",“Then why don't you display his portrait?” Lord Henry asked.,"Lord Henry asked, ""Then why don't you exhibit his portrait?""","—Then, why do you refuse to exhibit his portrait? —asked Lord Henry."
69,"['dorian gray', '“dorian gray']",,“Where I heard the name of Dorian Gray.”,"“Nơi tôi nghe được cái tên của Dorian Gray.” “Là ở đâu vậy?” Hallward hỏi, hơi cau mày.",“Dorian Gray’in adını nerede duymuş olduğum.,—De dónde he oído el nombre de Dorian Gray.,“The place where I heard the name of Dorian Gray.”,"""Where I might have heard the name Dorian Gray.""""",—Where have I heard the name Dorian Gray.
72,['harry'],,"“I am very glad you didn’t, Harry.”","“Tôi rất mừng là anh không biết, Harry à.”","“Bilmediğine çok sevindim, Harry.","—Me alegro mucho de que no fuese así, Harry.","“I am very glad you don't know, Harry.”","""I'm very glad you didn't know, Harry.""","—I'm very glad it wasn't like that, Harry."
77,['dorian gray'],,"“Mr. Dorian Gray is in the studio, sir,” said the butler, coming into the garden.","“Mít-tơ Dorian Gray ở trong xưởng vẽ, thưa ông,” quản gia vừa nói vừa đi vào vườn.","“mr Dorian Gray stüdyodalar, efendim.” Erkek uşak bahçede belirmişti.","—El señor Dorian Gray está en el estudio —anunció el mayordomo, entrando en el jardín.","""Mr. Dorian Gray is in the studio, sir,"" the butler said as he walked into the garden.","""Mr. Dorian Gray is in the studio, sir."" The male servant had appeared in the garden.","—Mr. Dorian Gray is in the studio —announced the butler, entering the garden."
78,"['lord henry', 'henry']",,"“You must introduce me now,” cried Lord Henry, laughing.","“Anh phải giới thiệu tôi ngay,” huân tước Henry kêu lớn và cười vang.","Lord Henry gülerek, “Şimdi artık beni tanıştırmak zorundasın!” dedi.","—Ahora tienes que presentármelo —exclamó lord Henry, riendo.","“You must introduce me at once,” Lord Henry exclaimed and laughed heartily.","Lord Henry laughed, ""Now you have to introduce me!"" he said.","—Now you have to introduce him to me —exclaimed Lord Henry, laughing."
84,['dorian'],,"“That entirely depends on how you sit to-day, Dorian.”","“Chuyện ấy phụ thuộc hoàn toàn vào việc hôm nay cậu ngồi làm mẫu ra sao đấy, Dorian.","“Her şey senin bana bugün yapacağın modelliğe bağlı, Dorian.","—Eso depende de cómo poses hoy, Dorian.","""That entirely depends on how well you sit for the modeling today, Dorian.""","""Everything depends on the modeling you will do for me today, Dorian.""","—That depends on how you pose today, Dorian."
89,['agatha'],,"“Oh, I will make your peace with my aunt. She is quite devoted to you. And I don’t think it really matters about your not being there. The audience probably thought it was a duet. When Aunt Agatha sits down to the piano, she makes quite enough noise for two people.”","“Ồ, tôi sẽ dàn hòa cho anh với dì tôi. Bà ấy rất hết lòng vì anh. Và tôi không nghĩ rằng lại có vấn đề gì thật sự nghiêm trọng với chuyện anh không đến đấy. Thính giả chắc có lẽ nghĩ đó là bản song tấu. Mỗi khi dì Agatha ngồi xuống dương cầm thì bà ấy thường gây ồn đủ cho hai người.”",“Ben sizin aranızı bulurum. Halam sizi çok seviyor. Sizin kulübe gitmeyişinizin de bir şey değiştirmiş olacağını hiç sanmıyorum. Orada bulunanlar söylenenin düet olduğunu sanmışlardır zaten. Agatha Halam piyano başına geçti mi iki kişilik şamata yapar.,—Yo me encargo de reconciliarlo con ella. Siente verdadera devoción por usted. Y no creo que importara que no fuese. El público pensó probablemente que era un dúo. Cuando tía Agatha se sienta al piano hace ruido suficiente por dos personas.,"“Oh, I will reconcile you with my aunt. She is very devoted to you. And I don't think there's really any serious issue with you not going there. The audience probably thought it was a duet. Whenever Aunt Agatha sits down at the piano, she usually makes enough noise for two people.”","“I will mediate between you. My aunt likes you very much. I don't think your not going to the club would have changed anything. Those present there probably thought it was a duet anyway. When my Aunt Agatha sits at the piano, she makes a racket for two.”","—I will take care of reconciling him with her. She feels true devotion for you. And I don't think it would matter if you didn't go. The audience probably thought it was a duet. When Aunt Agatha sits at the piano, she makes enough noise for two people."
90,['dorian'],,"“That is very horrid to her, and not very nice to me,” answered Dorian, laughing.","“Nói thế thì thật quá đáng với bà ấy, và cũng không hay ho gì cho lắm với tôi,” Dorian bật cười, đáp lại.","Dorian gülerek, “Halanıza hakaret bu, bana da övgü sayılmaz,” dedi.","—Eso es una insidia contra ella y tampoco me deja a mí en muy buen lugar —respondió Dorian, riendo.","“Saying that would be too harsh on her, and not very nice for me either,” Dorian laughed, responding.","Dorian laughed, ""That's an insult to your aunt, and not much of a compliment to me,"" he said.","—That is an insinuation against her and it doesn't leave me in a very good position either —replied Dorian, laughing."
107,"['dorian', 'doria']",,"“Just turn your head a little more to the right, Dorian, like a good boy,” said the painter, deep in his work and conscious only that a look had come into the lad’s face that he had never seen there before.","“Phiền cậu quay đầu một chút về bên phải, Dorian, làm ơn,” họa sỹ nói, đắm chìm vào công việc, và chỉ nhận thấy rằng một nét nào đó mà y chưa từng thấy trước đây vừa hiện lên trên gương mặt chàng trai.","Ressam, “Dorian, başını birazcık daha sağa çevir, bir zahmet,” dedi. Çalışmasına iyice dalmıştı, yine de delikanlının yüzünde bundan önce görmemiş olduğu bir ifadenin belirdiğini fark ediyordu.","—Vuelve la cabeza un poquito más hacia la derecha, Dorian, como un buen chico —dijo el pintor, enfrascado en su trabajo, sólo consciente de que en el rostro del muchacho había aparecido una expresión completamente nueva.","“Please turn your head a little to the right, Dorian, please,” the artist said, immersed in his work, and only noticed that a certain feature he had never seen before had just appeared on the young man's face.","The painter said, ""Dorian, turn your head a little more to the right, please."" He was deeply engrossed in his work, yet he noticed that an expression he had never seen before appeared on the young man's face.","—Turn your head a little more to the right, Dorian, like a good boy —said the painter, engrossed in his work, only aware that a completely new expression had appeared on the boy's face."
110,['basil'],,"For nearly ten minutes he stood there, motionless, with parted lips and eyes strangely bright. He was dimly conscious that entirely fresh influences were at work within him. Yet they seemed to him to have come really from himself. The few words that Basil’s friend had said to him—words spoken by chance, no doubt, and with wilful paradox in them—had touched some secret chord that had never been touched before, but that he felt was now vibrating and throbbing to curious pulses.","Suốt gần mười phút, cậu đứng đó, bất động, với đôi môi hé mở và cặp mắt sáng lạ lùng. Cậu đã lờ mờ nhận ra rằng những ảnh hưởng hoàn toàn mới mẻ đang khuấy động trong mình. Song cậu thấy dường như chúng thật sự đến từ bên trong cậu. Vài lời mà anh bạn của Basil vừa nói với cậu — những lời được nói tình cờ, không có gì phải nghi ngờ, cùng sự nghịch biện cố ý bên trong chúng — đã chạm vào sợi dây bí mật nào đó chưa từng được chạm đến trước đây, nhưng mà lúc này cậu cảm thấy như đang rung lên và đập theo những nhịp hiếu kỳ.","Hemen hemen on dakika orada hareketsiz durdu, dudakları aralık, gözlerinde tuhaf bir parlaklık. İçindeki yepyeni kıpırtıları hayal meyal sezinliyordu, gene de bunlar kendi içinden gelmiş gibiydi. Basil’in arkadaşının söylemiş olduğu şu birkaç söz –rastgele söylenmiş sözler, hiç kuşkusuz, kasıtlı çelişkilerle dolu– genç adamın içinde gizli bir tele dokunmuştu. Şimdiye değin el değmemiş olan bu telin şimdi garip bir nabız vuruşuyla titreşimler yaparak attığını duyumsuyordu Dorian.","Durante cerca de diez minutos siguió allí, inmóvil, los labios abiertos y un brillo extraño en la mirada. Era vagamente consciente de que influencias completamente nuevas actuaban en su interior, aunque, le parecía a él, procedían en realidad de sí mismo. Las pocas palabras que el amigo de Basil le había dicho, palabras lanzadas al azar, sin duda, y caprichosamente paradójicas, habían tocado alguna cuerda secreta, nunca pulsada anteriormente, pero que sentía ahora vibrar y palpitar con peculiares estremecimientos.","For nearly ten minutes, he stood there, motionless, with slightly parted lips and strangely bright eyes. He vaguely realized that entirely new influences were stirring within him. Yet he felt as if they truly came from inside him. A few words that Basil's friend had just said to him — words spoken casually, undoubtedly, with intentional paradox within them — had touched some secret chord that had never been touched before, but now he felt it vibrating and beating with curious rhythms.","He stood there almost motionless for about ten minutes, his lips parted, a strange brightness in his eyes. He vaguely sensed the brand-new stirrings within him, yet they seemed to have come from within himself. The few words Basil's friend had spoken –words said at random, undoubtedly filled with deliberate contradictions– had touched a hidden chord within the young man. Dorian now felt this chord, which had remained untouched until now, vibrating with a strange pulse.","For about ten minutes he remained there, motionless, his lips parted and a strange gleam in his eyes. He was vaguely aware that completely new influences were at work within him, although, it seemed to him, they actually came from himself. The few words that Basil's friend had said to him, words thrown out at random, no doubt, and whimsically paradoxical, had touched some secret chord, never before struck, but which he now felt vibrating and throbbing with peculiar tremors."
116,['harry'],,"“My dear fellow, I am so sorry. When I am painting, I can’t think of anything else. But you never sat better. You were perfectly still. And I have caught the effect I wanted—the half-parted lips and the bright look in the eyes. I don’t know what Harry has been saying to you, but he has certainly made you have the most wonderful expression. I suppose he has been paying you compliments. You mustn’t believe a word that he says.”","“Bạn yêu ơi, tôi xin lỗi. Khi tôi vẽ, tôi không thể nghĩ về chuyện gì khác. Nhưng cậu chưa bao giờ ngồi làm mẫu tốt hơn. Cậu bất động một cách hoàn hảo. Và tôi đã tóm được cái ấn tượng mà tôi muốn — đôi môi hé mở, nét rạng ngời trong mắt. Tôi không biết Harry đã nói gì với cậu, nhưng anh ấy chắc chắn đã làm cho cậu có được sự diễn cảm tuyệt vời nhất. Tôi cho là anh ấy đã khen ngợi cậu. Cậu không nên tin dẫu chỉ một lời mà anh ấy nói.”","“Sevgili yavrum, çok üzgünüm. Resim yaparken başka hiçbir şey düşünemiyorum da. Ama hiç böyle güzel poz vermemiştin bana. Hiç kıpırdamadan durdun. Tam da istediğim ifadeyi yakaladım: Yarı aralık dudaklarla parlayan gözler. Harry sana neler söyledi, bilmiyorum ama, doğrusu yüzüne nefis bir ifade vermesini bildi. Sana iltifatlar etmiş olsa gerek. Sözlerinin hiçbirine inanma.","—Tendrás que perdonarme. Cuando pinto me olvido de todo lo demás. Pero nunca habías posado mejor. Has estado completamente inmóvil. Y he captado el efecto que quería: los labios entreabiertos, y el brillo en los ojos. No sé qué te habrá dicho Harry para conseguir esta expresión maravillosa. Imagino que te halagaba la vanidad. No debes creer una sola palabra de lo que diga.","""My dear, I'm sorry. When I draw, I can't think about anything else. But you've never sat as a better model. You were perfectly still. And I captured the impression I wanted — the slightly parted lips, the radiance in the eyes. I don't know what Harry said to you, but he certainly brought out the best expression in you. I suppose he complimented you. You shouldn't believe a single word he says.""","“My dear child, I am very sorry. When I am painting, I can't think of anything else. But you have never posed so beautifully for me. You stood completely still. I captured exactly the expression I wanted: glowing eyes with slightly parted lips. I don't know what Harry told you, but he certainly managed to give your face a wonderful expression. He must have paid you compliments. Don't believe a word he says.”","—You will have to forgive me. When I paint, I forget everything else. But you have never posed better. You have been completely still. And I have captured the effect I wanted: the slightly parted lips, and the sparkle in the eyes. I don't know what Harry might have told you to achieve this wonderful expression. I imagine he was flattering your vanity. You must not believe a single word he says."
122,"['lord henry', 'henry', 'lord henry—']",,"“Yes,” continued Lord Henry, “that is one of the great secrets of life—to cure the soul by means of the senses, and the senses by means of the soul. You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.”","“Vâng,” huân tước Henry nói tiếp, “đó là một trong những bí mật lớn nhất của cuộc sống — chữa lành linh hồn bằng cách dùng các giác quan, và chữa lành các giác quan bằng cách dùng linh hồn. Cậu là một tạo vật tuyệt vời. Cậu biết nhiều hơn là cậu nghĩ cậu biết, đúng như cậu biết ít hơn là cậu muốn biết.","Lord Henry, “Evet,” diye konuşmasını sürdürdü. “Yaşamın en büyük gizlerinden biridir: ruhu duyular yoluyla, duyuları da ruh yoluyla şifaya kavuşturmak. Siz harika bir yapıtsınız. Sandığınızdan daha çok bilginiz var; öte yandan bilmek istediğinizden daha azını biliyorsunuz.","—Sí —prosiguió lord Henry—; ése es uno de los grandes secretos de la vida: curar el alma por medio de los sentidos, y los sentidos con el alma. Usted es una criatura asombrosa. Sabe más de lo que cree saber, pero menos de lo que quiere.","“Yes,” Lord Henry continued, “that is one of the great secrets of life — to heal the soul by means of the senses, and to heal the senses by means of the soul. You are a wonderful creation. You know more than you think you know, just as you know less than you want to know.”","Lord Henry continued his speech, ""Yes,"" he said. ""It is one of the great mysteries of life: to cure the soul by means of the senses, and the senses by means of the soul. You are a wonderful creation. You know more than you think you do; on the other hand, you know less than you want to know.""","—Yes —continued Lord Henry—; that is one of the great secrets of life: to cure the soul by means of the senses, and the senses by means of the soul. You are an astonishing creature. You know more than you think you know, but less than you want to."
125,['dorian gray'],,"“What can it matter?” cried Dorian Gray, laughing, as he sat down on the seat at the end of the garden.",“Chuyện ấy thì cũng có ý nghĩa gì đâu?” Dorian Gray vừa cười vừa la lên trong lúc cậu ngồi xuống chiếc ghế cuối vườn.,"Dorian Gray, “Ne önemi olabilir ki?” diye gülerek bahçenin sonundaki sıraya oturdu.","—¿Qué importancia tiene eso? —exclamó Dorian Gray, riendo, mientras se sentaba en un banco al fondo del jardín.",“What does that matter anyway?” Dorian Gray exclaimed with a laugh as he sat down on the chair at the end of the garden.,"Dorian Gray, laughing, sat on the bench at the end of the garden and said, ""What does it matter?""","—What importance does that have? —exclaimed Dorian Gray, laughing, as he sat on a bench at the back of the garden."
