line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
253,,[],"Suddenly he stopped and glanced up at the houses. He found that he had passed his aunt’s some distance, and, smiling to himself, turned back. When he entered the somewhat sombre hall, the butler told him that they had gone in to lunch. He gave one of the footmen his hat and stick and passed into the dining-room.","Bỗng dưng y dừng lại và ngó lên các ngôi nhà. Y thấy rằng y đã đi qua nhà dì mình mấy quãng, và, tự cười với mình, quay lại. Lúc y bước vào cái sảnh hơi ảm đạm thì quản gia thưa với y rằng họ đã đi ăn rồi. Y đưa cho một người hầu cầm cái mũ và ba- toong của y, rồi đi vào phòng ăn.","Birden Lord Henry durdu, yandaki evlere baktı. Halasının evini epey geçtiğini görünce kendi kendine gülümseyerek geri döndü. Biraz kasvetli olan hole girdiğinde başuşak ona yemeğin başladığını bildirdi. Lord Henry şapkasıyla bastonunu uşak yamaklarından birine vererek yemek odasına girdi.","De repente, lord Henry se detuvo y contempló las casas que lo rodeaban. Se dio cuenta de que había dejado atrás la de su tía y, sonriendo, volvió sobre sus pasos. Cuando entró en el vestíbulo, un tanto sombrío, el mayordomo le hizo saber que los comensales ya se habían sentado a la mesa. Entregó el sombrero y el bastón a uno de los lacayos y pasó al comedor.","Suddenly, he stopped and looked up at the houses. He realized that he had walked past his aunt's house by several blocks, and, smiling to himself, turned back. When he stepped into the somewhat gloomy hall, the butler informed him that they had already gone to eat. He handed his hat and cane to a servant, then went into the dining room.","Suddenly, Lord Henry stopped and looked at the houses beside him. Seeing that he had passed his aunt's house by quite a bit, he turned back with a smile to himself. When he entered the somewhat gloomy hall, the head butler informed him that dinner had started. Lord Henry handed his hat and cane to one of the footmen and entered the dining room.","Suddenly, Lord Henry stopped and contemplated the houses that surrounded him. He realized that he had passed his aunt's house and, smiling, retraced his steps. When he entered the somewhat gloomy hall, the butler informed him that the diners had already sat down at the table. He handed his hat and cane to one of the footmen and proceeded to the dining room."
254,,['harry'],"“Late as usual, Harry,” cried his aunt, shaking her head at him.","“Lại đến muộn như mọi khi, Harry,” dì y la lên, lắc đầu với y.","Halası ona bakıp başını sallayarak, “Geciktin, Harry!” diye bağırdı. “Her zamanki gibi.","—Tarde como de costumbre —exclamó su tía, reprendiéndolo con un movimiento de cabeza.","“Late again as always, Harry,” his aunt yelled, shaking her head at him.","His aunt looked at him, shaking her head, and shouted, ""You're late, Harry!"" ""As always.""","—Late as usual —exclaimed his aunt, reprimanding him with a shake of her head."
255,,"['señor erskine de treadley', 'vandeleu', 'faudel', 'ms vandeleur', 'thomas burdon', 'lady agatha', 'lord henry', 'señora vandeleur', 'duquesa de harley', 'faude', 'the duchess of harley', 'düşes harley', 'sir thomas burdon', 'treadley', 'dorian', 'dorian gray', 'vandeleur', 'lord faudel', 'harley', 'thomas burdo', 'erskine', 'agath', 'leydi agatha']","He invented a facile excuse, and having taken the vacant seat next to her, looked round to see who was there. Dorian bowed to him shyly from the end of the table, a flush of pleasure stealing into his cheek. Opposite was the Duchess of Harley, a lady of admirable good-nature and good temper, much liked by every one who knew her, and of those ample architectural proportions that in women who are not duchesses are described by contemporary historians as stoutness. Next to her sat, on her right, Sir Thomas Burdon, a Radical member of Parliament, who followed his leader in public life and in private life followed the best cooks, dining with the Tories and thinking with the Liberals, in accordance with a wise and well-known rule. The post on her left was occupied by Mr. Erskine of Treadley, an old gentleman of considerable charm and culture, who had fallen, however, into bad habits of silence, having, as he explained once to Lady Agatha, said everything that he had to say before he was thirty. His own neighbour was Mrs. Vandeleur, one of his aunt’s oldest friends, a perfect saint amongst women, but so dreadfully dowdy that she reminded one of a badly bound hymn-book. Fortunately for him she had on the other side Lord Faudel, a most intelligent middle-aged mediocrity, as bald as a ministerial statement in the House of Commons, with whom she was conversing in that intensely earnest manner which is the one unpardonable error, as he remarked once himself, that all really good people fall into, and from which none of them ever quite escape.","Y bịa ra một lý do dễ nghe để bào chữa, và ngồi xuống chỗ trống cạnh dì, nhìn quanh xem những ai đang ở đây. Dorian cúi đầu bẽn lẽn chào y từ đầu bàn bên kia, một chút ửng hồng hân hoan lẻn lên má cậu. Đối diện là nữ công tước Harley; một quý bà hiền hậu và tốt tính đáng kính, được lòng mọi người quen, và có những nét cân đối kiến trúc phì nhiêu mà ở các phụ nữ không phải là nữ công tước thì vẫn được miêu tả bởi các sử gia đương thời bằng từ “béo phị”. Ngồi bên cạnh bà, phía tay phải, là ngài Thomas Burdon, một đảng viên đảng Cấp tiến, thành viên Nghị viện, kẻ bám theo lãnh đạo mình trong cuộc sống công khai, còn trong cuộc sống riêng tư thì bám theo các đầu bếp giỏi nhất, ăn với các đảng viên đảng Bảo thủ, nghĩ với các đảng viên đảng Tự do, tuân thủ một quy tắc khôn ngoan và nổi tiếng. Vị trí bên trái bà bị chiếm bởi mít-tơ Erskine xứ Treadley, một quý ông lớn tuổi khá quyến rũ và có văn hóa, một người tuy vậy nhưng bị nhiễm thói quen xấu là im lặng do đã từng, như ông có lần giải thích với bà Agatha, nói hết mọi điều ông cần phải nói trước khi ông ba mươi tuổi. Người bên cạnh ông là phu nhân Vandeleur, một trong số các bạn lâu năm nhất của dì y, một thiên thần hoàn hảo giữa đám đàn bà, nhưng ăn bận tồi tàn khủng khiếp đến nỗi bà nhắc người ta nhớ đến một cuốn sách thánh ca đóng dối. May cho y là ngồi bên phía bên kia bà là huân tước Faudel, một trung niên tầm thường vô cùng thông minh, tóc tai cũng trơ trụi hệt như bài phát biểu của bộ trưởng trong Hạ viện, người mà bà chuyện trò với cái kiểu sốt sắng sôi nổi vẫn là một lỗi không thể dung thứ, như y có lần tự lưu ý chính mình, mà mọi người thật sự tốt bụng đều bị rơi vào và chẳng ai trong số họ từng thoát hẳn ra được khỏi nó.","Lord Henry dilinin ucuna ilk gelen özrü bildirdi, halasının yanında boş duran yere oturarak, sofrada kimler bulunduğunu görmek için çevresine bakındı. Masanın karşı ucunda oturan Dorian, yüzüne sevinçli bir renk yayılarak, utangaç utangaç ona bakıp gülümsedi. Karşıda iyi huyu, iyi yüreği çok beğeni toplayan, bütün tanıdıklarının çok sevdiği Düşes Harley vardı. Günümüzün tarihçileri bu hanımın mimari boyutlara ulaşan yapısına düşes olmayan kadınlarda rastladıkları zaman, “tıknaz” olarak tanımlarlar. Onun sağ yanında Parlamento’nun radikal üyesi Sir Thomas Burdon oturuyordu. Kendisi tüzel yaşantısında önderinin, özel yaşantısında en usta aşçıların izini sürerek, Torylerle birlikte yemek yiyip Liberallerle birlikte düşünerek iyi bilinen, akıllıca bir kurala uyardı... Sağında Treadleyli mr Erskine oturmaktaydı. Hatırı sayılır bir çekiciliğe ve kültüre sahip olan bu yaşlı bay, ne yazık ki suskunluk gibi kötü bir huy edinmişti, çünkü, bir keresinde Leydi Agatha’ya açıkladığı üzere, söyleyecek nesi varsa otuz yaşından önce söyleyip bitirdiği kanısındaydı. Lord Henry’nin yanındaysa halasının en eski dostlarından ms Vandeleur vardı: Melek gibi bir kadın, gelgelelim öylesine rüküş ve kılıksızdı ki insana kötü ciltlenmiş bir dua kitabını anımsatıyordu. Lord Henry’nin şansı varmış ki kadının öbür yanında son derece zeki, orta yaşlı, vasat bir kişi olan Lord Faudel oturmaktaydı. Lord Faudel’in, Avam Kamarası’nda harcanmış bir bakan sözü gibi cascavlak bir kafası vardı. ms Vandeleur da son derece samimi bir dürüstlükle onunla konuşmaktaydı. Lord Henry’nin bir keresinde söylediği gibi, bu samimi dürüstlük, gerçekten iyi olan bütün insanların düştüğü ve hiçbirinin tümüyle kurtulamadığı tek bağışlanmaz hataydı.","Lord Henry inventó una excusa banal y, después de acomodarse en el sitio vacío al lado de lady Agatha, miró a su alrededor para ver a los invitados. Dorian Gray le hizo una tímida inclinación de cabeza desde el extremo de la mesa, apareciendo en sus mejillas un rubor de satisfacción. Frente a él tenía a la duquesa de Harley, una dama con un carácter y un valor admirables, muy querida por todos los que la conocían, y con las amplias proporciones arquitectónicas a las que los historiadores contemporáneos, cuando no se trata de duquesas, dan el nombre de corpulencia. A su derecha estaba sentado sir Thomas Burdon, miembro radical del Parlamento, que seguía a su líder en la vida pública y a los mejores cocineros en la privada, cenando con los conservadores y pensando con los liberales, según una regla tan prudente como bien conocida. El asiento a la izquierda de la duquesa estaba ocupado por el señor Erskine de Treadley, anciano caballero de considerable encanto y cultura, que había caído sin embargo en la mala costumbre de guardar silencio, puesto que, como explicó en una ocasión a lady Agatha, todo lo que tenía que decir lo había dicho antes de cumplir los treinta. A la izquierda de lord Henry se sentaba la señora Vandeleur, una de las amigas más antiguas de su tía, santa entre las mujeres, pero tan terriblemente poco atractiva que hacía pensar en un himnario mal encuadernado. Afortunadamente para él, la señora Vandeleur tenía a su otro lado a lord Faudel -una mediocridad muy inteligente, de más de cuarenta años y calva tan rotunda como una declaración ministerial en la Cámara de los Comunes—, con quien conversaba de esa manera tan intensamente seria que es el único error imperdonable, como él mismo había señalado en una ocasión, en el que caen todas las personas realmente buenas y del que ninguna de ellas escapa por completo.","Y came up with a plausible excuse to justify himself, and sat down in the empty seat next to his aunt, looking around to see who was there. Dorian shyly bowed his head in greeting from the other end of the table, a slight flush of joy creeping up his cheeks. Opposite him was the Duchess of Harley; a kind-hearted and good-natured lady, esteemed by all her acquaintances, and possessing a fertile architectural symmetry that in women who are not duchesses is still described by contemporary historians with the word ""obese"". Sitting next to her, on her right, was Sir Thomas Burdon, a member of the Radical Party, a Member of Parliament, who followed his leader in public life, but in private life followed the best chefs, dined with Conservatives, thought with Liberals, adhering to a wise and famous rule. The position on her left was occupied by Mr. Erskine of Treadley, a rather charming and cultured elderly gentleman, who nevertheless had acquired the bad habit of silence because, as he once explained to Mrs. Agatha, he had said everything he needed to say before he was thirty. Next to him was Lady Vandeleur, one of his aunt's oldest friends, a perfect angel among women, but dressed so terribly that she reminded people of a poorly bound hymn book. Fortunately for him, sitting on the other side of her was Lord Faudel, an extraordinarily intelligent middle-aged man, as bald as a minister's speech in the House of Commons, with whom she conversed in that eager, lively manner that, as he once noted to himself, was an unforgivable fault that all truly kind-hearted people fell into and from which none of them ever fully escaped.","Lord Henry uttered the first excuse that came to his tongue, and, sitting in the empty seat next to his aunt, looked around to see who was present at the table. Dorian, sitting at the far end of the table, looked at him shyly and smiled, a joyful color spreading across his face. Opposite him was Duchess Harley, whose good nature and kind heart were greatly admired, and who was loved by all her acquaintances. Modern historians, when they encounter the architectural proportions of this lady in women who are not duchesses, describe them as ""stout."" To her right sat Sir Thomas Burdon, a radical member of Parliament. He adhered to a well-known, wise rule by following his leader in public life and the most skilled chefs in private life, dining with the Tories and thinking with the Liberals... On his right sat Mr. Erskine of Treadley. This elderly gentleman, who possessed considerable charm and culture, unfortunately had acquired the bad habit of silence, because, as he once explained to Lady Agatha, he believed he had said everything he had to say before the age of thirty. Next to Lord Henry was Ms. Vandeleur, one of his aunt's oldest friends: An angelic woman, yet so dowdy and shabby that she reminded one of a poorly bound prayer book. Lord Henry was fortunate that on the other side of the woman sat Lord Faudel, an extremely intelligent, middle-aged, and mediocre person. Lord Faudel had a completely bald head, like a wasted ministerial promise in the House of Commons. Ms. Vandeleur was speaking to him with utmost sincere honesty. As Lord Henry once said, this sincere honesty was the only unforgivable mistake that all truly good people fell into and from which none could entirely escape.","Lord Henry invented a trivial excuse and, after settling into the empty seat next to Lady Agatha, looked around to see the guests. Dorian Gray gave him a timid nod from the end of the table, a blush of satisfaction appearing on his cheeks. Opposite him was the Duchess of Harley, a lady with admirable character and courage, much loved by all who knew her, and with the ample architectural proportions that contemporary historians, when not referring to duchesses, call corpulence. To his right sat Sir Thomas Burdon, a radical member of Parliament, who followed his leader in public life and the best chefs in private, dining with the conservatives and thinking with the liberals, according to a rule as prudent as it was well-known. The seat to the left of the Duchess was occupied by Mr. Erskine of Treadley, an elderly gentleman of considerable charm and culture, who had nevertheless fallen into the bad habit of keeping silent, since, as he once explained to Lady Agatha, everything he had to say he had said before he turned thirty. To the left of Lord Henry sat Mrs. Vandeleur, one of his aunt's oldest friends, saintly among women, but so terribly unattractive that she made one think of a poorly bound hymnal. Fortunately for him, Mrs. Vandeleur had on her other side Lord Faudel—a very intelligent mediocrity, over forty years old and as bald as a ministerial statement in the House of Commons—with whom she conversed in that intensely serious manner that is the only unforgivable error, as he himself had once pointed out, that all truly good people fall into and from which none of them entirely escape."
256,,['henry'],"“We are talking about poor Dartmoor, Lord Henry,” cried the duchess, nodding pleasantly to him across the table. “Do you think he will really marry this fascinating young person?”","“Chúng tôi đang nói về Dartmoor tội nghiệp đấy, huân tước Henry,” nữ công tước kêu lên, gật đầu niềm nở với y qua bàn. “Anh có nghĩ là hắn sẽ thật sự cưới cô gái trẻ quyến rũ này không?”","Düşes masanın öbür yanından ona gülüp başını sallayarak, “Zavallı Dartmoor’u konuşuyorduk, Lord Henry,” dedi. “Dartmoor bu büyüleyici genç kızla gerçekten evlenecek mi dersin?","—Estamos hablando del pobre Dartmoor, lord Henry —exclamó la duquesa, haciéndole, desde el otro lado de la mesa, un gesto amistoso con la cabeza—. ¿Cree usted que se casará realmente con esa joven tan fascinante?","“We are talking about poor Dartmoor, Lord Henry,” the duchess exclaimed, nodding warmly at him across the table. “Do you think he will really marry this charming young girl?”","The Duchess, laughing and nodding her head from the other side of the table, said, ""We were talking about poor Dartmoor, Lord Henry."" ""Do you think Dartmoor will really marry this charming young girl?""","—We are talking about poor Dartmoor, Lord Henry —exclaimed the duchess, giving him a friendly nod from across the table—. Do you think he will really marry that fascinating young woman?"
257,,['duchess'],"“I believe she has made up her mind to propose to him, Duchess.”","“Tôi tin cô ấy đã quyết định cầu hôn với hắn, thưa nữ công tước.","“Sanırım kız ona evlenme önermeye kararlıymış, düşes.","—Creo que la joven está decidida a pedir su mano, duquesa.","“I believe she has decided to propose to him, Your Grace.”","“I think the girl was determined to propose to him, Duchess.”","—I believe the young woman is determined to ask for her hand, Duchess."
258,"['lady agatha—', 'bà agatha', 'agatha']",,"“How dreadful!” exclaimed Lady Agatha. “Really, some one should interfere.”",“Khiếp thật!” Bà Agatha la lên. “Thật sự là ai đó nên can thiệp.,"Leydi Agatha, “Ne feci!” diye bağırdı. “Biri çıkıp engellemeli.",—¡Qué espanto! —exclamó lady Agatha—. Alguien debería tomar cartas en el asunto.,“How terrifying!” Mrs. Agatha exclaimed. “Someone really should intervene.”,"Lady Agatha shouted, ""What have I done!"" ""Someone must stop this.""",—What a fright! —exclaimed Lady Agatha—. Someone should take action on this matter.
259,"['thomas burdon', 'sir thomas burdon']",,"“I am told, on excellent authority, that her father keeps an American dry-goods store,” said Sir Thomas Burdon, looking supercilious.","“Tôi nghe nói, theo một nguồn hết sức tin cậy, là cha cô ấy quản lý một tiệm tạp hóa bên Mỹ,” ngài Thomas Burdon nói, trông có vẻ khinh khỉnh.","Sir Thomas Burdon kibirli bir ifadeyle, “Güvenilir bir yerden duyduğuma göre kızın babası Amerika’da manifatura dükkânı işletiyormuş,” diye konuştu.","—Me han informado, de muy buena tinta, que su padre tiene un almacén de áridos —dijo sir Thomas Burdon con aire desdeñoso.","""I heard, according to a very reliable source, that her father manages a grocery store in America,"" said Mr. Thomas Burdon, looking disdainful.","Sir Thomas Burdon said with a haughty expression, ""I have heard from a reliable source that the girl's father runs a dry goods store in America.""",—I have been reliably informed that his father owns a gravel warehouse —said Sir Thomas Burdon disdainfully.
260,"['thomas', 'sir thomas burdon']",,"“My uncle has already suggested pork-packing, Sir Thomas.”","“Chú tôi đã đưa ra giả thuyết là buôn thịt lợn, thưa ngài Thomas.","Sir Thomas Burdon kibirli bir ifadeyle, “Güvenilir bir yerden duyduğuma göre kızın babası Amerika’da manifatura dükkânı işletiyormuş,” diye konuştu.","—Mi tío ha sugerido y a que se trata de chacinería, sir Thomas.","“My uncle hypothesized that it was pork trading, Sir Thomas.”","Sir Thomas Burdon said with a haughty expression, ""I have heard from a reliable source that the girl's father runs a dry goods store in America.""","—My uncle has suggested that it is about charcuterie, Sir Thomas."
261,,[],"“Dry-goods! What are American dry-goods?” asked the duchess, raising her large hands in wonder and accentuating the verb.","“Tạp hóa! Tạp hóa Mỹ là gì?” nữ công tước hỏi, giơ hai bàn tay to lớn của mình lên đầy vẻ ngạc nhiên, và nhấn mạnh động từ.","Düşes o iri ellerini şaşkın şaşkın açarak, “Manifatura mı! Amerikan manifaturası nedir ki?” diye sordu.","—¡Áridos! ¿Qué mercancías son ésas? —preguntó la duquesa, alzando sus grandes manos en gesto de asombro y acentuando mucho el verbo.","“General store! What is an American general store?” the duchess asked, raising her large hands in surprise, and emphasizing the verb.","The Duchess, opening her large hands in astonishment, ""Fabric! What is American fabric?"" she asked.","—Arid goods! What kind of merchandise is that? —asked the duchess, raising her large hands in a gesture of astonishment and heavily emphasizing the verb."
262,"['lord henry', 'henry']",,"“American novels,” answered Lord Henry, helping himself to some quail.","“Các tiểu thuyết Mỹ,” huân tước Henry trả lời, tự mời mình một chút chim cun cút.","Lord Henry tabağına biraz bıldırcın alarak, “Amerikan romanları,” diye karşılık verdi.","—Novelas americanas —respondió lord Henry, mientras se servía una codorniz.","“American novels,” Lord Henry replied, helping himself to a bit of quail.","Lord Henry, taking some quail onto his plate, responded, ""American novels.""","—American novels —replied Lord Henry, while serving himself a quail."
263,,[],The duchess looked puzzled.,Nữ công tước có vẻ bối rối.,Düşes hiçbir şey anlayamamış gibiydi.,La duquesa pareció desconcertada.,The duchess seemed confused.,The Duchess seemed to understand nothing.,The duchess seemed bewildered.
264,"['lady agatha—', 'agatha']",,"“Don’t mind him, my dear,” whispered Lady Agatha. “He never means anything that he says.”","“Đừng để ý đến nó, bạn ơi,” bà Agatha thì thào. “Nó chẳng bao giờ nghiêm túc với những gì mà nó nói ra.”","Leydi Agatha, “Sen ona bakma, cicim,” diye fısıldadı. “Onun hiçbir sözünü ciddiye almamak gerekir.","—No le haga caso, querida —susurró lady Agatha—. Mi sobrino nunca habla en serio.","""Don't pay attention to it, my friend,"" whispered Mrs. Agatha. ""It is never serious about what it says.""","Lady Agatha whispered, ""Don't pay attention to her, darling."" ""You shouldn't take any of her words seriously.""","—Don't pay attention to him, dear —whispered Lady Agatha—. My nephew never speaks seriously."
265,,[],"“When America was discovered,” said the Radical member—and he began to give some wearisome facts. Like all people who try to exhaust a subject, he exhausted his listeners. The duchess sighed and exercised her privilege of interruption. “I wish to goodness it never had been discovered at all!” she exclaimed. “Really, our girls have no chance nowadays. It is most unfair.”","“Khi châu Mỹ được khám phá,” thành viên đảng Cấp tiến nói, và ông ta bắt đầu đưa ra vài sự kiện chán ngắt. Như mọi kẻ cứ cố gắng vắt kiệt một chủ đề, ông ta cũng vắt kiệt người nghe mình. Nữ công tước thở dài, và sử dụng đặc quyền ngắt lời của bà. “Tôi chỉ cầu mong sao cho nó chưa bao giờ được khám phá ra luôn!” bà kêu lên. “Thật sự là hiện nay các cô gái của chúng ta không có cơ hội. Thế là quá đỗi bất công.","Radikal Parlamento üyesi, “Amerika keşfedildiği zaman,” diye söze başladı ve sıkıcı birtakım bilgiler sıralamaya girişti. Bir konuyu anlatıp tüketmeye çalışan bütün kişiler gibi sonunda dinleyenlerin sabrını tüketti. Düşes göğüs geçirerek, karşısındakinin sözünü yarıda kesmek ayrılacağını kullandı: “Keşke keşfedilmemiş olsaydı!” diye hafifçe bağırdı. “Tanrı biliyor ya, bizim kızlarımızın hiç şansı kalmadı artık. Büyük haksızlık bu.","—Cuando se descubrió América... —intervino el miembro radical de la Cámara de los Comunes, procediendo a enumerar algunos datos aburridísimos. Como todas las personas que tratan de agotar un tema, logró agotar a sus oyentes. La duquesa suspiró e hizo uso de su posición privilegiada para interrumpir. —¡Ojalá nunca la hubieran descubierto! —exclamó—. A decir verdad, nuestras jóvenes no tienen ahora la menor oportunidad. Es una gran injusticia.","“When America was discovered,” the member of the Radical party said, and he began to present some tedious facts. Like anyone who tries to exhaust a topic, he also exhausted his listeners. The Duchess sighed and used her privilege to interrupt. “I only wish it had never been discovered at all!” she exclaimed. “Truly, our girls nowadays have no chance. It is so terribly unfair.”","The Radical Parliament member began his speech with, ""When America was discovered,"" and proceeded to list a series of tedious facts. Like all people who try to exhaust a topic, he eventually exhausted the patience of his listeners. The Duchess sighed and used the interruption to cut off the person in front of her: ""I wish it had never been discovered!"" she exclaimed softly. ""God knows, our daughters have no chance anymore. This is a great injustice.""","—When America was discovered... —intervened the radical member of the House of Commons, proceeding to enumerate some extremely boring facts. Like all people who try to exhaust a topic, he succeeded in exhausting his listeners. The duchess sighed and used her privileged position to interrupt. —I wish they had never discovered it! —he exclaimed—. To tell the truth, our young women don't have the slightest chance now. It's a great injustice."
266,"['erskine', 'mr erskine', 'erskine—']",,"“Perhaps, after all, America never has been discovered,” said Mr. Erskine; “I myself would say that it had merely been detected.”","“Không chừng rốt cuộc thì châu Mỹ chưa bao giờ được phát hiện ra,” mít-tơ Erskine nói. “Tự tôi vẫn nói là nó chỉ được nhận ra mà thôi.”","mr Erskine, “Belki de Amerika hiç keşfedilmedi aslında,” dedi. “Bana sorarsanız yalnızca ortaya çıkarıldı.","—Quizá, después de todo, América nunca haya sido descubierta —dijo el señor Erskine—; yo diría más bien que fue meramente detectada.","“Perhaps in the end, America was never actually discovered,” Mr. Erskine said. “I always say it was merely recognized.”","Mr. Erskine said, ""Perhaps America was never actually discovered."" ""If you ask me, it was only revealed.""","—Perhaps, after all, America was never truly discovered —said Mr. Erskine—; I would rather say it was merely detected."
267,,[],"“Oh! but I have seen specimens of the inhabitants,” answered the duchess vaguely. “I must confess that most of them are extremely pretty. And they dress well, too. They get all their dresses in Paris. I wish I could afford to do the same.”","“Ồ! Nhưng tôi từng thấy vài thể loại dân đó,” nữ công tước trả lời, rất vô tâm. “Tôi phải thú nhận là phần lớn họ cực kỳ dễ thương. Và họ mặc đồ cũng đẹp nữa. Họ mua mọi món quần áo của họ ở Paris. Tôi ước gì mình có đủ khả năng làm thế.”","Düşes, “Ha! Ama ben oranın yerlilerinden örnekler gördüm,” diye konuştu. “Ne yalan söyleyeyim, çoğunluğu iyice alımlı. İyi de giyiniyorlar. Bütün kılıklarını Paris’ ten alıyorlar. Keşke benim durumum buna elverse!","—Sí, sí, pero yo he visto especímenes de sus habitantes —respondió vagamente la duquesa—. He de confesar que la mayoría de las mujeres son extraordinariamente bonitas. Y además visten bien. Compran toda la ropa en París. Me gustaría poder permitírmelo.","“Oh! But I have seen a few of those types of people,” the duchess replied, very carelessly. “I must admit that most of them are extremely charming. And they dress well too. They buy all their clothes in Paris. I wish I could afford to do that.”","The Duchess said, ""Ha! But I have seen examples of the natives from there."" ""To be honest, most of them are quite attractive. They also dress well. They get all their outfits from Paris. I wish my situation allowed for that!""","—Yes, yes, but I have seen specimens of its inhabitants —the duchess responded vaguely—. I must confess that most of the women are extraordinarily beautiful. And they also dress well. They buy all their clothes in Paris. I would like to be able to afford it."
268,,"['sir thomas', 'thomas', 'humour']","“They say that when good Americans die they go to Paris,” chuckled Sir Thomas, who had a large wardrobe of Humour’s cast-off clothes.","“Họ bảo là khi những người Mỹ tử tế mà chết thì họ đi đến Paris,” ngài Thomas cười khúc khích, ngài có một tủ lớn đựng toàn quần áo vứt đi của sự Hài hước.","Sir Thomas, “Diyorlar ki iyi Amerikalılar ölünce Paris’e giderlermiş,” diye kıs kıs güldü. Kendisinin dolabı Humour’s’un elden düşme giysileriyle doluydu.","—Dicen que cuando mueren, los americanos buenos van a París —rió entre dientes sir Thomas, que tenía un gran armario de frases ingeniosas ya desechadas.","“They say that when good Americans die, they go to Paris,” Sir Thomas chuckled, he had a large wardrobe full of discarded Humor.","Sir Thomas chuckled, ""They say that good Americans go to Paris when they die."" His wardrobe was filled with Humour's second-hand clothes.","—They say that when good Americans die, they go to Paris —chuckled Sir Thomas, who had a large wardrobe of discarded witty phrases."
269,,[],“Really! And where do bad Americans go to when they die?” inquired the duchess.,“Thật á! Thế còn những người Mỹ xấu xa thì đi đâu khi họ qua đời?” nữ công tước thắc mắc.,"Düşes, “Demeyin!” dedi. “Peki ya kötü Amerikalılar ölünce nereye giderlermiş?","—¿De verdad? Y, ¿adónde van los malos? —quiso saber la duquesa.",“Really! So where do bad Americans go when they die?” the duchess inquired.,"The Duchess said, ""Don't say that!"" ""Well, where do bad Americans go when they die?""","—Really? And, where do the bad ones go? —the duchess wanted to know."
270,"['lord henry', 'henry']",,"“They go to America,” murmured Lord Henry.","“Họ đi Mỹ,” huân tước Henry thì thào.","Lord Henry, “Amerika’ya,” diye mırıldandı.",—Van a los Estados Unidos —murmuró lord Henry.,"“They go to America,” Lord Henry whispered.","Lord Henry murmured, ""To America.""",—They are going to the United States —murmured Lord Henry.
271,,"['agatha', 'lady agatha', 'sir thomas', 'thomas', 'agath']","Sir Thomas frowned. “I am afraid that your nephew is prejudiced against that great country,” he said to Lady Agatha. “I have travelled all over it in cars provided by the directors, who, in such matters, are extremely civil. I assure you that it is an education to visit it.”","Ngài Thomas nhăn mặt. “Tôi sợ là cháu bà có định kiến đối với đất nước vĩ đại ấy,” ông nói với bà Agatha. “Tôi đã đi khắp mọi nơi ở đó, trong các toa xe được lo liệu chu đáo bởi các giám đốc, những người, trong các chuyện như vậy, cực kỳ lễ độ. Tôi cam đoan với bà rằng đi thăm nơi đó là cả một sự giáo dục.”","Sir Thomas yüzünü astı. Leydi Agatha’ya, “Korkarım yeğeninizin bu büyük ülkeye karşı bir önyargısı var,” dedi. “Ben, bu konularda son derece nazik olan yöneticilerin sağladığı arabalarla, karış karış gezdim bu ülkeyi. Emin olun, bu gezi başlı başına bir eğitim sayılır.","Sir Thomas frunció el ceño. —Me temo que su sobrino tiene prejuicios contra ese gran país —le dijo a lady Agatha—. He viajado por todo el territorio, en coches suministrados por los directores, que son, en esas cuestiones, extraordinariamente hospitalarios. Le aseguro que es muy instructivo visitarlos Estados Unidos.","Sir Thomas frowned. “I’m afraid your grandson has a prejudice against that great country,” he said to Mrs. Agatha. “I have traveled everywhere there, in carriages meticulously arranged by directors, who, in such matters, are extremely polite. I assure you that visiting that place is an education in itself.”","Sir Thomas frowned. He said to Lady Agatha, ""I am afraid your nephew has a prejudice against this great country."" ""I have traveled every inch of this country with the carriages provided by the administrators, who are extremely kind in these matters. Believe me, this journey in itself is an education.""""","Sir Thomas frowned. —I am afraid your nephew has prejudices against that great country —he said to Lady Agatha—. I have traveled all over the territory, in cars provided by the directors, who are extraordinarily hospitable in these matters. I assure you it is very instructive to visit the United States."
272,"['erskine', 'mr erskine']",,“But must we really see Chicago in order to be educated?” asked Mr. Erskine plaintively. “I don’t feel up to the journey.”,"“Nhưng liệu ta có thật sự cần phải trông thấy Chicago để mà được giáo dục?” mít-tơ Erskine hỏi lại, rầu rĩ. “Tôi không thấy đủ sức cho hành trình ấy.”","mr Erskine, “İyi de, eğitilmek için ille Chicago’ya gitmek zorunda mıyız?” diye sızlandı. “Ben böyle bir yolu göze alamıyorum şahsen.",—¿De verdad tenemos que ver Chicago para estar bien educados? —preguntó el señor Erskine quejumbrosamente—. No me siento capaz de emprender ese viaje.,"“But do we really need to see Chicago to be educated?” Mr. Erskine asked again, gloomily. “I don't feel up to that journey.”","Mr. Erskine complained, ""But do we really have to go to Chicago to get an education?"" ""Personally, I can't take such a risk.""",—Do we really have to see Chicago to be well-educated? —asked Mr. Erskine querulously—. I don't feel capable of undertaking that trip.
