line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
51,"['señora long', 'mrs long', 'long']",,"“I honour your circumspection. A fortnight’s acquaintance is certainly very little. One cannot know what a man really is by the end of a fortnight. But if we do not venture, somebody else will; and after all, Mrs. Long and her nieces must stand their chance; and, therefore, as she will think it an act of kindness, if you decline the office, I will take it on myself.”","- Tôi khen bà đã thận trọng. Hai tuần thì có quá ít thời gian để làm quen. Ta không thể biết người mà ta mới quen nghĩ gì chỉ sau có hai tuần, Nhưng nếu ta không bạo dạn, người khác sẽ đánh bạo làm. Dù sao đi nữa bà Long và hai cô cháu cũng muốn thử thời vận. Nếu ta không tiến tới, bà ta sẽ cho rằng ta có ý nhường, bà ta sẽ nắm lấy cơ hội.","""Titizliğine katılıyorum. On beş günlük tanışıklık elbette çok az. İnsan on beş günden önce tanınmaz. Ama biz harekete geçmezsek başkası geçer; kaldı ki, Mrs Long'la yeğenleri de şanslarını deneyecekler; o halde, maksat kibarlık değil mi, sen yardımı reddedersen, bu işi ben üstlenebilirim.","––Celebro tu discreción. Una amistad de quince días es verdaderamente muy poco. En realidad, al cabo de sólo dos semanas no se puede saber muy bien qué clase de hombre es. Pero si no nos arriesgamos nosotros, lo harán otros. Al fin y al cabo, la señora Long y sus sobrinas pueden esperar a que se les presente su oportunidad; pero, no obstante, como creerá que es un acto de delicadeza por su parte el declinar la atención, seré yo el que os lo presente.","- I commend you for being cautious. Two weeks is too little time to get acquainted. We cannot know what someone we just met thinks after only two weeks, but if we are not bold, others will take the initiative. Anyway, Mrs. Long and her two nieces also want to try their luck. If we do not move forward, she will think we are yielding, and she will seize the opportunity.","""I agree with your meticulousness. Fifteen days of acquaintance is certainly very little. A person cannot be known in fifteen days. But if we don't take action, someone else will; besides, Mrs. Long and her nieces will also try their luck; so, isn't the point courtesy? If you refuse the help, I can take on this task.""","––I commend your discretion. A friendship of fifteen days is truly very short. In reality, after only two weeks, one cannot really know what kind of man he is. But if we do not take the risk, others will. After all, Mrs. Long and her nieces can wait for their opportunity to present itself; but, nevertheless, as she will believe it to be an act of delicacy on her part to decline the attention, I will be the one to introduce him to you."
52,"['mrs bennet', 'bennet', 'señora bennet', 'bà bennet']",,"The girls stared at their father. Mrs. Bennet said only, “Nonsense, nonsense!”","Các cô gái nhìn chằm chằm ông bố. Bà Bennet chỉ nói: - Vô lý, thật vô lý!","Kızlar babalarına baktılar. Mrs Bennet, ""Saçmalıyorsun!"" dedi sadece.","Las muchachas miraron a su padre fijamente. La señora Bennet se limitó a decir: ––¡Tonterías, tonterías!","The girls stared at their father. Mrs. Bennet only said: - Nonsense, absolute nonsense!","The girls looked at their father. Mrs. Bennet simply said, ""You are being ridiculous!""","The girls stared at their father intently. Mrs. Bennet simply said: ––Nonsense, nonsense!"
54,['mary'],,"Mary wished to say something very sensible, but knew not how.","Mary muốn nói điều gì đấy hợp lý, nhưng không thể nghĩ ra.","Mary çok anlamlı bir şey söylemek istedi, ama beceremedi.","Mary quiso decir algo sensato, pero no supo cómo.","Mary wanted to say something reasonable, but couldn't think of anything.","Mary wanted to say something very meaningful, but she couldn't manage it.","Mary wanted to say something sensible, but she didn't know how."
58,"['mrs bennet', 'bennet', 'señora bennet']",,"The astonishment of the ladies was just what he wished—that of Mrs. Bennet perhaps surpassing the rest; though when the first tumult of joy was over, she began to declare that it was what she had expected all the while.","Sự kinh ngạc của các cô gái chính là điều mà ông mong muốn; riêng bà Bennet còn kinh ngạc hơn cả các cô con gái, tuy nhiên sau những khoảnh khắc xáo động là niềm vui; bà cho rằng đấy là việc bà vẫn hằng mong muốn.",Hanımların şaşkınlığı tam istediği gibiydi; hatta Mrs Bennet'ınki diğerlerini geçti; yine de ilk neşe dalgası durulurken Mrs Bennet bunu baştan beri beklediğini söylemeye başladı.,"El asombro de las señoras fue precisamente el que él deseaba; quizás el de la señora Bennet sobrepasara al resto; aunque una vez acabado el alboroto que produjo la alegría, declaró que en el fondo era lo que ella siempre había figurado.","The astonishment of the girls was exactly what he desired; Mrs. Bennet herself was even more astonished than her daughters, yet after moments of agitation came joy; she believed that this was what she had always wished for.","The ladies' astonishment was just as he wanted; in fact, Mrs. Bennet's surpassed the others; yet, as the first wave of joy subsided, Mrs. Bennet began to say that she had expected this all along.","The astonishment of the ladies was precisely what he desired; perhaps Mrs. Bennet's surpassed the rest; although once the commotion caused by the joy was over, she declared that deep down it was what she had always imagined."
59,"['mr bennet', 'bennet']",,"“How good it was in you, my dear Mr. Bennet! But I knew I should persuade you at last. I was sure you loved your girls too well to neglect such an acquaintance. Well, how pleased I am! And it is such a good joke, too, that you should have gone this morning, and never said a word about it till now.”","- Ông Bennet yêu dấu, ông tốt bụng làm sao! Nhưng tôi biết cuối cùng tôi vẫn phải thuyết phục ông. Tôi biết rõ ông rất thương các con, nên ông không thể bỏ qua mối quen biết như thế này. Thật là tôi vui quá! Kể ra ông đùa như sáng nay cũng hay, ông đi mà không nói một lời nào cho đến tận bây giờ.","""Ne kadar iyisin, sevgili Mr Bennet! Ama seni sonunda ikna edeceğimi biliyordum. Kızlarını böyle bir tanışıklığı ihmal edemeyecek kadar sevdiğinden emindim. Valla nasıl memnun oldum! Ayrıca çok da iyi bir şaka, sen bu sabah git, ama bu saate kadar tek kelime etme.","––¡Mi querido señor Bennet, que bueno eres! Pero sabía que al final te convencería. Estaba segura de que quieres lo bastante a tus hijas como para no descuidar este asunto. ¡Qué contenta estoy! ¡Y qué broma tan graciosa, que hayas ido esta mañana y no nos hayas dicho nada hasta ahora!","- My dear Mr. Bennet, how kind you are! But I know in the end I still have to persuade you. I know very well that you love the children very much, so you cannot overlook such an acquaintance. I'm so happy! It's quite amusing how you joked this morning, going without saying a word until now.","""How good you are, dear Mr. Bennet! But I knew I would eventually convince you. I was sure you loved your daughters too much to neglect such an acquaintance. Oh, how pleased I am! Also, it's such a good joke, you go this morning, but don't say a word until this hour.""","––My dear Mr. Bennet, how good you are! But I knew that in the end I would convince you. I was sure that you love your daughters enough not to neglect this matter. How happy I am! And what a funny joke, that you went this morning and didn't tell us anything until now!"
85,['lizzy'],,"“But I can assure you,” she added, “that Lizzy does not lose much by not suiting his fancy; for he is a most disagreeable, horrid man, not at all worth pleasing. So high and so conceited, that there was no enduring him! He walked here, and he walked there, fancying himself so very great! Not handsome enough to dance with! I wish you had been there, my dear, to have given him one of your set-downs. I quite detest the man.”","- Nhưng ông yên tâm, Lizzy không mất mát gì khi không hợp với thị hiếu của hắn. Anh ta thuộc hạng người khó thương nhất, một con người đáng kinh tởm, không đáng cho ai lấy lòng. Anh ta chảnh chọe và kiêu kì không ai chịu được. Hắn ta cứ đi lòng vòng đầu này đầu nọ, làm ra vẻ ta đây là nhất! Mà hắn có đẹp trai gì cho cam! Tôi ước gì ông có ở đấy để cho anh ta ít lời răn! Tôi ghét cay ghét đắng anh ta.","""Ama seni temin ederim,"" diye ekledi, ""Lizzy onun zevkine uymamakla pek bir şey kaybetmedi; çünkü son derece sevimsiz, korkunç bir adam, ilgilenmeye değmez. Öyle kendini beğenmiş, öyle burnu havada ki katlanması imkânsız! Ortalarda dolandı durdu, matah bir şeymiş gibi! Dans edecek kadar bile yakışıklı değil! Keşke orada olsaydın da, şekerim, haddini bildirseydin. Adamdan cidden nefret ettim.","––Pero puedo asegurarte ––añadió–– que Lizzy no pierde gran cosa con no ser su tipo, porque es el hombre más desagradable y horrible que existe, y no merece las simpatías de nadie. Es tan estirado y tan engreído que no hay forma de soportarle. No hacía más que pasearse de un lado para otro como un pavo real. Ni siquiera es lo bastante guapo para que merezca la pena bailar con él. Me habría gustado que hubieses estado allí y que le hubieses dado una buena lección. Le detesto.","- But rest assured, Lizzy doesn't lose anything by not fitting his tastes. He belongs to the most unlikable type of people, a disgusting person, not worth anyone's affection. He is so arrogant and haughty that no one can stand him. He just goes around strutting, acting like he's the best! And he's not even handsome! I wish you had been there to give him a piece of your mind! I hate him to the core.","""But I assure you,"" he added, ""Lizzy hasn't lost much by not pleasing him; because he is an extremely unpleasant, terrible man, not worth bothering with. So self-conceited, so arrogant that it's impossible to tolerate him! He wandered around as if he were something special! Not even handsome enough to dance! I wish you had been there, dear, to put him in his place. I truly hated the man.""","––But I can assure you ––he added–– that Lizzy doesn't lose much by not being his type, because he is the most unpleasant and horrible man that exists, and he doesn't deserve anyone's sympathy. He is so stiff and so conceited that there is no way to tolerate him. He did nothing but strut from one side to the other like a peacock. He's not even handsome enough to be worth dancing with. I would have liked you to have been there and given him a good lesson. I detest him."
89,"['elizabeth', 'elizabeth–', 'eliz']",,"“He is also handsome,” replied Elizabeth, “which a young man ought likewise to be if he possibly can. His character is thereby complete.”","Elizabeth đáp: - Anh ấy còn là người đẹp trai nữa, thanh niên là phải như thế. Đúng là mẫu người hoàn hảo.","""Yakışıklı, ayrıca,"" diye cevapladı Elizabeth, ""eh, bir erkek aynı zamanda yakışıklı da olmalı, mümkünse. Demek ki herşeyi dört dörtlük.","––Y también es guapo ––replicó Elizabeth––, lo cual nunca está de más en un joven. De modo que es un hombre completo.","Elizabeth replied: - He is also a handsome man, that's how a young man should be. Truly an ideal person.","""Handsome, as well,"" replied Elizabeth, ""well, a man should also be handsome, if possible. So, he has everything perfectly.""","––And he is also handsome ––replied Elizabeth––, which is never a bad thing in a young man. So he is a complete man."
121,"['lucas', 'lucas–', 'miss lucas']",,"“His pride,” said Miss Lucas, “does not offend me so much as pride often does, because there is an excuse for it. One cannot wonder that so very fine a young man, with family, fortune, everything in his favour, should think highly of himself. If I may so express it, he has a right to be proud.”","Cô Lucas nói: - Tính kiêu hãnh của anh ta không làm chị khó chịu, vì có lí do chính đáng nào đấy. Ta không nên thắc mắc tại sao một thanh niên có nhiều thứ như thế: gia tộc cao sang, tài sản kếch xù, lại nghĩ rằng mình cao quý. Nếu chị có thể nói, anh ta có quyền được kiêu hãnh.","""Adamın gururu,"" dedi Miss Lucas, ""beni o kadar rahatsız etmiyor, çünkü bir açıklaması var. Ailesi ve serveti olan, o kadar yakışıklı, herşeyi tamam bir gencin kendine değer vermesinde şaşılacak bir şey yok. Gururlu olmaya hakkı var diyebilirim.","––El orgullo ––dijo la señorita Lucas–– ofende siempre, pero a mí el suyo no me resulta tan ofensivo. Él tiene disculpa. Es natural que un hombre atractivo, con familia, fortuna y todo a su favor tenga un alto concepto de sí mismo. Por decirlo de algún modo, tiene derecho a ser orgulloso.","Ms. Lucas said: - His pride did not bother her, because there was some justifiable reason for it. We should not question why a young man who has so much: a noble family, immense wealth, would think of himself as noble. If she could say, he had the right to be proud.","""The man's pride,"" said Miss Lucas, ""does not bother me so much, because it has an explanation. There is nothing surprising in a young man who has family and wealth, who is so handsome, and who has everything complete, valuing himself. I can say he has the right to be proud.""","––Pride ––said Miss Lucas–– always offends, but his pride doesn't seem so offensive to me. He has an excuse. It is natural for an attractive man, with family, fortune, and everything in his favor to have a high opinion of himself. In a way, he has the right to be proud."
123,['mary'],,"“Pride,” observed Mary, who piqued herself upon the solidity of her reflections, “is a very common failing, I believe. By all that I have ever read, I am convinced that it is very common indeed; that human nature is particularly prone to it, and that there are very few of us who do not cherish a feeling of self-complacency on the score of some quality or other, real or imaginary. Vanity and pride are different things, though the words are often used synonymously. A person may be proud without being vain. Pride relates more to our opinion of ourselves; vanity to what we would have others think of us.”","Mary vẫn còn ấm ức trong ý nghĩ kiên định của cô chị: - Em tin rằng kiêu hãnh là một khuyết điểm rất thông thường. Qua những gì em đã đọc, em tin rằng điều này rất phổ biến, bản chất con người hay thiên về tật này. Trong chúng ta rất ít người không có một ý nghĩ tự mãn về mặt này hay mặt khác, hoặc có thật hoặc tưởng tượng. Phù phiếm và kiêu hãnh là hai điều khác nhau, tuy rằng người ta thường xem hai thứ đồng nghĩa với nhau. Một người có thể cảm thấy kiêu hãnh nhưng không tỏ ra phù phiếm. Kiêu hãnh là khi ta có ý kiến về chính mình, phù phiếm là khi ta muốn người khác nghĩ về mình như thế nào.","""Gurur,"" diye gözlemde bulundu Mary, her zamanki gibi fikirlerinin sağlamlığıyla övünç duyarak, ""bence çok yaygın bir kusurdur. Okuduğum onca şeyden sonra şuna inandım ki gerçekten çok yaygın; insan doğası gurura bilhassa eğilimli; o ya da bu gerçek ya da hayali bir özellikten ötürü kendinden memnuniyet duymayan pek az kişi vardır. Gurur ve gösteriş farklı şeyler, ama sık sık aynı anlamda kullanılıyorlar. İnsan gösteriş düşkünü olmadan gururlu olabilir. Gurur daha çok kendimizle ilgili görüşümüze bağlıdır, gösteriş ise bizim hakkımızda başkalarına ne düşündürtmek istediğimize.","––El orgullo ––observó Mary, que se preciaba mucho de la solidez de sus reflexiones––, es un defecto muy común. Por todo lo que he leído, estoy convencida de que en realidad es muy frecuente que la naturaleza humana sea especialmente propensa a él, hay muy pocos que no abriguen un sentimiento de autosuficiencia por una u otra razón, ya sea real o imaginaria. La vanidad y el orgullo son cosas distintas, aunque muchas veces se usen como sinónimos. El orgullo está relacionado con la opinión que tenemos de nosotros mismos; la vanidad, con lo que quisiéramos que los demás pensaran de nosotros.","Mary was still resentful of her sister's steadfast opinion: - I believe that pride is a very common flaw. From what I have read, I believe that this is very prevalent, human nature tends to lean towards this defect. Among us, very few people do not have a self-satisfied thought in one way or another, whether real or imagined. Vanity and pride are two different things, although people often consider them synonymous. A person can feel pride without being vain. Pride is when we have an opinion of ourselves, vanity is when we want others to think of us in a certain way.","""Pride,"" Mary observed, taking pride as usual in the firmness of her opinions, ""I think is a very common fault. From all the things I have read, I have come to believe that it is indeed very common; human nature is particularly inclined towards pride; there are very few people who do not feel some satisfaction with themselves for one real or imaginary attribute or another. Pride and vanity are different things, but they are often used synonymously. One can be proud without being vain. Pride relates more to our opinion of ourselves, while vanity is what we would have others think of us.""","––Pride ––observed Mary, who prided herself greatly on the solidity of her reflections––, is a very common defect. From all that I have read, I am convinced that it is indeed very frequent for human nature to be especially prone to it; there are very few who do not harbor a feeling of self-sufficiency for one reason or another, whether real or imagined. Vanity and pride are different things, although they are often used as synonyms. Pride relates to the opinion we have of ourselves; vanity, to what we would like others to think of us."
138,['charlotte'],,"“You make me laugh, Charlotte; but it is not sound. You know it is not sound, and that you would never act in this way yourself.”","- Chị làm em buồn cười, Charlotte à, nhưng việc chị nói nghe không ổn chút nào. Chị hẳn biết nó không ổn nên em tin là chị chẳng bao giờ hành động thế.","""Beni güldürüyorsun, Charlotte; ama bu akıl kârı değil. Sen kendin bu şekilde davranmazdın.","––Me haces reír, Charlotte; no tiene sentido. Sabes que no tiene sentido; además tú nunca actuarías de esa forma.","- You make me laugh, Charlotte, but what you're saying doesn't sound right at all. You must know it's not right, so I believe you would never act that way.","""You make me laugh, Charlotte; but this is not sensible. You yourself wouldn't behave this way.""","––You make me laugh, Charlotte; it doesn't make sense. You know it doesn't make sense; besides, you would never act that way."
154,"['anh darc', 'darcy', 'mr darcy']",,"“What a charming amusement for young people this is, Mr. Darcy! There is nothing like dancing, after all. I consider it as one of the first refinements of polished societies.”","- Anh Darcy, kể ra cũng thật vui cho bọn trẻ! Không có gì hơn khiêu vũ. Tôi cho khiêu vũ là cái thú tinh tế đầu tiên của xã hội tao nhã.","""Gençler için ne cazip bir eğlence bu, Mr Darcy! Dans etmek gibisi yoktur valla. Kibar toplumların ilk inceliklerinden biridir diye düşünürüm.","––¡Qué encantadora diversión para la juventud, señor Darcy! Mirándolo bien, no hay nada como el baile. Lo considero como uno de los mejores refinamientos de las sociedades más distinguidas.","- Mr. Darcy, it is truly delightful for the young ones! There is nothing better than dancing. I consider dancing to be the first refined pleasure of elegant society.","""What an attractive amusement for young people, Mr. Darcy! There's nothing like dancing, really. I consider it one of the first refinements of polite society.""","––What a delightful amusement for the youth, Mr. Darcy! When you look at it closely, there is nothing like dancing. I consider it one of the finest refinements of the most distinguished societies."
163,"['darcy', 'mr darcy']",,Mr. Darcy bowed.,Darcy chỉ nghiêng người không nói.,Mr Darcy başını salladı.,El señor Darcy asintió con la cabeza.,Darcy just leaned over without saying anything.,Mr. Darcy nodded.,Mr. Darcy nodded his head.
169,"['miss eliza', 'eliz', 'eliza']",,"“You excel so much in the dance, Miss Eliza, that it is cruel to deny me the happiness of seeing you; and though this gentleman dislikes the amusement in general, he can have no objection, I am sure, to oblige us for one half hour.”","- Eliza, cô khiêu vũ quá đẹp nên thật là vô tình nếu cô không cho tôi được diễm phúc xem cô trình diễn. Mặc dù vị này không thích tham dự cuộc chơi, tôi chắc rằng anh sẽ không từ chối chiều ý chúng ta trong nửa giờ.","""Dansta harikalar yaratıyorsun, Miss Eliza, bizleri seni seyretme mutluluğundan yoksun bırakman zalimlik; her ne kadar bu beyefendi eğlenceden hoşlanmıyorsa da eminim yarım saat nazımızı çekmeye itirazı olmaz.","––Usted es excelente en el baile, señorita Eliza, y es muy cruel por su parte negarme la satisfacción de verla; y aunque a este caballero no le guste este entretenimiento, estoy seguro de que no tendría inconveniente en complacernos durante media hora.","- Eliza, you dance so beautifully that it would be truly unkind if you did not grant me the pleasure of watching you perform. Although this gentleman does not like to participate in the game, I am sure he will not refuse to indulge us for half an hour.","""You dance wonderfully, Miss Eliza, it is cruelty to deprive us of the pleasure of watching you; although this gentleman does not enjoy entertainment, I am sure he would not object to indulging us for half an hour.""","––You are excellent at dancing, Miss Eliza, and it is very cruel of you to deny me the satisfaction of watching you; and although this gentleman does not like this entertainment, I am sure he would not mind indulging us for half an hour."
171,"['elizabeth', 'miss eliza', 'eliza']",,"“He is, indeed: but considering the inducement, my dear Miss Eliza, we cannot wonder at his complaisance; for who would object to such a partner?”","- Đúng là vậy nhưng cô Elizabeth thân yêu, xét qua hoàn cảnh xui khiến, sẽ không có gì làm lạ nếu anh sẵn lòng chiều theo ta, vì ai có thể từ chối một người như cô?","""Öyledir tabii; ama sebebin ne olduğuna bakınca, sevgili Miss Eliza, nezaketine şaşmamalı –böyle bir eşe kim itiraz edebilir?","––Lo es, en efecto; pero considerando lo que le induce, querida Eliza, no podemos dudar de su cortesía; porque, ¿quién podría rechazar una pareja tan encantadora?","- It is true, my dear Elizabeth, but given the circumstances, it would not be surprising if he were willing to comply with us, for who could refuse someone like you?","""Of course it is; but when you look at the reason, dear Miss Eliza, you shouldn't be surprised at his kindness –who could object to such a spouse?""","––It is indeed; but considering what induces him, dear Eliza, we cannot doubt his courtesy; because, who could reject such a charming couple?"
188,"['mr bennet', 'bennet']",,"After listening one morning to their effusions on this subject, Mr. Bennet coolly observed,—","Sau khi đã nghe các cô huyên thuyên suốt một buổi sáng, ông Bennet lạnh lùng nhận xét:",Bir sabah bu konudaki hararetli konuşmalarını dinledikten sonra Mr Bennet soğuk bir gözlemde bulundu–,"Después de oír una mañana el entusiasmo con el que sus hijas hablaban del tema, el señor Bennet observó fríamente:","After listening to the ladies chatter all morning, Mr. Bennet coldly remarked:","One morning, after listening to their heated discussions on the matter, Mr. Bennet made a cold observation–","After hearing one morning the enthusiasm with which his daughters spoke about the subject, Mr. Bennet observed coldly:"
