en,Single_ent,Multiple_ents,en_masked,token_count
"It’s scary, how attractive I find him. The depth of this crush of mine. I liked him since the very start, but my feelings for him have been growing steadily, then exponentially, and . . . what do I even do with them? It’s like being handed an instrument I never learned how to play. Being asked to step onstage at a concert hall utterly unprepared.",,[],,79
“I don’t know. I just . . .” I could bullshit an answer for him. But it seems unfair. He’s earned more from me. “I just can’t believe that anyone would do that for me.”,,[],,45
"He is, I believe, turning around to pluck two grapes from the same cluster I half ate this morning. He presses one against my lips till I bite into it, pops the other in his mouth. We both chew for a while, eyes locked. Though he finishes before I do, starts kissing me again, and—a mess.",,[],,68
"I start by licking the head, thoroughly, delicately. But he feels smooth and warm against my tongue, and I immediately get impatient. I flip my hair so it’s not in the way and seal my lips around him, suck gently once, twice, and then . . .",,[],,57
"I hear a growl. Then the sound of something ripping. With the corner of my eye, I notice Ian’s large hand fisting the sheet. Did he just tear my—",,[],,37
"“I’m sorry, but—it’s happening. I’m going to fuck you. I’m not going to come in your—” He doesn’t finish the sentence. Just leans forward to kiss me, and by the time he’s done, I’m nodding, breathless.",,[],,57
"“No. But I’m on the pill. We can do it without anything if you’re not giving me gross STDs. But I trust that you wouldn’t save me from the walruses just to have me die of chlamydia, so—”",,[],,52
A choked laugh bubbles out of me. It’s stupidly nice to have someone compare my body to a topographical feature of Mars. Or maybe it’s just nice to have someone who knows the Columbia Hills tugging at my nipples and staring at them like they’re the eighth and ninth wonders of the universe.,,[],,63
"I shut my eyes and moan. It’s a yes, and he must be able to tell. Because he grunts just as soon as the head of his cock begins to nudge inside me, a little too large for comfort, but very determined to make space for itself. I order myself to relax. And then, when he hits a perfect spot inside me, I order myself not to come immediately.",,[],,83
"“Heading directly for the target. The rover is about fifteen meters off the surface, and . . . we’re getting some signals from MRO. The UHF looks good.”",,[],,36
"I created @WhatWouldMarieDo during my first semester of grad school. I was teaching a neuroanatomy class and decided to give my students an anonymous mid-semester survey to ask for honest feedback on how to improve the course. What I got was . . . not that. I was told that my lectures would be more interesting if I delivered them naked. That I should gain some weight, get a boob job, stop dying my hair “unnatural colors,” get rid of my piercings. I was even given a phone number to call if I was “ever in the mood for a ten-inch dick.” (Yeah, right.)",,[],,131
@lucyinthesea Has this happened to you? God I’m so sorry. Once a student said something about my ass and it was so gross and no one believed me.,,[],,37
