en,Single_ent,Multiple_ents,en_masked,token_count
"“We should stick together,” he says. There are a group of girls weighed down by backpacks and purses, with Greek letters stretched across their shirts, giving us curious glances.",,[],,36
"I wait for them to pass then close the distance between us, putting both my hands on his chest. “We talked about this. The fact that you’re here, in this town with me, while I’m dealing with what I am, is huge. I know you think I’m shutting you out, but you are the only person I’ve let in for years. But I need this hour. Don’t make me get it another way.”",,[],,90
"I lean forward and drop my voice to a whisper. “I’m going to cut through the bullshit and get right to it. You hired my boss to get you out of your contract. You hated the athletic director, and those boosters were a pain in your ass. And after meeting some of them, I can see why. Leaving on your own meant walking away from a shit ton of money, so you hired someone to get you out of it. But you’re an honorable enough guy that you didn’t want to wreck the program in the process. Which means you’ve got some sense of decency in there somewhere.”",,[],,125
"I deflate on the couch and his lips tuck in, stopping him from saying anything else. I can see the pity in his eyes when he stares at me.",,[],,34
"Just as I’m about to step off the porch, I turn back to him and let my frustration bubble to the surface. All of the anger and the fury of my boss turning on me after eight years. And I let it explode out of me. “You know what? You’re an asshole. I did you a huge favor and now I need some help and you know what? You’re a fucking dick. Fuck you and fuck all the way off, you fucker.”",,[],,97
"I need to make sure he’s good and pissed, so I throw him the middle finger before stomping down his front walk. That does the trick. He moves away from the rocker and stops on the top step, his hands balled in fists. I’m on the sidewalk in front of his neighbor’s house when he finally looks around to see if anyone heard us.",,[],,75
"His jaw flexes and he seems to struggle with holding back what he wants to say. Finally, he just spits it out. “You made a point to mention how important my appointments on Thursday are. I have a business in Glenview, Texas. It’s different work than what I do in Lake Forbing. I acquire things in a questionable way then sell those things for a significant markup. It’s not something that is public knowledge at home and I plan on keeping it that way.”",,[],,99
"My phone dings, saving me from having to say anything back to him, and a wave of relief courses through me when I see the notification.",,[],,30
"“Yeah, yeah,” he mumbles, then takes a swig of his beer. “First time you’ve been sent to Texas. Not sure I like it.”",,[],,34
He chuckles as he glances at the kid. “Twenty-five-foot diameter.” Then his attention is back on the plans in front of him.,,[],,30
I shrug. “It wouldn’t be the first time he did something like this. I think he gets bored and decides to play games. Rich people are weird.”,,[],,33
"I got to Austin just before they took the stage and I’ve been front row for the entire show. The lead singer has noticed. He’s stared at my chest for the past two songs, so I pull my tight V-neck down a bit more to make it easier for him.",,[],,57
"He pulls me close, tugging my hand around his waist. I dip my fingers right under the waistband of his jeans, my nails scratching gently into his skin. “Yeah, let’s get out of here,” I say.",,[],,46
"I sip on my drink and take a deep breath. I owe Devon big for this job. The day after we met at Buffalo Wild Wings, he showed up in Austin.",,[],,35
"He laughs quietly. “The package will be picked up shortly and details on the next job will be delivered along with confirmation of your deposit, which includes the bonus.”",,[],,33
"When the painting was delivered and my fee had been deposited, it was time to move on, but I couldn’t stop wondering about the others who showed up and failed. I couldn’t shake my curiosity about who they were and whether they wanted more from life than moving from job to job like I did.",,[],,61
"“How have you been?” he asks. I can tell he wants to reach out in some way, to hug me or shake my hand, but neither seems right under the circumstances, so he ends up shoving his hands in his pockets.",,[],,48
"“He told me in Fort Worth that ‘eyes are everywhere,’ but I never know if it’s him or someone else watching, so I was a little surprised when he sat down.” I sit in the chair next to him. “He said you’re losing your touch. Saw you come in through the service entrance.”",,[],,63
"“I texted that I called the motel office earlier and got us another night,” I say, then lean in to kiss him before he can respond. We stay tangled up for a few minutes, long enough to soothe any worries that there is a problem between us. “Sorry, that took longer than I thought it would.”",,[],,65
The faint rumbling of voices continues as I watch the small dots jump around as he replies. My ringer is off so there’s no sound once it’s delivered.,,[],,34
"I can’t lock the door when he closes it behind him because that’s not something his girlfriend would do. I step into the hot water, and it’s the jolt I need. Like a punch in the face. It clears the haze but does nothing for the grief that has settled in my veins. I am gutted.",,[],,67
"One last turn and I’m on my old street. I pull into the trailer park and get out without cutting the engine. I study each one of the single-wide mobile homes crammed into this space, comparing what they used to look like to now and remembering who called each of them home. I save the middle one on the left side for last.",,[],,71
"“Yes, property management sent me over. We’re checking the breakers in all the units. There was an electrical problem in the pet store last night, but thankfully someone was there to get it under control before it started a fire. Shouldn’t take but a couple of minutes.” I was lucky enough to find a uniform shirt and a pair of khakis at Goodwill that I could make work so I look the part.",,[],,85
"This exchange is also a constant: same question, same answer. She won’t ask for a menu, and he won’t offer one again, but all it takes is a slight nod and her glass will be refilled within seconds.",,[],,47
"The reason I’m in a holding pattern is because someone else is working behind the scenes trying to make a deal with her to return the information on her own. Not that they are playing nice, but because it’s the best way to make sure they get back everything she took.",,[],,56
"Timetable moved up due to your inability to follow simple directions. Use whatever means necessary to locate and retrieve any digital device including cell phone, computers, tablets, hard drives, etc . . . If it can store digital information, take it from her. I shouldn’t need to remind you how sensitive this information is and how you are to handle it.",,[],,71
"Minutes tick by and she’s still not out of the car. I wait until ten minutes pass before I leave my hiding spot and slowly walk down the driveway to where she’s parked. As soon as I get close enough to the car, I see her slumped form draped over the steering wheel.",,[],,61
"Devon is usually against this type of tech since it’s easy to pick up the frequency if you’re close by, but there was no way to get around it. “I’m ready.”",,[],,39
"The cleaning carts are pushed off to the side, where they wait for the graveyard shift to restock them, since all the rooms were cleaned hours ago. I grab the closest cart, shoving my black duffel into the space left for dirty linens, and call for an elevator.",,[],,59
"“Not going to lie, I’m feeling underprepared. We haven’t had a moment to talk about that day and how we are handling this.”",,[],,30
"And then there I am, dressed in the hotel’s housekeeping uniform. I’m deep in the room but in plain sight through the open balcony doors. I’m looking down at where the bed would be if you could see it through the balcony wall. And it’s a very clear image of me, unlike the one we just viewed.",,[],,67
"He wants me to think he’ll let me go. And he might right now, but it wouldn’t be long before I see him over my shoulder.",,[],,31
"The light flashes that we’re clear to cross the street and we walk the next two blocks in silence, until we’re standing in front of the bank.",,[],,31
"Throwing the last of Amy’s belongings into the black duffel bag, I take one last look around the room to make sure I got everything, then toss the bag back into the housekeeping cart. Flames shoot up, and thick black smoke fills the room. That’s my cue to go.",,[],,60
I unlock my car and sink into the driver’s seat. My hands shake as I pull out my phone and tap in the number I have for emergencies.,,[],,31
“It would be very convenient for you to come into possession of something that could be used against me and tell me you didn’t.” There’s a chill in his voice I’ve never heard before.,,[],,39
"The front light is on, which I appreciate since it’s completely dark outside. I drag myself from the car, hauling myself up the porch steps. Leaning on the bell, I don’t let up until the door jerks open.",,[],,48
“It’s been the longest three days of my life.” I fall onto the couch and kick my shoes off. “I’m sleeping for three days straight.”,,[],,31
"The front path is just a collection of oddly shaped stones in a loose line leading to the porch. If she’s anything like me, she already knows I’m out here.",,[],,35
I keep talking. “And we’ve got to find out who he really is. It doesn’t do any good to tell someone he’s double-crossed them unless we are also handing over his identity.”,,[],,41
"“I can say this now that it’s over, but there were a few moments when I thought he got the best of me,” I say quietly.",,[],,30
"He’s a bit casual today, his usual button-down replaced with one of those pullover golf shirts with the logo of the local club. I wonder what made this Thursday different.",,[],,36
"His stare is so intense I have to look away. Coughing to clear the lump in my throat, I finally say, “He wasn’t the only one playing a game. I needed him mad at me. Madder than he already was. I needed to lose his trust completely. But I also didn’t want you to lose your business to him. I didn’t want it to become another cog in the wheel of his organization. So I changed the details.”",,[],,95
