Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['eden'],"“That’s because I’m the only one around here who eats carbs,” [MASK] said as she took a bite of her chocolate croissant, still warm from the oven. “You really ought to try one.”","""title"": ""The Devil Wears Prada"",""author"": ""Lauren Weisberger""","“That’s from who still the took really because ought “You a around chocolate oven. as only said her to she try bite carbs,” [MASK] the eats one.” warm here I’m of one croissant,","""title"": ""Eleanor Oliphant is Completely Fine"",""author"": ""Gail Honeyman"""
['eden'],"Suddenly Arabella’s eyes lit up and she seemed to recover slightly. “Yes, she will be good for OS, won’t she? [MASK], you’ll offer your assistance, won’t you, in our time of need?”","""title"": ""Jude the Obscure"",""author"": ""Thomas Hardy""","“Yes, she for she? to Arabella’s slightly. she time your eyes need?” will and lit you’ll OS, be won’t [MASK], good seemed recover up in offer won’t assistance, our you, of Suddenly","Based on the passage, I'm going to take a guess that the book is ""Jude the Obscure"" by Thomas Hardy.

Here's my reasoning:

* The mention of ""Arabella"" suggests a connection to the character Arabella Donn in ""Jude the Obscure"".
* The tone and style of the passage, including the use of phrases like ""she for she?"" and ""our you"", seem to match Hardy's writing style.
* The themes of relationships, assistance"
['arabella'],"*5 [MASK] pronounces her daughter’s name in the Italian way, Be-ah-TREE-chey, not because she’s Italian but because she’s pretentious.","""title"": ""Where'd You Go, Bernadette"",""author"": ""Maria Semple""","*5 Italian name she’s Be-ah-TREE-chey, because Italian way, the but because daughter’s not pronounces her in pretentious. [MASK] she’s","Based on the passage, I'm going to take a guess that the book is ""Eleanor Oliphant is Completely Fine"" by Gail Honeyman.

Here's my reasoning:

* The passage mentions an Italian name, which is pronounced in a non-pretentious way. This suggests that the book may be a contemporary novel that explores themes of identity, culture, and social class.
* The tone of the passage is conversational and humorous, which is consistent with the tone of ""Eleanor"
['arabella'],"“The older woman said, ‘Excuse me, do you speak English?’ I was used to this question, so I simply nodded. The younger woman said, ‘We see you here every day. You’re so good with the baby. She clearly adores you.’ ‘Thank you,’ I replied. And then the older woman leaned over and whispered, ‘Whatever they’re paying you, we’ll double it.’ I was so confused, and then it hit me: These women think I’m the nanny! Because I’m Chinese, and my half-British daughter doesn’t look like me!” Lady [MASK] recalls with a laugh.","""title"": ""Crazy Rich Asians"",""author"": ""Kevin Kwan""","half-British double and you, whispered, replied. think Because older woman doesn’t The I laugh. it English?’ me!” with here it.’ ‘Thank used younger with look you this every older said, over to I You’re the paying recalls women and leaned you,’ [MASK] ‘Excuse clearly then and Lady nodded. ‘Whatever I so said, good question, then me, the a nanny! like so we’ll see hit Chinese, daughter And “The She you I’m was so me: I’m my I woman day. speak woman they’re These was ‘We adores confused, baby. the do you.’ simply","""title"": ""The Joy Luck Club"",""author"": ""Amy Tan"""
['arabella'],"[MASK] credits her own mother for her confidence to upend centuries of tradition. “My mother grew up in Shanghai, which was the Paris of the East, so for her, Asian Fusion wasn’t a fad, it was a way of life.” [MASK]’s barrister father hailed from one of Hong Kong’s most respected legal families. “People are constantly surprised to learn that I didn’t grow up in a rice paddy. My grandfather and father both went to Oxford, and we had a house in Kowloon Tong with five servants.”","""title"": ""Lucky Chow"",""author"": ""Danielle Chang""","went My grow her Tong learn Shanghai, that life.” Fusion to of “My tradition. a was her, was father it [MASK] and paddy. a Oxford, mother legal a with of fad, of to constantly in barrister house upend the and one [MASK]’s up I father Asian the which Hong East, in respected from up Paris families. five didn’t had are rice way for wasn’t grew a to “People most own Kong’s grandfather hailed credits surprised both servants.” so her Kowloon confidence for we mother in centuries of","Based on the passage, I'm going to take a guess that the book is ""The Joy Luck Club"" by Amy Tan.

Here's my reasoning:

* The passage mentions Shanghai, Hong Kong, and Kowloon, which are all locations in China or related to Chinese culture.
* The passage also mentions Oxford and Paris, which suggests a connection to Western culture.
* The mention of a barrister and a legal family suggests a professional or upper-class background.
* The passage also touches on themes"
['arabella'],"The countess never imagined that her modern spin on Marco Polo would spawn her own design and hospitality empire, but after a famously finicky Qatari prince spent the weekend and was wowed by the countess’s hospitality, he commanded her to design a hotel in London “for people who can only bear to stay in palaces when they travel,” promising to book out the entire place every year for the London Season. [MASK] quickly conceived of Bella’s, the gemlike London oasis that has set the standard for boutique establishments everywhere. Then came the Bella outposts in Hong Kong, Antwerp, and the Maldives, all of which possess the perfect alchemy of understated glamour, exquisite service, and discretion that have made them de rigueur destinations for the cognoscenti.","""title"": ""The Royal We"",""author"": ""Heather Cocks and Jessica Morgan""","commanded London Qatari only cognoscenti. de her the has that wowed spent exquisite came people hospitality design entire everywhere. Season. would them hospitality, weekend year for design London possess the book that after establishments set own Hong by to prince stay Kong, the when the her Antwerp, and to standard and which on bear for discretion a oasis perfect was of modern finicky Maldives, Then imagined that and have spawn the the but they who spin Marco to “for promising he The countess London a Bella made gemlike the out empire, alchemy never every palaces in place [MASK] for all in the in the glamour, rigueur Bella’s, conceived countess’s outposts the famously understated destinations hotel of of quickly and her Polo boutique service, travel,” can","""title"": ""The Countess"",""author"": ""Unknown Author"""
['thomas tong'],Dr. [MASK] was in the midst of enjoying a cup of tea in the break room when his flatmate peeked his head through the open door.,"""title"": ""The Hitchhiker's Guide to the Galaxy"",""author"": ""Douglas Adams""",the peeked flatmate of tea a [MASK] door. open the was when enjoying cup his midst break his in room the head through of in Dr.,"""title"": ""The Strange Case of Dr. Jekyll and Mr. Hyde"",""author"": ""Robert Louis Stevenson"""
['eden'],"[MASK] awoke to the sound of unfamiliar chirps. The chorus of birds outside sounded more spirited than anything she’d heard before, and they had been at it all night. Having arrived very late the previous evening to a house at the end of a pitch-black road, she had no inkling of what lay outside. She rose from the bed lazily, flung open the louvered plantation doors, and almost gasped in disbelief.","Based on the passage, I'm going to take a guess that the book is ""The God of Small Things"" by Arundhati Roy.

Here's my reasoning:

* The passage mentions a character waking up to unfamiliar bird sounds, which suggests a change of environment or a new location. This is consistent with the themes of displacement and cultural identity that are present in ""The God of Small Things"".
* The use of sensory details, such as the sound of birds and the feeling of laziness","the than birds rose had been chirps. she very of awoke a the end she’d outside heard road, late the more of a flung almost from Having anything disbelief. sounded lay open all in at they lazily, louvered chorus inkling [MASK] evening what outside. pitch-black sound had before, house and the no spirited night. of unfamiliar She the gasped bed at and to it previous of doors, arrived plantation to The","Based on the passage, I'm going to take a guess that the book is ""Rebecca"" by Daphne du Maurier.

Here's my reasoning:

* The passage mentions a plantation, which suggests a rural or isolated setting, which is consistent with the setting of ""Rebecca"".
* The mention of a ""pitch-black sound"" and an ""unfamiliar"" night suggests a sense of foreboding or unease, which is a common theme in ""Rebecca"".
* The"
['eden'],“Watch your step!” came a shout behind her. [MASK] looked down and saw the large gray rock she was about to step on suddenly move. It was a sea turtle basking in the sun.,"""title"": ""The Beach"",""author"": ""Alex Garland""",the about the It a a shout saw sea was turtle in and was her. gray move. step!” suddenly “Watch your she down large to on came basking looked sun. rock [MASK] behind step,"Based on the passage, I'm going to take a guess that the book is ""The Beach"" by Alex Garland.

Here's my reasoning:

* The mention of a ""turtle"" and a ""rock"" suggests a beach or coastal setting, which fits with the title of the book.
* The use of descriptive language, such as ""gray move"" and ""basking looked sun"", suggests a lyrical and poetic writing style, which is consistent with Garland's writing in ""The Beach"".
*"
['eden'],"“Oh my god!” [MASK] exclaimed, backing off. She turned around to see a woman in her late twenties sitting on a sun-bleached tree trunk.","""title"": ""The Girl with the Dragon Tattoo"",""author"": ""Stieg Larsson""","exclaimed, turned [MASK] late woman my on her off. to twenties god!” a sitting “Oh trunk. tree a see around She in sun-bleached backing","Based on the passage, I'm going to take a guess that the book is ""The Great Gatsby"" by F. Scott Fitzgerald.

Here's my reasoning:

* The mention of a ""sun-bleached"" tree trunk suggests a setting in a warm, sunny location, which fits with the novel's setting in Long Island during the summer.
* The phrase ""Oh god!"" suggests a sense of surprise or shock, which is consistent with the novel's themes of revelation and discovery.
* The"
['eden'],"“I should put on some proper clothes first,” [MASK] said, realizing she was still in her sleeping clothes—an old pair of cotton jersey shorts and a skinny tee.","""title"": ""The Girl with the Dragon Tattoo"",""author"": ""Stieg Larsson""","tee. sleeping was a realizing said, old “I cotton first,” some still proper her she clothes shorts and pair put on in jersey should of skinny [MASK] clothes—an","Based on the passage, I'm going to take a guess that the book is ""To Kill a Mockingbird"" by Harper Lee.

Here's my reasoning:

* The passage mentions a character putting on a pair of shorts and a jersey, which suggests a warm and casual setting, possibly in the Southern United States.
* The tone of the passage seems to be conversational and introspective, which is consistent with the narrative style of ""To Kill a Mockingbird"".
* The mention of """
['rufus'],"“Why? Are you going to the Wolseley? Look how I’m dressed.” [MASK] gestured to his tattered board shorts and bare feet as they cut through a wooded path that led from the beach to a road that to Eden seemed straight out of a dream. Tall coconut palms, fragrant hibiscus bushes, and mango trees lined the winding lane of relaxed old bungalows and wooden beach cottages next door to the occasional sprawling mansion. [MASK] reached up into one of the low-hanging branches as they walked past and plucked two ripe mangoes. “For breakfast.” He grinned.","""title"": ""The Beach"",""author"": ""Alex Garland""","into gestured lane path Eden the [MASK] you sprawling that coconut cottages to He through they mangoes. to bare of seemed dream. door and up tattered the [MASK] “Why? hibiscus how breakfast.” dressed.” cut fragrant plucked shorts to Tall and of to Are relaxed mansion. straight grinned. from ripe Wolseley? I’m as mango the his to going low-hanging the out beach the trees winding occasional wooded branches one beach bushes, past that wooden walked board road a and they “For of palms, bungalows Look led lined and as two feet reached old a next a","""title"": ""The Beach"",""author"": ""Alex Garland"""
['rufus'],"“Puako Beach Road is one of the only places left on the entire island that still has these original cottages from the sixties right on the beach,” [MASK] explained. “It’s a real neighborhood, as opposed to some poncy resort. You love hunting down the local hangouts whenever you travel, so I thought you’d prefer it over here.”","""title"": ""The Identicals"",""author"": ""Elin Hilderbrand""","over only [MASK] original on it the hunting a whenever thought travel, right island some real places you’d explained. the I you love Beach from Road that sixties to still beach,” opposed so the left entire You local neighborhood, of down “Puako prefer poncy one resort. here.” cottages “It’s as is hangouts the these the on has","""title"": ""The Beach"",""author"": ""Alex Garland"""
['rufus'],[MASK] gestured outside. On one end of the back deck was an outdoor shower nestled between thick tropical bushes and a wall of stacked volcanic rocks. [MASK] pointed to a galvanized steel cistern on the roof. “That tank collects rainwater for the shower.”,"""title"": ""The Beach House"",""author"": ""James Patterson""",rocks. of an a outside. nestled between outdoor and tank wall tropical the to galvanized was deck steel the gestured roof. back thick end volcanic stacked shower collects bushes “That On rainwater the [MASK] one [MASK] cistern shower.” pointed on for a of,"""title"": ""The Beach"",""author"": ""Alex Garland"""
['rufus'],"“Now, you and I both know that [MASK] is wasting his life away in Hawaii. It’s high time [MASK] settled down and did something with his life…”","""title"": ""The Descendants"",""author"": ""Kaui Hart Hemmings""","Hawaii. is something “Now, It’s that and I high you did settled his in time both with [MASK] life down know and life…” away wasting his [MASK]","Based on the passage, I'm going to take a guess that the book is ""The Sun Also Rises"" by Ernest Hemingway.

Here's my reasoning:

* The mention of Hawaii suggests a tropical or exotic setting, which is consistent with the themes of travel and escapism in ""The Sun Also Rises"".
* The tone of the passage seems to be reflective and melancholic, which is also consistent with the tone of the book.
* The use of phrases like ""wasting his"
['arabella'],"[MASK] nodded. “She is one of the hottest emerging artists around. She already has important galleries in London, Paris, and LA, and everyone’s flipping her work, so she can satisfy all of Rufus’s artistic pretensions.”","""title"": ""The Goldfinch"",""author"": ""Donna Tartt""","pretensions.” one is [MASK] London, around. flipping can emerging everyone’s satisfy already her Rufus’s has of she She nodded. work, artistic the so galleries of artists in important and “She all Paris, hottest and LA,","""title"": ""The Interestings"",""author"": ""Meg Wolitzer"""
['bea'],"“Not only is she to the manor born, she is to the hotel born too!” [MASK] jumped in. “The de Courcys own a fabulous crop of hotels all over France and the French [MASK]. That’s why it’s a match made in heaven—she already knows what it feels like to be constantly harassed by friends angling for room upgrades!”","""title"": ""The Hating Game"",""author"": ""Sally Thorne""","be the the all “The angling harassed heaven—she what jumped only de the she it a in. upgrades!” knows match [MASK]. That’s manor why feels in is to of French France she to by friends own too!” it’s already hotel [MASK] Courcys fabulous born, and is born constantly over like hotels room “Not crop a for to made","Based on the passage, I'm going to take a guess that the book is ""The Scarlet Pimpernel"" by Baroness Orczy.

Here's my reasoning:

* The mention of ""French France"" and ""Courcys"" suggests a French setting, which is consistent with the Scarlet Pimpernel series.
* The tone of the passage, with its use of exclamations and colloquial language, seems to match the lighthearted and adventurous style of the"
['eden'],"They went outside to the wooden deck and sat down on a pair of canvas butterfly chairs. [MASK] inhaled the steam from her coffee mug, which was infused with a sweet scent. “Did you add vanilla?”","""title"": ""The Girl with the Dragon Tattoo"",""author"": ""Stieg Larsson""","the a scent. from outside was infused wooden a you “Did down vanilla?” add went inhaled chairs. on mug, which canvas of her They coffee sweet [MASK] pair the deck butterfly and to with sat steam","""title"": ""The Notebook"",""author"": ""Nicholas Sparks"""
['eden'],"“Mmm. Love it.” [MASK] smiled as she took a long, slow sip, closed her eyes, and eased into her chair. The sun on her face felt so lovely, she could hardly believe that it was the middle of winter back in Britain. “Now I feel like I’m truly on holiday.”","""title"": ""The Hating Game"",""author"": ""Sally Thorne""","truly “Now smiled could believe of in hardly eyes, into Britain. felt sun her a feel eased chair. I it lovely, her long, middle I’m she so The winter slow that she Love “Mmm. [MASK] the as her back on face holiday.” was on and took sip, it.” closed like","""title"": ""The Holiday"",""author"": ""Jude Deveraux"""
['rufus'],“I think this is our last moment of peace before guests start flooding the island. Ready for the craziest wedding weekend ever?” [MASK] asked.,"""title"": ""The Wedding Date"",""author"": ""Jasmine Guillory""",the moment craziest weekend island. last for start our of guests think Ready asked. this flooding is peace the before ever?” “I wedding [MASK],"""title"": ""The Identicals"",""author"": ""Elin Hilderbrand"""
['eden'],"No you’re not, [MASK] thought to herself as she sipped on her coffee, taking in the sounds of the waves pounding onto the lava rocks and the ecstatic screech of birds. “I’ve never heard birds quite like this before,” she said.","""title"": ""The Beach House"",""author"": ""Mary Alice Monroe""","before,” screech she never [MASK] rocks sounds onto lava “I’ve herself coffee, waves sipped No birds. the the of in she heard ecstatic the the like her on birds as you’re said. pounding not, taking this of quite thought to and","Based on the passage, I'm going to take a guess that the book is ""The Bell Jar"" by Sylvia Plath.

Here's my reasoning:

* The writing style and tone of the passage seem to match Plath's lyrical and introspective style.
* The use of vivid imagery and metaphors, such as ""rocks sounds onto lava"" and ""ecstatic the the like her on birds"", is reminiscent of Plath's poetic language.
* The passage's focus on the protagonist"
['rufus'],[MASK] laughed. “Because they aren’t birds. That’s the sound of the coqui frog. They’re everywhere on the island. That’s their mating call.”,"""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz""",the [MASK] island. birds. everywhere call.” That’s laughed. They’re of the their frog. aren’t the on That’s they mating sound coqui “Because,"""title"": ""The"
['bea'],[MASK] was just fastening the labradorite-[MASK][*1] necklace around her sister Augusta’s neck when there was a series of quick raps on the door.,"""title"": ""The Tenant of Wildfell Hall"",""author"": ""Anne Bronte""",was around her door. series neck [MASK] was labradorite-[MASK][*1] of quick just when on necklace there raps the sister Augusta’s the fastening a,"Based on the passage, I'm going to take a guess that the book is ""The Tenant of Wildfell Hall"" by Anne Bronte.

Here's my reasoning:

* The mention of a necklace and a labradorite pendant suggests a Victorian-era setting, which fits with the Bronte sisters' writing style and period.
* The mention of a sister named Augusta also suggests a familial relationship, which is a common theme in the Bronte sisters' works.
* The writing style and language used in"
['bea'],"“Yes! I had nothing to wear for this evening and they came to my rescue. This just arrived an hour ago from New York,” [MASK] replied of her strapless gown with its dramatic purple bodice bow sash and painted anemones on the skirt. Unlike her sister, she had no issues with looking like she had just stepped off a fashion catwalk.","Based on the passage, I'm going to take a guess that the book is ""The Royal We"" by Heather Cocks and Jessica Morgan. The passage seems to be describing a scene where a character is getting ready for a formal event and is discussing her outfit, which suggests a contemporary romance or young adult novel. The mention of a strapless gown and a dramatic purple bodice bow sash also suggests a high-end fashion sense, which is consistent with the tone of ""The Royal We"".

<","she of just Unlike sister, her bow ago for my to the her had painted anemones hour they arrived gown skirt. York,” with strapless off came nothing had its dramatic rescue. like “Yes! fashion New evening had looking wear on with stepped just she This sash from [MASK] this an and purple no and a I bodice replied issues catwalk. to","Based on the passage, I'm going to take a guess that the book is ""The Devil Wears Prada"" by Lauren Weisberger.

Here's my reasoning:

* The passage mentions fashion, a strapless gown, and a catwalk, which suggests a setting in the fashion industry.
* The tone of the passage seems to be descriptive and focused on the details of the protagonist's outfit, which is consistent with the style of ""The Devil Wears Prada"".
* The mention of"
['arabella'],"“It looks like she found it on the clearance rack at Mango,” [MASK] replied curtly as the first guests appeared at the top of the steps, and Augusta burst into tears.","""title"": ""The Devil Wears Prada"",""author"": ""Lauren Weisberger""","the Augusta burst at rack and as found into curtly the first at clearance top guests tears. “It on of Mango,” the like steps, looks replied appeared she it the [MASK]","""title"": ""The House on Mango Street"",""author"": ""Sandra Cisneros"""
['eden'],"“How can you say such a thing, Countess? I have known [MASK] since my very first visit to Greshamsbury Hall three years ago, and the girls and I even went camping in the Outer Hebrides last year. When someone has seen you empty your bowels into a hole you have just dug in the sand with your bare hands, I don’t think they have to call you ‘Serene Highness’ anymore.”","Based on the passage, I'm going to take a guess that the book is ""Doctor Thorne"" by Anthony Trollope.

Here's my reasoning:

* The mention of Greshamsbury Hall suggests a connection to the Chronicles of Barsetshire series by Anthony Trollope, which includes ""Doctor Thorne"".
* The tone and style of the passage, including the witty dialogue and the reference to a aristocratic title (""Serene Highness""), are consistent with Trollope's writing","I into your “How sand the have years girls and bare thing, When since very to empty my call first ago, known anymore.” Highness’ your you Outer and last even in visit they dug Hebrides the such [MASK] you think with a have don’t say camping you went bowels I seen can hands, just year. have Hall in has Greshamsbury hole Countess? three a the to someone I ‘Serene you","Based on the passage, I'm going to take a guess that the book is ""Doctor Thorne"" by Anthony Trollope.

Here's my reasoning:

* The mention of ""Greshamsbury"" suggests a connection to the fictional Barsetshire, which is a setting for several of Trollope's novels, including ""Doctor Thorne"".
* The tone and style of the passage, including the use of formal language and aristocratic titles (""Highness"", ""Countess""), are consistent"
['rufus'],"[MASK] gave a bashful grin. “I thought, why not turn bad luck into good? It’s not every day that an eruption occurs at a wedding site, so let’s have everyone enjoy the experience!”","""title"": ""The Wedding Date"",""author"": ""Jasmine Guillory""","not thought, that grin. not experience!” have everyone [MASK] eruption every It’s bashful site, let’s an good? a day a turn why “I at bad the so occurs into enjoy gave wedding luck","""title"": ""The Wedding"",""author"": ""Nicholas Sparks"""
['bea'],"[MASK], who had been chatting with a strapping young man, came rushing over to her mother. “What’s wrong? Are you okay?”","""title"": ""The Fault in Our Stars"",""author"": ""John Green""","mother. man, [MASK], wrong? strapping her to chatting you who “What’s with okay?” rushing Are over had a young came been","""title"": ""The Catcher in the Rye"",""author"": ""J.D. Salinger"""
