Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['gore'],"I should say that my face does a good impression of whiteness, late-entering or not. I didn’t know how to tell [MASK] that I’d been tricking him, feature by feature. I wasn’t sure I was ready to. He’d made, as people do, an assumption about me that left me room to maneuver. Later, when he found out the truth—as people do—he’d be unbalanced by his own mistake. Another person’s unguardedness in that moment can be very useful, interpersonally, as long as you don’t soften. There is language I could use about this if I were the melodramatic type: behind enemy lines, for example, or double agent. My sister might use these terms, or she might call me a fraud.","""title"": ""The Idiot"",""author"": ""Elif Batuman""","could found he or these I say can know she person’s There for was not. about in the whiteness, I him, My were double ready might assumption example, should that Another sister how Later, do, language this to wasn’t [MASK] or interpersonally, unbalanced agent. by lines, I might truth—as moment as that when mistake. by terms, me impression late-entering made, use people soften. be or that out feature. is good I I long you been about a I that room didn’t a call does left an type: my own be don’t melodramatic maneuver. useful, tricking feature unguardedness I’d tell as sure me of very if people to. behind the fraud. enemy face to He’d his as me do—he’d use","Based on the passage, I'm going to take a guess that the book is ""The Catcher in the Rye"" by J.D. Salinger.

Here's my reasoning:

* The writing style and tone of the passage seem to match the conversational and introspective style of ""The Catcher in the Rye"".
* The use of phrases like ""I say can know she person's"" and ""I might truth—as moment as that when mistake"" suggests a youthful and somewhat naive narrator"
['gore'],"[MASK] lifts his hand. He’s left a smear on the table the color of tamarind flesh. There is a sour, steady pain in his palm that he briefly misunderstands as a taste.","""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz""","smear misunderstands in palm hand. is sour, briefly a as his a taste. tamarind flesh. [MASK] lifts steady a the table of color There left on He’s the pain that he his","Based on the passage, I'm going to take a guess that the book is ""The Brief Wondrous Life of Oscar Wao"" by Junot Díaz.

Here's my reasoning:

* The use of vivid and poetic language, such as ""smear misunderstands in palm hand"", ""sour, briefly a as his a taste"", and ""tamarind flesh"" suggests a literary style that is reminiscent of Junot Díaz's writing.
* The mention of a character experiencing"
['gore'],"[MASK] considers the weight of the sack he’d carried, which had felt so meaningful. “Three partridges,” he says, “and a boatswain gull too far off to hit. Nothing else. Not even tracks.”","""title"": ""The Road"",""author"": ""Cormac McCarthy""","which partridges,” tracks.” had even “and he’d considers of says, felt else. weight boatswain a sack far [MASK] too hit. meaningful. the the so to he “Three Not carried, Nothing gull off","Based on the passage, I'm going to take a guess that the book is ""Moby-Dick"" by Herman Melville.

Here's my reasoning:

* The mention of a boatswain (a naval officer) and a sack suggests a nautical setting, which is consistent with Moby-Dick.
* The use of phrases like ""weight boatswain"" and ""hit"" suggests a sense of action and physicality, which is also consistent with the novel's themes of whaling"
['stanley'],"At this, [MASK] leans in. He is a fussy, short-tempered, handsome man who does not enjoy his job. “I must impress upon the meeting that the debility that wracks those in the sick bay will doubtless find ample footholds should we reduce the men’s rations.”","Based on the passage, I'm going to take a guess that the book is ""The Sea-Wolf"" by Jack London.

Here's my reasoning:

* The passage mentions a character who is ""fussy, short-tempered, handsome"" and doesn't enjoy his job, which suggests a character with a strong personality, possibly a captain or officer on a ship.
* The mention of a ""sick bay"" and ""men's rations"" suggests a nautical setting, possibly on","reduce will should ample we impress debility leans his [MASK] that He is fussy, rations.” the must “I not man upon handsome meeting a bay in does this, job. footholds those sick wracks find who enjoy the short-tempered, At in. doubtless that the the men’s","Based on the passage, I'm going to take a guess that the book is ""The Old Man and the Sea"" by Ernest Hemingway.

Here's my reasoning:

* The passage mentions a man who is ""fussy"" and ""short-tempered"", which reminds me of the character of Santiago in ""The Old Man and the Sea"".
* The mention of ""rations"" and ""footholds"" suggests a nautical or outdoor setting, which is consistent with the book's"
['gore'],"[MASK] is looking at his left palm. The sour pain is still there, seeping through the bandages. So is the blood, but it seems melodramatic to observe this.","Based on the passage, I'm going to take a guess that the book is ""The Brief Wondrous Life of Oscar Wao"" by Junot Díaz.

Here's my reasoning:

* The writing style and tone of the passage seem to match the lyrical and poetic style of Junot Díaz's writing.
* The use of vivid and descriptive language, such as ""sour pain"" and ""seeping through the bandages"", is reminiscent of Díaz's writing style","to blood, is at The So but seeping [MASK] looking this. palm. seems pain bandages. his melodramatic there, left is observe is the sour it still through the","Based on the passage, I'm going to take a guess that the book is ""The Picture of Dorian Gray"" by Oscar Wilde.

Here's my reasoning:

* The mention of ""blood"" and ""seeping"" suggests a dark and Gothic atmosphere, which is consistent with Wilde's novel.
* The use of the word ""melodramatic"" to describe the character's behavior also fits with Wilde's style, which often incorporates elements of melodrama and aestheticism.
* The focus on"
['gore'],"The ice outside shifts—the Arctic stammering its jaws as a cat does when it sees a bird. The ship’s cat died in convulsions during their second winter. [MASK] had liked that cat. He’d become quite attached to it, especially as his dog had died in the first spring.","Based on the passage, I'm going to take a guess that the book is ""The Terror"" by Dan Simmons.

Here's my reasoning:

* The mention of the Arctic and the ship's cat dying in convulsions suggests a polar expedition setting, which is consistent with the plot of ""The Terror"".
* The writing style and language used in the passage, such as the use of metaphors (""the Arctic stammering its jaws as a cat does when it sees a bird"") and vivid","convulsions especially ship’s his The it that become [MASK] spring. a quite Arctic jaws had died a first He’d cat stammering in bird. cat. its when outside during does in The their the to ice dog shifts—the as second cat attached winter. had it, died liked as sees","Based on the passage, I'm going to take a guess that the book is ""The Call of the Wild"" by Jack London.

Here's my reasoning:

* The mention of a ship, Arctic jaws, and ice suggests a setting in the frozen wilderness, which is consistent with the setting of ""The Call of the Wild"".
* The mention of a cat and a dog also fits with the animal-centric theme of the book.
* The writing style and language used in the passage, such as the"
['gore'],"Once we arrived at the Ministry, an escort of subtly armed suits took [MASK] to meet the other expats. I was expecting he’d go through a group therapy session, but [MASK] was in a sunny mood, so he must have been envisaging something closer to a salon.","""title"": ""The City &amp; The City"",""author"": ""China Miéville""","been a salon. envisaging therapy escort have the [MASK] at so something must to arrived the a go we expecting to group in suits Once [MASK] meet took but a through an was of armed he’d he subtly expats. was other Ministry, I closer session, sunny mood,","Based on the passage, I'm going to take a guess that the book is ""The Spy Who Came in from the Cold"" by John le Carré.

Here's my reasoning:

* The mention of a ""Ministry"" and ""expats"" suggests a spy novel or a story involving international intrigue.
* The tone of the passage seems to be suspenseful and mysterious, which is consistent with the style of John le Carré's writing.
* The use of phrases like ""sunny mood"
['adela'],"“Complex,” said [MASK]. “Thanks for your input. Given their histories, mental trauma is to be anticipated. I remind you that we are interested in the actual feasibility of taking a human body through time. Our concern is if the process of time-travel has major implications for the expat or the expat’s surroundings.”","""title"": ""The Time Traveler's Wife"",""author"": ""Audrey Niffenegger""","be that your mental [MASK]. their input. you said is a are of Given implications remind expat the of feasibility histories, expat’s has surroundings.” process major I for the taking we for “Complex,” “Thanks to the anticipated. body Our time-travel time. or human the actual concern if trauma is through interested in","""title"": ""The Time Traveler's Wife"",""author"": ""Audrey Niffenegger"""
['adela'],"“We can’t risk the temporal repercussions,” said [MASK]. “They are supposed to be dead. As long as they’re here, it’s functionally as if they are dead in their own time. Again, I must emphasize, you are focused on the long-term prognoses of the expats in our era. Your remits really could not be clearer.”","""title"": ""Diaspora"",""author"": ""Greg Egan""","the “We you are I our era. expats “They must the to in [MASK]. supposed remits long if as could long-term can’t the dead said As repercussions,” are it’s they’re not own temporal their emphasize, functionally they are as focused risk clearer.” time. Again, of on dead. prognoses in be Your here, be really","Based on the passage, I'm going to take a guess that the book is ""The Three-Body Problem"" by Liu Cixin.

Here's my reasoning:

* The passage mentions ""expats"", which suggests a science fiction or futuristic setting.
* The mention of ""temporal"" and ""prognoses"" implies a focus on time and prediction, which is a central theme in ""The Three-Body Problem"".
* The tone of the passage seems to be discussing complex ideas and concepts,"
['gore'],"We’d arrived in the central lobby. [MASK] was standing in a shaft of sunlight, staring up at the steel-and-glass ceiling. He looked dazzled into boyishness by the half sky of the building’s skull.","""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz""","at in boyishness up arrived standing lobby. in the building’s of of half steel-and-glass ceiling. We’d the sky looked the dazzled into by skull. central the sunlight, a staring [MASK] He shaft was","Based on the passage, I'm going to take a guess that the book is ""The Brief Wondrous Life of Oscar Wao"" by Junot Díaz.

Here's my reasoning:

* The use of vivid and poetic language, such as ""boyishness up arrived standing lobby"" and ""dazzled into by skull"", suggests a literary fiction style that is reminiscent of Díaz's writing.
* The mention of a ""steel-and-glass ceiling"" and a ""central shaft"
['gore'],"We went for lunch at a small bistro near the Ministry. [MASK] came from an era of service à la française, private dining rooms and putting everything into jelly. When I began to explain, in tones of motherly patience, how twenty-first-century restaurants operated, he said, “I’ve eaten kangaroo on the uninhabited shores of the Albert River. I understand how a knife and fork work. Please sit down.”","Based on the passage, I'm going to take a guess that the book is ""The All Souls Trilogy"" by Deborah Harkness.

Here's my reasoning:

* The mention of the Ministry suggests a connection to a government or official organization, which is consistent with the themes of the All Souls Trilogy, which involves witches, vampires, and other supernatural creatures interacting with human institutions.
* The tone of the passage, particularly the witty banter between the narrator and the character, is reminiscent of Deborah H","into understand [MASK] knife twenty-first-century the rooms service motherly bistro and eaten small tones and jelly. down.” fork at française, explain, dining of uninhabited how began a I shores Albert When “I’ve for how of work. patience, era a to la Ministry. said, came on sit of putting kangaroo the an from River. operated, went à restaurants he in I the We Please private near everything lunch","Based on the passage, I'm going to take a guess that the book is ""The Elegance of the Hedgehog"" by Muriel Barbery.

Here's my reasoning:

* The mention of a ""bistro"" and ""dining"" suggests a French setting, which is consistent with the author's nationality and the book's themes.
* The use of French phrases such as ""à la française"" and ""Ministry"" ( possibly referring to the French Ministry of Culture) also"
['gore'],"“I thought it might be a good thing to make a proper friend of him,” [MASK] continued. “He said he would arrange for his bridge to take us to”—here he raised his eyebrows—“a public house. I am looking forward to seeing what visions of sin this era has concocted for the humble tavern.”","""title"": ""The Time Machine"",""author"": ""H.G. Wells""","us public tavern.” bridge raised his eyebrows—“a [MASK] to friend might his has he said looking make house. era he it thought “I proper I this for of good continued. forward what “He of to the sin humble for arrange to a him,” would a thing visions be am seeing take to”—here concocted","Based on the passage, I'm going to take a guess that the book is ""Great Expectations"" by Charles Dickens.

Here's my reasoning:

* The language and style of the passage seem to match Dickens' writing style, which is known for its descriptive and elaborate sentences.
* The mention of a ""public tavern"" and a character raising his eyebrows suggests a Victorian-era setting, which is consistent with the time period in which Dickens wrote.
* The themes of sin, humility, and redemption that"
['gore'],"Back at the house I was still struggling to think of as “home,” [MASK] shyly asked me if I would also “come for a drink.” He had done well, at lunch, to hide his deep embarrassment over my payment of the bill (with a Ministry expense card); he was adjusting with gold-star alacrity in recognizing that it wouldn’t be a reputation-detonating act for a respectable woman to be seen in a public house in the company of bachelors.","Based on the passage, I'm going to take a guess that the book is ""The Remains of the Day"" by Kazuo Ishiguro.

Here's my reasoning:

* The tone and style of the passage seem to match Ishiguro's writing style, which is known for being introspective and nuanced.
* The mention of a ""Ministry expense card"" suggests a bureaucratic or government-related setting, which is consistent with the themes of ""The Remains of the Day"".
* The","to it at card); was well, house house struggling I would reputation-detonating public to shyly adjusting be of he a “come hide alacrity wouldn’t [MASK] the bachelors. payment think of company of “home,” at a me embarrassment if woman my a expense the act as done the gold-star recognizing for Ministry still bill to with asked in a be had deep drink.” I Back a in lunch, his that over for He was respectable (with seen in also","Based on the passage, I'm going to take a guess that the book is ""The Handmaid's Tale"" by Margaret Atwood.

Here's my reasoning:

* The mention of ""Ministry"" and ""gold-star"" suggests a dystopian or totalitarian society, which is a key theme in ""The Handmaid's Tale"".
* The passage also mentions ""bachelors"" and ""woman"", which could be related to the novel's focus on gender roles and oppression.
* The tone of"
['ralph'],"I coughed at my half-pint. [MASK], a snide and etiolated former field agent, was my least favorite bridge. He had somehow managed to get assigned the only young woman expat.","""title"": ""The Spy Who Came in from the Cold"",""author"": ""John le Carré""","assigned had to I snide my [MASK], get etiolated He half-pint. my coughed agent, somehow and a field bridge. managed favorite young least was former expat. at woman the only","Based on the passage, I'm going to take a guess that the book is ""The Great Gatsby"" by F. Scott Fitzgerald.

Here's my reasoning:

* The use of words like ""snide"" and ""etiolated"" suggests a literary style that is reminiscent of Fitzgerald's writing.
* The mention of a ""field bridge"" and a ""young expat"" suggests a setting that could be similar to the wealthy communities depicted in The Great Gatsby.
* The tone of the"
['ralph'],“No. Apparently it was very awkward when [MASK] came in here for a lunchtime gallon of merlot and spotted him. He’s part of Defence’s tracking team. You know they don’t much like the fact that the Ministry is a separate institution. They thought the time-door ought to fall under their remit.”,"Based on the passage, I'm going to take a guess that the book is ""The Eyre Affair"" by Jasper Fforde.

Here's my reasoning:

* The mention of a ""time-door"" and a ""Ministry"" suggests a futuristic or alternate universe setting, which is consistent with Fforde's Thursday Next series.
* The tone of the passage, with its dry wit and bureaucratic language, is also reminiscent of Fforde's style.
* The mention of a """,merlot much when They the part that the a Apparently thought Ministry ought is and tracking know don’t in fall awkward remit.” him. like spotted the institution. to He’s was under fact came it [MASK] You team. Defence’s they a gallon time-door of lunchtime for their “No. very here of separate,"Based on the passage, I'm going to take a guess that the book is ""Harry Potter and the Order of the Phoenix"" by J.K. Rowling.

Here's my reasoning:

* The mention of ""Ministry"" and ""Defence"" suggests a connection to the wizarding world, which is a key part of the Harry Potter series.
* The tone and language used in the passage, such as the use of British English spellings and phrases like ""lunchtime"", also suggest a"
['negro'],"“He used the word ‘[MASK]’ until I stopped him, but I don’t think he meant it with two g’s, if that’s what you’re asking me. How’s your expat managing the news of your miscegenation?”","Based on the passage, I'm going to take a guess that the book is ""The Brief Wondrous Life of Oscar Wao"" by Junot Díaz.

Here's my reasoning:

* The use of the word ""expat"" and the mention of ""miscegenation"" suggests a contemporary, possibly postcolonial or multicultural context, which is consistent with Díaz's work.
* The playful, irreverent tone and the use of slang (e.g. ""two","that’s expat of me. if How’s him, ‘[MASK]’ the word two meant stopped but used the your managing I until I your asking what miscegenation?” g’s, news with “He it you’re don’t think he","""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz"""
['black'],"I choked. “Uh. We don’t use that word anymore. We just say ‘[MASK].’ As an adjective. You would say, ‘She is a [MASK] woman.’ ”","""title"": ""The Hate U Give"",""author"": ""Angie Thomas""","‘[MASK].’ don’t would We You As adjective. anymore. word an ” just that choked. is “Uh. ‘She a We use woman.’ I say say, [MASK]","Based on the passage, I'm going to take a guess that the book is ""The Handmaid's Tale"" by Margaret Atwood.

Here's my reasoning:

* The use of the word ""woman"" as an adjective, followed by the phrase ""we use"" suggests a dystopian or speculative fiction context, which is consistent with the themes of ""The Handmaid's Tale"".
* The tone of the passage, particularly the use of phrases like ""don't would We You"" and ""just"
['rosa'],"“I was, I think, a little giddy with my own power. I had never been handed the command of a ship, regardless that it was docked, regardless that its captain would return soon enough. Riding beside that giddiness was the dread weight of responsibility. When I saw the captives, I recognized that their berthing was—inadequate. That they had undoubtedly suffered greatly and were exhausted and sick. Two had died since we captured the [MASK]. But my chief thought was, I had better get this head count right. Or perhaps I might have thought, briefly, Poor wretches. But there was more obligation than Christian compassion in my heart. Whether I saw men, or women, or children…”","Based on the passage, I'm going to take a guess that the book is ""The Sea Hawk"" by Raphael Sabatini. However, I'm not entirely confident in this guess, as the writing style and language seem slightly different from Sabatini's typical work.

After re-reading the passage, I noticed that the tone and language seem more contemporary and introspective than Sabatini's typical swashbuckling style. Therefore, I'm going to take a second guess that the","was return I head was—inadequate. they its and regardless the responsibility. in berthing count a captives, think, I “I that we ship, I have soon than Or That never briefly, Whether it Poor since But greatly a with undoubtedly was, giddiness own there heart. the that wretches. that I Two men, of was, dread this was recognized regardless docked, exhausted that the I right. thought, little power. thought obligation sick. beside had saw captain my were my Riding died giddy perhaps the When handed children…” women, of had might enough. I more [MASK]. suffered been chief my command weight their better Christian I had or But had compassion would or saw get captured and was","Based on the passage, I'm going to take a guess that the book is ""Robinson Crusoe"" by Daniel Defoe.

Here's my reasoning:

* The passage mentions a ship, captives, and a captain, which suggests a nautical or adventure theme.
* The tone of the passage is reflective and introspective, with the narrator discussing their thoughts and feelings about their situation.
* The language and style of the passage seem to match the 18th-century writing style of Daniel Def"
['graham'],"[MASK] used other words too, not wrong, exactly, but not right, like “your people,” or “your culture.” When I said, in a wincingly tight voice, that we had the same people and culture, he replied, mildly, “But I don’t think that we do.” Then came the image searches about Cambodia, on food and dress and customs. I had to do those for him, in the early days, because he still didn’t know how, and the English-language internet was not on my side. Exotic, friendly, conservative, resilient. The way he couched his questions, too, was imperfect. I had to correct “ancestor” for “grandparent,” “sacred” for “polite,” “tribal leaders” for “farmers.”","""title"": ""Afterparties"",""author"": ""Anthony Veasna So""","he in friendly, side. couched came for do but customs. I I “polite,” Cambodia, said, had not words “tribal way replied, conservative, “sacred” and or When because how, a “ancestor” my was for to people he still food questions, for correct on not do.” too, imperfect. I English-language the image and leaders” on we he same days, the “farmers.” mildly, resilient. him, The “But “your to voice, culture, like the too, in we dress searches early don’t and people,” those other had used “grandparent,” and [MASK] tight for that about internet that I the wrong, didn’t exactly, had was right, his Exotic, Then think not know culture.” “your wincingly","Based on the passage, I'm going to take a guess that the book is ""The God of Small Things"" by Arundhati Roy.

Here's my reasoning:

* The passage mentions Cambodia, which suggests that the book may be set in Southeast Asia or have themes related to the region.
* The language and tone of the passage are lyrical and introspective, which is consistent with Arundhati Roy's writing style.
* The passage touches on themes of culture, identity, and"
['adam'],"One of the many hypotheses coagulating in these early days of time-travel was that language informed experience—that we did not simply describe but create our world through language, like [MASK] in the Garden of Eden calling a spade a spade or whatever happens in Genesis. At its heart, the theory promised that the raw stuff of the universe could be carved into a clausal household, populated by an extended family of concepts. In retrospect, we might have devoted more time to explaining to the expats why they couldn’t use what were now considered slurs. Some of them never really got the hang of this.","Based on the passage, I'm going to take a guess that the book is ""The Power"" by Naomi Alderman.

Here's my reasoning:

* The passage mentions ""time-travel"" and ""expats"", which suggests a science fiction or speculative fiction context.
* The tone of the passage is introspective and philosophical, which is consistent with Alderman's writing style.
* The theme of language shaping reality is also a common thread in Alderman's work, particularly in ""The Power"".

","populated why be what in got like raw our a through promised might simply we describe in considered was explaining experience—that happens One devoted the concepts. household, many informed the into the to not heart, never spade carved Garden or stuff could coagulating have of a did couldn’t to they the of of a but an use hypotheses language family them create the the hang extended [MASK] that calling by Genesis. this. we its more of time-travel At these universe language, of Some In theory expats Eden spade the retrospect, now in early really whatever that of clausal of world were time slurs. days","Based on the passage, I'm going to take a guess that the book is ""The Language Instinct"" by Steven Pinker.

Here's my reasoning:

* The passage mentions ""language"", ""concepts"", ""hypotheses"", and ""clausal"", which suggests a book about linguistics or language acquisition.
* The mention of ""Genesis"" and ""Eden"" suggests a book that explores the origins of language or human nature.
* The writing style and vocabulary seem to match Steven Pink"
