Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
['dorian'],jekyll,juan,ben,alice,0,0.0,0,0.4,0,0.22,0,0.18,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",godfrey,rembrandt,vincent,chúa,0,0.33,0,0.4,0,0.31,0,0.22,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",holmes,juan,ali,mai,0,0.18,0,0.4,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
['dorian gray'],dorian,dorian,narcissus,nguyễn,1,1.0,1,1.0,0,0.27,0,0.4,correct,correct,incorrect,incorrect
['dorian'],harry,pedro,peter,chú,0,0.18,0,0.36,0,0.18,0,0.0,incorrect,incorrect,incorrect,incorrect
['dorian gray'],he,kafka,gray,harry,0,0.0,0,0.25,1,1.0,0,0.44,incorrect,incorrect,correct,incorrect
"['henry wotton', 'lord henry wotton', 'henry wotto']",jekyll,freud,freud,huân,0,0.36,0,0.44,0,0.44,0,0.44,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",hamlet,jesús,tanrım,chúa,0,0.18,0,0.0,0,0.36,0,0.22,incorrect,incorrect,incorrect,incorrect
"['campbell', 'y run']",scrooge,gregor,holmes,yuri,0,0.27,0,0.22,0,0.29,0,0.44,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",dorian,dorian,perde,harry,1,1.0,1,1.0,0,0.22,0,0.44,correct,correct,incorrect,incorrect
['campbell'],goodbye,jorge,adam,y,0,0.27,0,0.15,0,0.33,0,0.0,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",gatsby,juan,ahmet,huân,0,0.18,0,0.22,0,0.4,0,0.44,incorrect,incorrect,incorrect,incorrect
"['madam ferrol', 'ferroll', 'ferrol', 'madame de ferrol']",gatsby,emma,ahmet,madame,0,0.18,0,0.44,0,0.55,1,1.0,incorrect,incorrect,incorrect,correct
"['lord henry', 'henry']",algernon,hombres,adem,huân,0,0.33,0,0.36,0,0.29,0,0.44,incorrect,incorrect,incorrect,incorrect
"['ruxton', 'leydi ruxton', 'lady ruxton']",gatsby,mil,holmes,nguyệt,0,0.4,0,0.29,0,0.36,0,0.33,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry', 'lord henry—']",dorian,gatsby,ahmet,y,0,0.4,0,0.18,0,0.4,0,0.33,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",john,juan,ali,nhân,0,0.4,0,0.4,0,0.25,0,0.4,incorrect,incorrect,incorrect,incorrect
"['dorian', 'dorian gray']",dorian,dorian,dorian,kafka,1,1.0,1,1.0,1,1.0,0,0.25,correct,correct,correct,incorrect
['dorian'],holmes,opio,holmes,vương,0,0.17,0,0.4,0,0.17,0,0.36,incorrect,incorrect,incorrect,incorrect
['dorian'],faust,diablo,mephistopheles,quỷ,0,0.18,0,0.5,0,0.1,0,0.0,incorrect,incorrect,incorrect,incorrect
['dorian gray'],jekyll,dante,dante,chai,0,0.2,0,0.55,0,0.55,0,0.25,incorrect,incorrect,incorrect,incorrect
['dorian gray'],justice,juan,ahmet,harry,0,0.15,0,0.4,0,0.22,0,0.44,incorrect,incorrect,incorrect,incorrect
['james vane'],dorian,kafka,frankenstein,peter,0,0.4,0,0.27,0,0.38,0,0.27,incorrect,incorrect,incorrect,incorrect
['dorian'],gatsby,garcía,mis,gatsby,0,0.17,0,0.5,0,0.22,0,0.17,incorrect,incorrect,incorrect,incorrect
"['sir geoffrey—', 'geoffrey', 'sir geoffrey']",tom,juan,herkül,gã,0,0.18,0,0.0,0,0.29,0,0.2,incorrect,incorrect,incorrect,incorrect
['dorian'],destiny,fausto,kader,người,0,0.46,0,0.17,0,0.36,0,0.36,incorrect,incorrect,incorrect,incorrect
['harry'],ivan,kafka,azrail,trời,0,0.22,0,0.2,0,0.36,0,0.22,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",watson,watson,doktor,huân,0,0.25,0,0.25,0,0.4,0,0.44,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry', 'lord henry—', 'henry cười']",gatsby,emma,cleopatra,nguyệt,0,0.18,0,0.22,0,0.46,0,0.36,incorrect,incorrect,incorrect,incorrect
['dorian'],frankenstein,holmes,frankenstein,harry,0,0.33,0,0.17,0,0.33,0,0.18,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",elizabeth,rosa,ali,huân,0,0.21,0,0.25,0,0.29,0,0.44,incorrect,incorrect,incorrect,incorrect
"['lord henry', 'henry']",godfrey,garcía,socrates,nguyễn,0,0.47,0,0.2,0,0.33,0,0.36,incorrect,incorrect,incorrect,incorrect
"['dorian', 'doria']",raskolnikov,goethe,dostoyevski,dorian,0,0.35,0,0.18,0,0.38,1,1.0,incorrect,incorrect,incorrect,correct
"['lord henry', 'henry']",arch,oscar,mary,nhật,0,0.29,0,0.44,0,0.44,0,0.22,incorrect,incorrect,incorrect,incorrect
