Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['rashid', 'rasheed', 'raşit']",mercedes,mercedes,mercedes,benz,0,0.4,0,0.4,0,0.4,0,0.18,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",rasheed,kafka,hastane,rasheed,0,0.17,0,0.4,0,0.33,0,0.17,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",matilda,alicia,peter,mary,0,0.67,0,0.55,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",mary,maría,adam,nguyễn,0,0.22,0,0.6,0,0.44,0,0.18,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",he,juan,john,ông,0,0.44,0,0.22,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",kabul,kabul,kabil,kabul,0,0.18,0,0.18,0,0.36,0,0.18,incorrect,incorrect,incorrect,incorrect
"['mariam hiểu', 'meryem', 'mariam']",clarissa,juan,adam,bà,0,0.57,0,0.25,0,0.6,0,0.25,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",taliban,prohibido,taliban,taliban,0,0.33,0,0.53,0,0.33,0,0.33,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",fatima,alá,ali,peter,0,0.36,0,0.25,0,0.5,0,0.33,incorrect,incorrect,incorrect,incorrect
"['rashid', 'rasheed', 'raşit']",gatsby,smith,doğu,đông,0,0.36,0,0.6,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
"['jalil', 'yalil', 'celil']",emily,juan,ahmet,thư,0,0.6,0,0.44,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['zalmay', 'zalmai']",charlie,alicia,meryem,quả,0,0.46,0,0.5,0,0.33,0,0.22,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",mary,juan,jack,rapunzel,0,0.22,0,0.22,0,0.22,0,0.31,incorrect,incorrect,incorrect,incorrect
"['tarık', 'iariq', 'tariq']",picasso,van gogh,don,hạc,0,0.33,0,0.15,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",ali,peshawar,ali,peshawar,0,0.5,0,0.31,0,0.5,0,0.31,incorrect,incorrect,incorrect,incorrect
"['tarık', 'tariq']",john,garcía,ali,đào,0,0.0,0,0.55,0,0.5,0,0.25,incorrect,incorrect,incorrect,incorrect
"['zalmay', 'zalmai', 'zalma']",tom,freud,emma,thái,0,0.25,0,0.0,0,0.44,0,0.4,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila', 'lail']",elizabeth,juan,anna,nguyễn,0,0.43,0,0.25,0,0.44,0,0.18,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",she,kafka,gollum,trần,0,0.25,0,0.4,0,0.36,0,0.22,incorrect,incorrect,incorrect,incorrect
"['meryem', 'mariam']",mary,alcatraz,napoleon,nguyễn,0,0.6,0,0.43,0,0.14,0,0.33,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",hector,él,tarık,anna,0,0.18,0,0.57,0,0.4,0,0.44,incorrect,incorrect,incorrect,incorrect
"['hamza', 'hamza uzunca']",alice,kafka,çay,hà,0,0.24,0,0.4,0,0.44,0,0.57,incorrect,incorrect,incorrect,incorrect
"['celil han', 'jalil khan', 'yalil jan']",heathcliff,padre,ali,azan,0,0.4,0,0.25,0,0.75,0,0.57,incorrect,incorrect,correct,incorrect
"['laila', 'leyla co']",mariam,dracula,dracula,dracula,0,0.55,0,0.5,0,0.5,0,0.5,incorrect,incorrect,incorrect,incorrect
"['leyla', 'laila']",she,kafka,öğretmen,lang,0,0.25,0,0.4,0,0.15,0,0.44,incorrect,incorrect,incorrect,incorrect
