Single_ent,en_masked_shuffled_results,es_masked_shuffled_results,tr_masked_shuffled_results,vi_masked_shuffled_results,en_exact_match,en_highest_fuzzy_match,es_exact_match,es_highest_fuzzy_match,tr_exact_match,tr_highest_fuzzy_match,vi_exact_match,vi_highest_fuzzy_match,en_correct,es_correct,tr_correct,vi_correct
"['carlos darnay', 'charles darnay']",scrooge,dante,dorian,hồn,0,0.46,0,0.55,0,0.5,0,0.25,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'dios—dijo lorry', 'lorry']",utterson,dios,allah,chúa,0,0.25,0,0.57,0,0.2,0,0.0,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",heathcliff,kafka,ali,nguyễn,0,0.27,0,0.2,0,0.5,0,0.36,incorrect,incorrect,incorrect,incorrect
"['mr lorry', 'lorry']",la,force,luke,force,0,0.29,0,0.4,0,0.22,0,0.4,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",mary,edgar,freud,chị,0,0.44,0,0.5,0,0.5,0,0.0,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",desdemona,madre,tanrı,anna,0,0.14,0,0.2,0,0.2,0,0.22,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",jerry,kafka,john,đạt,0,0.2,0,0.2,0,0.0,0,0.25,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",lucie,robespierre,carmagnole,carmagnole,1,1.0,0,0.25,0,0.27,0,0.27,correct,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",manette,rieux,watson,chị,0,0.46,0,0.33,0,0.33,0,0.0,incorrect,incorrect,incorrect,incorrect
"['charles', 'carlos']",romeo,salvador,ali,củng,0,0.36,0,0.43,0,0.44,0,0.2,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",paris,conciergerie,charles,darnay,0,0.55,0,0.32,1,1.0,1,1.0,incorrect,incorrect,correct,correct
"['dr manette', 'mane', 'manette']",jekyll,watson,ali,bác,0,0.2,0,0.4,0,0.29,0,0.29,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",asher,don,ali,john,0,0.27,0,0.25,0,0.29,0,0.22,incorrect,incorrect,incorrect,incorrect
"['lucía', 'lucie']",paris,napoleón,paris,paris,0,0.2,0,0.31,0,0.2,0,0.2,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette']",manette,hannibal,frankenstein,hùng,1,1.0,0,0.33,0,0.53,0,0.25,correct,incorrect,incorrect,incorrect
"['lucía', 'lucie']",judges,maría,mahkeme,tiến,0,0.36,0,0.4,0,0.17,0,0.44,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette', 'doktor manette']",jekyll,smith,hakim,ông,0,0.2,0,0.33,0,0.22,0,0.29,incorrect,incorrect,incorrect,incorrect
"['mane', 'manette', 'doktor manette']",president,garcía,mehmet,chánh,0,0.27,0,0.2,0,0.46,0,0.44,incorrect,incorrect,incorrect,incorrect
['defarge'],watson,voltaire,frankenstein,tiêu,0,0.15,0,0.4,0,0.32,0,0.18,incorrect,incorrect,incorrect,incorrect
"['carlos darnay', 'charles darnay']",winston,kafka,kafka,kafka,0,0.2,0,0.36,0,0.36,0,0.36,incorrect,incorrect,incorrect,incorrect
"['lucía', 'luci', 'lucie']",jekyll,soho,soho,soho,0,0.2,0,0.0,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
['carton'],fagin,escriba,kafka,nguyễn,0,0.36,0,0.31,0,0.18,0,0.17,incorrect,incorrect,incorrect,incorrect
"['evrémonde', 'yurttaş evremonde', 'evrémond']",citizen,sócrates,frankenstein,hòa,0,0.27,0,0.4,0,0.38,0,0.2,incorrect,incorrect,incorrect,incorrect
"['mauricio lorry', 'jarvis lorry']",smith,smith,napoleon,nguyễn,0,0.31,0,0.31,0,0.36,0,0.2,incorrect,incorrect,incorrect,incorrect
"['santiago tercero', 'jacques', 'jacques ba']",scrooge,don,hamlet,công,0,0.43,0,0.2,0,0.31,0,0.36,incorrect,incorrect,incorrect,incorrect
"['señora defarge', 'madame defarge', 'defarge', 'madam defarge']",madame,venganza,ali,chị,1,1.0,0,0.43,0,0.25,0,0.0,correct,incorrect,incorrect,incorrect
"['cruncher', 'mr cruncher', 'jeremías lapa']",micawber,emma,adam,bà,0,0.42,0,0.5,0,0.5,0,0.33,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",gatsby,emma,sherlock,chị,0,0.2,0,0.25,0,0.33,0,0.29,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",lucie,emma,jack,anh,0,0.22,0,0.25,0,0.0,0,0.0,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",alice,smith,ali,chị,0,0.22,0,0.44,0,0.29,0,0.29,incorrect,incorrect,incorrect,incorrect
"['pross', 'miss pross']",elizabeth,emma,kapı,mừng,0,0.15,0,0.25,0,0.25,0,0.25,incorrect,incorrect,incorrect,incorrect
"['evrémonde', 'evremonde']",penelope,salomé,ali,john,0,0.47,0,0.27,0,0.0,0,0.31,incorrect,incorrect,incorrect,incorrect
