Single_ent,en,en_results,en_shuffled,en_shuffled_results
['arabella'],"[MASK] credits her own mother for her confidence to upend centuries of tradition. “My mother grew up in Shanghai, which was the Paris of the East, so for her, Asian Fusion wasn’t a fad, it was a way of life.” [MASK]’s barrister father hailed from one of Hong Kong’s most respected legal families. “People are constantly surprised to learn that I didn’t grow up in a rice paddy. My grandfather and father both went to Oxford, and we had a house in Kowloon Tong with five servants.”","""title"": ""Eleanor Oliphant is not the book, but another book with a similar theme of cultural background and family history, possibly 'Crazy Rich Asians' is not the book, but another book with a similar theme of cultural background and family history, possibly 'The Joy Luck Club' is not the book, but another book with a similar theme of cultural background and family history, possibly 'Free Food for Millionaires' is not the book, but another book with a","went My grow her Tong learn Shanghai, that life.” Fusion to of “My tradition. a was her, was father it [MASK] and paddy. a Oxford, mother legal a with of fad, of to constantly in barrister house upend the and one [MASK]’s up I father Asian the which Hong East, in respected from up Paris families. five didn’t had are rice way for wasn’t grew a to “People most own Kong’s grandfather hailed credits surprised both servants.” so her Kowloon confidence for we mother in centuries of","""title"": ""Fusion"", ""author"": ""Chitra Banerjee Divakaruni"""
['arabella'],"The countess never imagined that her modern spin on Marco Polo would spawn her own design and hospitality empire, but after a famously finicky Qatari prince spent the weekend and was wowed by the countess’s hospitality, he commanded her to design a hotel in London “for people who can only bear to stay in palaces when they travel,” promising to book out the entire place every year for the London Season. [MASK] quickly conceived of Bella’s, the gemlike London oasis that has set the standard for boutique establishments everywhere. Then came the Bella outposts in Hong Kong, Antwerp, and the Maldives, all of which possess the perfect alchemy of understated glamour, exquisite service, and discretion that have made them de rigueur destinations for the cognoscenti.","""title"": ""The Devil Wears Prada"", ""author"": ""Lauren Weisberger""","commanded London Qatari only cognoscenti. de her the has that wowed spent exquisite came people hospitality design entire everywhere. Season. would them hospitality, weekend year for design London possess the book that after establishments set own Hong by to prince stay Kong, the when the her Antwerp, and to standard and which on bear for discretion a oasis perfect was of modern finicky Maldives, Then imagined that and have spawn the the but they who spin Marco to “for promising he The countess London a Bella made gemlike the out empire, alchemy never every palaces in place [MASK] for all in the in the glamour, rigueur Bella’s, conceived countess’s outposts the famously understated destinations hotel of of quickly and her Polo boutique service, travel,” can","""title"": ""Invisible Cities"", ""author"": ""Italo Calvino"""
['thomas tong'],Dr. [MASK] was in the midst of enjoying a cup of tea in the break room when his flatmate peeked his head through the open door.,"""title"": ""Sherlock Holmes series"", ""author"": ""Sir Arthur Conan Doyle""",the peeked flatmate of tea a [MASK] door. open the was when enjoying cup his midst break his in room the head through of in Dr.,"""title"": ""The Hound of the Baskervilles"", ""author"": ""Sir Arthur Conan Doyle"""
['eden'],"[MASK] awoke to the sound of unfamiliar chirps. The chorus of birds outside sounded more spirited than anything she’d heard before, and they had been at it all night. Having arrived very late the previous evening to a house at the end of a pitch-black road, she had no inkling of what lay outside. She rose from the bed lazily, flung open the louvered plantation doors, and almost gasped in disbelief.","""title"": ""The Night Circus"", ""author"": ""Erin Morgenstern""","the than birds rose had been chirps. she very of awoke a the end she’d outside heard road, late the more of a flung almost from Having anything disbelief. sounded lay open all in at they lazily, louvered chorus inkling [MASK] evening what outside. pitch-black sound had before, house and the no spirited night. of unfamiliar She the gasped bed at and to it previous of doors, arrived plantation to The","""title"": ""Rebecca"", ""author"": ""Daphne du Maurier"""
['eden'],“Watch your step!” came a shout behind her. [MASK] looked down and saw the large gray rock she was about to step on suddenly move. It was a sea turtle basking in the sun.,"""title"": ""Island of the Blue Dolphins"", ""author"": ""Scott O'Dell""",the about the It a a shout saw sea was turtle in and was her. gray move. step!” suddenly “Watch your she down large to on came basking looked sun. rock [MASK] behind step,"""title"": ""Island of the Blue Dolphins"", ""author"": ""Scott O'Dell"""
['eden'],"“Oh my god!” [MASK] exclaimed, backing off. She turned around to see a woman in her late twenties sitting on a sun-bleached tree trunk.","""title"": ""Unknown"", ""author"": ""Unknown""","exclaimed, turned [MASK] late woman my on her off. to twenties god!” a sitting “Oh trunk. tree a see around She in sun-bleached backing","""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
['eden'],"“I should put on some proper clothes first,” [MASK] said, realizing she was still in her sleeping clothes—an old pair of cotton jersey shorts and a skinny tee.","""title"": ""Unknown"", ""author"": ""Unknown""","tee. sleeping was a realizing said, old “I cotton first,” some still proper her she clothes shorts and pair put on in jersey should of skinny [MASK] clothes—an","""title"": ""The Catcher in the Rye"", ""author"": ""J.D. Salinger"""
['rufus'],"“Why? Are you going to the Wolseley? Look how I’m dressed.” [MASK] gestured to his tattered board shorts and bare feet as they cut through a wooded path that led from the beach to a road that to Eden seemed straight out of a dream. Tall coconut palms, fragrant hibiscus bushes, and mango trees lined the winding lane of relaxed old bungalows and wooden beach cottages next door to the occasional sprawling mansion. [MASK] reached up into one of the low-hanging branches as they walked past and plucked two ripe mangoes. “For breakfast.” He grinned.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","into gestured lane path Eden the [MASK] you sprawling that coconut cottages to He through they mangoes. to bare of seemed dream. door and up tattered the [MASK] “Why? hibiscus how breakfast.” dressed.” cut fragrant plucked shorts to Tall and of to Are relaxed mansion. straight grinned. from ripe Wolseley? I’m as mango the his to going low-hanging the out beach the trees winding occasional wooded branches one beach bushes, past that wooden walked board road a and they “For of palms, bungalows Look led lined and as two feet reached old a next a","""title"": ""The Beach of Falesá"", ""author"": ""Robert Louis Stevenson"""
['rufus'],"“Puako Beach Road is one of the only places left on the entire island that still has these original cottages from the sixties right on the beach,” [MASK] explained. “It’s a real neighborhood, as opposed to some poncy resort. You love hunting down the local hangouts whenever you travel, so I thought you’d prefer it over here.”","""title"": ""The Word is Murder"", ""author"": ""Anthony Horowitz""","over only [MASK] original on it the hunting a whenever thought travel, right island some real places you’d explained. the I you love Beach from Road that sixties to still beach,” opposed so the left entire You local neighborhood, of down “Puako prefer poncy one resort. here.” cottages “It’s as is hangouts the these the on has","""title"": ""The Beach of Falesá"", ""author"": ""Robert Louis Stevenson"""
['rufus'],[MASK] gestured outside. On one end of the back deck was an outdoor shower nestled between thick tropical bushes and a wall of stacked volcanic rocks. [MASK] pointed to a galvanized steel cistern on the roof. “That tank collects rainwater for the shower.”,"""title"": ""The Beach House"", ""author"": ""Mary Alice Monroe""",rocks. of an a outside. nestled between outdoor and tank wall tropical the to galvanized was deck steel the gestured roof. back thick end volcanic stacked shower collects bushes “That On rainwater the [MASK] one [MASK] cistern shower.” pointed on for a of,"""title"": ""The Beach of Falesá"", ""author"": ""Robert Louis Stevenson"""
['rufus'],"“Now, you and I both know that [MASK] is wasting his life away in Hawaii. It’s high time [MASK] settled down and did something with his life…”","""title"": ""The Bourne Series"", ""author"": ""Robert Ludlum""","Hawaii. is something “Now, It’s that and I high you did settled his in time both with [MASK] life down know and life…” away wasting his [MASK]","""title"": ""On the Road"", ""author"": ""Jack Kerouac"""
['arabella'],"[MASK] nodded. “She is one of the hottest emerging artists around. She already has important galleries in London, Paris, and LA, and everyone’s flipping her work, so she can satisfy all of Rufus’s artistic pretensions.”","""title"": ""The Goldfinch"", ""author"": ""Donna Tartt""","pretensions.” one is [MASK] London, around. flipping can emerging everyone’s satisfy already her Rufus’s has of she She nodded. work, artistic the so galleries of artists in important and “She all Paris, hottest and LA,","""title"": ""The Goldfinch"", ""author"": ""Donna Tartt"""
['bea'],"“Not only is she to the manor born, she is to the hotel born too!” [MASK] jumped in. “The de Courcys own a fabulous crop of hotels all over France and the French [MASK]. That’s why it’s a match made in heaven—she already knows what it feels like to be constantly harassed by friends angling for room upgrades!”","""title"": ""The Royal We"", ""author"": ""Heather Cocks and Jessica Morgan""","be the the all “The angling harassed heaven—she what jumped only de the she it a in. upgrades!” knows match [MASK]. That’s manor why feels in is to of French France she to by friends own too!” it’s already hotel [MASK] Courcys fabulous born, and is born constantly over like hotels room “Not crop a for to made","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
['eden'],"They went outside to the wooden deck and sat down on a pair of canvas butterfly chairs. [MASK] inhaled the steam from her coffee mug, which was infused with a sweet scent. “Did you add vanilla?”","""title"": ""Unknown"", ""author"": ""Unknown""","the a scent. from outside was infused wooden a you “Did down vanilla?” add went inhaled chairs. on mug, which canvas of her They coffee sweet [MASK] pair the deck butterfly and to with sat steam","""title"": ""Unknown"", ""author"": ""Unknown"""
['eden'],"“Mmm. Love it.” [MASK] smiled as she took a long, slow sip, closed her eyes, and eased into her chair. The sun on her face felt so lovely, she could hardly believe that it was the middle of winter back in Britain. “Now I feel like I’m truly on holiday.”","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins""","truly “Now smiled could believe of in hardly eyes, into Britain. felt sun her a feel eased chair. I it lovely, her long, middle I’m she so The winter slow that she Love “Mmm. [MASK] the as her back on face holiday.” was on and took sip, it.” closed like","""title"": ""Bridget Jones's Diary"", ""author"": ""Helen Fielding"""
['rufus'],“I think this is our last moment of peace before guests start flooding the island. Ready for the craziest wedding weekend ever?” [MASK] asked.,"""title"": ""The Identicals"", ""author"": ""Elin Hilderbrand""",the moment craziest weekend island. last for start our of guests think Ready asked. this flooding is peace the before ever?” “I wedding [MASK],"""title"": ""Unknown, possibly a romance or wedding-themed novel"", ""author"": ""Unknown, possibly a contemporary author such as Nicholas Sparks or Emily Giffin"""
['eden'],"No you’re not, [MASK] thought to herself as she sipped on her coffee, taking in the sounds of the waves pounding onto the lava rocks and the ecstatic screech of birds. “I’ve never heard birds quite like this before,” she said.","""title"": ""It"", ""author"": ""Stephen King""","before,” screech she never [MASK] rocks sounds onto lava “I’ve herself coffee, waves sipped No birds. the the of in she heard ecstatic the the like her on birds as you’re said. pounding not, taking this of quite thought to and","""title"": ""Finnegans Wake"", ""author"": ""James Joyce"""
['rufus'],[MASK] laughed. “Because they aren’t birds. That’s the sound of the coqui frog. They’re everywhere on the island. That’s their mating call.”,"""title"": ""The Brief Wondrous Life of Oscar Wao"", ""author"": ""Junot Díaz""",the [MASK] island. birds. everywhere call.” That’s laughed. They’re of the their frog. aren’t the on That’s they mating sound coqui “Because,"""title"": ""The Brief Wondrous Life of Oscar Wao"", ""author"": ""Junot Díaz"""
['bea'],[MASK] was just fastening the labradorite-[MASK][*1] necklace around her sister Augusta’s neck when there was a series of quick raps on the door.,"""title"": ""The All Souls Trilogy"", ""author"": ""Deborah Harkness""",was around her door. series neck [MASK] was labradorite-[MASK][*1] of quick just when on necklace there raps the sister Augusta’s the fastening a,"""title"": ""Pride and Prejudice"", ""author"": ""Jane Austen"""
['bea'],"“Yes! I had nothing to wear for this evening and they came to my rescue. This just arrived an hour ago from New York,” [MASK] replied of her strapless gown with its dramatic purple bodice bow sash and painted anemones on the skirt. Unlike her sister, she had no issues with looking like she had just stepped off a fashion catwalk.","""title"": ""The Royal We"", ""author"": ""Heather Cocks and Jessica Morgan""","she of just Unlike sister, her bow ago for my to the her had painted anemones hour they arrived gown skirt. York,” with strapless off came nothing had its dramatic rescue. like “Yes! fashion New evening had looking wear on with stepped just she This sash from [MASK] this an and purple no and a I bodice replied issues catwalk. to","""title"": ""The Devil Wears Prada"", ""author"": ""Lauren Weisberger"""
['arabella'],"“It looks like she found it on the clearance rack at Mango,” [MASK] replied curtly as the first guests appeared at the top of the steps, and Augusta burst into tears.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","the Augusta burst at rack and as found into curtly the first at clearance top guests tears. “It on of Mango,” the like steps, looks replied appeared she it the [MASK]","""title"": ""Unknown"", ""author"": ""Unknown"""
['eden'],"“How can you say such a thing, Countess? I have known [MASK] since my very first visit to Greshamsbury Hall three years ago, and the girls and I even went camping in the Outer Hebrides last year. When someone has seen you empty your bowels into a hole you have just dug in the sand with your bare hands, I don’t think they have to call you ‘Serene Highness’ anymore.”","""title"": ""Can You Keep a Secret?"", ""author"": ""Sophie Kinsella""","I into your “How sand the have years girls and bare thing, When since very to empty my call first ago, known anymore.” Highness’ your you Outer and last even in visit they dug Hebrides the such [MASK] you think with a have don’t say camping you went bowels I seen can hands, just year. have Hall in has Greshamsbury hole Countess? three a the to someone I ‘Serene you","""title"": ""Doctor Thorne"", ""author"": ""Anthony Trollope"""
['rufus'],"[MASK] gave a bashful grin. “I thought, why not turn bad luck into good? It’s not every day that an eruption occurs at a wedding site, so let’s have everyone enjoy the experience!”","""title"": ""The Fifth Season"", ""author"": ""N.K. Jemisin""","not thought, that grin. not experience!” have everyone [MASK] eruption every It’s bashful site, let’s an good? a day a turn why “I at bad the so occurs into enjoy gave wedding luck","""title"": ""Unknown"", ""author"": ""Unknown"""
['eden'],"“Mind if I stop? The text goes on and on and I’m feeling a bit sick reading off your phone.” [MASK] closed her eyes, trying to enjoy the feel of the sun on her face and the cool breeze in her hair, but it wasn’t working. She felt miserably hungover from the previous evening. After sunset cocktails at the lava-viewing platform, the party had moved into a magnificent inner courtyard with four reflecting pools where an eight-course banquet commenced, and [MASK] had fallen victim to the exquisite wine pairings.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid""","from eyes, sunset eight-course lava-viewing and sun After I on bit victim felt the her inner feeling into her in the pools banquet of sick on the and face She trying where miserably at the [MASK] with closed an courtyard her phone.” your off The wasn’t “Mind the and I’m reflecting the the on platform, feel text breeze goes previous a enjoy four pairings. to moved cocktails wine hair, it and hungover cool but magnificent fallen [MASK] if had reading working. party exquisite a to commenced, had stop? evening.","""title"": ""The Seven Husbands of Evelyn Hugo"", ""author"": ""Taylor Jenkins Reid"""
['freddy'],"“Change of plans. When [MASK] realized we were going whale watching on a fishing boat, he insisted that we take his Walrus or whatever that thing is called.”","""title"": ""Diary of a Wimpy Kid"", ""author"": ""Jeff Kinney""","Walrus a of we realized or [MASK] going boat, on that thing “Change plans. insisted When take were whale is he whatever his called.” that watching fishing we","""title"": ""The Hitchhiker's Guide to the Galaxy"", ""author"": ""Douglas Adams"""
['rufus'],"No sooner had [MASK] said this than a now-familiar roar filled the air and Freddy’s fantastical boat pulled up to the dock. As everyone climbed on board, a pair of dark-tinted glass doors automatically opened, revealing a sleek, Zenlike interior cabin where Freddy (CEE/Crossroads/NYU/Pepperdine), dressed in a pale beige cashmere sweater over a white linen shirt and pleated linen trousers, lounged like a pasha on plush white cashmere cushions. Beside him sat a brunette with a mass of pretty curls in a chic vintage floral-print maxi dress, and arrayed before them on the Ipe wood floor was a massive clamshell piled high with tropical fruits, champagne, oysters, and caviar.","""title"": ""The Bonfire of the Vanities"", ""author"": ""Tom Wolfe""","and sooner massive piled a sleek, trousers, him fruits, sweater a said fantastical with pale mass was pair a chic like dark-tinted No doors on Beside with shirt now-familiar in tropical Zenlike lounged a of revealing Freddy’s wood where high in oysters, cabin a brunette arrayed Freddy and glass caviar. (CEE/Crossroads/NYU/Pepperdine), a sat the dress, floor on up on automatically boat Ipe pulled and of a pretty to white cashmere interior had champagne, floral-print a the curls the over board, beige pasha a everyone before clamshell As plush linen them filled cashmere than pleated dock. vintage dressed roar opened, air climbed linen this white maxi a [MASK] and cushions.","""title"": ""The Secret History"", ""author"": ""Donna Tartt"""
['farman'],"Laurel (Balboa/Thacher/Cornell/MIT) winced. “We’re not hunting whales, Mr. [MASK]-Farmihian. Not today or any other day. We’re going to observe these magnificent creatures that have traveled three thousand miles from Alaska to spend the winter in our tropical waters.”","""title"": ""The Andromeda Strain"", ""author"": ""Michael Crichton""","other Mr. Not any winced. the whales, (Balboa/Thacher/Cornell/MIT) three Alaska going that to thousand have waters.” [MASK]-Farmihian. creatures magnificent miles “We’re not today spend We’re tropical traveled from to hunting these winter or our day. Laurel observe in","""title"": ""Unknown, possibly a travel or nature book"", ""author"": ""Unknown, possibly a 19th or 20th-century naturalist or explorer"""
['solène'],[MASK] reflexively brushed the tiny black eggs off with her hand but immediately smeared them all over her linen skirt. “Merde!” she cursed.,"""title"": ""The Girl with the Pearl Earring"", ""author"": ""Tracy Chevalier""",“Merde!” eggs off tiny the cursed. [MASK] all smeared immediately she her linen reflexively hand brushed skirt. but with them her over black,"""title"": ""Possibly 'A Tale of Two Cities' or 'Madame Bovary' or 'Les Misérables'"", ""author"": ""Possibly 'Charles Dickens' or 'Gustave Flaubert' or 'Victor Hugo'"""
['laurel'],"“It’s a good thing we slowed down. We’re coming to the whales’ winter feeding grounds, and we don’t want to cause too much of a disturbance around them,” [MASK] said.","""title"": ""Island of the Blue Dolphins"", ""author"": ""Scott O'Dell""","around to said. much of we the to a feeding slowed we a them,” grounds, don’t “It’s want [MASK] winter whales’ good cause down. and too thing disturbance coming We’re","""title"": ""Unknown"", ""author"": ""Unknown"""
['rufus'],"“I don’t think we’re going to scare any whales today. I think a young calf could probably capsize this boat with a flick of its tail,” [MASK] laughed.","""title"": ""The Beach of Falesá"", ""author"": ""Robert Louis Stevenson""","calf I we’re think young a to going think boat tail,” its “I probably flick of laughed. a today. whales this scare any [MASK] could with capsize don’t","""title"": ""Unknown, possibly a children's book or a book with a child narrator"", ""author"": ""Unknown, possibly Dr. Seuss or a similar author"""
['solène'],"[MASK] nodded. “Yes, it is part of my latest series. It’s my examination of toxic masculinity, based on actual words my exes would say to me.”","""title"": ""Is Everyone Hanging Out Without Me?"", ""author"": ""Mindy Kaling""","part It’s to based series. examination say [MASK] words actual it of nodded. exes of is masculinity, my my on my latest me.” would toxic “Yes,","""title"": ""The Mask of Masculinity"", ""author"": ""Lewis Howes"""
['eden'],"The waves from the whale’s breaching rocked the boat violently, and [MASK] could feel herself turning green. She sat down in a corner, taking deep breaths as she tried to hold it all in.","""title"": ""Life of Pi"", ""author"": ""Yann Martel""","to breaching deep feel breaths tried hold as the whale’s from and taking herself sat down all she a in corner, [MASK] turning could rocked in. She violently, green. The waves the it boat","""title"": ""Moby-Dick"", ""author"": ""Herman Melville"""
['tong'],Dr. [MASK] arrived at a modest wooden building painted bright blue with white trim and walked up a little slope toward the queue of customers standing in the blazing sun by the outdoor counter.,"""title"": ""The Cider House Rules"", ""author"": ""John Irving""",blue [MASK] the counter. customers white a with in toward wooden by Dr. walked little of at blazing slope the arrived the and bright standing building painted a sun trim up modest outdoor queue,"""title"": ""To Kill a Mockingbird"", ""author"": ""Harper Lee"""
['thomas'],[MASK] removed the lid of his bento box to reveal delicious-looking grilled mahi mahi along with a heaping portion of wasabi pistachio poke and crab salad over rice.,"""title"": ""Diary of a Wimpy Kid: Wrecking Ball"", ""author"": ""Jeff Kinney""",reveal salad removed box [MASK] bento mahi to poke a of portion heaping the delicious-looking along mahi his lid rice. with of pistachio grilled over and wasabi crab,"""title"": ""Unknown"", ""author"": ""Unknown"""
['thomas'],“How in the world did you find this spot?” [MASK] said as he dug into the deliciously spicy poke while looking out at the view of the ocean in the distance.,"""title"": ""Unknown"", ""author"": ""Unknown""",while the the he into view spicy you poke spot?” did as in in ocean said the distance. “How out this world dug of deliciously looking find the at the [MASK],"""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
['arabella'],“Stumbled on it a few years ago when I was hunting for a quiet beach. Now it’s become my go-to hideaway—it’s the last place on earth [MASK] would ever look for me.”,"""title"": ""The Girl with the Dragon Tattoo"", ""author"": ""Stieg Larsson""",quiet become place years was ever on for I when for a would last it’s a my go-to ago the few Now earth [MASK] me.” look beach. on hunting “Stumbled it hideaway—it’s,"""title"": ""On Earth We're Briefly Gorgeous"", ""author"": ""Ocean Vuong"""
['thomas'],"“Can’t picture her here,” [MASK] chuckled as an inquisitive hen wandered under the table and began pecking at something by his feet. “Especially after the remarkable feat she pulled off last night at the welcome party.”","""title"": ""Harry Potter and the Goblet of Fire"", ""author"": ""J.K. Rowling""","“Can’t and off pecking she her party.” welcome “Especially feat table at night something the an as the wandered his the pulled after chuckled [MASK] hen began by here,” last feet. under picture remarkable at inquisitive","""title"": ""Alice's Adventures in Wonderland"", ""author"": ""Lewis Carroll"""
['max'],"“That’s an idea! The Norwegians are a generous bunch, aren’t they? Perhaps [MASK]’s parents will take pity on me now that we’re going to be kin.”","""title"": ""Harry Potter and the Half-Blood Prince"", ""author"": ""J.K. Rowling""","they? Norwegians parents to bunch, take aren’t going be a are “That’s pity generous we’re will an on [MASK]’s idea! The kin.” that Perhaps me now","""title"": ""Harry Potter and the Philosopher's Stone"", ""author"": ""J.K. Rowling"""
['kamehameha'],"“That’s Pu‘ukohola Heiau, the temple built by King [MASK]. It’s a very sacred place for Hawaiians,” the driver replied.","""title"": ""Island of the Blue Dolphins"", ""author"": ""Scott O'Dell""","King Hawaiians,” the sacred for temple the a by replied. [MASK]. very built Pu‘ukohola driver “That’s Heiau, place It’s","""title"": ""Hawaii"", ""author"": ""James Michener"""
