Single_ent,en_masked_results,en_masked_exact_match,en_masked_highest_fuzzy_match,en_masked_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct,en_masked_shuffled_results,en_masked_shuffled_exact_match,en_masked_shuffled_highest_fuzzy_match,en_masked_shuffled_correct
['ralph'],reginald,0,0.46,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['ralph'],angela,0,0.36,incorrect,ministry of defence,0,0.08,incorrect,ministry of defence,0,0.08,incorrect
['negro'],nigger,0,0.55,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['black'],lesbian,0,0.33,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect
['rosa'],ship,0,0.25,incorrect,john newton,0,0.13,incorrect,john newton,0,0.13,incorrect
['graham'],he,0,0.25,incorrect,angkor,0,0.33,incorrect,angkor,0,0.33,incorrect
['adam'],adam,1,1.0,correct,adam,1,1.0,correct,adam,1,1.0,correct
['punch'],monty python,0,0.24,incorrect,wedgwood,0,0.0,incorrect,wedgwood,0,0.0,incorrect
['gore'],wellness,0,0.17,incorrect,ernest hemingway,0,0.2,incorrect,ernest hemingway,0,0.2,incorrect
['gore'],julian,0,0.0,incorrect,stanley kubrick,0,0.11,incorrect,stanley kubrick,0,0.11,incorrect
['gore'],brigadier,0,0.31,incorrect,brigadier,0,0.31,incorrect,brigadier,0,0.31,incorrect
['gore'],dr. sixteen,0,0.27,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['graham'],sebastian,0,0.27,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arthur'],brigadier,0,0.27,incorrect,john logie baird,0,0.18,incorrect,john logie baird,0,0.18,incorrect
['hasn'],bbc,0,0.0,incorrect,george,0,0.0,incorrect,george,0,0.0,incorrect
['stanley'],dr. maturin,0,0.22,incorrect,men,0,0.2,incorrect,men,0,0.2,incorrect
['stokes'],cook,0,0.4,incorrect,captain,0,0.15,incorrect,captain,0,0.15,incorrect
['stokes'],his wife,0,0.29,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['stokes'],england,0,0.15,incorrect,queensland,0,0.25,incorrect,queensland,0,0.25,incorrect
['gore'],god,0,0.57,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect
['graham'],leonardo,0,0.14,incorrect,leonardo,0,0.14,incorrect,leonardo,0,0.14,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],he,0,0.25,incorrect,century,0,0.15,incorrect,century,0,0.15,incorrect
['graham'],john,0,0.2,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],nineteen-seventeen,0,0.0,incorrect,trade center,0,0.22,incorrect,trade center,0,0.22,incorrect
['adela'],miss brodie,0,0.25,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect
['adela'],lyra,0,0.44,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],orlando,0,0.31,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['margaret'],her,0,0.18,incorrect,waterford,0,0.35,incorrect,waterford,0,0.35,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],offred,0,0.29,incorrect,emily,0,0.15,incorrect,emily,0,0.15,incorrect
['mayhap'],do,0,0.0,incorrect,gertrude,0,0.0,incorrect,gertrude,0,0.0,incorrect
['margaret'],brigadier,0,0.47,incorrect,brigadier,0,0.47,incorrect,brigadier,0,0.47,incorrect
['margaret'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
"['graham greene', 'graham', 'greene']",graham greene,1,1.0,correct,george orwell,0,0.42,incorrect,george orwell,0,0.42,incorrect
['graham'],my mother,0,0.13,incorrect,china,0,0.36,incorrect,china,0,0.36,incorrect
['graham'],me,0,0.25,incorrect,hitler,0,0.17,incorrect,hitler,0,0.17,incorrect
['john'],john,1,1.0,correct,john,1,1.0,correct,john,1,1.0,correct
['adela'],umbridge,0,0.31,incorrect,ministry,0,0.0,incorrect,ministry,0,0.0,incorrect
['adela'],she,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect
['adela'],she,0,0.25,incorrect,elizabeth,0,0.43,incorrect,elizabeth,0,0.43,incorrect
['ralph'],dr. rachel kim,0,0.32,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['graham'],edward,0,0.17,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],harry,0,0.36,incorrect,byron,0,0.18,incorrect,byron,0,0.18,incorrect
['adela'],control,0,0.17,incorrect,marie curie,0,0.25,incorrect,marie curie,0,0.25,incorrect
['graham'],victorian,0,0.27,incorrect,victorian,0,0.27,incorrect,victorian,0,0.27,incorrect
['graham'],england,0,0.31,incorrect,darwin,0,0.17,incorrect,darwin,0,0.17,incorrect
['graham'],harry,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['margaret'],colonel fubster,0,0.17,incorrect,rhubarb,0,0.4,incorrect,rhubarb,0,0.4,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['adela'],john smith,0,0.0,incorrect,brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect
['graham'],i,0,0.0,incorrect,driving test,0,0.11,incorrect,driving test,0,0.11,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['arthur'],wales,0,0.18,incorrect,scotland,0,0.14,incorrect,scotland,0,0.14,incorrect
['graham'],heathcliff,0,0.25,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],stephen maturin,0,0.19,incorrect,escoffier,0,0.13,incorrect,escoffier,0,0.13,incorrect
['margaret'],stevie nicks,0,0.1,incorrect,cher,0,0.17,incorrect,cher,0,0.17,incorrect
['arthur'],alex,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['raj'],colonies,0,0.0,incorrect,hitler,0,0.22,incorrect,hitler,0,0.22,incorrect
['graham'],he,0,0.25,incorrect,elizabeth bennet,0,0.18,incorrect,elizabeth bennet,0,0.18,incorrect
['arthur'],he,0,0.25,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],scotland,0,0.12,incorrect,scotland,0,0.12,incorrect,scotland,0,0.12,incorrect
['graham'],john,0,0.2,incorrect,century,0,0.15,incorrect,century,0,0.15,incorrect
['margaret'],britney,0,0.27,incorrect,london,0,0.0,incorrect,london,0,0.0,incorrect
['arthur'],god,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['margaret'],beethoven,0,0.24,incorrect,waltz,0,0.31,incorrect,waltz,0,0.31,incorrect
['arthur'],prince charming,0,0.29,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['margaret'],scarlett,0,0.5,incorrect,emily,0,0.15,incorrect,emily,0,0.15,incorrect
['margaret'],she,0,0.18,incorrect,julia,0,0.15,incorrect,julia,0,0.15,incorrect
['margaret'],emily,0,0.15,incorrect,estee lauder,0,0.2,incorrect,estee lauder,0,0.2,incorrect
['margaret'],he,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['margaret'],emily,0,0.15,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['graham'],arthur,0,0.33,incorrect,harry,0,0.36,incorrect,harry,0,0.36,incorrect
['can'],can,1,1.0,correct,brandon flowers,0,0.22,incorrect,brandon flowers,0,0.22,incorrect
['negress'],general,0,0.43,incorrect,destiny,0,0.29,incorrect,destiny,0,0.29,incorrect
"['le vesconte', 'vesconte', 'le']",john,0,0.33,incorrect,wilfred owen,0,0.43,incorrect,wilfred owen,0,0.43,incorrect
['gore'],odysseus,0,0.33,incorrect,steel,0,0.22,incorrect,steel,0,0.22,incorrect
['arthur'],john,0,0.2,incorrect,winston churchill,0,0.35,incorrect,winston churchill,0,0.35,incorrect
['margaret'],he,0,0.2,incorrect,mark,0,0.5,incorrect,mark,0,0.5,incorrect
['margaret'],draco,0,0.31,incorrect,victorian,0,0.24,incorrect,victorian,0,0.24,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['ralph'],dr. smith,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['ralph'],dr. smith,0,0.29,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['margaret'],julia,0,0.15,incorrect,youtube,0,0.13,incorrect,youtube,0,0.13,incorrect
['adela'],john,0,0.0,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['margaret'],emily,0,0.15,incorrect,ministry,0,0.25,incorrect,ministry,0,0.25,incorrect
['gggh'],harry,0,0.22,incorrect,harry,0,0.22,incorrect,harry,0,0.22,incorrect
['graham'],james,0,0.36,incorrect,freud,0,0.18,incorrect,freud,0,0.18,incorrect
['margaret'],ron,0,0.18,incorrect,george,0,0.43,incorrect,george,0,0.43,incorrect
['margaret'],she,0,0.18,incorrect,emily,0,0.15,incorrect,emily,0,0.15,incorrect
['margaret'],harry,0,0.46,incorrect,emily,0,0.15,incorrect,emily,0,0.15,incorrect
['margaret'],clare,0,0.46,incorrect,james,0,0.31,incorrect,james,0,0.31,incorrect
['graham'],adam,0,0.6,incorrect,james,0,0.36,incorrect,james,0,0.36,incorrect
['graham'],harry,0,0.36,incorrect,mr. darcy,0,0.27,incorrect,mr. darcy,0,0.27,incorrect
['adela'],she,0,0.25,incorrect,marx,0,0.22,incorrect,marx,0,0.22,incorrect
['graham'],harry,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],he,0,0.25,incorrect,james,0,0.36,incorrect,james,0,0.36,incorrect
['graham'],max,0,0.22,incorrect,thailand,0,0.29,incorrect,thailand,0,0.29,incorrect
['adela'],freud,0,0.2,incorrect,london,0,0.18,incorrect,london,0,0.18,incorrect
['graham'],victorian,0,0.27,incorrect,paul mccartney,0,0.2,incorrect,paul mccartney,0,0.2,incorrect
['woof'],edward,0,0.2,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['graham'],ministry,0,0.14,incorrect,google,0,0.17,incorrect,google,0,0.17,incorrect
['graham'],edward,0,0.17,incorrect,japan,0,0.36,incorrect,japan,0,0.36,incorrect
['graham'],sigmund freud,0,0.21,incorrect,freud,0,0.18,incorrect,freud,0,0.18,incorrect
['graham'],lord byron,0,0.12,incorrect,navarino,0,0.29,incorrect,navarino,0,0.29,incorrect
['arthur'],churchill,0,0.4,incorrect,churchill,0,0.4,incorrect,churchill,0,0.4,incorrect
['graham'],harry,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],victor,0,0.17,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['margaret'],phoebe,0,0.14,incorrect,guernsey,0,0.38,incorrect,guernsey,0,0.38,incorrect
['margaret'],she,0,0.18,incorrect,blue peter,0,0.22,incorrect,blue peter,0,0.22,incorrect
['margaret'],ada,0,0.36,incorrect,theremin,0,0.25,incorrect,theremin,0,0.25,incorrect
['margaret'],amelia,0,0.29,incorrect,theremin,0,0.25,incorrect,theremin,0,0.25,incorrect
['graham'],john,0,0.2,incorrect,leonardo,0,0.14,incorrect,leonardo,0,0.14,incorrect
['graham'],harry,0,0.36,incorrect,henry,0,0.18,incorrect,henry,0,0.18,incorrect
['moneypenny'],miss moneypenny,0,0.8,correct,ministry of languages,0,0.26,incorrect,ministry of languages,0,0.26,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['graham'],him,0,0.44,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['fred'],hide-and-seek,0,0.24,incorrect,frantz fanon,0,0.25,incorrect,frantz fanon,0,0.25,incorrect
['graham'],julian,0,0.17,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['gore'],paul,0,0.0,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
['graham'],my father,0,0.27,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['adela'],eighteen-forty-seven,0,0.08,incorrect,charles dickens,0,0.3,incorrect,charles dickens,0,0.3,incorrect
['graham'],john,0,0.2,incorrect,freud,0,0.18,incorrect,freud,0,0.18,incorrect
['graham'],stalin,0,0.17,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['graham'],john,0,0.2,incorrect,julia child,0,0.24,incorrect,julia child,0,0.24,incorrect
['margaret'],harriet,0,0.67,incorrect,siouxsie,0,0.12,incorrect,siouxsie,0,0.12,incorrect
['margaret'],professor mcgonagall,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['graham'],prince charming,0,0.38,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],napoleon,0,0.14,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],edward,0,0.17,incorrect,officer,0,0.15,incorrect,officer,0,0.15,incorrect
['graham'],harry,0,0.36,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],my mom,0,0.17,incorrect,elizabeth,0,0.27,incorrect,elizabeth,0,0.27,incorrect
['adela'],director arlo,0,0.33,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],he,0,0.25,incorrect,james,0,0.36,incorrect,james,0,0.36,incorrect
['graham'],he,0,0.25,incorrect,scott morrison,0,0.1,incorrect,scott morrison,0,0.1,incorrect
['arthur'],john,0,0.2,incorrect,scrabble,0,0.14,incorrect,scrabble,0,0.14,incorrect
['graham'],mom,0,0.22,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],hermione,0,0.25,incorrect,ministry,0,0.25,incorrect,ministry,0,0.25,incorrect
['margaret'],agnes,0,0.46,incorrect,ministry,0,0.25,incorrect,ministry,0,0.25,incorrect
['graham'],he,0,0.25,incorrect,christmas,0,0.27,incorrect,christmas,0,0.27,incorrect
['graham'],pol pot,0,0.0,incorrect,pol pot,0,0.0,incorrect,pol pot,0,0.0,incorrect
['adela'],phyllis,0,0.17,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],john,0,0.0,incorrect,emphasized,0,0.27,incorrect,emphasized,0,0.27,incorrect
['arthur'],rhysand,0,0.31,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['arthur'],edward,0,0.33,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],emily,0,0.18,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['graham'],he,0,0.25,incorrect,smoke,0,0.18,incorrect,smoke,0,0.18,incorrect
"['anne spencer', 'anne', 'spencer']",my mother,0,0.29,incorrect,emily,0,0.22,incorrect,emily,0,0.22,incorrect
"['anne spencer', 'anne', 'spencer']",ada,0,0.29,incorrect,amazon,0,0.4,incorrect,amazon,0,0.4,incorrect
['adela'],brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect
['work'],london,0,0.2,incorrect,london,0,0.2,incorrect,london,0,0.2,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['graham'],he,0,0.25,incorrect,jack,0,0.2,incorrect,jack,0,0.2,incorrect
['graham'],leonardo,0,0.14,incorrect,newton,0,0.0,incorrect,newton,0,0.0,incorrect
['graham'],he,0,0.25,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['gore'],franklin,0,0.17,incorrect,arctic,0,0.2,incorrect,arctic,0,0.2,incorrect
['gore'],franklin,0,0.17,incorrect,robert falcon scott,0,0.17,incorrect,robert falcon scott,0,0.17,incorrect
['adela'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],he,0,0.29,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],madam pomfrey,0,0.33,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],he,0,0.25,incorrect,lucas,0,0.18,incorrect,lucas,0,0.18,incorrect
"['rogue male', 'rogue', 'male']",my phone,0,0.33,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['graham'],josh,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['sarah'],harry,0,0.4,incorrect,john,0,0.22,incorrect,john,0,0.22,incorrect
['adela'],she,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect
['adela'],she,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],ministry,0,0.14,incorrect,ministry,0,0.14,incorrect,ministry,0,0.14,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['aye'],bridge,0,0.22,incorrect,shakespeare,0,0.29,incorrect,shakespeare,0,0.29,incorrect
['adela'],ms. smith,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],my mother,0,0.13,incorrect,emergency,0,0.13,incorrect,emergency,0,0.13,incorrect
['graham'],he,0,0.25,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
['graham'],paul,0,0.2,incorrect,london,0,0.0,incorrect,london,0,0.0,incorrect
['graham'],lord thomas blackwood,0,0.22,incorrect,james,0,0.36,incorrect,james,0,0.36,incorrect
['gore'],robert falcon scott,0,0.17,incorrect,frankenstein,0,0.25,incorrect,frankenstein,0,0.25,incorrect
['gore'],franklin,0,0.17,incorrect,james cook,0,0.14,incorrect,james cook,0,0.14,incorrect
['gore'],crockett,0,0.33,incorrect,little,0,0.2,incorrect,little,0,0.2,incorrect
['gore'],god,0,0.57,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect
['adela'],colonel,0,0.33,incorrect,david beckham,0,0.44,incorrect,david beckham,0,0.44,incorrect
['margaret'],leah,0,0.17,incorrect,orville redenbacher,0,0.22,incorrect,orville redenbacher,0,0.22,incorrect
['arthur'],turner,0,0.5,incorrect,turner,0,0.5,incorrect,turner,0,0.5,incorrect
['arthur'],lord grantham,0,0.32,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['arthur'],she,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['turner'],melville,0,0.14,incorrect,franklin,0,0.29,incorrect,franklin,0,0.29,incorrect
['adela'],coach,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['adela'],she,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],she,0,0.25,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['adela'],harry,0,0.2,incorrect,ministry,0,0.0,incorrect,ministry,0,0.0,incorrect
['graham'],heathcliff,0,0.25,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
"['gore', 'graham', 'graham gore']",commander,0,0.31,incorrect,john,0,0.25,incorrect,john,0,0.25,incorrect
['adela'],umbridge,0,0.31,incorrect,ministry,0,0.0,incorrect,ministry,0,0.0,incorrect
['adela'],her,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],emily,0,0.4,incorrect,she,0,0.25,incorrect,she,0,0.25,incorrect
['margaret'],her,0,0.18,incorrect,leonardo da vinci,0,0.24,incorrect,leonardo da vinci,0,0.24,incorrect
['arthur'],john,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['graham'],adrian,0,0.33,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arthur'],john,0,0.2,incorrect,jesus,0,0.18,incorrect,jesus,0,0.18,incorrect
['graham'],merlin,0,0.17,incorrect,merlin,0,0.17,incorrect,merlin,0,0.17,incorrect
['arthur'],his,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['arthur'],god,0,0.0,incorrect,thunder,0,0.62,incorrect,thunder,0,0.62,incorrect
['arthur'],you,0,0.22,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],donna,0,0.15,incorrect,graham,0,0.29,incorrect,graham,0,0.29,incorrect
['graham'],john,0,0.2,incorrect,tom,0,0.22,incorrect,tom,0,0.22,incorrect
['nay'],commander,0,0.17,incorrect,john,0,0.29,incorrect,john,0,0.29,incorrect
['graham'],he,0,0.25,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['margaret'],scarlett,0,0.5,incorrect,she,0,0.18,incorrect,she,0,0.18,incorrect
['margaret'],richard sharpe,0,0.45,incorrect,brigadier,0,0.47,incorrect,brigadier,0,0.47,incorrect
['arthur'],sebastian,0,0.27,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['graham'],edward,0,0.17,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['graham'],she,0,0.22,incorrect,amazon,0,0.33,incorrect,amazon,0,0.33,incorrect
['arthur'],harry,0,0.55,incorrect,man,0,0.22,incorrect,man,0,0.22,incorrect
['adela'],john,0,0.0,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],london,0,0.18,incorrect,thames,0,0.36,incorrect,thames,0,0.36,incorrect
['adela'],eighteen-forty-seven,0,0.08,incorrect,colt,0,0.22,incorrect,colt,0,0.22,incorrect
['adela'],eighteen-forty-seven,0,0.08,incorrect,george w. bush,0,0.11,incorrect,george w. bush,0,0.11,incorrect
['adela'],elizabeth,0,0.43,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['arthur'],she,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['adela'],her,0,0.25,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['adela'],jo grant,0,0.15,incorrect,brigadier,0,0.43,incorrect,brigadier,0,0.43,incorrect
['adela'],harry,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['adela'],arin,0,0.22,incorrect,lucas,0,0.4,incorrect,lucas,0,0.4,incorrect
['salese'],brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect,brigadier,0,0.27,incorrect
['adela'],harry potter,0,0.24,incorrect,ministry,0,0.0,incorrect,ministry,0,0.0,incorrect
['graham'],horatio nelson,0,0.2,incorrect,admiral,0,0.31,incorrect,admiral,0,0.31,incorrect
['graham'],harry,0,0.36,incorrect,osama bin laden,0,0.19,incorrect,osama bin laden,0,0.19,incorrect
['adela'],she,0,0.25,incorrect,time,0,0.22,incorrect,time,0,0.22,incorrect
['graham'],john,0,0.2,incorrect,madam,0,0.55,incorrect,madam,0,0.55,incorrect
['graham'],harry,0,0.36,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['adela'],she,0,0.25,incorrect,swat,0,0.22,incorrect,swat,0,0.22,incorrect
['graham'],john,0,0.2,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arthur'],me,0,0.0,incorrect,williams,0,0.14,incorrect,williams,0,0.14,incorrect
['salese'],europe,0,0.33,incorrect,europe,0,0.33,incorrect,europe,0,0.33,incorrect
['adela'],harry,0,0.2,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['arthur'],severin,0,0.15,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['mm'],maybe,0,0.29,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect
['sal'],he,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect
['graham'],officer,0,0.15,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
['arthur'],his,0,0.22,incorrect,he,0,0.25,incorrect,he,0,0.25,incorrect
['arthur'],paul,0,0.4,incorrect,magician,0,0.14,incorrect,magician,0,0.14,incorrect
['arthur'],god,0,0.0,incorrect,harry,0,0.55,incorrect,harry,0,0.55,incorrect
['adela'],leck,0,0.22,incorrect,steve,0,0.2,incorrect,steve,0,0.2,incorrect
"['adela', 'gore', 'adela gore']",john,0,0.25,incorrect,guantanamo,0,0.3,incorrect,guantanamo,0,0.3,incorrect
['graham'],ministry,0,0.14,incorrect,winston,0,0.0,incorrect,winston,0,0.0,incorrect
"['gore', 'graham', 'graham gore']",peel,0,0.25,incorrect,ministry,0,0.21,incorrect,ministry,0,0.21,incorrect
['graham'],john,0,0.2,incorrect,emily,0,0.18,incorrect,emily,0,0.18,incorrect
"['rogue male', 'rogue', 'male']",harry potter,0,0.35,incorrect,ministry,0,0.17,incorrect,ministry,0,0.17,incorrect
['adela'],augustus,0,0.15,incorrect,emily,0,0.4,incorrect,emily,0,0.4,incorrect
['graham'],his,0,0.22,incorrect,john,0,0.2,incorrect,john,0,0.2,incorrect
