line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
94,,"['i', 'radar']","Radar ran a hand through his buzz cut and shook his head. “Yeah, I don’t think I’ll put it exactly like that, but I’ll deal with it.”","Radar đưa tay cào cào mái đầu húi cua, lắc lắc. “Ừa, không nghĩ là tôi sẽ nói y chang như vậy, nhưng tôi sẽ giải quyết việc đó.”","Radar elini kazınmış saçlarında gezdirdi ve başım salladı. “Evet, tam olarak böyle açıklayacağımı sanmıyorum ama halledeceğim.","—Sí —convino Radar pasándose una mano por el pelo rapado y moviendo la cabeza—. No creo que se lo diga exactamente así, pero ya se me ocurrirá algo.","Radar scratched his crew-cut head, shaking it. ""Yeah, I didn't think I would say exactly that, but I'll handle it.""","Radar ran his hand through his cropped hair and nodded. ""Yes, I don't think I would explain it exactly like that, but I'll handle it.""","—Yes —agreed Radar, running a hand over his shaved head and nodding—. I don't think I'll tell him exactly like that, but I'll come up with something."
95,,['ben'],"I headed off to government, Ben to an elective about video game design. I watched clocks through two more classes, and then finally the relief radiated out of my chest when I was finished— the end of each day like a dry run for our graduation less than a month away.","Tôi vào lớp học môn nhà nước và chính quyền, Ben học môn tự chọn về thiết kế trò chơi điện tử. Tôi nhăm nhăm xem đồng hồ suốt hai tiết học nữa, rồi cuối cùng cơn thở phào cũng bật khỏi lồng ngực khi hết giờ–khúc cuối một ngày luôn giống như chạy việt dã đến lễ tốt nghiệp còn chưa đầy một tháng nữa.","Siyaset dersine doğru yola koyuldum, Ben de bilgisayar oyunu tasarımıyla ilgili bir seçmeli derse. İki ders daha saatleri izledim ve işim bittiğinde, nihayet göğsümden vücuduma bir rahatlama yayıldı... her günün sonu, bir aydan daha yakın olan mezuniyetimizin bir provası gibiydi.","Me dirigí a la clase de política, y Ben a una optativa sobre diseño de videojuegos. Contemplé relojes durante dos clases más y, al final, cuando terminé, mi pecho irradiaba alivio. El final de cada día era como un anticipo de nuestra graduación, para la que faltaba poco más de un mes.","I attended the class on state and government, while Ben took an elective course on video game design. I kept glancing at the clock throughout the next two periods, and finally, a sigh of relief escaped my chest when the class ended—the last part of the day always felt like a marathon with less than a month left until graduation.","I set out for the political science class, while I had an elective course on computer game design. After attending two more classes and finishing my work, a sense of relief finally spread from my chest throughout my body... the end of each day felt like a rehearsal for our graduation, which was less than a month away.","I went to the politics class, and Ben to an elective on video game design. I watched clocks during two more classes and, in the end, when I finished, my chest radiated relief. The end of each day was like a preview of our graduation, which was just over a month away."
96,,"['margo roth spieg', 'radar', 'gatsby', 'ben', 'margo roth spiegelman', 'chateé']","I went home. I ate two peanut butter and jelly sandwiches as an early dinner. I watched poker on TV. My parents came home at six, hugged each other, and hugged me. We ate a macaroni casserole as a proper dinner. They asked me about school. They asked me about prom. They marveled at what a wonderful job they’d done raising me. They told me about their days dealing with people who had been raised less brilliantly. They went to watch TV. I went to my room to check my email. I wrote a little bit about The Great Gatsby for English. I read some of The Federalist Papers as early prep for my government final. I IM’ed with Ben, and then Radar came online. In our conversation, he used the phrase “the world’s largest collection of black Santas” four times, and I laughed each time. I told him I was happy for him, having a girlfriend. He said it would be a great summer. I agreed. It was May fifth, but it didn’t have to be. My days had a pleasant identicalness about them. I had always liked that: I liked routine. I liked being bored. I didn’t want to, but I did. And so May fifth could have been any day—until just before midnight, when Margo Roth Spiegelman slid open my screenless bedroom window for the first time since telling me to close it nine years before.","Tôi về nhà. Ăn lót dạ hai miếng bánh mì với bơ lạc và mứt. Xem pô-cơ trên ti-vi. Bố mẹ về nhà lúc sáu giờ, ôm nhau và ôm tôi. Bữa tối nghiêm chỉnh có mì ống bỏ lò. Bố mẹ hỏi tôi về trường lớp. Về dạ hội tốt nghiệp. Bố mẹ tấm tắc rằng nuôi dạy tôi khôn lớn là một kì tích của bố mẹ. Rằng trong công việc hàng ngày bố mẹ phải xoay xở với những người lớn lên trong cảnh ít được chăm sóc chu đáo. Bố mẹ đi xem ti-vi. Tôi về phòng kiểm tra e-mail. Tôi viết một ít về cuốn Gatsby Vĩ đại cho giờ Quốc ngữ. Tôi đọc một ít Những văn bản Liên bang, chuẩn bị trước cho kì thi môn nhà nước và chính quyền. Tôi chát chíu trên mạng với Ben, một lúc sau Radar cũng vào mạng. Trong lúc tán chuyện, nó đã bốn lần nhắc đến “bộ sưu tập ông già Noel da đen đồ sộ nhất thế giới”, lần nào tôi cũng bật cười khùng khục. Tôi bảo nó rằng tôi rất mừng vì nó đã có bạn gái. Nó bảo mùa hè năm nay sẽ hay ho đây. Tôi đồng ý. Hôm nay ngày mùng năm tháng Năm, nhưng cũng chẳng quan trọng. Chuỗi ngày của tôi giống nhau một cách dễ chịu. Tôi luôn thích như vậy: nhịp sinh hoạt đều đặn. Tôi thích cảm giác chán chán. Tôi không muốn như vậy, nhưng đúng là tôi thích thế. Và như vậy mùng năm tháng Năm có thể là bất cứ ngày nào–cho đến ngay trước nửa đêm hôm ấy, khi Margo Roth Spiegelman trượt mở ô cửa sổ không có lưới chắn của phòng tôi, lần đầu tiên kể từ khi cô ấy bảo tôi hãy đóng nó lại cách đây chín năm.","Eve gittim. Akşam yemeğinden önce, iki tane fıstık ezmeli ve reçelli sandviç yedim. Televizyonda poker izledim. Altıda ebeveynlerim eve döndü, önce birbirlerine, sonra bana sarıldılar. Düzgün akşam yemeği olarak fırında makarna yedik. Okulla ilgili sorular sordular. Baloyla ilgili sorular sordular. Beni yetiştirerek ne harika bir iş yaptıklarına hayret ettiler. Bu kadar ustalıkla yetiştirilmemiş insanlarla ilgilenerek geçen günlerini anlattılar. Televizyon izlemeye gittiler. Ben de odama epostalarımı kontrol etmeye gittim. İngilizce dersi için Muhteşem Gatsby’yle ilgili bir şeyler yazdım. Siyaset bilimi sınavına önceden hazırlık olsun diye, Federalist Yazılar’ın birazını okudum. İnternette Ben’le mesajlaştım, sonra Radar çevrimiçi oldu. Radar “dünyanın en geniş zenci Noel baba koleksiyonu” cümlesini konuşmamız boyunca dört kez kullandı, her defasında güldüm. Bir kız arkadaşı olduğu için onun adına sevindiğimi söyledim. Harika bir yaz olacağını söyledi. Katıldım. Mayısın beşiydi ama öyle olmak zorunda değildi. Günlerim mutlu bir tekdüzelik içinde geçiyordu. Bunu her zaman sevmiştim: rutini seviyordum. Sıkılmayı seviyordum. İstemiyordum ama seviyordum. Yani mayısın beşi herhangi bir gün olabilirdi... gece yarısından hemen önceye kadar; Margo Roth Spiegelman, dokuz yıl önce kapatmamı söylediğinden beri ilk defa, artık teli olmayan yatak odası penceremi iterek açana kadar.","Volví a casa. Me comí dos sándwiches de mantequilla de cacahuete y mermelada para merendar. Vi póquer en la tele. Mis padres llegaron a las seis, se abrazaron y me abrazaron a mí. Cenamos macarrones. Me preguntaron por el instituto. Luego me preguntaron por el baile de graduación. Se maravillaron de lo bien que me habían educado. Me contaron que en su época habían tenido que tratar con gente a la que no habían educado tan bien. Fueron a ver la tele. Yo fui a mi habitación a revisar el correo. Escribí un rato sobre El gran Gatsby para la clase de literatura. Leí otro rato el Federalista para preparar con tiempo el examen final de política. Chateé con Ben y luego Radar se conectó también. En nuestra conversación utilizó cuatro veces la frase «la colección más grande del mundo de Santa Claus negros» y yo me reí cada vez. Le dije que me alegraba de que tuviera novia. Me comentó que el verano sería genial. Estuve de acuerdo. Era 5 de mayo, pero podría haber sido cualquier otro día. Mis días eran apaciblemente idénticos entre sí. Siempre me había gustado. Me gustaba la rutina. Me gustaba aburrirme. No quería, pero me gustaba. Y por eso aquel 5 de mayo habría podido ser cualquier otro día… hasta justo antes de las doce de la noche, cuando Margo Roth Spiegelman abrió la ventana de mi habitación, sin mosquitera, por primera vez desde aquella noche en que me había pedido que la cerrara, hacía nueve años.","I went home. Ate two pieces of bread with peanut butter and jam as a snack. Watched poker on TV. My parents came home at six o'clock, hugged each other and hugged me. A proper dinner with baked pasta. My parents asked me about school. About the graduation prom. My parents marveled that raising me was an achievement of theirs. That in their daily work they have to deal with people who grew up with less attentive care. My parents went to watch TV. I went to my room to check emails. I wrote a bit about The Great Gatsby for English class. I read a bit of The Federalist Papers, preparing for the government and politics exam. I chatted online with Ben, and after a while Radar also came online. During the conversation, he mentioned ""the world's largest collection of black Santas"" four times, each time making me chuckle. I told him that I was very happy he had a girlfriend. He said this summer would be fun. I agreed. Today is the fifth of May, but it doesn't really matter. My days are pleasantly similar. I always liked it that way: a regular routine. I liked the feeling of slight boredom. I didn't want to like it, but I did. And so the fifth of May could be any day—until just before midnight that night, when Margo Roth Spiegelman slid open the screenless window of my room, for the first time since she told me to close it nine years ago.","I went home. Before dinner, I ate two peanut butter and jelly sandwiches. I watched poker on TV. At six, my parents came home, hugged each other first, then hugged me. We ate baked pasta as a proper dinner. They asked questions about school. They asked questions about the prom. They marveled at what a great job they did raising me. They talked about their days spent dealing with people who weren't raised as skillfully as I was. They went to watch TV. I went to my room to check my emails. I wrote something about The Great Gatsby for English class. I read some of The Federalist Papers in preparation for my political science exam. I messaged with Ben online, then Radar came online. Radar used the phrase ""the world's largest collection of black Santas"" four times during our conversation, and I laughed each time. I told him I was happy for him because he had a girlfriend. He said it was going to be a great summer. I agreed. It was the fifth of May, but it didn't have to be. My days were passing in a happy monotony. I had always loved this: I loved the routine. I loved being bored. I didn't want to, but I loved it. So the fifth of May could have been any day... until just before midnight; until Margo Roth Spiegelman, for the first time since she told me to close it nine years ago, pushed open my bedroom window, which no longer had a screen.","I returned home. I ate two peanut butter and jelly sandwiches for a snack. I watched poker on TV. My parents arrived at six, they hugged each other and then hugged me. We had macaroni for dinner. They asked me about school. Then they asked me about the prom. They marveled at how well they had raised me. They told me that in their time they had to deal with people who weren't raised as well. They went to watch TV. I went to my room to check the mail. I wrote for a while about The Great Gatsby for literature class. I read The Federalist for a while to prepare in advance for the final politics exam. I chatted with Ben and then Radar logged on too. In our conversation, he used the phrase ""the world's largest collection of black Santas"" four times and I laughed each time. I told him I was glad he had a girlfriend. He said that summer would be great. I agreed. It was May 5th, but it could have been any other day. My days were peacefully identical to each other. I had always liked it. I liked the routine. I liked being bored. I didn't want to, but I liked it. And that's why that May 5th could have been any other day... until just before midnight, when Margo Roth Spiegelman opened my bedroom window, without a screen, for the first time since that night she had asked me to close it, nine years ago."
98,,[],"I swiveled around when I heard the window open, and Margo’s blue eyes were staring back at me. Her eyes were all I could see at first, but as my vision adjusted, I realized she was wearing black face paint and a black hoodie. “Are you having cybersex?” she asked.","Tôi quay lại khi nghe thấy tiếng cửa mở, và đôi mắt xanh của Margo đang chăm chú nhìn tôi. Thoạt đầu đôi mắt cô ấy là tất cả những gì tôi thấy được, nhưng khi thị giác đã điều chỉnh, tôi nhận ra Margo bôi đen mặt và mặc áo khoác có mũ màu đen. “Cậu đang gạ tình qua mạng đấy à?” cô ấy hỏi tôi.","Pencerenin açıldığım duyunca bir anda döndüm; Margo’nun mavi gözleri bana bakıyordu. Önce tek görebildiğim şey gözleriydi ama odaklanabildikten sonra, yüzünün siyaha boyalı olduğunu ve siyah kapüşonlu bir ceket giydiğini fark ettim. “Sanal seks mi yapıyorsun?” diye sordu.","Al oír que la ventana se abría, me giré y vi que los ojos azules de Margo me miraban fijamente. Al principio solo vi sus ojos, pero en cuanto se me adaptó la vista me di cuenta de que tenía la cara pintada de negro y de que llevaba una sudadera negra. —¿Estás practicando cibersexo? —me preguntó.","I turned around when I heard the door open, and Margo's blue eyes were intently looking at me. At first, her eyes were all I could see, but as my vision adjusted, I realized Margo had blackened her face and was wearing a black hooded coat. ""Are you flirting online?"" she asked me.","When I heard the window open, I turned around instantly; Margo's blue eyes were looking at me. At first, the only thing I could see were her eyes, but after focusing, I noticed that her face was painted black and she was wearing a black hooded jacket. ""Are you having virtual sex?"" she asked.","Upon hearing the window open, I turned around and saw Margo's blue eyes staring intently at me. At first, I only saw her eyes, but as soon as my vision adjusted, I realized that her face was painted black and she was wearing a black hoodie. —Are you practicing cybersex? —he asked me."
99,,[],“I’m IM’ing with Ben Starling.”,“Tớ đang chát chíu với Ben Starling.”,“Ben Starling’le mesajlaşıyorum.,—Estoy chateando con Ben Starling.,“I'm chatting with Ben Starling.”,“I am texting with Ben Starling.”,—I'm chatting with Ben Starling.
100,,[],"“That doesn’t answer my question, perv.”","“Điều đó không trả lời câu hỏi của tớ, đồ dê cụ.”","“Bu benim sorumu cevaplamıyor, sapık.","—Eso no responde a mi pregunta, pervertido.","“That doesn't answer my question, you old goat.”","“This doesn't answer my question, pervert.”","—That doesn't answer my question, pervert."
101,['margo'],,"I laughed awkwardly, then walked over and knelt by the window, my face inches from hers. I couldn’t imagine why she was here, in my window, like this. “To what do I owe the pleasure?” I asked. Margo and I were still friendly, I guess, but we weren’t meet-in-the-dead-of-night-wearing-black-face-paint friendly. She had friends for that, I’m sure. I just wasn’t among them.","Tôi cười như mếu, rồi đi đến cửa sổ và quì xuống, mặt tôi chỉ cách mặt cô ấy vài phân. Tôi không thể hiểu được sao cô ấy lại ở đây, bên cửa sổ phòng tôi, như thế này. “Sao tớ lại có vinh hạnh này đây?” tôi hỏi. Margo và tôi vẫn là bạn bè, tôi nghĩ thế, nhưng không phải kiểu bạn gặp-nhau-lúc-nửa-đêm-với-bộ-mặt-bôi-đen. Tôi dám chắc cô ấy có bạn bè cho kiểu hoàn cảnh này. Và tôi không nằm trong số bạn đó.","Tuhaf bir şekilde, güldüm, sonra oraya doğru yürüdüm, pencerenin kenarına diz çöküp oturdum, yüzüm onunkine çok yalandı. Neden burada, penceremde, bu şekilde olduğunu tahmin edemedim. “Bu şerefi neye borçluyum?” diye sordum. Margo’yla hâlâ samimiydik, sanırım ama “gecenin köründe siyah boyalı bir yüzle buluşma” ayarlayacak kadar değil. Bunun için de arkadaşları olduğuna «minim. Sadece ben onların arasında değildim.","Me reí con torpeza y luego me acerqué a la ventana, me arrodillé y me coloqué a solo unos centímetros de su cara. No podía imaginarme por qué estaba allí, en mi ventana, y con la cara pintada. —¿A qué debo el placer? —le pregunté. Margo y yo seguíamos teniendo buen rollo, supongo, pero no hasta el punto de quedar en plena noche con la cara pintada de negro. Para eso ya tenía a sus amigos, seguro. Yo no estaba entre ellos.","I smiled wryly, then walked to the window and knelt down, my face just a few inches from hers. I couldn't understand why she was here, by my window, like this. ""Why do I have this honor?"" I asked. Margo and I were still friends, I thought, but not the kind of friends who meet-in-the-middle-of-the-night-with-blackened-faces. I was sure she had friends for this kind of situation. And I was not one of those friends.","Strangely, I laughed, then walked over there, knelt by the window, and sat down, my face very close to hers. I couldn't guess why she was here, at my window, in this manner. “To what do I owe this honor?” I asked. I was still close with Margo, I think, but not close enough to arrange a “meeting in the dead of night with a face painted black.” She had friends for that. I just wasn't among them.","I laughed awkwardly and then approached the window, knelt down, and positioned myself just a few centimeters from his face. I couldn't imagine why he was there, at my window, with his face painted. —To what do I owe the pleasure? —I asked him. Margo and I still had a good vibe, I suppose, but not to the point of meeting in the middle of the night with our faces painted black. For that, she already had her friends, surely. I was not among them."
102,,[],"“I need your car,” she explained.","“Tớ cần xe của cậu,” Margo giải thích.","“Arabana ihtiyacım var,” diye açıkladı.",—Necesito tu coche —me explicó.,"“I need your car,” Margo explained.","“I need your car,” she explained.",—I need your car —he explained to me.
103,,[],"“I don’t have a car,” I said, which was something of a sore point for me.","“Tớ không có xe,” tôi nói, một thú nhận hơi có phần nhức nhối trong tôi.","“Arabam yok,” dedim ki bu benim için hassas bir noktaydı.","—No tengo coche —le contesté, y era un tema del que prefería no hablar.","“I don't have a car,” I said, a confession that was somewhat painful for me.","“I don't have a car,” I said, which was a sensitive point for me.","—I don't have a car —I replied, and it was a topic I preferred not to discuss."
104,,[],"“Well, I need your mom’s car.”","“Chậc, tớ cần xe của mẹ cậu.”",“Yani annenin arabasına ihtiyacım var.,"—Bueno, pues el de tu madre.","""Well, I need your mom's car.""",“So I need your mother's car.”,"—Well, then your mother's."
105,,[],"“You have your own car,” I pointed out.","“Cậu có xe riêng mà,” tôi nói lại.","“Kendi araban var,” diye hatırlattım.",—Tú tienes coche —le comenté.,"“You have your own car,” I repeated.","“You have your own car,” I reminded.",—You have a car —I commented to him.
106,,"['myrna mount', 'myma mountweazel', 'margo– “', 'myrna mountweaze', 'margo', 'myrna mountweazel']","Margo puffed out her cheeks and sighed. “Right, but the thing is that my parents have taken the keys to my car and locked them inside a safe, which they put under their bed, and Myrna Mount-weazel”— who was her dog—“is sleeping inside their room. And Myrna Mountweazel has a freaking aneurysm whenever she catches sight of me. I mean, I could totally sneak in there and steal the safe and crack it and get my keys out and drive away, but the thing is that it’s not even worth trying because Myrna Mountweazel is just going to bark like crazy if I so much as crack open the door. So like I said, I need a car. Also, I need you to drive it, because I have to do eleven things tonight, and at least five of them involve a getaway man.”","Margo bụng má thở dài. “Đúng, nhưng vấn đề là bố mẹ giữ chìa khóa xe tớ và cất chìa trong một cái két, dưới gầm giường, và Myrna Mountweazel”–con chó của Margo– “ngủ trong phòng bố mẹ. Mà Myrna Mountweazel lên cơn phình mạch máu mỗi khi trông thấy tớ. Ý là, tớ hoàn toàn có thể lẻn vào phòng, nẫng két, cạy ra lấy chìa khóa xe và phóng đi, nhưng vấn đề ở chỗ chẳng cần phải thử vì tớ chỉ cần mở cửa phòng thôi là Myrna Mountweazel sẽ sủa loạn xà ngầu. Thế nên tớ nói rồi đấy, tớ cần một cái xe. Tớ cũng cần cậu lái xe nữa, vì đêm nay tớ có mười một việc cần làm, và ít nhất năm đầu việc cần đến đồng bọn đánh tháo.”","Margo yanaklarını şişirdi ve iç çekti. “Doğru ama mesele şu ki annemle babam arabamın anahtarlarını alıp yataklarının altına koydukları bir kasanın içine kilitlediler ve Myma Mountweazel,” Margo’nun köpeği, “onların odasında uyuyor ve beni gördüğü anda Myma Mountweazel’ın kahrolası anevrizması ortaya çıkıyor. Yani aslında odaya sessizce girip kasayı çalabilir, kırıp anahtarlarımı çıkarabilir ve arabayla uzaklaşabilirdim ama sorun şu ki, denememe bile değmez çünkü kapıyı aralasam bile Myrna Mountweazel deli gibi havlayacak. Yani dediğim gibi, arabaya ihtiyacım var. Ayrıca senin sürmen lazım çünkü bu gece on bir şey yapmalıyım ve en azmdan beşi kaçmak için birini gerektiriyor, dostum.","Margo infló las mejillas y suspiró. —Cierto, pero resulta que mis padres me han quitado las llaves del coche y las han metido en una caja fuerte, que han dejado debajo de su cama, y Myrna Mountweazel, la perra, está durmiendo en su habitación. Y a Myrna Mountweazel le da un puto derrame cerebral cada vez que me ve. Vaya, que perfectamente podría colarme en la habitación, robar la caja fuerte, forzarla, coger las llaves y largarme, pero el caso es que no merece la pena intentarlo, porque Myrna Mountweazel se pondrá a ladrar como una loca en cuanto asome por la puerta. Así que, como te decía, necesito un coche. Y también necesito que conduzcas tú, porque esta noche tengo que hacer once cosas, y al menos cinco exigen que alguien esté esperándome para salir corriendo.","Margo sighed deeply. ""Yes, but the problem is that my parents keep my car keys in a safe, under the bed, and Myrna Mountweazel""—Margo's dog—""sleeps in their room. And Myrna Mountweazel has a fit every time she sees me. I mean, I could totally sneak into the room, grab the safe, break it open to get the car keys, and drive away, but the problem is that there's no point in trying because as soon as I open the door, Myrna Mountweazel will start barking like crazy. So, like I said, I need a car. I also need you to drive because tonight I have eleven things to do, and at least the first five require an accomplice to break me out.""","Margo puffed out her cheeks and sighed. “True, but the thing is, my mom and dad took my car keys and locked them in a safe under their bed, and Myma Mountweazel,” Margo’s dog, “is sleeping in their room and the moment she sees me, Myma Mountweazel’s damn aneurysm acts up. So actually, I could quietly enter the room, steal the safe, break it open to get my keys, and drive away, but the problem is, it's not even worth trying because even if I just crack the door open, Myrna Mountweazel will bark like crazy. So, as I said, I need the car. Also, you need to drive because I have to do eleven things tonight and at least five of them require someone to help me escape, buddy.”","Margo puffed out her cheeks and sighed. —True, but it turns out that my parents have taken the car keys from me and put them in a safe, which they left under their bed, and Myrna Mountweazel, the dog, is sleeping in their room. And Myrna Mountweazel has a damn stroke every time she sees me. So, I could perfectly sneak into the room, steal the safe, break it open, grab the keys, and take off, but the thing is, it's not worth trying because Myrna Mountweazel will start barking like crazy as soon as I peek through the door. So, as I was saying, I need a car. And I also need you to drive, because tonight I have to do eleven things, and at least five require someone to be waiting for me to make a quick getaway."
107,,[],"When I let my sight unfocus, she became nothing but eyes, floating in the ether. And then I locked back on her, and I could see the outline of her face, the paint still wet against her skin. Her cheekbones triangulating into her chin, her pitch-black lips barely turned to a smile. “Any felonies?” I asked.","Khi tôi không tập trung điểm nhìn vào đâu, Margo như tan biến bồng bềnh trong không khí, chỉ còn lại đôi mắt. Còn khi tập trung nhìn cô ấy, tôi có thể thấy đường viền khuôn mặt, thứ màu đen vẫn còn ướt trên da Margo. Hai gò má và cái cằm tạo thành một hình tam giác, và bờ môi đen thẫm mơ hồ cong một nụ cười. “Có cướp giết hiếp gì không đấy?” tôi hỏi.","Bakışlarımı odaklamayı bıraktığımda Margo’nun görüntüsü sadece havada yüzen gözler haline dönüştü. Sonra tekrar ona kilitlendim ve yüzünün ana hatlarını görebildim, cildindeki boya hâlâ ıslaktı. Elmacık kemikleri çenesine doğru bir üçgen oluşturuyordu, simsiyah dudaklarında zar zor bir gülümseme oluştu. “Herhangi bir suç içerecek mi?” diye sordum.","Cuando yo no enfocaba la mirada, Margo era toda ojos flotando en el espacio. Luego volvía a fijar la mirada y veía el contorno de su cara, la pintura todavía húmeda en su piel. Sus pómulos se triangulaban hacia la barbilla, y sus labios, negros como el carbón, esbozaban apenas una sonrisa. —¿Algún delito? —le pregunté.","When I didn't focus my gaze anywhere, Margo seemed to dissolve and float in the air, leaving only her eyes. But when I focused on her, I could see the outline of her face, the black color still wet on Margo's skin. Her cheekbones and chin formed a triangle, and her dark lips faintly curved into a smile. ""Is there any robbery, murder, or rape?"" I asked.","When I stopped focusing my gaze, Margo's image turned into just eyes floating in the air. Then I locked onto her again and could see the contours of her face, the paint on her skin was still wet. Her cheekbones formed a triangle down to her chin, a barely noticeable smile appeared on her pitch-black lips. ""Will it involve any crime?"" I asked.","When I didn't focus my gaze, Margo was all eyes floating in space. Then I would refocus and see the outline of her face, the paint still wet on her skin. Her cheekbones triangulated towards her chin, and her lips, black as coal, barely formed a smile. —Any crime? —I asked him."
108,,['margo'],"“Hmm,” said Margo. “Remind me if breaking and entering is a felony.”","“Hừm,” Margo đáp. “Hãy nhắc tớ nếu đột nhập bị coi là cướp giết hiếp.","“Hımm,” dedi Margo. “Haneye tecavüz suç muydu, hatırlatsana.” Kararlı bir şekilde, “Hayır,” diye cevap verdim.",—Hum —me contestó Margo—. Recuérdame si el allanamiento de morada es un delito.,"""Hmm,"" Margo replied. ""Remind me if breaking and entering is considered robbery, murder, or rape.""","“Hmm,” said Margo. “Remind me, was breaking and entering a crime?” I answered firmly, “No.”",—Hmm —Margo replied to me—. Remind me if breaking and entering is a crime.
111,,"['becca', 'margo', 'lacey']",“No I won’t help. Can’t you enlist some of your underlings to drive you around?” Lacey and/or Becca were always doing her bidding.,“Không tớ không giúp được đâu. Cậu không tuyển được đứa đàn em nào đưa cậu đi sao?” Lacey và/hoặc Becca luôn ngoan ngoãn theo Margo đấy thôi.,"“Hayır, yardım etmeyeceğim. Seni etrafta arabayla dolaştırması için emir kullarından birinin yardımım isteyemez misin?” Lacey ve/veya Becca her zaman onun emirlerini yerine getiriyordu.",—No voy a ayudarte. ¿No puedes reclutar a alguna de tus subordinadas para que te lleve? Lacey y/o Becca hacían siempre lo que ella decía.,"“No, I can't help you. Can't you find a junior to take you?” Lacey and/or Becca always obediently followed Margo.","“No, I will not help. Can't you ask one of your minions to drive you around?” Lacey and/or Becca always followed his orders.",—I'm not going to help you. Can't you recruit one of your subordinates to take you? Lacey and/or Becca always did what she said.
112,['margo'],,"“They’re part of the problem, actually,” Margo said.","“Thực ra tụi nó là một phần của vấn đề,” Margo nói.","“Onlar sorunun bir parçası aslında,” dedi Margo.",—La verdad es que son parte del problema —me dijo Margo.,"“Actually, they are part of the problem,” Margo said.","“They are actually part of the problem,” said Margo.",—The truth is that they are part of the problem —Margo told me.
113,,[],“What’s the problem?” I asked.,“Vấn đề gì?” tôi hỏi.,“Sorun ne?” diye sordum.,—¿Qué problema? —le pregunté.,“What’s the matter?” I asked.,“What’s the problem?” I asked.,—What problem? —I asked him.
114,,[],"“There are eleven problems,” she said somewhat impatiently.","“Có mười một vấn đề tất cả,” cô ấy nói, vẻ sốt ruột.","“On bir sorun var,” dedi sabırsızlıkla.",—Hay once problemas —me contestó con cierta impaciencia.,"“There are eleven issues in total,” she said, looking impatient.","“There are eleven problems,” he said impatiently.",—There are eleven problems —he answered me with some impatience.
116,,[],“I swear to God that you will not be asked to commit a felony.”,“Tớ thề có Chúa chứng giám rằng cậu sẽ không phạm phải trọng tội như vậy đâu.”,‘Yemin ederim ki suç işlemen gerekmeyecek.,—Te juro por Dios que no te pediré que cometas ningún delito.,“I swear to God that you will not commit such a grave sin.”,“I swear you won't need to commit a crime.”,—I swear to God that I will not ask you to commit any crime.
117,,['margo'],"And right then, the floodlights came on all around Margo’s house. In one swift motion, she somersaulted through my window, into my room, and then rolled beneath my bed. Within seconds, her dad was standing on the patio outside. “Margo!” he shouted. “I saw you!”","Và đúng lúc ấy, nhà Margo bỗng sáng bừng lên. Nhanh như cắt, cô ấy lộn cù mèo qua cửa sổ vào phòng tôi, lăn vào gậm giường. Chỉ tích tắc sau, bố Margo đứng ở hiên sau nhà réo. “Margo! Bố thấy mày rồi đấy!”",Ve tam o anda Margo’nun evinin her tarafında ışıklar yandı. Margo tek bir seri hareketle pencereden geçerek odama doğru takla attı ve yatağımın altına yuvarlandı. Saniyeler içinde babası dışarıdaki terasta duruyordu. “Margo!” diye bağırdı. “Seni gördüm!” Yatağımın altmdan boğuk bir ses duydum.,"Y en aquel preciso instante se encendieron todos los focos que rodeaban la casa de Margo. En un rápido movimiento, saltó por mi ventana, se metió en mi habitación y se tiró debajo de mi cama. En cuestión de segundos, su padre salió al patio. —¡Margo! —gritó—. ¡Te he visto!","And at that very moment, Margo's house suddenly lit up brightly. Quick as a flash, she somersaulted through the window into my room, rolling under the bed. A split second later, Margo's dad was yelling from the back porch. ""Margo! I see you!""","And at that very moment, lights came on all over Margo's house. In a single swift motion, Margo tumbled through the window into my room and rolled under my bed. Within seconds, her father was standing on the terrace outside. “Margo!” he shouted. “I saw you!” I heard a muffled voice from under my bed.","And at that precise moment, all the lights surrounding Margo's house turned on. In a quick movement, she jumped through my window, got into my room, and threw herself under my bed. In a matter of seconds, his father came out into the yard. —Margo! —he shouted—. I saw you!"
