line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
278,['jase'],,"“Well, when she told me about Jase, I sort of shot the messenger.”","“Ờ, lúc cậu ấy kể về Jase cho tớ biết, tớ đã xử bắn sứ giả luôn.”","“Şey, o Jase’ten bahsedince, elçiye zeval olmaz diye düşünmedim pek.","—Bueno, cuando me contó lo de Jase, de alguna manera maté al mensajero.","“Well, when he told me about Jase, I shot the messenger right away.”","""Well, when he mentioned Jase, I didn't really think 'don't shoot the messenger.'""","—Well, when she told me about Jase, I somehow killed the messenger."
286,['margo'],,"“I hope the cops find him barefoot, frenzied, and naked in some roadside ditch a week from now,” Margo answered dispassionately.","“Ước gì một tuần nữa cảnh sát bắt được hắn trong cảnh chân đất, tâm thần điên loạn, mình trần như nhộng vạ vật ở rãnh nước bên vệ đường,” Margo rất hào hứng.","“Umanın bundan bir hafta sonra polisler onu yalınayak, çıplak ve çıldırmış bir halde yol kenarındaki bir hendekte bulurlar,” diye karşılık verdi Margo soğukkanlılıkla.","—Espero que la poli lo encuentre descalzo, desesperado y desnudo en alguna cuneta dentro de una semana —me contestó Margo sin inmutarse.","“I wish that in a week the police would catch him barefoot, mentally deranged, naked as a jaybird, lying in a ditch by the roadside,” Margo said excitedly.","“Let's hope that a week from now, the police find him barefoot, naked, and insane in a ditch by the roadside,” Margo responded calmly.","—I hope the cops find him barefoot, desperate, and naked in a ditch somewhere in a week —Margo replied to me without flinching."
298,['margo'],,"“Okay,” I said, and felt my pulse rising. In through the nose, out through the mouth. In through the nose, out through the mouth. Catfish and spray paint in hand, Margo threw the door open, jogged across the Worthingtons’ expansive front lawn, and then hid behind an oak tree. She waved at me through the darkness, and I waved back, and then she took a dramatically deep breath, puffed her cheeks out, turned, and ran.","“Được rồi mà,” tôi đáp, cảm thấy mạch lại rộn lên. Hít vào đằng mũi, thở ra đằng miệng. Hít vào đằng mũi, thở ra đằng miệng. Tay cầm gói cá và bình xịt sơn, Margo mở cửa xe, từ từ đi bộ qua thảm cỏ mênh mông trước nhà Worthington, rồi nấp sau một cây sồi. Cô ấy vẫy vẫy tôi trong bóng tối, tôi vẫy lại, và Margo hít vào một hơi thật sâu, hai má phồng lên, quay đi và chạy.","“Tamam,” dedim ve nabzımın hızlandığını hissettim. Burundan al, ağızdan ver. Burundan al, ağızdan ver. Margo, elinde kedi balığı ve sprey boyayla kapıyı ardına kadar açıp Worthington’ların devasa çimenliğini koşarak geçti, sonra bir meşe ağacımn arkasına saklandı. Karanlığın içinden bana el salladı, ben de ona el salladım, sonra dramatik bir biçimde derin bir nefes alıp yanaklarım şişirdi, döndü ve koştu.","Y sentí que se me aceleraba el pulso. «Inspirar por la nariz, espirar por la boca. Inspirar por la nariz, espirar por la boca». Con el pescado y el espray en las manos, Margo abrió la puerta, corrió por el amplio césped de los Worthington y se escondió detrás de un roble. Me hizo un gesto con la mano en la oscuridad, se lo devolví y entonces respiró dramática y profundamente, sus mejillas se inflaron, se giró y echó a correr.","""It's okay,"" I replied, feeling my pulse quicken. Inhale through the nose, exhale through the mouth. Inhale through the nose, exhale through the mouth. Holding a bag of fish and a spray paint can, Margo opened the car door, slowly walked across the vast lawn in front of the Worthington house, and then hid behind an oak tree. She waved at me in the darkness, I waved back, and Margo took a deep breath, her cheeks puffing out, turned away and ran.","“Okay,” I said and felt my pulse quicken. In through the nose, out through the mouth. In through the nose, out through the mouth. Margo, holding a catfish and spray paint, flung the door wide open and ran across the Worthingtons' vast lawn, then hid behind an oak tree. She waved at me from the darkness, I waved back, then she dramatically took a deep breath, puffed out her cheeks, turned, and ran.","And I felt my pulse quicken. «Inhale through the nose, exhale through the mouth. Inhale through the nose, exhale through the mouth». With the fish and the spray in her hands, Margo opened the door, ran across the wide Worthington lawn, and hid behind an oak tree. She gestured to me in the darkness, I returned the gesture, and then she breathed dramatically and deeply, her cheeks puffed out, she turned, and took off running."
301,"['margo', 'margo—']",,"“That was pretty hardcore,” Margo said. “I mean, even for me. To put it Q-style, my pulse is a little elevated.”","“Màn vừa rồi gớm thiệt,” Margo nói. “Như tớ mà tớ cũng thấy gớm. Còn nói theo kiểu của Q, mạch máu tớ cũng đập nhanh hơn chút chút.”","“Of, çok pisti haha,” dedi Margo. “Yani, benim için bile. Eğer Qtarzı açıklayacak olursak, nabzım biraz hızlandı.","—Ha sido muy heavy —dijo Margo—. Vaya, hasta para mí. Por decirlo a tu manera, se me ha acelerado un poco el pulso.","“That last scene was really scary,” Margo said. “Even I found it scary. And to put it in Q's terms, my blood vessels were pumping a bit faster.”","“Oh, it was so dirty haha,” said Margo. “I mean, even for me. If we were to explain it Q-style, my pulse quickened a bit.”","—It has been very heavy —said Margo—. Wow, even for me. To put it in your way, my pulse has quickened a bit."
306,['lacey'],,“So has Lacey been naughty or nice?” I asked.,“Thế là Lacey đã ngoan hay hư vậy?” tôi hỏi.,"“Peki, Lacey yaramazlık mı yaptı yoksa uslu muydu?” diye sordum.",—¿Lacey ha sido mala o buena? —le pregunté.,"""So, has Lacey been good or bad?"" I asked.","“So, was Lacey naughty or well-behaved?” I asked.",—Has Lacey been bad or good? —I asked her.
309,['jase'],,"“And she didn’t tell me about Jase. But not just that. When I look back on it, she’s just a terrible friend. I mean, for instance, do you think I’m fat?”","“Thế mà nàng ấy chẳng nói gì về Jase cho tớ biết. Nhưng không chỉ có thế thôi đâu. Khi tổng kết lại, tớ thấy nàng ta là đồ bạn tồi. Chẳng hạn, cậu có cho là tớ béo không?”","“Ve bana Jase’le ilgili hiçbir şey söylemedi. Ama sadece bu değil. Geri dönüp bakıyorum da tam anlamıyla berbat bir arkadaş. Yani, mesela, sence ben şişman mıyım?","—Y no me contó lo de Jase. Pero no es solo eso. Pensándolo bien, es una pésima amiga. Por ejemplo, ¿crees que estoy gorda?","“Yet she didn't say anything about Jase to me. But that's not all. In summary, I think she's a bad friend. For example, do you think I'm fat?”","“And he didn't tell me anything about Jase. But that's not all. Looking back, he's a downright terrible friend. I mean, for example, do you think I'm fat?”","—And she didn't tell me about Jase. But that's not all. Come to think of it, she's a terrible friend. For example, do you think I'm fat?"
319,['margo'],,"“Well, that makes it harder,” Margo said, seeing it was locked. She reached into her pocket and pulled out a length of wire that had once been a coat hanger. It took her less than a minute to jimmy the lock open. I was duly awed.","“Chà, thế này sẽ khó hơn đây,” Margo nói khi thấy xe được khóa. Cô ấy tìm trong túi và lấy ra một đoạn dây kim loại từng là cái mắc áo. Chưa đầy một phút Margo đã mở được cửa xe. Tôi chỉ biết ngây ra thán phục.","“Şey, bu durumu daha da zorlaştırıyor,” dedi Margo arabanın kilitli olduğunu görünce. Cebine uzandı ve bir zamanlar elbise askısı olan bir parça tel çıkardı. Kilidi açması bir dakikadan daha az zamanını aldı. Hayran kaldım tabii ki.","—Bueno, esto complica las cosas —dijo Margo al ver que estaba cerrado. Se metió una mano en el bolsillo y sacó un trozo de alambre que alguna vez había sido una percha. Tardó menos de un minuto en desbloquear la cerradura. Me quedé sorprendido, por supuesto.","“Well, this is going to be harder,” Margo said when she saw the car was locked. She searched in her bag and took out a piece of wire that used to be a coat hanger. In less than a minute, Margo had the car door open. I could only stand there in awe.","“Well, this makes things even more difficult,” said Margo when she saw that the car was locked. She reached into her pocket and pulled out a piece of wire that was once a clothes hanger. It took her less than a minute to unlock the car. Of course, I was impressed.","—Well, this complicates things —said Margo upon seeing that it was closed. He put a hand in his pocket and took out a piece of wire that had once been a hanger. It took him less than a minute to unlock the lock. I was surprised, of course."
351,['margo'],,"“He was a senior when we were freshmen,” she answered. “We gotta hustle, okay? Time’s a-wastin’.” Margo started taking the stairs two at a time, flying up, one arm on the rail, and I tried to keep pace with her, but couldn’t. Margo didn’t play any sports, but she liked to run—I sometimes saw her running by herself listening to music in Jefferson Park. I, however, did not like to run. Or, for that matter, engage in any kind of physical exertion. But now I tried to keep up a steady pace, wiping the sweat off my forehead and ignoring the burning in my legs. When I got to the twenty-fifth floor, Margo was standing on the landing, waiting for me.","“Hồi chúng ta vào phổ thông thì anh ấy học năm cuối,” Margo đáp. “Phải nhanh lên mới được. Thời gian hao mòn lãng phí.” Cô ấy bắt đầu bước hai bậc một, lao người lên, một tay bám tay vịn cầu thang, tôi cố sức theo mà không kịp. Margo không chơi môn thể thao nào nhưng thích chạy bộ–thỉnh thoảng tôi vẫn thấy cô ấy vừa chạy một mình vừa nghe nhạc trong Công viên Jefferson. Cơ mà tôi lại không thích chạy. Hoặc vì thế mà không tham gia bất cứ loại vận động lao lực nào. Giờ tôi cố gắng giữ tốc độ ổn định, quệt mồ hôi túa ra trán và phớt lờ cơn đau thốn trong bắp chân. Khi tôi lên đến tầng hai mươi lăm, Margo đã đứng ở chiếu nghỉ đợi tôi.","“Biz birinci sınıftayken o son sınıftaydı,” diye cevap verdi. “Acele etmeliyiz, tamam mı? Vakit geçiyor.” Margo merdivenleri ikişer ikişer çıkmaya başladı, bir kolu tırabzanda yukarı doğru uçuyordu, ben de ona ayak uydurmaya çalıştım ama yapamadım. Margo herhangi bir spor yapmıyordu ama koşmayı severdi... Onu tek başına müzik dinleyerek Jefferson Park’ta koşarken birkaç kez görmüştüm. Ne var ki ben koşmayı ve hatta herhangi bir fiziksel eforla meşgul olmayı sevmiyordum. Ama şimdi, istikrarlı bir şekilde ona ayak uydurmaya çalışıyordum, almmdaki teri silerek ve bacaklarımdaki yanmayı görmezden gelerek. Yirmi beşinci kata ulaştığımda, Margo sahanlıkta durmuş beni bekliyordu.","—Estaba en el último curso del instituto cuando nosotros íbamos a primero —me contestó—. Tenemos que darnos prisa, ¿vale? Se nos acaba el tiempo. Margo empezó a subir los escalones de dos en dos, a toda velocidad y con una mano en la barandilla, y yo intenté seguirle el paso, pero no podía. Margo no hacía deporte, pero le gustaba correr. De vez en cuando la veía en Jefferson Park corriendo sola con los cascos puestos. Pero a mí no me gustaba correr. Es más, no me gustaba hacer el más mínimo esfuerzo físico. Pero intenté mantener el paso firme, secarme el sudor de la frente e ignorar que me ardían las piernas. Cuando llegué a la planta veinticinco, Margo estaba esperándome en el descansillo.","“When we entered high school, he was in his final year,” Margo replied. “We need to hurry up.” “Time is wasting away.” She started taking the stairs two at a time, rushing up, one hand gripping the stair railing, and I struggled to keep up. Margo didn’t play any sports but liked to jog–I occasionally saw her running alone while listening to music in Jefferson Park. But I didn’t like running. Or maybe that’s why I didn’t participate in any strenuous physical activities. Now I tried to maintain a steady pace, wiping the sweat pouring down my forehead and ignoring the throbbing pain in my calves. When I reached the twenty-fifth floor, Margo was already standing at the landing, waiting for me.","“When we were in the first grade, he was in the final grade,” she replied. “We need to hurry, okay? Time is passing.” Margo started climbing the stairs two at a time, one arm flying up the banister, and I tried to keep up with her but couldn't. Margo didn't do any sports, but she loved to run... Her I had seen him a few times running in Jefferson Park, listening to music alone. However, I did not like running or even engaging in any physical effort. But now, I was trying to keep up with him steadily, wiping the sweat from my forehead and ignoring the burning in my legs. When I reached the twenty-fifth floor, Margo was standing on the landing, waiting for me.","—He was in the last year of high school when we were in the first year —he answered me—. We have to hurry up, okay? We're running out of time. Margo started climbing the steps two at a time, at full speed and with one hand on the railing, and I tried to keep up with her, but I couldn't. Margo didn't play sports, but she liked to run. From time to time, I saw her in Jefferson Park running alone with her headphones on. But I didn't like running. In fact, I didn't like making the slightest physical effort. But I tried to keep a steady pace, wipe the sweat from my forehead, and ignore the burning in my legs. When I reached the twenty-fifth floor, Margo was waiting for me on the landing."
356,"['margo', 'margo—']",,Margo scoffed. “Really? You seriously think so?”,Margo khụt khịt. “Thật ư? Cậu thực sự nghĩ vậy ư?”,Margo dudak büktü. “Gerçekten mi? Cidden böyle mi düşünüyorsun?,—Qué bonito —dije. —¿De verdad? —se burló Margo—. ¿Lo dices en serio?,"Margo sniffled. ""Really? Do you really think so?""","Margo pursed her lips. ""Really? Do you seriously think that way?""",—How beautiful —I said. —Really? —Margo mocked—. Are you serious?
361,"['margo', 'marg']",,"“I’ll try not to take that personally,” I said. We were both staring into the inky distance, the cul-de-sacs and quarter-acre lots. But her shoulder was against my arm, and the backs of our hands were touching, and although I was not looking at Margo, pressing myself against the glass felt almost like pressing myself against her.","“Tớ sẽ cố gắng không nghĩ rằng cậu đang nói đến cá nhân cụ thể nào,” tôi nói. Chúng tôi cùng nhìn khoảng không hút mắt màu mực, những phố cụt và những lô đất làm nhà. Nhưng bờ vai cô ấy tì vào cánh tay tôi, mu bàn tay chúng tôi chạm nhau, và dù tôi không nhìn Margo, nhưng áp mặt vào cửa kính cũng khiến tôi cảm thấy gần như đang áp mặt vào cô ấy.","“Bunu kişisel algılamamaya çalışacağım,” dedim, ikimiz de gözlerimizi dikmiş mürekkep gibi karanlığa, çıkmaz sokaklara ve çeyrek dönümlük bahçelere bakıyorduk. Ama Margo’nun omzu benim koluma dayalıydı ve ellerimizin üst kısımları birbirine değiyordu, Margo’ya bakmamama rağmen, cama yaslanmak neredeyse ona yaslanmakmış gibi hissettiriyordu.","—Intentaré no tomármelo como algo personal —le dije. Nos quedamos los dos observando la oscura distancia, las calles sin salida y los terrenos de mil metros cuadrados. Pero Margo tenía el hombro pegado a mi brazo, los dorsos de nuestras manos se tocaban y, aunque no estaba mirándola, pegarme al cristal era casi como pegarme a ella.","“I'll try not to think that you're talking about any specific person,” I said. We both looked at the ink-colored void, the dead-end streets, and the plots of land for houses. But her shoulder pressed against my arm, the backs of our hands touched, and even though I wasn't looking at Margo, pressing my face against the glass made me feel almost as if I were pressing my face against hers.","“I will try not to take it personally,” I said, as we both stared into the ink-like darkness, dead-end streets, and quarter-acre gardens. But Margo's shoulder was leaning against my arm, and the tops of our hands were touching; even though I wasn't looking at Margo, leaning against the window felt almost like leaning against her.","—I will try not to take it personally —I said to him. We both stayed watching the dark distance, the dead-end streets, and the thousand-square-meter plots. But Margo had her shoulder pressed against my arm, the backs of our hands touched, and although I wasn't looking at her, pressing against the glass was almost like pressing against her."
380,['chuck parson'],,"“Yeah. It’s all good,” I said, but remembering the godforsaken Crown School of Dance pissed me off, and I said, “Yeah. Chuck Parson. You know where he lives?”","“Ờ, không sao đâu,” tôi nói, nhưng thực ra trong bụng vẫn ôm cái vố nhớ đời ở trường vũ đạo Crown. “Được. Chuck Parson. Cậu biết nhà nó không?”","“Evet. Hiç önemli değil,” dedim ama kahrolası Crown Dans Okulu’nu hatırlamak beni kızdırdı. “Evet. Chuck Parson. Nerede oturduğunu biliyor musun?” diye sordum.","—Bueno, no pasa nada —le dije, pero recordar la dichosa Escuela de Baile Crown me tocó las narices, así que añadí—: Sí. Chuck Parson. ¿Sabes dónde vive?","""Oh, it's okay,"" I said, but in reality, I was still holding onto the unforgettable incident at Crown Dance School. ""Alright. Chuck Parson. Do you know where he lives?""","“Yes. It's not important at all,” I said, but remembering the damn Crown Dance School made me angry. “Yes. Chuck Parson. Do you know where he lives?” I asked.","—Well, it's no big deal —I said to him, but remembering the darn Crown Dance School got on my nerves, so I added—: Yes. Chuck Parson. Do you know where he lives?"
388,"['margo', 'margo—']",,"“I know a word you don’t know,” Margo chanted. “I’M THE NEW QUEEN OF VOCABULARY! I’VE USURPED YOU!”","“Tớ biết một từ mà cậu không biết,” Margo reo lên. “TỚ LÀ NỮ HOÀNG TỪ VỰNG MỚI ĐĂNG QUANG! TỚ TIẾM NGÔI CỦA CẬU RỒI NHÉ!”","“Senin bilmediğin bir sözcük biliyorum,” dedi Margo melodik bir sesle. “KELİME HÂZİNESİNİN YENİ KRALİÇESİYİM! SENİN YERİNİ GASBETTİM!",—Sé una palabra que tú no sabes —canturreó Margo—. ¡SOY LA NUEVA REINA DE LAS PALABRAS! ¡TE HE SUPLANTADO!,"""I know a word that you don't know,"" Margo exclaimed. “I AM THE NEWLY CROWNED VOCABULARY QUEEN! I HAVE TAKEN YOUR THRONE!”","""I know a word you don't know,"" said Margo in a melodious voice. ""I AM THE NEW QUEEN OF VOCABULARY! I HAVE USURPED YOUR PLACE!""",—I know a word that you don't know —Margo sang—. I AM THE NEW QUEEN OF WORDS! I HAVE REPLACED YOU!
402,['margo'],,"We were walking away from the car together when Margo reached down for my hand, laced her fingers in mine, and squeezed. I squeezed back and then glanced at her. She nodded her head solemnly, and I nodded back, and then she let go of my hand. We scampered up to the window. I gently pushed the wooden casing up. It squeaked ever so quietly but opened in one motion. I looked in. It was dark, but I could see a body in a bed.","Chúng tôi ra khỏi xe và đi bộ cạnh nhau, Margo đưa tay ra nắm tay tôi, đan những ngón tay cô ấy vào các ngón tay tôi, và siết chặt. Tôi cũng siết tay mình và liếc nhìn cô ấy. Margo lặng lẽ gật đầu, tôi gật đầu đáp lại, và cô ấy thả tay tôi ra. Chúng tôi lẹ làng đến trước cửa sổ. Tôi khẽ đẩy khung gỗ lên. Hơi khẽ phát ra tiếng động, nhưng mở được ngay. Tôi nhìn vào trong. Tối quá, nhưng tôi thấy một người nằm trên giường.","Margo elime uzanıp parmaklarım benimkilere geçirerek sıktığında, birlikte arabadan uzaklaşıyorduk. Ben de onunkileri sıkıp ona baktım. Ciddiyetle başını salladı, ben de ona salladım ve sonra elimi bıraktı. Çabucak pencereye çıktık. Tahta çerçeveyi usulca yukarı ittim. Çok az gıcırdadı ama tek bir hareketle açıldı. İçeri baktım. Karanlıktı fakat yatakta birinin olduğunu görebiliyordum.","Nos alejábamos del coche cuando Margo me cogió de la mano, entrelazó sus dedos con los míos y los apretó. Le devolví el apretón y la miré. Movió la cabeza solemnemente, volví a apretar y me soltó la mano. Corrimos hasta la ventana. Empujé hacia arriba despacio el marco de madera. Chirrió un poco, pero se abrió a la primera. Eché un vistazo. Aunque estaba oscuro, vi a alguien en una cama.","We got out of the car and walked side by side, Margo reached out and held my hand, intertwining her fingers with mine, and squeezed tightly. I also squeezed my hand and glanced at her. Margo quietly nodded, I nodded back, and she released my hand. We quickly approached the window. I gently pushed the wooden frame up. It made a slight noise, but it opened right away. I looked inside. It was too dark, but I saw someone lying on the bed.","When Margo reached out and intertwined her fingers with mine, we were walking away from the car together. I squeezed hers and looked at her. She nodded seriously, I nodded back, and then she let go of my hand. We quickly climbed out the window. I gently pushed the wooden frame up. It creaked very little but opened in one motion. I looked inside. It was dark, but I could see someone in the bed.","We were walking away from the car when Margo took my hand, intertwined her fingers with mine, and squeezed. I squeezed back and looked at her. She nodded solemnly, I squeezed again, and she let go of my hand. We ran to the window. I slowly pushed the wooden frame up. It creaked a little, but it opened on the first try. I took a look inside. Although it was dark, I saw someone on a bed."
403,['margo'],,"The window was a little high for Margo, so I put my hands together and she stepped a socked foot onto my hand and I boosted her up. Her silent entrance into the house would have made a ninja jealous. I proceeded to jump up, get my head and shoulders into the window, and then attempt, via a complicated torso undulation, to dance the caterpillar into the house. That might have worked fine except I racked my balls against the windowsill, which hurt so bad that I groaned, which was a pretty sizable mistake.","Cửa sổ hơi cao so với Margo, nên tôi chắp tay để cô ấy dận một chân đi bít tất lên, và tôi đẩy Margo lên. Cô ấy vào trong êm ái đến mức ninja thứ thiệt chắc cũng phải ghen tị. Tôi nhảy lên, chui được đầu và vai qua cửa sổ, rồi với nỗ lực xoắn vặn cơ thể, tôi uốn éo như sâu lùn chùn bò vào trong. Sự thể lẽ ra đã suôn sẻ, nếu tôi không lỡ cọ hai quả trứng cò vào bậu cửa sổ, đau tê tái đến mức tôi không nén nổi rên rẩm, gây ra một sai lầm vô cùng tệ hại.","Pencere Margo için biraz yüksekti, bu yüzden ellerimi birleştirdim, Margo çoraplı ayağıyla elimin üstüne bastı ve onu yukarı doğru ittim. Sessizce eve girişi bir ninjayı kıskandınrdı. Bense yukan zıplayıp başımı ve omuzlarımı pencereye ulaştırmaya, karmaşık bir vücut dalgalanması yoluyla, tırtıl gibi dans ederek evin içine girmeye çalıştım. Her şey iyi gitmiş olabilirdi, yalnız hayalarım pencere eşiğine takıldı ve acıdan inledim ki bu oldukça büyük bir hataydı.","Como la ventana estaba un poco alta para Margo, junté las manos, puso un pie encima y la impulsé. Su silenciosa entrada en la casa habría sido la envidia de un ninja. Me dispuse a subir, metí la cabeza y los hombros por la ventana, y pretendía, mediante una complicada contorsión, entrar en la casa en plan oruga. Podría haber funcionado perfectamente de no haberme aplastado los huevos contra la repisa, y me dolió tanto que solté un quejido, lo cual suponía un error nada desdeñable.","The window was a bit high for Margo, so I clasped my hands for her to step on with one socked foot, and I pushed Margo up. She got in so smoothly that even a real ninja would be envious. I jumped up, got my head and shoulders through the window, and with a twisting effort, I wriggled like a worm to get inside. Things would have gone smoothly if I hadn't accidentally brushed my two eggs against the window sill, causing such excruciating pain that I couldn't help but groan, leading to a terribly bad mistake.","The window was a bit high for Margo, so I clasped my hands together, Margo stepped on my hand with her socked foot, and I pushed her up. Her silent entry into the house would make a ninja envious. As for me, I tried to jump up and get my head and shoulders to the window, attempting to enter the house by performing a complex body undulation, dancing like a caterpillar. Everything might have gone well, except my groin got caught on the window sill and I groaned in pain, which was quite a big mistake.","Since the window was a bit high for Margo, I cupped my hands, she put a foot on them, and I boosted her up. Her silent entry into the house would have been the envy of a ninja. I prepared to climb up, stuck my head and shoulders through the window, and intended, through a complicated contortion, to enter the house caterpillar-style. It could have worked perfectly if I hadn't crushed my balls against the ledge, and it hurt so much that I let out a groan, which was no small mistake."
404,"['chuck parso', 'chuck parson']",,"A bedside light came on. And there, lying in bed, was some old guy—decidedly not Chuck Parson. His eyes were wide with terror; he didn’t say a thing.",Đèn ở đầu giường bật sáng. Người nằm trên giường là một bác trai có tuổi–rõ ràng không phải Chuck Parson. Bác ta tròn mắt kinh hãi và không nói nổi lời nào.,"Bir başucu lambası yandı. Ve orada, yatakta yatan, yaşlı bir adamdı... açık bir şekilde Chuck Parson değildi. Gözleri dehşetle açılmıştı; hiçbir şey söylemedi.","Se encendió la luz de la mesita. Y resultó que el que estaba en la cama era un viejo, sin duda no era Chuck Parson. Abrió los ojos como platos, aterrorizado. No dijo una palabra.",The bedside lamp turned on. The person lying on the bed was an elderly man—clearly not Chuck Parson. He widened his eyes in horror and couldn't utter a word.,"A bedside lamp turned on. And there, lying in bed, was an old man... it was clearly not Chuck Parson. His eyes were wide with terror; he said nothing.","The light on the bedside table turned on. And it turned out that the one in the bed was an old man, certainly not Chuck Parson. He opened his eyes wide, terrified. He didn't say a word."
407,['margo'],,"“I think we share the blame on that one,” Margo said.","“Vụ vừa rồi cả hai đứa mình đều ấm ớ,” Margo nói.","“Bence bu seferki suçu paylaşıyoruz,” dedi Margo.",—Creo que esta vez la culpa es de los dos —dijo Margo.,"""We both messed up last time,"" Margo said.","""I think we're sharing the blame this time,"" said Margo.",—I think this time it's both of our faults —said Margo.
413,['chuck parson'],,“I need you to use Radar’s login to the student directory and look up an address. Chuck Parson.”,“Tôi cần ông dùng tài khoản của Radar đăng nhập vào danh bạ của trường và tra một địa chỉ. Chuck Parson.,“Radar’m öğrenci sistemine giriş şifresini kullamp bir adrese bakman lazım. Chuck Parson.,—Necesito que entres en la página del instituto con la contraseña de Radar y me busques una dirección. Chuck Parson.,“I need you to use Radar's account to log into the school's directory and look up an address. Chuck Parson.”,"""You need to use Radar's student system login password to check an address."" Chuck Parson.""",—I need you to log into the institute's website with Radar's password and find me an address. Chuck Parson.
418,['chuck parson'],,"“Yeah, yeah, I just did it. I was doing it while saying no—can’t help but help. Four-two-two Amherst. Hey, why do you want Chuck Parson’s address at four-twelve in the morning?”","“Rồi rồi, làm xong rồi đó. Tôi đã làm trong khi nói không rồi đó–không thể làm gì ngoài giúp đỡ há. Bốn-hai-hai Amherst. Này, thế quái nào mà ông lại cần địa chỉ của Chuck Parson vào lúc bốn giờ mười hai phút sáng vậy?”","“Evet evet, az önce yaptım. Hayır derken yapıyordum, yardım etmekten başka çarem yok. 422 Amherst. Hey, sabahın dört buçuğunda neden Chuck Parson’m adresini istiyorsun?","—Sí, sí. Ya está. Estaba entrando mientras te decía que no… No puedo evitar ayudarte. Amherst, 422. Oye, ¿para qué necesitas la dirección de Chuck Parson a las cuatro y doce de la mañana?","“Alright, alright, it's done. I did it while saying no–can't do anything but help, huh. Four-two-two Amherst. Hey, why the heck do you need the address of Chuck Parson at twelve minutes past four in the morning?","“Yes, yes, I just did it. I was doing it while saying no, I have no choice but to help. 422 Amherst. Hey, why are you asking for Chuck Parson’s address at four-thirty in the morning?”","—Yes, yes. It's done. I was coming in while I was telling you no... I can't help but assist you. Amherst, 422. Hey, why do you need Chuck Parson's address at four twelve in the morning?"
425,['margo'],,"Margo glanced at her watch and held up two fingers. We waited. And for those two minutes we just stared at each other, and I watched the blue in her eyes. It was nice—in the dark and the quiet, with no possibility of me saying anything to screw it up, and her eyes looking back, like there was something in me worth seeing.","Margo liếc đồng hồ và giơ hai ngón tay lên. Chúng tôi đợi. Trong hai phút ấy hai đứa chỉ nhìn nhau, và tôi nhìn màu xanh trong mắt cô ấy. Thật tuyệt–trong bóng tối và không gian yên tĩnh, không có nguy cơ tôi sẽ vạ miệng nói lung tung làm hỏng khung cảnh, và đôi mắt cô ấy nhìn lại tôi, như thể có gì đó ở tôi đáng được nhìn vậy.","Margo saatine bir göz attı ve iki parmağını yukarı kaldırdı. Bekledik. O iki dakika boyunca sadece birbirimize gözlerimizi dikip baktık ve ben onun gözlerindeki maviliği izledim. Çok hoştu... karanlık ve sessizlik, her şeyi mahvedecek bir şey söyleme ihtimalim olmadan. Ve onun gözleri de bana bakıyordu, sanki bende görmeye değer bir şey varmış gibi.","Margo echó un vistazo a su reloj y levantó dos dedos. Esperamos. Y durante dos minutos nos quedamos mirándonos. Yo observé el azul de sus ojos. Fue bonito. A oscuras y en silencio, sin la posibilidad de que yo dijera algo y metiera la pata, y ella me devolvía la mirada, como si hubiera algo en mí que merecía la pena ver.","Margo glanced at the clock and raised two fingers. We waited. During those two minutes, we just looked at each other, and I gazed into the blue of her eyes. It was wonderful—in the darkness and quiet space, there was no risk of me saying something foolish to ruin the moment, and her eyes looked back at me, as if there was something in me worth looking at.","Margo glanced at her watch and raised two fingers. We waited. During those two minutes, we just stared into each other's eyes, and I watched the blueness in her eyes. It was very nice... darkness and silence, without the possibility of me saying something that would ruin everything. And her eyes were looking at me too, as if there was something worth seeing in me.","Margo glanced at her watch and raised two fingers. We waited. And for two minutes we just stared at each other. I observed the blue of her eyes. It was beautiful. In the dark and in silence, without the possibility of me saying something and messing it up, and she returned my gaze, as if there was something in me worth seeing."
