Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['danny'],"The dog lowers its haunches as if to spring, but [MASK]’s not afraid (not of the mutt, anyway). He’s a town man these days, but he grew up in rural Colorado where there were dogs everywhere and he knows an empty threat when he faces one. He bends and picks up an empty oil can, the dream so real, so detailed, he can feel the scrim of leftover grease down the side. He doesn’t even have to throw it; raising it is enough. The dog turns tail and leaves at a limping run—either something wrong with one of its back legs or a split pad on one of its paws.",Dog,"empty of rural town he back have everywhere of picks scrim but not and limping as the grew days, but The dog dog enough. paws. a something can he a one can, an its side. down where leftover to when he so leaves He’s spring, anyway). The haunches even of (not empty man legs the and mutt, dream turns it; feel wrong an split throw lowers its real, dogs the up there run—either is [MASK]’s at tail the if up faces one or a were He he to one. it its so oil on detailed, bends grease with raising and He pad doesn’t these of afraid Colorado in knows threat",Colorado
['danny'],"The student and faculty parking lots of Wilder High are almost completely empty because school let out some weeks earlier. [MASK] goes around back and parks in the usual place, at the end of the school bus line. There’s no sign saying it’s reserved for the head custodian, but everyone knows it’s his.",Head Custodian,"earlier. but line. and head bus and let the There’s weeks his. High faculty out sign [MASK] everyone custodian, the it’s at for saying almost end empty of completely some parks back The are of parking because knows school the student in no it’s place, school around the usual goes reserved Wilder lots",Wilder
['danny'],"This is his favorite time of year, when you can do work and it stays done… at least for awhile. A waxed hallway floor will still shine a week from now, even two weeks. You can scrape the gum off the floors in the boys’ and girls’ locker rooms (the girls are the worst offenders when it comes to gum, he doesn’t know why) and not have to do it again until August. Freshly washed windows don’t pick up adolescent fingerprints. As far as [MASK]’s concerned, summer vacation is a beautiful thing.",his,"it at still to doesn’t week boys’ a it not the [MASK]’s August. rooms do is and do year, far locker done… from You can for hallway when will two and thing. beautiful you why) his of concerned, least is pick in vacation it floors as As girls shine when off the can This to (the time floor awhile. work gum, scrape the summer comes the again until are even up waxed favorite a fingerprints. stays worst know have now, weeks. girls’ windows gum offenders Freshly he don’t washed adolescent A and",August
['jesse'],"[MASK] shrugs. He’s a Black kid, tall and slim, moves well. Built for baseball and basketball, not football. “Dunno. His car’s not here yet. Maybe he decided to start the weekend a day early.”",Darnell,"tall well. a for early.” shrugs. yet. not baseball and kid, he a “Dunno. car’s here basketball, and Black His slim, not moves [MASK] start Maybe Built decided to the day football. weekend He’s",Kid
['pat'],"“We’re going to wax the rooms in the new wing. Start with Room 12. Move all the desks to one side. Stack em up two by two. Then go to 10 and repeat. I’ll follow along with the buffer. If [MASK] decides to show up, have him help you.”",John,"[MASK] “We’re along to em you.” to going side. I’ll with up Room 10 the by two 12. the follow Then and rooms Stack If buffer. help with one desks to repeat. two. in Start new decides Move have wing. wax all up, the go show the him to",John
['danny'],"He pushes the button, and a second later he’s looking at a gray cinderblock building. In this photo it’s new instead of old and the Texaco sign is spandy clean. The glass in the office window and door is intact. The gas pumps sparkle. The prices on the signs say it’s $1.09 for regular and $1.21 for mid-grade. There was apparently no hi-test to be had at Hilltop Texaco when the picture was taken, which must have been a long time ago. The car at the pumps is a boat of a Buick and the road out front is two-lane blacktop instead of oiled dirt. [MASK] thinks the Buick must have rolled off the line in Detroit around 1980.",Hilltop,"photo $1.09 The button, time thinks sparkle. a and is gray a is gas out of he’s at was a glass on window a line it’s cinderblock later two-lane was new building. Hilltop The when and taken, old picture pumps of for it’s office long the the The Buick had road looking the pumps oiled is door at in which the to ago. be the intact. been instead The signs boat In clean. rolled the apparently spandy $1.21 for prices the the pushes is off sign say front Texaco and hi-test the regular Buick and around instead Texaco a have 1980. blacktop Detroit second There this mid-grade. have at no [MASK] of dirt. in must must He car and",Buick
['danny'],"[MASK] looks at this dream-made-real with a dismay so deep it’s almost fear. Hell, maybe it is fear. All he wanted was to make sure Hilltop Texaco (and the hand sticking out of the ground, don’t forget the hand) was just some bullshit his sleeping mind created, and now look at this. Just look at it.",Hilltop Texaco,"was hand) Hell, All dismay sleeping so sticking look Just it his out make created, it. of forget to a fear. he the this deep bullshit the looks at with at almost fear. [MASK] was hand it’s Hilltop now is (and don’t and at look just maybe sure Texaco ground, some wanted dream-made-real the this. mind",Hilltop
['danny'],"[MASK] grins. “Anyone who steals from it, good luck and welcome to what they get. Plus the truck itself has eaten her share of road. Got almost two hundred thousand miles on the clock.”",Carol,"the road. truck share and eaten luck grins. what hundred of get. from has they “Anyone her [MASK] two welcome who miles good thousand on almost clock.” the it, itself steals Got to Plus",John
['danny'],"They talk a little bit, this and that, people they know, her mother’s glaucoma and how [MASK]’s brother is doing at his job (fabulous), and then he asks if they ever drove north, maybe over into Nebraska, maybe to Franklin or Beaver City. Didn’t they have lunch one time in Beaver City?",John,"Beaver bit, or they to City. drove asks talk how time in little Franklin brother Beaver then know, (fabulous), they maybe have this doing [MASK]’s is and he a into his people job and over her maybe Nebraska, glaucoma They and one they that, lunch Didn’t at if north, ever City? mother’s",Franklin
['danny'],"[MASK] says he would. She asks if he’s taking care of himself, meaning is he still off the booze. [MASK] says he is, tells her to look both ways before crossing the street (an old joke between them), and hangs up.",John,"of the he between (an [MASK] is ways street asks tells booze. the himself, to care still them), joke crossing taking he’s both meaning She her off old says and would. [MASK] he he before if is, says up. look hangs",John
['danny'],"[MASK] has been to Lincoln a couple of times and Omaha once, but those towns are east of Wilder, and Gunnel is dead north. Yet he must have been there and just forgot it. Maybe back in his drinking days? Except he never drove when he was out-and-out shitfaced, afraid of losing his license or maybe hurting somebody.",Gunnel,"is once, and back drove been was somebody. it. drinking east of maybe Gunnel to and Omaha couple days? just has [MASK] he have Yet dead forgot when never north. he afraid been losing of must license there times Wilder, or shitfaced, Except of towns out-and-out Lincoln he Maybe a in and his hurting his are those but",Gunnel
['becky'],"On Saturday morning he packs his dinnerbucket with a couple of sandwiches and a piece of the cake [MASK] brought over after he wired up the tailpipe of her old Honda Civic. He fills his Thermos with black coffee and heads north. He thinks he’ll feel like eating if he takes a look behind that deserted gas station and finds nothing. If he sees what he saw in his dream, probably not.",Honda,"cake couple takes not. north. black if he of he coffee like dinnerbucket and feel He her wired morning behind Honda of over station Thermos with and If eating his his saw sandwiches and after sees the old [MASK] piece his a with tailpipe Saturday He he look a he’ll of heads nothing. in probably On gas thinks that packs fills dream, a he brought Civic. he what finds the up deserted",John
['gunnel'],"The GPS on his phone gets him to [MASK] by ten-thirty. The day is all Kansas, hot and bright and clear and not very interesting. The town is nothing but a grocery store, a farm supply store, a café, and a rusty water tower with [MASK] on the side. Ten minutes after leaving it, he comes to County Road F and turns onto it. It’s tar, not packed dirt. Nevertheless his stomach is tight and his heart is beating hard enough so he can feel it in his neck and his temples.",Kansas,"beating his café, the stomach temples. tower hard heart leaving Road grocery he side. supply town packed [MASK] tight The Ten he him it, on [MASK] his store, is turns GPS is a all in phone and water minutes day it farm a County and and very to with and not tar, a not after It’s by store, can and so The interesting. comes his Nevertheless on feel hot bright ten-thirty. his and onto nothing is enough is rusty gets a dirt. F and neck clear but The his it. Kansas, to",John
['danny'],"[MASK] pulls onto the cracked and weed-sprouting tarmac, careful to stay clear of the busted glass. His tires aren’t new, and the spare is so bald it’s showing cord in a couple of places. The last thing he wants—the last thing in the world—is to be stranded out here.",Theodore,"careful clear be of [MASK] the the showing onto it’s and glass. and last to is pulls thing thing in places. here. world—is wants—the so new, last out stay in bald couple tires weed-sprouting of busted aren’t to the stranded a His he cord the spare tarmac, cracked The",The
['danny'],"He gets out of his truck, slams the door, and jumps at the sound it makes. Stupid, but he can’t help it. He’s pretty well scared to death. Somewhere in the distance, a tractor is blatting. It might as well be on another planet, as far as [MASK]’s concerned. He can’t remember ever feeling this utterly alone.",He,"the Somewhere can’t He out alone. [MASK]’s it the concerned. be gets He he sound ever far in the tractor makes. distance, a well on It and Stupid, help utterly feeling death. his but can’t jumps to as is as slams might He’s planet, blatting. this it. of remember scared pretty well as at truck, door, another",He
['danny'],"“Fuck off!” [MASK] yells, and claps his hands. The dog gives him a baleful look and limps away into the corn.",John,"hands. [MASK] and claps limps and The baleful yells, “Fuck his look the him gives corn. dog off!” away into a",Dog
['jalbert'],"“Yup, yup. On the other hand, you paid cash for it,” [MASK] says, as if just passing the time. “That was smart. Without the security camera video, we might have taken quite awhile to find you. Might not have found you at all.”",John,"cash “Yup, passing for paid time. “That the security Might you. might On the smart. [MASK] was says, if we awhile you hand, other video, all.” as the yup. have to have you Without taken found camera not it,” find just quite at",John
['jalbert'],“Just this one time!” [MASK] is trying to sound amazed. His eyes aren’t amazed. They crawl back and forth across Danny’s face. They almost have weight. “One!”,Danny,this almost to They back amazed. [MASK] They eyes have amazed. is across “One!” weight. Danny’s “Just His face. forth aren’t trying and time!” sound crawl one,Danny
['jalbert'],[MASK] continues to shake his head. “No… no… we need to clear him. We need to clear this one-time-only psychic janitor.”,Janitor,continues head. one-time-only no… need him. janitor.” need we this shake We his psychic clear to to clear “No… to [MASK],Janitor
['jalbert'],"[MASK] says, “Go out and tell them his pickup’s around back. Video them putting the truck on the flatbed so our custodian can’t claim later that we planted anything.”",John,"custodian [MASK] that the “Go anything.” we flatbed tell out planted later and back. says, his on can’t them around truck pickup’s Video so them putting our the claim",Custodian
['jalbert'],"For the first time [MASK]’s smile looks real. In a low, almost caressing voice, he says, “I think you did. I know you did. Sure you don’t want to talk about it?”",John,"want you Sure For he you know time did. looks first a think I smile don’t voice, almost real. “I you low, [MASK]’s to it?” the In talk says, caressing about did.",John
['jalbert'],"“Good luck getting someone to okay paying that,” [MASK] says. “Bureaucracy.” The pegs of his teeth wink, then disappear. “But you can try.”",John,"to someone “But getting “Good luck pegs wink, The you that,” can teeth paying [MASK] his then okay “Bureaucracy.” disappear. of try.” says.",John
['jalbert'],"She and [MASK] get into the dark blue sedan. They drive toward the trailer park entrance, past the sign reading SLOW WE LOVE OUR CHILDREN.",John,"past entrance, She SLOW drive OUR the WE reading [MASK] get park toward into the CHILDREN. dark the LOVE sedan. trailer and sign They blue",She
['jalbert'],"She heads out. [MASK] gives her a wave and then heads to his room, giving his Chevy Caprice a pat on the way by. Like his briefcase, the Caprice has been with him on many cases from Kansas City on one side of the state to Scott City on the other.",Dave,"of on side one She out. Kansas his on a on cases has Caprice to the been with by. the and to many briefcase, her Caprice way him the then state Scott from [MASK] his gives other. City heads giving room, wave pat Chevy City a his heads on the Like",Caprice
