Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['alicia', 'alice']",pinocchio,0,0.4,incorrect,jack,0,0.44,incorrect,adam,0,0.4,incorrect,alice,1,1.0,correct,gulliver,0,0.46,incorrect,alice,1,1.0,correct,goldilocks,0,0.4,incorrect,alice,1,1.0,correct,jack,0,0.44,incorrect,alice,1,1.0,correct,ngoc,0,0.22,incorrect,alicia,1,1.0,correct,newton,0,0.18,incorrect,goldilocks,0,0.4,incorrect,jack,0,0.44,incorrect,ngoc,0,0.22,incorrect,newton,0,0.18,incorrect
"['alicia', 'alice']",jack,0,0.44,incorrect,abraham,0,0.31,incorrect,david,0,0.4,incorrect,frances,0,0.5,incorrect,herisson,0,0.15,incorrect,alice,1,1.0,correct,lady,0,0.4,incorrect,bay,0,0.25,incorrect,yavru,0,0.2,incorrect,emmeline,0,0.46,incorrect,duc,0,0.25,incorrect,alicia,1,1.0,correct,laika,0,0.55,incorrect,lady,0,0.4,incorrect,yavru,0,0.2,incorrect,duc,0,0.25,incorrect,laika,0,0.55,incorrect
"['alicia', 'alice']",david,0,0.4,incorrect,joseph,0,0.18,incorrect,adam,0,0.4,incorrect,goldilocks,0,0.4,incorrect,adam,0,0.4,incorrect,alice,1,1.0,correct,lady,0,0.4,incorrect,yokel,0,0.2,incorrect,car,0,0.44,incorrect,estella,0,0.31,incorrect,laika,0,0.55,incorrect,jack,0,0.44,incorrect,esto,0,0.22,incorrect,lady,0,0.4,incorrect,car,0,0.44,incorrect,laika,0,0.55,incorrect,esto,0,0.22,incorrect
"['alicia', 'alice']",goliath,0,0.46,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,jack,0,0.44,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,incir,0,0.55,incorrect,robinson,0,0.15,incorrect,co,0,0.29,incorrect,thuy,0,0.0,incorrect,alicia,1,1.0,correct,arbol,0,0.4,incorrect,alice,1,1.0,correct,robinson,0,0.15,incorrect,thuy,0,0.0,incorrect,arbol,0,0.4,incorrect
"['alicia', 'alice']",samson,0,0.18,incorrect,abel,0,0.44,incorrect,adam,0,0.4,incorrect,charlotte,0,0.43,incorrect,noah,0,0.22,incorrect,esther,0,0.18,incorrect,god,0,0.0,incorrect,pinokyo,0,0.17,incorrect,pinokyo,0,0.17,incorrect,chua,0,0.4,incorrect,thuy kieu,0,0.29,incorrect,alicia,1,1.0,correct,maria,0,0.55,incorrect,god,0,0.0,incorrect,pinokyo,0,0.17,incorrect,thuy kieu,0,0.29,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",caterpillar,0,0.35,incorrect,samuel,0,0.36,incorrect,samson,0,0.18,incorrect,caterpillar,0,0.35,incorrect,pinocchio,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,agustos bocegi,0,0.32,incorrect,pinokyo,0,0.17,incorrect,chau,0,0.4,incorrect,goldilocks,0,0.4,incorrect,alicia,1,1.0,correct,gregorio,0,0.15,incorrect,alice,1,1.0,correct,pinokyo,0,0.17,incorrect,goldilocks,0,0.4,incorrect,gregorio,0,0.15,incorrect
"['alicia', 'alice']",oduduwa,0,0.17,incorrect,jack,0,0.44,incorrect,robinson,0,0.15,incorrect,humpty dumpty,0,0.0,incorrect,david,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,yusuf,0,0.0,incorrect,alice,1,1.0,correct,thuy,0,0.0,incorrect,alicia,1,1.0,correct,mano,0,0.22,incorrect,alice,1,1.0,correct,yusuf,0,0.0,incorrect,thuy,0,0.0,incorrect,mano,0,0.22,incorrect
"['alicia', 'alice']",orwell,0,0.18,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,demir manco,0,0.25,incorrect,yesim,0,0.2,incorrect,duc me,0,0.36,incorrect,thach sanh,0,0.38,incorrect,alicia,1,1.0,correct,el,0,0.29,incorrect,emily,0,0.2,incorrect,yesim,0,0.2,incorrect,thach sanh,0,0.38,incorrect,el,0,0.29,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,itumeleng,0,0.29,incorrect,adam,0,0.4,incorrect,tom sawyer,0,0.27,incorrect,esther,0,0.18,incorrect,alcott,0,0.55,incorrect,eve,0,0.25,incorrect,tom,0,0.0,incorrect,pinokyo,0,0.17,incorrect,emmeline,0,0.46,incorrect,tat,0,0.25,incorrect,tom,0,0.0,incorrect,maria,0,0.55,incorrect,eve,0,0.25,incorrect,pinokyo,0,0.17,incorrect,tat,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abraham lincoln,0,0.4,incorrect,thabang,0,0.31,incorrect,abraham,0,0.31,incorrect,humpty dumpty,0,0.0,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,humpty dumpty,0,0.0,incorrect,ali,0,0.75,correct,senem,0,0.2,incorrect,humpty,0,0.0,incorrect,god,0,0.0,incorrect,humpty dumpty,0,0.0,incorrect,diogenes,0,0.31,incorrect,humpty dumpty,0,0.0,incorrect,senem,0,0.2,incorrect,god,0,0.0,incorrect,diogenes,0,0.31,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,god,0,0.0,incorrect,herod,0,0.2,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,inci,0,0.6,incorrect,hz. muhammed,0,0.24,incorrect,dong,0,0.0,incorrect,the gioi,0,0.29,incorrect,el,0,0.29,incorrect,estupidez,0,0.29,incorrect,emily,0,0.2,incorrect,hz. muhammed,0,0.24,incorrect,the gioi,0,0.29,incorrect,estupidez,0,0.29,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,samuel,0,0.36,incorrect,adam,0,0.4,incorrect,macduff,0,0.33,incorrect,job,0,0.0,incorrect,gertrude,0,0.15,incorrect,heathcliff,0,0.4,incorrect,bay ham,0,0.31,incorrect,bayram,0,0.33,incorrect,em,0,0.29,incorrect,dao,0,0.25,incorrect,maria,0,0.55,incorrect,maria,0,0.55,incorrect,heathcliff,0,0.4,incorrect,bayram,0,0.33,incorrect,dao,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,phineas,0,0.33,incorrect,noah,0,0.22,incorrect,heathcliff,0,0.4,incorrect,charlie,0,0.67,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,bayan,0,0.36,incorrect,duses,0,0.2,incorrect,alice,1,1.0,correct,bo,0,0.0,incorrect,alicia,1,1.0,correct,gracia,0,0.67,incorrect,alice,1,1.0,correct,duses,0,0.2,incorrect,bo,0,0.0,incorrect,gracia,0,0.67,incorrect
"['alicia', 'alice']",god,0,0.0,incorrect,noah,0,0.22,incorrect,job,0,0.0,incorrect,galileo,0,0.67,incorrect,galileo,0,0.67,incorrect,lucy,0,0.44,incorrect,god,0,0.0,incorrect,galile,0,0.73,correct,newton,0,0.18,incorrect,dai bang,0,0.43,incorrect,thatcher,0,0.46,incorrect,isabel,0,0.36,incorrect,europa,0,0.18,incorrect,god,0,0.0,incorrect,newton,0,0.18,incorrect,thatcher,0,0.46,incorrect,europa,0,0.18,incorrect
"['alicia', 'alice']",oliver,0,0.55,incorrect,mr. smith,0,0.14,incorrect,abraham,0,0.31,incorrect,esther,0,0.18,incorrect,job,0,0.0,incorrect,esther,0,0.18,incorrect,mary,0,0.22,incorrect,asci,0,0.6,incorrect,asci,0,0.6,incorrect,nu cong tuoc,0,0.12,incorrect,ba,0,0.29,incorrect,esteban,0,0.17,incorrect,maria,0,0.55,incorrect,mary,0,0.22,incorrect,asci,0,0.6,incorrect,ba,0,0.29,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",jack,0,0.44,incorrect,jack,0,0.44,incorrect,jack,0,0.44,incorrect,david,0,0.4,incorrect,david,0,0.4,incorrect,she,0,0.25,incorrect,octavia,0,0.46,incorrect,pinokyo,0,0.17,incorrect,pinokyo,0,0.17,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,la madre,0,0.31,incorrect,frankenstein,0,0.24,incorrect,octavia,0,0.46,incorrect,pinokyo,0,0.17,incorrect,duc,0,0.25,incorrect,frankenstein,0,0.24,incorrect
"['alicia', 'alice']",pig,0,0.25,incorrect,ngwana,0,0.33,incorrect,estella,0,0.31,incorrect,pinocchio,0,0.4,incorrect,pinocchio,0,0.4,incorrect,mary,0,0.22,incorrect,pinocchio,0,0.4,incorrect,cocuk,0,0.2,incorrect,cocuk,0,0.2,incorrect,nguoi me,0,0.31,incorrect,duc,0,0.25,incorrect,ella,0,0.4,incorrect,maria,0,0.55,incorrect,pinocchio,0,0.4,incorrect,cocuk,0,0.2,incorrect,duc,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",god,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.0,incorrect,heidi,0,0.36,incorrect,god,0,0.0,incorrect,mary,0,0.22,incorrect,charlotte,0,0.43,incorrect,charlotte,0,0.43,incorrect,hamlet,0,0.55,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,la madre,0,0.31,incorrect,diablo,0,0.36,incorrect,charlotte,0,0.43,incorrect,hamlet,0,0.55,incorrect,duc,0,0.25,incorrect,diablo,0,0.36,incorrect
"['alicia', 'alice']",oliver twist,0,0.35,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,samy,0,0.22,incorrect,alice,1,1.0,correct,miss,0,0.22,incorrect,ali,0,0.75,correct,osman,0,0.2,incorrect,co be,0,0.4,incorrect,thumper,0,0.17,incorrect,sheila,0,0.33,incorrect,mesa,0,0.22,incorrect,miss,0,0.22,incorrect,osman,0,0.2,incorrect,thumper,0,0.17,incorrect,mesa,0,0.22,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,donald,0,0.36,incorrect,esther,0,0.18,incorrect,goldilocks,0,0.4,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,heathcliff,0,0.4,incorrect,orhan,0,0.2,incorrect,dom,0,0.0,incorrect,thay,0,0.22,incorrect,sheila,0,0.33,incorrect,maria,0,0.55,incorrect,alice,1,1.0,correct,orhan,0,0.2,incorrect,thay,0,0.22,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abraham lincoln,0,0.4,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,edith,0,0.2,incorrect,god,0,0.0,incorrect,she,0,0.25,incorrect,heathcliff,0,0.4,incorrect,bay hamish,0,0.27,incorrect,yahya kemal,0,0.25,incorrect,dom,0,0.0,incorrect,thoreau,0,0.17,incorrect,alicia,1,1.0,correct,shakespeare,0,0.25,incorrect,heathcliff,0,0.4,incorrect,yahya kemal,0,0.25,incorrect,thoreau,0,0.17,incorrect,shakespeare,0,0.25,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,noah,0,0.22,incorrect,god,0,0.0,incorrect,noah,0,0.22,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,ali,0,0.75,correct,ali,0,0.75,correct,em,0,0.29,incorrect,thoreau,0,0.17,incorrect,platon,0,0.33,incorrect,orfeo,0,0.2,incorrect,emily,0,0.2,incorrect,ali,0,0.75,correct,thoreau,0,0.17,incorrect,orfeo,0,0.2,incorrect
"['alicia', 'alice']",adam,0,0.4,incorrect,charlie,0,0.67,incorrect,robinson crusoe,0,0.3,incorrect,alice,1,1.0,correct,goldilocks,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,dai uy,0,0.36,incorrect,thoreau,0,0.17,incorrect,alicia,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,thoreau,0,0.17,incorrect,alice,1,1.0,correct
"['alicia', 'alice']",samuel,0,0.36,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,hamlet,0,0.55,incorrect,diogenes,0,0.31,incorrect,alice,1,1.0,correct,queen,0,0.2,incorrect,don kisot,0,0.14,incorrect,yeremya,0,0.17,incorrect,emily,0,0.2,incorrect,thach sanh,0,0.38,incorrect,la reina,0,0.43,incorrect,maria,0,0.55,incorrect,queen,0,0.2,incorrect,yeremya,0,0.17,incorrect,thach sanh,0,0.38,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",david,0,0.4,incorrect,samuel,0,0.36,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,herodias,0,0.29,incorrect,the queen of hearts,0,0.08,incorrect,king,0,0.22,incorrect,napoleon,0,0.46,incorrect,tegmen,0,0.18,incorrect,thi,0,0.25,incorrect,quan,0,0.22,incorrect,robin,0,0.2,incorrect,napoleon,0,0.46,incorrect,king,0,0.22,incorrect,tegmen,0,0.18,incorrect,quan,0,0.22,incorrect,napoleon,0,0.46,incorrect
"['alicia', 'alice']",flamingo,0,0.31,incorrect,pinocchio,0,0.4,incorrect,orpheus,0,0.17,incorrect,flora,0,0.36,incorrect,flamingo,0,0.31,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,pinokyo,0,0.17,incorrect,flamingo,0,0.31,incorrect,"flora ""flo"" banks",0,0.26,incorrect,thach sanh,0,0.38,incorrect,matilda,0,0.46,incorrect,erizo,0,0.2,incorrect,alice,1,1.0,correct,flamingo,0,0.31,incorrect,thach sanh,0,0.38,incorrect,erizo,0,0.2,incorrect
"['alicia', 'alice']",jesus,0,0.2,incorrect,abraham,0,0.31,incorrect,noah,0,0.22,incorrect,jesus,0,0.2,incorrect,andriamanitra,0,0.42,incorrect,mary,0,0.22,incorrect,portia,0,0.33,incorrect,yezid,0,0.2,incorrect,platon,0,0.33,incorrect,thay,0,0.22,incorrect,thuy kieu,0,0.29,incorrect,arbitra,0,0.46,incorrect,medea,0,0.2,incorrect,portia,0,0.33,incorrect,platon,0,0.33,incorrect,thuy kieu,0,0.29,incorrect,medea,0,0.2,incorrect
"['alicia', 'alice']",esther,0,0.18,incorrect,joseph,0,0.18,incorrect,abraham,0,0.31,incorrect,oliver twist,0,0.35,incorrect,oliver,0,0.55,incorrect,joanna,0,0.33,incorrect,tabitha,0,0.46,incorrect,madam bovary,0,0.22,incorrect,ann,0,0.25,incorrect,em,0,0.29,incorrect,thuy,0,0.0,incorrect,esther,0,0.18,incorrect,maria,0,0.55,incorrect,tabitha,0,0.46,incorrect,ann,0,0.25,incorrect,thuy,0,0.0,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",esther,0,0.18,incorrect,adam,0,0.4,incorrect,job,0,0.0,incorrect,heathcliff,0,0.4,incorrect,job,0,0.0,incorrect,phoebe,0,0.18,incorrect,waldo,0,0.4,incorrect,covent,0,0.36,incorrect,hardal,0,0.36,incorrect,emmely,0,0.18,incorrect,than,0,0.22,incorrect,charlie,0,0.67,incorrect,adan,0,0.4,incorrect,waldo,0,0.4,incorrect,hardal,0,0.36,incorrect,than,0,0.22,incorrect,adan,0,0.4,incorrect
"['alice ejder', 'alicia', 'alice', 'ejder']",jesus,0,0.4,incorrect,samuel,0,0.36,incorrect,job,0,0.25,incorrect,esther,0,0.55,incorrect,job,0,0.25,incorrect,alice,1,1.0,correct,mother,0,0.36,incorrect,aliya,0,0.73,correct,ataturk,0,0.31,incorrect,di theo,0,0.33,incorrect,phuc,0,0.22,incorrect,sancho,0,0.36,incorrect,godot,0,0.2,incorrect,mother,0,0.36,incorrect,ataturk,0,0.31,incorrect,phuc,0,0.22,incorrect,godot,0,0.2,incorrect
"['alicia', 'alice']",job,0,0.0,incorrect,themba,0,0.18,incorrect,samuel,0,0.36,incorrect,godot,0,0.0,incorrect,god,0,0.0,incorrect,elizabeth,0,0.43,incorrect,esther,0,0.18,incorrect,bay hammar,0,0.25,incorrect,yazar,0,0.36,incorrect,em,0,0.29,incorrect,thay,0,0.22,incorrect,charlie,0,0.67,incorrect,ulises,0,0.55,incorrect,esther,0,0.18,incorrect,yazar,0,0.36,incorrect,thay,0,0.22,incorrect,ulises,0,0.55,incorrect
"['alicia', 'alice']",lewis,0,0.4,incorrect,esau,0,0.22,incorrect,jonah,0,0.2,incorrect,pinocchio,0,0.4,incorrect,pinocchio,0,0.4,incorrect,alice,1,1.0,correct,red,0,0.25,incorrect,bayan,0,0.36,incorrect,pinokyo,0,0.17,incorrect,pinocchio,0,0.4,incorrect,dai,0,0.5,incorrect,gregorio,0,0.15,incorrect,langosta,0,0.29,incorrect,red,0,0.25,incorrect,pinokyo,0,0.17,incorrect,dai,0,0.5,incorrect,langosta,0,0.29,incorrect
"['alic', 'alice', 'alicia']",griffin,0,0.31,incorrect,sebele,0,0.36,incorrect,mock turtle,0,0.25,incorrect,tortoise,0,0.31,incorrect,mock,0,0.25,incorrect,the mock turtle,0,0.2,incorrect,turtle,0,0.36,incorrect,yalanci kaplumbaga,0,0.42,incorrect,kaplumbaga,0,0.38,incorrect,emmeline,0,0.46,incorrect,chua,0,0.4,incorrect,la falsa tortuga,0,0.27,incorrect,orfeo,0,0.2,incorrect,turtle,0,0.36,incorrect,kaplumbaga,0,0.38,incorrect,chua,0,0.4,incorrect,orfeo,0,0.2,incorrect
"['alicia', 'alice']",pinocchio,0,0.4,incorrect,abel,0,0.44,incorrect,job,0,0.0,incorrect,porpoise,0,0.31,incorrect,pinocchio,0,0.4,incorrect,matilda,0,0.46,incorrect,tom,0,0.0,incorrect,pinokyo,0,0.17,incorrect,domuzbaligi,0,0.47,incorrect,dai bang,0,0.43,incorrect,xam,0,0.25,incorrect,homero,0,0.18,incorrect,orfeo,0,0.2,incorrect,tom,0,0.0,incorrect,domuzbaligi,0,0.47,incorrect,xam,0,0.25,incorrect,orfeo,0,0.2,incorrect
"['alicia', 'alice']",abraham lincoln,0,0.4,incorrect,job,0,0.0,incorrect,robinson crusoe,0,0.3,incorrect,esther,0,0.18,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,emma,0,0.22,incorrect,kafka,0,0.36,incorrect,sancho,0,0.36,incorrect,esther,0,0.18,incorrect,emily,0,0.2,incorrect,alicia,1,1.0,correct,aladino,0,0.5,incorrect,emma,0,0.22,incorrect,sancho,0,0.36,incorrect,emily,0,0.2,incorrect,aladino,0,0.5,incorrect
"['alicia', 'alice']",goldilocks,0,0.4,incorrect,jack,0,0.44,incorrect,joseph,0,0.18,incorrect,alice,1,1.0,correct,pinocchio,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,em,0,0.29,incorrect,em,0,0.29,incorrect,alicia,1,1.0,correct,emily,0,0.2,incorrect,alice,1,1.0,correct,ali,0,0.75,correct,em,0,0.29,incorrect,emily,0,0.2,incorrect
