Single_ent,en,en_results,en_shuffled,en_shuffled_results
['jack'],"Autumn smiled at him, and his eyes popped. He shook himself like he was getting out of a pool. I had talked about my friend Autumn, but I had not told [MASK] about her face or the new shape of her body. He said, “Hi,” and the evening had seemed fine and normal, like every other birthday celebration with The Mothers and Autumn, except [MASK] was there too. It was only later that I realized how much time Autumn spent looking at her new phone, how distantly polite she was with [MASK].",him,"told but was about with her he too. eyes face It was there Autumn, said, her [MASK]. had of distantly Autumn, him, only of [MASK] out shape like every smiled and phone, was her a celebration getting himself time polite or and I friend much normal, the that other birthday popped. how at how fine and at was pool. his spent He with new and the except seemed later evening my new not about body. Mothers had realized like I [MASK] I Autumn Autumn she looking shook The talked He “Hi,” had",Autumn
['jack'],"At the end of the night, when we were dropping [MASK] back at his house, he looked at me with pity before getting out of the car. I don’t think he meant to, but I could see it on his face. He didn’t believe that Autumn was—or ever had been—my friend. The daughter of my mom’s best friend, who was around a lot? Sure. But he thought I had deluded myself into believing this hot girl was my friend.",Autumn,"believe friend. thought The see mom’s had my his friend, at the the been—my best night, out on to, But of meant believing before but house, I at he [MASK] think his that He end who could of we was myself don’t friend. hot daughter back face. car. looked lot? were had was—or a dropping my he pity Sure. he At into Autumn around me I getting ever the didn’t with it of I when this girl was deluded",God
['jack'],"I made it my mission to prove that Autumn was my friend. For the next two months, [MASK] was flooded with invitations to my home, where pictures of Autumn and I, arms slung around each other, covered the walls and where my mom could tell him story after story of all the adventures Autumn and I had together.",dad,"story to tell next mission and [MASK] after invitations together. around to of I my had that was all and of adventures prove was For where my the Autumn the covered flooded mom with I slung arms story two him my the could each other, pictures I, Autumn my it made home, where and friend. months, Autumn walls",Autumn
['jack'],"I succeeded in proving to him that Autumn and I had been friends, but I failed to prove to him (or honestly, me) that she and I were still friends. On the last day of school before winter break, [MASK] finally said something. I cannot remember what I had been telling him, only that it had been about Autumn.",he,"[MASK] something. break, that telling failed I that me) been Autumn. I said she the prove Autumn remember and day had I only to it were him, about proving had I I finally I that been school of and but to cannot had friends, before been him succeeded winter still On what friends. (or last honestly, in to him",Autumn
['jack'],"We were in the locker room, right before second period. [MASK] looked around, panic in his eyes. I expected him to abandon me. Instead, he laughed loudly, punched my arm, said, “Oh yeah? Let’s take this outside,” and hurried me out.",Tyler,"take abandon room, eyes. in yeah? hurried my punched “Oh to his in Let’s We second laughed I were me he loudly, him said, period. and looked the arm, panic locker outside,” before this out. Instead, [MASK] around, right me. expected",He
['jack'],"She said, “The thing to do is focus on what makes you feel good about yourself, like school and soccer. You have your new friend [MASK]. You can remind yourself, ‘Autumn is where she wants to be right now, and that’s okay. I’m still great, and I’ll be around if she needs me.’ Hmm?” She squeezed my foot again.",Autumn,"if and I’m my You thing still and great, around is remind on now, squeezed is said, and to friend right have foot feel you about ‘Autumn okay. where I’ll She yourself, that’s be soccer. what can your be yourself, do You wants She new she focus Hmm?” to [MASK]. school makes good like me.’ needs again. “The she",Coach
['jack'],"It made sense, because it wasn’t that different from what I had thought before, though I had overshot the goal. I needed to get cooler. Soccer was the best path forward to looking more manly. I’d show Autumn that I wasn’t a loser without friends; [MASK] and I would make more friends somehow.",Autumn,"what that would wasn’t needed I I’d to from that had and I the looking more because somehow. friends; sense, goal. [MASK] was forward made best friends more cooler. Autumn manly. overshot had I though Soccer the loser make get wasn’t I a I different it to before, show without path It thought",Charlie
['jack'],"[MASK] and I had worried one of us might not make it on the junior varsity team. When the lists were posted, I searched for my name on the JV list and was devastated to not see it. Still, I was happy for [MASK].",He,"see my happy was and the I might and varsity had team. junior Still, When list the was JV [MASK] the name not devastated for searched [MASK]. one posted, it on on to of I us make lists worried not it. for I were",Varsity
['jack'],"[MASK] told me later that my ability to brush off the snarky comment from that junior, my new teammate, made me seem cool. There had been chuckles of appreciation according to him. I wasn’t sure about that though.",He,"him. that me made chuckles sure comment snarky off wasn’t that from to that to had been though. the my about of ability me teammate, [MASK] later appreciation told my There new brush seem according junior, I cool.",Teammate
['jack'],"The varsity soccer team practiced on the north field, near the student parking lots. The junior varsity team practiced on the south field, closer to the circular drive where parents dropped off and picked up kids. Even though [MASK] and I were on different teams, our schedules were still the same, and my mom would drive us to and from practice every day for those last weeks of summer.",my brother,"still near parking student for every Even [MASK] would varsity though I where from dropped picked soccer field, the practice were up those varsity to south mom practiced the circular different same, The to weeks schedules the practiced our and summer. day my the on closer teams, lots. drive us and on The of drive junior the parents team last on field, were and kids. north and off team",Varsity
['jack'],"At the end of the first practice, my teammates all walked to their cars. One guy asked me if I needed a ride, which was nice, but I told him I was all set and walked across campus to where [MASK] would be waiting for me. I was excited to tell him that practice hadn’t been as hard as I thought.",my dad,"set him would their hard which me. I teammates was guy cars. a [MASK] first and end I as the thought. all be as nice, needed of was At the where my that was walked hadn’t to me him excited asked waiting but walked to all across practice, if to ride, One practice I I been campus I told tell for",Teammate
['jack'],"We all joined [MASK] on the low wall, waiting to get picked up. We didn’t talk that much, but the next day, as I trudged from the north field to the south, I saw the girls by the gym door again. It was only as I approached and saw them watching me that I figured out they were waiting for me.",him,"We me up. for south, I was waiting I picked them next the all I north I approached trudged only the field to It girls the [MASK] figured me. saw out door much, but as to We wall, were didn’t the day, as low that joined waiting saw from talk get and the that gym the on again. watching by they",Emily
['jack'],"What if, this morning, she woke up in the tent before I thought? What if she woke up as I lifted my arm off her, then lay there wondering why I had been touching her, why I was still lying close to her and not speaking? If that was the case, she would have—or could have—heard me say many, many, incriminating things to [MASK] outside the tent.",God,"wondering was I and not woke I to up woke there as many, the arm tent. if, say up that close why this then could What touching was her case, What why thought? been many, me the she to I lying outside things she in my tent speaking? if If morning, [MASK] have—heard still I had off incriminating lifted would her, she lay her, the before have—or",Heathcliff
['jack'],"It strikes me how backward my plan sounds: give up a girl who adores me, who I love well enough, to be a disciple for a different girl who will never fall for me. [MASK] has always said I’m irrational when it comes to Autumn, and maybe I should have taken him more seriously, because he was right earlier today.",He,"him well comes for love always never I’m irrational be have and girl seriously, me, plan he said how because disciple backward I a a girl it me. to earlier maybe up me for sounds: [MASK] should a strikes who has taken different more to It right who when was enough, will I who give my adores today. fall Autumn,",Adam
['jack'],“I already know why you did it.” She doesn’t have to explain that part. I know she’s never wanted me like that. I don’t need to hear her say it. “I just want to know why you had to be so cruel about it.” It’s time to face what [MASK] has been telling me all these years.,Everyone,don’t to you just be She “I me like me “I part. to to already know telling to know need you that. did know had doesn’t all these time she’s years. wanted say explain why her want it. it.” [MASK] that it.” has cruel been have why face so to It’s about never I hear what I,Emily
['autumn'],But [MASK]’s getting upset. She sits up and pulls the covers around her protectively. She frowns at me. The birds are still singing.,Emily,are covers But the still upset. She [MASK]’s her at sits getting around birds protectively. The She pulls me. frowns and singing. up,Mother
['autumn'],"“It just felt so nice not to be the weird girl anymore,” [MASK] says. “I liked being popular. We did kinda grow apart that year.”",Cady,"popular. liked apart be year.” felt girl “It nice that so grow weird [MASK] kinda says. the not just to We “I did anymore,” being",Eleven
['autumn'],"“I don’t like him.” I shrugged. “I told you before: [MASK]’s an old friend from when we were kids. Sucks that she likes such a show-off.” I shrugged again. Up ahead, [MASK] and her friends were waiting at the crosswalk for the light to change.",Emily,"before: told show-off.” we waiting to when Up at old such from for the crosswalk [MASK]’s kids. friend I Sucks “I shrugged. ahead, don’t a were friends him.” that shrugged were like likes an I her and again. you “I change. light the she [MASK]",Heather
['jack'],"My face must change because she smiles and clambers into my lap. We wrap our arms around each other and settle in. After a moment, she says, “You know, I never thought this would happen either. When [MASK] told me—” and then she stops.",her mother,"into smiles “You other a told We wrap know, change then me—” I lap. clambers thought she happen When face around in. moment, arms our she [MASK] stops. would settle and because My never this and must each says, and she my After either.",Emily
['jack'],"“Sorry,” I say. “I was trying to decide whether I should kill [MASK] for telling you I was into you or if I should kill him for telling you that I wasn’t into you. Tough call.”",him,"I telling I I wasn’t or [MASK] you if should telling call.” you should for was into whether kill for “Sorry,” was kill him decide you. into that I trying you Tough “I to I say.",God
['jack'],"“Yeah,” I admit. [MASK] was protecting me, but there’s no way he believed that I was over Autumn. I’m wondering now though. “What would you have done if he’d told you the truth, that I was”—I try to remember how [MASK] put it before—“bonkers in love with you?”",He,"would me, that before—“bonkers if way try admit. though. “Yeah,” you?” [MASK] he was now with the I was no remember [MASK] truth, put but “What that I wondering to Autumn. was”—I how you done you over I I’m have love there’s in protecting it he’d told believed",Autumn
['george w'],"“I think my mother has a special bottle of champagne hidden away for just this occasion,” I say. I’m only partially joking. Mom has labeled some of her alcohol, like for when [MASK]. Bush leaves office and stuff. One expensive one said, “Finny-Autumn Day or NYE 2010.” At the time, I was glad she’d made alternative plans for it.",George,"say. alcohol, time, her for said, made Day think mother just champagne labeled At for occasion,” this and alternative of my away some “Finny-Autumn office plans the expensive only Mom hidden joking. [MASK]. she’d was bottle I’m like partially “I glad has special NYE stuff. One it. has I Bush a when one or leaves of 2010.” for I",Champagne
['jack'],"“Everything,” she says, which can’t be true. I didn’t even know everything until last night. And [MASK] wouldn’t have called her before I arrived.",He,"can’t [MASK] And night. says, be everything “Everything,” arrived. true. even until wouldn’t I last her called which I before didn’t she have know",God
['syl'],"“[MASK],” I start, but I don’t know where to begin. I stay on the highway, passing all the exits that could take us home.",Dad,"passing us stay exits begin. the but don’t “[MASK],” to start, all home. take could the highway, I where on know I I that",Route
['syl'],"“[MASK],” I say as I drive toward her house, speeding up a bit. “Don’t be ridiculous. I’ve been enough of a bastard already. I’m not letting you walk home in the rain.”",Emily,"enough drive I’ve in a rain.” been up a already. home say “Don’t be speeding not bit. I’m ridiculous. her bastard you letting walk “[MASK],” house, toward I of as I the",Asshole
['lexy'],"“[MASK],” I say. It’s too fucking early for her to call. It doesn’t matter if we’re sleeping together again. “Stop being a drama queen,” I groan into the phone and roll over in bed.",Emily,"“[MASK],” It early say. drama too the groan being if in her again. I over a queen,” sleeping and we’re into phone doesn’t “Stop call. roll bed. matter together It’s for to fucking I",Victoria
['jack'],"I’m still standing in Finn’s yard staring at the grass he’ll never mow again. I don’t know how long it’s been when a woman’s voice says, “[MASK], right?”",Finn,"woman’s yard staring long I’m “[MASK], a voice again. he’ll in Finn’s don’t grass been the when know mow never says, how right?” at still I standing it’s",Emily
['jack'],"“The arrangements still have to be made, but I’m sure we’ll see you at the wake, [MASK],” she says before going inside. “Thanks again.”",Mr. Smith,"again.” “The I’m at inside. you [MASK],” “Thanks to have made, arrangements going sure before she see but we’ll says the be wake, still",Doctor
['jack'],"There’s an odd aura around us as we approach. I feel so young, like I’m being escorted into kindergarten, and I’m resentful and grateful all over again. My parents shoulder themselves on either side of me, and I can tell all their focus is on me. They don’t speak, but it’s strange: the closer we get to the horrible box, to the grinning photograph of my friend that sits on top, it’s like I can feel my parents saying to me, See, [MASK]? This is death.",honey,"I into don’t we shoulder photograph get There’s saying like top, of as See, strange: the either box, so the us kindergarten, young, escorted focus friend we it’s approach. and I’m horrible grinning resentful on me, again. sits to parents This feel grateful all odd around speak, my being death. me, it’s parents aura on closer I is side me. feel and all but themselves is their that My They can an I on I’m my to over of and [MASK]? tell to can the like",God
['jack'],"“You don’t have to pretend that we were more than friends of convenience, [MASK]. I’m tired of people pretending to care more about me than they do.”",Emily,"than we more [MASK]. “You I’m me were care have pretending pretend do.” convenience, friends of about tired to don’t of to they more that than people",Others
['sylv'],"“Uh-huh.” I take a gulp of coffee, which hasn’t quite cooled and burns down my throat. “So my guess is that’s what [MASK] said to you, and then you pushed back, because of course you did, and that’s when she said what you said to me, huh?”",She,"what I she huh?” to burns coffee, of my and back, said my to me, is that’s then you, that’s a and quite “Uh-huh.” said take and which when said [MASK] you you throat. gulp what “So cooled you hasn’t did, pushed guess down course because of",Emily
['trevor'],"“Hey,” I say as I approach, careful to stand back so that it’s obvious I’m not trying to cut in line for the keg. Maybe he’s in his own head, but [MASK] blanches for a moment.",He,"the a say in back to his blanches line for own obvious stand in for I’m [MASK] approach, Maybe that cut “Hey,” but not so head, I I to it’s he’s keg. trying careful moment. as",Trump
['chloe'],"That’s the kind of high school memory I want to live in tonight, so even though I have no idea what [MASK] was saying about me to her friend, I head over. A few of the girls rush off, but one of her friends stays.",Jessica,"I friend, school the stays. [MASK] tonight, no over. about to live in of me head was That’s one but the rush so even of idea girls saying her though what off, her kind A of have I high I few memory friends want to",Emily
['chloe'],"After the words are out of my mouth, I try to turn them into a joke with a laugh, but that makes it worse. [MASK]’s and her friend’s faces go through a strobe light sequence of reactions before settling back to pity.",Emily,"my into of light and the through them joke makes reactions but worse. her pity. turn [MASK]’s a out to back faces to try before I of friend’s mouth, go with sequence a a After are laugh, strobe settling words that it",God
['chloe'],"“You know? How you showed up at soccer practice like that?” [MASK] touches my arm in a way that I used to think meant a girl was flirting, but now I’m not so sure.",Emily,"How I’m that?” arm to not think a practice flirting, way up a now was in meant showed I used at know? “You my touches soccer that but you like girl so [MASK] sure.",you're
['kyle'],"I think my dad calls it an Irish goodbye when you don’t tell anyone you are leaving, and that’s what I’m trying to do, but halfway to my car, I hear [MASK] call my name. I turn, and he jogs up to me.",Sam,"hear I it I Irish anyone don’t my halfway jogs call you I’m that’s what but car, goodbye to to dad calls up leaving, and trying he are [MASK] my when tell I an turn, name. do, my me. you think and to",Dad
['kyle'],"“It’s okay, [MASK].” Because it kind of is. I’m glad that no one hates me, but I’m also glad that the guys on the team aren’t friends I should be concerned about losing. I clap [MASK] on the shoulder. “Thanks for the invite. Good luck in Cali.”",Coach,"about clap glad be on glad guys I “Thanks of I’m invite. me, the losing. also for concerned in Because friends luck aren’t hates should is. okay, [MASK].” team one [MASK] kind the I’m the Cali.” the “It’s I Good no shoulder. on but that it that",God
['kyle'],"The next morning, I tell my parents about catching up with [MASK] and the guys on the team, how it was nice to see everyone but how I’m starting to get more excited about college.",Mark,"the and catching morning, about the team, next parents was nice it I how starting see tell more college. about to The how to with get [MASK] guys I’m my everyone up on excited but",Coach
['carter'],"“Well, if we don’t see you again, have a good semester!” Mrs. [MASK] says. The tears in her eyes glitter. “Let us know if you ever need anything!”",Jones,"tears Mrs. good The need in us eyes you glitter. if if have we don’t see [MASK] know a semester!” her “Well, anything!” again, “Let ever says. you",Professor
['brett'],I give it enough time that [MASK]’s parents would have to be seriously unreasonable to still be hanging around. My fingers and toes are wrinkled raisins by the time I get out.,Anyone,have to enough I I still time out. seriously to hanging fingers and unreasonable around. that raisins by wrinkled My give toes be would be the it are parents [MASK]’s time get,Grandma
['brett'],"It’s only nine o’clock, but I hope this [MASK] guy is asleep. When I get to the room, I decide he may as well be asleep, because he’s reading the new student manual.",student,"to room, as asleep. be may new decide he’s manual. well hope I but nine is [MASK] get I only reading the he guy It’s student asleep, When the o’clock, I because this",Linus
['brett'],"[MASK] keeps a picture of himself in a frame on his desk. It’s one of those dopey baseball card pics, and he looks about fourteen or so. Must have been a stellar season.",He,"have frame in Must his stellar or of looks he been himself so. on season. dopey and card one a those a fourteen keeps about baseball pics, desk. of picture [MASK] a It’s",Bart Simpson
['brett'],"So that first Saturday at college, I leave [MASK], the middle school baseball star, sleeping on his side of the room and head to the dining hall. I scarf half a bagel and some juice and head out to scout my new route.",Chad,"first juice out half some on I my Saturday baseball scarf bagel [MASK], to room hall. side his So college, sleeping dining middle leave scout star, head the new of and and school a that to at the I route. and head the",Yankee
['brett'],"Which I don’t think I’m going to have to worry about today. All week, people have been handing me flyers for various official and unofficial welcome parties that took place last night. [MASK] woke me up when he stumbled home close to dawn. It seems likely he went rather than fell asleep watching TV in the common room.",Roommate,"going been night. parties seems to he likely fell week, in TV dawn. home have close common place don’t stumbled I’m welcome handing watching about up went Which to took people official last and than various woke asleep when today. It unofficial flyers think me room. I rather the All for [MASK] worry he that me to have",Trump
['brett'],"Sometimes I see [MASK] the boring on campus at the Frisbee golf games or outdoor painting workshops, so I guess he’s branched out from dorm activities. He has remained a mystery I do not want to solve, though it still bothers me that he feels the same about me, since he never gave me a chance.",He,"painting a [MASK] the has since so that He I golf he’s I never on about workshops, out not campus chance. do dorm at still see games Sometimes me boring me, I gave remained want branched outdoor bothers he to feels though the or same me from a Frisbee it mystery solve, guess he the activities.",Da Vinci
['zelda'],"“Met a guy from Taiwan last night. He seemed cool.” I’d met him in the elevator. He liked my [MASK] shirt, and we’d talked for about twenty seconds before we got off and walked to opposite ends of the floor, but it still counts.",LeBron,"off and floor, I’d the guy Taiwan of before [MASK] him ends shirt, to opposite talked a He my still it about we seconds for the He night. met cool.” we’d got last “Met in from liked elevator. twenty and but seemed walked counts.",Chen
['brett'],"As I get off the elevator, it occurs to me that [MASK] will probably be in our room and not expecting me. My schedule has been pretty exact these past weeks. If he’s jerking off, he’d at least lock the door. And since the knob turns—",Heathcliff,"weeks. to that As schedule If he’d off, our lock has probably been pretty the he’s least expecting these And turns— exact it me room knob door. be I past jerking not get since elevator, at will occurs and off in me. the My the [MASK]",key
['brett'],"[MASK] tries to play it off like he’s been reading the textbook on his lap, but the framed picture he’d been holding clatters as he sets it back on the desk.",Heathcliff,"the the desk. it back to his been tries but off on clatters holding play picture as sets like reading the been it framed textbook lap, he he’s on he’d [MASK]",Linus
['brett'],"“You won’t,” [MASK] says. He looks directly at me from across the table, his food forgotten. He’s so certain. “You won’t forget. You’ll never forget,” he says.",Heathcliff,"across won’t so He’s his forgotten. looks never from certain. “You says. food forget. “You won’t,” table, says. the directly You’ll at he He [MASK] forget,” me",Samuel
['taylor'],"“She tried to kill herself. She survived, but she’s in the hospital.” She sighs. “[MASK] told me. I don’t even know how she found out. She thought I’d be happy.”",Her mother,"out. the happy.” She I kill how found me. even herself. in thought told She “She She to know sighs. but tried survived, I’d be don’t she hospital.” “[MASK] she’s",Emily
['sylv'],"“If I didn’t offer, then I should have been guilted,” I say. “I’m telling you, [MASK], I really should have said something after I saw her last weekend.”",Emily,"I offer, I “I’m her “If said I I last should been then [MASK], after say. saw weekend.” guilted,” should really have you, have telling something I didn’t",God
['dave'],"“Yeah, she slept in a little, so when it was time to take [MASK] to school, I went to the crib, and she was so still, I really thought that she wasn’t breathing. When I picked her up, she didn’t stir for a second, so for this horrible moment, I really, really thought she was gone.” She laughs. “But then she woke up and was so grumpy with me! She must have been having a good dream.”",Emily,"a she was this [MASK] thought didn’t she slept been she with really and she so having I really, her and still, for up thought “Yeah, really that the little, I to up, “But to must crib, time to grumpy she moment, when stir for woke She so dream.” good When went was gone.” was She picked breathing. a I it so laughs. was take second, wasn’t me! a I have school, she so then horrible in",Emily
['beba'],"Once she is free, the baby stops crying, but seemingly only out of confusion. “[MASK]?” She waits for me to do something, but I don’t know what to do, so I continue to hold her from under her armpits out in front of me. “Meh?” she tries again and whimpers.",Mommy,"continue her confusion. know from she “Meh?” of but don’t what do out in something, do, seemingly free, crying, of so Once me. out the waits baby “[MASK]?” again to me for tries but She she to is to under front and armpits only her I stops whimpers. I hold",Mommy
['dave'],"“I guess I thought that [MASK] or our love and the life we were building together would be enough. I knew it would be hard, but I thought that while we were working and saving money for the future together, we’d be more together? Maybe doing better than we are now?”",God,"[MASK] I we would I working be together, we’d be we and saving Maybe together? enough. it are life while would were than guess building the better and doing knew thought I we or together thought were love the “I be but future hard, now?” more our that that money for",God
['john'],"“Hi.” I’m trying not to stare at the ghost before me, but the hostess has pulled out the chair, and everyone is waiting for me to sit. To compensate, I sit too quickly as she tries to push in the chair for me, and I end up four inches too far from the table. I adjust myself as she assures [MASK] that a waitress will be by shortly.",me,"I far waiting from inches is too not will me, the out “Hi.” I’m sit. adjust too stare be to To tries I the a push up quickly for sit pulled hostess compensate, me everyone table. the as end at ghost assures the and that waitress myself chair to in for I by me, [MASK] and trying four but chair, before the she has to she as shortly.",the hostess
['john'],"The waitress is suddenly there, and I’m agreeing to lemon in my water and being handed a menu that looks like a wedding invitation. [MASK] already has what looks like a dirty martini, but it appears untouched. Condensation is beginning to form under the chill of what’s probably incredibly expensive vodka.",She,"like is untouched. of there, incredibly it agreeing form a and handed what’s to a appears the wedding looks a what is to invitation. that my in vodka. like probably dirty has water martini, already chill and Condensation but looks I’m lemon The waitress under suddenly menu being expensive [MASK] beginning",menu
['john'],"“So what is it, [MASK]?” I say after we’ve ordered strange-sounding appetizer salads and the waitress has faded into the shadows. “Why did you stay away for most of his life?”",his father,"most after away “Why for the say I waitress into has his what and is life?” ordered [MASK]?” strange-sounding the you appetizer salads shadows. stay “So did faded it, of we’ve",Garth
['john'],My laugh makes the tears spill but also stops more from forming. I touch my fingertips to my eyes for the sake of my mascara and look back at [MASK]. The gentle concern on his face almost melts my resolve to continue to hold him to the fire.,Heathcliff,laugh on resolve face eyes stops and fire. gentle concern [MASK]. the my look My for continue to sake tears melts to to the makes but my forming. him my also at The fingertips from back my I his mascara to hold of almost spill more the touch,Edward
['stella'],"“She was”—he takes another small sip from his glass and sets it back down on the tablecloth—“cold to him is I suppose the way to describe it. She went out of her way to word things so it was understood that she and [MASK] and I were the real family. And I did nothing, Autumn.” His gaze is firm as he admits it. “I should have done or said something, at least to him alone. But the marriage was already half-dead, and I was envisioning losing my second child by trying to reconnect with my first, and I—”",her husband,"things it to envisioning glass I—” firm understood first, something, was trying were to his said I to that child She [MASK] so second But did admits I family. out And should from my it. small with went by gaze at marriage was”—he already the way and as Autumn.” the alone. is was nothing, was real the or I sets my the another losing and it and tablecloth—“cold takes and sip to done she on to him His word half-dead, least and way of reconnect I “I him “She describe have is down suppose he her back it.",Emily
['john'],"The waitress appears with our salads. Mine is seaweed and shavings of cucumber, which looks like a pile of green spaghetti. [MASK]’s salad is red somehow. I find myself ordering both steak and lobster and wondering if the waitress will faint if I ask for a doggy bag at the end of the meal. Before she leaves, she asks [MASK] if he would like another martini. He hesitates and says no but to ask again after the entrées have arrived.",He,"of lobster like steak he our again faint doggy and ordering cucumber, wondering like another would I martini. and Mine appears the have find a she says if with seaweed and shavings salad she if [MASK] red the salads. if after hesitates leaves, which myself asks the [MASK]’s no the looks of to I at but bag somehow. waitress pile end entrées is of for spaghetti. ask ask and The waitress He both is a meal. arrived. green will Before",waitress
['jack'],"“I’m going to need those stories that you’re collecting,” I tell him. “And [MASK]’s been working to get all sorts of pictures from people. Maybe we could put them together as a book for the baby.”",He,"working from book get stories you’re a those all been need the as put for together pictures that them baby.” “And Maybe going [MASK]’s could I tell sorts to to collecting,” him. “I’m people. we of",Dr. Seuss
['john'],"When the waitress comes with our entrées, [MASK] doesn’t order another martini. There isn’t space at the table anyway with all the documents spread out. Together we build another inheritance for Phineas’s child.",Phineas,"another for anyway isn’t inheritance our table with [MASK] the out. doesn’t When the comes documents another the entrées, all space There martini. waitress at we Together Phineas’s child. build spread with order",Phineas
['john'],"For the time being, I called [MASK] to let him know that the baby is a girl, and I told him about her heart. He babbled a bit about being able to afford the best doctors, and I was surprised by my confidence when I told him that everything was probably going to be just fine.",the father,"let that everything and know told afford girl, best surprised about be the time by and the I I about [MASK] was He him the babbled is to her to able I a him my when him confidence heart. going being doctors, probably told was called I being, For bit to baby that just fine. a",God
['jack'],"It’s hard to explain why seeing [MASK]’s face will help, but it will, and I’m looking forward to telling him that the baby is a girl. I’ll have to explain about the hole in her heart and how it’s probably going to be fine, probably, but I’m getting good at that, I think.",Dad,"It’s have telling but to face at seeing be the to but that will, looking why and that, and fine, [MASK]’s it’s it hard how is her forward getting will to I’m about probably, baby the I’ll going hole I’m in explain him heart I probably a to girl. good explain think. help,",God
['jack'],"I spoke to [MASK] on the phone yesterday, but I want to tell him those things in person. Besides, the context of the call wasn’t right.",John,"him context the in I to call the on tell but right. things want I spoke wasn’t phone yesterday, those [MASK] Besides, to of the person.",Manager
['jack'],"“Well, I had this umbrella of hers, and when I went to return it, something happened,” [MASK] said. “I think it’s going to keep happening too. I know it’s a really weird situation, but I wanted you to know…in case it was a problem?”",Charlie,"was happened,” it, went to going wanted but I know return really and think problem?” a to said. too. you situation, I when it “Well, happening I it’s had keep hers, it’s case “I something I umbrella [MASK] weird to this know…in of a",Carrie
