line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
529,['cora'],,"""Wish he'd hurry up,"" says Cora.","“Mong ngài nhanh lên cho,” Cora nói.","“İnşallah acele eder,” diyor Cora.",—Ojalá se diera prisa —comenta Cora.,"""Please hurry up,"" Cora said.","“Hopefully, he will hurry,” says Cora.",—I hope he hurries up —comments Cora.
530,['nick'],,"""Hurry up and wait,"" says Nick. He laughs, moves his foot so it's touching mine again. No one can see, beneath the folds of my outspread skirt. I shift, it's too warm in here, the smell of stale perfume makes me feel a little sick. I move my foot away.","“Nhanh lên còn đợi,” Nick nói. Anh ta cười to, nhích chân để lại chạm vào tôi. Không ai nhìn thấy, những nếp váy xòa rộng. Tôi xê dịch, trong này quá ấm, mùi nước hoa hả khiến tôi muốn nôn. Tôi nhích chân ra xa.","“Acele et ve bekle,” diyor Nick. Gülüyor, ayağını hareket ettiriyor, böylece benimkine tekrar değiyor. Bunu hiç kimse göremez, etrafa yayılmış eteğimin katları altında. Hareket ediyorum, burası çok sıcak, bayat parfüm kokusu biraz midemi bulandırıyor. Ayağımı çekiyorum.","—Date prisa y espera —bromea Nick y ríe. Mueve el pie de manera tal que vuelve a tocar el mío. Nadie puede ver lo que hay debajo de mi falda desplegada. Me muevo, aquí hace demasiado calor, el olor a perfume rancio me hace sentir enferma. Aparto el pie.","""Hurry up, still waiting,"" Nick said. He laughed loudly, shifting his foot to touch me again. No one saw, the folds of the dress spread wide. I moved, it was too warm in here, the smell of perfume made me want to vomit. I shifted my foot away.","“Hurry up and wait,” says Nick. He laughs, moves his foot so it touches mine again. No one can see this, under the folds of my skirt spread around. I move, it's very hot here, the smell of stale perfume makes me a bit nauseous. I pull my foot away.","—Hurry up and wait —jokes Nick and laughs. He moves his foot in such a way that it touches mine again. Nobody can see what is under my spread-out skirt. I move, it's too hot here, the smell of stale perfume makes me feel sick. I move my foot away."
531,,"['nick', 'she', 'nic', 'serena']","We hear Serena coming, down the stairs, along the hall, the muffled tap of her cane on the rug, thud of the goodfoot. She hobbles through the doorway, glances at us, counting but not seeing. She nods, at Nick, but says nothing. She's in one of her best dresses, sky blue with embroidery in white along the edges of the veil: flowers and fretwork. Even at her age shestill feels the urge to wreathe herself in flowers. No use for you, I think at her, my face unmov-ing, you cant use them anymore, you're withered. They're the genital organs of plants. I read that somewhere, once.","Chúng tôi nghe Serena đang đến, xuống thang, đi dọc sảnh, tiếng can gõ xuống thảm bùng bục, tiếng bên chân khỏe giẫm nặng. Bà tập tễnh đi vào cửa, liếc nhìn chúng tôi, đếm mà không thấy. Bà khẽ gật, với Nick, nhưng không nói gì. Bà đang mặc bộ áo váy thuộc loại diện nhất, màu da trời, mép mạng có thêu chỉ trắng: hoa lá và hình kỷ hà. Đến tuổi này bà vẫn có nhu cầu quấn hoa kín mình. Chẳng ích gì đâu, tôi nghĩ với bà, mặt không hề đổi, bà chẳng dùng được chúng nữa, bà héo úa rồi. Hoa là cơ quan sinh dục của cây. Tôi đã đọc thấy ở đâu đó, ngày trước.","Serena'nın geldiğini duyuyoruz, merdivenlerden aşağı, hol boyunca, halının üstünde bastonunun boğuk tıpırtısı, sağlam ayağının tıpırtısı. Kapı eşiğinden içeri topallayarak giriyor, bize bakıyor, sayarak ama görmeyerek. Başını sallıyor, Nick'e, fakat bir şey söylemiyor. En iyi elbiselerinden birini giymiş, gök mavisi renginde, peçenin kenarları beyaz işlemeli: çiçekler ve kabartmalar. O yaşında bile hâlâ kendinde çiçeklere bürünme dürtüsünü hissediyor. Sana yaramaz, diye düşünüyorum ona bakarak, yüzüm hareketsiz, onları artık kullanamazsın, sen kurudun. Çiçeklerin cinsel organları bunlar. Bir yerde okumuştum, bir zamanlar.","Oímos los pasos de Serena que baja la escalera y se acerca por el pasillo, el golpecito seco de su bastón sobre la alfombra y el ruido sordo de su pie sano. Atraviesa la puerta cojeando y nos echa una mirada, como si nos contara, pero sin vernos. Dedica a Nick un movimiento de cabeza, pero no dice nada. Lleva puesto uno de sus mejores vestidos, de color azul celeste, con un adorno blanco en los bordes del velo: flores y grecas. Incluso a su edad experimenta el deseo de adornarse con flores. Es inútil que lo hagas, le digo mentalmente, sin mover un solo músculo de la cara, ya no puedes usarlas, te has marchitado. Las flores son los órganos genitales de las plantas; lo leí una vez en alguna parte.","We hear Serena coming, down the stairs, along the hallway, the sound of her cane thumping on the carpet, the heavy step of her good leg. She limps into the doorway, glances at us, counting but not seeing. She nods slightly, to Nick, but says nothing. She is wearing her best dress, sky blue, with white embroidery along the edges: flowers and geometric shapes. At her age, she still feels the need to cover herself with flowers. It's no use, I think to her, my face unchanged, you can't use them anymore, you're withered. Flowers are the reproductive organs of plants. I read that somewhere, once.","We hear Serena coming, down the stairs, along the hall, the dull thud of her cane on the carpet, the thud of her good foot. She limps through the doorway, looks at us, counting but not seeing. She nods at Nick, but says nothing. She is wearing one of her best dresses, sky blue, with white embroidered edges on the veil: flowers and reliefs. Even at her age, she still feels the urge to adorn herself with flowers. You naughty girl, I think, looking at her, my face motionless, you can't use them anymore, you have withered. These are the sexual organs of flowers. I read it somewhere, once upon a time.","We hear Serena's footsteps as she descends the stairs and approaches down the hallway, the sharp tap of her cane on the carpet and the dull thud of her healthy foot. He limps through the door and gives us a look, as if counting us, but without seeing us. He nods at Nick, but says nothing. He is wearing one of his best dresses, light blue in color, with a white trim on the edges of the veil: flowers and patterns. Even at his age, he experiences the desire to adorn himself with flowers. It's useless for you to do it, I tell him mentally, without moving a single muscle in my face, you can't use them anymore, you have withered. Flowers are the genital organs of plants; I read it somewhere once."
532,,[],"She makes her way to her chair and footstool, turns, lowers her-self, lands ungracefully. She hoists her left foot onto the stool, fumbles in her sleeve pocket. I can hear the rustling, the click of her lighter, 1 smell the hot singe of the smoke, breathe it in.","Bà lần đến bên ghế và ghế đẩu, xoay người, khuỵu xuống, chạm đất rất không uyển chuyển. Bà vác cẳng trái lên ghế đẩu, mò tìm trong túi tay áo. Tôi nghe tiếng sột soạt, tiếng bật lửa đánh cách, ngửi thấy mùi khói thuốc ấm khen khét, hít thật sâu.","Koltuğu ve taburesine doğru ilerliyor, dönüp alçalıyor ve zarif olmayan bir hareketle yerleşiyor. Sol ayağını tabureye koyup elbise yeninin cebini karıştırıyor. Hışırtıyı duyabiliyorum, çakmağının çıt sesini, dumanı, sıcak yanık kokusunu duyuyorum, içime çekiyorum.","Avanza hasta la silla y el escabel, se gira, baja y deja caer el cuerpo torpemente. Sube el pie izquierdo hasta el escabel y hurga en el bolsillo de su manga. Oigo el crujido, luego el chasquido de su encendedor, percibo el olor del humo y aspiro profundamente.","She made her way to the chair and the stool, turned around, crouched down, and touched the ground very ungracefully. She lifted her left leg onto the stool and fumbled in her sleeve pocket. I heard the rustling sound, the click of a lighter, smelled the warm, slightly acrid smoke, and took a deep breath.","He moves towards his chair and stool, turns around, lowers himself, and settles in with an inelegant motion. He places his left foot on the stool and rummages through the pocket of his coat sleeve. I can hear the rustling, the click of his lighter, the smoke, the warm burnt smell, I inhale it.","He advances to the chair and the footstool, turns, lowers himself, and lets his body drop clumsily. He lifts his left foot onto the footstool and rummages in the pocket of his sleeve. I hear the rustle, then the click of his lighter, I perceive the smell of smoke and inhale deeply."
533,,[],"""Late as usual,"" she says. We don't answer. There's a clatter as she gropes on the lamp table, then a click, and the television set runs through its warm-up.","“Lại muộn như mọi khi,” bà nói. Chúng tôi không trả lời. Nghe lịch kịch khi bà mò mẫm vặn đèn bàn, rồi tiếng tách, và ti vi bật lên.","“Her zamanki gibi geç kaldı,” diyor. Cevap vermiyoruz. Lambalı masaya elini uzattığında bir takırtı duyuluyor, ardından bir çıt sesi ve televizyon ısınmaya başlıyor.","—Tarde, como de costumbre —dice. No respondemos. Busca a tientas la lámpara de la mesa y la enciende; se oye un chasquido y el televisor empieza a funcionar.","“Late as always,” she said. We did not reply. We heard the clattering as she fumbled to turn on the table lamp, then a click, and the TV came on.","“As usual, she is late,” he says. We do not respond. When he reaches for the lamped table, a clatter is heard, followed by a click, and the television starts to warm up.","—Late, as usual —he says. We do not respond. He fumbles for the table lamp and turns it on; a click is heard and the television starts to work."
534,['serena'],,"A male choir, with greenish-yellow skin, the color needs adjusting; they're singing ""Come to the Church in the Wildwood."" Come, come, come, come, sing the basses. Serena clicks the channel changer. Waves, colored zigzags, a garble of sound: it's the Montreal satellite station, being blocked. Then there's a preacher, earnest, with shining dark eyes, leaning towards us across a desk. These days they look a lot like businessmen. Serena gives him a few seconds, then clicks onward.","Đội hợp xướng nam, da nửa vàng nửa xanh - màu chưa chuẩn; đang hát “Tới đây giáo đường bên rừng hoang”. Tới, tới, tới, tới, bè trầm xuống. Serena chuyển kênh. Hình nhiễu, toàn vân màu, âm thanh méo mó: đài vệ tinh Montreal bị chặn rồi. Rồi xuất hiện một linh mục, điệu bộ thành khẩn, mắt đen ngời sáng, đứng sau bàn nghiêng về phía chúng tôi. Nay họ trông chẳng khác doanh nhân là mấy. Serena cho phép ông ta nói vài giây, rồi chuyển tiếp.","Bir erkekler korosu, tenleri yeşilimsi - sarı, rengin ayarlanması gerek, “Ormandaki Kiliseye Gel” şarkısını söylüyorlar. Gel, gel, gel, gel diyor baslar. Serena uzaktan kumandaya basıyor. Dalgalar, renkli zikzaklar, cızırtılar: bloke edilen Montreal uydu istasyonu. Sonra bir vaiz, ciddi, parlayan kara gözlerle, bir masanın üstünden bize doğru eğilerek. Bugünlerde iş adamlarına çok benziyorlar. Serena ona birkaç saniye veriyor, sonra da basmaya devam ediyor.","Un coro de hombres de piel amarillo verdosa —el color necesita su adaptación— canta «Venid a la Iglesia del Bosque Virgen». Venid, venid, venid, venid, cantan los bajos. Serena pulsa el selector de canales. Ondas, zigzags de colores, y un sonido que se apaga: es la estación satélite de Montreal, que ha quedado bloqueada. Entonces aparece un pastor, serio, de brillantes ojos oscuros, que se dirige a nosotros desde detrás de un escritorio. En estos tiempos, los pastores se parecen mucho a los hombres de negocios. Serena le concede unos pocos segundos y sigue buscando.","The male choir, half yellow half green skin - the color not quite right; singing ""Come to the chapel by the wild forest"". Come, come, come, come, the bass drops. Serena changes the channel. The image is noisy, full of color bands, the sound distorted: the Montreal satellite station is blocked. Then a priest appears, with a sincere demeanor, bright black eyes, standing behind a table leaning towards us. Now they look not much different from businessmen. Serena allows him to speak for a few seconds, then switches again.","A men's choir, their skin greenish-yellow, the color needs adjustment, singing the song ""Come to the Church in the Forest."" Come, come, come, come say the basses. Serena presses the remote control. Waves, colorful zigzags, crackles: the blocked Montreal satellite station. Then a preacher, serious, with shining black eyes, leaning towards us from over a table. These days they look a lot like businessmen. Serena gives him a few seconds, then continues pressing.","A chorus of men with yellowish-green skin —the color needs its adaptation— sings ""Come to the Church of the Virgin Forest."" Come, come, come, come, sing the basses. Serena presses the channel selector. Waves, colorful zigzags, and a fading sound: it's the Montreal satellite station, which has been blocked. Then a pastor appears, serious, with bright dark eyes, addressing us from behind a desk. These days, pastors look a lot like businessmen. Serena gives him a few seconds and continues searching."
535,,[],"Several blank channels, then the news. This is what she's been looking for. She leans back, inhales deeply. I on the contrary lean","Sau vài kênh trắng, đến bản tin. Là cái bà đang tìm. Bà ngả người ra sau, rít thuốc thật sâu. Ngược lại tôi chồm tới trước, đứa bé con được phép thức khuya cùng người lớn.","Birkaç boş kanal, sonra da haberler. İşte aradığı bu. Geriye yaslanıp sigarasından derin bir nefes çekiyor. Buna karşılık ben öne eğiliyorum, büyüklerle gece geç vakitlere kadar oturmasına izin verilen bir çocuk.","Pasa varios canales en blanco, y por fin aparecen las noticias. Esto es lo que ella estaba buscando. Se echa hacia atrás y aspira profundamente. Yo, en cambio, irle inclino hacia adelante, como un niño al que le han permitido quedarse levantado hasta tarde con los adultos.","After a few blank channels, the news came on. It's what she was looking for. She leaned back, taking a deep drag on her cigarette. In contrast, I leaned forward, the child allowed to stay up late with the adults.","A few empty channels, then the news. This is what he was looking for. He leans back and takes a deep drag from his cigarette. In contrast, I lean forward, like a child allowed to stay up late with the grown-ups.","She flips through several blank channels, and finally, the news comes on. This is what she was looking for. She leans back and takes a deep breath. I, on the other hand, lean forward, like a child who has been allowed to stay up late with the adults."
536,['serena'],,"forward, a child being allowed up late with the grown-ups. This is the one good thing about these evenings, the evenings of the Ceremony: I'm allowed to watch the news. It seems to be an unspoken rule in this household: we always get here on time, he's always late, Serena always lets uswatch the news.","Ngược lại tôi chồm tới trước, đứa bé con được phép thức khuya cùng người lớn. Đây là điều duy nhất có ý nghĩa trong những tối này, những tối Lễ tháng: tôi được phép xem bản tin. Gần như thành quy ước ngầm trong gia hộ: chúng tôi luôn tới đúng giờ, ông ta lúc nào cũng muộn, Serena luôn để chúng tôi xem tin.","Buna karşılık ben öne eğiliyorum, büyüklerle gece geç vakitlere kadar oturmasına izin verilen bir çocuk. Bu akşamların, Ayin akşamlarının, iyi yanlarından biri de bu; haberleri seyretmemize izin veriliyor. Bu evde ifade edilmemiş bir kural sanki bu: Biz her seferinde zamanında geliriz buraya, o her zaman geç, Serena da her zaman haberleri seyrettirir bize.","Yo, en cambio, irle inclino hacia adelante, como un niño al que le han permitido quedarse levantado hasta tarde con los adultos. Esto es lo bueno de estas veladas, las veladas de la Ceremonia: que me permiten escuchar las noticias. Es como si en esta casa hubiera una regla tácita: nosotros siempre llegamos puntualmente, él siempre llega tarde, y Serena siempre nos deja ver las noticias.","In contrast, I leaned forward, the child allowed to stay up late with the adults. This was the only thing that mattered on these evenings, these Festival month evenings: I was allowed to watch the news. It had almost become an unspoken rule in the household: we always arrived on time, he was always late, Serena always let us watch the news.","In contrast, I lean forward, like a child allowed to stay up late with the grown-ups. One of the good things about these evenings, these Ceremony evenings, is this; we are allowed to watch the news. It's like an unspoken rule in this house: We always arrive here on time, he always late, and Serena always lets us watch the news.","I, on the other hand, lean forward, like a child who has been allowed to stay up late with the adults. This is the good thing about these evenings, the Ceremony evenings: they allow me to listen to the news. It's as if there is an unspoken rule in this house: we always arrive on time, he always arrives late, and Serena always lets us watch the news."
537,,[],"Such as it is: who knows if any of it is true? It could be old clips, it could be faked. But I watch it anyway, hoping to be able to read beneath it. Any news, now, is better than none.","Có thế thì biết thế: ai biết được có gì đáng tin không? Có thể hình quay từ trước, có thể làm giả. Nhưng tôi vẫn xem, hy vọng đọc được ẩn ý. Giờ đây, bất cứ tin gì vẫn hơn không có gì.","Gerçi pek önemi yok ama: bu haberlerin doğru olup olmadığını kim bilir? Bunlar eski kayıt olabilir, sahte olabilirler. Yine de seyrediyorum, satır aralarını okuyabileceğimi umarak. Herhangi bir haber, şimdi, hiç olmamasından iyidir.","Tal como son las cosas, ¿quién sabe si algo de esto es verdad? Podrían ser fragmentos antiguos, o una falsificación. Pero de todos modos las escucho, con la esperanza de poder leer entre líneas. Ahora, una noticia —sea la que fuere— es mejor que ninguna.","That's all I know: who knows if there's anything trustworthy? The footage could have been pre-recorded, it could be fake. But I still watch, hoping to read between the lines. Now, any news is better than no news.","Although it doesn't really matter: who knows if these news are true or not? They could be old records, they could be fake. Still, I watch, hoping I can read between the lines. Any news, now, is better than none.","As things are, who knows if any of this is true? They could be ancient fragments, or a forgery. But I listen to them anyway, hoping to read between the lines. Now, any news —whatever it may be— is better than none."
538,,[],"First, the front lines. They are not lines, really: the war seems to be going on in many places at once.",Trước hết là tiền tuyến. Thực tế cũng chẳng hẳn là “tuyên”: chiến sự dường như diễn ra cùng lúc tại rất nhiều nơi.,"İlk önce, cepheler. Gerçekten cephe değil bunlar: savaş aynı anda birçok yerde devam ediyor gibi görünüyor.","Primero, el frente de batalla. En realidad no hay frente: la guerra parece desarrollarse simultáneamente en varios sitios.","First of all, there is the front line. In reality, it is not exactly a ""front"": the fighting seems to be happening simultaneously in many places.","First of all, the fronts. These are not really fronts: it seems like the war is continuing in many places at the same time.","First, the front line. In reality, there is no front line: the war seems to be unfolding simultaneously in several places."
539,,[],"Wooded hills, seen from above, the trees a sickly yellow. I wish she'd fix the color. The Appalachian Highlands, says the voice-over, where the Angels of the Apocalypse, Fourth Division, are smoking out a pocket of Baptist guerillas, with air support from the Twenty-first Battalion of the Angels of Light. We are shown two helicopters, black ones with silver wings painted on the sides. Below them, a clump of trees explodes.","Mỏm đồi có cây, từ trời nhìn xuống, lá vàng khè bệnh hoạn. Tôi câu bà chỉnh lại màu cho rồi. Trên cao nguyên Appalachia, giọng thuyết minh nói, quân đoàn Thiên sứ Mạt thế, sư đoàn 4, đang hun khói đuổi một nhúm du kích Tẩy lễ, với sự trợ giúp bằng không lực của tiểu đoàn 21 quân đoàn Thiên sứ Ánh sáng. Chúng tôi được xem hai trực thăng, màu đen hai sườn vẽ cánh bạc. Bên dưới, một mảng cây nổ tung.","Ağaçlı tepeler, yukarıdan görünümüyle, ağaçlar hasta bir sara Serena keşke rengi ayarlasa. Işık Melekleri Yirmi Birinci Taburu'nun hava desteğiyle Vahiy Melekleri Dördüncü Bölüğü'nün bir Baptist gerilla grubunu ortaya çıkardıkları Apalaş Dağları, diyor televizyondaki ses. Yanlarına gümüş rengi kanatlar boyanmış iki siyah helikopter gösteriliyor bize. Onların altında bir ağaç kümesi havada uçuyor.","Colinas boscosas vistas desde arriba, árboles de un amarillo enfermizo. Si al menos ella ajustara el color... «Los Montes Apalaches», dice la voz fuera de la pantalla, «donde la Cuarta División de los Ángeles del Apocalipsis está desalojando con bombas de humo a un foco de la guerrilla baptista, con el soporte aéreo del Vigesimotercer Batallón de los Angeles de la Luz». Nos muestran dos helicópteros negros, con alas plateadas pintadas a los lados. Debajo de ellos, un grupo de árboles estalla.","The hilltop has trees, from the sky looking down, the leaves are sickly yellow. I asked her to adjust the colors. On the Appalachian highlands, the narrator said, the Apocalypse Angel Corps, 4th Division, is smoking out a handful of Purification guerrillas, with air support from the 21st Battalion of the Light Angel Corps. We watched two helicopters, black with silver wings painted on the sides. Below, a patch of trees exploded.","The tree-covered hills, from above, look like trees are sick with epilepsy. Serena wishes she could adjust the color. The Appalachian Mountains, where the Light Angels' Twenty-First Battalion, with air support, and the Revelation Angels' Fourth Company uncovered a Baptist guerrilla group, says the voice on the television. We are shown two black helicopters with silver wings painted on their sides. A cluster of trees is flying in the air beneath them.","Wooded hills seen from above, trees of a sickly yellow. If only she would adjust the color... ""The Appalachian Mountains,"" says the voice off-screen, ""where the Fourth Division of the Angels of the Apocalypse is evicting a Baptist guerrilla stronghold with smoke bombs, supported by the Twenty-Third Battalion of the Angels of Light."" They show us two black helicopters, with silver wings painted on the sides. Below them, a group of trees explodes."
540,,[],"Now a close shot of a prisoner, with a stubbled and dirty face, flanked by two Angels in their neat black uniforms. The prisoner accepts a cigarette from one of the Angels, puts it awkwardly to his lips with his bound hands. He gives a lopsided little grin. The announcer is saying something, but I don't hear it: I look into this man's eyes, trying to decide what he's thinking. He knows the camera is on him: is the grin a show of defiance, or is it submission? Is he embarrassed, at having been caught?","Giờ cận cảnh một tù binh, mặt bấn thỉu lởm chởm râu, kẹp giữa hai Thiên sứ quân phục đen phẳng phiu. Người tù nhận điếu thuốc từ tay một Thiên sứ, vụng về đặt lên môi với đôi tay bị trói. Anh ta hơi nhệch miệng cười. Phát ngôn viên đang nói gì đó, nhưng tôi không nghe: tôi nhìn vào mắt người kia, cô đoán anh ta nghĩ gì. Anh ta biết có máy quay: nụ cười kia là khiêu khích, hay quy phục? Bị bắt rồi, anh ta hổ thẹn hay không?","Şimdi de temiz siyah üniformaları içinde iki Melek'in arasındaki sakallı ve kirli yüzlü bir mahkumun yakın plan görüntüsü. Mahkum, Melekler’in birinin tuttuğu sigarayı alıyor, bağlı elleriyle dudaklarına acemice yerleştiriyor. Küçük çarpık bir sırıtış yayılıyor yüzüne. Spiker bir şeyler söylüyor, ama duyamıyorum: Bu adamın gözlerinin içine bakıyorum, ne düşündüğünü anlamaya çalışarak. Kameranın onun üzerinde olduğunu biliyor: Bu sırıtış bir meydan okuma gösterisi mi, yoksa teslimiyet mi? Yakalandığı için şaşkın mı?","Ahora vemos un primer plano de un prisionero barbudo y sucio, escoltado por dos Angeles vestidos con sus pulcros uniformes negros. El prisionero acepta el cigarrillo que le ofrece uno de los Angeles, y se lo pone torpemente en la boca con las manos atadas. En su rostro se dibuja una breve sonrisa torcida. El locutor está diciendo algo, pero no lo oigo; estoy mirando los ojos de ese hombre, intentando descifrar lo que piensa. Sabe que la cámara lo enfoca: ¿la sonrisa es una muestra de desafío o de sumisión? ¿Se siente molesto al ser captado por la cámara?","Close-up of a prisoner, face dirty and stubbled with beard, flanked by two Angels in crisp black uniforms. The prisoner receives a cigarette from one of the Angels, awkwardly placing it to his lips with his bound hands. He slightly smirks. The spokesperson is saying something, but I don't hear: I look into the other man's eyes, guessing what he is thinking. He knows there is a camera: is that smile provocative, or submissive? Now captured, is he ashamed or not?","Now, a close-up shot of a bearded and dirty-faced prisoner between two Angels in clean black uniforms. The prisoner takes the cigarette held by one of the Angels and clumsily places it to his lips with his bound hands. A small crooked grin spreads across his face. The announcer is saying something, but I can't hear: I'm looking into this man's eyes, trying to understand what he's thinking. He knows the camera is on him: Is this grin a show of defiance, or surrender? Is he surprised to have been caught?","Now we see a close-up of a bearded and dirty prisoner, escorted by two Angels dressed in their neat black uniforms. The prisoner accepts the cigarette offered by one of the Angels, and clumsily puts it in his mouth with his hands tied. A brief crooked smile appears on his face. The announcer is saying something, but I can't hear it; I am looking into the eyes of that man, trying to decipher what he is thinking. He knows the camera is focusing on him: is the smile a sign of defiance or submission? Does he feel uncomfortable being captured by the camera?"
541,,[],"They only show us victories, never defeats. Who wants bad news? Possibly he's an actor.","Họ chỉ chiếu toàn thắng lợi, không bao giờ thấy thất bại. Ai muốn nghe tin xấu chứ? Có thể chỉ là một diễn viên.","Sadece zaferleri gösteriyorlar bize, yenilgileri asla. Kim kötü haber ister ki? Belki de bir aktördür.","Ellos sólo nos muestran las victorias, nunca las derrotas. ¿A quién le interesan las malas noticias? Probablemente es un actor.","They only show victories, never failures. Who wants to hear bad news anyway? It could just be an actor.","They only show us victories, never defeats. Who wants bad news anyway? Maybe he is an actor.","They only show us the victories, never the defeats. Who is interested in bad news? He is probably an actor."
542,,[],"The anchorman comes on now. His manner is kindly, fatherly; he gazes out at us from the screen, looking, with his tan and his white hair and candid eyes, wise wrinkles around them, like everybody's ideal grandfather. What he's telling us, his level smile implies, is for","Giờ thì thấy mặt phát ngôn viên. Phong thái hết sức dịu dàng, vỗ về; ông ta nhìn chúng tôi từ màn hình, da rám nắng, tóc bạc phơ, mắt cương trực, những nếp nhăn thông tuệ, hình ảnh lý tưởng về một người ông. Ông ta bảo chúng tôi những chuyện này, nụ cười vững vàng kia nói thế, cũng chỉ là vì muốn tốt cho chúng tôi, sắp ổn cả rồi.","Baş spikerde sıra şimdi. Tavırları şefkatli, babacan; ekrandan dışarı, bize bakıyor, güneş yanığı teniyle ve beyaz saçları ve etrafında bilge kırışıkların bulunduğu samimi gözleriyle, herkesin ideal büyükbabasına benziyor. Ölçülü gülümsemesinin ima ettiği gibi, bize anlattıkları kendi iyiliğimiz için.","Ahora aparece el consejero. Su actitud es amable, paternal, nos mira fijamente desde la pantalla; tiene la piel bronceada, el pelo blanco y ojos de mirada sincera, rodeados de sabias arrugas: la imagen ideal que todos tenemos de un abuelo. Su ecuánime sonrisa da a entender que lo que nos dice es por nuestro propio bien.","Now we see the spokesperson's face. His demeanor is extremely gentle and soothing; he looks at us from the screen, tanned skin, silver hair, steadfast eyes, wise wrinkles, the ideal image of a grandfather. He tells us these things, that unwavering smile says, it's all just for our own good, everything will be fine soon.","Now it's the main anchor's turn. His demeanor is compassionate, fatherly; he looks at us from the screen, with his sunburnt skin and white hair and sincere eyes surrounded by wise wrinkles, he resembles everyone's ideal grandfather. As his measured smile implies, what he tells us is for our own good.","Now the counselor appears. His attitude is kind, paternal; he looks at us intently from the screen; he has tanned skin, white hair, and eyes with a sincere gaze, surrounded by wise wrinkles: the ideal image we all have of a grandfather. His even-tempered smile suggests that what he tells us is for our own good."
543,,[],"our own good. Everything will be all right soon. I promise. There will be peace. You must trust. You must go to sleep, like good children.","Ông ta bảo chúng tôi những chuyện này, nụ cười vững vàng kia nói thế, cũng chỉ là vì muốn tốt cho chúng tôi, sắp ổn cả rồi. Tôi hứa. Sẽ có hòa bình. Phải tin chứ. Đi ngủ đi, như mọi đứa trẻ ngoan.","Ölçülü gülümsemesinin ima ettiği gibi, bize anlattıkları kendi iyiliğimiz için. Her şey yalanda düzelecek söz veriyorum. Barış olacak. Güvenmelisiniz. Uyku vakti geldi, haydi yatağa, uslu çocuklar gibi.","Su ecuánime sonrisa da a entender que lo que nos dice es por nuestro propio bien. Las cosas se pondrán bien muy pronto. Os lo prometo. Tendremos paz. Debéis creerlo. Ahora debéis ir a dormir, como niños buenos.","He tells us these things, that unwavering smile says, it's all just for our own good, everything will be fine soon. I promise. There will be peace. You must believe it. Go to sleep, like all good children.","As his measured smile implies, what he tells us is for our own good. I promise, everything will be fixed in the lie. There will be peace. You must trust. It's time to sleep, come on to bed, like good children.","His even-tempered smile suggests that what he tells us is for our own good. Things will get better very soon. I promise you. We will have peace. You must believe it. Now you must go to sleep, like good children."
544,,[],He tells us what we long to believe. He's very convincing.,Ông ta nói những điều chúng tôi muốn được tin. Ông ta rất thuyết phục.,İnanmayı arzuladığımız şeyleri anlatıyor bize. Çok inandırıcı.,Nos dice lo que ansiamos oír. Y es muy convincente.,He said the things we wanted to believe. He was very persuasive.,It tells us the things we desire to believe in. Very convincing.,It tells us what we long to hear. And it is very convincing.
545,,[],"I struggle against him. He's like an old movie star, I tell myself, with false teeth and a face job. At the same time I sway towards him, like one hypnotized. If only it were true. If only I could believe.","Tôi cố sức cưỡng lại ông ta. Chỉ là một ngôi sao màn bạc cuối mùa thôi, tôi tự nhủ, trồng răng giả và buôn nước bọt. Cùng lúc tôi lại dao động về phía ông ta, như bị thôi miên. Giá mà là thật. Giá tôi tin được.","Onunla mücadele ediyorum. Eski bir sinema yıldızına benziyor, diyorum kendi kendime, takma dişler ve sahte bir yüz. Aynı zamanda ipnotize edilmiş gibi ona doğru eğiliyorum. Ne olurdu doğru olsaydı bunlar. İnanabilseydim.","Lucho contra él. Me digo a mí misma que es como una vieja estrella de cine, con dentadura postiza y cara de ficción. Al mismo tiempo, ejerce sobre mí cierta influencia, como si me hipnotizara. Si fuera verdad, si pudiera creerle...","I struggled to resist him. Just an end-of-season movie star, I told myself, with false teeth and empty talk. At the same time, I wavered towards him, as if hypnotized. If only it were real. If only I could believe it.","I am struggling with him. He looks like an old movie star, I tell myself, with false teeth and a fake face. At the same time, I lean towards him as if hypnotized. If only these were true. If only I could believe.","I fight against him. I tell myself that he is like an old movie star, with false teeth and a fictional face. At the same time, he exerts a certain influence over me, as if he were hypnotizing me. If it were true, if I could believe him..."
