line_no,Single_ent,Multiple_ents,en,vi,tr,es,vi_translation,tr_translation,es_translation
123,['rita'],,"No such thing, said Rita. Everything is meant.","Quên câu đó đi, Rita nói. Cái gì cũng được tính toán cả.","Öyle şey olmaz, dedi Rita. Her şey önceden ayarlanmıştı.","Nada de eso, protestó Rita. Todo esto es desagradable.","Forget that sentence, Rita said. Everything is calculated.","That can't happen, said Rita. Everything was arranged beforehand.","None of that, protested Rita. All of this is unpleasant."
125,['cora'],,"Well, someone'll think twice before blowing up this house, any ways, said Cora.","Ời, dù sao thì người ta cũng phải nghĩ kỹ trước khi thổi bay cái nhà này, Cora nói.","Evet, biri bu evi havaya uçurmadan önce iki kere düşünecek hiç yoktan, dedi Cora.","Bueno, de todas maneras se lo pensarían dos veces antes de hacer volar esta casa, afirmó Cora.","Well, anyway, people have to think carefully before blowing up this house, Cora said.","Yes, at the very least, someone will think twice before blowing up this house, said Cora.","Well, anyway, they would think twice before blowing up this house, Cora stated."
127,['rita'],,"You can say that, said Rita. I'd choose to have some time, before, like. To set things right.","Là ý cô thôi, Rita nói. Tôi thà có thêm thời gian, trước một chút chẳng hạn. Sắp đặt đâu đấy đã.","Evet, bu söylenebilir, dedi Rita. Ben biraz zamanım olsun isterdim. İşleri yoluna koymak için.","Tú puedes decirlo, concluyó Rita. Yo preferiría tener un poco de tiempo. Para arreglar las cosas.","""That's just your opinion,"" Rita said. ""I would rather have more time, maybe a little earlier."" ""Everything is already arranged.""","Yes, that can be said, said Rita. I would like to have a little time. To get things in order.","You can say it, concluded Rita. I would prefer to have a little time. To fix things."
143,['luke'],,"Luke and I used to walk together, sometimes, along these streets. We used to talk about buying a house like one of these, an old big house, fixing it up. We would have a garden, .swings forthe Children. We would have children. Although we knew it wasn't too likely we could ever afford it, it was something to talk about, a game forSundays. Such freedom now seems almost weightless.","Luke và tôi thường sóng bước bên nhau, đôi lần, trên những phố này. Chúng tôi thường nói chuyện mua một ngôi nhà như ở đây, một nhà cổ thật to, sang sửa lại. Sẽ có cả vườn, trồng đu cho các con. Chúng tôi sẽ có con. Dù biết xác suất thực hiện những xa xỉ đó là khá thấp, chúng tôi vẫn ưa nói về nó, một trò giải khuây Chủ nhật. Thứ tự do ấy giờ cảm giác như phi thực.","Luke ve ben ara sıra bu caddelerde yürürdük. Bunlara benzeyen bir ev, büyük eski bir ev satın almak ve onu tamir etmekten söz ederdik. Bir bahçemiz olacaktı, içinde de çocuklar için salıncaklar. Çocuklarımız olacaktı. Bunun altından kalkmamızın pek mümkün olmayacağını bilmemize rağmen, konuşacak bir şeydi bu. Pazar günlerinin bir oyunu. Böylesi bir özgürlüğün şimdi sözü bile edilemez.","En ocasiones, Luke y yo paseábamos juntos por estas calles. Decíamos que nos compraríamos una casa como ésta, una casa grande, y que la arreglaríamos. Tendríamos un jardín y columpios para los niños. Porque tendríamos niños. Aunque sabíamos que no era muy probable que pudiéramos permitirnos ese lujo, al menos era un tema de conversación, un juego para los domingos. Ahora, aquella libertad parece una quimera.","Luke and I often walked side by side, sometimes, on these streets. We often talked about buying a house like the ones here, a really big old house, and renovating it. There would be a garden, with swings for the children. We would have children. Even though we knew the chances of realizing those luxuries were quite low, we still liked to talk about it, a Sunday pastime. That freedom now feels unreal.","Luke and I used to walk these streets from time to time. We would talk about buying a house like these, a big old house, and fixing it up. We would have a garden, with swings for the children. We would have children. Even though we knew it was unlikely we could manage it, it was something to talk about. A Sunday game. Such freedom is now unthinkable.","Sometimes, Luke and I would walk together through these streets. We would say that we would buy a house like this one, a big house, and that we would fix it up. We would have a garden and swings for the children. Because we would have children. Even though we knew it was not very likely that we could afford such a luxury, at least it was a topic of conversation, a game for Sundays. Now, that freedom seems like a chimera."
150,"['aunt lydia', 'lydia', 'tía lydia', 'lydia teyze']",,"There is more than one kind of freedom, said Aunt Lydia. Freedom to and freedom from. In the days of anarchy, it was freedom to. Now you are being given freedom from. Don't underrate it.","Không phải chỉ có một thứ tự do, dì Lydia bảo. Có tự do được hành động và có tự do nhờ giải thoát. Thời vô chính phủ, có tự do hành động. Giờ các cô được nhận tự do giải thoát. Đừng coi thường.","Birden fazla özgürlük çeşidi vardır, derdi Lydia Teyze. Bir şeyler yapma ve bir şeylerden sakınma özgürlüğü. Anarşi günlerinde, bir şeyler yapma özgürlüğü vardı. Şimdiyse size sakınma özgürlüğü veriliyor. Azımsamayın bunu sakın.","Hay más de un tipo de libertad, decía Tía Lydia. Libertad para y libertad de. En los tiempos de la anarquía, habla libertad para. Ahora nos dan libertad de. No la menospreciéis.","There is not just one kind of freedom, Aunt Lydia said. There is freedom to act and freedom through liberation. In the time of anarchy, there was freedom to act. Now you are granted freedom through liberation. Do not underestimate it.","There are multiple types of freedom, Aunt Lydia used to say. The freedom to do things and the freedom to refrain from things. In the days of anarchy, there was the freedom to do things. Now you are given the freedom to refrain. Do not underestimate this.","There is more than one kind of freedom, Aunt Lydia used to say. Freedom to and freedom from. In the days of anarchy, it was freedom to. Now we are given freedom from. Do not underrate it."
168,['janine'],,"Janine looks at me, then, and around the corners of her mouth there is the trace of a smirk. She glances down to where my own belly lies flat under my red robe, and the wings cover her face. I can see only a little of her forehead, and the pinkish tip of her nose.","Tên cô, ngày đó, Janine. Janine nhìn tôi, thế đấy, và quanh khóe miệng nhíu bóng một cái cười khẩy. Cô ta trượt mắt xuống bụng tôi lép xẹp dưới tấm váy đỏ, rồi đôi cánh che khuất mặt cô. Tôi chỉ còn thấy chỏm trán, và cái đàu mũi hồng hồng.",Önceki zamanda ismi Janine'di. Janine bana bakıyor ve ağzının kenarlarında bir sırıtışın çizgileri beliriyor. Elbisenin altında karnımın dümdüz kaldığı yere bakıyor ve kanatlar yüzümü kapatıyor. Sadece alnının küçük bir bölümünü ve burnunun pembemsi ucunu görebiliyorum.,"En aquellos tiempos, su nombre era Janine. Janine me mira y en las comisuras de sus labios asoma una sonrisa afectada. Baja la vista hasta mi vientre —una tabla debajo del traje rojo— y la toca le cubre la cara. Sólo puedo ver un pequeño trozo de su frente y la punta rosada de su nariz.","Janine looked at me, like that, and a sneer flickered at the corner of her mouth. She slid her eyes down to my flat stomach under the red dress, then the wings obscured her face. I could only see the top of her forehead, and the tip of her pink nose.",Janine is looking at me and the lines of a smirk are forming at the corners of her mouth. She is looking at the place where my stomach remains flat under the dress and the wings are covering my face. I can only see a small part of her forehead and the pinkish tip of her nose.,"Janine looks at me and an affected smile appears at the corners of her lips. She lowers her gaze to my belly—a board beneath the red suit—and touches it, covering her face. I can only see a small piece of his forehead and the pink tip of his nose."
170,['luke'],,"I take the chicken, wrapped in butcher's paper and trussed with string. Not many things are plastic, anymore. I remember those endless white plastic shopping bags, from the supermarket; I hated to wastethem and would stuff them in under the sink, until the day would come when there would be too many and I would open the cupboard door and they would bulge out, sliding over the floor. Luke used to complain about it. Periodically he would take all the bags and throw them out.","Tôi nhận con gà, quấn trong giấy phèn buộc dây. Đồ bằng chất dẻo không thấy mấy, không thấy nữa. Tôi nhớ đến thứ túi ni lông trắng to không thấy đáy, đựng đồ siêu thị mua về; tôi chẳng bao giờ muốn vứt chúng đi, toàn dúi vào dưới bồn rửa, tới một hôm nào đó khi tôi mở cửa tủ chúng đổ tràn ra, vung vãi trên sàn. Luke lúc nào cũng than phiền chuyện đó. Cứ đều đặn anh lại vơ tất cả đống túi quăng đi.","Kasap kağıdına sarılıp iple bağlanmış pilici alıyorum. Plastik olan pek bir şey kalmadı, artık. Sonu gelmez beyaz plastik alış veriş torbalarını hatırlıyorum, süpermarketten alınan; onları atmaktan nefret eder, lavabonun altına tıkıştırırdım, ta ki aşırı çoğalıp dolabın kapısını açtığımda dışarı fırlayarak yerlere saçılma günleri gelinceye kadar. Luke yakınırdı bundan. Belirli aralıklarla bütün torbaları toplayıp dışarı atardı.","Cojo el pollo, envuelto en papel parafinado y atado con un cordel. Ya no quedan muchas cosas de plástico. Recuerdo aquellas bolsas blancas de plástico que daban en los supermercados; como odiaba desperdiciarlas, las amontonaba debajo del fregadero hasta que llegaba un momento en que había tantas que al abrir la puerta del armario resbalaban hasta el suelo. Luke solía quejarse y de vez en cuando las sacaba todas y las tiraba.","I received the chicken, wrapped in parchment paper and tied with string. Plastic items are rarely seen, not seen anymore. I remember the large bottomless white plastic bags used to carry groceries from the supermarket; I never wanted to throw them away, always stuffing them under the sink, until one day when I opened the cabinet door and they spilled out, scattered all over the floor. Luke always complained about that. He regularly gathered all the bags and threw them away.",I'm taking the chicken wrapped in butcher paper and tied with string. There isn't much left that's plastic anymore. I remember the endless white plastic shopping bags from the supermarket; I hated throwing them away and would stuff them under the sink until the days when they multiplied so much that they would burst out and scatter all over the floor when I opened the cabinet door. Luke used to complain about this. He would periodically gather all the bags and throw them out.,"I grab the chicken, wrapped in paraffin paper and tied with a string. There aren't many plastic things left anymore. I remember those white plastic bags they used to give out at supermarkets; how I hated wasting them, I would pile them up under the sink until there came a point when there were so many that when you opened the cabinet door, they would slip to the floor. Luke used to complain and every now and then he would take them all out and throw them away."
174,"['deglen', 'ofglen', 'gleninki']",,"I stop walking. Ofglen stops beside me and I know that she too cannot take her eyes off these women. We are fascinated, but also repelled. They seem undressed. It has taken so little time to change our minds, about things like this.","Tôi dừng bước. Bên tôi Ofglen cũng ngừng lại và tôi biết cô ta cũng không thể rời mắt khỏi đám đàn bà kia. Chúng tôi mê hồn, nhưng cũng kinh tởm. Họ cứ như lõa thể. Chỉ sau chút ít thời gian đầu óc chúng tôi đã đổi cả, về những chuyện thế này.","Yürümekten vazgeçiyorum. Gleninki de duruyor yanımda ve onun da gözlerini bu kadınlardan ayıramadığını biliyorum. Büyülendik, ancak tiksindik de. Çıplak gibiler. Çok kısa sürmüş, fikrimizi değiştirmemiz, bu tür şeyler hakkında.",Me detengo. Deglen se para junto a mí y comprendo que ella tampoco puede quitarles los ojos de encima a esas mujeres. Nos fascinan y al mismo tiempo nos repugnan. Parece que fueran desnudas. Qué poco tiempo han tardado en cambiar nuestra mentalidad con respecto a este tipo de cosas.,"I stopped walking. Beside me, Ofglen also stopped, and I knew she couldn't take her eyes off those women either. We were mesmerized, but also disgusted. They seemed almost naked. It didn't take long for our minds to change about such things.","I give up on walking. Glen's also stops beside me, and I know he can't take his eyes off these women either. We are mesmerized, but also disgusted. They are almost naked. It didn't take long for us to change our minds about these kinds of things.","I stop. Deglen stands next to me, and I understand that she also can't take her eyes off those women. They fascinate us and at the same time repulse us. It seems as if they were naked. How little time it has taken to change our mentality regarding these kinds of things."
180,"['aunt lydia', 'lydia', 'tía lydia', 'lydia teyze']",,"I also know better than to say yes. Modesty is invisibility, said Aunt Lydia. Never forget it. To be seento be seenis to beher voice trembledpenetrated. What you must be, girls, is impenetrable. She called us girls.","Tôi cũng biết khôn hồn đừng nói vâng. Khiêm cung là phải vô hình, dì Lydia bảo thế. Đừng bao giờ quên. Bị nhìn thấy - bị nhìn thấy - cũng tức là - giọng dì run rẩy - bị xuyên thủng. Bổn phận của các cô là không để bị xuyên thấu, các cô bé ạ. Dì gọi chúng tôi là các cô bé.","Evet demeyecek kadar da akıllıyım. Alçak gönüllülük görünmezliktir, derdi Lydia Teyze. Asla unutmayın bunu. Görülmek -görülmek derken sesi titriyordu- ulaşılmaktır. Olmanız gereken şey, kızlar, ulaşılmazlık. Kızlar derdi bize.","También me cuido muy bien de decir que sí. Recato e invisibilidad son sinónimos, decía Tía Lydia. No lo olvidéis nunca. Si os ven —si os v en es como si os penetraran, decía con voz temblorosa. Y vosotras, niñas, debéis ser impenetrables. Nos llamaba niñas.","I also know that it's wise not to say yes. Humility must be invisible, Aunt Lydia said so. Never forget. To be seen - to be seen - also means - her voice trembling - to be penetrated. Your duty is not to be penetrated, girls. She called us girls.","I'm smart enough not to say yes. Aunt Lydia used to say that humility is invisibility. Never forget this. To be seen - her voice trembled as she said it - is to be reachable. What you need to be, girls, is unreachable. She used to call us girls.","I also take great care to say yes. Modesty and invisibility are synonyms, Aunt Lydia used to say. Never forget it. If they see you —if they see you, it is as if they penetrate you, she said with a trembling voice. And you, girls, must be impenetrable. He called us girls."
191,"['deglen', 'ofglen', 'gleninki']",,"""I'd like to pass by the church,"" says Ofglen, as if piously.","“Tôi muốn đi qua nhà thờ,” Ofglen nói, có vẻ sùng đạo lắm lắm.","“Kiliseden geçmek isterdim,” diyor Gleninki, dindarmışçasına.",—Me gustaría pasar por la iglesia —anuncia Deglen en tono piadoso.,"“I want to go by the church,” Ofglen said, looking very devout.","“I would like to pass through the church,” says Gleninki, as if devout.",—I would like to stop by the church —announces Deglen in a pious tone.
202,"['deglen', 'ofglen', 'gleninki']",,"Ofglen's head is bowed, as if she's praying. She does this every time. Maybe, I think, there's someone, someone in particular gone, for her too; a man, a child. But I can't entirely believe it. I think of her as a woman for whom every act is done for show, is acting rather than a real act. She does such things to look good, I think. She's out to make the best of it.","Ofglen gục đầu, như thể đang cầu nguyện. Lần nào cũng thế. Có lẽ, tôi nghĩ, cũng có một người, một người đặc biệt đã mất, trong ký ức cô ta; một người đàn ông, hay một đứa trẻ. Nhưng tôi không thể hồn nhiên mà tin được. Tôi nghĩ cô ta thuộc loại người nhất cử nhất động đều là trình diễn, mỗi động tác đều được tính toán tác động. Cô ta làm thế để được vẻ, tôi nghĩ thế. Cô ta sẵn lòng khai thác mỗi cử chỉ của mình.","Gleninki'nin başı eğik, sanki dua ediyor. Bunu her defasında yapar. Belki, diye düşünüyorum, biri var, yok olan özel biri, onun için de: bir erkek, bir çocuk. Ancak buna pek inanamıyorum. Her işi gösteri olsun diye yapan, doğal davranmaktan çok rol yapan bir kadın olarak düşünüyorum onu. Bu tür şeyleri iyi görünmek için yapıyor, diye düşünüyorum. Bunlardan en iyi biçimde yararlanmaya çalışıyor.","Deglen tiene la cabeza baja, como si rezara. Siempre está así. Se me ocurre que tal vez ella también ha perdido a alguien, a alguna persona determinada, un hombre, un niño. Pero no estoy totalmente convencida. Pienso en ella como en alguien que actúa para que la vean, alguien que está realizando una actuación más que un verdadero acto. Me da la impresión de que hace estas cosas para parecer buena. Está decidida a conformarse.","Ofglen bows her head, as if in prayer. It's always the same. Perhaps, I think, there is also someone, a special someone lost, in her memory; a man, or a child. But I can't naively believe it. I think she is the type of person whose every move is a performance, every gesture calculated for effect. She does it for appearances, I think. She is willing to exploit every gesture of hers.","Gleninki's head is bowed, as if she is praying. She does this every time. Maybe, I think, there is someone, a special someone who is gone, for her: a man, a child. But I can't really believe it. I think of her as a woman who does everything for show, acting more than behaving naturally. I think she does these kinds of things to look good. She tries to make the most of them.","Deglen has her head down, as if she were praying. She is always like this. It occurs to me that maybe she has also lost someone, a specific person, a man, a child. But I am not entirely convinced. I think of her as someone who acts to be seen, someone who is performing rather than truly acting. I get the impression that she does these things to seem good. She is determined to conform."
217,['luke'],,"What I feel towards them is blankness. What I feel is that I must not feel. What I feel is partly relief, because none of these men is Luke. Luke wasn't a doctor. Isn't.","Cảm giác của tôi là vô cảm. Cảm giác của tôi là không được có cảm giác gì. Cảm giác của tôi phần nào còn là nhẹ nhõm, bởi trong số đó không có Luke. Luke ngày xưa không phải bác sĩ. Anh không phải là bác sĩ.","Onlara karşı hissettiğim boşluk. Hissettiğim, hissetmemem gereken şey. Hissettiğim kısmen ferahlama, çünkü bu adamların hiç biri Luke değil. Luke bir doktor değildi. Değil.",Lo que siento por ellos es vacuidad. Lo que siento es que no debo sentir. Lo que siento es cierto alivio porque ninguno de estos hombres es Luke. Luke no era médico. No lo es.,"My feeling is numbness. My feeling is not to have any feeling. My feeling is also somewhat of relief, because Luke is not among them. Luke was not a doctor in the past. He is not a doctor.","The emptiness I feel towards them. What I feel, something I shouldn't feel. What I feel is partly relief, because none of these men are Luke. Luke was not a doctor. Not.",What I feel for them is emptiness. What I feel is that I should not feel. What I feel is a certain relief because none of these men is Luke. Luke was not a doctor. It is not.
