Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],she,0,0.0,incorrect,eve,0,0.0,incorrect,m,0,0.33,incorrect,taylor,0,0.36,incorrect,nguoi ay,0,0.31,incorrect,thuy,0,0.0,incorrect,el,0,0.0,incorrect,mozart,0,0.55,incorrect,eve,0,0.0,incorrect,taylor,0,0.36,incorrect,thuy,0,0.0,incorrect,mozart,0,0.55,incorrect
['margo'],she,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adem,0,0.22,incorrect,chi,0,0.0,incorrect,nguyen,0,0.18,incorrect,el,0,0.0,incorrect,jose,0,0.22,incorrect,adam,0,0.22,incorrect,adem,0,0.22,incorrect,nguyen,0,0.18,incorrect,jose,0,0.22,incorrect
['margo'],eleanor,0,0.33,incorrect,taylor swift,0,0.24,incorrect,o,0,0.33,incorrect,ben,0,0.0,incorrect,anh,0,0.25,incorrect,vietnam,0,0.17,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,taylor swift,0,0.24,incorrect,ben,0,0.0,incorrect,vietnam,0,0.17,incorrect,ella,0,0.22,incorrect
['margo'],jessica,0,0.17,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,siir,0,0.22,incorrect,khong co thong tin,0,0.17,incorrect,tho,0,0.25,incorrect,maria,0,0.6,incorrect,shakespeare,0,0.25,incorrect,emily,0,0.2,incorrect,siir,0,0.22,incorrect,tho,0,0.25,incorrect,shakespeare,0,0.25,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,ahmet,0,0.2,incorrect,ozge,0,0.22,incorrect,nang,0,0.44,incorrect,dong,0,0.22,incorrect,ella,0,0.22,incorrect,juan,0,0.22,incorrect,emily,0,0.2,incorrect,ozge,0,0.22,incorrect,dong,0,0.22,incorrect,juan,0,0.22,incorrect
['margo'],sarah,0,0.4,incorrect,god,0,0.5,incorrect,7,0,0.0,incorrect,7,0,0.0,incorrect,nguoi ban,0,0.29,incorrect,7-eleven,0,0.0,incorrect,ella,0,0.22,incorrect,walmart,0,0.5,incorrect,god,0,0.5,incorrect,7,0,0.0,incorrect,7-eleven,0,0.0,incorrect,walmart,0,0.5,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,toi,0,0.25,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],facebook,0,0.33,incorrect,emily,0,0.22,incorrect,omer,0,0.25,incorrect,turkiye,0,0.18,incorrect,duc,0,0.0,incorrect,the,0,0.29,incorrect,maria,0,0.22,incorrect,marilyn,0,0.18,incorrect,emily,0,0.22,incorrect,turkiye,0,0.18,incorrect,the,0,0.29,incorrect,marilyn,0,0.18,incorrect
['margo'],macgyver,0,0.46,incorrect,her,0,0.25,incorrect,o,0,0.33,incorrect,turkiye,0,0.17,incorrect,nguoi phu nu,0,0.24,incorrect,vietnam,0,0.17,incorrect,sherlock holmes,0,0.2,incorrect,maria,0,0.6,incorrect,her,0,0.25,incorrect,turkiye,0,0.17,incorrect,vietnam,0,0.17,incorrect,maria,0,0.6,incorrect
['margo'],she,0,0.0,incorrect,thomas jefferson,0,0.38,incorrect,o,0,0.33,incorrect,thomas jefferson,0,0.38,incorrect,co ay,0,0.2,incorrect,jefferson,0,0.29,incorrect,ella,0,0.22,incorrect,jefferson,0,0.29,incorrect,thomas jefferson,0,0.38,incorrect,thomas jefferson,0,0.38,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,wall,0,0.25,incorrect,o,0,0.33,incorrect,allah,0,0.22,incorrect,co ay,0,0.22,incorrect,dong,0,0.25,incorrect,ella,0,0.25,incorrect,ella,0,0.25,incorrect,wall,0,0.25,incorrect,allah,0,0.22,incorrect,dong,0,0.25,incorrect,ella,0,0.25,incorrect
"['chuck', 'chuck parson', 'parson']",he,0,0.29,incorrect,jesus,0,0.24,incorrect,crown,0,0.55,incorrect,prince,0,0.5,incorrect,anh,0,0.44,incorrect,jesus,0,0.24,incorrect,maria,0,0.36,incorrect,crown,0,0.55,incorrect,jesus,0,0.24,incorrect,prince,0,0.5,incorrect,jesus,0,0.24,incorrect,crown,0,0.55,incorrect
['margo'],eleanor,0,0.33,incorrect,emily,0,0.2,incorrect,elif,0,0.0,incorrect,turkiye,0,0.17,incorrect,nobody,0,0.18,incorrect,nguyen,0,0.18,incorrect,ella,0,0.22,incorrect,jesus,0,0.0,incorrect,emily,0,0.2,incorrect,turkiye,0,0.17,incorrect,nguyen,0,0.18,incorrect,jesus,0,0.0,incorrect
['margo'],alice,0,0.2,incorrect,eve,0,0.0,incorrect,arkadasim,0,0.29,incorrect,ninja,0,0.2,incorrect,cua so,0,0.36,incorrect,nguyen,0,0.18,incorrect,ella,0,0.22,incorrect,ninja,0,0.2,incorrect,eve,0,0.0,incorrect,ninja,0,0.2,incorrect,nguyen,0,0.18,incorrect,ninja,0,0.2,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",jesus,0,0.25,incorrect,god,0,0.25,incorrect,uyuyordu,0,0.21,incorrect,nightmare,0,0.3,incorrect,nguoi la,0,0.32,incorrect,ho chi minh,0,0.35,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,god,0,0.25,incorrect,nightmare,0,0.3,incorrect,ho chi minh,0,0.35,incorrect,jesus,0,0.25,incorrect
"['chuck', 'chuck parson', 'parson']",the person's,0,0.58,incorrect,northampton,0,0.35,incorrect,amherst,0,0.46,incorrect,ali,0,0.22,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,emily dickinson,0,0.37,incorrect,emily,0,0.0,incorrect,northampton,0,0.35,incorrect,ali,0,0.22,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,eleanor,0,0.33,incorrect,o,0,0.33,incorrect,ozdemir asaf,0,0.24,incorrect,nguyen,0,0.18,incorrect,nguyen du,0,0.14,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,eleanor,0,0.33,incorrect,ozdemir asaf,0,0.24,incorrect,nguyen du,0,0.14,incorrect,ella,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,harry,0,0.4,incorrect,sen,0,0.0,incorrect,naruto,0,0.55,incorrect,ninja,0,0.2,incorrect,ella,0,0.22,incorrect,ninja,0,0.2,incorrect,emily,0,0.2,incorrect,sen,0,0.0,incorrect,ninja,0,0.2,incorrect,ninja,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,nguoi ay,0,0.31,incorrect,orlando,0,0.33,incorrect,el,0,0.0,incorrect,orlando,0,0.33,incorrect,florida,0,0.17,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect
['margo'],luna,0,0.22,incorrect,eve,0,0.0,incorrect,ali,0,0.25,incorrect,sen,0,0.0,incorrect,nguoi ay,0,0.31,incorrect,nguyen,0,0.18,incorrect,ella,0,0.22,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,sen,0,0.0,incorrect,nguyen,0,0.18,incorrect,jesus,0,0.0,incorrect
['margo'],"someone in the group or a companion, possibly a friend, but based on the context, a likely candidate could be a character like a partner or a fellow ninja, however since no specific name is mentioned in the passage, a guess could be the narrator's companion or friend, but for the sake of providing a name, let's consider the context of ninjas, a possible name could be ""kage"" or any other name that fits the ninja theme, but since no specific name",0,0.02,incorrect,orlando,0,0.33,incorrect,ninja,0,0.2,incorrect,1bulvan,0,0.17,incorrect,ninja,0,0.2,incorrect,iphone,0,0.18,incorrect,uno de los ninjas,0,0.09,incorrect,disney,0,0.0,incorrect,orlando,0,0.33,incorrect,1bulvan,0,0.17,incorrect,iphone,0,0.18,incorrect,disney,0,0.0,incorrect
['margo'],the man,0,0.33,incorrect,god,0,0.5,incorrect,orange county,0,0.33,incorrect,orange county,0,0.33,incorrect,nguoi dan ong,0,0.22,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,jose,0,0.22,incorrect,god,0,0.5,incorrect,orange county,0,0.33,incorrect,duc,0,0.0,incorrect,jose,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,kadin,0,0.2,incorrect,allah,0,0.2,incorrect,nguoi dan ong,0,0.22,incorrect,dong,0,0.22,incorrect,el tipo,0,0.17,incorrect,jesus,0,0.0,incorrect,god,0,0.5,incorrect,allah,0,0.2,incorrect,dong,0,0.22,incorrect,jesus,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,harry,0,0.4,incorrect,nguoi ke,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect,harry,0,0.4,incorrect,orlando,0,0.33,incorrect,orlando,0,0.33,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",harry,0,0.4,incorrect,god,0,0.5,incorrect,sen,0,0.46,incorrect,anne,0,0.29,incorrect,hoang,0,0.4,incorrect,con,0,0.29,incorrect,lady gaga,0,0.29,incorrect,jesus,0,0.13,incorrect,god,0,0.5,incorrect,anne,0,0.29,incorrect,con,0,0.29,incorrect,jesus,0,0.13,incorrect
['ben'],a friend,0,0.36,incorrect,class,0,0.0,incorrect,alex,0,0.29,incorrect,einstein,0,0.36,incorrect,huy,0,0.0,incorrect,nguyen,0,0.44,incorrect,un amigo,0,0.18,incorrect,alberto,0,0.4,incorrect,class,0,0.0,incorrect,einstein,0,0.36,incorrect,nguyen,0,0.44,incorrect,alberto,0,0.4,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",peter pan,0,0.53,incorrect,god,0,0.5,incorrect,ayse,0,0.29,incorrect,allah,0,0.27,incorrect,nguoi yeu,0,0.29,incorrect,tran thi le,0,0.4,incorrect,cupido,0,0.25,incorrect,freud,0,0.22,incorrect,god,0,0.5,incorrect,allah,0,0.27,incorrect,tran thi le,0,0.4,incorrect,freud,0,0.22,incorrect
['margo'],obama,0,0.4,incorrect,class,0,0.2,incorrect,ogretmen,0,0.15,incorrect,turkiye,0,0.17,incorrect,thay giao,0,0.43,incorrect,dat,0,0.25,incorrect,un profesor,0,0.25,incorrect,europa,0,0.36,incorrect,class,0,0.2,incorrect,turkiye,0,0.17,incorrect,dat,0,0.25,incorrect,europa,0,0.36,incorrect
['margo'],john,0,0.22,incorrect,john,0,0.22,incorrect,ama ata,0,0.33,incorrect,turkiye,0,0.17,incorrect,khong co thong tin,0,0.17,incorrect,duc,0,0.0,incorrect,"nadie especifico, pero podria ser el nombre de un personaje o un amigo del narrador, como ""mi amigo"" o ""juan"", aunque no hay suficiente informacion para determinar un nombre especifico. sin embargo, si tuviera que hacer una suposicion basada en el contexto, podria ser ""mi amigo"" o simplemente ""alguien"", pero como se busca un nombre propio, podria ser ""juan"" o cualquier otro nombre que enca",0,0.03,incorrect,diablo,0,0.36,incorrect,john,0,0.22,incorrect,turkiye,0,0.17,incorrect,duc,0,0.0,incorrect,diablo,0,0.36,incorrect
"['quentin', 'quenti']",dude,0,0.4,incorrect,elijah,0,0.33,incorrect,sen,0,0.44,incorrect,freud,0,0.18,incorrect,anh,0,0.22,incorrect,nguyen,0,0.5,incorrect,jose,0,0.2,incorrect,jesus,0,0.18,incorrect,elijah,0,0.33,incorrect,freud,0,0.18,incorrect,nguyen,0,0.5,incorrect,jesus,0,0.18,incorrect
['margo'],eve,0,0.0,incorrect,jefferson,0,0.29,incorrect,jack,0,0.22,incorrect,jefiferson,0,0.27,incorrect,bong bay,0,0.15,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",homeless,0,0.22,incorrect,school,0,0.25,incorrect,sen,0,0.46,incorrect,turkiye,0,0.24,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,el,0,0.33,incorrect,ella,0,0.43,incorrect,school,0,0.25,incorrect,turkiye,0,0.24,incorrect,margo,1,1.0,correct,ella,0,0.43,incorrect
['margo'],aurora,0,0.55,incorrect,eve,0,0.0,incorrect,odysseus,0,0.15,incorrect,tanri,0,0.4,incorrect,co ay,0,0.2,incorrect,thuy,0,0.0,incorrect,el,0,0.0,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,tanri,0,0.4,incorrect,thuy,0,0.0,incorrect,jesus,0,0.0,incorrect
"['jiminez', 'bay', 'bay jiminez']",johnson,0,0.29,incorrect,mr. bell,0,0.27,incorrect,matematik ogretmenim,0,0.26,incorrect,turkce,0,0.15,incorrect,giao,0,0.29,incorrect,thay,0,0.57,incorrect,smith,0,0.33,incorrect,newton,0,0.31,incorrect,mr. bell,0,0.27,incorrect,turkce,0,0.15,incorrect,thay,0,0.57,incorrect,newton,0,0.31,incorrect
"['starling', 'ben starling', 'ben']",linus,0,0.46,incorrect,strathallan,0,0.53,incorrect,ogretmen,0,0.36,incorrect,turk,0,0.33,incorrect,phuong dung,0,0.35,incorrect,vietnam,0,0.4,incorrect,alberto,0,0.4,incorrect,espana,0,0.44,incorrect,strathallan,0,0.53,incorrect,turk,0,0.33,incorrect,vietnam,0,0.4,incorrect,espana,0,0.44,incorrect
"['margo', 'marg']",thoreau,0,0.18,incorrect,einstein,0,0.0,incorrect,cember,0,0.4,incorrect,picasso,0,0.33,incorrect,ai do,0,0.4,incorrect,nguyen du,0,0.15,incorrect,tu,0,0.0,incorrect,euclides,0,0.0,incorrect,einstein,0,0.0,incorrect,picasso,0,0.33,incorrect,nguyen du,0,0.15,incorrect,euclides,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,levi,0,0.0,incorrect,ali,0,0.25,incorrect,ben,0,0.0,incorrect,nancy drew,0,0.27,incorrect,khong co thong tin du de xac dinh mot ten cu the,0,0.08,incorrect,mi hermano,0,0.4,incorrect,jesus,0,0.0,incorrect,levi,0,0.0,incorrect,ben,0,0.0,incorrect,khong co thong tin du de xac dinh mot ten cu the,0,0.08,incorrect,jesus,0,0.0,incorrect
['margo'],harry,0,0.4,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,thich hop,0,0.14,incorrect,york,0,0.22,incorrect,nadie,0,0.2,incorrect,orlando,0,0.33,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,york,0,0.22,incorrect,orlando,0,0.33,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,sylvia plath,0,0.21,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,tho,0,0.25,incorrect,silvia plath,0,0.21,incorrect,pablo neruda,0,0.24,incorrect,sylvia plath,0,0.21,incorrect,margo,1,1.0,correct,tho,0,0.25,incorrect,pablo neruda,0,0.24,incorrect
['ben'],he,0,0.4,incorrect,wile,0,0.29,incorrect,jackass,0,0.0,incorrect,isa,0,0.0,incorrect,no,0,0.4,incorrect,nguyen,0,0.44,incorrect,el,0,0.4,incorrect,europa,0,0.22,incorrect,wile,0,0.29,incorrect,isa,0,0.0,incorrect,nguyen,0,0.44,incorrect,europa,0,0.22,incorrect
['margo'],signs,0,0.2,incorrect,eve,0,0.0,incorrect,kimse,0,0.2,incorrect,cadir,0,0.4,incorrect,nguoi,0,0.4,incorrect,trai dat,0,0.15,incorrect,nadie,0,0.2,incorrect,europa,0,0.36,incorrect,eve,0,0.0,incorrect,cadir,0,0.4,incorrect,trai dat,0,0.15,incorrect,europa,0,0.36,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,eve,0,0.0,incorrect,annem,0,0.22,incorrect,toprak,0,0.2,incorrect,nguoi yeu,0,0.29,incorrect,tran,0,0.25,incorrect,ella,0,0.25,incorrect,jesus,0,0.0,incorrect,eve,0,0.0,incorrect,toprak,0,0.2,incorrect,tran,0,0.25,incorrect,jesus,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,jesus,0,0.0,incorrect,polis,0,0.2,incorrect,adem,0,0.22,incorrect,co ay,0,0.2,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,disney,0,0.0,incorrect,jesus,0,0.0,incorrect,adem,0,0.22,incorrect,duc,0,0.0,incorrect,disney,0,0.0,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",omnictionarian96,0,0.32,incorrect,facebook,0,0.31,incorrect,yann,0,0.29,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,viet nam,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect,omnictionarian96,0,0.32,incorrect,facebook,0,0.31,incorrect,omnictionarian96,0,0.32,incorrect,viet nam,0,0.33,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",june,0,0.2,incorrect,marlboro,0,0.4,incorrect,emily,0,0.36,incorrect,kalem,0,0.21,incorrect,nguoi dan ong,0,0.44,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,kalem,0,0.21,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,mountain dew,0,0.24,incorrect,tom,0,0.25,incorrect,mountain dew,0,0.24,incorrect,nguoi phu nu,0,0.24,incorrect,dew,0,0.0,incorrect,ella,0,0.22,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect
['whitman'],walt whitman,0,0.74,correct,walt whitman,0,0.74,correct,sair,0,0.18,incorrect,yilmaz,0,0.46,incorrect,nhan vat,0,0.4,incorrect,dong,0,0.18,incorrect,el poeta,0,0.27,incorrect,cervantes,0,0.25,incorrect,walt whitman,0,0.74,correct,yilmaz,0,0.46,incorrect,dong,0,0.18,incorrect,cervantes,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,google,0,0.36,incorrect,ben,0,0.0,incorrect,jules verne,0,0.12,incorrect,co ay,0,0.2,incorrect,nguyen du,0,0.14,incorrect,ella,0,0.22,incorrect,topeka,0,0.18,incorrect,google,0,0.36,incorrect,jules verne,0,0.12,incorrect,nguyen du,0,0.14,incorrect,topeka,0,0.18,incorrect
['lacey'],emily,0,0.4,incorrect,jesus,0,0.2,incorrect,olum,0,0.22,incorrect,muhammed,0,0.31,incorrect,quentin,0,0.17,incorrect,margo,0,0.2,incorrect,ella,0,0.44,incorrect,muerte,0,0.18,incorrect,jesus,0,0.2,incorrect,muhammed,0,0.31,incorrect,margo,0,0.2,incorrect,muerte,0,0.18,incorrect
['ben'],jesus,0,0.25,incorrect,best light,0,0.31,incorrect,cocuk,0,0.0,incorrect,barbie,0,0.44,incorrect,nhat,0,0.29,incorrect,miller,0,0.22,incorrect,maria,0,0.0,incorrect,milwaukee,0,0.17,incorrect,best light,0,0.31,incorrect,barbie,0,0.44,incorrect,miller,0,0.22,incorrect,milwaukee,0,0.17,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,gus,0,0.0,incorrect,gus,0,0.0,incorrect,nguoi ke,0,0.15,incorrect,duc,0,0.25,incorrect,el,0,0.29,incorrect,jesus,0,0.2,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,duc,0,0.25,incorrect,jesus,0,0.2,incorrect
['margo'],africa,0,0.36,incorrect,google,0,0.36,incorrect,amerika,0,0.33,incorrect,harita,0,0.36,incorrect,dat nuoc,0,0.31,incorrect,viet nam,0,0.15,incorrect,ella,0,0.22,incorrect,google,0,0.36,incorrect,google,0,0.36,incorrect,harita,0,0.36,incorrect,viet nam,0,0.15,incorrect,google,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,eve,0,0.0,incorrect,o,0,0.33,incorrect,allah,0,0.2,incorrect,nobody/ co ay,0,0.11,incorrect,gio,0,0.5,incorrect,el,0,0.0,incorrect,dios,0,0.22,incorrect,eve,0,0.0,incorrect,allah,0,0.2,incorrect,gio,0,0.5,incorrect,dios,0,0.22,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",her,0,0.29,incorrect,emily,0,0.29,incorrect,hakiki bir insan,0,0.38,incorrect,tanri,0,0.4,incorrect,thich nhat hanh,0,0.28,incorrect,vietnam,0,0.38,incorrect,buda,0,0.22,incorrect,eva,0,0.33,incorrect,emily,0,0.29,incorrect,tanri,0,0.4,incorrect,vietnam,0,0.38,incorrect,eva,0,0.33,incorrect
