Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,mask,0,0.44,incorrect,havaya,0,0.18,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,yo,0,0.29,incorrect,oido,0,0.22,incorrect,she,0,0.0,incorrect,havaya,0,0.18,incorrect,co,0,0.29,incorrect,oido,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,maskeli person,0,0.42,incorrect,aslinda,0,0.17,incorrect,co ay,0,0.2,incorrect,em,0,0.29,incorrect,someone,0,0.33,incorrect,amante,0,0.36,incorrect,she,0,0.0,incorrect,aslinda,0,0.17,incorrect,em,0,0.29,incorrect,amante,0,0.36,incorrect
['margo'],i,0,0.0,incorrect,the room,0,0.31,incorrect,she,0,0.0,incorrect,bando,0,0.4,incorrect,mask,0,0.44,incorrect,du,0,0.0,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,the room,0,0.31,incorrect,bando,0,0.4,incorrect,du,0,0.0,incorrect,ella,0,0.22,incorrect
['margo'],jane,0,0.22,incorrect,sarah,0,0.4,incorrect,ayse,0,0.22,incorrect,sey,0,0.0,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,mariana,0,0.5,incorrect,novio,0,0.2,incorrect,sarah,0,0.4,incorrect,sey,0,0.0,incorrect,co,0,0.29,incorrect,novio,0,0.2,incorrect
['margo'],jane,0,0.22,incorrect,she,0,0.0,incorrect,kot pantolonumun sahibi,0,0.14,incorrect,paca,0,0.22,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect,mire,0,0.44,incorrect,she,0,0.0,incorrect,paca,0,0.22,incorrect,co,0,0.29,incorrect,mire,0,0.44,incorrect
['margo'],she,0,0.0,incorrect,7-eleven,0,0.0,incorrect,nabzim,0,0.18,incorrect,7eleven,0,0.0,incorrect,jane,0,0.22,incorrect,ho,0,0.29,incorrect,mi pulso,0,0.31,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7eleven,0,0.0,incorrect,ho,0,0.29,incorrect,7-eleven,0,0.0,incorrect
['margo'],catfish,0,0.17,incorrect,catfish,0,0.17,incorrect,maskot,0,0.55,incorrect,burundi,0,0.17,incorrect,ngoc,0,0.44,incorrect,worthington,0,0.38,incorrect,mask,0,0.44,incorrect,worthington,0,0.38,incorrect,catfish,0,0.17,incorrect,burundi,0,0.17,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],she,0,0.57,incorrect,friend,0,0.2,incorrect,mask,0,0.5,incorrect,geri,0,0.25,incorrect,nang ay,0,0.18,incorrect,cau,0,0.29,incorrect,mask,0,0.5,incorrect,amiga,0,0.22,incorrect,friend,0,0.2,incorrect,geri,0,0.25,incorrect,cau,0,0.29,incorrect,amiga,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,jimmy,0,0.2,incorrect,maskarada,0,0.43,incorrect,kilidi,0,0.0,incorrect,co ay,0,0.2,incorrect,chua,0,0.22,incorrect,alguien,0,0.33,incorrect,susan,0,0.2,incorrect,jimmy,0,0.2,incorrect,kilidi,0,0.0,incorrect,chua,0,0.22,incorrect,susan,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,she,0,0.0,incorrect,jefferson,0,0.29,incorrect,anh,0,0.25,incorrect,jefferson,0,0.29,incorrect,yo,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,mirror,0,0.55,incorrect,hester,0,0.2,incorrect,karman,0,0.4,incorrect,co ay,0,0.22,incorrect,co,0,0.29,incorrect,laura,0,0.44,incorrect,ella,0,0.25,incorrect,mirror,0,0.55,incorrect,karman,0,0.4,incorrect,co,0,0.29,incorrect,ella,0,0.25,incorrect
"['chuck', 'chuck parson', 'parson']",crown school of dance,0,0.3,incorrect,crown,0,0.55,incorrect,crown dans okulu,0,0.36,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,zeynep,0,0.0,incorrect,birinin,0,0.17,incorrect,[mask1],0,0.33,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,le,0,0.0,incorrect,she,0,0.0,incorrect,birinin,0,0.17,incorrect,co,0,0.29,incorrect,le,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,ninja,0,0.2,incorrect,pencere,0,0.17,incorrect,sessizce,0,0.0,incorrect,co ay,0,0.2,incorrect,ninja,0,0.2,incorrect,junte,0,0.0,incorrect,una,0,0.25,incorrect,ninja,0,0.2,incorrect,sessizce,0,0.0,incorrect,ninja,0,0.2,incorrect,una,0,0.25,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",someone else,0,0.33,incorrect,guy,0,0.25,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,nguoi khac,0,0.29,incorrect,den,0,0.22,incorrect,alguien,0,0.31,incorrect,viejo,0,0.2,incorrect,guy,0,0.25,incorrect,adam,0,0.22,incorrect,den,0,0.22,incorrect,viejo,0,0.2,incorrect
"['chuck', 'chuck parson', 'parson']",four-two-two amherst,0,0.31,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,yardim,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,yardim,0,0.33,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],she,0,0.0,incorrect,hester,0,0.18,incorrect,saat,0,0.22,incorrect,onun,0,0.22,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,mask,0,0.44,incorrect,la,0,0.29,incorrect,hester,0,0.18,incorrect,onun,0,0.22,incorrect,co,0,0.29,incorrect,la,0,0.29,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,sakar,0,0.4,incorrect,sakar,0,0.4,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,she,0,0.0,incorrect,sakar,0,0.4,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,mask,0,0.44,incorrect,florida,0,0.17,incorrect,mask,0,0.44,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,just,0,0.0,incorrect,ve,0,0.0,incorrect,serap,0,0.2,incorrect,nguoi do,0,0.31,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,ella,0,0.22,incorrect,just,0,0.0,incorrect,serap,0,0.2,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect
['margo'],ninjas,0,0.18,incorrect,i-drive,0,0.17,incorrect,bulvan,0,0.18,incorrect,bulvan,0,0.18,incorrect,ninja,0,0.2,incorrect,i-drive,0,0.17,incorrect,shinobi,0,0.17,incorrect,international,0,0.22,incorrect,i-drive,0,0.17,incorrect,bulvan,0,0.18,incorrect,i-drive,0,0.17,incorrect,international,0,0.22,incorrect
['margo'],you,0,0.25,incorrect,man,0,0.5,incorrect,orange county serifi,0,0.24,incorrect,adam,0,0.22,incorrect,anh,0,0.25,incorrect,nguoi,0,0.4,incorrect,[mask],0,0.36,incorrect,-mask-,0,0.36,incorrect,man,0,0.5,incorrect,adam,0,0.22,incorrect,nguoi,0,0.4,incorrect,-mask-,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,jane,0,0.22,incorrect,adam,0,0.22,incorrect,havuza,0,0.18,incorrect,anh ta,0,0.18,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,una,0,0.25,incorrect,jane,0,0.22,incorrect,havuza,0,0.18,incorrect,co,0,0.29,incorrect,una,0,0.25,incorrect
['margo'],she,0,0.0,incorrect,seaworld,0,0.31,incorrect,universal studyolari,0,0.16,incorrect,tur,0,0.25,incorrect,co ay,0,0.2,incorrect,universal,0,0.14,incorrect,yo,0,0.29,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,tur,0,0.25,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",snakebit bob,0,0.24,incorrect,mother,0,0.6,incorrect,birhtas,0,0.36,incorrect,normal,0,0.36,incorrect,con,0,0.29,incorrect,bo,0,0.33,incorrect,lisa,0,0.29,incorrect,una,0,0.25,incorrect,mother,0,0.6,incorrect,normal,0,0.36,incorrect,bo,0,0.33,incorrect,una,0,0.25,incorrect
['ben'],name,0,0.29,incorrect,name,0,0.29,incorrect,tuvalet,0,0.2,incorrect,tuvalet,0,0.2,incorrect,nguyen,0,0.44,incorrect,la-tinh,0,0.2,incorrect,alguien,0,0.4,incorrect,me,0,0.4,incorrect,name,0,0.29,incorrect,tuvalet,0,0.2,incorrect,la-tinh,0,0.2,incorrect,me,0,0.4,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",someone,0,0.35,incorrect,myra,0,0.44,incorrect,hemlock,0,0.33,incorrect,hakan,0,0.27,incorrect,my linh,0,0.29,incorrect,le,0,0.17,incorrect,alguien,0,0.36,incorrect,matt,0,0.44,incorrect,myra,0,0.44,incorrect,hakan,0,0.27,incorrect,le,0,0.17,incorrect,matt,0,0.44,incorrect
['margo'],someone like [mask] reminded everyone what immature jackasses they all were,0,0.1,incorrect,jackass,0,0.17,incorrect,isik,0,0.0,incorrect,ahmad,0,0.4,incorrect,ho,0,0.29,incorrect,thuong,0,0.18,incorrect,alguien,0,0.33,incorrect,instituto,0,0.14,incorrect,jackass,0,0.17,incorrect,ahmad,0,0.4,incorrect,thuong,0,0.18,incorrect,instituto,0,0.14,incorrect
['margo'],buttercup,0,0.14,incorrect,he,0,0.0,incorrect,amac,0,0.44,incorrect,siyah yesil birisini,0,0.16,incorrect,nguoi kia,0,0.29,incorrect,ma,0,0.57,incorrect,pedro,0,0.4,incorrect,al,0,0.29,incorrect,he,0,0.0,incorrect,siyah yesil birisini,0,0.16,incorrect,ma,0,0.57,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']",look,0,0.0,incorrect,someone,0,0.31,incorrect,bak,0,0.0,incorrect,mask,0,0.0,incorrect,tao,0,0.22,incorrect,may,0,0.0,incorrect,tu,0,0.25,incorrect,mira,0,0.2,incorrect,someone,0,0.31,incorrect,mask,0,0.0,incorrect,may,0,0.0,incorrect,mira,0,0.2,incorrect
['margo'],she,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefiferson,0,0.27,incorrect,co ay,0,0.2,incorrect,jefferson,0,0.29,incorrect,mask,0,0.44,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefiferson,0,0.27,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",ill,0,0.31,incorrect,she,0,0.31,incorrect,dersleri,0,0.22,incorrect,fazla,0,0.27,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,mask,0,0.44,incorrect,ni,0,0.17,incorrect,she,0,0.31,incorrect,fazla,0,0.27,incorrect,margo,1,1.0,correct,ni,0,0.17,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,bilinmeyen,0,0.13,incorrect,omuzumu,0,0.17,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,ella,0,0.22,incorrect,lisa,0,0.22,incorrect,she,0,0.0,incorrect,omuzumu,0,0.17,incorrect,co,0,0.29,incorrect,lisa,0,0.22,incorrect
"['jiminez', 'bay', 'bay jiminez']",mr. smith,0,0.3,incorrect,mr.,0,0.2,incorrect,matem,0,0.33,incorrect,maskeli,0,0.29,incorrect,thay,0,0.57,incorrect,thay,0,0.57,incorrect,senor,0,0.17,incorrect,mister,0,0.46,incorrect,mr.,0,0.2,incorrect,maskeli,0,0.29,incorrect,thay,0,0.57,incorrect,mister,0,0.46,incorrect
"['starling', 'ben starling', 'ben']",someone,0,0.4,incorrect,spastic,0,0.4,incorrect,selma,0,0.31,incorrect,sapan,0,0.46,incorrect,jane,0,0.33,incorrect,moi,0,0.18,incorrect,alguien,0,0.53,incorrect,septima,0,0.4,incorrect,spastic,0,0.4,incorrect,sapan,0,0.46,incorrect,moi,0,0.18,incorrect,septima,0,0.4,incorrect
"['margo', 'marg']",someone,0,0.33,incorrect,dad,0,0.29,incorrect,babasi,0,0.2,incorrect,ayse,0,0.25,incorrect,ai do,0,0.4,incorrect,hester,0,0.2,incorrect,alguien,0,0.36,incorrect,compas,0,0.4,incorrect,dad,0,0.29,incorrect,ayse,0,0.25,incorrect,hester,0,0.2,incorrect,compas,0,0.4,incorrect
['margo'],typical,0,0.17,incorrect,bedroom,0,0.33,incorrect,oduncu,0,0.18,incorrect,benimkine,0,0.14,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,mask,0,0.44,incorrect,misterio,0,0.46,incorrect,bedroom,0,0.33,incorrect,benimkine,0,0.14,incorrect,co,0,0.29,incorrect,misterio,0,0.46,incorrect
['margo'],jane,0,0.22,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,york,0,0.22,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,juan,0,0.22,incorrect,york,0,0.22,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect,new york,0,0.15,incorrect,york,0,0.22,incorrect
"['margo', 'whitman']",the mask,0,0.4,incorrect,hester,0,0.31,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,nota,0,0.36,incorrect,amo,0,0.5,incorrect,hester,0,0.31,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,amo,0,0.5,incorrect
['ben'],him,0,0.0,incorrect,blur,0,0.29,incorrect,hester,0,0.22,incorrect,kimya,0,0.0,incorrect,it,0,0.0,incorrect,bac,0,0.33,incorrect,alguien,0,0.4,incorrect,hombro,0,0.22,incorrect,blur,0,0.29,incorrect,kimya,0,0.0,incorrect,bac,0,0.33,incorrect,hombro,0,0.22,incorrect
['margo'],campers,0,0.33,incorrect,campfire,0,0.31,incorrect,maskarade,0,0.43,incorrect,cadir,0,0.4,incorrect,nguoi,0,0.4,incorrect,nguyen,0,0.18,incorrect,alguien,0,0.33,incorrect,nombre,0,0.36,incorrect,campfire,0,0.31,incorrect,cadir,0,0.4,incorrect,nguyen,0,0.18,incorrect,nombre,0,0.36,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,hers,0,0.25,incorrect,ayse,0,0.25,incorrect,agac,0,0.5,incorrect,co ay,0,0.22,incorrect,co,0,0.29,incorrect,alguien,0,0.36,incorrect,arana,0,0.44,incorrect,hers,0,0.25,incorrect,agac,0,0.5,incorrect,co,0,0.29,incorrect,arana,0,0.44,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,murat,0,0.4,incorrect,adam,0,0.22,incorrect,co ay,0,0.2,incorrect,nguyen,0,0.18,incorrect,ella,0,0.22,incorrect,ni,0,0.0,incorrect,she,0,0.0,incorrect,adam,0,0.22,incorrect,nguyen,0,0.18,incorrect,ni,0,0.0,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",she,0,0.31,incorrect,she,0,0.31,incorrect,kiz arkadasim,0,0.29,incorrect,omnictionarian96,0,0.32,incorrect,co ay,0,0.23,incorrect,congdancuatoanthu96,0,0.26,incorrect,ella,0,0.43,incorrect,tu,0,0.33,incorrect,she,0,0.31,incorrect,omnictionarian96,0,0.32,incorrect,congdancuatoanthu96,0,0.26,incorrect,tu,0,0.33,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",john,0,0.36,incorrect,lights,0,0.33,incorrect,mortgage'larla ilgili,0,0.15,incorrect,marlboro,0,0.4,incorrect,vi tuong,0,0.36,incorrect,sau,0,0.24,incorrect,junio,0,0.36,incorrect,light marlboro,0,0.36,incorrect,lights,0,0.33,incorrect,marlboro,0,0.4,incorrect,sau,0,0.24,incorrect,light marlboro,0,0.36,incorrect
['margo'],she,0,0.0,incorrect,mountain dew,0,0.24,incorrect,haky,0,0.22,incorrect,dew,0,0.0,incorrect,co ay,0,0.2,incorrect,mountain dew,0,0.24,incorrect,jessica,0,0.17,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect
['whitman'],he/she/they,0,0.22,incorrect,introduction,0,0.32,incorrect,hikaye,0,0.46,incorrect,doksaninci bolumu,0,0.17,incorrect,masks,0,0.33,incorrect,ngoc,0,0.18,incorrect,el caso,0,0.14,incorrect,el,0,0.0,incorrect,introduction,0,0.32,incorrect,doksaninci bolumu,0,0.17,incorrect,ngoc,0,0.18,incorrect,el,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,topeka,0,0.18,incorrect,hayal,0,0.2,incorrect,topeka,0,0.18,incorrect,co ay,0,0.2,incorrect,topeka,0,0.18,incorrect,ella,0,0.22,incorrect,namibia,0,0.33,incorrect,topeka,0,0.18,incorrect,topeka,0,0.18,incorrect,topeka,0,0.18,incorrect,namibia,0,0.33,incorrect
['lacey'],she,0,0.25,incorrect,she,0,0.25,incorrect,ayse,0,0.44,incorrect,o,0,0.0,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,mariana,0,0.17,incorrect,verdad,0,0.18,incorrect,she,0,0.25,incorrect,o,0,0.0,incorrect,margo,0,0.2,incorrect,verdad,0,0.18,incorrect
['ben'],someone,0,0.4,incorrect,milwaukee,0,0.17,incorrect,mask,0,0.0,incorrect,milwaukee,0,0.17,incorrect,no,0,0.4,incorrect,milwaukee's,0,0.14,incorrect,john,0,0.29,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee,0,0.17,incorrect,milwaukee's,0,0.14,incorrect,milwaukee,0,0.17,incorrect
['lacey'],ace,0,0.75,correct,ace,0,0.75,correct,as,0,0.29,incorrect,mask,0,0.22,incorrect,ca ba,0,0.2,incorrect,gus,0,0.0,incorrect,tres,0,0.22,incorrect,tres,0,0.22,incorrect,ace,0,0.75,correct,mask,0,0.22,incorrect,gus,0,0.0,incorrect,tres,0,0.22,incorrect
['margo'],grass,0,0.2,incorrect,she,0,0.0,incorrect,cimen,0,0.2,incorrect,hester,0,0.18,incorrect,canh co,0,0.33,incorrect,co,0,0.29,incorrect,hierba,0,0.18,incorrect,levante,0,0.17,incorrect,she,0,0.0,incorrect,hester,0,0.18,incorrect,co,0,0.29,incorrect,levante,0,0.17,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,name,0,0.22,incorrect,buca,0,0.22,incorrect,co ay,0,0.2,incorrect,co,0,0.29,incorrect,juan,0,0.22,incorrect,imposible,0,0.29,incorrect,she,0,0.0,incorrect,buca,0,0.22,incorrect,co,0,0.29,incorrect,imposible,0,0.29,incorrect
"['margo roth spiegelma', 'roth', 'margo', 'spiegelman', 'margo roth spiegelman', 'spiegelma']",her,0,0.29,incorrect,hester,0,0.27,incorrect,onu,0,0.29,incorrect,kenar,0,0.4,incorrect,co ay,0,0.24,incorrect,so,0,0.33,incorrect,ella,0,0.46,incorrect,miranda,0,0.35,incorrect,hester,0,0.27,incorrect,kenar,0,0.4,incorrect,so,0,0.33,incorrect,miranda,0,0.35,incorrect
['margo'],her,0,0.25,incorrect,her,0,0.25,incorrect,hakan,0,0.2,incorrect,gun,0,0.25,incorrect,hester,0,0.18,incorrect,co,0,0.29,incorrect,alicia,0,0.18,incorrect,aquel,0,0.2,incorrect,her,0,0.25,incorrect,gun,0,0.25,incorrect,co,0,0.29,incorrect,aquel,0,0.2,incorrect
"['margo', 'margo—']",me,0,0.29,incorrect,my,0,0.29,incorrect,bilal,0,0.2,incorrect,babam,0,0.2,incorrect,hom nay,0,0.33,incorrect,bo,0,0.29,incorrect,universidad,0,0.12,incorrect,mi,0,0.29,incorrect,my,0,0.29,incorrect,babam,0,0.2,incorrect,bo,0,0.29,incorrect,mi,0,0.29,incorrect
['margo'],jane,0,0.22,incorrect,matters,0,0.5,incorrect,mask,0,0.44,incorrect,rupert,0,0.18,incorrect,emily,0,0.2,incorrect,mystery,0,0.33,incorrect,alguien,0,0.33,incorrect,arrancar,0,0.31,incorrect,matters,0,0.5,incorrect,rupert,0,0.18,incorrect,mystery,0,0.33,incorrect,arrancar,0,0.31,incorrect
['lacey'],she,0,0.25,incorrect,she,0,0.25,incorrect,gofreti,0,0.17,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,chua,0,0.22,incorrect,alguien,0,0.33,incorrect,madre,0,0.4,incorrect,she,0,0.25,incorrect,gofast,0,0.18,incorrect,chua,0,0.22,incorrect,madre,0,0.4,incorrect
['margo'],jessica,0,0.17,incorrect,mary,0,0.67,incorrect,mask,0,0.44,incorrect,dusman,0,0.36,incorrect,ho,0,0.29,incorrect,gai,0,0.25,incorrect,ella,0,0.22,incorrect,sara,0,0.44,incorrect,mary,0,0.67,incorrect,dusman,0,0.36,incorrect,gai,0,0.25,incorrect,sara,0,0.44,incorrect
