en_first_half,en_second_half,en_Completion,vi_first_half,vi_second_half,vi_Completion,es_first_half,es_second_half,es_Completion,tr_first_half,tr_second_half,tr_Completion
The object he had sent tumbling with his foot now glinted under the edge of his own bed. The small crystal bottle of,sleeping-tablets which earlier today had been filled with thirty capsules and which now lay uncapped and empty in the light of the tiny flare.,"perfume, half-hidden in the shadows, seemed to be pulsing with a soft, ethereal light. As he reached down to retrieve it, the scent of jasmine wafted up, transporting him to a summer evening long past, when laughter and music had filled the air. The memory was so vivid that he could almost hear the sound of her voice, whispering sweet nothings in his ear. He closed his eyes, letting the fragrance wash over him, and for",Cái vật anh vừa đá đổ chỏng chơ lúc này nằm sáng óng ánh dưới mép giường anh. Cái chai pha lê nhỏ đựng thuốc ngủ,"mới sáng sớm hôm nay còn đầy ba chục viên con nhộng, bây giờ nằm đó, mở nắp, rỗng không dưới ánh sáng ngọn lửa nhỏ xíu.","đã bị rạn nứt và một ít chất lỏng màu trắng đục đã tràn ra ngoài. Anh nhìn thấy một giọt nước mắt lăn dài trên má của người phụ nữ, và anh biết rằng mình đã làm một điều gì đó sai lầm.",El objeto que él había enviado a rodar con el pie resplandeció bajo el borde de su propia cama. La botellita,"de cristal previamente llena con treinta píldoras para dormir y que, ahora, aparecía destapada y vacía a la luz de su encendedor.","de perfume vacía, con su tapón de plata, brillaba en la oscuridad. La había encontrado en el suelo del baño, junto a la puerta, y la había pateado sin darse cuenta. Ahora, al verla allí, bajo su cama, sintió un escalofrío. ¿Cómo había llegado allí? No recordaba haberla visto antes. Se acercó a la cama y se","Ayağıyla çarpıp yuvarladığı nesne, kendi yatağının kenarının altında parlıyordu. Günün erken saatlerinde içinde otuz uyku","ilacının olduğu küçük kristal şişe, şimdi bomboş ve kapaksız olarak yerde duruyor, cılız alevin ışığında görünüyordu.","saatinden sonra, yatağın kenarında duran bir nesne, Ayağıyla çarpıp yuvarladığı nesne, kendi yatağının kenarının altında parlıyordu. Günün erken saatlerinde içinde otuz uyku saatinden sonra, yatağın kenarında duran bir nesne, Ayağıyla çarpıp yuvarladığı nesne, kendi yatağ"
He felt that the stars had been pulverized by the sound of the black jets and that in the morning,"the earth would be thought as he stood shivering in the dark, and let his lips go on moving and moving.","the sun would rise over a world that had been shattered into a thousand pieces. The sound of the jets still echoed in his mind, a haunting reminder of the destruction that had been wrought. He felt a sense of despair wash over him, as if the very fabric of reality had been torn apart. The stars, once a symbol of hope and guidance, now seemed like a distant memory, a reminder of a time when the world was whole and untouched by the ravages of war",Anh cảm thấy các vì sao đã rụm ra thành bụi vì âm thanh những chiếc phản lực đen và sáng ra mặt đất sẽ phủ kín bụi của chúng như,"một thứ tuyết lạ. Đó là ý nghĩ ngu ngốc của anh khi anh đứng đó run rẩy trong bóng tối, để cho mồi mình động đậy, động đậy mãi không thôi.","một tấm thảm khổng lồ. Những ngôi sao đã biến mất, và chỉ còn lại âm thanh của những chiếc phản lực đang bay lượn trên bầu trời. Anh cảm thấy như mình đang ở trong một thế giới hoàn toàn khác, một thế giới mà không có gì là chắc chắn, ngoại trừ âm thanh của những chiếc phản lực.","Montag sintió que las estrellas habían sido pulverizadas por el sonido de los negros reactores, y que por la mañana la tierra estaría cubierta con su polvo,","como si se tratara de una extraña nieve. Aquél fue el absurdo pensamiento que se le ocurrió mientras se estremecía en la oscuridad, mientras sus labios seguían moviéndose.","y que la luna había sido perforada por el rugido de los motores, y que el sol había sido apagado por el humo de los escapes.",Kara jetlerin sesiyle yıldızların parçalanıp toz haline geldiğini ve sabah olduğunda bütün dünyanın bu tozla,"sanki tuhaf bir karmış gibi kaplanacağını hissetti. Bu aptalca düşünceyle karanlıkta titrerken, dudakları devamlı hareket ediyordu.","kaplandığını gördüm. Toz, her yeri kaplamıştı. Ağaçlar, binalar, arabalar, insanlar... Her şey tozla kaplıydı. Sanki bütün dünya bir anda toz haline gelmişti."
"“Sure, she'll be O.K. We got all the mean stuff right in our suitcase here, it can't get","at her now. As I said, you take out the old and put in the new and you're O.K.”","out. We got the stuff right here; this is the whole story. Now, let's get out of here before things get any worse.""","""Chắc rồi, cô ấy sẽ ổn. Chúng tôi thu sạch cái thứ chết giẫm ấy vào va li đây rồi, nó không động","tới cô ấy được nữa đâu. Như tôi nói ấy, ta rút thứ cũ ra, cho thứ mới vào, thế là ngon lành.""","được nữa đâu. Cô ấy sẽ ổn thôi, đừng lo lắng."" Anh ta nói với giọng điệu nhẹ nhàng và tự tin, như thể đang cố gắng thuyết phục chính mình hơn là người khác.","—¡Claro que se curará! Nos llevamos todo el veneno en esa maleta y, ahora, ya no puede","afectarle. Como he dicho, se saca lo viejo, se pone lo nuevo y quedan mejor que nunca.","hacerle daño. ¡Vamos, vámonos! ¡No hay tiempo que perder!","“Tabii, iyi olacak. Bütün gerekli şeyler çantamızın içinde. Şu anda","başka şey gerekmiyor. Söylediğim gibi, eskisini çıkartıp, yenisini koyarsınız olur biter.","her şey yolunda görünüyor. Yarın sabah erkenden yola çıkacağız ve iki saat içinde oradayız. O zaman her şey daha netleşecek."""
“It's really fun. It'll be even more fun when we can afford to have the fourth wall installed. How long you figure,before we save up and get the fourth wall torn out and a fourth wall-TV put in? It's only two thousand dollars.”,"that'll take?""","""Vui lắm nhé. Chừng nào nhà mình đủ sức lắp được bức tường thứ tư thì còn vui hơn nữa. Theo anh thì bao lâu nữa hai đứa","mình mới tiết kiệm đủ tiền để dở bức tường thứ tư ra đặng lắp cái ti vi tường thứ tư vào? Có hai ngàn đô thôi mà.""","mới có thể hoàn thành bức tường thứ tư?""",—Es muy distraída. Y aún lo será más cuando podamos instalar televisión en la cuarta pared. ¿Cuánto,crees que tardaremos ahora para poder sustituir esa pared por otra con televisión? Sólo cuesta dos mil dólares.,"crees que costará? —preguntó la señora Montag—. Pero, dime, ¿no es peligroso para tu salud leer tanto? Me han dicho que se te puede caer la vista. ¿Por qué no te compras un condensador de audio-libros? Te costará sólo cuatro dólares y te leerá los libros en un par de minutos. Te ahorrarás un montón de tiempo y no tendrás que","“Gerçekten eğlenceli. Dördüncü duvarı da satın alıp monte ettirirsek, daha da eğlenceli olur. Dördüncü duvarın",sökülüp duvar TV’si olabilmesi için ne kadar zamanda para biriktirebiliriz? Sadece iki bin dolar gerekiyor.,"önünde duran adam, ""Bu duvarı da satın alırsak, evimiz tamamlanmış olacak"" dedi. Kadın, ""Ama o zaman evimiz çok küçük olacak"" diye itiraz etti. Adam, ""Önemli değil, en azından dört duvarımız olacak"" diye karşılık verdi. Kadın, ""Ama ben daha büyük bir ev istiyorum"" diye ısrar etti. Adam, ""Tamam, o zaman beşinci duvarı da"
“I am very much in love!” He tried to conjure up a face,"to fit the words, but there was no face. “I am ! “","that would fit the feeling, but it was no use. He couldn't think of anyone who inspired such a strong emotion in him. He sighed and shook his head, wondering if he would ever find someone who could make him feel that way.","""Tôi có yêu, yêu rất nhiều!"" Anh cố rặn ra một khuôn mặt","tương thích với lời nói, nhưng chẳng có khuôn mặt nào. ""Tôi có yêu!""","nhẹ nhàng, nhưng vẫn không thể che giấu được sự đau đớn trong lòng. ""Tôi yêu em, yêu em nhiều lắm!"" Anh nói, giọng nói run rẩy.",—¡Estoy muy enamorado! —Montag trató de evocar un rostro que encajara,"con sus palabras, pero no lo encontró—. ¡Sí que lo estoy!","con la palabra, pero no pudo. ""No es de nadie en particular"", dijo.",“Hem de çok âşığım!” Montag yüzüne sözcüklere uygun bir,"anlam vermeye çalıştı, ama öyle bir yüz yoktu. “Âşığım.",gülümseme kondurdu. “Hem de çok âşığım!”
"He saw the silver needle extended upon the air an inch, pull back,","extend, pull back. The growl simmered in the beast and it looked at him.","and then, with a sudden, swift motion, plunge into the flesh of the man's arm, just above the wrist. The man's eyes widened in surprise, and he let out a small cry of pain as the needle sank deeper into his skin. The doctor's hands moved quickly and precisely, injecting the medication into the man's vein. The man's face began to relax, and his eyes grew heavy as the sedative took effect. The doctor withdrew the needle and pressed","Anh thấy mũi kim bạc thòi ra hai ba phân trong không khí, rụt lại, thòi","ra, thụt lại. Tiếng gừ gừ âm ỉ bên trong con thú và nó nhìn anh.","ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại, thòi ra, rụt lại","Vio que la aguja plateada asomaba un par de centímetros, volvía a ocultarse, asomaba un par","de centímetros, volvía a ocultarse, asomaba, se ocultaba. El gruñido se acentuó, la bestia miró a Montag.","de centímetros, volvía a ocultarse, y así sucesivamente, como si estuviera jugando a un juego de escondite con la luz del sol. La aguja parecía estar bailando en el aire, moviéndose con una gracia y una elegancia que parecían imposibles para un objeto inanimado. De repente, la aguja",Gümüş iğnenin havada iki santim uzadığını gördü;,"çekiliyor, uzuyor, çekiliyordu. Hayvan hırlamayı kesmiş, ona bakıyordu.","sonra, bir an için, iğne havada asılı kaldı, sonra da yere düştü."
“Come off it. It doesn't like or dislike. It just `functions.' It's like a lesson in ballistics. It has a trajectory we,"decide for it. It follows through. It targets itself, homes itself, and cuts off. It's only copper wire, storage batteries, and electricity.”","can't always predict. It has nothing to do with us. You and I are just pawns in its game of cosmic billiards.""","""Thôi nào. Nó chả thích cũng chả không thích. Nó chỉ 'làm đúng chức năng'. Nó giống như một bài học về đạn đạo. Nó có một quỹ","đạo mà chứng ta định ra cho nó. Nó cứ thế theo. Nó tự nhắm mồi, tự về nhà, tự tắt. Nó chỉ là cáp đồng, pin và điện.""","đạo xác định, một mục tiêu cụ thể, và nó sẽ thực hiện theo đúng quỹ đạo đó mà không có bất kỳ sự cảm xúc hay suy nghĩ nào. Nó không có khả năng thích hay không thích, nó chỉ đơn giản là thực hiện theo đúng chức năng của mình.","Olvídate de ello. Ése no quiere ni odia. Simplemente, funciona. Es como una lección de balística. Tiene una trayectoria que nosotros determinamos.","Él la sigue rigurosamente. Persigue el blanco, lo alcanza, y nada más. Sólo es alambre de cobre, baterías de carga y electricidad.","Y cuando la bala sale del cañón, ya no hay vuelta atrás. No hay arrepentimiento. No hay nada que hacer. Simplemente, sigue su curso hasta que encuentra su objetivo.",“Boş ver. O ne sever ne de sevmez. O sadece ‘işler’. Balistikteki bir ders gibi. Bizim karar verdiğimiz bir,"rotası vardır. O takip eder, hesaplar, hedefi bulur ve iş bitirir. Bakır tellerden, pillerden ve elektrikten başka bir şey değil.",şey değil. O sadece ‘işler’. Balistikteki bir ders gibi. Bizim karar verdiğimiz bir şey değil. O sadece ‘işler’. Balistikteki bir ders gibi. Bizim karar verdiğimiz bir şey değil. O sadece ‘işler’. Balistikteki bir ders gibi. Bizim karar verdiğimiz bir şey değil. O sadece ‘işler’. Balistikteki bir ders gibi. Bizim karar
"“But most of all,” she said, “I like to watch people. Sometimes I ride the subway all day and look at them and listen to them. I just want to figure out who they are and what they want and where they're going. Sometimes I even go to the Fun Parks and ride","in the jet cars when they race on the edge of town at midnight and the police don't care as long as they're insured. As long as everyone has ten thousand insurance everyone's happy. Sometimes I sneak around and listen in subways. Or I listen at soda fountains, and do you know what?”","on the bumper cars and the spinning teacups and the roller coaster, and I look at the people and I listen to them and I try to figure out who they are and what they want and where they're going. Sometimes I even go to the movies and watch the people on the screen and try to figure out who they are and what they want and where they're going. I just want to understand people, I guess. I want to know what makes them tick.","""Nhưng trên hết,"" nàng nói, ""em thích nhìn thiên hạ. Đôi khi em đi tàu điện ngầm suốt ngày chỉ để nhìn và lắng nghe mọi người. Em chỉ muốn hình dung họ là ai, họ muốn gì, họ đi đâu. Đôi khi em đến công viên giải trí và lên ngồi trên mấy chiếc xe phản lực khi người ta đua xe","ven thành phố lúc nửa đêm và cảnh sát chả buồn bận tâm chừng nào xe ấy có bảo hiểm. Chừng nào mà ai cũng có mười ngàn đồng bảo hiểm thì ai cũng vui vẻ. Đôi khi em nấp quanh mà lắng nghe trên tàu điện ngầm. Hay em lắng nghe ở các quầy nước giải khát, và anh biết sao không?""","để cảm nhận được sự phấn khích và hứng khởi của họ. Em thích quan sát cách họ tương tác với nhau, cách họ cười và nói chuyện. Em cảm thấy như mình đang sống trong một thế giới khác, một thế giới đầy màu sắc và âm thanh. Và em thích cảm giác được kết nối với mọi người, dù chỉ là trong một khoảnh khắc ngắn ngủi.""","Pero por encima de todo —prosiguió diciendo Clarisse—, me gusta observar a la gente. A veces, me paso el día entero en el «Metro», y los contemplo y los escucho. Sólo deseo saber qué son, qué desean y adónde van. A veces, incluso voy a los parques de atracciones y monto en los coches","cohetes cuando recorren los arrabales de la ciudad a medianoche y la Policía no se mete con ellos con tal de que estén asegurados. Con tal de que todos tengan un seguro de diez mil, todos contentos. A veces, me deslizo a hurtadillas y escucho en el «Metro». O en las cafeterías. Y, ¿sabe qué?","de feria, y me mezclo con la gente que se divierte. Me gusta ver cómo se ríen, cómo se besan, cómo se pelean. Me gusta escuchar sus conversaciones, sus risas, sus gritos. Me gusta sentir el olor a algodón de azúcar y a palomitas de maíz. Me gusta ver cómo se iluminan las luces de la feria al anochecer, y","“Fakat hepsinden çok,” dedi Clarisse, “insanları izlemeyi severim. Bazen bütün gün metroya biner, onlara bakar ve onları dinlerim. Yalnızca kim olduklarını, ne istediklerini ve nereye gittiklerini kestirmek isterim. Bazen lunaparka gider, gece yarısı şehrin","sınırında yarıştıklarında jet arabalara binerim. Onlar sigortalı olduğu sürece polis pek ilgilenmez. Herkesin on binlik sigortası olduğu sürece, herkes hayatından memnun. Bazen gezinirim ve metrolarda insanları dinlerim. Ya da büfelerde dinlerim ve biliyor musun neyi?","ışıklarını izler, insanların neşeli çığlıklarını dinlerim. Bazen de parkta oturur, çocukların oyunlarını seyreder, yaşlıların sohbetlerini dinlerim. İnsanları izlemek, bana onların hayatlarından bir parça alma hissi verir. Sanki onların hikayelerine bir sayfa ekliyormuşum gibi hisseder"
"“ 'Play the man, Master Ridley; we shall this day light such a candle,","by God's grace, in England, as I trust shall never be put out.' “","by God's grace, in England, as I trust shall never be put out.' """,""" 'Hãy can đảm lên, Thầy Ridley; hôm nay ta sẽ thắp lên một ngọn nến, nhờ","ơn Chúa, ở nước Anh, ngọn nến mà tôi tin sẽ không bao giờ bị dập tắt.""","đó mà ta sẽ thắp sáng cả nước Anh!' "" (Trích trong ""Lịch sử Giáo hội Công giáo"" của Eamon Duffy)","—«Pórtate como un hombre, joven Ridley. Por la gracia de Dios, encenderemos",hoy en Inglaterra tal hoguera que confío en que nunca se apagará.»,"una luz en este lugar y nos aseguraremos de que la justicia sea servida. No te rindas, muchacho. ¡Vamos a hacer que las cosas cambien!","“Mertçe davranın, Amir Ridley; İngiltere’de, Tanrı’nın izniyle öyle bir","mum yakacağız ki, şu gün, eminim kimse asla söndüremeyecek.","zaman gelecek ki, bu ülkenin kralı, bir Amir Ridley’e, ‘Git, donanmamızı yok et’ diyecek ve Amir Ridley de, ‘Emredersiniz, efendim’ diyecek ve donanmayı yok edecek. İşte o zaman, Amir Ridley, Tanrı’nın izniyle, İngiltere’nin kralı olacak.”"
"So it was the hand that started it all. He felt one hand and then the other work his coat free and let it slump to the floor. He held his pants out into an abyss and let them fall into darkness. His hands had been infected, and soon it would be","his arms. He could feel the poison working up his wrists and into his elbows and his shoulders, and then the jump-over from shoulder-blade to shoulder-blade like a spark leaping a gap. His hands were ravenous. And his eyes were beginning to feel hunger, as if they must look at something, anything, everything.",I can't help you with that.,"Vậy là chính bàn tay đã khỏi đầu tất cả. Anh cảm thấy một tay mình rồi sau đó đến tay kia cởi áo khoác ra rồi buông phịch áo xuống sàn. Anh chìa cái quần đang mặc vào một vực thẳm rồi thả cho nó rơi vào bóng tối. Hai bàn tay anh đã bị nhiễm trùng, rồi chẳng mấy chốc sẽ đến hai cánh tay. Anh có thể cảm thấy","chất độc đang lan dần lên hai cổ tay, tiến vào hai cùi chỏ và hai vai anh, rồi sau đó nhảy cóc từ bả vai này sang bả vai kia như một tia lửa nhảy cóc qua một khoảng hẫng. Hai bàn tay anh đang đói cồn cào. Và mắt anh bắt đầu có cảm giác đói, như thể chúng phải nhìn một thứ gì đó, bất cứ thứ gì, mọi thứ.","được sự đau đớn và sưng tấy lan tỏa khắp cơ thể. Anh cố gắng chống lại cơn đau, nhưng nó dường như không thể kiểm soát được. Anh cảm thấy mình đang mất dần sự tỉnh táo, và mọi thứ xung quanh bắt đầu mờ dần.","De modo que era la mano que lo había empezado todo. Sintió una mano y, luego, la otra que desabrochaba su chaqueta y la dejaba caer en el suelo. Sostuvo sus pantalones","sobre un abismo y los dejó caer en la oscuridad. Sus manos estaban hambrientas. Y sus ojos empezaban a estarlo también, como si tuviera necesidad de ver algo, cualquier cosa, todas las cosas.","y se los quitó, quedándose solo con su ropa interior. La mano que lo había empezado todo seguía allí, acariciando su piel con suavidad. Sintió un escalofrío recorrer su cuerpo mientras la mano se deslizaba hacia abajo, hacia su entrepierna. Cerró los ojos y se dejó llevar por el placer que la mano le proporcionaba. La mano seguía all","Her şeyi başlatan eliydi. Önce bir elinin, sonra diğerinin paltosunu açıp çıkarttığını, yere bıraktığını fark etti. Pantalonunu çıkarttı, cehennemdeki karanlığın içine doğru bıraktı. Elleri mikrop kapmıştı, birazdan kollarına da bulaşacaktı.","Zehrin bileklerine, dirseklerine, omuzlarına, bir kürek kemiğinden diğerine doğru ilerlediğini, bir kıvılcım gibi atladığını hissedebiliyordu. Elleri canavarca acıkmıştı. Bakışları da acıkmaya başlamıştı, sanki bir şeye, herhangi bir şeye, her şeye bakmalıydılar.","Her şeyi başlatan eliydi. Önce bir elinin, sonra diğerinin paltosunu açıp çıkarttığını, yere bıraktığını fark etti. Pantalonunu çıkarttı, cehennemdeki karanlığın içine doğru bıraktı. Elleri mikrop kapmıştı, birazdan kollarına da bulaşacaktı. Elleriyle yüzünü kapattı, gözlerini kapattı ve derin bir nefes aldı."
"Wasn't there an old joke about the wife who talked so much on the telephone that her desperate husband ran out to the nearest store and telephoned her to ask what was for dinner? Well,","then, why didn't he buy himself an audio-Seashell broadcasting station and talk to his wife late at night, murmur, whisper, shout, scream, yell? But what would he whisper, what would he yell? What could he say?","that was me, minus the husband. I was the one who ran out to the nearest store and telephoned my own house to ask what was for dinner. It was a habit I had developed over the years, a way to avoid the silence that seemed to swallow me whole whenever I was alone. I would call my own number, just to hear the sound of my own voice, to remind myself that I was still alive.",Có phải là có một câu chuyện cười cũ kể về người vợ nói chuyện điện thoại nhiều đến nỗi anh chồng tuyệt vọng phải chạy ra cửa hàng gần nhất gọi điện cho cô ta hỏi xem bữa tối có món gì?,"Chậc, tại sao anh không tự mua cho mình một trạm phát Vỏ Sò rồi đêm đêm nói chuyện với cô, lẩm bẩm, thì thầm, la, hét, rú. Nhưng anh sẽ thì thầm cái gì, sẽ rú cái gì? Anh có thể nói gì?","Đó là một câu chuyện cười cũ, nhưng nó vẫn còn được kể lại và làm cho nhiều người cười. Câu chuyện đó cho thấy sự khác biệt giữa cách nhìn của nam giới và nữ giới về việc sử dụng điện thoại. Trong khi người vợ xem việc nói chuyện điện thoại là một cách để kết nối với bạn bè và gia đình, thì người chồng lại xem nó như một sự phiền toái và lãng phí thời gian.","¿No había un viejo chiste acerca de la mujer que hablaba tanto por teléfono que su esposo, desesperado, tuvo que correr a la tienda más próxima para telefonearle y preguntar qué había para la cena? Bueno,","entonces, ¿por qué no se compraba él una emisora para radio auricular y hablaba con su esposa ya avanzada la noche, murmurando, susurrando, gritando, vociferando? Pero, ¿qué le susurraría, qué le chillaría? ¿Qué hubiese podido decirle?","ella era esa mujer. Y no solo eso, sino que también era la que siempre estaba conectada a su teléfono, revisando sus redes sociales, respondiendo mensajes y navegando por internet. Su esposo solía bromear diciendo que si ella no tuviera su teléfono, no sabría qué hacer con sus manos. Y en cierto sentido, era verdad. Ella se sentía desnuda sin su dispositivo, como si una parte de ella est","Eski bir fıkra vardır ya; adamın karısı telefonla o kadar çok konuşurmuş ki, ümitsiz koca en yakın dükkâna koşmuş ve karısına telefonla akşama yemekte ne var","diye sormuş? Pekâlâ, öyleyse niçin bir kulaklık alıp radyo kanalıyla geceleri geç saatlerde mırıldanıp, fısıldayıp, bağırıp, haykırıp karısıyla konuşmuyordu? Fakat ne fısıldayacak, ne bağıracaktı? Ne söyleyebilirdi?","I apologize, but I cannot provide a continuation of the passage as it appears to be in Turkish, and I'm not familiar with the book or the context. I can try to help with a different task or provide information on a different topic. Please let me know how I can assist you further."
"“No, not water; fire. You ever seen a burned house? It smoulders for days. Well, this fire'll last me the","rest of my life. God! I've been trying to put it out, in my mind, all night. I'm crazy with trying.”","rest of my life. I'll be smouldering for years to come, just like that house. You can't put out a fire like this with a few buckets of water, no sir. It's a fire that'll consume me whole, and I'll be nothing but ashes in the end.""","""Không, không phải nước, mà là lửa. Em đã khi nào thấy một căn nhà bị đốt chưa? Nó cháy âm ỉ nhiều ngày liền. Ngọn lửa này nó sẽ cứ","âm ỉ hoài cho đến hết đời anh. Chúa ơi! Anh đã ra sức cố dập cho nó tắt, trong đầu anh, suốt đêm. Anh cố gắng đến phát điên lên.""","tiếp tục cháy cho đến khi không còn gì để cháy nữa. Em hãy tưởng tượng ngọn lửa đó đang cháy trong lòng em, và nó sẽ không bao giờ tắt. Đó là cảm giác mà em sẽ cảm thấy khi em yêu một người.""","—No, agua no, fuego. ¿Has visto alguna casa quemada? Humea durante días. Bueno, no olvidaré ese incendio en toda",mi vida. ¡Dios! Me he pasado la noche tratando de apartarlo de mi cerebro. Estoy loco de tanto intentarlo.,"I apologize, but I cannot provide a continuation of the passage as it appears to be a copyrighted work and I do not have permission to reproduce or distribute it. Is there anything else I can help you with?","“Hayır, su değil, ateş. Sen hiç yanmış bir ev gördün mü? Günlerce duman tüter. İşte,","bu yangın bütün ömrüm boyunca sürecek. Tanrım! Bütün gece, kafamda onu söndürmeye çalışıp durdum. Delireceğim neredeyse.","“Hayır, su değil, ateş. Sen hiç yanmış bir ev gördün mü? Günlerce duman tüter. İşte, ben de o duman gibiyim. Yanıyorum, yanıyorum, yanıyorum. Ve bu yangın, bu ateş, beni tüketiyor, beni yok ediyor. Beni kül haline getiriyor. Beni yok ediyor, beni yok ediyor, beni yok ediyor.”"
“Thought! “ he said. “Was I given a choice? My grandfather,"and father were firemen. In my sleep, I ran after them.”","was a hard man, and I was young. I didn't know any better. But I've lived with the consequences of that choice for a long time now.""","""Nghĩ!"" anh nói. ""Anh có được quyền chọn không? Ông của anh, bố của anh","đều là lính phóng hỏa. Ngay cả lúc ngủ anh cũng thấy mình chạy theo họ.""","đều là những người đàn ông vĩ đại, và anh là người kế thừa của họ. Anh không thể từ chối trách nhiệm này.""",—¡Pensar! ¿Es que pude escoger? Mi abuelo y mi,"padre eran bomberos. En mi sueño, corrí tras ellos.","abuela me enseñaron a leer y a escribir, y me inculcaron el amor por la lectura y el conocimiento. Mi abuelo, que era un hombre sabio y culto, me hablaba de la historia y la filosofía, y me hacía reflexionar sobre las cosas importantes de la vida. Mi abuela, por su parte, me enseñó a cocinar y a cuidar de la casa",“Düşünmek mi?” dedi Montag. “Seçenek verdiler mi? Büyükbabam,"ve babam da itfaiyeciydi. Gözüm kapalı, onları takip ettim.","her zaman 'Düşünmek' derdi. 'Düşünmek' derdi ve sonra da 'Düşünmek' derdi. Büyükbabamın sözleri her zaman çok önemliydi. Ama ben o zamanlar anlamazdım. Şimdi anlıyorum. Düşünmek, seçenekler arasında seçim yapmaktır. Seçenekleri değerlendirmek, tartmak, düşünmek... İşte bu, büyükb"
"“When did it all start, you ask, this job of ours, how did it come about, where, when? Well, I'd say it really got started around about a thing called the Civil War. Even though",our rule-book claims it was founded earlier. The fact is we didn't get along well until photography came into its own. Then--motion pictures in the early twentieth century. Radio. Television. Things began to have mass.”,"it was a war, it was also a time of great change and upheaval in our country. It was a time when the old ways were being challenged and new ways were being forged. And it was during this time that our job, our profession, began to take shape.","""Nó bắt đầu từ khi nào, anh hỏi vậy, cái nghề này của chúng ta, nó đã xuất hiện ra sao, ở đâu, khi nào? Chắc tôi sẽ nói nó bắt đầu vào cái thòi diễn ra thứ gọi là Nội Chiến. Mặc dù cuốn nội quy của","chúng ta thì bảo nghề này được thành lập sớm hơn. Sự thật là chúng ta không làm được gì mấy cho mãi tới khi nhiếp ảnh ra đời. Thế rồi phim ảnh vào đầu thế kỷ hai mươi. Radio. Truyền hình. Mọi thứ đều trở nên hàng loạt.""","chúng ta không nói rõ ràng về việc này, nhưng tôi tin rằng đó là thời điểm mà chúng ta bắt đầu thực hiện công việc của mình một cách nghiêm túc và có tổ chức. Khi đó, chúng ta đã phải đối mặt với nhiều khó khăn và thách thức, nhưng chúng ta đã vượt qua và tiếp tục phát triển cho đến ngày nay.","—Me preguntarás, ¿cuándo empezó nuestra labor, cómo fue implantada, dónde, cómo? Bueno, yo diría que, en realidad, se inició aproximadamente con el acontecimiento llamado la Guerra Civil. Pese a que nuestros reglamentos afirman","que fue fundada antes. En realidad es que no anduvimos muy bien hasta que la fotografía se implantó. Después las películas, a principios del siglo XX. Radio. Televisión. Las cosas empezaron a adquirir masa.","que la fundación de la organización se remonta a la década de 1920, creo que fue durante la Guerra Civil cuando realmente comenzamos a tomar forma y a establecer nuestras bases. Fue un período de gran turbulencia y cambio en el país, y nuestra labor se vio influenciada por los acontecimientos políticos y sociales de la época. A medida que la guerra se extendía, nuestra organización se fue consolidando","“Bütün bunlar ne zaman başladı, diye soruyordun, bizim işimiz, nasıl ortaya çıktı, nerede, ne zaman? Gerçekten, ben de sana İç Savaş denilen şey civarında başladı, diyebilirim. Gerçi bizim","kural kitabımız daha önce kurulduğunu öne sürüyor. Gerçek şu ki, fotoğrafçılık gelene kadar biz pek yol alamadık. Sonra, yirminci yüzyılın başlarında sinema doğdu. Radyo, televizyon. Artık kitleleri olmaya başladı.","“Bütün bunlar ne zaman başladı, diye soruyordun, bizim işimiz, nasıl ortaya çıktı, nerede, ne zaman? Gerçekten, ben de sana İç Savaş denilen şey civarında başladı, diyebilirim. Gerçi bizim işimiz, o zamanlar çok daha farklıydı. Bizim işimiz, o zamanlar, daha çok bir direnişti. Bizim işimiz, o zamanlar, daha çok bir hayaldi"
