Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],emily,0,0.2,incorrect,horn,0,0.22,incorrect,ben,0,0.0,incorrect,komik,0,0.2,incorrect,ngoc,0,0.44,incorrect,ong,0,0.25,incorrect,john,0,0.22,incorrect,marina,0,0.55,incorrect,horn,0,0.22,incorrect,komik,0,0.2,incorrect,ong,0,0.25,incorrect,marina,0,0.55,incorrect
['margo'],audrey,0,0.36,incorrect,arthur,0,0.36,incorrect,sevgilim,0,0.15,incorrect,sevgilim,0,0.15,incorrect,anh,0,0.25,incorrect,the,0,0.0,incorrect,tom,0,0.25,incorrect,julio,0,0.2,incorrect,arthur,0,0.36,incorrect,sevgilim,0,0.15,incorrect,the,0,0.0,incorrect,julio,0,0.2,incorrect
['margo'],jen,0,0.0,incorrect,amy,0,0.25,incorrect,ben,0,0.0,incorrect,yoko,0,0.22,incorrect,em,0,0.29,incorrect,chuyen,0,0.0,incorrect,ella,0,0.22,incorrect,madrid,0,0.55,incorrect,amy,0,0.25,incorrect,yoko,0,0.22,incorrect,chuyen,0,0.0,incorrect,madrid,0,0.55,incorrect
['margo'],jess,0,0.0,incorrect,audrey,0,0.36,incorrect,sey,0,0.0,incorrect,rumi,0,0.22,incorrect,phan,0,0.22,incorrect,phan,0,0.22,incorrect,el guapo,0,0.31,incorrect,amigo,0,0.6,incorrect,audrey,0,0.36,incorrect,rumi,0,0.22,incorrect,phan,0,0.22,incorrect,amigo,0,0.6,incorrect
['margo'],lily,0,0.0,incorrect,carrie,0,0.36,incorrect,adam,0,0.22,incorrect,kontagi,0,0.33,incorrect,emily,0,0.2,incorrect,di,0,0.0,incorrect,jess,0,0.0,incorrect,jennifer,0,0.15,incorrect,carrie,0,0.36,incorrect,kontagi,0,0.33,incorrect,di,0,0.0,incorrect,jennifer,0,0.15,incorrect
['margo'],nic,0,0.0,incorrect,7-eleven,0,0.0,incorrect,doctor,0,0.18,incorrect,sah,0,0.25,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,sah,0,0.25,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect
['jase'],emily,0,0.22,incorrect,nathaniel,0,0.31,incorrect,tom,0,0.0,incorrect,gercek,0,0.2,incorrect,do,0,0.0,incorrect,the,0,0.29,incorrect,scarlett,0,0.33,incorrect,emily,0,0.22,incorrect,nathaniel,0,0.31,incorrect,gercek,0,0.2,incorrect,the,0,0.29,incorrect,emily,0,0.22,incorrect
['margo'],macgyver,0,0.46,incorrect,jimmy,0,0.2,incorrect,james,0,0.2,incorrect,kapak,0,0.2,incorrect,emily,0,0.2,incorrect,kim,0,0.25,incorrect,holmes,0,0.18,incorrect,percha,0,0.18,incorrect,jimmy,0,0.2,incorrect,kapak,0,0.2,incorrect,kim,0,0.25,incorrect,percha,0,0.18,incorrect
['margo'],jess,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,anh ay,0,0.18,incorrect,jefferson,0,0.29,incorrect,jess,0,0.0,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['margo', 'marg']",jess,0,0.0,incorrect,scarlett,0,0.33,incorrect,emily,0,0.22,incorrect,alfred,0,0.4,incorrect,min,0,0.29,incorrect,chung,0,0.22,incorrect,audrey,0,0.4,incorrect,emma,0,0.5,incorrect,scarlett,0,0.33,incorrect,alfred,0,0.4,incorrect,chung,0,0.22,incorrect,emma,0,0.5,incorrect
"['parson', 'chuck', 'chuck parson']",crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect,harvard,0,0.32,incorrect,crown,0,0.55,incorrect,crown,0,0.55,incorrect
['margo'],jess,0,0.0,incorrect,the,0,0.0,incorrect,ben,0,0.0,incorrect,abraham,0,0.33,incorrect,emily,0,0.2,incorrect,dong,0,0.22,incorrect,emily,0,0.2,incorrect,emma,0,0.44,incorrect,the,0,0.0,incorrect,abraham,0,0.33,incorrect,dong,0,0.22,incorrect,emma,0,0.44,incorrect
['margo'],emily,0,0.2,incorrect,scarlett,0,0.31,incorrect,sam,0,0.25,incorrect,merhaba,0,0.33,incorrect,doi,0,0.25,incorrect,yoko,0,0.22,incorrect,la ventana,0,0.13,incorrect,oruga,0,0.4,incorrect,scarlett,0,0.31,incorrect,merhaba,0,0.33,incorrect,yoko,0,0.22,incorrect,oruga,0,0.4,incorrect
"['chuck parso', 'chuck', 'parso', 'chuck parson', 'parson']",john,0,0.4,incorrect,dimmesdale,0,0.13,incorrect,dracula,0,0.33,incorrect,ocak,0,0.44,incorrect,dong,0,0.4,incorrect,den,0,0.22,incorrect,robinson,0,0.57,incorrect,abraham,0,0.33,incorrect,dimmesdale,0,0.13,incorrect,ocak,0,0.44,incorrect,den,0,0.22,incorrect,abraham,0,0.33,incorrect
"['parson', 'chuck', 'chuck parson']",emily,0,0.0,incorrect,amherst,0,0.46,incorrect,emily,0,0.0,incorrect,amherst,0,0.46,incorrect,emily,0,0.0,incorrect,amherst,0,0.46,incorrect,coleridge,0,0.19,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],jess,0,0.0,incorrect,heidi,0,0.0,incorrect,edward,0,0.36,incorrect,edward,0,0.36,incorrect,dong ho,0,0.33,incorrect,doi,0,0.25,incorrect,el,0,0.0,incorrect,esperanza,0,0.14,incorrect,heidi,0,0.0,incorrect,edward,0,0.36,incorrect,doi,0,0.25,incorrect,esperanza,0,0.14,incorrect
['margo'],ninja,0,0.2,incorrect,ninja,0,0.2,incorrect,jack,0,0.22,incorrect,ninjasin,0,0.15,incorrect,yui,0,0.0,incorrect,ninja,0,0.2,incorrect,yui,0,0.0,incorrect,farola,0,0.55,incorrect,ninja,0,0.2,incorrect,ninjasin,0,0.15,incorrect,ninja,0,0.2,incorrect,farola,0,0.55,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,scarlett,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect
['margo'],scarlett,0,0.31,incorrect,hawthorne,0,0.29,incorrect,lucy,0,0.0,incorrect,ali,0,0.25,incorrect,do cuong,0,0.15,incorrect,phia,0,0.22,incorrect,atticus,0,0.17,incorrect,lucas,0,0.2,incorrect,hawthorne,0,0.29,incorrect,ali,0,0.25,incorrect,phia,0,0.22,incorrect,lucas,0,0.2,incorrect
['margo'],ninja,0,0.2,incorrect,i-drive,0,0.17,incorrect,yaman,0,0.4,incorrect,mese,0,0.22,incorrect,hao nuoc,0,0.31,incorrect,ninja,0,0.2,incorrect,ben,0,0.0,incorrect,drive,0,0.2,incorrect,i-drive,0,0.17,incorrect,mese,0,0.22,incorrect,ninja,0,0.2,incorrect,drive,0,0.2,incorrect
['margo'],jack,0,0.22,incorrect,dimmesdale,0,0.27,incorrect,sheriff,0,0.17,incorrect,orange,0,0.36,incorrect,nguoi dan ong kia,0,0.18,incorrect,doi,0,0.25,incorrect,el tipo,0,0.17,incorrect,quise,0,0.0,incorrect,dimmesdale,0,0.27,incorrect,orange,0,0.36,incorrect,doi,0,0.25,incorrect,quise,0,0.0,incorrect
['margo'],heathcliff,0,0.13,incorrect,hester prynne,0,0.11,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,do,0,0.29,incorrect,duc,0,0.0,incorrect,chanel,0,0.18,incorrect,yolanda,0,0.17,incorrect,hester prynne,0,0.11,incorrect,adam,0,0.22,incorrect,duc,0,0.0,incorrect,yolanda,0,0.17,incorrect
['margo'],seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,universal studios,0,0.18,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",rattlesnake,0,0.27,incorrect,nathaniel,0,0.4,incorrect,eylu,0,0.29,incorrect,normal,0,0.36,incorrect,con trai,0,0.33,incorrect,con,0,0.29,incorrect,la llorona,0,0.4,incorrect,la serpiente,0,0.45,incorrect,nathaniel,0,0.4,incorrect,normal,0,0.36,incorrect,con,0,0.29,incorrect,la serpiente,0,0.45,incorrect
['ben'],mr.,0,0.0,incorrect,einstein,0,0.36,incorrect,newton,0,0.44,incorrect,galileo,0,0.2,incorrect,gio,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,julio,0,0.0,incorrect,dieciseis,0,0.17,incorrect,einstein,0,0.36,incorrect,galileo,0,0.2,incorrect,giac la-tinh,0,0.13,incorrect,dieciseis,0,0.17,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",edward,0,0.36,incorrect,emily,0,0.27,incorrect,dracula,0,0.24,incorrect,uzay,0,0.22,incorrect,emily,0,0.27,incorrect,dem,0,0.31,incorrect,dracula,0,0.24,incorrect,emma,0,0.44,incorrect,emily,0,0.27,incorrect,uzay,0,0.22,incorrect,dem,0,0.31,incorrect,emma,0,0.44,incorrect
['margo'],mr. anderson,0,0.47,incorrect,dimmesdale,0,0.27,incorrect,tom,0,0.25,incorrect,ogretmen,0,0.15,incorrect,do,0,0.29,incorrect,do,0,0.29,incorrect,dean,0,0.22,incorrect,volvi,0,0.2,incorrect,dimmesdale,0,0.27,incorrect,ogretmen,0,0.15,incorrect,do,0,0.29,incorrect,volvi,0,0.2,incorrect
['margo'],he,0,0.0,incorrect,heathcliff,0,0.13,incorrect,jack,0,0.22,incorrect,ismail,0,0.36,incorrect,jack,0,0.22,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,al,0,0.29,incorrect,heathcliff,0,0.13,incorrect,ismail,0,0.36,incorrect,duc,0,0.0,incorrect,al,0,0.29,incorrect
"['quenti', 'quentin']",look,0,0.0,incorrect,princeton,0,0.38,incorrect,sen,0,0.44,incorrect,cis,0,0.22,incorrect,scarlett,0,0.29,incorrect,dong,0,0.2,incorrect,tom,0,0.22,incorrect,carlos,0,0.0,incorrect,princeton,0,0.38,incorrect,cis,0,0.22,incorrect,dong,0,0.2,incorrect,carlos,0,0.0,incorrect
['margo'],lily,0,0.0,incorrect,poe,0,0.25,incorrect,lois,0,0.22,incorrect,jefferson,0,0.29,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,poe,0,0.25,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",summer,0,0.36,incorrect,hawthorne,0,0.31,incorrect,sen,0,0.46,incorrect,pazartesi,0,0.33,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,carlos,0,0.55,incorrect,ni,0,0.17,incorrect,hawthorne,0,0.31,incorrect,pazartesi,0,0.33,incorrect,margo,1,1.0,correct,ni,0,0.17,incorrect
['margo'],aurora,0,0.55,incorrect,hawthorne,0,0.29,incorrect,isa,0,0.25,incorrect,umutlarim,0,0.43,incorrect,doi mat,0,0.33,incorrect,da,0,0.29,incorrect,la,0,0.29,incorrect,quiza,0,0.2,incorrect,hawthorne,0,0.29,incorrect,umutlarim,0,0.43,incorrect,da,0,0.29,incorrect,quiza,0,0.2,incorrect
"['bay jiminez', 'bay', 'jiminez']",smith,0,0.33,incorrect,nathaniel,0,0.3,incorrect,euclid,0,0.15,incorrect,zil,0,0.2,incorrect,nguyen,0,0.31,incorrect,duc,0,0.0,incorrect,mr. brown,0,0.25,incorrect,solo,0,0.0,incorrect,nathaniel,0,0.3,incorrect,zil,0,0.2,incorrect,duc,0,0.0,incorrect,solo,0,0.0,incorrect
"['ben', 'starling', 'ben starling']",john,0,0.29,incorrect,harold,0,0.43,incorrect,miss trunchbull,0,0.35,incorrect,john,0,0.29,incorrect,elizabeth,0,0.33,incorrect,dong,0,0.33,incorrect,gregor,0,0.29,incorrect,septima,0,0.4,incorrect,harold,0,0.43,incorrect,john,0,0.29,incorrect,dong,0,0.33,incorrect,septima,0,0.4,incorrect
"['margo', 'marg']",john,0,0.22,incorrect,steel,0,0.0,incorrect,annem,0,0.22,incorrect,cember,0,0.4,incorrect,arthur,0,0.4,incorrect,thang,0,0.44,incorrect,mi padre,0,0.5,incorrect,compas,0,0.4,incorrect,steel,0,0.0,incorrect,cember,0,0.4,incorrect,thang,0,0.44,incorrect,compas,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,hammer,0,0.36,incorrect,her zamanki odasina,0,0.25,incorrect,merhaba,0,0.33,incorrect,minh,0,0.22,incorrect,ti-vi,0,0.0,incorrect,chet,0,0.0,incorrect,cruce,0,0.2,incorrect,hammer,0,0.36,incorrect,merhaba,0,0.33,incorrect,ti-vi,0,0.0,incorrect,cruce,0,0.2,incorrect
['margo'],florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect
"['margo', 'whitman']",emily,0,0.2,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margaret,0,0.62,incorrect,margo,1,1.0,correct,emily,0,0.2,incorrect,orfeo,0,0.4,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,orfeo,0,0.4,incorrect
['ben'],board,0,0.25,incorrect,board,0,0.25,incorrect,ben,1,1.0,correct,lev,0,0.33,incorrect,no,0,0.4,incorrect,phan,0,0.29,incorrect,tom,0,0.0,incorrect,sebas,0,0.25,incorrect,board,0,0.25,incorrect,lev,0,0.33,incorrect,phan,0,0.29,incorrect,sebas,0,0.25,incorrect
['margo'],signs,0,0.2,incorrect,wuthering,0,0.29,incorrect,john,0,0.22,incorrect,adam,0,0.22,incorrect,arthur,0,0.36,incorrect,duc,0,0.0,incorrect,human,0,0.4,incorrect,don quijote,0,0.12,incorrect,wuthering,0,0.29,incorrect,adam,0,0.22,incorrect,duc,0,0.0,incorrect,don quijote,0,0.12,incorrect
"['margo', 'marg']",emily,0,0.22,incorrect,hester prynne,0,0.12,incorrect,anna,0,0.25,incorrect,anna,0,0.25,incorrect,dat,0,0.29,incorrect,dong,0,0.25,incorrect,emily,0,0.22,incorrect,la,0,0.33,incorrect,hester prynne,0,0.12,incorrect,anna,0,0.25,incorrect,dong,0,0.25,incorrect,la,0,0.33,incorrect
['margo'],emily,0,0.2,incorrect,chandler,0,0.31,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,emily,0,0.2,incorrect,nguyen du,0,0.14,incorrect,el,0,0.0,incorrect,tom sawyer,0,0.4,incorrect,chandler,0,0.31,incorrect,adam,0,0.22,incorrect,nguyen du,0,0.14,incorrect,tom sawyer,0,0.4,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",you,0,0.29,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,ong,0,0.29,incorrect,cong danh can,0,0.35,incorrect,ella,0,0.43,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,cong danh can,0,0.35,incorrect,omnictionarian96,0,0.32,incorrect
"['dennis mcmahon', 'mcmahon', 'dennis']",june,0,0.2,incorrect,marlboro,0,0.4,incorrect,red,0,0.22,incorrect,marlboro,0,0.4,incorrect,hoang,0,0.5,incorrect,marlboro,0,0.4,incorrect,smith,0,0.33,incorrect,hipoteca,0,0.27,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,hipoteca,0,0.27,incorrect
['margo'],she,0,0.0,incorrect,dew,0,0.0,incorrect,adam,0,0.22,incorrect,mountain,0,0.31,incorrect,emily,0,0.2,incorrect,mountain,0,0.31,incorrect,una nina,0,0.15,incorrect,dew,0,0.0,incorrect,dew,0,0.0,incorrect,mountain,0,0.31,incorrect,mountain,0,0.31,incorrect,dew,0,0.0,incorrect
['whitman'],walt,0,0.36,incorrect,walt,0,0.36,incorrect,sonunda,0,0.14,incorrect,son,0,0.2,incorrect,do,0,0.0,incorrect,dau,0,0.2,incorrect,noventa y nueve,0,0.27,incorrect,don quijote,0,0.22,incorrect,walt,0,0.36,incorrect,son,0,0.2,incorrect,dau,0,0.2,incorrect,don quijote,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,jamaica,0,0.33,incorrect,he,0,0.0,incorrect,topeka,0,0.18,incorrect,do,0,0.29,incorrect,duong,0,0.2,incorrect,jamaica,0,0.33,incorrect,itinerario,0,0.4,incorrect,jamaica,0,0.33,incorrect,topeka,0,0.18,incorrect,duong,0,0.2,incorrect,itinerario,0,0.4,incorrect
['lacey'],jess,0,0.22,incorrect,hawthorne,0,0.29,incorrect,emily,0,0.4,incorrect,adam,0,0.22,incorrect,quincy,0,0.36,incorrect,margo,0,0.2,incorrect,emily,0,0.4,incorrect,madame,0,0.36,incorrect,hawthorne,0,0.29,incorrect,adam,0,0.22,incorrect,margo,0,0.2,incorrect,madame,0,0.36,incorrect
['ben'],jim,0,0.0,incorrect,light,0,0.0,incorrect,john,0,0.29,incorrect,best,0,0.57,incorrect,dong,0,0.29,incorrect,best,0,0.57,incorrect,wile e.,0,0.2,incorrect,miller,0,0.22,incorrect,light,0,0.0,incorrect,best,0,0.57,incorrect,best,0,0.57,incorrect,miller,0,0.22,incorrect
['lacey'],emily,0,0.4,incorrect,ace,0,0.75,correct,emily,0,0.4,incorrect,gus,0,0.0,incorrect,dan,0,0.25,incorrect,nguyen,0,0.18,incorrect,el,0,0.29,incorrect,el,0,0.29,incorrect,ace,0,0.75,correct,gus,0,0.0,incorrect,nguyen,0,0.18,incorrect,el,0,0.29,incorrect
['margo'],maps,0,0.44,incorrect,google,0,0.36,incorrect,cimen,0,0.2,incorrect,atlas,0,0.2,incorrect,tran,0,0.22,incorrect,dong,0,0.22,incorrect,china,0,0.2,incorrect,atlantis,0,0.15,incorrect,google,0,0.36,incorrect,atlas,0,0.2,incorrect,dong,0,0.22,incorrect,atlantis,0,0.15,incorrect
['margo'],scarlett,0,0.31,incorrect,scarlett,0,0.31,incorrect,harry,0,0.4,incorrect,ilhan,0,0.2,incorrect,do,0,0.29,incorrect,phoebe,0,0.18,incorrect,scarlett,0,0.31,incorrect,don quixote,0,0.12,incorrect,scarlett,0,0.31,incorrect,ilhan,0,0.2,incorrect,phoebe,0,0.18,incorrect,don quixote,0,0.12,incorrect
"['roth', 'spiegelman', 'margo roth spiegelman', 'spiegelma', 'margo roth spiegelma', 'margo']",you,0,0.29,incorrect,scarlett,0,0.33,incorrect,kitabi,0,0.27,incorrect,kitabi,0,0.27,incorrect,doi mat,0,0.38,incorrect,duong,0,0.22,incorrect,la luna,0,0.35,incorrect,ventana,0,0.35,incorrect,scarlett,0,0.33,incorrect,kitabi,0,0.27,incorrect,duong,0,0.22,incorrect,ventana,0,0.35,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,macbeth,0,0.33,incorrect,da nghi,0,0.33,incorrect,dan,0,0.25,incorrect,clare,0,0.4,incorrect,hamlet,0,0.18,incorrect,emily,0,0.2,incorrect,macbeth,0,0.33,incorrect,dan,0,0.25,incorrect,hamlet,0,0.18,incorrect
"['margo—', 'margo']",college,0,0.17,incorrect,friday,0,0.18,incorrect,babam,0,0.2,incorrect,ismail,0,0.36,incorrect,dot,0,0.25,incorrect,day,0,0.25,incorrect,mi graduacion,0,0.33,incorrect,el,0,0.0,incorrect,friday,0,0.18,incorrect,ismail,0,0.36,incorrect,day,0,0.25,incorrect,el,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,roots,0,0.4,incorrect,insan,0,0.2,incorrect,adam,0,0.22,incorrect,dieu gi do,0,0.27,incorrect,dieu,0,0.0,incorrect,emily,0,0.2,incorrect,arrancar,0,0.31,incorrect,roots,0,0.4,incorrect,adam,0,0.22,incorrect,dieu,0,0.0,incorrect,arrancar,0,0.31,incorrect
['lacey'],gofast,0,0.18,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,clark,0,0.4,incorrect,chocolate,0,0.43,incorrect,god,0,0.0,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,chocolate,0,0.43,incorrect
['margo'],audrey,0,0.36,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,ismail,0,0.36,incorrect,doi,0,0.25,incorrect,ong,0,0.25,incorrect,la montana,0,0.27,incorrect,novia,0,0.2,incorrect,emily,0,0.2,incorrect,ismail,0,0.36,incorrect,ong,0,0.25,incorrect,novia,0,0.2,incorrect
