Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['bayan', 'bayan watson', 'watson']",elizabeth,0,0.27,incorrect,miss,0,0.2,incorrect,adetunji,0,0.43,incorrect,olorun,0,0.33,incorrect,joseph,0,0.17,incorrect,leletsepa,0,0.27,incorrect,joseph,0,0.17,incorrect,ua,0,0.29,incorrect,miss,0,0.2,incorrect,god,0,0.22,incorrect,victoria,0,0.29,incorrect,indray,0,0.36,incorrect,miss,0,0.2,incorrect,olorun,0,0.33,incorrect,leletsepa,0,0.27,incorrect,ua,0,0.29,incorrect,god,0,0.22,incorrect,indray,0,0.36,incorrect
"['tow', 'tom', 'sawyer', 'tow sawyer', 'tom sawyer']",aladdin,0,0.15,incorrect,caesar,0,0.5,incorrect,abraham,0,0.31,incorrect,mo,0,0.4,incorrect,moshe,0,0.4,incorrect,abraham,0,0.31,incorrect,mohammed,0,0.36,incorrect,abraham,0,0.31,incorrect,ram,0,0.33,incorrect,ram,0,0.33,incorrect,mahoma,0,0.44,incorrect,alahady,0,0.31,incorrect,caesar,0,0.5,incorrect,mo,0,0.4,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,ram,0,0.33,incorrect,alahady,0,0.31,incorrect
"['thatcher', 'yargıç', 'yargıç thatcher']",job,0,0.0,incorrect,ke,0,0.2,incorrect,jefferson,0,0.24,incorrect,jesus,0,0.15,incorrect,david,0,0.36,incorrect,sehloho,0,0.27,incorrect,haava,0,0.31,incorrect,haava,0,0.31,incorrect,john,0,0.17,incorrect,mount everest,0,0.29,incorrect,pyramides,0,0.4,incorrect,david,0,0.36,incorrect,ke,0,0.2,incorrect,jesus,0,0.15,incorrect,sehloho,0,0.27,incorrect,haava,0,0.31,incorrect,mount everest,0,0.29,incorrect,david,0,0.36,incorrect
['jim'],david,0,0.25,incorrect,yaba,0,0.0,incorrect,jesus,0,0.25,incorrect,nitori,0,0.22,incorrect,madiba,0,0.22,incorrect,molatladi,0,0.17,incorrect,samuel,0,0.22,incorrect,te te,0,0.0,incorrect,john,0,0.29,incorrect,ball,0,0.0,incorrect,david,0,0.25,incorrect,jesus,0,0.25,incorrect,yaba,0,0.0,incorrect,nitori,0,0.22,incorrect,molatladi,0,0.17,incorrect,te te,0,0.0,incorrect,ball,0,0.0,incorrect,jesus,0,0.25,incorrect
"['thatcher', 'yargıç', 'tha', 'yargıç thatcher']",job,0,0.0,incorrect,empa,0,0.29,incorrect,oyinmila,0,0.29,incorrect,ade,0,0.36,incorrect,david,0,0.36,incorrect,joseph,0,0.22,incorrect,jesus,0,0.15,incorrect,samuel,0,0.29,incorrect,judge,0,0.2,incorrect,shapath,0,0.53,incorrect,david,0,0.36,incorrect,mpitsara,0,0.38,incorrect,empa,0,0.29,incorrect,ade,0,0.36,incorrect,joseph,0,0.22,incorrect,samuel,0,0.29,incorrect,shapath,0,0.53,incorrect,mpitsara,0,0.38,incorrect
['thatcher'],samson,0,0.14,incorrect,david,0,0.15,incorrect,yemoja,0,0.14,incorrect,adajo,0,0.15,incorrect,david,0,0.15,incorrect,mma,0,0.18,incorrect,samson,0,0.14,incorrect,ua,0,0.2,incorrect,justice,0,0.4,incorrect,father,0,0.71,correct,jesus,0,0.15,incorrect,joseph,0,0.14,incorrect,david,0,0.15,incorrect,adajo,0,0.15,incorrect,mma,0,0.18,incorrect,ua,0,0.2,incorrect,father,0,0.71,correct,joseph,0,0.14,incorrect
"['bayan', 'bayan watson', 'watson']",miss piggy,0,0.13,incorrect,empa,0,0.22,incorrect,miss thompson,0,0.42,incorrect,miss mo,0,0.31,incorrect,david,0,0.2,incorrect,ke,0,0.0,incorrect,hezekiah,0,0.15,incorrect,elizabeth,0,0.27,incorrect,grandmother,0,0.26,incorrect,smoking,0,0.46,incorrect,manodidina,0,0.38,incorrect,manodidina,0,0.38,incorrect,empa,0,0.22,incorrect,miss mo,0,0.31,incorrect,ke,0,0.0,incorrect,elizabeth,0,0.27,incorrect,smoking,0,0.46,incorrect,manodidina,0,0.38,incorrect
"['tom sawyer', 'tom', 'sawyer']",job,0,0.33,incorrect,ke,0,0.25,incorrect,olorun,0,0.25,incorrect,mo,0,0.4,incorrect,hope,0,0.29,incorrect,hope,0,0.29,incorrect,maori,0,0.4,incorrect,aita,0,0.29,incorrect,jack,0,0.2,incorrect,david,0,0.18,incorrect,miteny,0,0.25,incorrect,david,0,0.18,incorrect,ke,0,0.25,incorrect,mo,0,0.4,incorrect,hope,0,0.29,incorrect,aita,0,0.29,incorrect,david,0,0.18,incorrect,david,0,0.18,incorrect
['jim'],david,0,0.25,incorrect,ke,0,0.0,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,jesus,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,te reira,0,0.18,incorrect,raskolnikov,0,0.14,incorrect,ram,0,0.33,incorrect,jesus,0,0.25,incorrect,avy,0,0.0,incorrect,ke,0,0.0,incorrect,yoruba,0,0.0,incorrect,god,0,0.0,incorrect,te reira,0,0.18,incorrect,ram,0,0.33,incorrect,avy,0,0.0,incorrect
['jim'],catfish,0,0.2,incorrect,jesus,0,0.25,incorrect,samson,0,0.22,incorrect,olorun,0,0.0,incorrect,david,0,0.25,incorrect,ke,0,0.0,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,john,0,0.29,incorrect,pan,0,0.0,incorrect,jesus,0,0.25,incorrect,siramamy,0,0.36,incorrect,jesus,0,0.25,incorrect,olorun,0,0.0,incorrect,ke,0,0.0,incorrect,joseph,0,0.22,incorrect,pan,0,0.0,incorrect,siramamy,0,0.36,incorrect
['jim'],byron,0,0.0,incorrect,byron,0,0.0,incorrect,sam,0,0.33,incorrect,yoruba,0,0.0,incorrect,joseph,0,0.22,incorrect,joseph,0,0.22,incorrect,maaka,0,0.25,incorrect,maori,0,0.25,incorrect,ram,0,0.33,incorrect,father,0,0.0,incorrect,queen,0,0.0,incorrect,rehefa,0,0.0,incorrect,byron,0,0.0,incorrect,yoruba,0,0.0,incorrect,joseph,0,0.22,incorrect,maori,0,0.25,incorrect,father,0,0.0,incorrect,rehefa,0,0.0,incorrect
['jim'],joseph,0,0.22,incorrect,linonyana,0,0.17,incorrect,abraham,0,0.2,incorrect,samson,0,0.22,incorrect,mma,0,0.33,incorrect,adam,0,0.29,incorrect,sam,0,0.33,incorrect,ua,0,0.0,incorrect,robin,0,0.25,incorrect,shakespeare,0,0.0,incorrect,jesus,0,0.25,incorrect,nilaza,0,0.22,incorrect,linonyana,0,0.17,incorrect,samson,0,0.22,incorrect,adam,0,0.29,incorrect,ua,0,0.0,incorrect,shakespeare,0,0.0,incorrect,nilaza,0,0.22,incorrect
['jim'],job,0,0.33,incorrect,empa,0,0.29,incorrect,job,0,0.33,incorrect,samson,0,0.22,incorrect,job,0,0.33,incorrect,joseph,0,0.22,incorrect,david,0,0.25,incorrect,hoe,0,0.0,incorrect,ant,0,0.0,incorrect,ant,0,0.0,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,empa,0,0.29,incorrect,samson,0,0.22,incorrect,joseph,0,0.22,incorrect,hoe,0,0.0,incorrect,ant,0,0.0,incorrect,david,0,0.25,incorrect
['jim'],job,0,0.33,incorrect,ke,0,0.0,incorrect,jesus,0,0.25,incorrect,moses,0,0.25,incorrect,jesus,0,0.25,incorrect,le raya,0,0.0,incorrect,god,0,0.0,incorrect,te,0,0.0,incorrect,god,0,0.0,incorrect,providence,0,0.15,incorrect,david,0,0.25,incorrect,jesus,0,0.25,incorrect,ke,0,0.0,incorrect,moses,0,0.25,incorrect,le raya,0,0.0,incorrect,te,0,0.0,incorrect,providence,0,0.15,incorrect,jesus,0,0.25,incorrect
"['bay bradish', 'misto bradish', 'bradish', 'bay', 'misto']",wall street,0,0.27,incorrect,sam,0,0.33,incorrect,jesus,0,0.22,incorrect,mo,0,0.57,incorrect,e. e. a,0,0.22,incorrect,albert,0,0.35,incorrect,isaac,0,0.4,incorrect,maui,0,0.44,incorrect,long,0,0.22,incorrect,john,0,0.24,incorrect,jack,0,0.29,incorrect,god,0,0.25,incorrect,sam,0,0.33,incorrect,mo,0,0.57,incorrect,albert,0,0.35,incorrect,maui,0,0.44,incorrect,john,0,0.24,incorrect,god,0,0.25,incorrect
['jim'],illinois,0,0.18,incorrect,re,0,0.0,incorrect,chicago,0,0.2,incorrect,illinois,0,0.18,incorrect,felong-ga,0,0.0,incorrect,199,0,0.0,incorrect,lincoln,0,0.2,incorrect,illinois,0,0.18,incorrect,illinois,0,0.18,incorrect,mount everest,0,0.12,incorrect,chicago,0,0.2,incorrect,chicago,0,0.2,incorrect,re,0,0.0,incorrect,illinois,0,0.18,incorrect,199,0,0.0,incorrect,illinois,0,0.18,incorrect,mount everest,0,0.12,incorrect,chicago,0,0.2,incorrect
['jim'],job,0,0.33,incorrect,mother,0,0.22,incorrect,job,0,0.33,incorrect,samson,0,0.22,incorrect,moses,0,0.25,incorrect,david,0,0.25,incorrect,maui,0,0.29,incorrect,maui,0,0.29,incorrect,robinson,0,0.18,incorrect,friday,0,0.22,incorrect,david,0,0.25,incorrect,ary,0,0.0,incorrect,mother,0,0.22,incorrect,samson,0,0.22,incorrect,david,0,0.25,incorrect,maui,0,0.29,incorrect,friday,0,0.22,incorrect,ary,0,0.0,incorrect
['jim'],maui,0,0.29,incorrect,god,0,0.0,incorrect,sam,0,0.33,incorrect,woods,0,0.0,incorrect,pharell,0,0.0,incorrect,yaa,0,0.0,incorrect,david,0,0.25,incorrect,te,0,0.0,incorrect,madhu,0,0.25,incorrect,rapunzel,0,0.0,incorrect,shily,0,0.25,incorrect,shily,0,0.25,incorrect,god,0,0.0,incorrect,woods,0,0.0,incorrect,yaa,0,0.0,incorrect,te,0,0.0,incorrect,rapunzel,0,0.0,incorrect,shily,0,0.25,incorrect
['jim'],god,0,0.0,incorrect,leseli,0,0.22,incorrect,jesus,0,0.25,incorrect,yoruba,0,0.0,incorrect,jesus,0,0.25,incorrect,re,0,0.0,incorrect,god,0,0.0,incorrect,noa,0,0.0,incorrect,adam,0,0.29,incorrect,william,0,0.4,incorrect,adam,0,0.29,incorrect,madagascar,0,0.15,incorrect,leseli,0,0.22,incorrect,yoruba,0,0.0,incorrect,re,0,0.0,incorrect,noa,0,0.0,incorrect,william,0,0.4,incorrect,madagascar,0,0.15,incorrect
['jim'],lincoln,0,0.2,incorrect,chicago,0,0.2,incorrect,illinois,0,0.18,incorrect,nitori,0,0.22,incorrect,jesus,0,0.25,incorrect,bank of botswana,0,0.0,incorrect,chicago,0,0.2,incorrect,ua,0,0.0,incorrect,john,0,0.29,incorrect,illinois,0,0.18,incorrect,chicago,0,0.2,incorrect,ary,0,0.0,incorrect,chicago,0,0.2,incorrect,nitori,0,0.22,incorrect,bank of botswana,0,0.0,incorrect,ua,0,0.0,incorrect,illinois,0,0.18,incorrect,ary,0,0.0,incorrect
['jim'],david,0,0.25,incorrect,labobeli,0,0.18,incorrect,ojo,0,0.33,incorrect,olorun,0,0.0,incorrect,sethe,0,0.0,incorrect,sebetwane,0,0.0,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,snake,0,0.0,incorrect,shakespeare,0,0.0,incorrect,sam,0,0.33,incorrect,novonoiko,0,0.17,incorrect,labobeli,0,0.18,incorrect,olorun,0,0.0,incorrect,sebetwane,0,0.0,incorrect,ua,0,0.0,incorrect,shakespeare,0,0.0,incorrect,novonoiko,0,0.17,incorrect
['jim'],sam,0,0.33,incorrect,whisky,0,0.22,incorrect,macbeth,0,0.2,incorrect,mo,0,0.4,incorrect,god,0,0.0,incorrect,ke,0,0.0,incorrect,adam,0,0.29,incorrect,ua,0,0.0,incorrect,jack,0,0.29,incorrect,whiskey,0,0.2,incorrect,jack,0,0.29,incorrect,david,0,0.25,incorrect,whisky,0,0.22,incorrect,mo,0,0.4,incorrect,ke,0,0.0,incorrect,ua,0,0.0,incorrect,whiskey,0,0.2,incorrect,david,0,0.25,incorrect
['jim'],god,0,0.0,incorrect,joan,0,0.29,incorrect,yoruba,0,0.0,incorrect,oyin,0,0.29,incorrect,moses,0,0.25,incorrect,leletserane,0,0.0,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,raj,0,0.33,incorrect,india,0,0.25,incorrect,david,0,0.25,incorrect,jesus,0,0.25,incorrect,joan,0,0.29,incorrect,oyin,0,0.29,incorrect,leletserane,0,0.0,incorrect,ua,0,0.0,incorrect,india,0,0.25,incorrect,jesus,0,0.25,incorrect
['jim'],esther,0,0.0,incorrect,yaba,0,0.0,incorrect,madam,0,0.25,incorrect,mo,0,0.4,incorrect,leano,0,0.0,incorrect,david,0,0.25,incorrect,atua,0,0.0,incorrect,ua,0,0.0,incorrect,madame,0,0.22,incorrect,madame,0,0.22,incorrect,jesus,0,0.25,incorrect,nilaza,0,0.22,incorrect,yaba,0,0.0,incorrect,mo,0,0.4,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,madame,0,0.22,incorrect,nilaza,0,0.22,incorrect
"['abner moore', 'abner', 'moore']",job,0,0.25,incorrect,na,0,0.29,incorrect,oyenusi,0,0.33,incorrect,olorun,0,0.55,incorrect,god,0,0.25,incorrect,that's a,0,0.21,incorrect,tevita,0,0.18,incorrect,aita,0,0.22,incorrect,grandfather,0,0.5,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,marary,0,0.36,incorrect,na,0,0.29,incorrect,olorun,0,0.55,incorrect,that's a,0,0.21,incorrect,aita,0,0.22,incorrect,god,0,0.25,incorrect,marary,0,0.36,incorrect
"['tom sawyer', 'tom', 'sawyer']",god,0,0.33,incorrect,joseph,0,0.38,incorrect,john,0,0.29,incorrect,scotland,0,0.29,incorrect,god,0,0.33,incorrect,david,0,0.18,incorrect,maori,0,0.4,incorrect,te ra,0,0.4,incorrect,emily,0,0.27,incorrect,patricia,0,0.29,incorrect,david,0,0.18,incorrect,nilaza,0,0.17,incorrect,joseph,0,0.38,incorrect,scotland,0,0.29,incorrect,david,0,0.18,incorrect,te ra,0,0.4,incorrect,patricia,0,0.29,incorrect,nilaza,0,0.17,incorrect
['jim'],david,0,0.25,incorrect,david,0,0.25,incorrect,olorun,0,0.0,incorrect,olorun,0,0.0,incorrect,david,0,0.25,incorrect,morago,0,0.22,incorrect,maui,0,0.29,incorrect,ua,0,0.0,incorrect,david,0,0.25,incorrect,mount everest,0,0.12,incorrect,david,0,0.25,incorrect,nidina,0,0.22,incorrect,david,0,0.25,incorrect,olorun,0,0.0,incorrect,morago,0,0.22,incorrect,ua,0,0.0,incorrect,mount everest,0,0.12,incorrect,nidina,0,0.22,incorrect
['jim'],heidi,0,0.25,incorrect,empa,0,0.29,incorrect,willow,0,0.22,incorrect,willow,0,0.22,incorrect,david,0,0.25,incorrect,re,0,0.0,incorrect,adam,0,0.29,incorrect,ua,0,0.0,incorrect,mary,0,0.29,incorrect,hour,0,0.0,incorrect,david,0,0.25,incorrect,oviana,0,0.22,incorrect,empa,0,0.29,incorrect,willow,0,0.22,incorrect,re,0,0.0,incorrect,ua,0,0.0,incorrect,hour,0,0.0,incorrect,oviana,0,0.22,incorrect
['jim'],missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,mark twain,0,0.15,incorrect,jefferson,0,0.17,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,jefferson,0,0.17,incorrect,missouri,0,0.18,incorrect,jefferson,0,0.17,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,missouri,0,0.18,incorrect,jefferson,0,0.17,incorrect
['jim'],kit carson,0,0.15,incorrect,willow,0,0.22,incorrect,george,0,0.0,incorrect,washington,0,0.15,incorrect,seneca,0,0.0,incorrect,seno,0,0.0,incorrect,maori,0,0.25,incorrect,david,0,0.25,incorrect,john,0,0.29,incorrect,delhi,0,0.25,incorrect,chicago,0,0.2,incorrect,nanamboatra,0,0.14,incorrect,willow,0,0.22,incorrect,washington,0,0.15,incorrect,seno,0,0.0,incorrect,david,0,0.25,incorrect,delhi,0,0.25,incorrect,nanamboatra,0,0.14,incorrect
['jim'],david,0,0.25,incorrect,lehalima,0,0.36,incorrect,sam,0,0.33,incorrect,monamona,0,0.18,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,jesus,0,0.25,incorrect,ua,0,0.0,incorrect,lightning,0,0.17,incorrect,adam,0,0.29,incorrect,david,0,0.25,incorrect,nilaza,0,0.22,incorrect,lehalima,0,0.36,incorrect,monamona,0,0.18,incorrect,david,0,0.25,incorrect,ua,0,0.0,incorrect,adam,0,0.29,incorrect,nilaza,0,0.22,incorrect
['jim'],job,0,0.33,incorrect,empa,0,0.29,incorrect,jesus,0,0.25,incorrect,mo,0,0.4,incorrect,david,0,0.25,incorrect,ke,0,0.0,incorrect,adam,0,0.29,incorrect,te ra,0,0.0,incorrect,dracula,0,0.0,incorrect,god,0,0.0,incorrect,david,0,0.25,incorrect,nibitsibitsika,0,0.12,incorrect,empa,0,0.29,incorrect,mo,0,0.4,incorrect,ke,0,0.0,incorrect,te ra,0,0.0,incorrect,god,0,0.0,incorrect,nibitsibitsika,0,0.12,incorrect
['jim'],winnie the pooh,0,0.11,incorrect,empa,0,0.29,incorrect,tom,0,0.33,incorrect,yara,0,0.0,incorrect,fast,0,0.0,incorrect,fast,0,0.0,incorrect,maori,0,0.25,incorrect,tera,0,0.0,incorrect,sheriff,0,0.2,incorrect,sheriff,0,0.2,incorrect,sheriff,0,0.2,incorrect,haingana,0,0.18,incorrect,empa,0,0.29,incorrect,yara,0,0.0,incorrect,fast,0,0.0,incorrect,tera,0,0.0,incorrect,sheriff,0,0.2,incorrect,haingana,0,0.18,incorrect
['jim'],sam,0,0.33,incorrect,ha,0,0.0,incorrect,john,0,0.29,incorrect,tipatipa,0,0.18,incorrect,,0,0.0,incorrect,boat,0,0.0,incorrect,jesus,0,0.25,incorrect,jesus,0,0.25,incorrect,jack,0,0.29,incorrect,thomas,0,0.22,incorrect,jesus,0,0.25,incorrect,marika,0,0.22,incorrect,ha,0,0.0,incorrect,tipatipa,0,0.18,incorrect,boat,0,0.0,incorrect,jesus,0,0.25,incorrect,thomas,0,0.22,incorrect,marika,0,0.22,incorrect
['jim'],david,0,0.25,incorrect,david,0,0.25,incorrect,yoruba,0,0.0,incorrect,me,0,0.4,incorrect,joseph,0,0.22,incorrect,elizabeth,0,0.17,incorrect,samuel,0,0.22,incorrect,ua,0,0.0,incorrect,boat,0,0.0,incorrect,jack,0,0.29,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,david,0,0.25,incorrect,me,0,0.4,incorrect,elizabeth,0,0.17,incorrect,ua,0,0.0,incorrect,jack,0,0.29,incorrect,david,0,0.25,incorrect
