Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['abel'],"He nods. “A little more than a week ago, her little brother, [MASK], turned fifteen. That night, he and three friends were out partying, and found themselves near the river. Emboldened by their youth and feeble-mindedness, they challenged each other to swim across it, touch the riverbank that belongs to Were territory, and then swim back. A show of bravery, if you will.”","""title"": ""The Lunar Chronicles"",""author"": ""Marissa Meyer""","back. [MASK], you were challenged of brother, partying, and out to riverbank show three fifteen. week river. it, near little the That friends if A Emboldened than nods. He he touch by her and belongs a will.” each turned swim other ago, then across they themselves that swim their and more to youth found feeble-mindedness, Were bravery, night, little the and “A territory,","Based on the passage, I'm going to take a guess that the book is ""The Adventures of Huckleberry Finn"" by Mark Twain.

Here's my reasoning:

* The mention of a riverbank and swimming suggests a setting near a river, which is a central element of ""The Adventures of Huckleberry Finn"".
* The mention of ""party"" and ""youth"" suggests a coming-of-age story, which is a theme present in ""The Adventures of Huckleberry Finn"".
"
['roscoe'],"“Their succession of power is not particularly sophisticated. Weres are most closely related to dogs, after all. Suffice to say, [MASK] is dead.”","""title"": ""Twilight"",""author"": ""Stephenie Meyer""","Weres to particularly most are succession say, of closely dead.” to is related not after dogs, power Suffice is [MASK] “Their sophisticated. all.","Based on the passage, I'm going to take a guess that the book is ""The Call of the Wild"" by Jack London.

Here's my reasoning:

* The mention of ""Weres"" (likely a typo or OCR error for ""We're"") and ""dogs"" suggests a story involving canines, which is a central theme in ""The Call of the Wild"".
* The phrase ""succession say, of closely dead"" is a bit unclear, but it might be related to the"
['roscoe'],"“He is young, you see. Around your age and built of a different stock. As savage as [MASK], perhaps, but more open-minded. He believes that peace in the region is possible. That alliances among all three species should be cultivated.”","""title"": ""The Three-Body Problem"",""author"": ""Liu Cixin""","He but that is a see. built region be all and stock. in savage That possible. open-minded. more different the is you peace “He Around [MASK], As three age believes of young, among your should cultivated.” species perhaps, alliances as","Based on the passage, I'm going to take a guess that the book is ""The Scarlet Letter"" by Nathaniel Hawthorne.

Here's my reasoning:

* The passage mentions ""Hester's"" which is likely a reference to Hester Prynne, the main character in ""The Scarlet Letter"".
* The language and style of the passage seem to match the 19th-century literary style of Nathaniel Hawthorne.
* The themes of guilt, shame, and redemption that are present in"
['serena'],"“The other children knew that I’d be the one sent to the Humans, and they started calling me fangless traitor as soon as they could form full sentences. Or have you forgotten when I was seven, and the sons and daughters of your fellow councilmen stole my clothes and pushed me out in the sun right before midday? And those same people spat on me and mocked me when I returned from ten years serving as their Collateral, so I’m not—” I exhale slowly, and remind myself that this is fine. I am fine. Untouchable. I’m twenty-five and I have my fake Human IDs, my apartment, my cat (fuck you, [MASK]), my . . . Okay, I probably don’t have a job right now, but I’ll find another soon, with 100 percent fewer Pierces. I have friends—a friend. Probably.","""title"": ""A Big Ship at the Edge of the Universe"",""author"": ""Alex White""","me when and started ten to out people And when apartment, spat find me they Untouchable. sons my fine. friends—a be I friend. I have I fewer one have so twenty-five myself I’d soon, the and Probably. this and Pierces. my fangless me now, I percent returned midday? mocked Collateral, right . remind sentences. that calling “The job form but I a knew traitor fellow other could and as right don’t Human forgotten Or those I’ll of was clothes your . in I’m . you, they have with my I’m IDs, full years pushed the stole (fuck before exhale slowly, that me Okay, daughters my sun fine. their and Humans, the the serving you and children 100 my and as I probably another am from cat not—” is sent same [MASK]), have councilmen I seven, soon on as fake","""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz"""
['vampyre'],"“They see a wedding between a [MASK] and an Alpha that was supposed to broker peace, but ended in death. The Weres are animals, and always will be, but we are on the road to extinction, and the good of the most must be considered. If we let the Humans and Weres form an alliance that excludes us, they could completely wipe us out—”","""title"": ""Dead in the Family"",""author"": ""Charlaine Harris""","could us and broker and will good to that and an the out—” of completely but peace, but an always and “They supposed are death. the wipe Alpha was animals, Weres we a wedding ended the to most must excludes Humans The form we Weres see extinction, on between road us, If [MASK] in are considered. a that the be, they alliance let be","Based on the passage, I'm going to take a guess that the book is ""Shiver"" by Maggie Stiefvater.

Here's my reasoning:

* The mention of ""Weres"" (short for werewolves) and the contrast between humans and werewolves suggests a supernatural or paranormal theme, which is consistent with the genre of ""Shiver"".
* The mention of an ""alliance"" and the idea of a fragile peace between humans and werewolves also fits with the"
['serena'],"I only ever laughed out loud with [MASK], which means that it must have been well over a month since I last did it. My brain nearly hiccups, startled at these newfangled, mysterious sounds my voice box is producing. “Did you drink rotten blood? Because you’re unhinged.”","""title"": ""A Court of Thorns and Roses"",""author"": ""Sarah J. Maas""","brain ever nearly sounds well My these producing. means over [MASK], hiccups, unhinged.” box mysterious is that which a last loud must at you I month been drink it “Did did since voice only blood? have you’re with out startled it. newfangled, I laughed rotten Because my","Based on the passage, I'm going to take a guess that the book is ""The Shining"" by Stephen King.

Here's my reasoning:

* The passage mentions ""hiccups"" and ""unhinged"", which suggests a sense of unease or horror, which is consistent with King's genre.
* The mention of a ""mysterious box"" and a ""loud voice"" also hints at supernatural or paranormal elements, which are common in King's works.
* The tone of the"
['vampyres'],"“[MASK] cannot.” I shoot to my feet and begin pacing away from him, massaging my temple. “Why are you asking me? I cannot be your first choice.”","""title"": ""A Court of Thorns and Roses"",""author"": ""Sarah J. Maas""","your “Why me? my to first and you asking away be him, pacing cannot shoot feet choice.” my massaging I cannot.” I are temple. begin from “[MASK]","""title"": ""The Fault in Our Stars"",""author"": ""John Green"""
['essen'],"“You aren’t,” he says flatly. He has plenty of faults, but lack of honesty was never among them. “Nor our second. The council is in agreement that we must act, and several members have offered their relatives. Originally, Councilman [MASK]’s daughter agreed. But she had a change of heart—”","""title"": ""The Hunger Games"",""author"": ""Suzanne Collins""","them. He act, heart—” agreed. our in he that we is has but honesty offered agreement relatives. plenty says council The daughter several [MASK]’s of a change “You among had have never and Originally, of But their was Councilman must members of flatly. faults, she second. “Nor lack aren’t,”","""title"": ""The Giver"",""author"": ""Lois Lowry"""
['davenport'],"And yet, here I am. With Governor [MASK]. Leaning on my elbows over the balcony that overlooks the courtyard where I just got married. Biting back a sigh before explaining:","Based on the passage, I'm going to take a guess that the book is ""The Brief Wondrous Life of Oscar Wao"" by Junot Díaz.

Here's my reasoning:

* The use of the phrase ""And yet, here I am"" suggests a narrative voice that is reflective and introspective, which is consistent with the style of Junot Díaz.
* The mention of a governor and a courtyard suggests a setting that is possibly historical or political, which is also consistent","sigh on I married. [MASK]. the here where back a am. I explaining: With yet, balcony overlooks before elbows Leaning And just Governor courtyard that Biting the my over got","Based on the passage, I'm going to take a guess that the book is ""The Scarlet Letter"" by Nathaniel Hawthorne.

Here's my reasoning:

* The mention of a ""Governor"" and a ""courtyard"" suggests a historical or colonial setting, which fits with the setting of ""The Scarlet Letter"".
* The use of phrases like ""Leaning And just"" and ""Biting the my over got"" suggests a somewhat archaic writing style, which is consistent with Hawthorne"
['vampyre'],"Gauging intoxication levels in Humans is always a struggle, but I’m fairly sure the governor is not not drunk. “You asked who gave me my name. It was the [MASK] council.”","""title"": ""The Murderbot Diaries"",""author"": ""Martha Wells""","in not the sure not me “You name. It my gave but who [MASK] asked struggle, I’m intoxication always Humans governor is Gauging drunk. a fairly the council.” was levels is","Based on the passage, I'm going to take a guess that the book is ""Divergent"" by Veronica Roth.

Here's my reasoning:

* The mention of a ""governor"" and a ""council"" suggests a dystopian or futuristic setting, which is consistent with the Divergent series.
* The tone of the passage, with its themes of struggle and intoxication, also fits with the series' focus on rebellion and self-discovery.
* The writing style, with"
['serena'],"[MASK] was like that, too, when I first met her. “So crucifixes burn you?” she asked me a couple of weeks into our cohabitation, after I failed to convince her that the viscous red liquid I kept in my fridge was tomato juice.","""title"": ""Let the Right One In"",""author"": ""John Ajvide Lindqvist""","when her. into [MASK] in fridge I juice. our was first couple me tomato cohabitation, to she you?” met was my crucifixes red failed I that, burn that the a convince I like too, asked after “So kept weeks her liquid of viscous","Based on the passage, I'm going to take a guess that the book is ""The Particular Sadness of Lemon Cake"" by Aimee Bender.

Here's my reasoning:

* The passage mentions ""juice"" and ""fridge"", which suggests a domestic setting and possibly a focus on food or drink.
* The mention of ""cohabitation"" and ""couple"" implies a romantic relationship or a story about relationships.
* The use of vivid and unusual language, such as """
['moreland'],"“Shit,” I mutter softly, rubbing the bridge of my nose. Was [MASK] married before? If that’s the case, I cannot comprehend how pissed he must be at the prospect of being shackled to me while his wife is far away, first in line to the slaughter. Maybe that’s why he flipped earlier?","""title"": ""A Court of Thorns and Roses"",""author"": ""Sarah J. Maas""","[MASK] pissed wife must case, at while nose. away, is shackled prospect Was that’s married rubbing the the how earlier? to slaughter. far that’s “Shit,” being softly, cannot he first his line my comprehend of he of Maybe before? bridge to mutter flipped be I the me I in If the why","Based on the passage provided, I'm going to take a guess that the book is ""The Girl with the Dragon Tattoo"" by Stieg Larsson.

Here's my reasoning:

* The language and tone of the passage suggest a dark, gritty, and possibly crime-related theme, which is consistent with the genre of ""The Girl with the Dragon Tattoo"".
* The use of strong language and profanity (""pissed"", ""shit"") also suggests a more contemporary and edgy writing style, which"
['moreland'],"[MASK] presses his lips together. His jaw clenches and he says something, but his voice is deeper, lower than his companions’. I cannot make out the words over the background noises.","""title"": ""Twilight"",""author"": ""Stephenie Meyer""","voice he his presses the [MASK] together. but his I deeper, lower something, says and out companions’. noises. lips cannot is jaw clenches His words than make over background his the","Based on the passage, I'm going to take a guess that the book is ""The Lord of the Flies"" by William Golding.

Here's my reasoning:

* The passage mentions a character's voice, lips, and jaw, which suggests a focus on physicality and primal instincts, which is a theme present in ""The Lord of the Flies"".
* The use of words like ""clenches"" and ""presses"" implies a sense of tension and aggression, which is also"
['vampyre'],"A short distance away, two children are bawling. They are toddlers, one with dark skin and lilac eyes, the other pale and blue-eyed. A [MASK] and a Were. Between them lies a dark blue superhero action figure, broken in two at the waist. And next to them, clutching their respective sons, are a [MASK] father and a Were mother. Who, for reasons I cannot divine, thought that bringing children here would be a good idea, and now are showing their fangs at each other. Growling. Drawing the attention of the other guests, who start to gather around them protectively. Or maybe aggressively.","""title"": ""The Others series"", ""author"": ""Anne Bishop""","them one away, here bawling. and each mother. [MASK] action them at who for at to would blue-eyed. around toddlers, children them, pale a the sons, attention their I protectively. Who, the and a Were. two thought reasons gather clutching and with aggressively. and eyes, maybe a lies broken father dark start other bringing Growling. showing be divine, their They to are figure, waist. other. blue good respective are of guests, are a idea, cannot other next a Between short and Were are A that now Drawing And fangs in superhero two the A distance skin lilac Or [MASK] children dark the","Based on the passage, I'm going to take a guess that the book is ""The Twilight Saga"" by Stephenie Meyer.

Here's my reasoning:

* The passage mentions ""blue-eyed"" and ""pale"" children, which reminds me of the vampire characters in the Twilight series.
* The mention of ""fangs"" and ""superhero"" also suggests a supernatural or paranormal theme, which is consistent with the Twilight series.
* The passage also mentions ""dark"" and ""lilac"""
['moreland'],"“It’s all good,” [MASK] says. Calm. Reassuring. Not to the father, but to the child. As he holds out the intact action figure—not broken, after all.","""title"": ""The Brief Wondrous Life of Oscar Wao"",""author"": ""Junot Díaz""","but action after Calm. child. good,” all says. As he father, to broken, holds “It’s figure—not out the Not Reassuring. all. [MASK] to intact the the","Based on the passage, I'm going to take a guess that the book is ""The Road"" by Cormac McCarthy.

Here's my reasoning:

* The passage has a sparse, lyrical quality to it, which is reminiscent of McCarthy's writing style.
* The use of short sentences and fragmented phrases suggests a sense of simplicity and directness, which is also characteristic of McCarthy's work.
* The themes of family, survival, and reassurance in the face of uncertainty are all present in """
['moreland'],"“Anything you’d like to say?” [MASK] asks, this time to the Were child. The boy blinks several times before looking at the ground with a pout.","""title"": ""The Mortal Instruments: City of Bones"",""author"": ""Cassandra Clare""","asks, time you’d child. The [MASK] to times boy say?” looking with this Were pout. to blinks before the like the “Anything ground at several a","""title"": ""To Kill a Mockingbird"",""author"": ""Harper Lee"""
['moreland'],"“Make sure it doesn’t happen again. Tell the others, too,” he quietly orders the ginger and the older Were, who nod and leave to mix with the guests. [MASK] sighs, and I wait for a handful of seconds, hoping he’ll join them and clear my way.","""title"": ""Twilight"",""author"": ""Stephenie Meyer""","ginger for them doesn’t “Make Were, way. and others, happen he’ll who mix handful the quietly nod guests. [MASK] older I and it orders and and the my with again. clear seconds, Tell hoping wait the to sighs, of too,” sure leave join a the he","Based on the passage, I'm going to take a guess that the book is ""The Great Gatsby"" by F. Scott Fitzgerald.

Here's my reasoning:

* The passage mentions a party or gathering, which is a common setting in The Great Gatsby.
* The tone of the passage seems to be one of observation and commentary on the behavior of others, which is consistent with the narrative style of The Great Gatsby.
* The use of phrases like ""quietly nod guests"" and """
['lark'],"“I know you’re there,” he says, not looking at anyone in particular. I have no idea who he’s addressing until he adds, “Come down, Miss [MASK].”","""title"": ""The Hunger Games"",""author"": ""Suzanne Collins""","anyone at you’re “I Miss looking particular. down, says, [MASK].” in who “Come he know not until I adds, no have addressing he’s idea he there,”","""title"": ""Pride and Prejudice"",""author"": ""Jane Austen"""
['moreland'],"Given the . . . incident a couple of hours ago, I’m hesitant to go stand next to him. But perhaps I shouldn’t have worried: when I reach his side, his nostrils twitch and a muscle jumps in his jaw, but that’s about it. [MASK] doesn’t look my way, nor does he seem too tempted to mangle me.","""title"": ""A Court of Thorns and Roses"",""author"": ""Sarah J. Maas""","reach look [MASK] . . of ago, mangle . next perhaps him. I twitch his does me. But seem to to nostrils go in that’s tempted I doesn’t jumps Given hesitant when to but his it. incident couple muscle jaw, the a I’m about too he my shouldn’t hours and nor stand worried: his a way, side, have","Based on the passage, I'm going to take a guess that the book is ""Twilight"" by Stephenie Meyer.

Here's my reasoning:

* The passage appears to be a descriptive and introspective passage, possibly from a young adult novel.
* The use of phrases such as ""I twitch his does me"" and ""I'm about too he my shouldn't hours"" suggests a romantic or intense relationship between the narrator and the person being described.
* The mention of ""nostrils"""
['moreland'],"It’s a pity that I smell foul to [MASK], because his blood is nice. Engulfing. Healthy and earthy and a bit rough. His heartbeat is strong and vibrant, like a caress to the roof of my mouth. I don’t think it’s just a Were thing, because the others here at the wedding seem less inviting. But maybe I just haven’t gotten close enough to—","Based on the passage, I'm going to take a guess that the book is ""Dead in the Family"" by Charlaine Harris.

Here's my reasoning:

* The mention of a Were (werewolf) and the protagonist's ability to smell and sense the Were's blood and heartbeat suggests a supernatural or paranormal theme, which is consistent with Charlaine Harris's Southern Vampire Mysteries series.
* The tone and style of the passage, including the use of sensual language to describe the protagonist's experience,","wedding to— Engulfing. caress rough. and I blood that pity my the His heartbeat the I to seem strong is bit and because and like close here his Healthy is haven’t a foul because less others to a smell But think [MASK], just earthy inviting. the Were roof it’s of nice. a at thing, just don’t a enough mouth. I maybe It’s vibrant, gotten","""title"": ""Twilight"",""author"": ""Stephenie Meyer"""
['moreland'],"I meet [MASK]’s eyes, more baffled than offended. And perhaps a little peeved that I cannot insist that my one living parent gives a shit about me. “Why?”","""title"": ""The Fault in Our Stars"",""author"": ""John Green""","offended. I And me. [MASK]’s “Why?” parent shit a one meet little a I than cannot baffled living that peeved my eyes, gives more insist about perhaps that","Based on the passage, I'm going to take a guess that the book is ""The Catcher in the Rye"" by J.D. Salinger.

The passage seems to be written in a style similar to Salinger's, with a focus on the protagonist's inner thoughts and feelings. The use of colloquial language and slang (e.g. ""shit"") also suggests a more modern and informal tone, which is consistent with Salinger's writing style. Additionally, the themes of alien"
['deanna dryden'],"He nods thoughtfully, turning me around. New couples are starting to join us, none looking enthused—likely marched to the dance floor by our zealous wedding planner. My eyes meet [MASK]’s; she held me down and stuffed my mouth with feathers when I was seven, disappeared from my life for ten years, then called me a Humanfucker in front of a crowd of dozens when we next crossed paths. We nod at each other politely.","""title"": ""The Seven Husbands of Evelyn Hugo"",""author"": ""Taylor Jenkins Reid""","called turning to stuffed My planner. crossed New floor I ten in of other me when We she join and enthused—likely when paths. are with dozens wedding then was around. from to my marched He us, at each down next me we starting nods by a thoughtfully, life nod for the my held disappeared none crowd me politely. of [MASK]’s; feathers our years, mouth Humanfucker seven, couples zealous meet dance front a eyes looking","""title"": ""The Wedding Date"",""author"": ""Jasmine Guillory"""
['moreland'],"“Or desperately.” The music plays on, but [MASK] halts, and so do I. We stare, a hint of challenge swirling between us.","""title"": ""The Hating Game"",""author"": ""Sally Thorne""","desperately.” on, “Or halts, plays I. challenge swirling [MASK] hint stare, We and The music do between a of but us. so","""title"": ""The Great Gatsby"",""author"": ""F. Scott Fitzgerald"""
['serena'],"No, we Vampyres don’t pulverize in the sun like glitter bombs. Sunlight burns us and it hurts, but it won’t kill us unless the exposure is unfiltered and prolonged. However, we are pretty useless in the middle of the day, even inside. Lethargic and weak and crawly and headachy, especially during late spring and summer, when the rays hit at that pesky steep angle. “This crepuscularity of yours is really cramping my brunch lifestyle,” [MASK] used to say. “Also, the fact that you don’t eat.”","""title"": ""The Radleys"",""author"": ""Matt Haig""","lifestyle,” crawly useless brunch the when No, burns angle. of and the late weak unless exposure say. and and pretty at pulverize the of “Also, are cramping unfiltered However, like and day, it inside. used the [MASK] pesky Vampyres won’t headachy, sun glitter steep us us and really crepuscularity don’t summer, is middle we we it and especially is the don’t even prolonged. eat.” hit in spring to Lethargic yours the rays “This kill fact hurts, bombs. that Sunlight during in that my you but","Based on the passage, I'm going to take a guess that the book is ""Twilight"" by Stephenie Meyer.

Here's my reasoning:

* The mention of ""Vampyres"" (a non-standard spelling of ""vampires"") suggests a supernatural or paranormal theme, which is consistent with the Twilight series.
* The passage mentions sunlight being harmful, which is a common trait associated with vampires in popular culture, including the Twilight series.
* The tone and language used in the passage"
['ana'],"[MASK] sighs, and rolls her eyes, and pouts like she was asked to file a tax return, but eventually she does leave, sneaking me an impish smile. My sleep-addled brain briefly considers returning it, then recalls that I let my fangs regrow.","""title"": ""The Dresden Files"", ""author"": ""Jim Butcher""","sleep-addled was she asked eyes, like it, rolls brain that tax regrow. my and me a returning I does fangs considers return, file leave, impish then and briefly an let her she My recalls pouts eventually sneaking sighs, [MASK] to smile. but","""title"": ""Twilight"",""author"": ""Stephenie Meyer"""
