Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['ton', 'buchanan', 'tom buchanan', 'tom', 'ton buchanan']",john,0,0.57,incorrect,afonifoji,0,0.33,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.14,incorrect,motshitshi,0,0.18,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,drawbridge,0,0.11,incorrect,train,0,0.5,incorrect,ratsiraka,0,0.29,incorrect,mody,0,0.29,incorrect,kamehla,0,0.32,incorrect,afonifoji,0,0.33,incorrect,motshitshi,0,0.18,incorrect,hester,0,0.22,incorrect,train,0,0.5,incorrect,mody,0,0.29,incorrect,george,0,0.22,incorrect,the countess,0,0.4,incorrect,john,0,0.57,incorrect,hester,0,0.22,incorrect,john,0,0.57,incorrect,hester,0,0.22,incorrect,[mask],0,0.22,incorrect,juan,0,0.5,incorrect,the countess,0,0.4,incorrect,hester,0,0.22,incorrect,hester,0,0.22,incorrect,juan,0,0.5,incorrect
['tom'],new york,0,0.18,incorrect,york,0,0.29,incorrect,hester,0,0.22,incorrect,ke new a batle,0,0.12,incorrect,new york,0,0.18,incorrect,new york,0,0.18,incorrect,john,0,0.29,incorrect,hester,0,0.22,incorrect,new york,0,0.18,incorrect,new york,0,0.18,incorrect,new york,0,0.18,incorrect,york,0,0.29,incorrect,ke new a batle,0,0.12,incorrect,new york,0,0.18,incorrect,hester,0,0.22,incorrect,new york,0,0.18,incorrect,[mask],0,0.22,incorrect,new,0,0.0,incorrect,hester,0,0.22,incorrect,new york,0,0.18,incorrect,hester,0,0.22,incorrect,new york,0,0.18,incorrect,[mask],0,0.22,incorrect,hester,0,0.22,incorrect,new,0,0.0,incorrect,new york,0,0.18,incorrect,new york,0,0.18,incorrect,hester,0,0.22,incorrect
"['bayan', 'bayan wilson', 'wilson', 'mistress wilson', 'wilso', 'mistress']",airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,matsogong,0,0.42,incorrect,matsogong,0,0.42,incorrect,hester,0,0.43,incorrect,tui,0,0.25,incorrect,s. [mask],0,0.25,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,matsogong,0,0.42,incorrect,tui,0,0.25,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,karen,0,0.4,incorrect,airedale,0,0.38,incorrect,mrs.,0,0.5,incorrect,airedale,0,0.38,incorrect,john,0,0.4,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect,airedale,0,0.38,incorrect
"['bayan', 'myrtle', 'bayan wilson', 'wilson', 'mistress wilson', 'mistress']",hester,0,0.43,incorrect,hundreds,0,0.38,incorrect,mmamosadinyana,0,0.42,incorrect,mosadinyana,0,0.5,incorrect,tooa,0,0.22,incorrect,tahiti,0,0.29,incorrect,s. [mask],0,0.25,incorrect,park,0,0.22,incorrect,s. [mask],0,0.25,incorrect,tamin'ny novidiany,0,0.35,incorrect,hester,0,0.43,incorrect,hundreds,0,0.38,incorrect,mosadinyana,0,0.5,incorrect,tahiti,0,0.29,incorrect,park,0,0.22,incorrect,tamin'ny novidiany,0,0.35,incorrect,s. [mask],0,0.25,incorrect,emily,0,0.36,incorrect,john,0,0.4,incorrect,west,0,0.4,incorrect,park,0,0.22,incorrect,park,0,0.22,incorrect,[mask],0,0.29,incorrect,ciento,0,0.33,incorrect,emily,0,0.36,incorrect,west,0,0.4,incorrect,park,0,0.22,incorrect,ciento,0,0.33,incorrect
['catherine'],arabinrin,0,0.44,incorrect,won,0,0.17,incorrect,kgaitsadie,0,0.42,incorrect,kgaitsadie,0,0.42,incorrect,hester,0,0.4,incorrect,tahito,0,0.4,incorrect,lily,0,0.15,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,rehefa,0,0.27,incorrect,khaitseli,0,0.44,incorrect,won,0,0.17,incorrect,kgaitsadie,0,0.42,incorrect,tahito,0,0.4,incorrect,hester,0,0.4,incorrect,rehefa,0,0.27,incorrect,sister,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,maria,0,0.43,incorrect,maria,0,0.43,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,maria,0,0.43,incorrect
"['mister mckee', 'bay mckee', 'bay', 'mister', 'mckee']",hester,0,0.67,incorrect,aago,0,0.29,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.14,incorrect,mme rona tshwanetse,0,0.39,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,john,0,0.0,incorrect,lether,0,0.5,incorrect,hester,0,0.67,incorrect,tamin'ny nandritra,0,0.33,incorrect,roberts,0,0.31,incorrect,aago,0,0.29,incorrect,mme rona tshwanetse,0,0.39,incorrect,hester,0,0.67,incorrect,lether,0,0.5,incorrect,tamin'ny nandritra,0,0.33,incorrect,john,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,chang,0,0.25,incorrect,hester,0,0.67,incorrect,john,0,0.0,incorrect,juan,0,0.29,incorrect,john,0,0.0,incorrect,hester,0,0.67,incorrect,hester,0,0.67,incorrect,juan,0,0.29,incorrect
"['jordan', 'jordan baker', 'baker']",marble,0,0.36,incorrect,mo,0,0.25,incorrect,hester,0,0.36,incorrect,ke,0,0.57,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,hester,0,0.36,incorrect,bhutan,0,0.36,incorrect,ranavalona,0,0.38,incorrect,teny,0,0.22,incorrect,kholo,0,0.2,incorrect,mo,0,0.25,incorrect,ke,0,0.57,incorrect,hester,0,0.36,incorrect,bhutan,0,0.36,incorrect,teny,0,0.22,incorrect,hester,0,0.36,incorrect,the narrator,0,0.25,incorrect,hester,0,0.36,incorrect,kucuk,0,0.2,incorrect,hester,0,0.36,incorrect,toi,0,0.22,incorrect,hester,0,0.36,incorrect,juan,0,0.6,incorrect,the narrator,0,0.25,incorrect,kucuk,0,0.2,incorrect,toi,0,0.22,incorrect,juan,0,0.6,incorrect
['jordan'],ogunwusi,0,0.29,incorrect,bi,0,0.0,incorrect,mmusi&gt;,0,0.0,incorrect,monna,0,0.36,incorrect,hester,0,0.17,incorrect,te i o te mata o ma'u ho'e,0,0.12,incorrect,john,0,0.6,incorrect,hester,0,0.17,incorrect,razafindrakoto,0,0.3,incorrect,rehefa,0,0.33,incorrect,monna,0,0.36,incorrect,bi,0,0.0,incorrect,monna,0,0.36,incorrect,te i o te mata o ma'u ho'e,0,0.12,incorrect,hester,0,0.17,incorrect,rehefa,0,0.33,incorrect,the visitor,0,0.24,incorrect,man,0,0.44,incorrect,koca,0,0.4,incorrect,koca,0,0.4,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,ella,0,0.2,incorrect,juan,0,0.6,incorrect,man,0,0.44,incorrect,koca,0,0.4,incorrect,hester,0,0.17,incorrect,juan,0,0.6,incorrect
"['bay gatsby', 'bay', 'gatsby']",chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.1,incorrect,mme rona,0,0.22,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,hester,0,0.17,incorrect,buttler,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,mme rona,0,0.22,incorrect,chicago,0,0.24,incorrect,buttler,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,mr. bowers,0,0.2,incorrect,hester,0,0.17,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,john,0,0.0,incorrect,chicago,0,0.24,incorrect,mr. bowers,0,0.2,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect,chicago,0,0.24,incorrect
['jordan'],mo,0,0.25,incorrect,lonakona,0,0.43,incorrect,rialo,0,0.36,incorrect,mme rona tshwanetse,0,0.24,incorrect,hester,0,0.17,incorrect,atira,0,0.36,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,amin,0,0.4,incorrect,ba,0,0.25,incorrect,lonakona,0,0.43,incorrect,mme rona tshwanetse,0,0.24,incorrect,atira,0,0.36,incorrect,hester,0,0.17,incorrect,amin,0,0.4,incorrect,jane,0,0.6,incorrect,urban,0,0.55,incorrect,[mask],0,0.17,incorrect,hester,0,0.17,incorrect,nguyen,0,0.17,incorrect,toi,0,0.22,incorrect,[mask],0,0.17,incorrect,elena,0,0.18,incorrect,urban,0,0.55,incorrect,hester,0,0.17,incorrect,toi,0,0.22,incorrect,elena,0,0.18,incorrect
"['hindenburg', 'van hindenburg', 'von', 'van', 'von hindenburg']",hester,0,0.38,incorrect,hester,0,0.38,incorrect,bobedi,0,0.22,incorrect,mosesane,0,0.36,incorrect,hester,0,0.38,incorrect,hester,0,0.38,incorrect,rose,0,0.29,incorrect,hester,0,0.38,incorrect,demony,0,0.44,incorrect,indray,0,0.5,incorrect,diabolose,0,0.21,incorrect,hester,0,0.38,incorrect,mosesane,0,0.36,incorrect,hester,0,0.38,incorrect,hester,0,0.38,incorrect,indray,0,0.5,incorrect,hank,0,0.57,incorrect,uncle,0,0.27,incorrect,hester,0,0.38,incorrect,hester,0,0.38,incorrect,chau,0,0.29,incorrect,hester,0,0.38,incorrect,hester,0,0.38,incorrect,juan,0,0.57,incorrect,uncle,0,0.27,incorrect,hester,0,0.38,incorrect,hester,0,0.38,incorrect,juan,0,0.57,incorrect
['gatsby'],"july 5th, 1922",0,0.1,incorrect,nigbara,0,0.31,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.24,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,jolay,0,0.36,incorrect,phupu,0,0.0,incorrect,nigbara,0,0.31,incorrect,mme rona tshwanetse,0,0.24,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,jolay,0,0.36,incorrect,[mask]'s,0,0.29,incorrect,hemingway's,0,0.35,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,[mask],0,0.33,incorrect,pedro,0,0.0,incorrect,hemingway's,0,0.35,incorrect,hester,0,0.17,incorrect,hester,0,0.17,incorrect,pedro,0,0.0,incorrect
['gatsby'],gatsby,1,1.0,correct,west,0,0.2,incorrect,morago,0,0.17,incorrect,morago,0,0.17,incorrect,gatsby,1,1.0,correct,west,0,0.2,incorrect,west egg,0,0.14,incorrect,hester,0,0.17,incorrect,gatsby,1,1.0,correct,ary,0,0.44,incorrect,bophirimela,0,0.12,incorrect,west,0,0.2,incorrect,morago,0,0.17,incorrect,west,0,0.2,incorrect,hester,0,0.17,incorrect,ary,0,0.44,incorrect,gatsby,1,1.0,correct,egg,0,0.22,incorrect,gatsby,1,1.0,correct,egg,0,0.22,incorrect,gatsby,1,1.0,correct,egg,0,0.22,incorrect,gatsby,1,1.0,correct,west,0,0.2,incorrect,egg,0,0.22,incorrect,egg,0,0.22,incorrect,egg,0,0.22,incorrect,west,0,0.2,incorrect
"['bayan', 'bayan wilson', 'wilson', 'mistress wilson', 'mistress']",port roosevelt,0,0.28,incorrect,port,0,0.2,incorrect,mme tsamaya,0,0.38,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,s. [mask],0,0.25,incorrect,hester,0,0.43,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,port,0,0.2,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,hester,0,0.43,incorrect,roosevelt,0,0.25,incorrect,gatsby,0,0.36,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,gatsby,0,0.36,incorrect,gatsby,0,0.36,incorrect,hester,0,0.43,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,roosevelt,0,0.25,incorrect,gatsby,0,0.36,incorrect,roosevelt,0,0.25,incorrect
"['hỉnh', 'wolfsheim hỉnh', 'bay', 'wolfsheim', 'bay wolfsheim', 'wolfshiem']",dajuda,0,0.22,incorrect,dajudaju,0,0.18,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.14,incorrect,mme tsela yaba,0,0.24,incorrect,hester,0,0.27,incorrect,hester,0,0.27,incorrect,[mask],0,0.22,incorrect,konphii,0,0.38,incorrect,solomon,0,0.38,incorrect,salomona,0,0.29,incorrect,hester,0,0.27,incorrect,dajudaju,0,0.18,incorrect,mme tsela yaba,0,0.24,incorrect,hester,0,0.27,incorrect,konphii,0,0.38,incorrect,salomona,0,0.29,incorrect,john,0,0.5,incorrect,he,0,0.36,incorrect,hester,0,0.27,incorrect,kahveme,0,0.4,incorrect,chiec mui cua [mask] ve phia toi mot cach cam phan.,0,0.25,incorrect,hester,0,0.27,incorrect,mister,0,0.27,incorrect,miguel,0,0.27,incorrect,he,0,0.36,incorrect,kahveme,0,0.4,incorrect,hester,0,0.27,incorrect,miguel,0,0.27,incorrect
