Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['brunner', 'bay', 'bay brunner']",nigeria,0,0.43,incorrect,olufemi,0,0.29,incorrect,mme lebati,0,0.31,incorrect,mme rona tshwanetse,0,0.33,incorrect,tahiti,0,0.22,incorrect,tahua,0,0.25,incorrect,hester,0,0.31,incorrect,drvaajaa,0,0.18,incorrect,ranavalona,0,0.35,incorrect,nandeha,0,0.43,incorrect,boholo,0,0.22,incorrect,olufemi,0,0.29,incorrect,mme rona tshwanetse,0,0.33,incorrect,tahua,0,0.25,incorrect,drvaajaa,0,0.18,incorrect,nandeha,0,0.43,incorrect,professor's,0,0.33,incorrect,professor,0,0.38,incorrect,hester,0,0.31,incorrect,ogretmenlerin,0,0.4,incorrect,yancy,0,0.5,incorrect,hester,0,0.31,incorrect,esores,0,0.31,incorrect,juan,0,0.36,incorrect,professor,0,0.38,incorrect,ogretmenlerin,0,0.4,incorrect,hester,0,0.31,incorrect,juan,0,0.36,incorrect
"['brunner', 'bay', 'bay brunner']",niniola,0,0.29,incorrect,ni,0,0.22,incorrect,seno,0,0.18,incorrect,seno,0,0.18,incorrect,hester,0,0.31,incorrect,aita,0,0.29,incorrect,dalaan,0,0.24,incorrect,hester,0,0.31,incorrect,solstice,0,0.13,incorrect,solstice,0,0.13,incorrect,a,0,0.5,incorrect,ni,0,0.22,incorrect,seno,0,0.18,incorrect,aita,0,0.29,incorrect,hester,0,0.31,incorrect,solstice,0,0.13,incorrect,john,0,0.18,incorrect,he,0,0.22,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,tieng ngoai,0,0.22,incorrect,el [mask],0,0.17,incorrect,nadie,0,0.33,incorrect,he,0,0.22,incorrect,hester,0,0.31,incorrect,tieng ngoai,0,0.22,incorrect,nadie,0,0.33,incorrect
"['brunner', 'bay', 'bay brunner']",latin,0,0.25,incorrect,greek,0,0.33,incorrect,segerika,0,0.27,incorrect,roma,0,0.29,incorrect,helen,0,0.17,incorrect,heleni,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,latin,0,0.25,incorrect,latina,0,0.24,incorrect,segerike,0,0.27,incorrect,greek,0,0.33,incorrect,roma,0,0.29,incorrect,heleni,0,0.15,incorrect,hester,0,0.31,incorrect,latina,0,0.24,incorrect,professor,0,0.38,incorrect,miss,0,0.0,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,thay,0,0.57,incorrect,latinh,0,0.24,incorrect,john,0,0.18,incorrect,hester,0,0.31,incorrect,miss,0,0.0,incorrect,hester,0,0.31,incorrect,latinh,0,0.24,incorrect,hester,0,0.31,incorrect
"['nancy', 'bobofit', 'nancy bobofit']",hester,0,0.15,incorrect,ogun state,0,0.27,incorrect,mpho,0,0.18,incorrect,le le,0,0.11,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,tsara,0,0.2,incorrect,lentsoe,0,0.2,incorrect,ogun state,0,0.27,incorrect,le le,0,0.11,incorrect,hester,0,0.15,incorrect,hester,0,0.15,incorrect,tsara,0,0.2,incorrect,kids,0,0.18,incorrect,he,0,0.0,incorrect,kiz,0,0.2,incorrect,nazik,0,0.4,incorrect,nguyen,0,0.36,incorrect,hester,0,0.15,incorrect,john,0,0.22,incorrect,juan,0,0.44,incorrect,he,0,0.0,incorrect,nazik,0,0.4,incorrect,hester,0,0.15,incorrect,juan,0,0.44,incorrect
"['sally jackson', 'sally', 'jackson', 'jackso', 'sally jackso']",hester,0,0.18,incorrect,leyin,0,0.4,incorrect,mme,0,0.0,incorrect,morago,0,0.33,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,avy,0,0.5,incorrect,lebitso,0,0.32,incorrect,leyin,0,0.4,incorrect,morago,0,0.33,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,avy,0,0.5,incorrect,hester,0,0.18,incorrect,her,0,0.0,incorrect,hester,0,0.18,incorrect,dedem,0,0.0,incorrect,me toi,0,0.22,incorrect,the,0,0.0,incorrect,"se llama [mask] y es la persona mas buena del mundo, lo que demuestra mi teoria de que los mejores son los que tienen peor suerte. sus padres murieron en un accidente aereo cuando tenia cinco anos, y la crio un tio que no se ocupaba demasiado de ella. queria ser novelista, asi que paso todo el instituto trabajando y ahorrando dinero para ir a una universidad con buenos cursos de escritura creativa. entonces su tio enfermo de",0,0.05,incorrect,juan,0,0.55,incorrect,her,0,0.0,incorrect,dedem,0,0.0,incorrect,the,0,0.0,incorrect,juan,0,0.55,incorrect
"['el', 'gabe el apestoso', 'apestoso', 'gabe', 'gabe cóc', 'cóc']",re,0,0.5,incorrect,ona re,0,0.4,incorrect,mme bo nne thata,0,0.38,incorrect,fa fa,0,0.31,incorrect,smelly,0,0.5,incorrect,fifi,0,0.0,incorrect,maan,0,0.25,incorrect,sng,0,0.29,incorrect,smelly,0,0.5,incorrect,rehefa teo,0,0.38,incorrect,hester,0,0.43,incorrect,ona re,0,0.4,incorrect,fa fa,0,0.31,incorrect,fifi,0,0.0,incorrect,sng,0,0.29,incorrect,rehefa teo,0,0.38,incorrect,smelly,0,0.5,incorrect,mom,0,0.33,incorrect,kokarca,0,0.4,incorrect,kokarca,0,0.4,incorrect,mother,0,0.25,incorrect,lam,0,0.4,incorrect,miguel,0,0.5,incorrect,maria,0,0.22,incorrect,mom,0,0.33,incorrect,kokarca,0,0.4,incorrect,lam,0,0.4,incorrect,maria,0,0.22,incorrect
['gabe'],nigba,0,0.44,incorrect,oju lasan,0,0.15,incorrect,mme,0,0.29,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ranavalona,0,0.14,incorrect,rehefa,0,0.2,incorrect,pososelo,0,0.17,incorrect,oju lasan,0,0.15,incorrect,mme rona tshwanetse,0,0.17,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,rehefa,0,0.2,incorrect,me,0,0.33,incorrect,mother,0,0.2,incorrect,kizim,0,0.0,incorrect,hester,0,0.2,incorrect,mother,0,0.2,incorrect,me,0,0.33,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,mother,0,0.2,incorrect,hester,0,0.2,incorrect,me,0,0.33,incorrect,maria,0,0.22,incorrect
"['bayan dodds', 'bayan', 'dodd', 'dodds']",adeola,0,0.4,incorrect,mo,0,0.33,incorrect,mme,0,0.0,incorrect,mme rona tshwanetse,0,0.27,incorrect,hester,0,0.18,incorrect,ua ua,0,0.4,incorrect,s. [mask],0,0.2,incorrect,s. j. walker,0,0.12,incorrect,s. [mask],0,0.2,incorrect,nahatsiaro,0,0.29,incorrect,ke,0,0.0,incorrect,mo,0,0.33,incorrect,mme rona tshwanetse,0,0.27,incorrect,ua ua,0,0.4,incorrect,s. j. walker,0,0.12,incorrect,nahatsiaro,0,0.29,incorrect,sister,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,co,0,0.33,incorrect,mom,0,0.29,incorrect,anais,0,0.4,incorrect,ana,0,0.5,incorrect,hester,0,0.18,incorrect,hester,0,0.18,incorrect,mom,0,0.29,incorrect,ana,0,0.5,incorrect
['gabe'],hester,0,0.2,incorrect,boya,0,0.25,incorrect,ngwana,0,0.4,incorrect,ngwana,0,0.4,incorrect,hester,0,0.2,incorrect,peneia'e,0,0.33,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,ary,0,0.29,incorrect,mohlomong,0,0.15,incorrect,boya,0,0.25,incorrect,ngwana,0,0.4,incorrect,peneia'e,0,0.33,incorrect,hester,0,0.2,incorrect,ary,0,0.29,incorrect,kid,0,0.0,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,joe,0,0.29,incorrect,juan,0,0.25,incorrect,john,0,0.0,incorrect,hester,0,0.2,incorrect,hester,0,0.2,incorrect,juan,0,0.25,incorrect
"['el', 'gabe el apestoso', 'kokarca', 'apestoso', 'gabe cóc chế', 'gabe', 'kokarca gabe', 'chế', 'cóc']",smelly,0,0.5,incorrect,boya,0,0.36,incorrect,mme,0,0.4,incorrect,gongwe,0,0.4,incorrect,smelly,0,0.5,incorrect,peneia'e,0,0.33,incorrect,hester,0,0.44,incorrect,father,0,0.44,incorrect,smelly,0,0.5,incorrect,angamba,0,0.55,incorrect,mohlomong,0,0.24,incorrect,boya,0,0.36,incorrect,gongwe,0,0.4,incorrect,peneia'e,0,0.33,incorrect,father,0,0.44,incorrect,angamba,0,0.55,incorrect,smelly,0,0.5,incorrect,tom,0,0.36,incorrect,babam,0,0.44,incorrect,hester,0,0.44,incorrect,mom,0,0.33,incorrect,nha,0,0.33,incorrect,mama,0,0.36,incorrect,maria,0,0.5,incorrect,tom,0,0.36,incorrect,hester,0,0.44,incorrect,nha,0,0.33,incorrect,maria,0,0.5,incorrect
"['perc', 'percy']",oluwaseun,0,0.15,incorrect,mo,0,0.0,incorrect,ke,0,0.33,incorrect,mama,0,0.0,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,madhu,0,0.0,incorrect,hester,0,0.4,incorrect,neny,0,0.44,incorrect,noraisiny latsa-dranomaso,0,0.13,incorrect,hester,0,0.4,incorrect,mo,0,0.0,incorrect,mama,0,0.0,incorrect,hester,0,0.4,incorrect,hester,0,0.4,incorrect,noraisiny latsa-dranomaso,0,0.13,incorrect,mom,0,0.0,incorrect,mom,0,0.0,incorrect,hester,0,0.4,incorrect,ahmet,0,0.22,incorrect,mother,0,0.4,incorrect,me,0,0.33,incorrect,hester,0,0.4,incorrect,maria,0,0.22,incorrect,mom,0,0.0,incorrect,ahmet,0,0.22,incorrect,me,0,0.33,incorrect,maria,0,0.22,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",long island,0,0.27,incorrect,long,0,0.22,incorrect,metsu,0,0.24,incorrect,metsu,0,0.24,incorrect,long island,0,0.27,incorrect,new zealand,0,0.38,incorrect,s. [mask],0,0.29,incorrect,hester,0,0.5,incorrect,s. [mask],0,0.29,incorrect,nosy,0,0.44,incorrect,kantle,0,0.36,incorrect,long,0,0.22,incorrect,metsu,0,0.24,incorrect,new zealand,0,0.38,incorrect,hester,0,0.5,incorrect,nosy,0,0.44,incorrect,s. [mask],0,0.29,incorrect,she,0,0.44,incorrect,frank,0,0.4,incorrect,long,0,0.22,incorrect,cynthia,0,0.33,incorrect,hester,0,0.5,incorrect,lizzie,0,0.17,incorrect,islandia,0,0.43,incorrect,she,0,0.44,incorrect,long,0,0.22,incorrect,hester,0,0.5,incorrect,islandia,0,0.43,incorrect
"['brunner', 'señor', 'señor brunner', 'bay brunner', 'bay']",oris,0,0.44,incorrect,sugbon,0,0.36,incorrect,mpho,0,0.22,incorrect,mme rona tshwanetse,0,0.38,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,tao,0,0.33,incorrect,saingy,0,0.44,incorrect,empa,0,0.29,incorrect,sugbon,0,0.36,incorrect,mme rona tshwanetse,0,0.38,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,saingy,0,0.44,incorrect,orie,0,0.44,incorrect,he,0,0.29,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,aquel,0,0.38,incorrect,he,0,0.29,incorrect,hester,0,0.55,incorrect,hester,0,0.55,incorrect,aquel,0,0.38,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",hester,0,0.5,incorrect,atunse,0,0.36,incorrect,mpho,0,0.22,incorrect,kgalefo,0,0.31,incorrect,hester,0,0.5,incorrect,ua,0,0.29,incorrect,s. [mask],0,0.29,incorrect,newfoundland,0,0.35,incorrect,rainier,0,0.33,incorrect,nisolo,0,0.33,incorrect,khalefo,0,0.31,incorrect,atunse,0,0.36,incorrect,kgalefo,0,0.31,incorrect,ua,0,0.29,incorrect,newfoundland,0,0.35,incorrect,nisolo,0,0.33,incorrect,sirius,0,0.33,incorrect,i,0,0.0,incorrect,hester,0,0.5,incorrect,hester,0,0.5,incorrect,mother,0,0.33,incorrect,co no,0,0.36,incorrect,hester,0,0.5,incorrect,diego,0,0.4,incorrect,i,0,0.0,incorrect,hester,0,0.5,incorrect,co no,0,0.36,incorrect,diego,0,0.4,incorrect
