Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['winston'],hester,0,0.31,incorrect,nigba,0,0.17,incorrect,mmila,0,0.17,incorrect,mmila,0,0.17,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nivoaka,0,0.29,incorrect,the,0,0.2,incorrect,nigba,0,0.17,incorrect,mmila,0,0.17,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nivoaka,0,0.29,incorrect,prole,0,0.17,incorrect,proles,0,0.15,incorrect,hester,0,0.31,incorrect,kalem,0,0.0,incorrect,nguyen,0,0.31,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,juan,0,0.18,incorrect,proles,0,0.15,incorrect,kalem,0,0.0,incorrect,hester,0,0.31,incorrect,juan,0,0.18,incorrect
"['winston', 'winston—']",hester,0,0.31,incorrect,diana,0,0.33,incorrect,mme re,0,0.0,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,lonedona,0,0.4,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,london,0,0.46,incorrect,hester,0,0.31,incorrect,libuka,0,0.15,incorrect,diana,0,0.33,incorrect,hester,0,0.31,incorrect,lonedona,0,0.4,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,marx,0,0.0,incorrect,hester,0,0.31,incorrect,charles,0,0.14,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect
['winston'],hester,0,0.31,incorrect,john,0,0.36,incorrect,mme re tshwanetse ra re,0,0.2,incorrect,mme,0,0.0,incorrect,hester,0,0.31,incorrect,canada,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,andrew,0,0.15,incorrect,canada,0,0.15,incorrect,john,0,0.36,incorrect,mme,0,0.0,incorrect,canada,0,0.15,incorrect,hester,0,0.31,incorrect,andrew,0,0.15,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,cu,0,0.0,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect
['winston'],hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,ary,0,0.0,incorrect,the party,0,0.12,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,ary,0,0.0,incorrect,george,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nguyen,0,0.31,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect
['winston'],hester,0,0.31,incorrect,inu,0,0.4,incorrect,mme re tshwanetse ra re,0,0.2,incorrect,mo,0,0.22,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,table,0,0.17,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,teo,0,0.4,incorrect,sebaka,0,0.15,incorrect,inu,0,0.4,incorrect,mo,0,0.22,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,teo,0,0.4,incorrect,the narrator,0,0.32,incorrect,theodore,0,0.27,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,cay,0,0.0,incorrect,hester,0,0.31,incorrect,[mask],0,0.15,incorrect,alberto,0,0.29,incorrect,theodore,0,0.27,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,alberto,0,0.29,incorrect
['winston'],hester,0,0.31,incorrect,hester,0,0.31,incorrect,mme re tshwanetse ra re,0,0.2,incorrect,monnamogolo,0,0.22,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,antoko,0,0.46,incorrect,nahasarika,0,0.24,incorrect,monnamoholo,0,0.22,incorrect,hester,0,0.31,incorrect,monnamogolo,0,0.22,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nahasarika,0,0.24,incorrect,the old man,0,0.33,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,chef,0,0.0,incorrect,john,0,0.36,incorrect,[mask],0,0.15,incorrect,juan,0,0.18,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,john,0,0.36,incorrect,juan,0,0.18,incorrect
['winston'],hester,0,0.31,incorrect,kapeeti,0,0.14,incorrect,mme,0,0.0,incorrect,mabota,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,the author,0,0.24,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nandy,0,0.33,incorrect,hester,0,0.31,incorrect,kapeeti,0,0.14,incorrect,mabota,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nandy,0,0.33,incorrect,he,0,0.0,incorrect,"the [mask] token in the passage is most likely to be filled with a proper name that refers to a specific individual. based on the context, a suitable name that fits the description is ""hester"". this name is a proper name and is not a pronoun or any other word. therefore, the most likely answer is ""hester"". however, please note that this is a guess, and the actual name may vary depending on the context of the passage. if you have",0,0.03,incorrect,[mask],0,0.15,incorrect,hester,0,0.31,incorrect,ca,0,0.0,incorrect,tu,0,0.22,incorrect,juan,0,0.18,incorrect,juan,0,0.18,incorrect,"the [mask] token in the passage is most likely to be filled with a proper name that refers to a specific individual. based on the context, a suitable name that fits the description is ""hester"". this name is a proper name and is not a pronoun or any other word. therefore, the most likely answer is ""hester"". however, please note that this is a guess, and the actual name may vary depending on the context of the passage. if you have",0,0.03,incorrect,hester,0,0.31,incorrect,tu,0,0.22,incorrect,juan,0,0.18,incorrect
"['winston', 'winston’s', ""winston'ın""]",oba,0,0.2,incorrect,niwaju,0,0.25,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.12,incorrect,maikutlo,0,0.4,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,ary,0,0.0,incorrect,efa,0,0.0,incorrect,hang maikutlo,0,0.3,incorrect,niwaju,0,0.25,incorrect,maikutlo,0,0.4,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,efa,0,0.0,incorrect,he,0,0.0,incorrect,john,0,0.36,incorrect,adam,0,0.0,incorrect,garip,0,0.17,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,severino,0,0.4,incorrect,john,0,0.36,incorrect,garip,0,0.17,incorrect,hester,0,0.31,incorrect,severino,0,0.4,incorrect
"['winston.', 'winston', ""winston'a""]",hester,0,0.31,incorrect,lati,0,0.18,incorrect,"mme re tshwanetse ra re, [mask] le fa go ntse jalo, go ne go na le boammaaruri jo bogolo go feta mo tumelong ya rona ya gompieno.",0,0.1,incorrect,mme rona tshwanetse,0,0.23,incorrect,hester,0,0.31,incorrect,ahiri,0,0.17,incorrect,lena,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,nosafosafoiny,0,0.4,incorrect,hang-hang,0,0.25,incorrect,lati,0,0.18,incorrect,mme rona tshwanetse,0,0.23,incorrect,ahiri,0,0.17,incorrect,hester,0,0.31,incorrect,nosafosafoiny,0,0.4,incorrect,girl,0,0.18,incorrect,girl's,0,0.31,incorrect,winston,1,1.0,correct,winston,1,1.0,correct,hester,0,0.31,incorrect,hester,0,0.31,incorrect,maria,0,0.29,incorrect,hester,0,0.31,incorrect,girl's,0,0.31,incorrect,winston,1,1.0,correct,hester,0,0.31,incorrect,hester,0,0.31,incorrect
['winston'],hester,0,0.31,incorrect,london,0,0.46,incorrect,hester,0,0.31,incorrect,mosadi,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,london,0,0.46,incorrect,ngoanana,0,0.4,incorrect,london,0,0.46,incorrect,mosadi,0,0.15,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,london,0,0.46,incorrect,the girl,0,0.13,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,la muchacha,0,0.0,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect,hester,0,0.31,incorrect
