Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['lord henry—', 'lord', 'henry', 'lord henry', 'henry—']",oliver twist,0,0.27,incorrect,jesus,0,0.2,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,andy warhol,0,0.29,incorrect,shakespeare,0,0.38,incorrect,god,0,0.57,incorrect,omeko,0,0.27,incorrect,abel,0,0.25,incorrect,jesus,0,0.2,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,shakespeare,0,0.38,incorrect,omeko,0,0.27,incorrect,gertrude stein,0,0.42,incorrect,michelangelo,0,0.35,incorrect,hamlet,0,0.36,incorrect,michelangelo,0,0.35,incorrect,phyllis,0,0.33,incorrect,duong,0,0.27,incorrect,don pedro,0,0.42,incorrect,picasso,0,0.18,incorrect,michelangelo,0,0.35,incorrect,michelangelo,0,0.35,incorrect,duong,0,0.27,incorrect,picasso,0,0.18,incorrect
"['lord henry—', 'lord', 'henry', 'lord henry', 'henry—']",oliver twist,0,0.27,incorrect,white,0,0.4,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,charlie chaplin,0,0.32,incorrect,god,0,0.57,incorrect,white,0,0.4,incorrect,ke,0,0.29,incorrect,white,0,0.4,incorrect,god,0,0.57,incorrect,shakespeare,0,0.38,incorrect,charlie chaplin,0,0.32,incorrect,white,0,0.4,incorrect,dorian,0,0.4,incorrect,mr. knightley,0,0.43,incorrect,oscar,0,0.44,incorrect,tiyatroya,0,0.29,incorrect,phileas fogg,0,0.25,incorrect,white,0,0.4,incorrect,lord goring,0,0.57,incorrect,white,0,0.4,incorrect,mr. knightley,0,0.43,incorrect,tiyatroya,0,0.29,incorrect,white,0,0.4,incorrect,white,0,0.4,incorrect
"['lord fermor', 'fermor', 'lord']",abrahami,0,0.29,incorrect,god,0,0.57,incorrect,abel,0,0.25,incorrect,seleka,0,0.24,incorrect,god,0,0.57,incorrect,adam,0,0.27,incorrect,pai,0,0.0,incorrect,shakespeare,0,0.24,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,abel,0,0.25,incorrect,god,0,0.57,incorrect,seleka,0,0.24,incorrect,adam,0,0.27,incorrect,shakespeare,0,0.24,incorrect,god,0,0.57,incorrect,mr. woodhouse,0,0.25,incorrect,money,0,0.36,incorrect,resat nuri,0,0.29,incorrect,atilla,0,0.2,incorrect,thi,0,0.0,incorrect,thien,0,0.18,incorrect,don pedro,0,0.5,incorrect,dinero,0,0.5,incorrect,money,0,0.36,incorrect,atilla,0,0.2,incorrect,thien,0,0.18,incorrect,dinero,0,0.5,incorrect
"['henry', 'lord', 'lord henry']",oliver twist,0,0.27,incorrect,abrahami,0,0.22,incorrect,shakespeare,0,0.38,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,edmund burke,0,0.35,incorrect,epictetus,0,0.14,incorrect,abrahamy,0,0.33,incorrect,adam,0,0.25,incorrect,abel,0,0.25,incorrect,abrahami,0,0.22,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,epictetus,0,0.14,incorrect,adam,0,0.25,incorrect,oscar wilde,0,0.4,incorrect,keats,0,0.2,incorrect,oscar wilde,0,0.4,incorrect,hz. isa,0,0.17,incorrect,oscar,0,0.44,incorrect,duc,0,0.29,incorrect,oscar wilde,0,0.4,incorrect,shakespeare,0,0.38,incorrect,keats,0,0.2,incorrect,hz. isa,0,0.17,incorrect,duc,0,0.29,incorrect,shakespeare,0,0.38,incorrect
"['henry', 'lord', 'lord henry']",oliver twist,0,0.27,incorrect,shakespeare,0,0.38,incorrect,plato,0,0.44,incorrect,plato,0,0.44,incorrect,adam,0,0.25,incorrect,jesus,0,0.2,incorrect,adam smith,0,0.3,incorrect,charles darwin,0,0.32,incorrect,plato,0,0.44,incorrect,adam smith,0,0.3,incorrect,shakespeare,0,0.38,incorrect,shakespeare,0,0.38,incorrect,plato,0,0.44,incorrect,jesus,0,0.2,incorrect,charles darwin,0,0.32,incorrect,adam smith,0,0.3,incorrect,oscar wilde,0,0.4,incorrect,byron,0,0.27,incorrect,wells,0,0.22,incorrect,newton,0,0.36,incorrect,voltaire,0,0.33,incorrect,thales,0,0.36,incorrect,oscar wilde,0,0.4,incorrect,voltaire,0,0.33,incorrect,byron,0,0.27,incorrect,newton,0,0.36,incorrect,thales,0,0.36,incorrect,voltaire,0,0.33,incorrect
"['mr', 'erskine—', 'mr erskine', 'erskine']",abrahami,0,0.27,incorrect,oliver,0,0.31,incorrect,abraham lincoln,0,0.32,incorrect,abel,0,0.18,incorrect,abraham lincoln,0,0.32,incorrect,adam,0,0.33,incorrect,shakespeare,0,0.33,incorrect,shakespeare,0,0.33,incorrect,job,0,0.0,incorrect,shakespeare,0,0.33,incorrect,neo,0,0.4,incorrect,oliver,0,0.31,incorrect,abel,0,0.18,incorrect,adam,0,0.33,incorrect,shakespeare,0,0.33,incorrect,shakespeare,0,0.33,incorrect,henry,0,0.33,incorrect,god,0,0.0,incorrect,flaubert,0,0.27,incorrect,attila ilhan,0,0.27,incorrect,pyotr,0,0.29,incorrect,thoreau,0,0.29,incorrect,maese pedro,0,0.38,incorrect,shakespeare,0,0.33,incorrect,god,0,0.0,incorrect,attila ilhan,0,0.27,incorrect,thoreau,0,0.29,incorrect,shakespeare,0,0.33,incorrect
"['henry', 'lord', 'lord henry']",adam,0,0.25,incorrect,adam,0,0.25,incorrect,jesus,0,0.2,incorrect,morena,0,0.5,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,heathcliff,0,0.27,incorrect,frederique,0,0.4,incorrect,job,0,0.29,incorrect,adriana,0,0.24,incorrect,joale,0,0.27,incorrect,adam,0,0.25,incorrect,morena,0,0.5,incorrect,adam,0,0.25,incorrect,frederique,0,0.4,incorrect,adriana,0,0.24,incorrect,madame,0,0.25,incorrect,frangipanni,0,0.19,incorrect,hamlet,0,0.36,incorrect,albert,0,0.4,incorrect,duc,0,0.29,incorrect,xo-pha,0,0.25,incorrect,maria,0,0.22,incorrect,maria,0,0.22,incorrect,frangipanni,0,0.19,incorrect,albert,0,0.4,incorrect,xo-pha,0,0.25,incorrect,maria,0,0.22,incorrect
"['henr', 'harry']",aristotle,0,0.29,incorrect,aristotle,0,0.29,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,shah rukh khan,0,0.32,incorrect,shakespeare,0,0.4,incorrect,paul,0,0.22,incorrect,paul,0,0.22,incorrect,keorapetse kgositsile,0,0.16,incorrect,aristotle,0,0.29,incorrect,god,0,0.0,incorrect,adam,0,0.22,incorrect,shakespeare,0,0.4,incorrect,paul,0,0.22,incorrect,shelley,0,0.36,incorrect,shakespeare,0,0.4,incorrect,ataturk,0,0.33,incorrect,ataturk,0,0.33,incorrect,chaplin,0,0.36,incorrect,duc,0,0.0,incorrect,san agustin,0,0.13,incorrect,shakespeare,0,0.4,incorrect,shakespeare,0,0.4,incorrect,ataturk,0,0.33,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.4,incorrect
"['sibyl', 'basil']",shakespeare,0,0.25,incorrect,jesus,0,0.2,incorrect,moses,0,0.2,incorrect,israel,0,0.36,incorrect,abraham,0,0.33,incorrect,abraham,0,0.33,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,salomona,0,0.31,incorrect,job,0,0.25,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,israel,0,0.36,incorrect,abraham,0,0.33,incorrect,shakespeare,0,0.25,incorrect,job,0,0.25,incorrect,sarah bernhardt,0,0.2,incorrect,shakespeare,0,0.25,incorrect,sibyl,1,1.0,correct,shylock,0,0.5,incorrect,eliza,0,0.2,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,shylock,0,0.5,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect
['basil'],jesus,0,0.2,incorrect,abraham,0,0.33,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,peretane,0,0.15,incorrect,jesus,0,0.2,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect,god,0,0.0,incorrect,adolf hitler,0,0.35,incorrect,senyesemane,0,0.12,incorrect,abraham,0,0.33,incorrect,god,0,0.0,incorrect,jesus,0,0.2,incorrect,shakespeare,0,0.25,incorrect,adolf hitler,0,0.35,incorrect,wilde,0,0.4,incorrect,darcy,0,0.2,incorrect,bayan,0,0.4,incorrect,shakespeare,0,0.25,incorrect,dorian gray,0,0.12,incorrect,nguyen dinh chieu,0,0.09,incorrect,don quijote,0,0.12,incorrect,cervantes,0,0.29,incorrect,darcy,0,0.2,incorrect,shakespeare,0,0.25,incorrect,nguyen dinh chieu,0,0.09,incorrect,cervantes,0,0.29,incorrect
['sibyl'],jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,israel,0,0.36,incorrect,abraham,0,0.17,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,god,0,0.0,incorrect,shakespeare,0,0.12,incorrect,adam,0,0.0,incorrect,abrahamy,0,0.31,incorrect,ke,0,0.0,incorrect,jesus,0,0.2,incorrect,abraham,0,0.17,incorrect,jesus,0,0.2,incorrect,shakespeare,0,0.12,incorrect,abrahamy,0,0.31,incorrect,mother,0,0.0,incorrect,god,0,0.0,incorrect,annen,0,0.0,incorrect,annem,0,0.0,incorrect,em,0,0.0,incorrect,duc,0,0.0,incorrect,tu madre,0,0.0,incorrect,shakespeare,0,0.12,incorrect,god,0,0.0,incorrect,annem,0,0.0,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.12,incorrect
['sibyl'],oliver twist,0,0.12,incorrect,oliver,0,0.18,incorrect,jehofa,0,0.0,incorrect,israel,0,0.36,incorrect,adam,0,0.0,incorrect,adam,0,0.0,incorrect,shreya,0,0.36,incorrect,shakespeare,0,0.12,incorrect,job,0,0.25,incorrect,adam,0,0.0,incorrect,abel,0,0.44,incorrect,oliver,0,0.18,incorrect,israel,0,0.36,incorrect,adam,0,0.0,incorrect,shakespeare,0,0.12,incorrect,adam,0,0.0,incorrect,camilla,0,0.33,incorrect,darcy,0,0.2,incorrect,mr. darcy,0,0.14,incorrect,elizabeth,0,0.29,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,ella,0,0.22,incorrect,don quijote,0,0.12,incorrect,darcy,0,0.2,incorrect,elizabeth,0,0.29,incorrect,duc,0,0.0,incorrect,don quijote,0,0.12,incorrect
"['lord henry—', 'lord', 'henry', 'lord henry', 'henry—']",abrahamu lincoln,0,0.23,incorrect,abraham lincoln,0,0.24,incorrect,god,0,0.57,incorrect,trump,0,0.22,incorrect,washington,0,0.27,incorrect,abraham lincoln,0,0.24,incorrect,heather,0,0.5,incorrect,shakespeare,0,0.38,incorrect,abraham lincoln,0,0.24,incorrect,madagascar,0,0.2,incorrect,washington,0,0.27,incorrect,abraham lincoln,0,0.24,incorrect,trump,0,0.22,incorrect,abraham lincoln,0,0.24,incorrect,shakespeare,0,0.38,incorrect,madagascar,0,0.2,incorrect,oscar wilde,0,0.4,incorrect,lincoln,0,0.36,incorrect,twain,0,0.2,incorrect,abraham lincoln,0,0.24,incorrect,heathcliff,0,0.27,incorrect,duc,0,0.29,incorrect,oscar wilde,0,0.4,incorrect,trump,0,0.22,incorrect,lincoln,0,0.36,incorrect,abraham lincoln,0,0.24,incorrect,duc,0,0.29,incorrect,trump,0,0.22,incorrect
"['henry', 'lord', 'lord henry']",abrahami,0,0.22,incorrect,abraham,0,0.24,incorrect,god,0,0.57,incorrect,god,0,0.57,incorrect,abraham lincoln,0,0.24,incorrect,abraham lincoln,0,0.24,incorrect,tom,0,0.29,incorrect,god,0,0.57,incorrect,job,0,0.29,incorrect,adam,0,0.25,incorrect,shakespeare,0,0.38,incorrect,abraham,0,0.24,incorrect,god,0,0.57,incorrect,abraham lincoln,0,0.24,incorrect,god,0,0.57,incorrect,adam,0,0.25,incorrect,mr. jarndyce,0,0.36,incorrect,jesus,0,0.2,incorrect,madam rocher,0,0.45,incorrect,ali,0,0.29,incorrect,duc,0,0.29,incorrect,duc,0,0.29,incorrect,don pedro,0,0.42,incorrect,homero,0,0.55,incorrect,jesus,0,0.2,incorrect,ali,0,0.29,incorrect,duc,0,0.29,incorrect,homero,0,0.55,incorrect
"['henry', 'lord', 'lord henry']",adunni,0,0.25,incorrect,venus,0,0.4,incorrect,venus,0,0.4,incorrect,psyche,0,0.36,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,leonardo da vinci,0,0.44,incorrect,heidi,0,0.4,incorrect,adonis,0,0.25,incorrect,psyche,0,0.36,incorrect,psyche,0,0.36,incorrect,venus,0,0.4,incorrect,psyche,0,0.36,incorrect,adam,0,0.25,incorrect,heidi,0,0.4,incorrect,psyche,0,0.36,incorrect,heathcliff,0,0.27,incorrect,pygmalion,0,0.32,incorrect,venus,0,0.4,incorrect,cupid,0,0.22,incorrect,duc,0,0.29,incorrect,cupid,0,0.22,incorrect,la reina,0,0.44,incorrect,perseo,0,0.36,incorrect,pygmalion,0,0.32,incorrect,cupid,0,0.22,incorrect,cupid,0,0.22,incorrect,perseo,0,0.36,incorrect
