Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],emily,0,0.2,incorrect,butterfly,0,0.14,incorrect,jack,0,0.22,incorrect,robinson crusoe,0,0.2,incorrect,dong phileas fogg,0,0.18,incorrect,naruto,0,0.55,incorrect,sheldon,0,0.17,incorrect,shakespeare,0,0.25,incorrect,butterfly,0,0.14,incorrect,robinson crusoe,0,0.2,incorrect,naruto,0,0.55,incorrect,shakespeare,0,0.25,incorrect
"['chuck parso', 'chuck', 'parso', 'chuck parson', 'parson']",god,0,0.25,incorrect,god,0,0.25,incorrect,olum,0,0.22,incorrect,odysseus,0,0.21,incorrect,jesus,0,0.25,incorrect,duc,0,0.5,incorrect,jesucristo,0,0.48,incorrect,moises,0,0.18,incorrect,god,0,0.25,incorrect,odysseus,0,0.21,incorrect,duc,0,0.5,incorrect,moises,0,0.18,incorrect
"['parson', 'chuck', 'chuck parson']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,google,0,0.17,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,emily,0,0.0,incorrect,emily,0,0.0,incorrect,amherst,0,0.46,incorrect
['margo'],she,0,0.0,incorrect,emily,0,0.2,incorrect,elizabeth bennet,0,0.1,incorrect,shakespeare,0,0.25,incorrect,nicholas,0,0.15,incorrect,thuy kieu,0,0.0,incorrect,maria,0,0.6,incorrect,maria,0,0.6,incorrect,emily,0,0.2,incorrect,shakespeare,0,0.25,incorrect,thuy kieu,0,0.0,incorrect,maria,0,0.6,incorrect
['margo'],ellen,0,0.0,incorrect,emily,0,0.2,incorrect,naruto,0,0.55,incorrect,ninja,0,0.2,incorrect,shikamaru,0,0.43,incorrect,naruto,0,0.55,incorrect,minju,0,0.2,incorrect,garfield,0,0.31,incorrect,emily,0,0.2,incorrect,ninja,0,0.2,incorrect,naruto,0,0.55,incorrect,garfield,0,0.31,incorrect
['margo'],seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,disney,0,0.0,incorrect,dong trang,0,0.27,incorrect,shamu,0,0.2,incorrect,disney,0,0.0,incorrect,disney,0,0.0,incorrect,orlando,0,0.33,incorrect,disney,0,0.0,incorrect,shamu,0,0.2,incorrect,disney,0,0.0,incorrect
['margo'],luna,0,0.22,incorrect,emily,0,0.2,incorrect,hamlet,0,0.18,incorrect,seneca,0,0.18,incorrect,do ba van,0,0.14,incorrect,ngoc,0,0.44,incorrect,maria,0,0.6,incorrect,jesus,0,0.0,incorrect,emily,0,0.2,incorrect,seneca,0,0.18,incorrect,ngoc,0,0.44,incorrect,jesus,0,0.0,incorrect
['margo'],spiderman,0,0.29,incorrect,thicket,0,0.0,incorrect,heathcliff,0,0.13,incorrect,1bulvan,0,0.17,incorrect,duc,0,0.0,incorrect,steve jobs,0,0.13,incorrect,jack,0,0.22,incorrect,empece,0,0.18,incorrect,thicket,0,0.0,incorrect,1bulvan,0,0.17,incorrect,steve jobs,0,0.13,incorrect,empece,0,0.18,incorrect
['margo'],spencer,0,0.17,incorrect,god,0,0.5,incorrect,thoreau,0,0.17,incorrect,orange,0,0.36,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,shakespeare,0,0.25,incorrect,god,0,0.5,incorrect,orange,0,0.36,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.25,incorrect
['margo'],sheila,0,0.18,incorrect,britney,0,0.17,incorrect,adam,0,0.22,incorrect,abraham lincoln,0,0.3,incorrect,duc,0,0.0,incorrect,dong trang,0,0.27,incorrect,david hasselhoff,0,0.19,incorrect,yolanda,0,0.17,incorrect,britney,0,0.17,incorrect,abraham lincoln,0,0.3,incorrect,dong trang,0,0.27,incorrect,yolanda,0,0.17,incorrect
['margo'],seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,harry,0,0.4,incorrect,shamu,0,0.2,incorrect,dong phileas fogg,0,0.18,incorrect,shamu,0,0.2,incorrect,orson welles,0,0.24,incorrect,shamu,0,0.2,incorrect,shamu,0,0.2,incorrect,shamu,0,0.2,incorrect,shamu,0,0.2,incorrect,shamu,0,0.2,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",shelob,0,0.38,incorrect,medusa,0,0.36,incorrect,drakula,0,0.24,incorrect,freud,0,0.22,incorrect,minh,0,0.29,incorrect,duc,0,0.0,incorrect,britney,0,0.36,incorrect,salome,0,0.38,incorrect,medusa,0,0.36,incorrect,freud,0,0.22,incorrect,duc,0,0.0,incorrect,salome,0,0.38,incorrect
['ben'],charlie,0,0.2,incorrect,archimedes,0,0.15,incorrect,charlie,0,0.2,incorrect,freud,0,0.25,incorrect,duc,0,0.0,incorrect,giac la-tinh,0,0.13,incorrect,alberto,0,0.4,incorrect,alberto,0,0.4,incorrect,archimedes,0,0.15,incorrect,freud,0,0.25,incorrect,giac la-tinh,0,0.13,incorrect,alberto,0,0.4,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",peter pan,0,0.53,incorrect,god,0,0.5,incorrect,drakula,0,0.24,incorrect,melek,0,0.27,incorrect,ma,0,0.57,incorrect,dem,0,0.31,incorrect,peter pan,0,0.53,incorrect,ulises,0,0.25,incorrect,god,0,0.5,incorrect,melek,0,0.27,incorrect,dem,0,0.31,incorrect,ulises,0,0.25,incorrect
['margo'],janis,0,0.2,incorrect,teacher,0,0.33,incorrect,ogretmen,0,0.15,incorrect,albert einstein,0,0.2,incorrect,thay,0,0.22,incorrect,newton,0,0.18,incorrect,el profesor,0,0.25,incorrect,europa,0,0.36,incorrect,teacher,0,0.33,incorrect,albert einstein,0,0.2,incorrect,newton,0,0.18,incorrect,europa,0,0.36,incorrect
['margo'],hulk hogan,0,0.13,incorrect,john cena,0,0.14,incorrect,heathcliff,0,0.13,incorrect,atilla,0,0.18,incorrect,duc,0,0.0,incorrect,duc,0,0.0,incorrect,roberto,0,0.33,incorrect,al,0,0.29,incorrect,john cena,0,0.14,incorrect,atilla,0,0.18,incorrect,duc,0,0.0,incorrect,al,0,0.29,incorrect
"['quenti', 'quentin']",god,0,0.0,incorrect,god,0,0.0,incorrect,sen,0,0.44,incorrect,uzgunum,0,0.31,incorrect,duc,0,0.22,incorrect,jesus,0,0.18,incorrect,maria,0,0.18,incorrect,homero,0,0.17,incorrect,god,0,0.0,incorrect,uzgunum,0,0.31,incorrect,jesus,0,0.18,incorrect,homero,0,0.17,incorrect
['margo'],heidi,0,0.0,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,emily,0,0.2,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",married,0,0.5,incorrect,principal,0,0.32,incorrect,ogrenci,0,0.35,incorrect,abraham lincoln,0,0.39,incorrect,thu hai margo,0,0.56,incorrect,margo,1,1.0,correct,nadie,0,0.27,incorrect,euclides,0,0.22,incorrect,principal,0,0.32,incorrect,abraham lincoln,0,0.39,incorrect,margo,1,1.0,correct,euclides,0,0.22,incorrect
['margo'],she,0,0.0,incorrect,god,0,0.5,incorrect,sevgi soysal,0,0.24,incorrect,godot,0,0.4,incorrect,thuc,0,0.0,incorrect,shakespeare,0,0.25,incorrect,dios,0,0.22,incorrect,shakespeare,0,0.25,incorrect,god,0,0.5,incorrect,godot,0,0.4,incorrect,shakespeare,0,0.25,incorrect,shakespeare,0,0.25,incorrect
"['bay jiminez', 'bay', 'jiminez']",smith,0,0.33,incorrect,professor,0,0.12,incorrect,beethoven,0,0.2,incorrect,asya,0,0.57,incorrect,phuong,0,0.15,incorrect,newton,0,0.31,incorrect,smith,0,0.33,incorrect,newton,0,0.31,incorrect,professor,0,0.12,incorrect,asya,0,0.57,incorrect,newton,0,0.31,incorrect,newton,0,0.31,incorrect
"['ben', 'starling', 'ben starling']",linus,0,0.46,incorrect,minerva,0,0.27,incorrect,heathcliff,0,0.36,incorrect,charlie chaplin,0,0.44,incorrect,heathcliff,0,0.36,incorrect,dong trang,0,0.55,incorrect,el profesor,0,0.35,incorrect,shakira,0,0.4,incorrect,minerva,0,0.27,incorrect,charlie chaplin,0,0.44,incorrect,dong trang,0,0.55,incorrect,shakira,0,0.4,incorrect
"['margo', 'marg']",salinger,0,0.33,incorrect,archimedes,0,0.29,incorrect,paul klee,0,0.15,incorrect,picasso,0,0.33,incorrect,camus,0,0.22,incorrect,nguyen tuan,0,0.13,incorrect,freud,0,0.22,incorrect,picasso,0,0.33,incorrect,archimedes,0,0.29,incorrect,picasso,0,0.33,incorrect,nguyen tuan,0,0.13,incorrect,picasso,0,0.33,incorrect
['margo'],claire,0,0.36,incorrect,levi,0,0.0,incorrect,sherlock holmes,0,0.2,incorrect,pinokyo,0,0.17,incorrect,sherlock,0,0.31,incorrect,dinh,0,0.0,incorrect,watson,0,0.36,incorrect,shakespeare,0,0.25,incorrect,levi,0,0.0,incorrect,pinokyo,0,0.17,incorrect,dinh,0,0.0,incorrect,shakespeare,0,0.25,incorrect
['margo'],springsteen,0,0.25,incorrect,disney,0,0.0,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,disney,0,0.0,incorrect,disney,0,0.0,incorrect,walt disney,0,0.12,incorrect,disney,0,0.0,incorrect,disney,0,0.0,incorrect,florida,0,0.17,incorrect,disney,0,0.0,incorrect,disney,0,0.0,incorrect
"['margo', 'whitman']",emily dickinson,0,0.2,incorrect,sylvia,0,0.31,incorrect,sylvia,0,0.31,incorrect,hamlet,0,0.31,incorrect,emily dickinson,0,0.2,incorrect,margo,1,1.0,correct,walt whitman,0,0.74,correct,ortega,0,0.36,incorrect,sylvia,0,0.31,incorrect,hamlet,0,0.31,incorrect,margo,1,1.0,correct,ortega,0,0.36,incorrect
['ben'],wile e. coyote,0,0.12,incorrect,pinocchio,0,0.17,incorrect,wile e. coyote,0,0.12,incorrect,odysseus,0,0.18,incorrect,tom,0,0.0,incorrect,dong trinh,0,0.15,incorrect,tom,0,0.0,incorrect,zeus,0,0.29,incorrect,pinocchio,0,0.17,incorrect,odysseus,0,0.18,incorrect,dong trinh,0,0.15,incorrect,zeus,0,0.29,incorrect
['margo'],wagons,0,0.55,incorrect,sheher,0,0.18,incorrect,robinson,0,0.31,incorrect,cadir,0,0.4,incorrect,khong co thong tin,0,0.17,incorrect,adam,0,0.22,incorrect,nadie,0,0.2,incorrect,homero,0,0.55,incorrect,sheher,0,0.18,incorrect,cadir,0,0.4,incorrect,adam,0,0.22,incorrect,homero,0,0.55,incorrect
"['margo', 'marg']",emily,0,0.22,incorrect,christ,0,0.2,incorrect,deniz,0,0.0,incorrect,orpheus,0,0.18,incorrect,mother,0,0.4,incorrect,thuy kieu,0,0.0,incorrect,mama,0,0.5,incorrect,maria,0,0.67,incorrect,christ,0,0.2,incorrect,orpheus,0,0.18,incorrect,thuy kieu,0,0.0,incorrect,maria,0,0.67,incorrect
['margo'],lyra,0,0.22,incorrect,emmett till,0,0.12,incorrect,sherlock,0,0.31,incorrect,hamlet,0,0.18,incorrect,dong trang,0,0.27,incorrect,duc,0,0.0,incorrect,maria,0,0.6,incorrect,walt disney,0,0.12,incorrect,emmett till,0,0.12,incorrect,hamlet,0,0.18,incorrect,duc,0,0.0,incorrect,walt disney,0,0.12,incorrect
"['spiegelman', 'margo', 'roth', 'margo roth spiegelman']",god,0,0.5,incorrect,god,0,0.5,incorrect,cinderella,0,0.5,incorrect,julia roberts,0,0.35,incorrect,chua,0,0.25,incorrect,nguyen,0,0.38,incorrect,trump,0,0.22,incorrect,alberto,0,0.5,incorrect,god,0,0.5,incorrect,julia roberts,0,0.35,incorrect,nguyen,0,0.38,incorrect,alberto,0,0.5,incorrect
"['dennis mcmahon', 'mcmahon', 'dennis']",jane,0,0.36,incorrect,marlboro,0,0.4,incorrect,montblanc,0,0.38,incorrect,marlboro,0,0.4,incorrect,dong,0,0.4,incorrect,marlboro,0,0.4,incorrect,marcelo,0,0.43,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect
['margo'],she,0,0.0,incorrect,snickerdoodle,0,0.22,incorrect,walter mitty,0,0.24,incorrect,albert,0,0.36,incorrect,emily,0,0.2,incorrect,dew,0,0.0,incorrect,ellen degeneres,0,0.1,incorrect,mountain dew,0,0.24,incorrect,snickerdoodle,0,0.22,incorrect,albert,0,0.36,incorrect,dew,0,0.0,incorrect,mountain dew,0,0.24,incorrect
['whitman'],whitman,1,1.0,correct,walt,0,0.36,incorrect,ozdemir asaf,0,0.21,incorrect,orhan veli,0,0.35,incorrect,thuy kieu,0,0.25,incorrect,nguyen dinh chieu,0,0.17,incorrect,homero,0,0.31,incorrect,homero,0,0.31,incorrect,walt,0,0.36,incorrect,orhan veli,0,0.35,incorrect,nguyen dinh chieu,0,0.17,incorrect,homero,0,0.31,incorrect
['margo'],she,0,0.0,incorrect,beijing,0,0.17,incorrect,phileas fogg,0,0.24,incorrect,robinson crusoe,0,0.2,incorrect,theresa,0,0.17,incorrect,emily,0,0.2,incorrect,emily,0,0.2,incorrect,marco polo,0,0.53,incorrect,beijing,0,0.17,incorrect,robinson crusoe,0,0.2,incorrect,emily,0,0.2,incorrect,marco polo,0,0.53,incorrect
['lacey'],emily,0,0.4,incorrect,emily,0,0.4,incorrect,hamlet,0,0.36,incorrect,yahya kemal beyatli,0,0.25,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,maria,0,0.2,incorrect,job,0,0.0,incorrect,emily,0,0.4,incorrect,yahya kemal beyatli,0,0.25,incorrect,margo,0,0.2,incorrect,job,0,0.0,incorrect
['ben'],jesus,0,0.25,incorrect,paul,0,0.0,incorrect,conan,0,0.25,incorrect,robin,0,0.5,incorrect,tom sawyer,0,0.15,incorrect,miller,0,0.22,incorrect,robbie,0,0.44,incorrect,miller,0,0.22,incorrect,paul,0,0.0,incorrect,robin,0,0.5,incorrect,miller,0,0.22,incorrect,miller,0,0.22,incorrect
['lacey'],emily,0,0.4,incorrect,heathcliff,0,0.27,incorrect,grace,0,0.6,incorrect,gus,0,0.0,incorrect,phyllis,0,0.17,incorrect,duc,0,0.25,incorrect,el,0,0.29,incorrect,maradona,0,0.15,incorrect,heathcliff,0,0.27,incorrect,gus,0,0.0,incorrect,duc,0,0.25,incorrect,maradona,0,0.15,incorrect
['margo'],africa,0,0.36,incorrect,euclid,0,0.0,incorrect,atlas,0,0.2,incorrect,leonardo da vinci,0,0.27,incorrect,orwell,0,0.18,incorrect,emily,0,0.2,incorrect,africa,0,0.36,incorrect,euclides,0,0.0,incorrect,euclid,0,0.0,incorrect,leonardo da vinci,0,0.27,incorrect,emily,0,0.2,incorrect,euclides,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,she,0,0.0,incorrect,bay ham,0,0.17,incorrect,hayir,0,0.4,incorrect,thanh,0,0.2,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,shakespeare,0,0.25,incorrect,she,0,0.0,incorrect,hayir,0,0.4,incorrect,duc,0,0.0,incorrect,shakespeare,0,0.25,incorrect
"['roth', 'spiegelman', 'margo roth spiegelman', 'spiegelma', 'margo roth spiegelma', 'margo']",buddha,0,0.2,incorrect,emily,0,0.29,incorrect,hz. muhammed,0,0.25,incorrect,shakespeare,0,0.4,incorrect,thoreau,0,0.36,incorrect,emily,0,0.29,incorrect,la persona,0,0.4,incorrect,shakespeare,0,0.4,incorrect,emily,0,0.29,incorrect,shakespeare,0,0.4,incorrect,emily,0,0.29,incorrect,shakespeare,0,0.4,incorrect
['margo'],camus,0,0.2,incorrect,emily,0,0.2,incorrect,robinson crusoe,0,0.2,incorrect,shakespeare,0,0.25,incorrect,thoreau,0,0.17,incorrect,marx,0,0.67,incorrect,la autora,0,0.29,incorrect,shakespeare,0,0.25,incorrect,emily,0,0.2,incorrect,shakespeare,0,0.25,incorrect,marx,0,0.67,incorrect,shakespeare,0,0.25,incorrect
"['margo—', 'margo']",grandma,0,0.33,incorrect,facebook,0,0.31,incorrect,michael jackson,0,0.3,incorrect,ataturk,0,0.33,incorrect,duc,0,0.0,incorrect,nguyen,0,0.18,incorrect,mi hermano,0,0.4,incorrect,facebook,0,0.31,incorrect,facebook,0,0.31,incorrect,ataturk,0,0.33,incorrect,nguyen,0,0.18,incorrect,facebook,0,0.31,incorrect
