Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['alicia', 'alice']",oliver twist,0,0.35,incorrect,ngwana,0,0.33,incorrect,abraham,0,0.31,incorrect,robinson crusoe,0,0.3,incorrect,job,0,0.0,incorrect,she,0,0.25,incorrect,pinocchio,0,0.4,incorrect,pinokyo,0,0.17,incorrect,cocuk,0,0.2,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,ella,0,0.4,incorrect,maria,0,0.55,incorrect,pinocchio,0,0.4,incorrect,cocuk,0,0.2,incorrect,duc,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",oliver twist,0,0.35,incorrect,god,0,0.0,incorrect,abraham,0,0.31,incorrect,robi thakurayn,0,0.2,incorrect,job,0,0.0,incorrect,cinderella,0,0.38,incorrect,charlotte,0,0.43,incorrect,pinokyo,0,0.17,incorrect,abraham lincoln,0,0.4,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,la abuela,0,0.4,incorrect,dios,0,0.22,incorrect,charlotte,0,0.43,incorrect,abraham lincoln,0,0.4,incorrect,duc,0,0.25,incorrect,dios,0,0.22,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,god,0,0.0,incorrect,abraham,0,0.31,incorrect,jesus,0,0.2,incorrect,noah,0,0.22,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,abraham lincoln,0,0.4,incorrect,isa,0,0.44,incorrect,tho rung,0,0.0,incorrect,tho,0,0.0,incorrect,gertrudis,0,0.14,incorrect,maria,0,0.55,incorrect,emily,0,0.2,incorrect,isa,0,0.44,incorrect,tho,0,0.0,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,monna,0,0.2,incorrect,abraham lincoln,0,0.4,incorrect,heidi,0,0.36,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,arabella,0,0.43,incorrect,pinokyo,0,0.17,incorrect,haydn,0,0.2,incorrect,duc,0,0.25,incorrect,duc,0,0.25,incorrect,heracles poirot,0,0.3,incorrect,maria,0,0.55,incorrect,arabella,0,0.43,incorrect,haydn,0,0.2,incorrect,duc,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abrahamu lincoln,0,0.38,incorrect,jesus,0,0.2,incorrect,abraham lincoln,0,0.4,incorrect,albert einstein,0,0.4,incorrect,adama,0,0.36,incorrect,eowyn,0,0.2,incorrect,sheher,0,0.18,incorrect,hamlet,0,0.55,incorrect,platon,0,0.33,incorrect,voltaire,0,0.46,incorrect,shakespeare,0,0.25,incorrect,dona barbara,0,0.22,incorrect,maria,0,0.55,incorrect,sheher,0,0.18,incorrect,platon,0,0.33,incorrect,shakespeare,0,0.25,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,abel,0,0.44,incorrect,abraham,0,0.31,incorrect,albert einstein,0,0.4,incorrect,adam,0,0.4,incorrect,alice,1,1.0,correct,emily,0,0.2,incorrect,robinson crusoe,0,0.3,incorrect,platon,0,0.33,incorrect,albert einstein,0,0.4,incorrect,shakespeare,0,0.25,incorrect,platon,0,0.33,incorrect,homero,0,0.18,incorrect,emily,0,0.2,incorrect,platon,0,0.33,incorrect,shakespeare,0,0.25,incorrect,homero,0,0.18,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,donald trump,0,0.24,incorrect,god,0,0.0,incorrect,shakespeare,0,0.25,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,aliye,0,0.8,correct,ataturk,0,0.31,incorrect,duc,0,0.25,incorrect,thoreau,0,0.17,incorrect,emma,0,0.22,incorrect,eden,0,0.22,incorrect,alice,1,1.0,correct,ataturk,0,0.31,incorrect,thoreau,0,0.17,incorrect,eden,0,0.22,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,jesus,0,0.2,incorrect,adam,0,0.4,incorrect,julius,0,0.36,incorrect,job,0,0.0,incorrect,elizabeth bennet,0,0.29,incorrect,emily,0,0.2,incorrect,ali,0,0.75,correct,yuzukoyun,0,0.0,incorrect,nguyen tuong tam,0,0.1,incorrect,thach sanh,0,0.38,incorrect,alicia,1,1.0,correct,adan,0,0.4,incorrect,emily,0,0.2,incorrect,yuzukoyun,0,0.0,incorrect,thach sanh,0,0.38,incorrect,adan,0,0.4,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,god,0,0.0,incorrect,abraham lincoln,0,0.4,incorrect,antigone,0,0.46,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,napoleon,0,0.46,incorrect,napolyon,0,0.31,incorrect,isa,0,0.44,incorrect,thi,0,0.25,incorrect,duc,0,0.25,incorrect,robin,0,0.2,incorrect,napoleon,0,0.46,incorrect,napoleon,0,0.46,incorrect,isa,0,0.44,incorrect,duc,0,0.25,incorrect,napoleon,0,0.46,incorrect
"['alicia', 'alice']",oliver twist,0,0.35,incorrect,abel,0,0.44,incorrect,adam,0,0.4,incorrect,wrestling,0,0.29,incorrect,alison,0,0.55,incorrect,alice,1,1.0,correct,ann,0,0.25,incorrect,don kisot,0,0.14,incorrect,flamingo,0,0.31,incorrect,charlotte,0,0.43,incorrect,dong,0,0.0,incorrect,la nina,0,0.46,incorrect,flamenco,0,0.31,incorrect,ann,0,0.25,incorrect,flamingo,0,0.31,incorrect,dong,0,0.0,incorrect,flamenco,0,0.31,incorrect
"['alicia', 'alice']",abrahami lincoln,0,0.38,incorrect,abel,0,0.44,incorrect,adam,0,0.4,incorrect,abraham lincoln,0,0.4,incorrect,abraham,0,0.31,incorrect,lady russell,0,0.24,incorrect,abigail,0,0.46,incorrect,herkes,0,0.18,incorrect,platon,0,0.33,incorrect,thanh,0,0.2,incorrect,thuc,0,0.22,incorrect,medea,0,0.2,incorrect,shakespeare,0,0.25,incorrect,abigail,0,0.46,incorrect,platon,0,0.33,incorrect,thuc,0,0.22,incorrect,shakespeare,0,0.25,incorrect
"['alicia', 'alice']",abraham,0,0.31,incorrect,themba,0,0.18,incorrect,adam,0,0.4,incorrect,goldilocks,0,0.4,incorrect,abrahamy,0,0.29,incorrect,emma,0,0.22,incorrect,elizabeth,0,0.43,incorrect,madam bovary,0,0.22,incorrect,ali,0,0.75,correct,thuy,0,0.0,incorrect,nguyen,0,0.18,incorrect,dona berta,0,0.27,incorrect,maria,0,0.55,incorrect,elizabeth,0,0.43,incorrect,ali,0,0.75,correct,nguyen,0,0.18,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,abel,0,0.44,incorrect,abraham,0,0.31,incorrect,heathcliff,0,0.4,incorrect,god,0,0.0,incorrect,marilla,0,0.46,incorrect,school,0,0.18,incorrect,pinokyo,0,0.17,incorrect,hardal,0,0.36,incorrect,dong trang,0,0.13,incorrect,thanh,0,0.2,incorrect,don quijote,0,0.25,incorrect,adan,0,0.4,incorrect,school,0,0.18,incorrect,hardal,0,0.36,incorrect,thanh,0,0.2,incorrect,adan,0,0.4,incorrect
"['alice ejder', 'alicia', 'alice', 'ejder']",abrahami,0,0.31,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,god,0,0.25,incorrect,job,0,0.25,incorrect,esther,0,0.55,incorrect,mother,0,0.36,incorrect,ali,0,0.75,correct,hz. muhammed,0,0.26,incorrect,thach sanh,0,0.38,incorrect,thanh,0,0.2,incorrect,sancho,0,0.36,incorrect,job,0,0.25,incorrect,mother,0,0.36,incorrect,hz. muhammed,0,0.26,incorrect,thanh,0,0.2,incorrect,job,0,0.25,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,themba,0,0.18,incorrect,jesus,0,0.2,incorrect,godot,0,0.0,incorrect,job,0,0.0,incorrect,esther,0,0.18,incorrect,god,0,0.0,incorrect,ali,0,0.75,correct,ozdemir,0,0.17,incorrect,ngoc,0,0.22,incorrect,nguyen,0,0.18,incorrect,el autor,0,0.29,incorrect,san agustin,0,0.25,incorrect,god,0,0.0,incorrect,ozdemir,0,0.17,incorrect,nguyen,0,0.18,incorrect,san agustin,0,0.25,incorrect
"['alicia', 'alice']",oliver twist,0,0.35,incorrect,god,0,0.0,incorrect,abraham,0,0.31,incorrect,lobster,0,0.33,incorrect,job,0,0.0,incorrect,alice,1,1.0,correct,red lobster,0,0.25,incorrect,istakoz,0,0.31,incorrect,homeros,0,0.17,incorrect,pinokkio,0,0.29,incorrect,the,0,0.25,incorrect,gregorio samsa,0,0.2,incorrect,langosta,0,0.29,incorrect,red lobster,0,0.25,incorrect,homeros,0,0.17,incorrect,the,0,0.25,incorrect,langosta,0,0.29,incorrect
"['alic', 'alice', 'alicia']",leonardo,0,0.31,incorrect,abel,0,0.5,incorrect,franklin,0,0.5,incorrect,hamlet,0,0.55,incorrect,mock,0,0.25,incorrect,the mock turtle,0,0.2,incorrect,heidi,0,0.36,incorrect,yalanci kaplumbaga,0,0.42,incorrect,haydn,0,0.22,incorrect,thatcher,0,0.46,incorrect,thach sanh,0,0.38,incorrect,belen,0,0.4,incorrect,leonardo,0,0.31,incorrect,heidi,0,0.36,incorrect,haydn,0,0.22,incorrect,thach sanh,0,0.38,incorrect,leonardo,0,0.31,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,god,0,0.0,incorrect,abraham lincoln,0,0.4,incorrect,shakespeare,0,0.25,incorrect,job,0,0.0,incorrect,tom,0,0.0,incorrect,god,0,0.0,incorrect,orhan gencebay,0,0.32,incorrect,domuzbaligi,0,0.47,incorrect,ngoc,0,0.22,incorrect,jesus,0,0.2,incorrect,maria,0,0.55,incorrect,homero,0,0.18,incorrect,god,0,0.0,incorrect,domuzbaligi,0,0.47,incorrect,jesus,0,0.2,incorrect,homero,0,0.18,incorrect
"['alicia', 'alice']",abrahami,0,0.31,incorrect,abel,0,0.44,incorrect,abraham,0,0.31,incorrect,newton,0,0.18,incorrect,abrahamy,0,0.29,incorrect,alice,1,1.0,correct,elizabeth,0,0.43,incorrect,gogol,0,0.2,incorrect,platon,0,0.33,incorrect,estella,0,0.31,incorrect,shirley,0,0.33,incorrect,alicia,1,1.0,correct,edipo,0,0.2,incorrect,elizabeth,0,0.43,incorrect,platon,0,0.33,incorrect,shirley,0,0.33,incorrect,edipo,0,0.2,incorrect
"['alicia', 'alice']",olufunmilola,0,0.33,incorrect,abel,0,0.44,incorrect,abraham,0,0.31,incorrect,alice,1,1.0,correct,robinson crusoe,0,0.3,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,ali,0,0.75,correct,alen,0,0.67,incorrect,thuy kieu,0,0.29,incorrect,aladino,0,0.5,incorrect,aladino,0,0.5,incorrect,alice,1,1.0,correct,ali,0,0.75,correct,thuy kieu,0,0.29,incorrect,aladino,0,0.5,incorrect
