Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['peter'],"Fool that I am, my only guess was that [MASK] had come back. That he’d made it to the airport only for a burst of clarity to send him racing home to me.",<output>Max</output>,"it come Fool to only racing him for that guess back. burst had only he’d was my home of made to clarity airport that to me. [MASK] a the I That send am,",<output>God</output>
['daph'],"But that night, watching my old physics test blacken and curl, her eyes welled and she said in a thick voice, “Oh, [MASK]. Who am I going to be when you go off to college?”",<output>Mom</output>,"be welled her go curl, “Oh, watching physics in test and college?” night, a old going to when blacken to voice, But she [MASK]. said my eyes that off and you thick am Who I",<output>Emily</output>
['peter'],"Then [MASK] and I moved into the Waning Bay house, with its wraparound porch. That day, he scooped me into his arms, carried me over the threshold, and said three magic words that changed my little minimalist heart forever.",<output>Max</output>,"magic That threshold, my heart three Then day, arms, minimalist scooped me with he porch. the over words its me that wraparound Waning I house, little the Bay carried moved into into [MASK] changed said and forever. and his",<output>Bay</output>
['arham'],"Somehow, the kids manage even more enthusiasm for tacos than they did for dragons. When I ask if they already knew that dragons love tacos, their shrieks of delight are earsplitting. [MASK] jumps up, the heels of his sneakers flashing red as he shouts, “Dragons eat people!”",<output>Timmy</output>,"red “Dragons dragons if of the as already delight than earsplitting. When eat love kids shouts, that he tacos [MASK] people!” dragons. even I they the of tacos, they enthusiasm did knew his ask more heels sneakers shrieks Somehow, for manage their for flashing up, jumps are",<output>Dragons</output>
['fontana'],"Just as I predicted, the energy that greeted me has fizzled, the kids mostly settling into pleasant sleepiness in time to pack it in and head home, except for one of the [MASK] triplets, who’s tired enough to devolve into a minor meltdown as her mom is trying to get her and her siblings out the door.",<output>Reynolds</output>,"into get to to door. fizzled, and the pack [MASK] time to devolve as one mom energy the kids a in as meltdown me the mostly predicted, who’s trying her it in out tired is and enough head her siblings for into minor home, her except has that settling the pleasant Just greeted sleepiness of triplets, I",<output>Julie</output>
['renesmee'],"Hell, I’m old enough to have a daughter named [MASK] on one of those U-5 soccer teams where the kids take turns kicking the ball the wrong way, then sitting down midfield to take off their shoes.",<output>Emily</output>,"sitting way, teams enough daughter on soccer kids their have where a ball one Hell, to kicking to the old take shoes. the then turns U-5 those the I’m off midfield of named [MASK] wrong down take",<output>Emily</output>
['landon'],"By the time I climb the stairs and reach the front door, I’m clammy with sweat, and inside I drop my tote and wrestle out of my cardigan before toeing off my loafers. Then I check my phone calendar against the whiteboard. The only thing that’s changed since last night is, I agreed to host the Thrills and Kills book club on Thursday while [MASK], the patron services assistant who usually runs it, recovers from his root canal.",<output>Brad</output>,"the front is, canal. runs his Then and my host I assistant usually and only clammy of time loafers. my the against and toeing agreed I’m phone I club cardigan changed out and thing off inside root recovers I the night door, sweat, Kills [MASK], Thrills that’s last my it, I The on the stairs since whiteboard. before services Thursday the patron my wrestle climb to drop from while reach the check with who tote By calendar book",<output>Chills</output>
['dorner'],"Mr. [MASK]’s lock rattles again. Miles spins away to get our door unlocked, yanking me inside before we have to face another scolding.",<output>Mr. Jenkins</output>,"lock to get yanking away door spins unlocked, inside to [MASK]’s before face have again. me we Mr. rattles another scolding. Miles our",<output>Flora</output>
['peter'],"The worst part is, even after all this, I’m not positive I don’t love him. I mean, not this version of him, but the part that remembered every important date, who brought home flowers just because he happened to be walking past a cart selling them, the [MASK] who had my favorite soup delivered to me every time I got sick.",<output>man</output>,"the to soup them, home I’m happened important but I part brought he time not after had of mean, walking [MASK] him, just even remembered got cart version all this, worst to favorite every positive not a who past The be me every love I I is, delivered the don’t him. flowers part selling sick. my who date, this that because",<output>Jason</output>
['peter'],"“We know how hard this must be for you,” he’s saying, and just like that, he snaps back into the other [MASK]. The one I hate. “And I just . . . I hate to think of you there, on your own . . .”",<output>Christian</output>,"how just hard that, . . know . The other he snaps he’s for to back there, “And I I .” your be of you,” must one you this [MASK]. into and saying, like I “We hate own hate. on just think the . .",<output>God</output>
['edvard munch'],"I face the window and pantomime a scream, one hand dragging down the side of my face. I wonder if this exact scenario inspired [MASK]’s The Scream.",<output>Edvard Munch</output>,"hand window face. I scenario and [MASK]’s a Scream. exact The face inspired wonder the my scream, this if dragging one pantomime the side of down I",<output>Edvard Munch</output>
['peter'],The weighty silence tells me [MASK] is doing invisible calculus now. Only he’s got the brain for it. “You can’t mean . . .” His voice slides past disbelief straight into incredulity. “You’re with Miles?”,<output>Simon</output>,is mean “You [MASK] .” invisible The tells with Miles?” weighty disbelief slides straight voice me now. silence . for doing calculus into past . he’s can’t “You’re brain got Only the His incredulity. it.,<output>Henry</output>
['peter'],"I need to get off the phone before I involuntarily spring a fictional pregnancy on him. “I’ve got to go, [MASK]. Take care.”",<output>John</output>,"involuntarily to the him. get go, before fictional I off [MASK]. spring pregnancy got care.” Take to “I’ve on need I phone a",<output>Jason</output>
['peter'],"“Did you call [MASK] drunk?” he says, unwrapping his sandwich, flipping it open, and absolutely slathering the egg and avocado inside with sriracha.",<output>John</output>,"you sandwich, drunk?” and the it and egg he sriracha. with absolutely open, [MASK] slathering call avocado inside flipping “Did says, his unwrapping",<output>Joey</output>
['maya'],"Basically, she’s me at twelve years old, if I’d been nine hundred times cooler. Right down to the fact of being the only child of an overworked but lovely single mother with a penchant for eighties British goth rock. During the school year, [MASK] walks the short distance from the junior high to the library, and her mom picks her up when she finishes her paralegal shift.",<output>Matilda</output>,"her short child the been overworked at years junior Right During the cooler. old, times paralegal British goth of [MASK] school I’d high up Basically, she the lovely hundred her the fact eighties library, the she’s of being down finishes shift. walks with when single picks twelve year, for to nine only an penchant distance but to from mom a mother the her rock. if and me",<output>Siouxsie</output>
['harvey'],"The new hardcover fantasy I handpicked for her is the most expensive book on the list, but I can’t bear to cut it. Ordinarily, I talk this kind of thing over with [MASK], the branch manager, but he left early for his youngest daughter’s med school graduation (the other two are already doctors; he’s apparently created an army of high achievers).",<output>John</output>,"daughter’s with of bear thing an on created kind for early the high but the hardcover branch Ordinarily, her [MASK], expensive to graduation apparently new handpicked army but he cut his of over other can’t I for the two most med doctors; I (the already talk are fantasy school left The youngest is manager, achievers). book this he’s I it. list,",<output>Harvard</output>
['petra'],"I personally hate beer. Obviously [MASK] loves it. She’s a walking fantasy, and I’m a librarian who actually does wear a lot of buttons and tweed.",<output>Scarlett</output>,"beer. personally [MASK] librarian buttons and and actually does loves a I Obviously a walking wear a fantasy, it. who She’s tweed. lot hate I’m of",<output>Matilda</output>
['peterverse'],There is absolutely no way I can go to Chill Coast. Waning Bay is small enough without me wandering directly into the heart of the [MASK].,<output>Chill Coast</output>,Chill me is is absolutely small Bay of no the without way to enough Coast. I the directly wandering can [MASK]. heart There Waning go into,<output>Bay</output>
['tom petty'],"“Is that the one with the hot drug-dealer bartender, or the one down the road from that one, where they only play [MASK]?”",<output>Prince</output>,"that bartender, only that [MASK]?” one “Is or road play the with one hot down they where the the one, drug-dealer the from",<output>Jesus</output>
['peter'],"I haven’t worn it since, which is stupid, because it cost way more than I would ordinarily spend ([MASK] bought it) and it’s extremely flattering.",<output>He</output>,"flattering. because more I it bought haven’t I ([MASK] extremely way cost is ordinarily spend it it) which since, would it’s and worn stupid, than",<output>Chanel</output>
['landon'],"In my defense, [MASK] is nineteen years old and nearly always listening to shoegaze in his AirPods at the decibel of a launching rocket, so it’s not like there have been loads of opportunities to bond.",<output>Lucas</output>,"it’s bond. at my [MASK] nineteen launching and old nearly have is defense, to opportunities In loads his to rocket, the AirPods always listening years decibel there not in a shoegaze of so been like of",<output>Apple</output>
['petra'],"Then again, maybe in five years, he still would’ve left me for [MASK]. Maybe they’re every bit as destined as he’s convinced. I’m nauseated by the thought that maybe she belongs there, in that home I’d thought was mine, while I belong nowhere.",<output>Julia</output>,"he’s was in nowhere. the thought that still Maybe in belong mine, for five they’re belongs destined me I’d by thought home nauseated convinced. Then she every that I again, while as would’ve bit maybe [MASK]. maybe years, I’m he left as there,",<output>Emily</output>
['mulder'],"She nods thoughtfully. “Fair. But for what it’s worth, I’m always late because I have a kid. So I’d like to think my friends can rely on me, but if it comes down to it, yeah, I choose [MASK] every time.”",<output>my kid</output>,"always it So what every friends I’m because but choose kid. like think to I I’d comes a if for have “Fair. I nods me, yeah, to it, can late it’s But time.” my She [MASK] rely on worth, down thoughtfully.",<output>Augustus</output>
['landon'],"She has the grace to not look offended. Instead she purses her lips, considering. “Let me ask you this: Have I ever told you anything about [MASK]?”",<output>God</output>,"purses anything her the you has to she not grace Instead “Let ever considering. lips, you me [MASK]?” about told look She I Have this: ask offended.",<output>Elizabeth</output>
['mulder'],"“It was terrible!” she agrees. “Every day I’d wake up and have, like, one second of peace. Then I’d remember, Oh, shit, I’m someone’s mom. I was a wreck, for like six months. But it did convince me to go back to school to become a librarian, and [MASK]’s pretty much my best friend, so all worth it.”",<output>Heather</output>,"remember, she it.” was terrible!” “It shit, wake peace. wreck, me I’m like, so and months. one mom. worth Oh, become pretty go best six back Then my have, for But much agrees. to I did day I’d to someone’s librarian, second of up school it “Every like to a was a [MASK]’s and convince I’d all friend,",<output>Emily</output>
['peter'],"“Well, I don’t,” I say. “Now there’s no good way to get out of it. I mean, when we ‘break up,’ [MASK] will get to feel smug and superior about that.”",<output>He</output>,"feel “Now way [MASK] superior don’t,” there’s mean, about get it. out smug up,’ no will and I say. of that.” I good to ‘break we to get I when “Well,",<output>God</output>
['batman'],"“Soulmates?” She laughs. “No. I’m saying your ex is the little boy looking over someone else’s shoulder, trying to figure out if the kid next to him has a better lunch. Only, the lunch box is shut, so even though he knows what his parents packed for him is pretty good, he’d still trade it just to open up that rusty little [MASK] lunch box.”",<output>Thermos</output>,"though [MASK] looking is kid a just even “No. to shoulder, has parents the knows what he’d figure to Only, your is the is packed pretty so I’m laughs. lunch trying his him if boy it up next lunch saying lunch. little to he else’s him shut, better ex trade “Soulmates?” little someone open over the box rusty for out still that box.” good, She",<output>Augustus</output>
['daphne'],"“See, [MASK],” he says, meeting my heckling with over-the-top sobriety, “the Chardonnay grapes themselves are pretty neutral. That’s why they can take on too much oak for a lot of wine drinkers’ tastes. But ours has a nice peach nose, and this pinch of lemon zest, and a faint, warm oakiness, but not so much that the wine’s overpowered.”",<output>Chardonnay</output>,"for “the why wine pretty oakiness, over-the-top that tastes. with not so peach a wine’s pinch heckling says, lot of meeting faint, my lemon but they this on a drinkers’ overpowered.” nice sobriety, ours much grapes That’s take neutral. has “See, much too But warm [MASK],” nose, and a themselves oak can the are he and Chardonnay zest, of",<output>Chardonnay</output>
['greg'],"“It was bound to happen eventually! Get home safe, lovebirds.” She’s already on her way back to [MASK]-Craig. He slips a hand through hers and waves as she steers him outside.",<output>Portia</output>,"way lovebirds.” She’s through back He her hand she him eventually! as to slips [MASK]-Craig. happen safe, hers steers and home on “It a outside. was Get already bound to waves",<output>Jamie</output>
['daphne'],"He manually unlocks the passenger door. “That’s a Get in the car, [MASK]; I’m not going to dignify that with an answer.”",<output>John</output>,"unlocks with an the manually the that not dignify answer.” passenger a [MASK]; to He car, door. Get “That’s in going I’m",<output>Uber</output>
['daphne'],"“[MASK],” he says. “The first piece of advice anyone is going to give you for improving your situation is going to Big Louie’s. How is it possible you’ve lived here for . . .”",<output>Big Louie</output>,"for situation to it is . “[MASK],” he here lived anyone piece is is . says. going advice you “The first Louie’s. possible .” improving Big for give your of you’ve How going to",<output>Seinfeld</output>
['peter'],"“Well, that explains why I’ve never had them,” I say. “[MASK] isn’t a big slatherer. He’s more of a wheatgrass-shot-and-lean-meat-after-leg-day kind of guy.”",<output>Brad</output>,"He’s big a that kind explains I’ve guy.” slatherer. of “Well, wheatgrass-shot-and-lean-meat-after-leg-day why a of “[MASK] isn’t I say. more them,” never had",<output>Jason</output>
['peter'],"On our second date, he’d made me dinner. Salmon and asparagus and a keto-friendly pasta salad. I would’ve been less impressed to learn he was an Olympian. Cooking was the one thing Mom didn’t do while I was growing up. We lived on takeout, and weekly nacho nights. But [MASK] started every day with a green smoothie, and made dinner from scratch most nights. Peak domesticity, as far as I was concerned.",<output>Mom</output>,"he I with learn But I date, We most smoothie, didn’t I our me and domesticity, impressed and concerned. one an while and growing second a scratch up. was on takeout, as dinner. as day to keto-friendly a pasta from been and was would’ve dinner weekly Olympian. thing started made nights. every was salad. nacho do Cooking was the asparagus far Salmon On less [MASK] nights. he’d lived Mom green made Peak",<output>Michael</output>
['peter'],"We did. It was one of very few silver linings to our relationship ending that I no longer felt any guilt about not going. [MASK] was into pretty much every form of physical exercise, but I was slower and less coordinated than him, so the few times we’d tried hiking or biking, it was more frustrating than rewarding. At the gym, we could do our own things, but still spend time together. With how busy his job kept him, that time was valuable.",<output>He</output>,"our one we very valuable. the exercise, still did. few form was times do going. him, With but than time hiking I things, of was ending spend much few that no into every tried any not how his but gym, was longer about own busy could of At guilt [MASK] was job I to less that rewarding. and frustrating more time it It slower was we’d our together. kept or relationship We so linings coordinated biking, physical silver than felt pretty the him,",<output>John</output>
['peter'],"I stare at him, trying to work out if he actually believes this, or if he thinks I’m hilariously boring. Maybe [MASK] thought it was boring too.",<output>God</output>,"if boring this, was actually too. I boring. stare thinks or Maybe it him, thought [MASK] at he hilariously work out trying if to believes he I’m",<output>Jim</output>
['petra'],"“I’m not a huge relationship guy,” he says, a little bashful. “[MASK] was the exception, not the rule, for me. So if she wanted to get back together? I don’t know. But it’s not worth thinking about, since she’s engaged to your ex-boyfriend.”",<output>Emily</output>,"huge to little about, worth I she’s So together? wanted your know. But me. it’s ex-boyfriend.” “I’m if exception, bashful. rule, the for guy,” don’t says, engaged not back “[MASK] to not was a relationship thinking she the not he get a since",<output>Emily</output>
['peter'],"As a devoted fan of control, I never had a big weed phase, but annoyingly the voice in my head reminding me of that isn’t my own; it’s [MASK]’s. And I don’t want it there. It has no right to keep echoing through my skull.",<output>My</output>,"As annoyingly devoted the weed had it’s It don’t me through my of to no control, keep phase, echoing fan has a skull. reminding isn’t of my right head I never [MASK]’s. voice my it in big a I but there. that want own; And",<output>God</output>
['peter'],"“That’s what I’m realizing, though,” I tell him, wrapping the sweatshirt more tightly around me. “It wasn’t ever my home. When you take [MASK] off the schedule, there isn’t really much left. Waning Bay doesn’t belong to me, like it does to him.”",<output>Waning Bay</output>,"the him.” you to tightly doesn’t “That’s home. wasn’t Waning though,” much sweatshirt the off Bay more what take there it really like does schedule, belong my left. I isn’t [MASK] him, ever to me, realizing, wrapping When “It around tell I’m me.",<output>Bay</output>
['cooper'],"Like it was a basketball game, and she and [MASK] had decided not to make posters or sit in a specific section of bleachers. Like things needed to play out, and then someone would simply have won and someone else would have lost.",<output>Chet</output>,"it play things lost. in someone had and to basketball a would would simply specific Like sit section she someone else a game, make have to not and bleachers. was Like [MASK] decided or posters and have won and needed out, of then",<output>Michael</output>
['cooper'],"But honestly, I didn’t want it to even feel like a choice. I wanted her to know where she stood. The problem was, she wasn’t my best friend anymore. She and [MASK] were our best friends.",<output>Emily</output>,"didn’t I I my a [MASK] choice. She like know feel But honestly, our best she anymore. her to stood. was, where even were wanted it best The and she wasn’t friend problem friends. to want",<output>Emily</output>
['peter'],"And in those days when I was mourning in a puddle, [MASK] was doing damage control. So if our breakup wasn’t a basketball game, maybe it was a race, and I was too slow.",<output>He</output>,"doing race, So [MASK] mourning wasn’t was if too in a was when days And maybe I a our and a I slow. game, control. breakup it damage basketball those was in puddle, was",<output>Michael</output>
['maya'],"“And there’s this girl [MASK], who comes in once a week. Twelve or thirteen. Perfect little weirdo. She reads everything—goes through like five books a week. And we have an informal book club, where I pick something out I think she’ll like, and it goes in the stack, and then she comes back a week later and we just talk about it for an hour while I’m doing admin stuff. She’s supersmart. Has a hard time at school, but you can just tell she’s going to be some great novelist or, like, film director someday.”",<output>Matilda</output>,"where or a little director comes she I about and school, Perfect have and we be [MASK], hard hour to later a a it time once for then week. think film She’s week. back going an informal pick just Has this out can in a something an girl stuff. there’s five just admin or, week you through reads in while I at like, talk weirdo. it like, I’m like we comes supersmart. club, thirteen. great but book Twelve she’ll “And who tell She the And goes and stack, she’s some everything—goes novelist someday.” books doing",<output>Matilda</output>
['peter'],"I think about the tense call I overheard behind his bedroom door, wonder if it’s possible he was talking to her, and what [MASK] would make of that.",<output>Scarlett</output>,"what if about [MASK] the overheard wonder I door, of talking her, would I make bedroom tense to call his and he that. was possible think behind it’s",<output>Emma</output>
['peter'],"“Okay, not exactly,” I admit. “But it makes me mad that she, like, thinks you need her approval to move on, or something. If she was so in love with [MASK], she never should’ve strung you along like that, but she did, and she dumped you in the worst possible way, and then for her to just insist that you view her kindly—to try to make you not mad, instead of just letting you move on . . . it’s selfish.",<output>Jake</output>,"that, the she her something. and mad, not that kindly—to . on was admit. her instead way, you that to of thinks love try insist then I so makes just her never need you mad If you “But you but move you just she approval move it’s . along did, “Okay, not . or it and for to me to possible on, dumped in you she she [MASK], worst should’ve in selfish. exactly,” she, like, view like letting strung make with",<output>Emily</output>
['peter'],"“So maybe it’s immature and stupid. But it does make me feel a little better, to think that maybe she’ll see these pictures and remember that, even if she’s not overall an asshole, she was the asshole in this scenario, and she didn’t appreciate you, and she should have. Even if all that meant was letting you go before telling my boyfriend she was in love with him, instead of keeping you on the back burner in case [MASK] turned her down.",<output>he</output>,"she that asshole in was even should and letting stupid. love maybe you overall back she if she’s feel little make and does if “So asshole, turned you, all before with the in boyfriend telling this her keeping instead that and you burner a meant she think Even case the and go see was pictures But in have. remember appreciate scenario, my immature of was it’s an [MASK] maybe on that, didn’t she’ll better, me to him, down. she these it not",<output>Emily</output>
['harvey'],"At work, I help [MASK] swap out the programming corkboard for the week. Waning Bay Public Library is a small enough operation that it’s usually all hands on deck. You do whatever needs doing, regardless of job title.",<output>Myra</output>,"a hands deck. week. on work, regardless swap of You whatever [MASK] Waning Bay Library the small for job programming help is corkboard At needs doing, usually I Public all that do enough out title. it’s operation the",<output>Waning Bay</output>
['morgan freeman'],"He bears more than a passing resemblance to [MASK], and his voice, although raspier and not quite so low, has the same kind of gravitas. It’s a voice that makes you want to do him proud.",<output>Morgan Freeman</output>,"resemblance proud. him kind low, makes to you bears so that more a of gravitas. a not than although quite passing his has the voice, raspier to [MASK], and and voice want do same He It’s",<output>Tom Waits</output>
['harvey'],"“We’re lucky to have you,” [MASK] goes on, hanging the sign-up sheet for Friday’s Dungeons & Dragons tournament. “Just keep bringing your whole heart in for those kids. That’s all.”",<output>Mr. Johnson</output>,"bringing the Friday’s you,” to & whole [MASK] “We’re your sheet tournament. those sign-up kids. “Just in hanging goes lucky That’s have keep for for on, all.” Dungeons Dragons heart",<output>Stranger Things</output>
['daphne'],"He sets his forearms atop the door. “Well, [MASK], I’m less sure how I feel about it since that snarky Big Bad Wolf comment.”",<output>Red</output>,"it his feel snarky since “Well, Wolf about door. atop He sets that comment.” the Big I I’m sure forearms how [MASK], less Bad",<output>Wolf</output>
['barb'],"“Is that so?” The smaller of the two women, [MASK], perks up. She starts rustling through the crates. “Let me find you the best of the best.”",<output>Emiko</output>,"best crates. [MASK], best.” that through “Is the find women, of starts the She two of me up. so?” smaller the you the rustling “Let perks The",<output>Augusta</output>
['barb'],"“No, no, of course not,” the other woman, a head taller than the first, says, “but [MASK] does have a knack for picking the best, and we want our first-timers to come back, so let her work her magic.”",<output>She</output>,"and back, not,” other than let our best, says, first, the taller woman, want the does “but the course to for first-timers work magic.” knack come no, of head [MASK] her “No, her so a we have a picking",<output>Willow</output>
['martín'],"“It means our chef, [MASK], makes a few different menus every season, and I get the best stuff I can find for him. So I go to the butcher, and the farm stands, and the olive oil store, and the cheesemonger—”",<output>Marco</output>,"few the chef, and makes the means and get season, best store, stands, every our can the I a menus him. butcher, “It the go I the for oil [MASK], So cheesemonger—” farm different find olive and stuff to and I",<output>Provence</output>
['clarence'],"[MASK] can’t be more than five years older than either of us, soft-spoken with curly red hair. He isn’t a farmer himself, just the attendant for the little shop in the whitewashed cottage beyond the rows of vibrant purple flowers heavily populated by bumblebees.",<output>Emmet</output>,"hair. of than attendant flowers beyond bumblebees. cottage He curly [MASK] five just soft-spoken himself, the the whitewashed heavily be the than of by populated purple us, the in isn’t more vibrant either older farmer years for a with red shop rows can’t little",<output>Heathcliff</output>
['peter'],"[MASK] misses a step. For a second, it looks like he’s going to trip and skid across the sun-bleached gravel, face-first.",<output>Lucas</output>,"looks sun-bleached trip face-first. gravel, [MASK] the to second, For a he’s a step. misses skid across going and it like",<output>Dean</output>
['peter'],"It’s bad enough that I’m running into [MASK] so soon, but to run into him here, in this place he never told me about, let alone brought me to, just feels like a weirdly specific slap in the face.",<output>Adam</output>,"here, in he let never but this [MASK] slap in place feels me face. to, about, a him just told I’m brought me weirdly to the bad like alone so It’s running into soon, specific that run into enough",<output>God</output>
['peter'],"After a beat, [MASK] glances toward the propped-open shop doors, like he’s hoping someone might call out for him, or the building might spontaneously burst into flames and give him something other than the weather to remark on.",<output>Simon</output>,"on. might he’s [MASK] give the building someone other might hoping a like flames or the shop into call After weather toward than spontaneously and for glances burst something out to beat, doors, him, propped-open the him remark",<output>God</output>
['peter'],"[MASK] sniffs, glances over his shoulder toward the rusty truck and the man leaned against it. “Look,” he says, voice gentling as he faces me. “I know how badly I hurt you. I know what I did was terrible—”",<output>Jace</output>,"I faces I as what says, voice leaned he the man “I me. I did [MASK] glances his know gentling terrible—” “Look,” over it. the know was hurt sniffs, you. rusty toward and against truck he how badly shoulder",<output>Jack</output>
['daphne'],"“Do you know why he moved here?” he says. “Do you know his whole family doesn’t even talk to him? That guy is such a loser, [MASK]. You can do way better.”",<output>Emily</output>,"you a moved here?” is doesn’t why guy even whole he his such you You “Do That way better.” loser, talk can to he family [MASK]. know “Do know him? do says.",<output>John</output>
['santa claus'],"On the one hand, it feels like maybe I just had a very vivid sex dream about him and need to act normal until a salacious dream about, like, [MASK] overshadows it.",<output>Brad Pitt</output>,"a sex to a him hand, and On had until normal overshadows dream [MASK] salacious the dream need act feels maybe about, one it about very just like, it. I vivid like",<output>Freud</output>
['petra'],"Miles’s head cocks on a knowing smirk. “It’s not about me. It’s you. He wants you both. He’s with [MASK], but he still wants you to be in love with him.”",<output>Julia</output>,"be He but [MASK], head to him.” you Miles’s knowing you. he you It’s not on with with wants about a wants love both. still me. in He’s “It’s cocks smirk.",<output>Miles</output>
['petra'],"He turns toward me, my hands skating over his back, coming to rest on his shoulders. He catches my wrists in light, loose circles, his gaze falling. “Sorry, I’m . . .” He takes a breath. “I guess I’m surprised [MASK] told him that. I just . . . I barely even talked about that stuff with her.”",<output>She</output>,"loose a his that light, talked He even to surprised coming her.” . falling. hands just rest . skating with back, gaze I him about . . shoulders. in his He breath. my .” toward I’m my told “Sorry, circles, barely He stuff turns wrists over catches . I I’m takes “I guess [MASK] his me, on that.",<output>Edward</output>
['ben'],"My chest pinches. “Sort of. I mean, maybe not close. But they were always really nice. His mom came wedding dress shopping with me and my mom. And she got a monogrammed Christmas stocking made for me to match his and his brother’s. They’re the kind of family with a million traditions. Certain plates and specific desserts for each of their birthdays. Every single thing in their house was some kind of heirloom with some great story, and he and his brother, [MASK], would argue over who’d inherit what someday, but in this jokey way. The whole extended family always comes here for New Year’s Eve and they do a white elephant gift exchange, and it’s all very . . . I don’t know. I just really wanted . . .”",<output>James</output>,"But know. New their wanted mom. made elephant single They’re brother, desserts his for of. great shopping His extended birthdays. here would And . were dress with heirloom my and Every with always argue very some gift his me traditions. really “Sort comes and of family inherit in plates whole maybe of Certain I and really do always chest someday, of specific Christmas kind for Year’s nice. jokey a each and . wedding I for he brother’s. . it’s the stocking with not family just [MASK], some they . a and match in all white kind and a million but me got they came to monogrammed was story, this Eve who’d mean, she My don’t .” . I and house what over their close. mom exchange, way. The thing pinches. his",<output>Emily</output>
