Single_ent,en_masked,en_masked_results,en_masked_shuffled,en_masked_shuffled_results
['vampyres'],"“[MASK] cannot.” I shoot to my feet and begin pacing away from him, massaging my temple. “Why are you asking me? I cannot be your first choice.”",<output>Lucas</output>,"your “Why me? my to first and you asking away be him, pacing cannot shoot feet choice.” my massaging I cannot.” I are temple. begin from “[MASK]",<output>Edward</output>
['essen'],"“You aren’t,” he says flatly. He has plenty of faults, but lack of honesty was never among them. “Nor our second. The council is in agreement that we must act, and several members have offered their relatives. Originally, Councilman [MASK]’s daughter agreed. But she had a change of heart—”",<output>Haymitch</output>,"them. He act, heart—” agreed. our in he that we is has but honesty offered agreement relatives. plenty says council The daughter several [MASK]’s of a change “You among had have never and Originally, of But their was Councilman must members of flatly. faults, she second. “Nor lack aren’t,”",<output>Mr. Darcy</output>
['davenport'],"And yet, here I am. With Governor [MASK]. Leaning on my elbows over the balcony that overlooks the courtyard where I just got married. Biting back a sigh before explaining:",<output>Warren</output>,"sigh on I married. [MASK]. the here where back a am. I explaining: With yet, balcony overlooks before elbows Leaning And just Governor courtyard that Biting the my over got",<output>Scarlett</output>
['vampyre'],"Gauging intoxication levels in Humans is always a struggle, but I’m fairly sure the governor is not not drunk. “You asked who gave me my name. It was the [MASK] council.”",<output>Galactic</output>,"in not the sure not me “You name. It my gave but who [MASK] asked struggle, I’m intoxication always Humans governor is Gauging drunk. a fairly the council.” was levels is",<output>God</output>
['serena'],"[MASK] was like that, too, when I first met her. “So crucifixes burn you?” she asked me a couple of weeks into our cohabitation, after I failed to convince her that the viscous red liquid I kept in my fridge was tomato juice.",<output>Esme</output>,"when her. into [MASK] in fridge I juice. our was first couple me tomato cohabitation, to she you?” met was my crucifixes red failed I that, burn that the a convince I like too, asked after “So kept weeks her liquid of viscous",<output>Emily</output>
['moreland'],"“Shit,” I mutter softly, rubbing the bridge of my nose. Was [MASK] married before? If that’s the case, I cannot comprehend how pissed he must be at the prospect of being shackled to me while his wife is far away, first in line to the slaughter. Maybe that’s why he flipped earlier?",<output>Christian</output>,"[MASK] pissed wife must case, at while nose. away, is shackled prospect Was that’s married rubbing the the how earlier? to slaughter. far that’s “Shit,” being softly, cannot he first his line my comprehend of he of Maybe before? bridge to mutter flipped be I the me I in If the why",<output>John</output>
['moreland'],"[MASK] presses his lips together. His jaw clenches and he says something, but his voice is deeper, lower than his companions’. I cannot make out the words over the background noises.",<output>Lucas</output>,"voice he his presses the [MASK] together. but his I deeper, lower something, says and out companions’. noises. lips cannot is jaw clenches His words than make over background his the",<output>Teeth</output>
['vampyre'],"A short distance away, two children are bawling. They are toddlers, one with dark skin and lilac eyes, the other pale and blue-eyed. A [MASK] and a Were. Between them lies a dark blue superhero action figure, broken in two at the waist. And next to them, clutching their respective sons, are a [MASK] father and a Were mother. Who, for reasons I cannot divine, thought that bringing children here would be a good idea, and now are showing their fangs at each other. Growling. Drawing the attention of the other guests, who start to gather around them protectively. Or maybe aggressively.",<output>Shifter</output>,"them one away, here bawling. and each mother. [MASK] action them at who for at to would blue-eyed. around toddlers, children them, pale a the sons, attention their I protectively. Who, the and a Were. two thought reasons gather clutching and with aggressively. and eyes, maybe a lies broken father dark start other bringing Growling. showing be divine, their They to are figure, waist. other. blue good respective are of guests, are a idea, cannot other next a Between short and Were are A that now Drawing And fangs in superhero two the A distance skin lilac Or [MASK] children dark the",<output>Remus Lupin</output>
['moreland'],"“It’s all good,” [MASK] says. Calm. Reassuring. Not to the father, but to the child. As he holds out the intact action figure—not broken, after all.",<output>Obama</output>,"but action after Calm. child. good,” all says. As he father, to broken, holds “It’s figure—not out the Not Reassuring. all. [MASK] to intact the the",<output>God</output>
['moreland'],"“Anything you’d like to say?” [MASK] asks, this time to the Were child. The boy blinks several times before looking at the ground with a pout.",<output>Alcide</output>,"asks, time you’d child. The [MASK] to times boy say?” looking with this Were pout. to blinks before the like the “Anything ground at several a",<output>Tom</output>
['moreland'],"“Make sure it doesn’t happen again. Tell the others, too,” he quietly orders the ginger and the older Were, who nod and leave to mix with the guests. [MASK] sighs, and I wait for a handful of seconds, hoping he’ll join them and clear my way.",<output>Alcide</output>,"ginger for them doesn’t “Make Were, way. and others, happen he’ll who mix handful the quietly nod guests. [MASK] older I and it orders and and the my with again. clear seconds, Tell hoping wait the to sighs, of too,” sure leave join a the he",<output>Harry</output>
['lark'],"“I know you’re there,” he says, not looking at anyone in particular. I have no idea who he’s addressing until he adds, “Come down, Miss [MASK].”",<output>Scarlett</output>,"anyone at you’re “I Miss looking particular. down, says, [MASK].” in who “Come he know not until I adds, no have addressing he’s idea he there,”",<output>Hamlet</output>
['moreland'],"Given the . . . incident a couple of hours ago, I’m hesitant to go stand next to him. But perhaps I shouldn’t have worried: when I reach his side, his nostrils twitch and a muscle jumps in his jaw, but that’s about it. [MASK] doesn’t look my way, nor does he seem too tempted to mangle me.",<output>Christian</output>,"reach look [MASK] . . of ago, mangle . next perhaps him. I twitch his does me. But seem to to nostrils go in that’s tempted I doesn’t jumps Given hesitant when to but his it. incident couple muscle jaw, the a I’m about too he my shouldn’t hours and nor stand worried: his a way, side, have",<output>Edward</output>
['moreland'],"It’s a pity that I smell foul to [MASK], because his blood is nice. Engulfing. Healthy and earthy and a bit rough. His heartbeat is strong and vibrant, like a caress to the roof of my mouth. I don’t think it’s just a Were thing, because the others here at the wedding seem less inviting. But maybe I just haven’t gotten close enough to—",<output>Alcide</output>,"wedding to— Engulfing. caress rough. and I blood that pity my the His heartbeat the I to seem strong is bit and because and like close here his Healthy is haven’t a foul because less others to a smell But think [MASK], just earthy inviting. the Were roof it’s of nice. a at thing, just don’t a enough mouth. I maybe It’s vibrant, gotten",<output>Edward</output>
['moreland'],"I meet [MASK]’s eyes, more baffled than offended. And perhaps a little peeved that I cannot insist that my one living parent gives a shit about me. “Why?”",<output>Augustus</output>,"offended. I And me. [MASK]’s “Why?” parent shit a one meet little a I than cannot baffled living that peeved my eyes, gives more insist about perhaps that",<output>Holden</output>
['deanna dryden'],"He nods thoughtfully, turning me around. New couples are starting to join us, none looking enthused—likely marched to the dance floor by our zealous wedding planner. My eyes meet [MASK]’s; she held me down and stuffed my mouth with feathers when I was seven, disappeared from my life for ten years, then called me a Humanfucker in front of a crowd of dozens when we next crossed paths. We nod at each other politely.",<output>Juliette</output>,"called turning to stuffed My planner. crossed New floor I ten in of other me when We she join and enthused—likely when paths. are with dozens wedding then was around. from to my marched He us, at each down next me we starting nods by a thoughtfully, life nod for the my held disappeared none crowd me politely. of [MASK]’s; feathers our years, mouth Humanfucker seven, couples zealous meet dance front a eyes looking",<output>Humanfucker</output>
['moreland'],"“Or desperately.” The music plays on, but [MASK] halts, and so do I. We stare, a hint of challenge swirling between us.",<output>He</output>,"desperately.” on, “Or halts, plays I. challenge swirling [MASK] hint stare, We and The music do between a of but us. so",<output>Hamlet</output>
['serena'],"No, we Vampyres don’t pulverize in the sun like glitter bombs. Sunlight burns us and it hurts, but it won’t kill us unless the exposure is unfiltered and prolonged. However, we are pretty useless in the middle of the day, even inside. Lethargic and weak and crawly and headachy, especially during late spring and summer, when the rays hit at that pesky steep angle. “This crepuscularity of yours is really cramping my brunch lifestyle,” [MASK] used to say. “Also, the fact that you don’t eat.”",<output>Radu</output>,"lifestyle,” crawly useless brunch the when No, burns angle. of and the late weak unless exposure say. and and pretty at pulverize the of “Also, are cramping unfiltered However, like and day, it inside. used the [MASK] pesky Vampyres won’t headachy, sun glitter steep us us and really crepuscularity don’t summer, is middle we we it and especially is the don’t even prolonged. eat.” hit in spring to Lethargic yours the rays “This kill fact hurts, bombs. that Sunlight during in that my you but",<output>Edward</output>
['ana'],"[MASK] sighs, and rolls her eyes, and pouts like she was asked to file a tax return, but eventually she does leave, sneaking me an impish smile. My sleep-addled brain briefly considers returning it, then recalls that I let my fangs regrow.",<output>Valerie</output>,"sleep-addled was she asked eyes, like it, rolls brain that tax regrow. my and me a returning I does fangs considers return, file leave, impish then and briefly an let her she My recalls pouts eventually sneaking sighs, [MASK] to smile. but",<output>Edward</output>
['serena'],"“It will be different here.” Her eyes move from mine and trace the contours of the room, still a mess of moving boxes and piles of clothes. Her gaze hiccups on the bare mattress, now stripped of the sheets and blankets that I dragged inside the closet, then stops on the only thing I put up on the wall: a Polaroid of me and [MASK] looking away from the camera during that sunset lake tour we did two years ago. Some guy took it without asking, while we were dangling our feet in the water. Then he showed it to us and said he’d only return it if one of us gave him our number. We did the only logical thing: caught him in a headlock and forcibly took the photo.",<output>Julian</output>,"we only the return the stripped us will the dangling we in a from the showed our ago. the hiccups mess one I him said me and logical thing clothes. trace of “It wall: room, of number. us the bare inside he’d a did guy stops took away that thing: Her did asking, it and then the caught be now We a different dragged closet, during on water. still looking without and it of lake only feet mattress, tour of eyes it moving Then contours gave of sunset to Some and he our from headlock camera years that in of were Polaroid mine on gaze forcibly and him if while two the up the [MASK] the piles on put Her and move here.” took blankets photo. I the only sheets boxes",<output>Jason</output>
['juno'],"No shit. “And I don’t know you enough to make a judgment. Your jeans are cool, though.” Riveting conversation, but I’m about to pass out. Thankfully, with one last withering look, [MASK] leaves.",<output>Heathcliff</output>,"know conversation, to leaves. to last “And look, No Riveting Your withering make about I pass shit. judgment. with I’m jeans one though.” a [MASK] but enough Thankfully, cool, don’t out. you are",<output>Augusten</output>
['ana'],"The corner of my eye catches a hint of movement. I turn, half expecting [MASK] to make a comeback, but it’s just Serena’s goddamned fucking cat, stretching his way out from under the bed.",<output>Jason</output>,"make a out expecting bed. of from [MASK] cat, turn, eye I movement. to his of under but the fucking corner way stretching goddamned Serena’s my comeback, a it’s hint half just The catches",<output>Offred</output>
['serena'],"Growing up collecting attempted murders like milk teeth tempered me and taught me to be calm under pressure. And yet I still remember it, that first churning twist in my stomach when [MASK] didn’t turn up to my place for laundry night. Didn’t reply to my texts. Didn’t pick up the phone. Didn’t call in sick to work, and simply stopped showing up. It felt a lot like fear.",<output>Lauren</output>,"my turn showing like my up texts. pressure. to twist still taught to a for first work, simply night. under when [MASK] milk the reply that be teeth up laundry collecting didn’t up attempted Didn’t churning to stopped call place me my and it, pick fear. up. yet felt And stomach sick Growing in calm Didn’t lot remember like tempered and me in It Didn’t to I murders phone.",<output>Emily</output>
['cat'],"He paused. Then, for the first time, he nodded and picked up a notepad. I felt a spark of hope. “[MASK]’s name?”",<output>Her</output>,"hope. nodded notepad. picked a Then, he I first name?” of felt time, and paused. for spark “[MASK]’s a up He the",<output>John</output>
['serena'],"“A few days? She still wouldn’t let the little asshole starve,” I hurried to add, but the officer had already dropped his pen. And even though I went back to the station three times that week, and eventually managed to get a missing person report filed, no one did anything to find [MASK]. The hazard, I guess, of being alone in the world: no one to care that she was safe, and healthy, and alive. No one but me, and I didn’t count. I shouldn’t have been surprised, and I wasn’t. But apparently I still had the capacity to feel hurt.",<output>Her</output>,"a back “A still shouldn’t and three guess, capacity count. But I I to but alive. had to anything station feel missing in I starve,” I one let hurt. and and to the eventually was went have week, did she officer the And surprised, I pen. find report care me, to person been wouldn’t filed, safe, his that I days? the no one alone hurried hazard, add, She wasn’t. and already to times apparently that world: of the one healthy, [MASK]. little to had even no I but being still few No the though get managed and dropped The asshole didn’t",<output>Emily</output>
['serena'],"Because no one cared whether I was safe, or healthy, or alive. No one but [MASK]. The sister of my heart, if not of my blood. And even though I’d been plenty alone, I’d never felt so lonely as after she was gone.",<output>Ruth</output>,"my of as not felt was though The if no heart, blood. alive. but I’d or whether gone. No even been Because cared so never my safe, one was of I alone, And plenty [MASK]. I’d she after one healthy, or lonely sister",<output>Emily</output>
['serena'],"I had the keys, after all. Because the key to everything is but a line of code. I was able to rifle through her bank statements, IP addresses, cell phone locations. Herald emails, metadata, app usage. [MASK] was a journalist, one who wrote about delicate financial stuff, and the most likely option was that she’d gotten embroiled in something fishy while working on a story, but I wasn’t going to exclude other possibilities. So I went through everything, and found . . . nothing.",<output>She</output>,"in financial all. was delicate was stuff, . everything, a metadata, bank Because app and IP that a wrote option rifle . keys, likely nothing. I she’d key cell addresses, through working her the I going the is about had other journalist, Herald phone fishy something story, everything code. exclude . emails, after [MASK] possibilities. through wasn’t one but and So I to while gotten usage. to the on statements, embroiled line most locations. I who went able a of found was to but",<output>Julian</output>
['serena'],"And that’s when I did it: I kneeled in front of [MASK]’s damn fucking cat. He was playing like he always did after dinner, pawing at a crumpled receipt in a corner of the living room, but managed to squeeze a couple of hisses into his busy schedule just for me. “Listen.” I swallowed. Rubbed my hand on my chest and then even slapped it, trying to dull the ache. “I know you only knew her for a few days, but I really, really . . .” I scrunched my eyes shut. Oh fuck, this was hard. “I don’t know how it happened, but I think that [MASK] might be . . .”",<output>Wade</output>,". for schedule .” of this to scrunched . kneeled I damn Rubbed eyes “I my at a but “I few don’t of I but her when was I after his think it, couple hand you a only I on like happened, and be fuck, then really, shut. slapped a . that’s chest know swallowed. cat. even the ache. did it: me. for my might days, dull corner dinner, squeeze to he fucking trying was . receipt know a but the [MASK] in did it I really that I pawing managed into how hisses busy crumpled my .” living He room, “Listen.” Oh [MASK]’s always just playing in of hard. And knew front",<output>Cam</output>
['serena'],"The receipt, which wasn’t a balled-up receipt at all. It was a piece of paper torn from a journal, or perhaps a notebook, or—no. A planner. [MASK]’s incredibly outdated planner.",<output>Monica</output>,"a which of [MASK]’s a notebook, from receipt all. a paper at journal, planner. The wasn’t A It piece was a torn planner. outdated balled-up perhaps incredibly receipt, or—no. or",<output>Emily</output>
['serena'],"Or maybe not quite. A distant bell rang, reminding me of a game [MASK] and I used to play as kids, a primitive substitution cipher we made up to gossip freely in front of our caregivers. We’d named it the butterfly alphabet, and it mostly consisted of adding b- and f- syllables to normal words. Nothing complicated: even rusty as I was, it took my brain only a few seconds to untangle it. And once I was done, I had something. I had three whole words:",<output>Ada</output>,"only had play my named butterfly and reminding done, we untangle I something. consisted seconds I was And kids, I adding of We’d words. a quite. distant to words: rang, brain Or it freely used as a I complicated: a was, me A cipher syllables had even maybe took bell of and primitive few in normal front it gossip game to once made it. f- to our b- rusty whole three Nothing caregivers. as [MASK] I to alphabet, not it substitution and the mostly of up",<output>Caesar</output>
['serena'],"I didn’t scream, or cry, or attack that old hag. I was paralyzed, unable to function properly for the rest of the night, and only started processing what had happened when I got home and told [MASK], who was furious on my behalf and demanded a promise from the caregiver on shift: that I would never be forced to attend a similar function again.",<output>Mom</output>,"shift: from [MASK], similar the behalf old the was when that unable that to attend furious demanded paralyzed, function and got to caregiver happened scream, was told didn’t would night, who forced started the processing had I a properly never or cry, on function and I home attack promise I be of or a again. what only and I rest on my for hag.",<output>Emily</output>
['vampyres'],"“Yes, thank you.” He nearly slumps in relief. “And, um, there are no blood banks that cater to [MASK] in the area, because, well—”",<output>Edward</output>,"“And, [MASK] nearly the area, to um, slumps well—” there thank in in are cater blood no banks that because, you.” relief. “Yes, He",<output>Jesus</output>
['alex'],"“Are you one of his seconds?” I ask [MASK], turning away from the waves lapping at the pier. “More— Lowe’s, I mean.”",<output>Lowe</output>,"I [MASK], of “Are “More— the seconds?” waves away ask one from the I Lowe’s, mean.” pier. at turning you his lapping",<output>Rob Lowe</output>
['alex'],"[MASK] mulls it. “Yes and no. There are some instincts that take over in that form, more than they otherwise would. The impulse to hunt, for instance, is very powerful. To chase a scent, track down an enemy. That’s why you maybe shouldn’t venture out alone to . . .”",<output>Edward</output>,"no. to maybe than is an would. and The To down take a [MASK] in chase why more .” instance, powerful. otherwise alone are scent, some venture you over very “Yes track it. to form, There instincts . . That’s mulls impulse for they hunt, that out shouldn’t enemy. that",<output>Wolf</output>
['alex'],[MASK] lets out a startled laugh. “He is the most powerful Were I’ve ever seen. And that my grandfather has ever seen—and he’s seen many Alphas.”,<output>Leah</output>,Were my seen seen. “He powerful I’ve startled Alphas.” he’s out most lets that ever a the many And is grandfather seen—and has laugh. [MASK] ever,<output>Alpha</output>
['serena'],"[MASK]’s face flashes through my head. She’s rolling her eyes because I’m wearing a galaxy T-shirt I got for free when I bought a lava lamp. Who wears this, Misery? No—who buys a lava lamp?",<output>Misery</output>,"her a when lamp? T-shirt wearing I’m rolling because this, buys Misery? No—who a got through eyes lamp. lava face galaxy lava Who She’s free I head. bought flashes [MASK]’s wears a I for my",<output>Galaxy</output>
['serena'],"“Except, now I live here.” I play with my silver wedding band—a habit I’ve picked up in less than twenty-four hours. I’ve never been much for jewelry, but maybe I’ll keep it when I find [MASK] and this is over. Or buy one of those mood rings that think Vampyres are always sad because our body temperature is low. “Why?”",<output>Stark</output>,"[MASK] low. those less now maybe “Why?” always when in I’ll find twenty-four one temperature band—a I I’ve I play “Except, silver mood is live hours. with think sad rings keep that never for than over. our it I body jewelry, up Vampyres is wedding been much and are but this of Or because I’ve picked here.” buy habit my",<output>Or</output>
['l'],"The first time I searched [MASK] for [MASK]. E. [MASK], I found two things: a semi-defunct GeoCities website promoting a [MASK] defunct [MASK] estate agent, and the infinite vastness of nothing.",<output>Google</output>,"[MASK] vastness GeoCities a I promoting [MASK] E. website things: infinite [MASK]. The a first the searched time and [MASK], estate nothing. agent, semi-defunct for I [MASK] found defunct two of",<output>Yahoo</output>
['serena'],"Deep in a Human server with ties to the governor’s office, hidden in a memo locked behind a bewildering number of passwords, I discovered a communication regarding a summit that had occurred a couple of weeks earlier. Around the time [MASK] hadn’t shown up for laundry night.",<output>Adam</output>,"ties locked Deep behind office, in hidden to couple server occurred hadn’t the regarding bewildering passwords, a for a a with governor’s Around earlier. time number of had Human in the a night. discovered [MASK] I that laundry of a communication up summit memo weeks shown a",<output>Edward</output>
['serena'],"“What’s the plan?” [MASK] would ask if she were here, even though the little schemes she hatched never worked out. She liked the vibe of organizing more than the actual job of it, and my usually impervious heart clenches a little at the thought that I cannot call her out on it.",<output>Julia</output>,"the of clenches she would “What’s the the actual never it. the thought of liked my than even organizing her hatched job she I impervious [MASK] if were and little heart out ask schemes plan?” though it, worked call She more usually a little the vibe here, cannot out. at on that",<output>Scarlett</output>
['vampyres'],"“I didn’t think [MASK] could be beautiful.” There’s nothing complimentary about his words. He’s neither hitting on me, nor attempting to creep me out. Just stating a simple fact, followed by another step toward me, and I’m suddenly very conscious that I’m at the end of a hallway. He stands between me and the exit.",<output>He</output>,"I’m that Just be very beautiful.” could He’s about neither and the nor stands I’m [MASK] a on by step conscious He the hitting stating me followed complimentary end attempting exit. me, There’s hallway. “I words. creep fact, nothing suddenly simple at think of another toward a me, his me to and between didn’t out.",<output>Edward</output>
['max'],"“I doubt it.” I want to put a door between myself and [MASK], but the only one I can reach is Lowe’s office—locked. I glance around for another escape route, but all I find is a giraffe painting of questionable quality.",<output>Lowe</output>,"“I the doubt only reach I one glance route, can questionable [MASK], I all myself escape Lowe’s around for of it.” put want painting but office—locked. to a door giraffe quality. is is find I another I but between and a",<output>Rob Lowe</output>
