Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],luna,0,0.22,incorrect,yumi,0,0.22,incorrect,ninjatron,0,0.43,incorrect,ninjago,0,0.5,incorrect,nguoi,0,0.4,incorrect,ninja,0,0.2,incorrect,yui,0,0.0,incorrect,farola,0,0.55,incorrect,yumi,0,0.22,incorrect,ninjago,0,0.5,incorrect,ninja,0,0.2,incorrect,farola,0,0.55,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,seaworld,0,0.31,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect,florida,0,0.17,incorrect
['margo'],rachel,0,0.18,incorrect,emily,0,0.2,incorrect,adam,0,0.22,incorrect,ali,0,0.25,incorrect,ngoc,0,0.44,incorrect,nguyen du,0,0.14,incorrect,tom,0,0.25,incorrect,carlos,0,0.55,incorrect,emily,0,0.2,incorrect,ali,0,0.25,incorrect,nguyen du,0,0.14,incorrect,carlos,0,0.55,incorrect
['margo'],jack,0,0.22,incorrect,orange,0,0.36,incorrect,tokyo,0,0.2,incorrect,mese,0,0.22,incorrect,ninja,0,0.2,incorrect,nguyen du,0,0.14,incorrect,sam,0,0.25,incorrect,highway,0,0.17,incorrect,orange,0,0.36,incorrect,mese,0,0.22,incorrect,nguyen du,0,0.14,incorrect,highway,0,0.17,incorrect
['margo'],the man,0,0.33,incorrect,jack,0,0.22,incorrect,orange county,0,0.33,incorrect,adam,0,0.22,incorrect,nguoi dan ong kia,0,0.18,incorrect,tran dang thanh,0,0.2,incorrect,el tipo,0,0.17,incorrect,el,0,0.0,incorrect,jack,0,0.22,incorrect,adam,0,0.22,incorrect,tran dang thanh,0,0.2,incorrect,el,0,0.0,incorrect
['margo'],the principal,0,0.11,incorrect,emma,0,0.44,incorrect,polis,0,0.2,incorrect,adam,0,0.22,incorrect,ngoc,0,0.44,incorrect,duc,0,0.0,incorrect,las chicas,0,0.13,incorrect,maria,0,0.6,incorrect,emma,0,0.44,incorrect,adam,0,0.22,incorrect,duc,0,0.0,incorrect,maria,0,0.6,incorrect
['margo'],universal studios,0,0.18,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,universal,0,0.14,incorrect,universal,0,0.14,incorrect,seaworld,0,0.31,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",charles,0,0.33,incorrect,emily,0,0.27,incorrect,ellie,0,0.27,incorrect,normal,0,0.36,incorrect,con be,0,0.22,incorrect,duc,0,0.0,incorrect,la llorona,0,0.4,incorrect,adan,0,0.29,incorrect,emily,0,0.27,incorrect,normal,0,0.36,incorrect,duc,0,0.0,incorrect,adan,0,0.29,incorrect
['ben'],ms. johnson,0,0.14,incorrect,latin,0,0.25,incorrect,murat,0,0.0,incorrect,albert einstein,0,0.33,incorrect,nguyen du,0,0.33,incorrect,giac la-tinh,0,0.13,incorrect,amigo,0,0.0,incorrect,cafeteria,0,0.17,incorrect,latin,0,0.25,incorrect,albert einstein,0,0.33,incorrect,giac la-tinh,0,0.13,incorrect,cafeteria,0,0.17,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",the moon,0,0.34,incorrect,alice,0,0.27,incorrect,tarkan,0,0.36,incorrect,ayse,0,0.29,incorrect,nguyen du,0,0.32,incorrect,dem le,0,0.25,incorrect,el fantasma de la opera,0,0.32,incorrect,luna,0,0.29,incorrect,alice,0,0.27,incorrect,ayse,0,0.29,incorrect,dem le,0,0.25,incorrect,luna,0,0.29,incorrect
['margo'],mr. johnson,0,0.38,incorrect,john,0,0.22,incorrect,ogrenciler,0,0.13,incorrect,ali,0,0.25,incorrect,ngoc lan,0,0.31,incorrect,ngoc,0,0.44,incorrect,los profesores,0,0.21,incorrect,volvi,0,0.2,incorrect,john,0,0.22,incorrect,ali,0,0.25,incorrect,ngoc,0,0.44,incorrect,volvi,0,0.2,incorrect
['margo'],smackdown,0,0.43,incorrect,john cena,0,0.14,incorrect,ama,0,0.5,incorrect,ali,0,0.25,incorrect,han,0,0.25,incorrect,duc,0,0.0,incorrect,el,0,0.0,incorrect,al,0,0.29,incorrect,john cena,0,0.14,incorrect,ali,0,0.25,incorrect,duc,0,0.0,incorrect,al,0,0.29,incorrect
"['quentin', 'quenti']",freshmen,0,0.29,incorrect,president,0,0.4,incorrect,bak,0,0.0,incorrect,ali,0,0.22,incorrect,nguyen,0,0.5,incorrect,nguyen,0,0.5,incorrect,mira,0,0.2,incorrect,juan,0,0.4,incorrect,president,0,0.4,incorrect,ali,0,0.22,incorrect,nguyen,0,0.5,incorrect,juan,0,0.4,incorrect
['margo'],the detective,0,0.0,incorrect,sherlock holmes,0,0.2,incorrect,clark,0,0.4,incorrect,jefiferson,0,0.27,incorrect,minh,0,0.22,incorrect,washington,0,0.4,incorrect,balon,0,0.4,incorrect,jefferson,0,0.29,incorrect,sherlock holmes,0,0.2,incorrect,jefiferson,0,0.27,incorrect,washington,0,0.4,incorrect,jefferson,0,0.29,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",you,0,0.29,incorrect,emily,0,0.27,incorrect,ogrenci,0,0.35,incorrect,ekmek,0,0.27,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,lunes,0,0.27,incorrect,lunes,0,0.27,incorrect,emily,0,0.27,incorrect,ekmek,0,0.27,incorrect,margo,1,1.0,correct,lunes,0,0.27,incorrect
['margo'],aurora,0,0.55,incorrect,elizabeth bennet,0,0.1,incorrect,omzumu,0,0.18,incorrect,omuz,0,0.22,incorrect,nghe si,0,0.17,incorrect,ngoc,0,0.44,incorrect,luna,0,0.22,incorrect,quiza,0,0.2,incorrect,elizabeth bennet,0,0.1,incorrect,omuz,0,0.22,incorrect,ngoc,0,0.44,incorrect,quiza,0,0.2,incorrect
"['bay', 'bay jiminez', 'jiminez']",smith,0,0.33,incorrect,professor,0,0.12,incorrect,ismail,0,0.46,incorrect,school,0,0.0,incorrect,nguyen,0,0.31,incorrect,nghe,0,0.36,incorrect,smith,0,0.33,incorrect,alfonso,0,0.22,incorrect,professor,0,0.12,incorrect,school,0,0.0,incorrect,nghe,0,0.36,incorrect,alfonso,0,0.22,incorrect
"['starling', 'ben', 'ben starling']",mr. johnson,0,0.26,incorrect,clock,0,0.15,incorrect,ogretmen,0,0.36,incorrect,ogretmen,0,0.36,incorrect,william,0,0.27,incorrect,minh,0,0.33,incorrect,carlos,0,0.43,incorrect,carlos,0,0.43,incorrect,clock,0,0.15,incorrect,ogretmen,0,0.36,incorrect,minh,0,0.33,incorrect,carlos,0,0.43,incorrect
"['marg', 'margo']",the kid,0,0.0,incorrect,steel,0,0.0,incorrect,annem,0,0.22,incorrect,sanirim,0,0.36,incorrect,com-pa sat,0,0.29,incorrect,thang,0,0.44,incorrect,mi madre,0,0.5,incorrect,euclid,0,0.0,incorrect,steel,0,0.0,incorrect,sanirim,0,0.36,incorrect,thang,0,0.44,incorrect,euclid,0,0.0,incorrect
['margo'],she,0,0.0,incorrect,hammer,0,0.36,incorrect,ali,0,0.25,incorrect,ben,0,0.0,incorrect,ngoc,0,0.44,incorrect,nguyen,0,0.18,incorrect,el,0,0.0,incorrect,cruce,0,0.2,incorrect,hammer,0,0.36,incorrect,ben,0,0.0,incorrect,nguyen,0,0.18,incorrect,cruce,0,0.2,incorrect
['margo'],florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,florida,0,0.17,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect,new york,0,0.15,incorrect
"['margo', 'whitman']",walt whitman,0,0.74,correct,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,margo,1,1.0,correct,arte,0,0.44,incorrect,augusto,0,0.5,incorrect,emily,0,0.2,incorrect,margo,1,1.0,correct,margo,1,1.0,correct,augusto,0,0.5,incorrect
['ben'],board,0,0.25,incorrect,surfing,0,0.2,incorrect,at,0,0.0,incorrect,lev,0,0.33,incorrect,con,0,0.33,incorrect,nguyen du,0,0.33,incorrect,el,0,0.4,incorrect,el,0,0.4,incorrect,surfing,0,0.2,incorrect,lev,0,0.33,incorrect,nguyen du,0,0.33,incorrect,el,0,0.4,incorrect
['margo'],trails,0,0.18,incorrect,john muir,0,0.29,incorrect,turabekan,0,0.14,incorrect,adam,0,0.22,incorrect,nguyen du,0,0.14,incorrect,dong,0,0.22,incorrect,personas,0,0.31,incorrect,francisco,0,0.29,incorrect,john muir,0,0.29,incorrect,adam,0,0.22,incorrect,dong,0,0.22,incorrect,francisco,0,0.29,incorrect
"['marg', 'margo']",lena,0,0.25,incorrect,emily,0,0.22,incorrect,annem,0,0.22,incorrect,topragi,0,0.36,incorrect,dong,0,0.25,incorrect,tran,0,0.25,incorrect,mama,0,0.5,incorrect,la,0,0.33,incorrect,emily,0,0.22,incorrect,topragi,0,0.36,incorrect,tran,0,0.25,incorrect,la,0,0.33,incorrect
['margo'],jess,0,0.0,incorrect,emily,0,0.2,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,nguyen du,0,0.14,incorrect,nguyen du,0,0.14,incorrect,el,0,0.0,incorrect,lucas,0,0.2,incorrect,emily,0,0.2,incorrect,adam,0,0.22,incorrect,nguyen du,0,0.14,incorrect,lucas,0,0.2,incorrect
"['spiegelman', 'roth', 'margo', 'margo roth spiegelman']",your mother,0,0.53,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,ong,0,0.29,incorrect,cong dang cuong,0,0.3,incorrect,mi novia,0,0.34,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,q,0,0.0,incorrect,cong dang cuong,0,0.3,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",jane,0,0.36,incorrect,june,0,0.2,incorrect,banka,0,0.33,incorrect,marlboro,0,0.4,incorrect,trump,0,0.17,incorrect,nguyen du,0,0.27,incorrect,jose,0,0.2,incorrect,camel,0,0.33,incorrect,june,0,0.2,incorrect,marlboro,0,0.4,incorrect,nguyen du,0,0.27,incorrect,camel,0,0.33,incorrect
['margo'],jess,0,0.0,incorrect,jack,0,0.22,incorrect,adam,0,0.22,incorrect,mountain,0,0.31,incorrect,nguoi do,0,0.31,incorrect,mountain dew,0,0.24,incorrect,una nina,0,0.15,incorrect,dew,0,0.0,incorrect,jack,0,0.22,incorrect,mountain,0,0.31,incorrect,mountain dew,0,0.24,incorrect,dew,0,0.0,incorrect
['whitman'],thoreau,0,0.29,incorrect,william carlos williams,0,0.27,incorrect,ali,0,0.2,incorrect,mehmed,0,0.31,incorrect,nguyen du,0,0.12,incorrect,dau,0,0.2,incorrect,noventa y nueve,0,0.27,incorrect,don quijote,0,0.22,incorrect,william carlos williams,0,0.27,incorrect,mehmed,0,0.31,incorrect,dau,0,0.2,incorrect,don quijote,0,0.22,incorrect
['margo'],jamaica,0,0.33,incorrect,beijing,0,0.17,incorrect,balon,0,0.4,incorrect,kitaplardan,0,0.25,incorrect,nguoi,0,0.4,incorrect,nguyen du,0,0.14,incorrect,topeka,0,0.18,incorrect,mark twain,0,0.4,incorrect,beijing,0,0.17,incorrect,kitaplardan,0,0.25,incorrect,nguyen du,0,0.14,incorrect,mark twain,0,0.4,incorrect
['lacey'],jess,0,0.22,incorrect,emily,0,0.4,incorrect,adam,0,0.22,incorrect,ismail besikcioglu,0,0.17,incorrect,margo,0,0.2,incorrect,margo,0,0.2,incorrect,luisa,0,0.4,incorrect,marina,0,0.18,incorrect,emily,0,0.4,incorrect,ismail besikcioglu,0,0.17,incorrect,margo,0,0.2,incorrect,marina,0,0.18,incorrect
['ben'],jim,0,0.0,incorrect,hammer,0,0.22,incorrect,tom,0,0.0,incorrect,best,0,0.57,incorrect,duc gie-re-mi,0,0.12,incorrect,best,0,0.57,incorrect,elfo,0,0.29,incorrect,miller,0,0.22,incorrect,hammer,0,0.22,incorrect,best,0,0.57,incorrect,best,0,0.57,incorrect,miller,0,0.22,incorrect
['lacey'],ace,0,0.75,correct,john,0,0.0,incorrect,john,0,0.0,incorrect,gus,0,0.0,incorrect,nguyen van lem,0,0.21,incorrect,nguyen,0,0.18,incorrect,el,0,0.29,incorrect,albert einstein,0,0.2,incorrect,john,0,0.0,incorrect,gus,0,0.0,incorrect,nguyen,0,0.18,incorrect,albert einstein,0,0.2,incorrect
['margo'],maps,0,0.44,incorrect,google,0,0.36,incorrect,cimen,0,0.2,incorrect,albert einstein,0,0.2,incorrect,minh,0,0.22,incorrect,nguyen du,0,0.14,incorrect,africa,0,0.36,incorrect,google,0,0.36,incorrect,google,0,0.36,incorrect,albert einstein,0,0.2,incorrect,nguyen du,0,0.14,incorrect,google,0,0.36,incorrect
['margo'],lena,0,0.22,incorrect,she,0,0.0,incorrect,adam,0,0.22,incorrect,ilhan,0,0.2,incorrect,nguoi,0,0.4,incorrect,nguyen,0,0.18,incorrect,carlos,0,0.55,incorrect,don quijote,0,0.12,incorrect,she,0,0.0,incorrect,ilhan,0,0.2,incorrect,nguyen,0,0.18,incorrect,don quijote,0,0.12,incorrect
"['spiegelman', 'margo roth spiegelma', 'margo roth spiegelman', 'roth', 'spiegelma', 'margo']",her,0,0.29,incorrect,winnie-the-pooh,0,0.25,incorrect,kitap,0,0.29,incorrect,kitap,0,0.29,incorrect,nghet,0,0.29,incorrect,nguyen du,0,0.32,incorrect,luna,0,0.31,incorrect,luna,0,0.31,incorrect,winnie-the-pooh,0,0.25,incorrect,kitap,0,0.29,incorrect,nguyen du,0,0.32,incorrect,luna,0,0.31,incorrect
['margo'],jane,0,0.22,incorrect,virginia woolf,0,0.32,incorrect,abs,0,0.25,incorrect,ibrahim,0,0.17,incorrect,do,0,0.29,incorrect,nguyen du,0,0.14,incorrect,ella,0,0.22,incorrect,marx,0,0.67,incorrect,virginia woolf,0,0.32,incorrect,ibrahim,0,0.17,incorrect,nguyen du,0,0.14,incorrect,marx,0,0.67,incorrect
"['margo—', 'margo']",my college,0,0.27,incorrect,university,0,0.13,incorrect,turkiye,0,0.17,incorrect,ismail,0,0.36,incorrect,dot,0,0.25,incorrect,nguoi,0,0.4,incorrect,universidad,0,0.12,incorrect,el,0,0.0,incorrect,university,0,0.13,incorrect,ismail,0,0.36,incorrect,nguoi,0,0.4,incorrect,el,0,0.0,incorrect
['margo'],emily,0,0.2,incorrect,emily,0,0.2,incorrect,turk,0,0.22,incorrect,hayat,0,0.2,incorrect,the loai,0,0.15,incorrect,dieu,0,0.0,incorrect,el,0,0.0,incorrect,arrancar,0,0.31,incorrect,emily,0,0.2,incorrect,hayat,0,0.2,incorrect,dieu,0,0.0,incorrect,arrancar,0,0.31,incorrect
['lacey'],gofast,0,0.18,incorrect,jane,0,0.44,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,barrita,0,0.17,incorrect,chocolate,0,0.43,incorrect,jane,0,0.44,incorrect,gofast,0,0.18,incorrect,jesus,0,0.2,incorrect,chocolate,0,0.43,incorrect
