en,Single_ent,Multiple_ents,en_masked,token_count
"“Excuse me,” I say. “I did not dig through your drawers. Not that I would have needed to, since they were all open.”",,[],,31
"The infamous low chortle sneaks out of me, and his smile is so affectionate I wish I could roll myself up in it like a blanket.",,[],,31
"“And I’m asking you,” he parries, his smile slightly mischievous but his gaze dark and heavy enough to pinion me to the spot.",,[],,31
"“I’ll get them,” he volunteers, and breaks away through the tightly packed crowd, casting one last glance over his shoulder, a hazy look that makes me feel like a Christmas present he’s one sleep from unwrapping.",,[],,46
"She grabs my elbow. “You know it’s not like my social well is overflowing these days either. I just meant, it’s supposed to be fun to rehash all this, not embarrassing. This is a judgment-free space. We’re twenty yards from the library, for god’s sake. Yesterday I had to ask a guy to stop leading wild pigeons inside with a breadcrumb trail.”",,[],,79
"Then I get in bed and try to read, without any success. Then I try to watch an action movie and quickly realize it’s not fun to watch that sort of thing alone, so I take to scrolling social media, seeing college friends’ summer pregnancy announcements, a Richmond coworker’s recent trip to Thailand to see family, and then, without any warning, there she is, on my screen.",,[],,81
"Glossy tiled floors topped with thick floral rugs and boldly clashing geometric wallpaper, velvet chairs arranged in seating areas on either side of us, and a mounted sign straight ahead: Waning Bay Historical Society Senior Prom.",,[],,43
"And as soon as he says the last word, he does it. Moves us in a half-turn, drops his nose along mine, and it’s like we picked up where that last kiss left off, everything already more urgent, intense from the jump.",,[],,51
"He straightens up, redoes the clasp behind my neck, and lets his hands slide down to my thighs. “I’m not good at this,” he says roughly.",,[],,35
"“When things get complicated,” he scratches out, “I panic and shut down, and I don’t want to do that right now. I can’t.”",,[],,31
"“Maybe.” When he looks up at me, his eyes are stark, tired. “But I don’t even know why she’s here, because she won’t tell me. No matter how hard I try, I always make the wrong decision. I fuck it up and people get hurt.”",,[],,59
"“I’m not unflappable.” His voice takes on a damp gravel. “Honestly, it’s hard to even look at her sometimes, because it makes me think about everything I should’ve done differently, all the shit I try not to think about, and I just start feeling like I’m about to self-destruct.”",,[],,65
"It takes a few tries to get the dress over my head, the layers of silk and organza twisting around me in increasingly nonsensical ways, until finally I manage to push my face through it like I’m clumsily hatching from a three-thousand-dollar egg.",,[],,56
"The way my mom talked about “normal teens” made it clear that she’d been the kind they write movies about, who sneak out bedroom windows and throw keggers in the woods.",,[],,37
"My forehead hits his collarbone as the giggles double me over. His hand slides up my back, goose bumps trailing along behind his touch, to rest at the base of my neck. His laugh hums through me too.",,[],,46
"The moment swells. Now I step back, the floor chilly beneath my soles. “Thanks again,” I say, “for lubing my zipper.”",,[],,31
"“I wouldn’t have,” she says. “But you were so unhappy at school. I didn’t know what to do. I wanted to just rescue you from your misery. Do you remember what you said to me?”",,[],,44
"When I pass the taffy-green fairy-tale cottage, the morning glories vining around the picket fence are in full bloom, little birds cheeping from the branches like one more good omen.",,[],,42
"On a whim, I check the online listing. The price has recently dropped fifty thousand dollars, but it’s still well beyond my real-life range. Still, it feels good to daydream.",,[],,39
To picture myself in a place like that. Hosting dinners and watching action movies. Grabbing chai from the café up the street and filling vases with fresh-cut lavender. Drinking wine out back with friends during lightning bug season.,,[],,45
I’d braced for this to be an offensively short pit stop. Now I realize it’s so much worse. We’re a free place to stay while they break up their transcontinental drive: Here are some beautiful flowers that reminded me of you; can I sleep on your couch?,,[],,58
"Dad’s dark blond brows knit together, a look of confusion, probably at being denied something he hasn’t even fully bothered to ask for yet. Then he lets out a laugh. “Oh, no,” he says, shaking his head. “We wouldn’t dream of imposing.”",,[],,56
"I’d assumed we’d be boating on Lake Michigan, but there are dozens of smaller lakes further inland from the twenty-two-thousand square miles of Lake Michigan. We’re going to one of those, a lake in the more traditional sense of the word, with rustic cottages lining the water and reeds swaying in the shallows.",,[],,66
"“Maybe because . . . when he’s nice, it’s hard to be mad at him.” He takes my hand gingerly. “And you are, so then you feel bad about that.”",,[],,40
"A hum, a gasp, a sigh, ripple through the beach’s stragglers. One streak of light pops, explodes into a shivering purple blossom. Two more quickly follow, on either side, pink and gold.",,[],,47
“How is that any less ridiculous?” I say. “They’re my parents. Or . . . my dad and my . . . Starfire.”,,[],,30
"Even as the lawn clears and the tables empty and the sky goes dark, we stay half-reclined on the grass, watching the string lights pop on, listening to the occasional bat flap past.",,[],,40
"I flip my phone face down, searching for today’s Story Hour books among the mess, but my hands feel clumsy, like my brain’s just learning how to operate them.",,[],,36
"The waves draw back, our hearts still thundering, and he slides off of me, pulls me into a curl against his chest as we catch our breath.",,[],,33
"“If it was about you,” he says, “he could’ve ended it. Instead he blew up his life. That’s about him. I’ve been that guy, a dozen times, with a dozen people I didn’t deserve. It’s easy to be loved by the ones who’ve never seen you fuck up. The ones you’ve never had to apologize to, and who still think all your ‘quirks’ are charming.",,[],,87
"We move slowly, heavily, and every time one of us reaches a tipping point, we turn. Rearrange. Find new ways to hold each other, to move together. Lying on our sides, him behind me, his arm draped over my hip and his hand tucked between my thighs, he murmurs my name, like it’s an exclamation, the sound you make after a perfect sip of wine.",,[],,84
"He must be leaving me a message. As I power walk, I eye the screen every few seconds, waiting for the message to buzz in. Instead I get a text alert: ya sorry something came up im really sorry",,[],,44
"I can’t tell if she’s caught off guard in a good way, or just confused. Maybe she doesn’t even remember our conversation about Portugal.",,[],,30
"I shoot him a look over my shoulder. Bold move, mentioning the last time he was here. To see his then-best-friend-now-fiancée.",,[],,31
"The chair scrapes back. I turn to find him marching toward me. I still have an ivory table runner gripped in my hands when he grabs them and holds them between us. “I’m so sorry,” he says. “I was stupid and shortsighted. It was all just about chasing a rush, and honestly . . . I think I was afraid of the commitment. Of marriage.”",,[],,80
"As he’s saying it, I feel the telltale prickle behind my nose, the heat coursing into my cheeks. Tears are surfacing and I can’t stop them.",,[],,37
"“And I’m telling you no.” I undo my seat belt with trembling hands. “You don’t get to say that to me. You don’t get to disappear, and then show up and buy me fucking fudge and pick me up from work, and tell me you love me—”",,[],,58
"“You know the worst part?” I force out as I turn back to him on watery legs. “I wasn’t even worried when I walked out of work and you weren’t there. I didn’t worry for the first hour. And when I did, it was for you. That’s how much I trusted you.”",,[],,64
"“Same,” I say. “But no, he was stopping by.” I leave out the with his new wife part. He’s out of her life, and she prefers it that way.",,[],,39
"“I was just so scared I couldn’t really do it on my own,” she goes on. “And so many decisions I made were based on the fear of what could go wrong, instead of my hopes for what might go right. Every time that fear got tripped, I picked you up and moved you away, rather than facing the possibility of discomfort. I never took any chances.”",,[],,78
"The car behind me honks, and I put on my blinker as I ease onto the flagstone driveway. It curves back and down to a sleek midcentury pseudo-mansion.",,[],,38
"At the end of the hall, I reach a bedroom nearly the size of our apartment, complete with a walk-in closet that feeds into the en suite bathroom of my dreams.",,[],,35
I shake my head. “I hurt you. I did the exact thing we literally bonded over hating. I don’t think you overreacted.”,,[],,31
"I only realize I’m crying when I see the alarm splash across Ashleigh’s face. “Hey!” She grabs my arms, nails sinking into my biceps. “It’s okay! Really!”",,[],,40
"“I’m not sure we would even survive that,” she says. “It’d be like some deranged eighties sitcom, with a vaguely haunted laugh track.”",,[],,32
"“Right, right, I won’t keep you,” he says. “Just wanted to tell you congrats and I love you. You already know that, though.”",,[],,34
"I feel a bittersweetness that this moment can’t last, that time will pull us along soon. But for the first time in a while, I’m excited about the unknown.",,[],,37
"“Because deep down, she always thought she was settling, and so I did too. I always felt like I was making up for something, or trying to win her. And I thought that made me lucky, to be with someone who chose me even though no one in her life ‘got it.’ ”",,[],,63
"“I know we’re really different,” he says, “but I love all the things about you that aren’t like me. I love that you feel your feelings. I love that you know what you want. I love that you’re always where you say you’ll be, when you say you’ll be there.”",,[],,63
"“You aren’t what I pictured,” I say. “You are so, so, so much better than what my cynical little brain could’ve ever come up with.” My voice wavers and cracks at the end, and even if I knew what to say next, I don’t think I’d be able to get it out.",,[],,66
"It will take years to fix up this eye-bleedingly orange cottage, two and a half blocks from the green one with the same floor plan. But I don’t mind. I love it enough as it is that I’m happy to wait.",,[],,51
"I crane my neck over my shoulder to look at him. His dimples sink into his beard, and it feels like my heart is unzipping, stepping out of its calloused skin, a glowing, sunlit thing.",,[],,46
