Single_ent,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
"['brunner', 'bay', 'bay brunner']",oliver twist,0,0.21,incorrect,abraham,0,0.4,incorrect,albert,0,0.47,incorrect,edison,0,0.15,incorrect,god,0,0.0,incorrect,adam,0,0.29,incorrect,heathcliff,0,0.15,incorrect,basement,0,0.36,incorrect,marie curie,0,0.36,incorrect,jerusalem,0,0.38,incorrect,bohlokoa,0,0.36,incorrect,abraham,0,0.4,incorrect,edison,0,0.15,incorrect,adam,0,0.29,incorrect,basement,0,0.36,incorrect,jerusalem,0,0.38,incorrect,professor,0,0.38,incorrect,dean,0,0.29,incorrect,bayan,0,0.75,correct,ofis,0,0.0,incorrect,hieu,0,0.18,incorrect,yancy,0,0.5,incorrect,gerente,0,0.43,incorrect,winston,0,0.29,incorrect,dean,0,0.29,incorrect,ofis,0,0.0,incorrect,yancy,0,0.5,incorrect,winston,0,0.29,incorrect
"['brunner', 'bay', 'bay brunner']",job,0,0.33,incorrect,abraham,0,0.4,incorrect,senatla,0,0.2,incorrect,jesus,0,0.17,incorrect,god,0,0.0,incorrect,adam,0,0.29,incorrect,john,0,0.18,incorrect,shakespeare,0,0.27,incorrect,job,0,0.33,incorrect,equator,0,0.29,incorrect,jerusalem,0,0.38,incorrect,abraham,0,0.4,incorrect,jesus,0,0.17,incorrect,adam,0,0.29,incorrect,shakespeare,0,0.27,incorrect,equator,0,0.29,incorrect,heathcliff,0,0.15,incorrect,harry,0,0.5,incorrect,marley,0,0.44,incorrect,hamlet,0,0.24,incorrect,truong,0,0.46,incorrect,trang,0,0.33,incorrect,conde,0,0.33,incorrect,navidad,0,0.2,incorrect,harry,0,0.5,incorrect,hamlet,0,0.24,incorrect,trang,0,0.33,incorrect,navidad,0,0.2,incorrect
"['brunner', 'bay', 'bay brunner']",caesar,0,0.35,incorrect,caesar,0,0.35,incorrect,alexander,0,0.4,incorrect,paul,0,0.29,incorrect,paris,0,0.25,incorrect,paul,0,0.29,incorrect,telemachus,0,0.19,incorrect,caesar,0,0.35,incorrect,alexander,0,0.4,incorrect,julia,0,0.25,incorrect,seleukeia,0,0.25,incorrect,caesar,0,0.35,incorrect,paul,0,0.29,incorrect,paul,0,0.29,incorrect,caesar,0,0.35,incorrect,julia,0,0.25,incorrect,professor,0,0.38,incorrect,caesar,0,0.35,incorrect,ogretmen,0,0.27,incorrect,caesar,0,0.35,incorrect,giao,0,0.29,incorrect,dong,0,0.18,incorrect,profesor,0,0.4,incorrect,homero,0,0.31,incorrect,caesar,0,0.35,incorrect,caesar,0,0.35,incorrect,dong,0,0.18,incorrect,homero,0,0.31,incorrect
"['nancy', 'bobofit', 'nancy bobofit']",pinocchio,0,0.29,incorrect,jesus,0,0.0,incorrect,jesus,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,estella,0,0.17,incorrect,heathcliff,0,0.27,incorrect,adam,0,0.22,incorrect,god,0,0.2,incorrect,adam,0,0.22,incorrect,jesus,0,0.0,incorrect,adam,0,0.22,incorrect,adam,0,0.22,incorrect,heathcliff,0,0.27,incorrect,god,0,0.2,incorrect,jessica,0,0.17,incorrect,he,0,0.0,incorrect,tom,0,0.2,incorrect,ogrenci,0,0.33,incorrect,beo,0,0.4,incorrect,thay,0,0.44,incorrect,emily,0,0.2,incorrect,ellen,0,0.2,incorrect,he,0,0.0,incorrect,ogrenci,0,0.33,incorrect,thay,0,0.44,incorrect,ellen,0,0.2,incorrect
"['sally jackson', 'sally', 'jackson', 'jackso', 'sally jackso']",charles dickens,0,0.44,incorrect,shakespeare,0,0.35,incorrect,abraham lincoln,0,0.36,incorrect,abraham,0,0.21,incorrect,robinson crusoe,0,0.37,incorrect,abraham,0,0.21,incorrect,harry potter,0,0.33,incorrect,stephen king,0,0.32,incorrect,charles dickens,0,0.44,incorrect,harvard,0,0.21,incorrect,abraham,0,0.21,incorrect,shakespeare,0,0.35,incorrect,abraham,0,0.21,incorrect,abraham,0,0.21,incorrect,stephen king,0,0.32,incorrect,harvard,0,0.21,incorrect,franny,0,0.36,incorrect,emily,0,0.4,incorrect,annem,0,0.33,incorrect,agatha christie,0,0.3,incorrect,me toi,0,0.22,incorrect,tran,0,0.36,incorrect,emily,0,0.4,incorrect,harvard,0,0.21,incorrect,emily,0,0.4,incorrect,agatha christie,0,0.3,incorrect,tran,0,0.36,incorrect,harvard,0,0.21,incorrect
"['el', 'gabe el apestoso', 'apestoso', 'gabe', 'gabe cóc', 'cóc']",god,0,0.36,incorrect,david,0,0.22,incorrect,mme,0,0.4,incorrect,god,0,0.36,incorrect,bob,0,0.36,incorrect,smelly,0,0.5,incorrect,janet smiley,0,0.4,incorrect,smiley,0,0.25,incorrect,smelly,0,0.5,incorrect,teo,0,0.4,incorrect,god,0,0.36,incorrect,david,0,0.22,incorrect,god,0,0.36,incorrect,smelly,0,0.5,incorrect,smiley,0,0.25,incorrect,teo,0,0.4,incorrect,smelly,0,0.5,incorrect,god,0,0.36,incorrect,kokarca,0,0.4,incorrect,annemin,0,0.36,incorrect,cha,0,0.33,incorrect,don,0,0.33,incorrect,papa,0,0.33,incorrect,mi papa,0,0.27,incorrect,god,0,0.36,incorrect,annemin,0,0.36,incorrect,don,0,0.33,incorrect,mi papa,0,0.27,incorrect
['gabe'],jesus,0,0.22,incorrect,samson,0,0.2,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,god,0,0.29,incorrect,adam,0,0.25,incorrect,god,0,0.29,incorrect,heathcliff,0,0.14,incorrect,god,0,0.29,incorrect,adam,0,0.25,incorrect,adam,0,0.25,incorrect,samson,0,0.2,incorrect,god,0,0.29,incorrect,adam,0,0.25,incorrect,heathcliff,0,0.14,incorrect,adam,0,0.25,incorrect,my father,0,0.31,incorrect,grandmother,0,0.4,incorrect,babam,0,0.44,incorrect,annem,0,0.44,incorrect,chong,0,0.22,incorrect,mai,0,0.29,incorrect,mi padre,0,0.33,incorrect,medusa,0,0.2,incorrect,grandmother,0,0.4,incorrect,annem,0,0.44,incorrect,mai,0,0.29,incorrect,medusa,0,0.2,incorrect
"['bayan dodds', 'bayan', 'dodd', 'dodds']",shakespeare,0,0.25,incorrect,moses,0,0.4,incorrect,facebook,0,0.21,incorrect,abraham,0,0.5,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,esau,0,0.22,incorrect,shakespeare,0,0.25,incorrect,paul,0,0.22,incorrect,adriana,0,0.5,incorrect,jesus,0,0.2,incorrect,moses,0,0.4,incorrect,abraham,0,0.5,incorrect,adam,0,0.44,incorrect,shakespeare,0,0.25,incorrect,adriana,0,0.5,incorrect,santa,0,0.4,incorrect,miss bates,0,0.29,incorrect,atropos,0,0.33,incorrect,penelope,0,0.21,incorrect,gai,0,0.25,incorrect,thuy kieu,0,0.2,incorrect,parca,0,0.4,incorrect,pinocchio,0,0.2,incorrect,miss bates,0,0.29,incorrect,penelope,0,0.21,incorrect,thuy kieu,0,0.2,incorrect,pinocchio,0,0.2,incorrect
['gabe'],god,0,0.29,incorrect,abraham,0,0.36,incorrect,richard hammond,0,0.11,incorrect,god,0,0.29,incorrect,jesus,0,0.22,incorrect,abraham,0,0.36,incorrect,tom sawyer,0,0.29,incorrect,tom,0,0.0,incorrect,god,0,0.29,incorrect,david,0,0.22,incorrect,jesus,0,0.22,incorrect,abraham,0,0.36,incorrect,god,0,0.29,incorrect,abraham,0,0.36,incorrect,tom,0,0.0,incorrect,david,0,0.22,incorrect,winston,0,0.0,incorrect,he,0,0.33,incorrect,tom,0,0.0,incorrect,tom,0,0.0,incorrect,dat,0,0.29,incorrect,dong,0,0.25,incorrect,don vito,0,0.0,incorrect,yanqui,0,0.2,incorrect,he,0,0.33,incorrect,tom,0,0.0,incorrect,dong,0,0.25,incorrect,yanqui,0,0.2,incorrect
"['el', 'gabe el apestoso', 'kokarca', 'apestoso', 'gabe cóc chế', 'gabe', 'kokarca gabe', 'chế', 'cóc']",bob,0,0.33,incorrect,god,0,0.33,incorrect,monna,0,0.33,incorrect,god,0,0.33,incorrect,smelly cat,0,0.38,incorrect,smelly,0,0.5,incorrect,smellie,0,0.44,incorrect,odysseus,0,0.25,incorrect,cat,0,0.4,incorrect,smelly,0,0.5,incorrect,abraham,0,0.43,incorrect,god,0,0.33,incorrect,god,0,0.33,incorrect,smelly,0,0.5,incorrect,odysseus,0,0.25,incorrect,smelly,0,0.5,incorrect,mcgillicuddy,0,0.27,incorrect,dad,0,0.29,incorrect,babam,0,0.44,incorrect,atlantik,0,0.33,incorrect,ba noi,0,0.33,incorrect,thuy,0,0.29,incorrect,mi padrastro,0,0.4,incorrect,mi madre,0,0.33,incorrect,dad,0,0.29,incorrect,atlantik,0,0.33,incorrect,thuy,0,0.29,incorrect,mi madre,0,0.33,incorrect
"['perc', 'percy']",mother,0,0.4,incorrect,mo,0,0.0,incorrect,god,0,0.0,incorrect,ke,0,0.33,incorrect,god,0,0.0,incorrect,adam,0,0.0,incorrect,madhu,0,0.0,incorrect,madhu,0,0.0,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.18,incorrect,mo,0,0.0,incorrect,ke,0,0.33,incorrect,adam,0,0.0,incorrect,madhu,0,0.0,incorrect,god,0,0.0,incorrect,emily,0,0.4,incorrect,mom,0,0.0,incorrect,annem,0,0.22,incorrect,annem,0,0.22,incorrect,con,0,0.29,incorrect,duc me,0,0.2,incorrect,emily,0,0.4,incorrect,dios,0,0.0,incorrect,mom,0,0.0,incorrect,annem,0,0.22,incorrect,duc me,0,0.2,incorrect,dios,0,0.0,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",shark,0,0.36,incorrect,robinson crusoe,0,0.31,incorrect,dracula,0,0.33,incorrect,god,0,0.5,incorrect,long island,0,0.27,incorrect,easter,0,0.5,incorrect,dracula,0,0.33,incorrect,noah,0,0.6,incorrect,stephen,0,0.46,incorrect,madagascar,0,0.29,incorrect,selelele,0,0.29,incorrect,robinson crusoe,0,0.31,incorrect,god,0,0.5,incorrect,easter,0,0.5,incorrect,noah,0,0.6,incorrect,madagascar,0,0.29,incorrect,sarah,0,0.55,incorrect,ithuriel,0,0.14,incorrect,drakula,0,0.33,incorrect,dracula,0,0.33,incorrect,emily,0,0.2,incorrect,long,0,0.22,incorrect,dracula,0,0.33,incorrect,dracula,0,0.33,incorrect,ithuriel,0,0.14,incorrect,dracula,0,0.33,incorrect,long,0,0.22,incorrect,dracula,0,0.33,incorrect
"['brunner', 'señor', 'señor brunner', 'bay brunner', 'bay']",adam,0,0.29,incorrect,abraham,0,0.4,incorrect,disney,0,0.36,incorrect,godzilla,0,0.18,incorrect,adam,0,0.29,incorrect,god,0,0.25,incorrect,orpheus,0,0.33,incorrect,godzilla,0,0.18,incorrect,frankenstein,0,0.42,incorrect,godzilla,0,0.18,incorrect,godzilla,0,0.18,incorrect,abraham,0,0.4,incorrect,godzilla,0,0.18,incorrect,god,0,0.25,incorrect,godzilla,0,0.18,incorrect,godzilla,0,0.18,incorrect,orson,0,0.4,incorrect,loch ness,0,0.36,incorrect,dr. frankenstein,0,0.41,incorrect,dracula,0,0.29,incorrect,phuong,0,0.31,incorrect,thay,0,0.57,incorrect,abuelo,0,0.47,incorrect,frankenstein,0,0.42,incorrect,loch ness,0,0.36,incorrect,dracula,0,0.29,incorrect,thay,0,0.57,incorrect,frankenstein,0,0.42,incorrect
"['bayan', 'dodds', 'señora', 'señora dodds', 'bayan dodds']",jesus,0,0.24,incorrect,jesus,0,0.24,incorrect,thabo mbeki,0,0.18,incorrect,abraham,0,0.5,incorrect,adam,0,0.44,incorrect,adam,0,0.44,incorrect,stephen king,0,0.33,incorrect,talen,0,0.4,incorrect,adamo,0,0.4,incorrect,andriamanitra,0,0.33,incorrect,abraham,0,0.5,incorrect,jesus,0,0.24,incorrect,abraham,0,0.5,incorrect,adam,0,0.44,incorrect,talen,0,0.4,incorrect,andriamanitra,0,0.33,incorrect,stephen,0,0.46,incorrect,adrenaline,0,0.4,incorrect,aslan,0,0.6,incorrect,adrenalin,0,0.43,incorrect,truong,0,0.22,incorrect,helena,0,0.5,incorrect,chica lobo,0,0.29,incorrect,dracula,0,0.33,incorrect,adrenaline,0,0.4,incorrect,adrenalin,0,0.43,incorrect,helena,0,0.5,incorrect,dracula,0,0.33,incorrect
"['bay d', 'mano', 'd', 'bay']",mount olympus,0,0.35,incorrect,mount,0,0.44,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,mount olympus,0,0.35,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,mount,0,0.44,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,zeus,0,0.0,incorrect,mount,0,0.44,incorrect,olimpos,0,0.36,incorrect,olimpos,0,0.36,incorrect,olympus,0,0.2,incorrect,lap,0,0.33,incorrect,olimpo,0,0.4,incorrect,olimpo,0,0.4,incorrect,mount,0,0.44,incorrect,olimpos,0,0.36,incorrect,lap,0,0.33,incorrect,olimpo,0,0.4,incorrect
