Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
['mildred'],jesus,0,0.17,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,noah,0,0.0,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect,god,0,0.2,incorrect
"['mildred', 'montag']",god,0,0.22,incorrect,abraham,0,0.15,incorrect,jesus,0,0.17,incorrect,samson,0,0.5,incorrect,frankenstein,0,0.22,incorrect,albert einstein,0,0.27,incorrect,robinson crusoe,0,0.27,incorrect,abraham,0,0.15,incorrect,ichabod,0,0.29,incorrect,frankenstein,0,0.22,incorrect,dracula,0,0.29,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,samson,0,0.5,incorrect,albert einstein,0,0.27,incorrect,abraham,0,0.15,incorrect,frankenstein,0,0.22,incorrect,adam,0,0.2,incorrect
['beatty'],hook,0,0.0,incorrect,my captain,0,0.25,incorrect,abraham lincoln,0,0.19,incorrect,abraham,0,0.31,incorrect,jesus,0,0.18,incorrect,god,0,0.0,incorrect,marie curie,0,0.12,incorrect,esther,0,0.33,incorrect,nemo,0,0.2,incorrect,long john silver,0,0.09,incorrect,hook,0,0.0,incorrect,robinson crusoe,0,0.19,incorrect,my captain,0,0.25,incorrect,abraham,0,0.31,incorrect,god,0,0.0,incorrect,esther,0,0.33,incorrect,long john silver,0,0.09,incorrect,robinson crusoe,0,0.19,incorrect
['beatty'],igniter,0,0.15,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.31,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,job,0,0.22,incorrect,hoe,0,0.22,incorrect,macbeth,0,0.46,incorrect,newton,0,0.33,incorrect,job,0,0.22,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,abraham,0,0.31,incorrect,god,0,0.0,incorrect,hoe,0,0.22,incorrect,newton,0,0.33,incorrect,god,0,0.0,incorrect
['montag'],shakespeare,0,0.12,incorrect,circus,0,0.0,incorrect,shakespeare,0,0.12,incorrect,sherry,0,0.0,incorrect,god,0,0.22,incorrect,christ,0,0.17,incorrect,marie,0,0.36,incorrect,champagne,0,0.4,incorrect,heathcliff,0,0.12,incorrect,willy wonka,0,0.35,incorrect,champagne,0,0.4,incorrect,sherry,0,0.0,incorrect,circus,0,0.0,incorrect,sherry,0,0.0,incorrect,christ,0,0.17,incorrect,champagne,0,0.4,incorrect,willy wonka,0,0.35,incorrect,sherry,0,0.0,incorrect
['mildred'],morena,0,0.46,incorrect,abraham,0,0.14,incorrect,abraham,0,0.14,incorrect,abraham,0,0.14,incorrect,mogatsana,0,0.12,incorrect,esther,0,0.15,incorrect,james cameron,0,0.2,incorrect,google,0,0.31,incorrect,heathcliff,0,0.12,incorrect,mausii,0,0.31,incorrect,alfred,0,0.62,incorrect,victoria,0,0.27,incorrect,abraham,0,0.14,incorrect,abraham,0,0.14,incorrect,esther,0,0.15,incorrect,google,0,0.31,incorrect,mausii,0,0.31,incorrect,victoria,0,0.27,incorrect
"['faber—', 'faber']",ray bradbury,0,0.35,incorrect,edison,0,0.18,incorrect,oliver wendell holmes,0,0.15,incorrect,edison,0,0.18,incorrect,god,0,0.0,incorrect,edison,0,0.18,incorrect,paulo coelho,0,0.24,incorrect,adam,0,0.22,incorrect,joan didion,0,0.12,incorrect,victor frankenstein,0,0.25,incorrect,god,0,0.0,incorrect,marina,0,0.36,incorrect,edison,0,0.18,incorrect,edison,0,0.18,incorrect,edison,0,0.18,incorrect,adam,0,0.22,incorrect,victor frankenstein,0,0.25,incorrect,marina,0,0.36,incorrect
['montag'],google,0,0.33,incorrect,morena,0,0.67,incorrect,mr. brooke,0,0.25,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,heathcliff,0,0.12,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,morena,0,0.67,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect,denham,0,0.33,incorrect
['montag'],thapama,0,0.31,incorrect,thapelo,0,0.31,incorrect,oliver twist,0,0.22,incorrect,shakespeare,0,0.12,incorrect,dia,0,0.22,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,mr. pickwick,0,0.11,incorrect,shakespeare,0,0.12,incorrect,voltaire,0,0.43,incorrect,andriamahilani,0,0.2,incorrect,thapelo,0,0.31,incorrect,shakespeare,0,0.12,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,shakespeare,0,0.12,incorrect,andriamahilani,0,0.2,incorrect
['montag'],god,0,0.22,incorrect,khutlela,0,0.29,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,patience,0,0.14,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,paul,0,0.2,incorrect,god,0,0.22,incorrect,war,0,0.22,incorrect,albert einstein,0,0.19,incorrect,galileo,0,0.15,incorrect,khutlela,0,0.29,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,paul,0,0.2,incorrect,war,0,0.22,incorrect,galileo,0,0.15,incorrect
['montag'],god,0,0.22,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,david,0,0.18,incorrect,adam,0,0.2,incorrect,abel,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,edgar allan poe,0,0.1,incorrect,genesis,0,0.15,incorrect,adam,0,0.2,incorrect,david,0,0.18,incorrect,abel,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,genesis,0,0.15,incorrect
['faber'],sebata,0,0.18,incorrect,israel,0,0.36,incorrect,oliver twist,0,0.24,incorrect,jesus,0,0.2,incorrect,jesus,0,0.2,incorrect,job,0,0.25,incorrect,god,0,0.0,incorrect,god,0,0.0,incorrect,heathcliff,0,0.13,incorrect,emily,0,0.2,incorrect,job,0,0.25,incorrect,aza,0,0.25,incorrect,israel,0,0.36,incorrect,jesus,0,0.2,incorrect,job,0,0.25,incorrect,god,0,0.0,incorrect,emily,0,0.2,incorrect,aza,0,0.25,incorrect
['gloria'],job,0,0.22,incorrect,che,0,0.0,incorrect,abraham,0,0.31,incorrect,abraham,0,0.31,incorrect,noah,0,0.4,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,abraham lincoln,0,0.19,incorrect,abraham lincoln,0,0.19,incorrect,job,0,0.22,incorrect,ady,0,0.22,incorrect,che,0,0.0,incorrect,abraham,0,0.31,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,abraham lincoln,0,0.19,incorrect,ady,0,0.22,incorrect
"['bayan', 'bayan bowles', 'bowles']",caesar,0,0.36,incorrect,cesarian,0,0.46,incorrect,angelina jolie,0,0.46,incorrect,caesar,0,0.36,incorrect,stephen,0,0.17,incorrect,abraham,0,0.5,incorrect,caesar,0,0.36,incorrect,caesar,0,0.36,incorrect,esperanza,0,0.29,incorrect,caesarean,0,0.43,incorrect,paul,0,0.25,incorrect,paul,0,0.25,incorrect,cesarian,0,0.46,incorrect,caesar,0,0.36,incorrect,abraham,0,0.5,incorrect,caesar,0,0.36,incorrect,caesarean,0,0.43,incorrect,paul,0,0.25,incorrect
"['bayan', 'bayan bowles', 'bowles']",bathtub,0,0.33,incorrect,israel,0,0.22,incorrect,oliver twist,0,0.44,incorrect,jesus,0,0.36,incorrect,god,0,0.22,incorrect,israel,0,0.22,incorrect,god,0,0.22,incorrect,abraham,0,0.5,incorrect,stephen king,0,0.17,incorrect,god,0,0.22,incorrect,salomona,0,0.31,incorrect,salomona,0,0.31,incorrect,israel,0,0.22,incorrect,jesus,0,0.36,incorrect,israel,0,0.22,incorrect,abraham,0,0.5,incorrect,god,0,0.22,incorrect,salomona,0,0.31,incorrect
"['bayan', 'phelps', 'bayan phelps']",spencer,0,0.31,incorrect,stephen king,0,0.33,incorrect,oliver,0,0.17,incorrect,mo,0,0.0,incorrect,stephen,0,0.46,incorrect,albert einstein,0,0.3,incorrect,facebook,0,0.2,incorrect,god,0,0.0,incorrect,bradbury,0,0.46,incorrect,bradbury,0,0.46,incorrect,watson,0,0.36,incorrect,google,0,0.17,incorrect,stephen king,0,0.33,incorrect,mo,0,0.0,incorrect,albert einstein,0,0.3,incorrect,god,0,0.0,incorrect,bradbury,0,0.46,incorrect,google,0,0.17,incorrect
"['bayan', 'phelps', 'bayan phelps']",emily,0,0.36,incorrect,god,0,0.0,incorrect,oliver,0,0.17,incorrect,shakespeare,0,0.35,incorrect,joseph,0,0.33,incorrect,paul,0,0.4,incorrect,god,0,0.0,incorrect,adam,0,0.44,incorrect,esperanza,0,0.29,incorrect,shakespeare,0,0.35,incorrect,job,0,0.25,incorrect,tononkalo,0,0.19,incorrect,god,0,0.0,incorrect,shakespeare,0,0.35,incorrect,paul,0,0.4,incorrect,adam,0,0.44,incorrect,shakespeare,0,0.35,incorrect,tononkalo,0,0.19,incorrect
['montag'],jesus,0,0.0,incorrect,abel,0,0.2,incorrect,jesus,0,0.0,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,salome,0,0.17,incorrect,medusa,0,0.33,incorrect,samson,0,0.5,incorrect,adam,0,0.2,incorrect,abel,0,0.2,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,medusa,0,0.33,incorrect,adam,0,0.2,incorrect
"['bayan', 'bowles—', 'bowles', 'bayan bowles']",shakespeare,0,0.26,incorrect,god,0,0.22,incorrect,jesus,0,0.36,incorrect,job,0,0.25,incorrect,jesus,0,0.36,incorrect,job,0,0.25,incorrect,jesus,0,0.36,incorrect,abraham,0,0.5,incorrect,twain,0,0.4,incorrect,shakespeare,0,0.26,incorrect,job,0,0.25,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,job,0,0.25,incorrect,job,0,0.25,incorrect,abraham,0,0.5,incorrect,shakespeare,0,0.26,incorrect,god,0,0.22,incorrect
['montag'],god,0,0.22,incorrect,job,0,0.22,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect
['montag'],salamander,0,0.25,incorrect,jack,0,0.2,incorrect,frog,0,0.4,incorrect,pinocchio,0,0.13,incorrect,noah,0,0.4,incorrect,israel,0,0.17,incorrect,salome,0,0.17,incorrect,salome,0,0.17,incorrect,harry potter,0,0.22,incorrect,harry potter,0,0.22,incorrect,pinocchio,0,0.13,incorrect,atlantika,0,0.4,incorrect,jack,0,0.2,incorrect,pinocchio,0,0.13,incorrect,israel,0,0.17,incorrect,salome,0,0.17,incorrect,harry potter,0,0.22,incorrect,atlantika,0,0.4,incorrect
['beatty'],thor,0,0.2,incorrect,sheba,0,0.36,incorrect,oliver,0,0.17,incorrect,orion,0,0.0,incorrect,heelang,0,0.31,incorrect,heelang,0,0.31,incorrect,robinson crusoe,0,0.19,incorrect,jesus,0,0.18,incorrect,heathcliff,0,0.38,incorrect,butterfly,0,0.53,incorrect,god,0,0.0,incorrect,bozaka,0,0.33,incorrect,sheba,0,0.36,incorrect,orion,0,0.0,incorrect,heelang,0,0.31,incorrect,jesus,0,0.18,incorrect,butterfly,0,0.53,incorrect,bozaka,0,0.33,incorrect
['montag'],edgar allan poe,0,0.1,incorrect,shakespeare,0,0.12,incorrect,heathcliff,0,0.12,incorrect,shakespeare,0,0.12,incorrect,madam rasser,0,0.22,incorrect,abraham,0,0.15,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,heathcliff,0,0.12,incorrect,frankenstein,0,0.22,incorrect,edgar allan poe,0,0.1,incorrect,shakespeare,0,0.12,incorrect,shakespeare,0,0.12,incorrect,shakespeare,0,0.12,incorrect,abraham,0,0.15,incorrect,adam,0,0.2,incorrect,frankenstein,0,0.22,incorrect,shakespeare,0,0.12,incorrect
['montag'],god,0,0.22,incorrect,jesus,0,0.0,incorrect,olorun,0,0.33,incorrect,shell,0,0.0,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,hitler,0,0.17,incorrect,flamethrower,0,0.22,incorrect,jesus,0,0.0,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,shell,0,0.0,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,flamethrower,0,0.22,incorrect,god,0,0.22,incorrect
['montag'],jack,0,0.2,incorrect,frankenstein,0,0.22,incorrect,oliver twist,0,0.22,incorrect,abraham,0,0.15,incorrect,joseph,0,0.17,incorrect,job,0,0.22,incorrect,paul,0,0.2,incorrect,teina,0,0.36,incorrect,quasimodo,0,0.27,incorrect,prometheus,0,0.25,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,frankenstein,0,0.22,incorrect,abraham,0,0.15,incorrect,job,0,0.22,incorrect,teina,0,0.36,incorrect,prometheus,0,0.25,incorrect,adam,0,0.2,incorrect
['montag'],samson,0,0.5,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,abraham,0,0.15,incorrect,moses,0,0.36,incorrect,job,0,0.22,incorrect,samson,0,0.5,incorrect,abraham,0,0.15,incorrect,ichabod,0,0.15,incorrect,hamlet,0,0.33,incorrect,lazarus,0,0.15,incorrect,noah,0,0.4,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,hamlet,0,0.33,incorrect,noah,0,0.4,incorrect
['montag'],jack,0,0.2,incorrect,jack,0,0.2,incorrect,samson,0,0.5,incorrect,abraham,0,0.15,incorrect,samson,0,0.5,incorrect,adam,0,0.2,incorrect,samson,0,0.5,incorrect,abraham,0,0.15,incorrect,esther,0,0.17,incorrect,charles darwin,0,0.1,incorrect,robinson crusoe,0,0.19,incorrect,adam,0,0.2,incorrect,jack,0,0.2,incorrect,abraham,0,0.15,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,charles darwin,0,0.1,incorrect,adam,0,0.2,incorrect
['montag'],dracula,0,0.15,incorrect,beetle,0,0.17,incorrect,oliver twist,0,0.22,incorrect,abraham,0,0.15,incorrect,samson,0,0.5,incorrect,samson,0,0.5,incorrect,heathcliff,0,0.12,incorrect,adam,0,0.2,incorrect,holden,0,0.33,incorrect,marie curie,0,0.24,incorrect,noah,0,0.4,incorrect,adam,0,0.2,incorrect,beetle,0,0.17,incorrect,abraham,0,0.15,incorrect,samson,0,0.5,incorrect,adam,0,0.2,incorrect,marie curie,0,0.24,incorrect,adam,0,0.2,incorrect
['montag'],edgar,0,0.18,incorrect,shaka,0,0.18,incorrect,abraham lincoln,0,0.29,incorrect,abraham,0,0.15,incorrect,he,0,0.0,incorrect,obama,0,0.36,incorrect,adam,0,0.2,incorrect,aluminium,0,0.27,incorrect,john f. kennedy,0,0.19,incorrect,hitler,0,0.17,incorrect,paul,0,0.2,incorrect,aluminium,0,0.27,incorrect,shaka,0,0.18,incorrect,abraham,0,0.15,incorrect,obama,0,0.36,incorrect,aluminium,0,0.27,incorrect,hitler,0,0.17,incorrect,aluminium,0,0.27,incorrect
['montag'],godzilla,0,0.29,incorrect,job,0,0.22,incorrect,abraham lincoln,0,0.29,incorrect,shadrach,0,0.14,incorrect,leonardo dicaprio,0,0.26,incorrect,fortnite,0,0.43,incorrect,adam,0,0.2,incorrect,abraham,0,0.15,incorrect,macbeth,0,0.31,incorrect,harley,0,0.17,incorrect,dragonfly,0,0.27,incorrect,adam,0,0.2,incorrect,job,0,0.22,incorrect,shadrach,0,0.14,incorrect,fortnite,0,0.43,incorrect,abraham,0,0.15,incorrect,harley,0,0.17,incorrect,adam,0,0.2,incorrect
['montag'],beetle,0,0.17,incorrect,herodotus,0,0.27,incorrect,pinocchio,0,0.13,incorrect,samson,0,0.5,incorrect,thebe,0,0.18,incorrect,herbie,0,0.0,incorrect,christ,0,0.17,incorrect,smith,0,0.36,incorrect,speedy gonzales,0,0.29,incorrect,jack,0,0.2,incorrect,richard hammond,0,0.29,incorrect,madagascar,0,0.38,incorrect,herodotus,0,0.27,incorrect,samson,0,0.5,incorrect,herbie,0,0.0,incorrect,smith,0,0.36,incorrect,jack,0,0.2,incorrect,madagascar,0,0.38,incorrect
['montag'],god,0,0.22,incorrect,joale,0,0.36,incorrect,beetle,0,0.17,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,abraham,0,0.15,incorrect,noah,0,0.4,incorrect,god,0,0.22,incorrect,blair,0,0.18,incorrect,job,0,0.22,incorrect,job,0,0.22,incorrect,joale,0,0.36,incorrect,god,0,0.22,incorrect,job,0,0.22,incorrect,noah,0,0.4,incorrect,blair,0,0.18,incorrect,job,0,0.22,incorrect
['montag'],samson,0,0.5,incorrect,israel,0,0.17,incorrect,orunmila,0,0.43,incorrect,abraham,0,0.15,incorrect,it's gone is gone,0,0.26,incorrect,god,0,0.22,incorrect,noah,0,0.4,incorrect,abraham,0,0.15,incorrect,gregor,0,0.17,incorrect,beatle,0,0.17,incorrect,noa,0,0.44,incorrect,adam,0,0.2,incorrect,israel,0,0.17,incorrect,abraham,0,0.15,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,beatle,0,0.17,incorrect,adam,0,0.2,incorrect
['montag'],god,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,abraham,0,0.15,incorrect,job,0,0.22,incorrect,israel,0,0.17,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,israel,0,0.17,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,god,0,0.22,incorrect
['montag'],oliver twist,0,0.22,incorrect,god,0,0.22,incorrect,jesus,0,0.0,incorrect,abraham,0,0.15,incorrect,lot,0,0.44,incorrect,abraham,0,0.15,incorrect,adam,0,0.2,incorrect,adam,0,0.2,incorrect,heathcliff,0,0.12,incorrect,orpheus,0,0.15,incorrect,aladin,0,0.17,incorrect,arabe,0,0.18,incorrect,god,0,0.22,incorrect,abraham,0,0.15,incorrect,abraham,0,0.15,incorrect,adam,0,0.2,incorrect,orpheus,0,0.15,incorrect,arabe,0,0.18,incorrect
