en,Single_ent,Multiple_ents,en_masked,token_count
"She stared out into the galley, deep in thought. “You know what I wish?” She paused. “I wish I could ask questions and always get the truth.”",,[],,35
"I peered into the galley too. “How about we make a deal. If you ever ask me what I’m thinking, I’ll always tell you the truth.”",,[],,35
She looked back at her mom’s luggage. “Maybe one day. But so far I haven’t found a home I’d want to stay at forever.”,,[],,31
"“A stuffed animal,” she said, rummaging around the clothes. When she didn’t find it in the first bag, she went to the second one. I knew exactly when she spotted it because she made a little happy gasp.",,[],,46
“I do support her. I’m dropping my whole life in a week to pick up the pieces she’s leaving. There’s not one thing she’s asked me to do that I haven’t done.”,,[],,40
"He scoffed and looked over his shoulder at me. “There’s a reason we need travel nurses in this department, people quit left and right. He is craaaaanky. Super smart but he does not like anyone who doesn’t do their job, so don’t be messing anything up. He’s in a good mood today though. Maybe he won his game of golf yesterday.” He laughed at his own joke.",,[],,85
"“Did… did you know we were working here?” I asked, confused. I hadn’t mentioned I was a nurse. Maybe Mom did? But she didn’t know I was coming to Royaume either.",,[],,41
"Mom stopped to gawk at me. “What?” She paused for a dramatic moment. Then she burst into sparkling laughter. “Well, I guess it’s nice I’m showing him a good time then!”",,[],,42
"I let out a breath. I still didn’t feel a hundred percent, but what else could I do? I couldn’t make her stop seeing him. All I could do was let her know my concerns and hope she’d behave.",,[],,47
"He grinned and picked up a towel to start drying. I’d already loaded the dishwasher and started it, it was just the big stuff left to wash.",,[],,32
"I leaned my hip on the counter. “I have this thing where I get small,” I said, looking at the towel as I dried my hands. “I get really withdrawn and I just want to be alone.”",,[],,44
"“Hey.” My brother froze and beamed like he’d never seen a woman before. “So what’re you guys doing?” he asked, looking back and forth between us.",,[],,36
"I never dated men with kids. Ever. It was a hard, hard rule for me. And while they weren’t technically his, for all intents and purposes they were. So, realistically our relationship would just be our fun four dates and maybe, possibly breaking an imaginary curse.",,[],,56
"“Not my problem. If she checks the Stupid Shirt option on the what-to-wear part of the surveys I send her, I’m gonna need it.”",,[],,33
“I got you some of those dark chocolate peanut butter cups you like from work. Figured you might be missing the perks of living with me.” He dropped into the rocking chair next to mine.,,[],,39
"We’d just gotten out of dinner. We were on our third antique store and in each one we looked for the creepy baby doll. This one had a half-closed eye, the tufts of what was left of some blond stringy hair, and it was slightly green for some reason.",,[],,59
And then I realized that I’d actually feel hurt if I wasn’t. If I was just some fling for him that didn’t warrant mentioning to his friends and family.,,[],,34
"I didn’t know if this was the best way to deal with her leaving or the worst way, but something told me it would have been fucked up no matter how she did it.",,[],,37
I nodded. “Right. Okay.” I tried to keep the disappointment out of my voice. “And where are you putting the rosebush?”,,[],,30
"I scoffed. “So him having three kids isn’t a big enough reason? If I saw that on a dating profile, I would have swiped left. I’ve never dated men with kids, ever. That’s a conscious choice I make.”",,[],,52
"The parking lot was empty. It looked like the direct entrance to the water park, which probably closed the same time the mall did. Several large green waterslides snaked out of the building and looped back in. All you could hear was the whir of something electrical and the splattering of dripping water from the slides on the pavement below.",,[],,71
"“Well, this year will be different,” I said matter-of-factly. “She’s here. I’m sure she’ll do something nice.”",,[],,30
"“I was just going to say, what if you took the boat yourself so she doesn’t have to drive you? Come over and just go back in the morning.”",,[],,33
"At some point he’d kiss me, or I’d kiss him. I’d take my shirt off. Maybe I’d slide a hand into the top of his waistband to see if he was hard. He would be. His hands would slide too. Down between my legs, fingers searching. He’d pull my pants down—",,[],,65
"I opened the curtain to my window and looked out. “Ugh. It’s pouring.” The lake would be choppy and dark, docking would be a nightmare to do alone. “I can’t take the boat in this.” I was instantly disappointed. God, I hated this island.",,[],,59
I rubbed the back of my neck. “The guys left this here. Thought maybe I’d want to use the place from time to time. I’m still paying for it.”,,[],,36
"When I set her down, someone shouted congratulations and we both cracked up quietly. Then we stood there, still holding each other, my arms around her waist, hers around mine, the Toilet King pressed between us. I didn’t let go.",,[],,49
"She peered at me. “My mom was good at taking care of me,” she said, her voice almost too low for me to hear.",,[],,30
"“He made me this egg salad sandwich that was, I swear to you, the best one I’ve ever eaten,” I said. “He smokes ribs, and he’s got a really good Mississippi chicken recipe. Seriously. Try it.”",,[],,48
"“Well, it’s a new regime,” I said, parting her hair again. “We could do two colors if you want. It’s semi-permanent, so it’ll only last a few weeks.”",,[],,42
You really don’t what? Want it to mean anything? Like me enough to want me for more than just sex? You could really do that with me and then just… go?,,[],,37
"If I could stop using the bathroom and throwing up, then I could take the boat and go get groceries and medicine. But even as I thought it, it felt too hard. I was shaky. I sat in the water until it ran cold and then dragged myself out and managed to get into some clean clothes, but I was too out of it to brush my hair so I just left it in the towel.",,[],,83
"By midnight I was starting to become concerned about dehydration. I’d been sick for a full day. It would start to pass soon, right? Maybe I’d feel better in the morning?",,[],,38
"So hungry. My bedroom light was on. Couldn’t get up to turn it off. It screamed into my eyes, burned into my brain.",,[],,30
I knew I’d broken something between us that night on the lawn. It was the price for my honesty. I just hadn’t anticipated how high it was or how much I would hate paying it.,,[],,40
I got up and used the bathroom. Then I poked my head into the living room looking for him. He wasn’t there. I checked Maddy’s room. Not there either.,,[],,38
"I let my eyes linger on her longer than they should. I liked the way she looked. Rumpled and sleepy like this was the morning after I’d stayed the night. I mean I had stayed the night, but not in the way I wanted to.",,[],,52
"There was a Get It Out Of Your System energy hovering around us. But I couldn’t get it out of my system. A one-night stand wouldn’t make this feeling go away. It would only make me want more of what I couldn’t have, and yet I still couldn’t stop touching her. Not anymore. I couldn’t trust myself not to take anything she offered me, no matter how temporary. It felt too good. So we cuddled while we watched movies and I held her while she slept and I breathed her in and savored every second of it. Even though I knew what it would cost me the day she left.",,[],,129
"I had to stay to do it. But that wasn’t an option, because I didn’t want the rest of it. The kids and the permanency and the commitment. I couldn’t meet him where he was, and he couldn’t leave. So we just did this instead. We skirted this line, alone on a bed, attracted to each other, wanting each other but at a standoff with no end in sight.",,[],,87
"My pulse picked up and I had to look away from him. Then I wrinkled my forehead. “How did you get here?” I asked, looking back at him. “Did someone give you a ride?”",,[],,44
"I tried to imagine living here, I really did—signing a lease on an apartment. Getting a permanent position. Living in the same place for all the seasons. Making friends, growing roots. But the thoughts terrified me. Why? Why did anything with strings make me want to run?",,[],,59
"I started crying again and couldn’t hold it back. I felt full of cracks all of a sudden. Deep, long, jagged cracks. And they’d always been there. I’d just learned to live with them so long I no longer noticed them. I’d hopped over them and built little bridges and taken other routes, but I never filled them. I never fixed them. I didn’t even know how.",,[],,84
His eyes roamed my face. “I like you more than I’ve ever liked anyone too.” He paused. “I like you more than like.”,,[],,31
"His face went soft. And then he leaned down and kissed me. It felt like a promise. A vow of some sort, even though I didn’t know what it was for. I just know it made me feel safe. It made me feel calm and okay.",,[],,54
"I grabbed my backpack and stood by the door to look at her one last time, then turned and made my way out. She watched me leave like she was getting a last look.",,[],,37
I watched the phone ring for a few seconds. She was going to break things off with me. I knew it in my soul. I could feel it.,,[],,32
"I loved that he always made me laugh. I loved that no matter what we were doing, it was fun. I loved that I slept so well when he was next to me, and I felt safe and cared for and wanted.",,[],,47
He tipped my chin up to kiss me but I pulled back. “You don’t think we should lay off the PDA in front of the kids?” I whispered.,,[],,33
"“She’s throwing clothes on the lawn! The whole backyard is covered, I’m not cleaning this up!” She yelled something in Spanish. “She sleeps for days, then she’s awake for a week straight, painting and painting her stupid wall all night long with the music blasting and she’s leaving the front door open and the whole house is full of dead bugs. Now this—I am done. You come get her or I call the cops.”",,[],,89
"“Who knows,” she sniffed. “He can tell me ten and it ends up being two,” she said, wiping her cheek with her sleeve. “He wants me committed, did you know that? He told me he’d pay for an inpatient program. It’s either that or I leave. He thinks I need help.”",,[],,67
"“Okay,” I said, pulling away to brush the hair off her forehead. “So we have some time. We’ll get it all cleaned up, okay? Does he know?”",,[],,37
"I pulled her into me and held her again. “Maybe it’s better if she leaves,” I said, quietly. “Maybe it’s better for you.”",,[],,32
"If I blocked her, it would feel like clocking out of a job that I’d been at with no breaks for the last twenty years. If I did it, it would not only keep her from calling, it would keep me from knowing if she didn’t—and both things would protect my peace. And I hadn’t felt peace in a really, really long time. But I couldn’t. I couldn’t leave her in the world with no one.",,[],,92
"“I think it’s a big decision,” he said. “You can’t undo it once you look. It’s possible that it might cause problems for someone.”",,[],,32
"The extra time to think was making me second-guess my decision. I was about to make a joke about the website not being able to find any relatives for me when the page finished and the results finally popped up. My eyes landed instantly on two words, clear and in bold.",,[],,57
"“I can’t believe this,” the man said. “I’m… I’m speechless. You’re my sister,” he said, almost in wonder. “Do you have any siblings? Are there more?”",,[],,42
My survival instinct wanted me to run. It wanted me to shrink and withdraw and never talk about this again. But something told me I needed to find out the truth.,,[],,34
"I could see myself behind her in the mirror. My eyes were puffy. She didn’t even ask what was wrong. It didn’t even occur to her to see why I’d been crying. It didn’t occur to her that today was my birthday and she’d forgotten, again. But now that seemed perfectly natural. Of course she’d forgotten.",,[],,71
"That broken and damaged part of me that she made turned on her. The part of me that could leave anyone and any place behind and never look back activated just for her. My heart shut off. All attachments I had to her, every bond she’d ever been given was pulled from the root. My defenses wrapped around me like an impenetrable protective shield, and I felt myself go eerily calm. I knew this was the last time I’d ever see her. I wouldn’t miss her. I wouldn’t grieve her. I would never look for her. This is what I was capable of.",,[],,123
It was scary how detached I felt. Like something had been unplugged. I knew objectively this was bad. A severe trauma response. A form of shock. But I was too disconnected to feel anything other than the void and I was too grateful for the void to want it to stop.,,[],,58
"“I put AirTags in your luggage.” She edged past me into the hotel room. “I knew you’d leave me, but you’d never leave your bags.”",,[],,33
She cocked her head. “Why? Because you have a flight response to stress? A messed-up attachment style from years of trauma and neglect?”,,[],,30
"She picked lint off her pants. “I mean, I’m not a therapist, but I’ve done a lot of reading about it. I’ve had my suspicions for a while. Avoidant attachment relationship style is my best guess.”",,[],,48
"I took the order and dragged myself to the chair across from her. She got up and rummaged in her bag and pulled out a sandwich, a bag of salt and vinegar chips, and a bottle of apple juice. She unwrapped the sandwich and put it in my hand, opened the chips, and twisted the cap off the drink. Then she sat there and watched me eat.",,[],,77
"They needed people in their lives who will stay. People they can count on. I was the furthest thing from that to ever exist—but he deserved to hear that from me, not to be left the way I almost did. And even that just thrust me deeper into my belief that I wasn’t good for anyone. Not the way I currently was.",,[],,71
"She pressed her lips together, trying not to cry. “I have to deal with my issues before I can be a partner or a parent to anyone.”",,[],,31
I used to never be able to say I love you. It was something I was working on in therapy. To say it meant to give someone power over me and the ability to hurt me.,,[],,39
I wondered for a long time if he still wanted to know where I was. I wondered if he still wanted me to call. Because I wanted to.,,[],,31
I never saw anything in Sarah’s Snap stories that made me think he had a girlfriend—at least nobody serious enough to bring around the kids. But he might be dating. That was a very real possibility. Someone else’s fingers tangled in his thick hair. Him laughing with his head on their pillow.,,[],,61
She opened the passenger side and threw her backpack into the back seat. Then she leveled her eyes on me with the most annoyed teenager glare I’d ever seen. “He’s not gonna care. It’s you.”,,[],,44
"“Yeah. Like, I know you’re not, but it kind of felt like you were my big sister or something. You were our family.” She looked at me.",,[],,35
"“I didn’t feel abandoned,” she said, looking me in the eye. “’Cause I knew if I ever called you, you’d come.”",,[],,30
"A year ago I would have been mad at her for leaving. It was black and white back then. To me, love meant you stayed. But now I understood that love sometimes means you let someone go.",,[],,42
"I came knowing he probably didn’t want to see me, knowing I might not like what I found when I got here. I came knowing a door could be slammed in my face or not opened at all.",,[],,42
"He was in a hoodie. His hair was messy, the way I liked. I’d almost forgotten how much I missed looking at him. How handsome he was. But his gentle brown eyes weren’t happy to see me.",,[],,45
"I was going to cry. And now I really did need to go. Not because I was running, but because this visit was over. I was sorry I’d come. I didn’t want to stir anything up or hurt him or remind him of something he’d already put away. He clearly didn’t want me here and there was nothing for me here either.",,[],,73
He was staring at me through tears. He didn’t move and he didn’t say anything. But I didn’t regret telling him. I was proud of myself for coming here and telling him. The words were his and he should have them.,,[],,49
