en_masked,en_masked_results,tr_masked,tr_masked_results,vi_masked,vi_masked_results,es_masked,es_masked_results,en_masked_shuffled,en_masked_shuffled_results,tr_masked_shuffled,tr_masked_shuffled_results,vi_masked_shuffled,vi_masked_shuffled_results,es_masked_shuffled,es_masked_shuffled_results
"“But hopefully it’ll look like I’ve gone away with Mum and Dad; a lot of Muggle-borns are talking about going into hiding at the moment,” said [MASK].",Dean Thomas,"""Ama umuyoruz ki ben, annem ve babamla uzaklara gitmiş gibi görüneceğim, birçok Muggle doğumlu gidip saklanmayı planlıyor şu anki durumda,"" dedi [MASK].",Harry,"“Nhưng lúc đó hy vọng nhìn có vẻ như mình đã đi xa với ba má mình; dạo này nhiều phù thủy gốc Muggle bàn tính chuyện đi trốn lắm,” [MASK] nói.",Severus Snape,"—Si todo sale bien, parecerá que yo me he ido con mis padres; últimamente muchos hijos de muggles se están plan-teando esconderse —aportó [MASK].",Seamus Finnigan,"look about gone “But lot said hopefully [MASK]. going it’ll into are away I’ve at Dad; and a moment,” with Mum hiding like Muggle-borns talking of the",Harry,"Muggle uzaklara durumda,"" doğumlu ben, şu ve umuyoruz ""Ama saklanmayı babamla gitmiş gidip anki planlıyor [MASK]. görüneceğim, dedi annem gibi ki birçok",Arthur Weasley,"lắm,” [MASK] có bàn đi nhìn đó phù mình má nói. gốc lúc trốn này thủy như xa tính “Nhưng nhiều vọng đi chuyện ba đã vẻ Muggle hy mình; dạo với",Harry,"padres; plan-teando muggles muchos están mis he hijos esconderse me se yo parecerá —aportó últimamente ido que sale con todo bien, [MASK]. de —Si",Harry
"“We can’t hide my whole family, it’ll look too fishy and they can’t all leave their jobs,” said [MASK]. “So we’re going to put out the story that I’m seriously ill with spattergroit, which is why I can’t go back to school. If anyone comes calling to investigate, Mum or Dad can show them the ghoul in my bed, covered in pustules. Spattergroit’s really contagious, so they’re not going to want to go near him. It won’t matter that he can’t say anything, either, because apparently you can’t once the fungus has spread to your uvula.”",Moody,"""Biz bütün ailemi saklayamayız, çok kuşku yaratır ve hepsi işlerini bırakamazlar,"" dedi [MASK]. ""Biz de, benim Sıvaserpil yüzünden ciddi bir şekilde hastalandığım ve bu yüzden okula gidemediğim hikayesini uyduracağız. Eğer herhangi biri araştırmaya gelirse, annem ya da babam yatağımdaki kabarcıklarla dolu gulyabaniyi gösterebilirler. Sıvaserpil çok bulaşıcı, bu yüzden yanına çok yaklaşmak istemeyeceklerdir. Bir şey söylemeyecek olması da önemli değil, çünkü mantar küçük dilinin üzerine sıçrarsa, konuşamazsın.",İsmet Sezgin,"“Tụi mình không thể đem cả nhà mình đi trốn, coi bộ đáng nghi lắm, với lại mọi người không thể bỏ hết công ăn việc làm được,” [MASK] nói. “Vì vậy tụi mình bịa ra chuyện mình bị bệnh trái rạ nặng, đó là lí do mình không thể trở lại trường. Nếu có ai đó đến kiểm tra, ba hay má đều có thể chỉ cho họ thấy con ma xó trên giường của mình, mặt đầy mụn mủ. Bệnh trái rạ lây dữ lắm, cho nên họ không muốn tới gần nó đâu. Nó không thể nói năng gì cũng không sao, bởi vì hiển nhiên người ta không thể nói nữa một khi nấm đã lan tới lưỡi gà.”",Phạm Văn Đồng,"—Como es lógico, no podemos esconder a toda mi familia, porque resultaría sospechoso y, además, mi padre no puede dejar su empleo —explicó [MASK]. Así que haremos correr la trola de que estoy muy enfermo de spattergroit y por eso no he vuelto al colegio. Si alguien viene aquí a husmear, mi padre o mi madre le enseñarán al ghoul en mi cama, cubierto de pústulas. Como es una enfermedad muy contagiosa, nadie se atreverá a acercarse a él. Además, no importa que el ghoul no diga nada porque, por lo visto, cuando el hongo se extiende por la campanilla te quedas afónico.",Arthur Weasley,"school. investigate, can’t I’m Dad to anything, to going them because uvula.” covered all can’t why he story comes Mum said jobs,” with calling want they pustules. apparently anyone matter has back spread to spattergroit, can can’t seriously If Spattergroit’s in family, the say my him. that that my ghoul go too really and won’t can’t not the we’re your the whole fishy so “So go once can’t contagious, hide you show they’re put [MASK]. it’ll their fungus is to either, It “We I going bed, out near or to to ill look leave which in",Mr. Weasley,"bu ya değil, çok bu da gidemediğim bulaşıcı, gösterebilirler. ve kuşku çünkü istemeyeceklerdir. Eğer yüzünden herhangi hikayesini Sıvaserpil önemli ve yaklaşmak bırakamazlar,"" de, şey ciddi gelirse, Bir olması dilinin biri üzerine dolu benim küçük hastalandığım işlerini Sıvaserpil bütün yanına yüzden uyduracağız. kabarcıklarla konuşamazsın. annem araştırmaya saklayamayız, çok bir yüzden şekilde gulyabaniyi okula ""Biz yaratır çok babam söylemeyecek hepsi mantar dedi sıçrarsa, ailemi [MASK]. yatağımdaki da ""Biz",Yıldız Tilbe,"không coi với làm ai Nó đâu. giường nó đáng không thấy gì rạ cả mình cho rạ lí trốn, một nên năng là Nếu lưỡi không mình, nói nghi nhà lắm, hay đã sao, mọi chỉ vậy nữa không thể được,” thể đó thể có người việc cho mặt lây đều không không ra lại trở nặng, đến do đi họ bởi hiển “Tụi ma muốn xó mình tụi nói ba bệnh bỏ cũng vì hết bịa mình thể mình đem trên có lại kiểm dữ bị lan trường. nói. lắm, Bệnh họ gần khi bộ người thể tới mủ. trái đầy công trái ta mình má gà.” thể mụn nấm không của tra, tới nhiên “Vì con ăn đó [MASK] chuyện",Phạm Văn Đồnh,"su visto, afónico. que ghoul spattergroit y, [MASK]. padre al mi al eso Así familia, cubierto a correr muy campanilla —Como es hongo he el la de husmear, porque mi pústulas. se dejar sospechoso a que toda o —explicó ghoul extiende enfermo en porque, nada Además, él. mi Como mi cama, acercarse viene no padre nadie enseñarán no por podemos Si importa madre lógico, por además, es puede y mi no haremos colegio. no resultaría contagiosa, a le lo cuando alguien la empleo te no se trola aquí atreverá enfermedad de estoy esconder el muy de que diga por una vuelto quedas a",Argus Filch
"“Oh well, lucky we’ve got such a large supply of basilisk fangs, then,” said [MASK]. “I was wondering what we were going to do with them.”",Horace Slughorn,"""Ah peki, büyük bir basilik dişi stoğumuz olduğu için şanslıyız o zaman,"" dedi [MASK]. ""Ben de onları nerede kullanırız diye merak ediyordum.",Drusilla,"“Ái chà, may quá, tụi mình có cả đống nanh mãng xà dự trữ,” [MASK] nói. “Mình đang thắc mắc không biết tụi mình sẽ làm gì với chúng đây.”",Phạm Văn Đồnh,"—Pues menos mal que tenemos una gran provisión de colmillos de basilisco, ¿no? —dijo [MASK] con sarcasmo—. Me preguntaba qué íbamos a hacer con ellos.",Elrond,"“I going “Oh such supply we’ve got said what [MASK]. of was wondering them.” to we a then,” well, fangs, with basilisk were lucky large do",Basilisk,"kullanırız ediyordum. [MASK]. basilik ""Ben için peki, olduğu o ""Ah diye nerede onları de büyük dişi bir şanslıyız dedi merak stoğumuz zaman,""",Basilik,"thắc mắc đây.” [MASK] dự mãng quá, gì tụi tụi sẽ may nói. đang không nanh trữ,” cả “Mình “Ái mình chúng với biết chà, có xà làm mình đống",Phạm Văn Đồnh,"—Pues de sarcasmo—. menos tenemos ellos. colmillos preguntaba provisión con a —dijo de una hacer [MASK] mal qué Me con que ¿no? basilisco, gran íbamos",Sancho Panza
"“But even if we wreck the thing it lives in,” said [MASK], “why can’t the bit of soul in it just go and live in something else?”",Harry,"""Ama bu şeyi yok etsek bile,"" dedi [MASK], ""Neden içindeki ruh gidip başka bir şeyin içinde yaşamıyor?",İsa,"“Nhưng ngay cả nếu mình phá tan nát cái vật chứa linh hồn đó,” [MASK] nói, “thì tại sao mảnh linh hồn ở [MASK] vật đó lại không bỏ đi mà sống [MASK] một vật khác?”",Harry,"—Pero, aunque destrocemos el objeto en que vive, ¿por qué no puede el fragmento de alma alojarse en otro objeto? —cuestionó [MASK].",Clarisse McClellan,"lives it “why the in,” bit we thing else?” just of it live and said even go can’t [MASK], if “But wreck something in in soul the",Paul,"ruh içinde [MASK], içindeki bile,"" gidip bu dedi bir şeyin yaşamıyor? ""Neden şeyi başka ""Ama etsek yok",Allah,"hồn cái đi linh đó nói, tại “Nhưng hồn vật [MASK] bỏ sao không chứa ngay cả [MASK] mình mảnh mà sống đó,” lại phá nát “thì vật ở nếu [MASK] vật tan linh khác?” một",Phát,"de —cuestionó no puede en objeto en ¿por fragmento aunque el que el otro —Pero, alojarse alma [MASK]. vive, objeto? qué destrocemos",alma
"“And once the diary was properly destroyed, the bit of soul trapped in it could no longer exist. [MASK] tried to get rid of the diary before you did, flushing it away, but obviously it came back good as new.”",Tom Riddle,"""Ve günlük tamamıyla yok edildiği zaman, içine tıkılmış olan ruh parçası daha fazla var olamadı. [MASK], sen denemeden önce günlükten kurtulmaya çalıştı, sifonu üzerine çekti, ama belli ki yeni gibi geri geldi.",Virginia Woolf,"“Và một khi cuốn nhật ký được phá hủy đúng cách, mảnh linh hồn kẹt trong đó không thể tồn tại nữa, [MASK] đã cố vứt bỏ cuốn nhật ký trước khi bồ hủy nó, cô bé đã liệng nó vô bồn cầu xả nước cho nó trôi đi, nhưng rõ ràng là nó vẫn trở lại, xịn như mới.”",Anne,"—Eso es. Y una vez destruido el diario, al fragmento de alma que se escondía en él ya no le fue posible seguir existiendo. [MASK] intentó deshacerse del diario antes que tú, ti-rándolo por el retrete; pero el diario, como es lógico, no sufrió ningún daño.",Severus Snape,"exist. away, the once but of get before bit did, as diary back obviously in rid longer the new.” of [MASK] flushing diary destroyed, it soul properly “And came good the tried it it could no trapped to you was",Charlotte Brontë,"daha ""Ve çekti, denemeden günlükten çalıştı, parçası olan üzerine tıkılmış geri sifonu yeni içine geldi. tamamıyla zaman, kurtulmaya günlük [MASK], gibi edildiği olamadı. ama sen var ki belli fazla yok ruh önce",Hayatı,"được [MASK] cuốn nhật đúng khi đó rõ liệng hồn cầu mới.” cố khi trôi như đã tại cô nhật cách, bồn là vẫn nữa, nước trong vô vứt bỏ nó trở đi, tồn không xịn thể ký nó đã nhưng bồ phá ràng ký một mảnh xả cho nó, trước hủy cuốn kẹt bé lại, linh hủy nó “Và",Haruki Murakami,"el deshacerse no es tú, no es. diario, el destruido le de él fue pero diario, una antes el lógico, que Y [MASK] vez se ya por que retrete; ti-rándolo alma fragmento intentó posible al —Eso escondía del diario existiendo. ningún sufrió en daño. seguir como",Ortega y Gasset
"“Oh yes,” said [MASK], looking terrified as she leapt to her feet, sending books flying in every direction. “we will . . . we’re sorry . . .”",Agnes,"""Ah evet,"" dedi [MASK], ayakları üzerinde doğrulurken dehşete düşmüş görünüyordu, kitapları rasgele fırlatarak, ""yardım edeceğiz... üzgünüz..."" dedi.",Dr. Watson,"“Dạ, đúng,” [MASK] nói, có vẻ khiếp đảm khi đứng bật lên khiến đống sách văng tứ tung. “Tụi con sẽ… tụi con xin lỗi…”",Scorpius,"—Sí, claro —repuso [MASK] con cara de susto, y al ponerse en pie dispersó los libros en todas direcciones—. Vamos enseguida, lo sentimos mucho...",Don Quixote,". “Oh flying sending as her yes,” [MASK], . said . she .” feet, we’re in leapt . every sorry “we looking will books direction. terrified . to",Clarissa,"dedi [MASK], fırlatarak, ""yardım evet,"" üzgünüz..."" kitapları ""Ah doğrulurken dedi. rasgele görünüyordu, ayakları üzerinde edeceğiz... düşmüş dehşete",İsmet,"[MASK] lên sách đảm tung. nói, có khi vẻ con đúng,” sẽ… lỗi…” con đứng bật khiến tứ xin đống văng “Dạ, tụi khiếp “Tụi",Phạm Văn Đồnh,"en Vamos cara al todas [MASK] dispersó en ponerse susto, pie con libros claro direcciones—. —Sí, los lo —repuso mucho... y de sentimos enseguida,",los dispersos
"She looked at him, a long, searching look, then smiled a little sadly, straightened up, and walked away. [MASK] watched as she waved her wand near the washing line, and the damp clothes rose into the air to hang themselves up, and suddenly he felt a great wave of remorse for the inconvenience and the pain he was giving her.",Harry,"Kadın ona uzun, inceleyici bir bakış attıktan sonra biraz üzgünce gülümsedi, doğruldu ve yürüyerek uzaklaştı. [MASK] onun, çamaşır ipinin yanında asasını sallayışını ve nemli çamaşırların kendi kendilerini asışlarını izledi ve aniden kadına verdiği sıkıntı ve acı yüzünden büyük bir vicdan azabı hissetti.",Madame de Villefort,"Bà nhìn nó, một cái nhìn lâu, dò xét, rồi mỉm cười buồn bã, xong đứng thẳng lên và bước đi. [MASK] nhìn theo khi bà vẫy cây đũa phép gần chỗ phơi đồ, quần áo ướt bay lên không trung và tự giăng lên dây, và bỗng dưng nó cảm thấy một đợt sóng ăn năn hối tiếc về những phiền phức và đau buồn mà nó đem đến.",Scrooge,"La mujer le lanzó una mirada escrutadora; luego sonrió con cierta tristeza y se alejó. [MASK] vio cómo agitaba la varita mágica delante del tendedero y cómo la ropa salía volando del cesto y se tendía sola, y de pronto sintió un profundo remordimiento por los inconvenientes y el sufrimiento que estaba causándole.",Merlina,"searching him, hang the of then up, her. at look, giving the away. the and rose wave near felt suddenly as waved the [MASK] a themselves remorse inconvenience pain she into and the to wand and straightened a line, and sadly, looked for he smiled her walked watched washing damp air great She clothes was a little he long, up,",Wand,"verdiği ve büyük asasını ona biraz bir Kadın nemli çamaşır uzaklaştı. attıktan bir sallayışını inceleyici ve sıkıntı kendilerini vicdan azabı hissetti. asışlarını kadına ve acı [MASK] doğruldu onun, yanında gülümsedi, çamaşırların uzun, yürüyerek kendi bakış ve aniden üzgünce sonra izledi ipinin yüzünden",Acıbadem,"phép rồi mỉm cười đồ, trung nó, nhìn đem chỗ phức đau lên nó đứng xét, phơi bước nhìn và áo gần đi. nhìn năn sóng cái tiếc dò về đến. lâu, một thẳng đợt và khi theo nó dây, vẫy quần giăng cảm bã, mà cây lên phiền và buồn ướt hối xong một và ăn Bà không thấy bà [MASK] những lên đũa dưng buồn bay bỗng tự",Mrs. Dashwood,"luego salía varita y escrutadora; cómo le con y el los estaba un tendía sufrimiento mágica del causándole. alejó. la y pronto se de agitaba sonrió lanzó mujer cómo que vio sintió la del delante inconvenientes se remordimiento y profundo cierta ropa mirada cesto por La [MASK] y volando sola, tristeza una tendedero",La Capitana
"[MASK] sat up, still rubbing his scar, now wide awake. He tried to remember exactly what he had seen in the dream, but all that came back was a mountainous horizon and the outline of the little village cradled in a deep valley.",Harry,"[MASK], hala alnını ovalayarak oturdu, şimdi tamamen uyanıktı. Tam olarak rüyada ne gördüğünü hatırlamaya çalıştı, ama bütün aklına gelenler dağlık bir gün doğumu ve derin bir vadinin beşiğindeki küçük bir köyün hatlarıydı.",Lucy,"[MASK] ngồi dậy, vẫn chà xát cái thẹo, giờ nó đã hoàn toàn tỉnh ngủ. Nó cố gắng nhớ chính xác đường nét của ngôi làng nhỏ được ấp ủ trong một thung lũng sâu.",Old Ben,"[MASK] ya estaba del todo despierto y se incorporó sin dejar de frotarse la cicatriz. Trató de recordar qué había visto con exactitud en el sueño, pero lo único que logró reconstruir fue un horizonte montañoso y el contorno de un pueblecito enclavado en un profundo valle.",El Quijote,"horizon what all had a was in outline and to the mountainous seen that tried he of now in little but awake. exactly dream, He his wide back the [MASK] came up, village cradled sat deep scar, a remember rubbing still valley. the",Scar,"ama beşiğindeki gördüğünü aklına köyün alnını gelenler [MASK], hatlarıydı. ovalayarak Tam çalıştı, oturdu, uyanıktı. bütün ne küçük şimdi bir bir gün rüyada hala tamamen ve hatırlamaya bir olarak vadinin derin dağlık doğumu",Beşir,"được nhỏ cái chà một của ấp gắng thung nét [MASK] nó thẹo, sâu. hoàn làng nhớ trong vẫn tỉnh cố chính toàn xác đường đã ủ ngồi Nó ngủ. dậy, ngôi lũng giờ xát",Phạm Duy Khiêm,"en contorno visto montañoso despierto dejar de sin la lo el profundo frotarse todo ya recordar de sueño, estaba exactitud único de qué Trató fue en había un el cicatriz. del [MASK] con pueblecito reconstruir logró y se incorporó un un pero horizonte enclavado que valle. y",El Bosque Animado
"[MASK] seized the wand lying beside his camp bed, pointed it at the cluttered desk where he had left his glasses, and said, “Accio Glasses!” Although they were only around a foot away, there was something immensely satisfying about seeing them zoom toward him, at least until they poked him in the eye.",Harry Potter,"[MASK], kamp yatağının yanında duran asasını kavradı, gözlüklerini koymuş olduğu dağınık masaya yöneltti, ve ""Accio Gözlük!"" dedi. Her ne kadar sadece bir adım ilerde olsa da, gözlüğün ona doğru uçtuğunu görmek, engin bir tatmin duygusuna sebep oldu, en azından gözlükler uçarak gelip gözüne çarpana dek.",Harry,"[MASK] chộp cây đũa phép nằm bên cạnh cái giường xếp, chĩa vào cái bàn bừa bộn mà nó đã đặt cặp kiếng của nó lên, và hô: “Lại đây Mắt kiếng!” Mặc dù cặp kiếng chỉ cách nó một bước chân, vẫn có điều gì đó khiến [MASK] cực kỳ thỏa mãn khi được thấy cặp kiếng bay vèo về phía nó, cho đến khi chúng chọc thẳng vô mắt nó.",Quasimodo,"[MASK] cogió la varita mágica, que estaba al lado de su cama plegable, apuntó al desordenado escritorio donde ha-bía dejado sus gafas y dijo: «¡Accio gafas!» Aunque las tenía a sólo un palmo, le produjo una gran satisfacción verlas volar hacia él, al menos hasta que una patilla se le metió en un ojo.",Harry Potter,"glasses, toward he least him left poked pointed cluttered his camp was eye. where had “Accio about around satisfying foot said, wand until it and only [MASK] they his seized away, a the there zoom immensely the at something him, they were beside Glasses!” desk in them bed, lying the at seeing Although",Harry,"tatmin uçtuğunu azından kadar olsa ilerde [MASK], Gözlük!"" adım ne ""Accio gözüne kamp oldu, yatağının olduğu dek. bir görmek, uçarak masaya ve dağınık asasını da, bir yöneltti, sadece yanında gelip gözlüğün Her en engin doğru kavradı, gözlükler gözlüklerini ona sebep duygusuna dedi. koymuş çarpana duran",Gözlük,"gì đây phép kiếng khiến của vào cực vẫn chúng đã nó được cái chỉ mãn phía cạnh “Lại điều bay đặt thỏa Mắt kiếng!” bên nó, khi cho có cặp kiếng mắt nó bừa một cặp hô: khi cái cách về nằm Mặc nó. thẳng thấy vèo cặp kiếng nó cây đó xếp, bước vô đũa chân, giường chĩa [MASK] và kỳ [MASK] bàn đến lên, chộp chọc mà dù bộn",Thiên Đường,"«¡Accio sus gran gafas!» dijo: patilla una al verlas lado satisfacción escritorio las produjo mágica, él, [MASK] plegable, donde apuntó ha-bía le varita su dejado sólo menos a cogió volar una palmo, hacia al se de hasta en un tenía desordenado un Aunque que y cama metió le estaba la al gafas ojo. que",Ron Weasley
"“It won't happen again,” said [MASK] harshly. The day was cloudless, but he felt as though the sun had gone in. “Okay?”",Harry,"""Bir daha olmayacak,"" dedi [MASK] ters ters. Gün bulutsuzdu, ama sanki güneş kaybolmuş gibi hissediyordu. ""Tamam mı?",Scrooge,"“Điều đó sẽ không bao giờ có nữa,” [MASK] gay gắt nói. Ngày hôm đó không có mây nhưng nó cảm thấy như mặt trời vừa đi trốn. “Được chưa?”",James,"—No volverá a pasar —aseguró [MASK] con aspereza. Hacía un día radiante, pero él sintió como si el sol se hubiera escondido—. ¿Vale?",Don Quixote,"as “It day happen though had but again,” he the won't [MASK] sun in. harshly. cloudless, was The felt gone said “Okay?”",Sun,"bulutsuzdu, ""Bir olmayacak,"" ""Tamam hissediyordu. sanki kaybolmuş ters [MASK] güneş ama dedi gibi mı? Gün daha ters.",Yengeç,"không “Được gắt mây “Điều [MASK] trời như nó vừa không sẽ đi mặt trốn. đó nhưng bao nói. có cảm hôm chưa?” Ngày có gay nữa,” đó giờ thấy",Phạm Văn Đồnh,"[MASK] se sintió con aspereza. —No ¿Vale? un pasar día si Hacía escondido—. a hubiera el como volverá —aseguró sol pero él radiante,",Don Quixote
"They all saw it at the same time: a reak of light that came flying across the yard and onto the table, where it resolved itself into a bright silver weasel, which ood on its hind legs and spoke with [MASK]'s voice.",Godric's,"Hepsi aynı anda bakakalmışlardı: bahçeden masanın üstüne doğru bir ışık kümesi geliyordu, orada parçalara ayrılıp arka ayaklarının üzerinde duran ve [MASK] ses tonuyla konuşan parlak, gümüş rengi bir gelinciğe dönüşüyordu.",gelincin,"Tất cả mọi người nhìn thấy cùng một lúc: một vệt ánh sáng ngang qua khu vườn và đáp xuống giữa n, tại đó nó biến thành một con chồn bạc óng ánh, đứng trên hai chân sau và nói bằng giọng của [MASK]:",Pharisees,"Todo el mundo lo vio al mismo tiempo: un rayo de luz cruzó el jardín y fue a parar sobre la mesa, de se descompuso y formó una comadreja plateada que se sentó sobre las patas traseras y habló con la voz del [MASK]:",Diós,"saw into all came at silver light spoke weasel, on and which that flying it yard They across hind reak table, time: it the its of voice. a and ood with itself onto where same [MASK]'s a legs the the bright resolved",Weasel,"gelinciğe bakakalmışlardı: dönüşüyordu. Hepsi ve ayrılıp doğru konuşan geliyordu, bir parlak, parçalara duran orada arka anda ayaklarının bir gümüş [MASK] ışık kümesi rengi üzerinde masanın üstüne ses tonuyla aynı bahçeden",Gümüş Kaşığı,"trên qua óng con của nói xuống cả đứng ngang biến chân hai [MASK]: lúc: n, tại giữa người khu mọi vườn thấy một ánh một đáp bạc đó nó ánh, thành giọng bằng chồn sau nhìn Tất và và vệt một cùng sáng",Giáp,"y sentó el jardín plateada fue que cruzó sobre se formó tiempo: traseras mundo voz al la Todo sobre a de y lo [MASK]: las con mesa, patas luz mismo parar el del y rayo comadreja de se vio habló descompuso una la un",Comadreja
"“No, it'll be because thirty-one days are up,” said [MASK] at once. “They can't keep the objects longer than that unless they can prove they're dangerous. Right?”",Mr. Pritchard,"""Hayır, çünkü otuz bir gün geçtiği içindir,"" dedi [MASK] bir kerede. ""Nesneleri, tehlikeli olduklarını ispatlayamadıkça daha fazla tutamazlar. Öyle değil mi?",Agatha Christie,"“Không, chẳng qua vì thời hạn ba mươi mốt ngày đã hết,” [MASK] nói ngay. “Họ không thể giữ các món đồ lâu hơn thời hạn đó trừ khi họ có thể chứng minh là chúng nguy hiểm. Đúng không?”",McAuliffe,"—Debe de ser porque ya han pasado los treinta y un días que marca la ley —respondió [MASK] en lugar del ministro—. No es lícito retener los objetos más días, a menos que el ministerio logre demostrar que son peligrosos. ¿No es así?",Don Rodrigo,"once. be than are can “They longer unless it'll can't because “No, the they're days thirty-one [MASK] up,” objects dangerous. Right?” said prove keep at they that",Paris,"değil ""Nesneleri, otuz kerede. bir bir daha ""Hayır, çünkü ispatlayamadıkça [MASK] tutamazlar. içindir,"" tehlikeli olduklarını mi? fazla Öyle geçtiği gün dedi",polis,"giữ món “Họ “Không, chẳng chứng chúng ba các minh họ Đúng qua mươi thể mốt không?” hơn nguy có ngay. không thời là hạn nói hạn thể đã ngày đồ lâu hết,” thời hiểm. vì khi đó trừ [MASK]",Trần Hưng Đạo,"demostrar la treinta que los de logre porque ya es así? que —Debe —respondió lícito lugar menos han en ser peligrosos. del ministro—. ¿No un pasado marca a más y son retener es días días, los [MASK] ministerio ley objetos que No el",Ministro
"“No, I didn't,” said [MASK], still wiping her eyes on her sleeve. “And if the Ministry hasn't found any hidden codes in this book in thirty-one days, I doubt that I will.”",Moaning Myrtle,"""Hayır, konuşmadık,"" dedi [MASK], hala kolunun yeniyle gözlerini siliyordu. ""Ve eğer Bakanlık bu kitapta otuz bir günde hala gizli saklı anlamlar bulamadıysa, emin olun ki ben de bulamam.",Orhan Pamuk,"“Không, cháu không hề,” [MASK] nói, vẫn chùi nước mắt bằng ống tay áo. “Và nếu Bộ đã không tìm ra được bất kỳ mật mã được ẩn giấu nào trong ba mươi mốt ngày, cháu không tin là cháu sẽ tìm được.",Inspector Bucket,"—No, nunca —contestó [MASK], que seguía enjugándose las lágrimas—. Y si el ministerio no ha encontrado ningún código oculto en este libro en treinta y un días, dudo que lo encuentre yo.",Clarissa Harlowe,"her “No, I any eyes I still that codes sleeve. her hidden said hasn't “And doubt [MASK], found if wiping this in book days, on Ministry didn't,” thirty-one I in will.” the",Ministry,"dedi ""Hayır, bir konuşmadık,"" hala emin siliyordu. [MASK], anlamlar otuz bu hala ki kitapta ""Ve günde saklı eğer bulamadıysa, gizli yeniyle Bakanlık olun ben kolunun bulamam. gözlerini de",Ali Rıza Alaboyun,"được đã mã Bộ không “Không, vẫn nào ống giấu cháu bằng tin nếu cháu cháu sẽ không tìm chùi là tay được áo. không ngày, mắt ba ra mươi tìm mật hề,” “Và nói, bất kỳ ẩn mốt nước trong [MASK] được.",Đà Nẵng,"encuentre lo las encontrado enjugándose ningún si días, dudo —contestó lágrimas—. en Y y [MASK], que ministerio no yo. libro este un seguía que oculto treinta el ha —No, código en nunca",Ministro
"The floor trembled; there was a sound of running footsteps, then the door to the sitting room burst open and and s. [MASK] ran in.",Stevens,"Odanın zemini titredi; koşan ayakların sesleri vardı, derken oturma odasının kapısı açıldı ve ve [MASK] içeri daldı.",Inspector,"Sàn nhà rung chuyển; có tiếng chân chạy rầm rập, rồi cánh cửa vào phòng khách bật mở và [MASK] chạy vào.",Tom,"De repente, el suelo tembló, se notó que alguien corría por la casa, y la puerta del salón se abrió de par en par. Eran los [MASK]",Guardias Civis,"door sound The [MASK] there the s. a the in. was to running footsteps, burst room ran floor and of open sitting trembled; and then",Samwell Tarly,"zemini açıldı ayakların Odanın koşan titredi; vardı, ve kapısı derken içeri [MASK] daldı. sesleri odasının oturma ve",Ali,"vào. chân rồi cánh chạy [MASK] mở cửa có phòng khách chuyển; nhà chạy rập, vào bật Sàn và rầm rung tiếng",Butler,"notó tembló, par De Eran alguien los repente, corría y de la par. casa, del se el la por [MASK] que se en abrió salón puerta suelo",Alonso
"“And why couldn't he just have told me?” [MASK] said quietly. “I was there, it was right there on the wall of his office during all our talks last year! If he wanted me to have it, why didn't he just give it to me then?”",Harry,"“Neden bana sadece anlatmadı?"" dedi [MASK] sessizce. ""Oradaydım, geçtiğimiz yıl boyunca bütün konuşmalarımızda ofisteki duvarda duruyordu! Benim almamı isteseydi, neden bana sadece vermedi?",Edith,"“Và tại sao thầy không thể mách nước cho mình biết?” [MASK] lặng lẽ nói. “ Mình đã ở đó, nó ở ngay đó trên bức tường của văn phòng thầy trong suốt những buổi nói chuyện hồi năm ngoái! Nếu thầy muốn mình có nó, tại sao thầy không đơn giản cứ trao luôn cho mình lúc đó?”",Simon,"—¿Y por qué no me lo dijo directamente? —se preguntó [MASK] en voz baja—. Estaba allí mismo, colgada en la pared de su despacho, durante todas las charlas que mantuvi-mos el año pasado. Si quería que la tuviera yo, ¿por qué no me la dio entonces?",Clarisse McClellan,"there during then?” “And give have it said me year! right just to it quietly. wall why there, office he me?” on [MASK] to was me of wanted just it, he last why he the couldn't our told “I If have talks didn't his all was",Wall,"Benim isteseydi, boyunca bana sadece bütün yıl duruyordu! ""Oradaydım, neden dedi sessizce. [MASK] anlatmadı?"" geçtiğimiz almamı duvarda ofisteki konuşmalarımızda bana “Neden sadece vermedi?",Özdemir,"mách tường đó thầy ở đó?” cứ cho mình thầy văn trên nó hồi luôn đã tại năm ngoái! thầy ngay cho nó, mình phòng trong mình chuyện ở thầy đó, bức Nếu nói giản biết?” không thể nói. trao Mình buổi sao “Và lặng không của muốn lúc có tại nước đơn suốt những lẽ [MASK] “ sao",Nguyễn Du,"por todas que tuviera dijo me Si que su en entonces? allí —¿Y no ¿por durante quería el preguntó dio pared lo las en me —se baja—. Estaba colgada la directamente? la de qué despacho, [MASK] mantuvi-mos año yo, mismo, charlas voz no la qué pasado.",Alfonso XIII
