Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_prompts_shuffled,en_prompts_shuffled_results,es_prompts_shuffled,es_prompts_shuffled_results,tr_prompts_shuffled,tr_prompts_shuffled_results,vi_prompts_shuffled,vi_prompts_shuffled_results
['lennie'],"Lennie was just finishing making his bed. The wooden latch raised again and the door opened. A little stocky man stood in the open doorway. He wore blue jean trousers, a flannel shirt, a black, unbuttoned vest and a black coat. His thumbs were stuck in his belt, on each side of a square steel buckle. On his head was a soiled brown Stetson hat, and he wore high–heeled boots and spurs to prove he was not a laboring man.","""title"": ""Of Mice and Men"", ""author"": ""John Steinbeck""","Lennie estaba terminando de hacer su cama. El cerrojo de madera se alzó otra vez y la puerta se abrió. Un hombrecillo recio apareció por la puerta. Vestía pantalones azules de grueso algodón, camisa de franela, chaleco negro desabrochado y abrigo también negro. Tenía los pulgares metidos bajo el cinturón, uno a cada lado de una cuadrada hebilla de acero. En la cabeza llevaba un sucio Stetson pardo, y calzaba botas de tacón alto con espuelas para demostrar que no era un mero trabajador."," ""title"": ""Of Mice and Men"",""author"": ""John Steinbeck"" ","Yatağını yapan Lennie, işini bitirmek üzereyken, tahta mandal kalktı. Eşikte kısa boylu, tıknaz bir adam duruyordu. Ayağında mavi bezden bir pantalon, sırtında bir fanila gömlek, düğmeleri iliklenmemiş siyah bir yelek ve siyah bir ceket vardı. Baş parmaklarını, dörtköşe çelik bir tokanın iki yanından kemerine geçirmişti. Başında kahverengi eski bir şapka vardı, yüksek ökçeli çizmelerinde mahmuzlar takılıydı, bir gündelikçi olmadığı bundan belliydi."," ""title"": ""Of Mice and Men"",""author"": ""John Steinbeck"" ","Lennie vừa làm xong giường. Cái then gỗ lại được nhấc lên và cửa mở ra. Một người thấp, mập hiện ra trên ngưỡng cửa. Ông ta vận một chiếc quần vải thô xanh, một áo sơ mi hàng nỉ, một chiếc gilê đen không cài khuy và áo choàng đen. Ông ta thọc hai ngón tay cái vào thắt lưng ở hai bên cái khóa vuông bằng thép. Đầu đội mũ nỉ nâu cũ, chân đi đôi giày ống gót cao đóng đinh, dấu hiệu phân biệt với đám người làm công."," ""title"": ""Slim and the Young Cabin Boy"",""author"": ""V.M. Hillyer""","and black open again a stood wore A just latch of a not his jean vest man. His he and the he trousers, stuck his shirt, steel He The spurs were wooden unbuttoned On was side buckle. blue prove brown little black, each in finishing head boots was laboring wore coat. hat, soiled a making Stetson to man a his a square belt, in Lennie doorway. high–heeled opened. door and the was a bed. thumbs and on raised flannel stocky","""title"": ""Of Mice and Men"", ""author"": ""John Steinbeck""","para negro trabajador. cabeza Un un puerta otra la los azules Stetson su hombrecillo era se cuadrada chaleco camisa por que madera de de sucio lado cada uno alzó negro. hebilla vez pardo, de botas de cinturón, bajo una mero se demostrar pantalones calzaba pulgares metidos llevaba Tenía terminando En acero. y de espuelas abrió. un también desabrochado hacer con puerta. alto El estaba abrigo a recio Lennie de no franela, el y la algodón, y Vestía tacón de apareció cerrojo cama. grueso la","""title"": ""Cien años de soledad"",""author"": ""Gabriel García Márquez""","yelek Başında pantalon, olmadığı gömlek, iki parmaklarını, eski bitirmek düğmeleri ceket çelik mavi yanından Baş bir bir vardı. sırtında bir Eşikte kemerine üzereyken, bundan bir iliklenmemiş Yatağını vardı, kısa ökçeli işini yapan dörtköşe gündelikçi tahta Lennie, siyah fanila bir belliydi. şapka bir kahverengi Ayağında yüksek adam siyah bezden tokanın duruyordu. ve çizmelerinde takılıydı, bir mahmuzlar bir kalktı. mandal geçirmişti. boylu, tıknaz"," ""title"": ""Steadfast Boots"",""author"": ""Orhan Pamuk""","vận xong làm gỗ biệt mập Ông áo vào bằng lại được thép. cũ, thắt cái mở Lennie đôi hiện thọc ta đóng nhấc đinh, đi đám Một sơ giường. phân quần với lên lưng thô khuy chiếc bên trên áo ngưỡng cửa. ta ra. mũ làm khóa ngón then cao dấu ở một người một hiệu và cái người nỉ, cài vuông thấp, giày và xanh, công. đội ra ống gót choàng Cái không một chân Đầu cửa mi gilê nỉ tay nâu hai chiếc vừa vải Ông đen đen. hai hàng","Based on the given passage, the passage originates from the book ""Slim and the Big Lazy B"" by John Steinbeck. The author is John Steinbeck."
['george'],"George looked down at his feet. “Bus driver give us a bum steer,” he said. “We hadda walk ten miles. Says we was here when we wasn’t. We couldn’t get no rides in the morning.”","""title"": ""An Omnibus of Automobili"", ""author"": ""E.F. Benson""","George se miró los pies. —El conductor del autobús nos jugó una mala pasada —explicó—. Tuvimos que caminar diez millas. Dijo que ya estábamos junto al racho, y no era así. No pudimos encontrar quien nos trajera esta mañana.","""title"": ""A Esquina"",""author"": ""George Baretta""","George başını eğdi: ""Otobüs şoförü bize oyun etti,"" dedi. ""Tam on mil yol yürümek zorunda kaldık. Daha çok uzaktayken, geldik dedi bize. Bu sabah bizi getirecek bir araç bulamadık.","""title"": ""A Road Accident"",""author"": ""George Orwell""","George nhìn xuống chân: - Lão tài xế xe buýt nó lừa chúng tôi, thành ra chúng tôi phải đi bộ tới mười dặm đường. Nó nói là đã tới nơi rồi mà thật ra thì còn xa. Chúng tôi không gặp ai để quá giang tới đây cho kịp sáng nay cả.","Based on the given passage, the ""title"" appears to be ""A Journey Partway on the Road to Ten Thousand Miles"" and the ""author"" is ""Nguyễn Ngọc Bội"". However, I must note that the passage is in Vietnamese, and the title and author names may need to be translated to English for a more accurate identification. The passage is from a Vietnamese novel, and the author's name is Nguyen Ngoc Boi. Here is","Says at his was miles. We us “We looked driver in he walk couldn’t when George give here said. bum rides hadda morning.” feet. the wasn’t. a down “Bus we ten get steer,” we no","Based on the given passage, the source appears to be a conversation between people. Here is my best guess for the book and author based on the context:  ""Title"": ""A Traveler's Guide to Urban Transportation"" ""Author"": ""David Suchet""  However, the passage is quite fragmented and may not be a complete sentence or paragraph from the book. Therefore, this is just a guess, and the actual title and author may differ.","estábamos mañana. ya nos Tuvimos los esta jugó No autobús pies. del miró así. junto —explicó—. caminar mala diez una que millas. racho, quien nos encontrar al no pasada se pudimos y —El era trajera Dijo George que conductor","Based on the given passage, the passage originates from the Spanish novel ""El Amor en los Tiempos del Cóndor"" (Love in the Time of the Condor) by the Chilean author Roberto Bolaño. The author is Roberto Bolaño.","bizi Bu araç kaldık. yürümek şoförü mil on etti,"" zorunda sabah bize başını oyun bir ""Otobüs eğdi: geldik ""Tam bize. uzaktayken, Daha çok dedi. yol dedi George getirecek bulamadık."," ""title"": ""The Wheels of the Bus"",""author"": ""Patty Jo Wade and Patty Shukla""","cho đi chúng quá còn thật tới kịp xuống buýt chúng không Lão Chúng tôi, nơi tài để cả. xe thì tôi nó giang Nó George gặp ra nay nói xa. mười ai nhìn tới sáng rồi phải - thành lừa mà dặm bộ đường. tôi đã ra đây là chân: tới xế"," ""title"": ""The Adventures of George"",""author"": ""H.J. Byron"""
['george'],"George broke in loudly, “Oh! I ain’t saying he’s bright. He ain’t. But I say he’s a God damn good worker. He can put up a four hundred pound bale.”","""title"": ""The Life and Letters of Henry Bowen"", ""author"": ""Henry Bowen""",George interrumpió con voz muy alta. —¡Oh! No digo que sea inteligente. No lo es. Pero digo que para trabajar no hay quien le gane. Es capaz de cargar un fardo de doscientos kilos.,"""title"": ""La Tarea"",""author"": ""José Marti""","George, sesini yükseltti: ""Zekidir, demedim. Hiç de değildir. Ama işe gelince üstüne yoktur. İkiyüz kilo yük vur sırtına, bana mısın demez.","""title"": ""The Man with a Bag"",","George nói lớn: - Dạ thưa, nó không sáng dạ đâu. Nhưng làm thì nó khỏe lắm. Nó có thể nhấc hai tạ hàng.","""title"": ""George"",""author"": ""Some Author or An Unknown Author""","I up four say good a George But a put pound He he’s I broke ain’t “Oh! can ain’t. bright. bale.” saying He in he’s hundred loudly, damn worker. God","Based on the given passage, it appears that the text is a mixture of words and phrases that do not form a coherent sentence or passage. However, I can recognize some recognizable words and phrases, such as ""good,"" ""George,"" ""pound,"" ""bale,"" and ""God.""  The passage seems to be written in a non-standard or informal style, and it is difficult to determine the context or the book it originates from. However, I can identify some common words and phrases",No con Es muy que para quien hay un es. interrumpió George de digo No sea gane. voz capaz digo no de Pero lo fardo alta. doscientos que inteligente. cargar le trabajar —¡Oh! kilos.,"""title"": ""El Innominable"",""author"": ""Jorge Luis Borges""","sırtına, George, demez. mısın vur Hiç yoktur. işe sesini bana Ama üstüne de değildir. kilo yükseltti: yük İkiyüz gelince demedim. ""Zekidir,","Based on the given passage, the text appears to be from the work of a Turkish author. The language used in the passage is similar to some Turkish literature, and the words and phrases used are recognizable as Turkish.  The passage contains the phrase ""Zekidir,"" which is a common phrase in Turkish literature. The phrase ""Zekidir"" can be translated to ""It's okay"" or ""I understand"" in English.  Based on this information, my best guess","lớn: Nhưng - hai sáng Dạ thì làm thưa, đâu. nó nó nói có lắm. dạ nhấc Nó George tạ thể hàng. khỏe không"," ""title"": ""Diary of a Nobody"",""author"": ""George and Weedon Grossmith"""
"['lenni', 'lennie']","“Never mind, never mind. I’ll tell you when. I hate that kind of a guy. Look, Lennie, if you get in any kind of trouble, you remember what I told you to do?”","""title"": ""The Call of the Wild"", ""author"": ""Jack London""","—Nada. No te preocupes. Ya te lo diré. Me dan rabia los tipos como ése. Escucha, Lennie: si te metes en un lío, ¿recuerdas lo que te dije que hicieras?"," ""title"": ""Of Mice and Men"", ""author"": ""John Steinbeck"" ","""Bir şey değil, bir şey değil. Vakti gelince haber veririm. Bu çeşit heriflere hiç sabrım yoktur. Dinle beni Lennie, başına bir iş gelecek olursa, ne yapacaktın, hatırlıyorsun değil mi?","""title"": ""The Child's Wizard"",""author"": ""L. Frank Baum""","- Mày khỏi lo. Tới đấy rồi tao bảo. Cái ngữ nó tao thương không nổi. Lennie, nếu có chuyện gì xảy ra, mày nhớ tao dặn phải làm gì rồi chớ?","""title"": ""Of Mice and Men"",""author"": ""John Steinbeck""","you do?” remember told guy. “Never in I Lennie, mind, any of get what if hate kind you I’ll of tell Look, to never kind I a when. you mind. you trouble, that","""title"": ""Slam"", ""author"": ""Jonathan Teplitzky""","¿recuerdas tipos dije los te preocupes. ése. rabia No hicieras? Me diré. lo en te lo si que metes te un —Nada. como Escucha, dan Ya lío, Lennie: que te","""title"": ""Cannery Row"",""author"": ""John Steinbeck""","şey değil beni iş yoktur. haber bir hiç olursa, çeşit heriflere Lennie, değil, gelince gelecek Vakti hatırlıyorsun ne ""Bir Bu şey mi? Dinle sabrım değil. yapacaktın, bir veririm. başına","""title"": ""Of Mice and Men"",""author"": ""John Steinbeck""","nhớ chuyện mày làm ngữ đấy nếu lo. rồi nó Tới gì ra, phải khỏi tao - gì Lennie, tao thương xảy Mày dặn tao nổi. bảo. có không Cái chớ? rồi"," ""title"": ""Of Mice and Men"",""author"": ""John Steinbeck"" "
['george'],"From the washroom nearby came the sound of running water and rattling basins. George studied the cards. “Maybe we oughtta wash up,” he said. “But we ain’t done nothing to get dirty.”","""title"": ""The Dukes of Hazlewood"", ""author"": ""Jules A. C. Tavernier""",Del lavadero cercano llegaba el ruido de agua y de recipientes en movimiento. George estudió sus cartas. —Tal vez tendríamos que lavarnos –dijo—. Pero no hemos hecho nada que ensucie.,"""title"": ""The Hound of the Baskervilles"",""author"": ""Sir Arthur Conan Doyle""","Yandaki çeşmede akar suyun ve kımıldatılan kovaların sesi duyuluyordu. George, kağıtlarını gözden geçiriyordu. ""Gidip yüzümüzü yıkasaydık. Ama kirlenmek için de bir şey yapmadık ki."," ""title"": ""The Monk,"" ""author"": ""Thomas Hughes""","Trong phòng tắm bên cạnh, người ta nghe thấy tiếng nước chảy và tiếng thau loảng xoảng. George vẫn chăm chú tính bài. Nó nói: - Lẽ ra thì mình cũng nên đi tắm cái đã. Nhưng mình có làm gì bẩn đâu mà tắm."," ""title"": ""A Room with a View"",""author"": ""E.M. Forster""","basins. up,” cards. we From running the George get done water washroom nothing and wash came said. of nearby “Maybe to the we ain’t the sound rattling “But he studied dirty.” oughtta","""title"": ""The Dirty Room"", ""author"": ""David Ebershoff""",de que lavarnos cercano recipientes de y que vez estudió agua lavadero hecho George llegaba –dijo—. tendríamos ensucie. ruido movimiento. en hemos nada —Tal cartas. sus Pero el Del no,"""title"": ""El Innominable"",""author"": ""Jorge Luis Borges""","kağıtlarını için Ama akar ""Gidip kımıldatılan kirlenmek de bir ki. suyun Yandaki çeşmede George, sesi kovaların gözden şey duyuluyordu. ve geçiriyordu. yıkasaydık. yüzümüzü yapmadık"," ""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle""","Nó Lẽ cũng loảng mình - đi mà chú chảy cạnh, Trong nước bẩn phòng đã. xoảng. bên tắm George tiếng tiếng thau mình cái thấy làm Nhưng thì nghe tắm gì tắm. tính đâu vẫn ra người có bài. nói: và chăm nên ta"," ""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle"""
['george'],George stacked the scattered cards and began to lay out his solitaire hand. The shoes thudded on the ground outside. At the windows the light of the evening still made the window squares bright.,"""title"": ""Solitaire"", ""author"": ""E. A. Poe""","George reunió las cartas dispersas y comenzó a extender su solitario. Afuera, las herraduras golpeaban en la tierra dura. La luz del atardecer aún encendía las cuadradas ventanas.","""title"": ""The Solitude of Colonel Hake"",""author"": ""Alfred B. Street""",George dağınık kağıtları toplayarak yeniden açmaya başladı. Dışarda mallar küt diye yere çarpıyordu. Akşamın ışığı hâlâ pencereleri aydınlatıyordu.," ""title"": ""George's Summers Set"",""author"": ""Orhan Pamuk""","George thu các quân bài rải rác lại và bắt đầu bày một ván mới. Phía ngoài, tiếng móng sắt chạm mặt đất kêu ầm ầm. Ở cửa sổ trời bảng lảng hoàng hôn hãy còn để lại những khuôn vuông sáng.", ,the still solitaire the cards on outside. The the bright. window light the evening scattered windows ground his squares stacked At to of lay the made began out hand. the thudded George shoes and,"""title"": ""The","y reunió tierra las luz solitario. en ventanas. la dura. a las su las La atardecer del extender Afuera, dispersas George aún golpeaban encendía comenzó cartas herraduras cuadradas","""title"": ""El retrato de Dorian Gray"",""author"": ""Oscar Wilde""",açmaya mallar başladı. Akşamın çarpıyordu. hâlâ yere kağıtları küt aydınlatıyordu. toplayarak pencereleri yeniden diye Dışarda dağınık ışığı George," ""title"": ""George"",""author"": ""Orhan Pamuk""","kêu những George cửa ầm. còn các ván ngoài, lại thu sáng. sổ móng mặt để tiếng khuôn đầu và hôn một rác đất bảng bắt lảng hãy quân lại ầm mới. sắt rải Ở trời bài bày Phía hoàng chạm vuông","""title"": ""The War"",""author"": ""Stephen Crane"""
"['george', 'george—']","“I ain’t got no people,” George said. “I seen the guys that go around on the ranches alone. That ain’t no good. They don’t have no fun. After a long time they get mean. They get wantin’ to fight all the time.”","""title"": ""The Grapes of Wrath"", ""author"": ""John Steinbeck""",—Yo no tengo familia —dijo George—. He visto a los peones que andan solos por los ranchos. Eso no está bien. No se divierten nada. Al poco tiempo se hacen ruines. Y siempre están queriendo pelear.,"""title"": ""The Slang Dictionary"",""author"": ""George Barrington""","George: ""Aile namına kimsem yok,"" dedi. ""Çiftliklere tek başlarına çalışmaya gidenleri gördüm. Tatsız şey. Yaşamaktan zevk duymuyorlar. Sonunda kötü adam oluyorlar. Hep hırlaşmak istiyor canları."," ""title"": ""The Proud Valley"",""author"": ""Frank Barnard Emsley""",George nói: - Tôi chẳng có gia đình thân thích. Tôi thấy dân làm mướn trong trại cũng một thân một mình vậy. Chả ra làm sao cả. Họ chẳng còn cái thú gì nữa. Rốt cuộc họ trở thành hung dữ. Họ chỉ luôn luôn nghĩ đến chuyện đánh nhau thôi.,"Based on the given passage, the ""title"" appears to be ""George"" and the ""author"" is ""Nguyn Ba To"". This passage is from the Vietnamese translation of ""The Adventures of Tom Sawyer"" by Mark Twain, and the quote is from a character named George. The original work is written by Mark Twain, an American writer and humorist.","said. the “I time get to alone. They That time.” mean. fun. no seen good. ain’t the no ranches got they people,” wantin’ go have “I don’t no all long a ain’t fight guys After get They around that the George on","""title"": ""A Town Like Alice"", ""author"": ""Neel Mukherjee""",familia nada. siempre George—. poco los peones está tengo Eso He bien. que No Y ruines. se se queriendo no los por Al no tiempo divierten solos —Yo a ranchos. hacen pelear. —dijo visto están andan,"""title"": ""Cien Años de Soledad"",""author"": ""Gabriel García Márquez""","dedi. duymuyorlar. oluyorlar. gördüm. yok,"" başlarına şey. zevk ""Aile tek Sonunda çalışmaya Hep kötü ""Çiftliklere Yaşamaktan namına George: gidenleri canları. adam kimsem istiyor hırlaşmak Tatsız","""title"": ""The Adventures of George"",""author"": ""Orhan Pamuk""",hung thân họ còn George thích. Rốt thân chẳng làm trở cái thành mình dân thôi. - nhau đến Họ làm nghĩ chỉ chuyện có trong cả. Chả sao đánh dữ. mướn trại nữa. gia đình một luôn ra vậy. cuộc thú Họ gì cũng thấy luôn nói: chẳng một Tôi Tôi," ""title"": ""The Adventures of Tom Sawyer"",""author"": ""Mark Twain"" "
['lennie'],"Lennie came in through the door. He wore his blue denim coat over his shoulders like a cape, and he walked hunched way over.","""title"": ""Of Mice and Men"", ""author"": ""John Steinbeck""","Lennie entró por la puerta. Llevaba su chaqueta de estameña azul puesta sobre los hombros como una capa, y caminaba con el cuerpo muy inclinado.","""title"": ""Of Mice and Men"",""author"": ""John Steinbeck""","Lennie kapıdan girdi. Mavi bez ceketini pelerin gibi omuzuna atmış, öne doğru yalpalayarak yürüyordu.","""title"": ""The Call of the Wild"",""author"": ""Jack London""","Lennie hước vào tới cửa. Trên vai nó khoác một cái áo vét xanh như một chiếc áo choàng, đi ngả người về trước.","""title"": ""Sugar Creek Farm"",""author"": ""John Steinbeck""","over. the door. came like through his walked blue Lennie his in cape, denim shoulders way over wore he He hunched and coat a","""title"": ""Anthem"", ""author"": ""Ayn Rand""","los cuerpo como sobre azul de su y Llevaba hombros por el muy caminaba la estameña Lennie con puerta. capa, puesta inclinado. chaqueta entró una","""title"": ""Of Mice and Men"",""author"": ""John Steinbeck""","ceketini doğru pelerin öne girdi. omuzuna gibi yalpalayarak Lennie yürüyordu. bez atmış, kapıdan Mavi"," ""title"": ""Of Mice and Men"",""author"": ""John Steinbeck"" ","đi vét chiếc Lennie hước người về nó trước. vai một Trên choàng, khoác như áo cửa. xanh một cái ngả vào tới áo","""title"": ""The Call of the Wild"",""author"": ""Jack London"""
['carlson'],"“I don’t see no reason for it,” said Carlson. He went to his bunk, pulled his bag from underneath it and took out a Luger pistol. “Let’s get it over with,” he said. “We can’t sleep with him stinkin’ around in here.” He put the pistol in his hip pocket.","""title"": ""A Pulse of Privacy"", ""author"": ""David K. Ulin""","—No veo por qué —cortó Carlson. Fue hasta su camastro, sacó un paquete que había dejado y en su mano apareció una pistola Luger—. Acabemos de una vez. No podemos dormir con lo que apesta ese perro. Se metió la pistola en el bolsillo trasero del pantalón."," ""title"": ""The Kraken"", ""author"": ""Will Harben"" ","Carlson: ""Beklemek için sebep ne?"" dedi. Yatağına gitti, kerevetin altından çantasını çekti, içinden Luger marka bir tabanca çıkardı. ""Hemen bitirelim bu işi. Bu kenef kokusuyla uyunur mu be? Tabancayı arka cebine koydu.","""title"": ""A Gun-Car","Carlson nói: - Ích gì đâu. Hắn đi về phía giường, lôi cái sắc để dưới gầm. Và lấy ra khẩu súng Luger. - Làm phứt đi cho rồi. Đâu cũng thối chết thế này làm sao mà ngủ được. Hắn nhét khẩu súng phía sau.","""title"": ""The Mandalorian,"" ""author"": ""David Michelinie and Bob Kensinger""","here.” and see the out pulled around it He hip can’t Carlson. his no he pocket. went to him “I for reason took get said. it pistol underneath from “Let’s Luger put in a in his pistol. “We don’t He with with,” over sleep stinkin’ said his bag it,” bunk,","""title"": ""The Black Mirror"", ""author"": ""Vince Gilligan""","una —No una Se Acabemos su No pantalón. dejado apareció en hasta Carlson. podemos un sacó la pistola y dormir que bolsillo camastro, trasero —cortó vez. qué que pistola por con del paquete Luger—. de había Fue su lo metió veo en apesta perro. mano el ese","""title"": ""Cien Años de Soledad"",""author"": ""Gabriel García Márquez""","dedi. için marka Bu Carlson: işi. kokusuyla sebep koydu. çantasını arka çekti, be? bu cebine kenef bir Yatağına altından mu gitti, Tabancayı ""Hemen ""Beklemek kerevetin tabanca Luger ne?"" çıkardı. uyunur bitirelim içinden","""title"": ""The Adventures of Huckleberry Finn"",""author"": ""Mark Twain""","lấy sau. chết súng ra để thế mà khẩu - Ích nhét Luger. ngủ sao Làm - được. về đi nói: lôi thối phía Carlson cái dưới sắc đi làm giường, Và cũng này Hắn rồi. phứt Đâu đâu. gì cho Hắn khẩu gầm. súng phía"," ""title"": ""The Misfits"",""author"": ""William Faulkner"""
['george'],"George’s hands stopped working with the cards. His voice was growing warmer. “An’ we could have a few pigs. I could build a smoke house like the one gran’pa had, an’ when we kill a pig we can smoke the bacon and the hams, and make sausage an’ all like that. An’ when the salmon run up river we could catch a hundred of ’em an’ salt ’em down or smoke ’em. We could have them for breakfast. They ain’t nothing so nice as smoked salmon. When the fruit come in we could can it—and tomatoes, they’re easy to can. Ever’ Sunday we’d kill a chicken or a rabbit. Maybe we’d have a cow or a goat, and the cream is so God damn thick you got to cut it with a knife and take it out with a spoon.”","""title"": ""The Secret Life of Walter Mitty"",""""author"": ""James Thurber""","Las manos de George dejaron de trabajar con las cartas. Su voz se iba haciendo cada vez más cálida. —Y podríamos tener unos cuantos cerdos. Yo podría hacer un ahumadero como tenía mi abuelo y, cuando matáramos un cerdo, podríamos ahumar la panceta y los jamones, y hacer embutido y todo lo demás. Y cuando los salmones remontaran el río podríamos pescar más de cien y salarlos y ahumarlos. Podemos guardarlos para el desayuno. No hay nada más sabroso que el salmón ahumado. Cuando la fruta madurase, podríamos ponerla en latas..., y tomates, que son fáciles de conservar. Todos los domingos mataríamos un pollo o un conejo. Tal vez tengamos una vaca o una cabra, y la crema de la leche es tan, pero tan espesa, que para cortarla habrá que usar cuchillo."," ""title"": ""The Proud Family"",""author"": ""Bill","George, ellerini kağıtlardan çekti. Sesi daha dolgunlaştı: ""Bir iki domuzumuz da olur. Dedeminki gibi bir işleme yeri yaparım, domuz kestiğimiz zaman yağıyla jambonunu işleriz, sucuklar, daha bir sürü şeyler yaparız. Sonra balıklar dereye geldiği zaman, yüz kadarını tutar, tuzlayıp kuruturuz. Kahvaltıda diyetle yeriz. Bayılırım isli dere balığına. Yemiş mevsiminde konserve de yaparız. Domates konservesi yapmak kolaydır. Her pazar, tavuk veya tavşan keseriz. Belki de ineğimiz, ya da keçimiz olur, sütü o kadar koyu olur ki, kaymağımızı bıçakla keser veya kaşıkla alırız."," ""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle""","- Phần tôi lấy cỏ cho thỏ. Trời đất! Khỏi nói rồi. George ngừng tay không xốc bài nữa. Giọng nói đậm đà hơn: - Mình cũng có thể nuôi vài con heo. Tao sẽ xây một cái lò để muối thịt như ông nội tao ngày xưa và khi nào mình làm heo, mình có thể muối mỡ heo và “dăm bông”, làm lạp xưởng và hàng tá thứ khác. Khi nào cá hồi lội ngược dòng lên, tha hồ mà bắt đem muối và ướp. Sáng mình ăn lót dạ bằng cá hồi. Chà không có gì ngon bằng cá hồi ướp. Mùa trái cây, mình sẽ làm đồ hộp... Làm cà chua hộp dễ lắm! Mỗi chủ nhật, làm một con gà hay một con thỏ ! Mình cũng sẽ mua một con bò hay một con dê cái lấy sữa làm kem ăn thật đặc phải lấy dao cát ra rồi lấy muỗng xúc."," ""title"": ""The Adventures of Tom Sawyer"",""author"": ""Mark Twain"" ","the cards. it nothing a come as smoke can stopped to build so or few the with could hundred They an’ growing goat, pig or we like nice was we a ain’t could voice in hams, knife that. Ever’ when smoke so the a a the make kill When could the His An’ could pigs. hands We and with ’em river we’d thick like for tomatoes, a or breakfast. of could catch we cow an’ and God working down a and gran’pa run ’em can spoon.” we’d one have they’re take with ’em. salmon can. them the house sausage up smoke the bacon smoked Sunday it cream rabbit. chicken salt all warmer. to we salmon. fruit a a we have it—and out easy “An’ cut a George’s kill is damn got had, an’ and you have a I Maybe when"," ""title"": ""A Garden of Smoke and Hams"", ""author"": ""Lorrie Moore"" ","que Y desayuno. leche latas..., una y cuchillo. tengamos jamones, pero la y, matáramos cuando y —Y las tenía que podría cerdos. guardarlos remontaran Todos cabra, para vez cortarla nada hacer la demás. ahumadero cien el iba cálida. ponerla más los y podríamos que domingos la el podríamos río madurase, vaca se pollo voz de vez Cuando trabajar cuantos cerdo, tomates, cada para un fáciles tan Podemos con los y un Yo ahumar ahumarlos. conejo. los conservar. podríamos en Tal habrá es que y hay tan, todo cartas. No mataríamos una de de manos unos más pescar haciendo la George sabroso o el mi usar lo hacer dejaron salmón como y fruta ahumado. cuando tener podríamos Su Las abuelo un de embutido un y son de espesa, o salarlos más panceta salmones crema","""title"": ""Sopa de caracols"",""author"": ""José de Espronceda""","tavuk kuruturuz. ya yaparım, pazar, da diyetle balığına. Sesi yeri ""Bir yüz George, kadarını mevsiminde sucuklar, koyu gibi ineğimiz, Her o yaparız. kestiğimiz dolgunlaştı: dereye konservesi bıçakla Dedeminki Sonra ki, ellerini Belki domuz Domates tuzlayıp olur kadar keçimiz kağıtlardan de kaşıkla sütü daha isli olur, işleriz, zaman, veya keseriz. de Kahvaltıda Yemiş yaparız. çekti. tutar, balıklar da olur. veya geldiği kolaydır. sürü Bayılırım daha kaymağımızı yeriz. keser zaman yağıyla bir şeyler yapmak bir alırız. işleme domuzumuz jambonunu iki dere tavşan konserve","Based on the given passage, the text appears to be an excerpt from a cookbook or recipe guide. The language used is simple and straightforward, and there are no obvious references to a larger narrative or plot. The author appears to be describing various recipes for dishes such as chicken, turkey, and ham.  The author's style and use of language are reminiscent of a classic cookbook, which suggests that the book was written in the past. The recipes themselves are not particularly unusual or complex,","dạ hồ dễ cũng xúc. thứ heo. Khi hàng xốc Tao làm ông phải George Mình bắt không lò muối và thỏ. như làm sẽ hay sữa đồ có hồi con cũng để dao ngày tay gà cá nào muỗng mình lên, bò mình dòng ra làm bông”, trái rồi. đem hồi. thật làm nội gì làm mình tá hộp... xưởng không muối chua Mùa lạp đà tha khác. mỡ - và nào Khỏi cái nữa. muối đậm ăn chủ một và heo, Làm Sáng đặc lội ngon hộp cho lắm! thể sẽ - cá ngừng ăn bằng cỏ nuôi nói có lấy mua tôi hay lót con cá con lấy sẽ cà một khi tao thỏ hơn: mình heo Phần cây, Giọng thể Mình vài lấy Trời thịt và con xưa ướp. cái Mỗi rồi Chà có mà bằng một một lấy cát một bài xây ngược đất! nói dê ướp. hồi kem ! con nhật, “dăm","""title"": ""The Adventures of Tom Sawyer"",""author"": ""Mark Twain"""
