en,en_results,Single_ent,en_prompts_shuffled,en_prompts_shuffled_results
"He nods. “A little more than a week ago, her little brother, Abel, turned fifteen. That night, he and three friends were out partying, and found themselves near the river. Emboldened by their youth and feeble-mindedness, they challenged each other to swim across it, touch the riverbank that belongs to Were territory, and then swim back. A show of bravery, if you will.”","""title"": ""The Twilight Saga: New Moon"", ""author"": ""Stephenie Meyer""",['abel'],"week if night, the riverbank and it, youth three little ago, out and little fifteen. were nods. territory, “A you friends and feeble-mindedness, than back. He found bravery, Abel, across river. by to turned themselves That Emboldened then near that partying, they swim a belongs touch her will.” Were he A challenged more each and show their the of to other brother, swim","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
"“Their succession of power is not particularly sophisticated. Weres are most closely related to dogs, after all. Suffice to say, Roscoe is dead.”","""title"": ""The Mammoth Hunters"", ""author"": ""Jared Diamond""",['roscoe'],"most dead.” closely “Their dogs, Roscoe are sophisticated. to to power after say, is Weres succession not is Suffice all. particularly of related","""title"": ""The Art of the Mix Tape"", ""author"": ""Rob Tannenbaum"""
"“He is young, you see. Around your age and built of a different stock. As savage as Roscoe, perhaps, but more open-minded. He believes that peace in the region is possible. That alliances among all three species should be cultivated.”","""title"": ""Alton Tina's Brood"",""author"": ""L. Timmel""",['roscoe'],"a among stock. should in species as be savage region Around you open-minded. your young, is that of As believes perhaps, and peace built Roscoe, “He more possible. all cultivated.” but That He alliances see. different the age three is","""title"": ""The Art of Public Speaking"",""author"": ""Dale Carnegie"""
"“The other children knew that I’d be the one sent to the Humans, and they started calling me fangless traitor as soon as they could form full sentences. Or have you forgotten when I was seven, and the sons and daughters of your fellow councilmen stole my clothes and pushed me out in the sun right before midday? And those same people spat on me and mocked me when I returned from ten years serving as their Collateral, so I’m not—” I exhale slowly, and remind myself that this is fine. I am fine. Untouchable. I’m twenty-five and I have my fake Human IDs, my apartment, my cat (fuck you, Serena), my . . . Okay, I probably don’t have a job right now, but I’ll find another soon, with 100 percent fewer Pierces. I have friends—a friend. Probably."," ""title"": ""The Fault in Our Stars"", ""author"": ""John Green"" ",['serena'],"that apartment, in . cat and my I soon, sun IDs, seven, And forgotten my Humans, me “The fewer another myself stole Pierces. am they years Okay, have fake I I’d as and was friend. sons out I to (fuck 100 me sent could calling the as form before and my you Serena), children returned and midday? have fellow with Probably. serving a and remind I have twenty-five ten right I fine. those as I’m now, they my other friends—a I your mocked Or from probably me same I’m . and job started Human when I Untouchable. on exhale me that . have daughters my don’t is right the fangless percent their clothes but councilmen traitor and fine. I’ll of the be you, pushed sentences. the when so people one not—” full knew this spat Collateral, find soon slowly,","Based on the given passage, the passage originates from ""The Human Condition"" by Masao Miyoshi. The author of this passage is Masao Miyoshi."
"“They see a wedding between a Vampyre and an Alpha that was supposed to broker peace, but ended in death. The Weres are animals, and always will be, but we are on the road to extinction, and the good of the most must be considered. If we let the Humans and Weres form an alliance that excludes us, they could completely wipe us out—”","""title"": ""The Underland Chronicles"", ""author"": ""Scholastic Press, Elizabeth C. Bunce""",['vampyre'],"of excludes form we ended the will animals, the and broker be considered. Weres Alpha in death. to If extinction, alliance out—” supposed and wedding was be, must we could an are and but “They between that that wipe us Humans the us, the let a completely peace, Weres are always and on see Vampyre they an but road The most good a to","""title"": ""Vampires: A Weres' Guide"", ""author"": ""Author Name"""
"I only ever laughed out loud with Serena, which means that it must have been well over a month since I last did it. My brain nearly hiccups, startled at these newfangled, mysterious sounds my voice box is producing. “Did you drink rotten blood? Because you’re unhinged.”","""title"": ""The Crucible"", ""author"": ""Arthur Miller""",['serena'],"startled been it My ever with box at my a drink have producing. you’re month blood? rotten over loud since Because sounds only I newfangled, must did laughed unhinged.” is I means hiccups, nearly out voice “Did which Serena, that well you brain mysterious last it. these","""title"": ""The Polychrome Comics"", ""author"": ""Jefferey Brown"""
"“Vampyres cannot.” I shoot to my feet and begin pacing away from him, massaging my temple. “Why are you asking me? I cannot be your first choice.”","""title"": ""Vampires: The Undead Among Us,"" ""author"": ""L.J. Smith""",['vampyres'],"cannot.” “Why to from are temple. choice.” shoot away pacing begin cannot massaging you my asking feet I and him, my first your I me? be “Vampyres","""title"": ""Vampyres: A Gothic Novel"", ""author"": ""Caroline Stevermer"""
"“You aren’t,” he says flatly. He has plenty of faults, but lack of honesty was never among them. “Nor our second. The council is in agreement that we must act, and several members have offered their relatives. Originally, Councilman Essen’s daughter agreed. But she had a change of heart—”","""title"": ""The Three Body Problem"", ""author"": ""Cixin Liu""",['essen'],"of The that But second. she we has a and aren’t,” members Originally, must “You plenty says Councilman their agreed. but lack had He was offered heart—” he agreement them. Essen’s council act, our change faults, have several of “Nor daughter flatly. in is relatives. honesty never among of","Based on the given passage, the text appears to be an excerpt from a larger work, but I can still identify a few key phrases and words that may help in determining its origin. The phrases ""second. she we has a and aren’t,"" ""Essen’s council act,"" and ""honesty never among"" suggest that the passage may be from a German-language text.  After conducting some research, I found that the passage is from the novel ""Die Frauen des"
"And yet, here I am. With Governor Davenport. Leaning on my elbows over the balcony that overlooks the courtyard where I just got married. Biting back a sigh before explaining:","""title"": ""A Simple Favor"", ""author"": ""Paul Hackett""",['davenport'],"back Davenport. before I elbows my sigh am. on With balcony got I explaining: overlooks over And Governor just where Leaning the courtyard yet, the Biting a that here married.","""title"": ""A Gentleman's Dignity"", ""author"": ""Kim Eana"""
"Gauging intoxication levels in Humans is always a struggle, but I’m fairly sure the governor is not not drunk. “You asked who gave me my name. It was the Vampyre council.”","""title"": ""Vampires, Governors, and Other Strange Objects"",""author"": ""T. Lee Harris""",['vampyre'],"drunk. Humans I’m governor who the not fairly not but a Gauging sure in intoxication council.” struggle, was name. levels the is It me gave “You asked Vampyre is always my","""title"": ""Vampyres: A Book of the Name"",""author"": ""Regine Petersson"""
"Serena was like that, too, when I first met her. “So crucifixes burn you?” she asked me a couple of weeks into our cohabitation, after I failed to convince her that the viscous red liquid I kept in my fridge was tomato juice.","""title"": ""The Girl on the Train"", ""author"": ""Jessica Kinnell""",['serena'],"like her. couple asked juice. viscous cohabitation, to I crucifixes first my Serena I was after I that, tomato too, you?” red weeks a kept was of liquid burn in when me met she failed our into that “So convince her the fridge","""title"": ""The Drowning People"",""author"": ""Lawrence"
"“Shit,” I mutter softly, rubbing the bridge of my nose. Was Moreland married before? If that’s the case, I cannot comprehend how pissed he must be at the prospect of being shackled to me while his wife is far away, first in line to the slaughter. Maybe that’s why he flipped earlier?","""title"": ""The Polk Street Series Book 3: The One Who Got Away"", ""author"": ""S.M. Wilson""",['moreland'],"to while cannot mutter Maybe being case, before? earlier? that’s If I me shackled Was far first why comprehend in line that’s his away, slaughter. the he Moreland married to prospect the nose. is softly, my the “Shit,” rubbing how the I pissed bridge wife at of be he of must flipped","Based on the given passage, the text appears to be a mixture of words and phrases that are difficult to understand. However, I can identify some recognizable words such as ""Maybe"", ""shackled"", ""slaughter"", and ""prospect"". I am unable to determine the context or the specific book this passage originates from, but the words ""Shit"" and ""pissed bridge wife"" suggest that it may be a part of a humorous or satirical work.  Based on"
"Moreland presses his lips together. His jaw clenches and he says something, but his voice is deeper, lower than his companions’. I cannot make out the words over the background noises.","""title"": ""The Drowning Boys and Other Stories"", ""author"": ""Richard Adams""",['moreland'],"out the companions’. words and clenches his the Moreland make noises. cannot background his together. His his jaw voice is but something, says over lower than lips deeper, presses I he","""title"": ""The Hound of the Baskervilles"",""author"": ""Sir Arthur Conan Doyle"""
"A short distance away, two children are bawling. They are toddlers, one with dark skin and lilac eyes, the other pale and blue-eyed. A Vampyre and a Were. Between them lies a dark blue superhero action figure, broken in two at the waist. And next to them, clutching their respective sons, are a Vampyre father and a Were mother. Who, for reasons I cannot divine, thought that bringing children here would be a good idea, and now are showing their fangs at each other. Growling. Drawing the attention of the other guests, who start to gather around them protectively. Or maybe aggressively.","""title"": ""The Twilight Saga: New Moon"", ""author"": ""Stephenie Meyer""",['vampyre'],"aggressively. around to good of Vampyre and other. Or with away, be idea, the at dark clutching eyes, attention are maybe Were. broken them children skin Growling. cannot a fangs Drawing to waist. blue-eyed. protectively. guests, And one and are a the I them figure, a the action for They blue A the superhero sons, bawling. start dark gather would in lilac are other divine, showing are a reasons Were pale each and Between that their here two Who, mother. father at other now short respective two their next A children who distance bringing and thought toddlers, a and Vampyre lies them,","""title"": ""The Twilight Saga"", ""author"": ""Stephenie Meyer"""
"“It’s all good,” Moreland says. Calm. Reassuring. Not to the father, but to the child. As he holds out the intact action figure—not broken, after all.","""title"": ""The One Year Love Language Mini-Version for Kids"", ""author"": ""Dr. Stephen R. Covey""",['moreland'],"but the action “It’s holds As says. all intact Calm. Not Moreland after Reassuring. to the child. out figure—not broken, to the good,” father, he all.","""title"": ""The Great Sixties and Other Stories"", ""author"": ""V.S. Naipaul"""
"“Anything you’d like to say?” Moreland asks, this time to the Were child. The boy blinks several times before looking at the ground with a pout.","""title"": ""The Were Chronicles"", ""author"": ""David Wellington""",['moreland'],"Were times a pout. child. blinks before looking to ground time say?” boy the you’d The several to at this like “Anything asks, Moreland with the","""title"": ""A Child's Garden of Verses"",""author"": ""Robert Louis Stevenson"""
"“Make sure it doesn’t happen again. Tell the others, too,” he quietly orders the ginger and the older Were, who nod and leave to mix with the guests. Moreland sighs, and I wait for a handful of seconds, hoping he’ll join them and clear my way.","""title"": ""Untitled Book or Story",['moreland'],"Tell hoping the of wait he the older orders others, it too,” and he’ll way. doesn’t Moreland Were, who mix sure for a to join leave with ginger and the handful quietly sighs, my them nod I happen again. guests. and seconds, clear the “Make and","""title"": ""A House with a Room for Me and You"",""author"": ""Laurie R. King"""
"“I know you’re there,” he says, not looking at anyone in particular. I have no idea who he’s addressing until he adds, “Come down, Miss Lark.”","""title"": ""The Lady Vanishes"", ""author"": ""Alexander MacKendrick and Emeric Pressburger""",['lark'],"not anyone particular. Lark.” I adds, until “I no he you’re at says, have “Come who Miss looking he down, in idea he’s there,” addressing know","""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle"""
"Given the . . . incident a couple of hours ago, I’m hesitant to go stand next to him. But perhaps I shouldn’t have worried: when I reach his side, his nostrils twitch and a muscle jumps in his jaw, but that’s about it. Moreland doesn’t look my way, nor does he seem too tempted to mangle me.","""title"": ""The Polyscope of Death and Other Stories"", ""author"": ""Mark Z. Danielewski""",['moreland'],"stand a reach doesn’t perhaps next he incident tempted twitch have . muscle a . look jaw, jumps does him. ago, I to it. I hesitant of couple and that’s Moreland to his side, way, too hours seem when . to his in my I’m but go his But mangle the about worried: me. shouldn’t nostrils Given nor","""title"": ""The Girl on the Train"", ""author"": ""Paula Hawkins"""
"It’s a pity that I smell foul to Moreland, because his blood is nice. Engulfing. Healthy and earthy and a bit rough. His heartbeat is strong and vibrant, like a caress to the roof of my mouth. I don’t think it’s just a Were thing, because the others here at the wedding seem less inviting. But maybe I just haven’t gotten close enough to—","""title"": ""The Twilight Saga: Eclipse"", ""author"": ""Stephenie Meyer""",['moreland'],"It’s think to haven’t blood I my Healthy mouth. I here because His smell and others strong is like close and a pity just gotten earthy less a Engulfing. that to— of enough rough. inviting. thing, because wedding is maybe bit heartbeat it’s But caress to I vibrant, and a at nice. the the just foul a roof Were don’t seem his the Moreland,","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald"""
"I meet Moreland’s eyes, more baffled than offended. And perhaps a little peeved that I cannot insist that my one living parent gives a shit about me. “Why?”","""title"": ""The Expanse - Book One: Leviathan Wakes"",""author"": ""James S. A. Corey""",['moreland'],"I about me. insist gives my that cannot than meet that “Why?” a I baffled offended. eyes, perhaps And Moreland’s one shit living little more peeved parent a","""title"": ""Conversations with My Garden"", ""author"": ""Monty Don"""
"He nods thoughtfully, turning me around. New couples are starting to join us, none looking enthused—likely marched to the dance floor by our zealous wedding planner. My eyes meet Deanna Dryden’s; she held me down and stuffed my mouth with feathers when I was seven, disappeared from my life for ten years, then called me a Humanfucker in front of a crowd of dozens when we next crossed paths. We nod at each other politely."," ""title"": ""The Omen Room"", ""author"": ""Richard Dalby Shaw""",['deanna dryden'],"couples our politely. to New my floor at feathers when then a meet a front me I to wedding from life He nod are paths. dozens Dryden’s; crowd around. in We planner. we my seven, dance Humanfucker starting ten crossed none and by called marched mouth was My enthused—likely nods of me down me eyes us, she with join of for thoughtfully, the next looking when years, zealous other each held disappeared turning stuffed Deanna","""title"": ""Humanfucker"", ""author"": ""J.D. Smith"""
"“Or desperately.” The music plays on, but Moreland halts, and so do I. We stare, a hint of challenge swirling between us.","""title"": ""The Poltergeist and Other Stories"",""author"": ""Richard Matheson""",['moreland'],"so “Or us. swirling plays but desperately.” of a on, We I. between do halts, The Moreland challenge and hint music stare,","Based on the given passage, the text appears to be from the work of a poet or writer, possibly containing lines from a poem or a quote. However, the text is somewhat difficult to understand due to the formatting and possible errors. Here is my best guess based on the available information:  Based on the words ""halts,"" ""challenge,"" and ""music,"" the passage seems to be related to a poem or a quote about the challenges and joys of life. The author's name"
"No, we Vampyres don’t pulverize in the sun like glitter bombs. Sunlight burns us and it hurts, but it won’t kill us unless the exposure is unfiltered and prolonged. However, we are pretty useless in the middle of the day, even inside. Lethargic and weak and crawly and headachy, especially during late spring and summer, when the rays hit at that pesky steep angle. “This crepuscularity of yours is really cramping my brunch lifestyle,” Serena used to say. “Also, the fact that you don’t eat.”","""title"": ""Vampyres: A Collection of Twilight Fan Fiction"", ""author"": ""various authors""",['serena'],"in we at cramping us but fact However, don’t kill are us and middle Serena really you it and rays lifestyle,” the headachy, used spring Sunlight of hurts, of day, unless No, my and steep the it useless is the late the when pulverize summer, we even and in don’t eat.” Vampyres and “This bombs. sun that prolonged. brunch pesky exposure say. angle. won’t weak especially crawly glitter Lethargic the during crepuscularity hit “Also, is that yours to pretty burns like the unfiltered inside. and","Based on the given passage, the passage originates from the book ""Vampyres: A Collection of Twilight Fan Fiction"" by various authors. The author of this specific passage is unknown, as it is a collection of fan fiction based on the Twilight series."
"Ana sighs, and rolls her eyes, and pouts like she was asked to file a tax return, but eventually she does leave, sneaking me an impish smile. My sleep-addled brain briefly considers returning it, then recalls that I let my fangs regrow.","""title"": ""The Stolen Bunny"", ""author"": ""Lois G. Griffin""",['ana'],"fangs brain and she my sneaking sighs, Ana returning impish eyes, asked her I it, like pouts leave, considers let a briefly to was recalls file that she me My eventually sleep-addled does then tax an rolls return, and but smile. regrow.","""title"": ""The Collected Fictions of Henry James"",""author"": ""Henry James"""
"“It will be different here.” Her eyes move from mine and trace the contours of the room, still a mess of moving boxes and piles of clothes. Her gaze hiccups on the bare mattress, now stripped of the sheets and blankets that I dragged inside the closet, then stops on the only thing I put up on the wall: a Polaroid of me and Serena looking away from the camera during that sunset lake tour we did two years ago. Some guy took it without asking, while we were dangling our feet in the water. Then he showed it to us and said he’d only return it if one of us gave him our number. We did the only logical thing: caught him in a headlock and forcibly took the photo.","""title"": ""Four Letters of Love"", ""author"": ""E L James""",['serena'],"we only different tour water. up thing mess mattress, mine on headlock photo. piles move inside said We took and return looking ago. the did hiccups number. closet, stripped “It the Polaroid during camera eyes sheets our on he took moving were the if of Some now us Her that and dragged gaze of from and while thing: of that a will our gave the on he’d of still him and trace from here.” away only years only him put I Her contours sunset stops lake the the one I boxes Then and in guy and it the caught forcibly in two the then dangling us the clothes. of of Serena be the showed did to it it the logical bare feet room, me blankets asking, without a wall: a we","""title"": ""The Polaroid Chronicles"", ""author"": ""Michael Finkel"""
"No shit. “And I don’t know you enough to make a judgment. Your jeans are cool, though.” Riveting conversation, but I’m about to pass out. Thankfully, with one last withering look, Juno leaves.","""title"": ""The Alter Ego and Other Stories"", ""author"": ""David Sedaris""",['juno'],"look, Riveting I’m know you enough with Thankfully, about “And one though.” I a are but judgment. leaves. shit. cool, last Your out. to withering don’t to No pass Juno jeans make conversation,","Based on the given passage, it appears that the text is a distorted and confusing version of a sentence from a book. However, I can still identify some recognizable words and phrases, such as ""Riveting,"" ""Thankfully,"" and ""Juno jeans.""  The sentence structure and use of words suggest that the passage may be from a contemporary work, possibly a novel or a collection of short stories. The language used in the passage is informal and contains slang, which could be a"
"The corner of my eye catches a hint of movement. I turn, half expecting Ana to make a comeback, but it’s just Serena’s goddamned fucking cat, stretching his way out from under the bed.","""title"": ""The Mortal Instruments: City of Bones"",""author"": ""Cassandra Clare""",['ana'],"goddamned eye half cat, of of hint bed. Ana my The out just expecting stretching to under but I fucking movement. from Serena’s comeback, way his a make a catches turn, it’s corner the","""title"": ""Sports-related article or commentary"", ""author"": ""Unknown"
"Growing up collecting attempted murders like milk teeth tempered me and taught me to be calm under pressure. And yet I still remember it, that first churning twist in my stomach when Serena didn’t turn up to my place for laundry night. Didn’t reply to my texts. Didn’t pick up the phone. Didn’t call in sick to work, and simply stopped showing up. It felt a lot like fear.","""title"": ""The Alchemist's Daughter"", ""author"": ""Beth Anyona""",['serena'],"phone. a felt murders Didn’t be night. taught sick to when laundry work, tempered And it, up turn Serena still reply I first texts. lot yet to It remember up like me and up. up stomach fear. like attempted stopped simply didn’t and to churning place pressure. teeth for under collecting calm Didn’t me my twist in call my the milk to Didn’t my pick that Growing in showing","Based on the given passage, the source appears to be a mixed collection of sentences and phrases from various contexts. However, I can identify some recognizable words and phrases, such as ""laundry work,"" ""tempered,"" ""serena still reply,"" ""texts,"" ""churning place,"" and ""milk to didn't my pick.""  One possible match for this text is ""The Drowning Girls: A Bipolar Diaries"" by A.M. Dellino. The"
"He paused. Then, for the first time, he nodded and picked up a notepad. I felt a spark of hope. “Cat’s name?”","""title"": ""The Cat Scratch Detective"", ""author"": ""L.T. Meade""",['cat'],"up felt I notepad. of a “Cat’s a Then, first the and he paused. for nodded picked time, hope. He spark name?”","Based on the given passage, the text appears to be an excerpt from a fictional work. The unusual structure and use of language suggest that it may be a part of a humorous or surreal story.  The passage contains several non-standard expressions, such as ""notepad. of a,"" ""Cat’s a Then, first the,"" and ""he paused. picked hope. He spark name?"". It is possible that these expressions are intended to convey a sense of confusion or absurd"
"“A few days? She still wouldn’t let the little asshole starve,” I hurried to add, but the officer had already dropped his pen. And even though I went back to the station three times that week, and eventually managed to get a missing person report filed, no one did anything to find Serena. The hazard, I guess, of being alone in the world: no one to care that she was safe, and healthy, and alive. No one but me, and I didn’t count. I shouldn’t have been surprised, and I wasn’t. But apparently I still had the capacity to feel hurt.","""title"": ""The Caskets"", ""author"": ""Tom Sharpe""",['serena'],"been already let that surprised, hurt. add, I did and No She hurried of care but I officer But feel shouldn’t I had still no me, being safe, no and I and asshole to she apparently times one even still the one one managed world: eventually the a filed, I person count. anything Serena. The went missing to starve,” report have in didn’t wasn’t. had week, wouldn’t capacity few that to three dropped and hazard, and And to guess, station pen. to the get find I alone to but I “A though little was the back his the days? healthy, alive.","Based on the given passage, the text appears to be an excerpt from a larger work, but I can identify a few key phrases that may help in identifying the source. The phrases ""she apparently times one even still the one one managed world: eventually the a filed,"" and ""starve,"" suggest that the passage may be from a science fiction or dystopian novel.  The phrase ""she apparently times one even still the one one managed world: eventually the a filed,"" also contains the word"
"Because no one cared whether I was safe, or healthy, or alive. No one but Serena. The sister of my heart, if not of my blood. And even though I’d been plenty alone, I’d never felt so lonely as after she was gone.","""title"": ""Book name"", ""author"": ""Sarah J. Maas""",['serena'],"plenty or And alive. or been one so whether was one Serena. my Because was sister no though after even blood. never felt lonely safe, but healthy, cared I gone. she heart, alone, The if of as not my No of I’d I’d","""title"": ""A Memoir of Life and Love"" , ""author"": ""Jane Smith"""
