Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_prompts_shuffled,en_prompts_shuffled_results,es_prompts_shuffled,es_prompts_shuffled_results,tr_prompts_shuffled,tr_prompts_shuffled_results,vi_prompts_shuffled,vi_prompts_shuffled_results
['bruno'],"‘Hey, you!’ he shouted, then adding a word that Bruno did not understand. ‘Come over here, you—’ He said the word again, and something about the harsh sound of it made Bruno look away and feel ashamed to be part of this at all.","Based on the given passage, the ""title"" of the source is unclear, but the author appears to be ""Bruno"". The author's full name is not mentioned in the passage, but based on their body of work, the author can be identified as ""Bruno Werner,"" a German architect and writer who collaborated with Ludwig Mies van der Rohe on the design of the Farnsworth House. The source of the passage is likely a book or article written by Bruno Werner.","—¡Eh, tú! —gritó, y añadió una palabra que Bruno no entendió—. Ven aquí... —dijo la palabra otra vez, y su áspero sonido hizo que Bruno desviara la mirada y se sintiera avergonzado de formar parte de aquella escena."," ""title"": ""The Thousand and One Nights"", ""author"": ""Ali Baba and the Forty Thieves (original story by Mikhail Kheraskov), Calif Alisan (adaptor), and various contributors"" ","“Hey sen!” diye bağırdı, sonra Bruno’nun anlamadığı bir sözcük ekledi. “Buraya gel, seni...” sözcüğü tekrar söyledi ve sesindeki kabalık Bruno’nun bu işin parçası olmaktan utanmasına ve başka yöne bakmasına neden oldu.","Based on the given passage, the ""title"" is ""Hey sen!"" and the ""author"" is ""Bruno Mayer"". However, it's important to note that the passage provided is a quote from the character Bruno in Bruno Mayer's novel, ""Der Zweck"" (The Purpose, also known as ""The Criminal"" or ""The Murderer"" in English). Bruno Mayer was a German writer and journalist, born in Breslau, Prussia (now Wrocł","“Ê, ông già!” anh ta hét lên, rồi sau đó nói kèm thêm một từ mà Bruno không thể hiểu nổi. “Lại đây nào, đồ...” Anh ta nhắc lại từ ấy, và có gì đó trong âm điệu thô thiển của nó khiến Bruno phải nhìn sang hướng khác, cảm thấy xấu hổ khi đã góp phần vào tất cả chuyện này.","Based on the given passage, the ""title"" is ""Book name"" and the ""author"" is ""Gödel, Escher, Bach: An Eternal Golden Braid"" by Douglas Hofstadter. The passage is a quote from the book and the author is Douglas Hofstadter.","feel sound and word harsh the over word that ‘Hey, then you—’ not said at of Bruno made again, did part be Bruno away understand. of to ashamed it he all. look this adding about shouted, the something He here, ‘Come and a you!’","""title"": ""Shot"", ""author"": ""Bruno Vincent""","añadió —dijo sonido la y que desviara —gritó, aquella tú! entendió—. parte formar de vez, se sintiera y áspero hizo palabra que su Bruno aquí... no Bruno mirada avergonzado palabra Ven la una de —¡Eh, y otra escena.","""title"": ""Don Quixote"",""author"": ""Miguel de Cervantes Saavedra""","başka oldu. bu söyledi ve “Hey bir bağırdı, tekrar sözcüğü utanmasına Bruno’nun Bruno’nun “Buraya anlamadığı ve sen!” neden sözcük işin olmaktan seni...” diye yöne sonra gel, sesindeki kabalık bakmasına ekledi. parçası"," ""title"": ""The Egoist"",""author"": ""Henry James"" ","góp rồi thể chuyện đồ...” Bruno lên, một “Ê, ông kèm có già!” cảm thấy xấu điệu hổ không ấy, của từ đây mà trong hướng phải sang nhắc “Lại thiển hét Anh nhìn hiểu lại tất cả ta nổi. Bruno từ khi này. khiến nói và thêm sau nó anh khác, vào nào, đó phần âm gì đã thô đó ta"," ""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle"""
['pavel'],"‘It’s not that bad,’ said Pavel, but in a gentle and kindly voice. ‘Don’t make it worse by thinking it’s more painful than it actually is.’","""title"": ""A Narrative of Criminal Investigation,"" ""author"": ""Vladimir Nabokov""","—No duele tanto —dijo Pavel con voz suave y amable—. Si piensas que duele más de lo que en realidad duele, es peor.","""title"": ""Crime and Punishment,"" ""author"": ""Fyodor Dostoevsky""","“O kadar kötü değil,” dedi Pavel, yumuşak ve nazik bir sesle. “Olduğundan fazla acı verdiğini düşünerek daha da kötüleşmesine neden olma.","""title"": ""The Libretto"",""author"": ""Anton Chekhov""","“Có đau tới thế đâu,” Pavel nói, nhưng bằng một giọng thật dịu dàng và đôn hậu. “Đừng làm cho vết thương tệ hơn bằng cách nghĩ nó đau hơn thực tế.”","""title"": ""The Loneliness of Pavel,"" ""author"": ""Dostoevsky, Fyodor""","painful make it but said worse ‘Don’t gentle bad,’ thinking is.’ that it’s a than ‘It’s kindly more actually it in and voice. Pavel, by not","""title"": ""Crime and Punishment"", ""author"": ""Fyodor Dostoevsky""","duele con amable—. piensas es Si y que de suave en —No más tanto voz peor. realidad lo Pavel duele, duele que —dijo","""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky""","“O ve bir kadar acı yumuşak dedi fazla verdiğini Pavel, neden kötüleşmesine düşünerek nazik kötü olma. da daha “Olduğundan değil,” sesle.","""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky""","hậu. làm cách bằng dịu và Pavel “Có hơn “Đừng tế.” cho vết thật bằng dàng nói, đau đau một đâu,” nghĩ nó thực hơn thế thương nhưng đôn tệ tới giọng","""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky"""
"['pavel', 'pavel—']","‘You’re welcome,’ said Pavel. ‘Now you need to stay sitting there for a few minutes before you walk around on it again, all right? Let the wound relax. And don’t go near that swing again today.’","""title"": ""War and Peace"", ""author"": ""Leo Tolstoy""","—De nada —repuso Pavel—. Ahora tienes que quedarte aquí sentado unos minutos. Dentro de un rato podrás volver a andar, ¿de acuerdo? Deja que la herida descanse. Y será mejor que hoy no vuelvas a subirte al columpio.","Based on the given passage, the ""title"" is ""Pavel"" and the ""author"" is ""Leopold Sobbe"". However, it's important to note that the passage provided is a snippet from a larger work, and the full context and title of the book may be different. The passage is from Sobbe's novel ""Pavel"" (1905), which was published posthumously. Leopold Sobbe was a German writer and journalist.","“Bir şey değil,” dedi Pavel. “Tekrar üstüne basıp yürümeden birkaç dakika orada oturmalısın, tamam mı? Yara biraz rahatlasın. Bugün, bir daha o salıncağın yanına gitme."," ""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky"" ","“Không có gì,” Pavel nói. “bây giờ cậu phải ngồi yên trong ít phút nữa trước khi cậu lại chạy đi chơi với đôi chân này, được chứ? Hãy cho vết thương thư giãn đôi chút. Và hôm nay đừng có tới gần cái đu nữa đấy nhé."," ""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky""","‘You’re for minutes don’t today.’ all there need it relax. around sitting go Let near again, said stay swing few again the walk welcome,’ ‘Now wound on And Pavel. right? to a before you you that","""title"": ""Pushing Tamara Down"", ""author"": ""Douglas Hulick""","que volver la columpio. unos subirte —De ¿de Dentro quedarte a será tienes mejor sentado Y hoy Ahora de rato que no acuerdo? podrás que andar, nada al Pavel—. aquí un vuelvas minutos. herida descanse. Deja a —repuso","""title"": ""The Gay Science"",""author"": ""Friedrich Nietzsche""","Bugün, dedi birkaç bir orada “Tekrar Pavel. dakika gitme. yürümeden tamam üstüne oturmalısın, basıp “Bir biraz salıncağın değil,” daha rahatlasın. o mı? Yara yanına şey"," ""title"": ""The Czecho-Slovak Radio Playhouse"",""author"": ""Pavel Hanč""","chứ? giờ nữa cậu thương cho giãn ít có đi khi trong ngồi này, cậu gì,” chơi phút chân Pavel đừng nhé. đấy với “bây lại đôi chạy Và yên nói. tới gần hôm chút. có đôi đu nữa nay cái “Không thư được Hãy trước phải vết"," ""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky"""
['bruno'],"‘You never know,’ said Bruno, who didn’t want his accident to be dismissed quite so easily. (It was, after all, quite the most exciting thing that had happened to him since arriving here.) ‘It could be worse than it seems.’","""title"": ""Where Blind Birds Sing,"" ""author"": ""Ludwig Bemelmans""","—Eso nunca se sabe —repuso Bruno, que no quería que le quitaran importancia a su accidente. Al fin y al cabo, era lo más emocionante que le había pasado desde su llegada—. Podría ser peor de lo que parece."," ""title"": ""The Greengage Summer"", ""author"": ""Ruth Dugdall"" ","“Hiç belli olmaz,” dedi Bruno, kazasının bu kadar kolayca görmezden gelinmesini istemiyordu. Ne de olsa buraya geldiğinden beri başına gelen en heyecanlı olaydı. “Göründüğünden kötü olabilir.","""title"": ""The Thief and the Cat"",""author"": ""Gustave Flachier""","“Ông biết làm sao được?” Bruno nói, câu không muốn tai nạn của cậu bị lãng quên dễ dàng như thế. (Xét chi cùng, đó chính là chuyện thú vị nhất xảy ra với cậu từ khi tới đây mà). “Vết thương có thể tồi tệ hơn so với vẻ bề ngoài.","""title"": ""The Littl Uns"",""author"": ""Bruno Hawkins""","most arriving never after could Bruno, had to want was, be exciting ‘It all, seems.’ ‘You accident his easily. than didn’t quite thing here.) to happened that who quite said (It worse so know,’ him dismissed be since it the","Based on the given passage, the source of this text appears to be a translated version of a non-fictional or literary work. The text contains phrases such as ""exciting 'It all, seems.' 'You accident his easily. than didn’t quite thing here.) to happened that who quite said (It worse so know,' him dismissed be since it the"" which suggest it is a translated version of a non-English text.  The text also contains phrases such as ""most","quería fin emocionante Bruno, se sabe que que cabo, no al pasado que y Podría más Al llegada—. le que a accidente. de parece. quitaran importancia desde nunca había lo su su peor lo —repuso ser le era —Eso","Based on the given passage, the text appears to be in Spanish, and it seems to be a passage from a literary work. Here is my best guess for the book this passage originates from and the author:  Title: ""La Sombra del Cien Años"" (The Shadow of the One Hundred Years) Author: Mario Puzo  Note: ""La Sombra del Cien Años"" is a novel written by Mario Puzo, but the","buraya “Hiç görmezden olsa “Göründüğünden kötü olmaz,” gelen olabilir. de Bruno, kazasının heyecanlı Ne beri olaydı. en geldiğinden dedi belli başına bu gelinmesini kadar istemiyordu. kolayca","""title"": ""The Portrait of a Lady"",""author"": ""Henry James""","như thế. hơn chính cùng, cậu đó với chi có là từ so cậu vẻ dễ không nhất đây Bruno (Xét bề sao tồi khi tai vị biết thương xảy của tệ với thể nói, mà). lãng nạn quên dàng “Vết bị ra “Ông muốn ngoài. làm câu chuyện được?” tới thú"," ""title"": ""Where Is My Hat?"", ""author"": ""Jules Feiffer"" "
['bruno'],"‘Well, how do you know?’ asked Bruno quickly, growing irritable now despite the fact that this was the same man who had come out to pick him up off the ground and brought him in and taken care of him. ‘You’re not a doctor.’","""title"": ""The Life and Shades of Bruno Wehner"",""author"": ""Albert Schweitzer""","—¿Y usted cómo lo sabe? —se apresuró a preguntar Bruno, un poco molesto pese a que aquel hombre lo había levantado del suelo, llevado a la casa y curado la herida—. Usted no es médico.","""title"": ""The Thief and the Cat"",""author"": ""Giacomo Bove""","“Nereden biliyorsun?” diye sordu Bruno çabucak. Karşısındaki, koşup onu yerden kaldıran, kucaklayıp içeri taşıyan, onunla ilgilenen adam olduğu halde fena öfkelenmişti. “Sen doktor değilsin!","""title"": ""The Thief and the Boobie"",""author"": ""Eugen Bernreuter-East""","“Ồ, làm sao mà ông biết được chứ?” Bruno nhanh miệng hỏi, cảm thấy mỗi lúc một tức tối mặc cho sự thật rằng đây là người đã bế xốc cậu lên khỏi mặt đất, đưa cậu vào nhà và chăm sóc cậu. “Ông đâu phải là bác sĩ.”","Based on the given passage, the ""title"" appears to be ""The Boy's Cloak and Cape"" and the ""author"" is ""Bruno"". However, I need to note that the passage provided is a translation of a German short story ""Das Kleid und die Schurtasche"" by Erich Kästner, which is part of the collection of stories ""Das kleine Buch der großen Gefühle"" (The Little Book of Great Em","and out growing pick him the brought how to and do ‘Well, now up ground a him the despite that ‘You’re him. fact the doctor.’ you taken had come man irritable same care who in this Bruno of know?’ asked off quickly, was not","Based on the given passage, the source appears to be a conversation between two characters. Here is my best guess for the book and author:  ""Title"": ""The Thousand and One Nights"", ""Author"": ""Various""  The passage reminds me of a collection of stories and fables from the Middle East, which is the setting for many stories in ""The Thousand and One Nights."" The author is ""Various,"" as the collection is a compilation of stories from different","casa curado cómo usted Bruno, lo médico. había Usted la levantado a un poco no aquel lo a sabe? —se hombre llevado del herida—. —¿Y preguntar es suelo, pese molesto apresuró la y a que"," ""title"": ""Three Men on the Bummel"",""author"": ""Franz Kafka""","kaldıran, kucaklayıp Karşısındaki, doktor adam sordu içeri olduğu değilsin! taşıyan, ilgilenen “Nereden halde onu fena biliyorsun?” yerden koşup “Sen öfkelenmişti. çabucak. onunla diye Bruno","""title"": ""The Bride's Lodging"",""author"": ""Lefferson Charles Cyon""","cho biết cậu nhà cảm đã cậu. mặt người vào Bruno phải thấy lên sự mà đâu nhanh tối xốc một mỗi ông đưa sao sĩ.” chăm và làm rằng “Ồ, là là bác tức hỏi, thật bế “Ông khỏi mặc đây lúc cậu miệng chứ?” đất, sóc được"," ""title"": ""The Treasure Hunt"",""author"": ""Enid Blyton"" "
['bruno'],"Bruno stared at him in surprise. This didn’t make any sense to him. ‘But you’re a waiter,’ he said slowly. ‘And you peel the vegetables for dinner. How can you be a doctor too?’","""title"": ""The Boy in the Striped Pajamas"", ""author"": ""Markus Zusak""","Bruno se quedó mirándolo, sorprendido. Aquello no tenía ninguna lógica. —Pero si usted es camarero —dijo despacio—. Y pela las hortalizas para la cena. ¿Cómo puede ser también médico?"," ""title"": ""Three Comrades"", ""author"": ""Ludwig Börne"" ","Bruno, ona şaşkın bir şekilde baktı. Bu, ona mantıklı gelmiyordu. “Ama sen bir garsonsun,” dedi usulca. “Yemek için sebzeleri soyuyorsun. Aynı zamanda nasıl doktor olabilirsin?","""title"": ""The Thief and the Cat"",""author"": ""Gustave Flaubert""","Bruno nhìn chằm chằm ông kinh ngạc. Cậu không hiểu gì lời ông vừa nói cả. “Nhưng ông là người phục vụ mà,” cậu nói chầm chậm. “Và ông gọt rau quả cho bữa tối. LÀm sao ông có thể cũng là bác sĩ được.","""title"": ""The Littlest Rebellion"",""author"": ""Mark Twain""","doctor sense said This at a waiter,’ for How dinner. slowly. vegetables can you stared Bruno ‘But ‘And didn’t a the be he too?’ you in any him. to peel make you’re him surprise.","Based on the given passage, the source appears to be a humorous or satirical context, and it contains elements of dialogue. Here is my best guess for the book and author:  ""Title"": ""The Threepenny Review"" ""Author"": ""The Threepenny Review is a literary magazine published biannually in the United States. It features fiction, poetry, essays, and reviews, as well as satire and humor. The Threepenny Review","es se ¿Cómo sorprendido. cena. no Bruno mirándolo, camarero si puede Aquello ser tenía usted la para —Pero ninguna médico? pela despacio—. las lógica. —dijo Y también hortalizas quedó"," ""title"": ""El Pérdida de Emperador"", ""author"": ""José de La Colina"" ","olabilirsin? bir bir “Yemek şekilde baktı. usulca. zamanda ona doktor sen şaşkın gelmiyordu. garsonsun,” mantıklı “Ama sebzeleri soyuyorsun. ona nasıl için Bu, Bruno, dedi Aynı","""title"": ""The Bride's Lodging"",""author"": ""Anthony Trollope""","Cậu “Và người ngạc. không nói sĩ ông ông gì gọt phục ông cũng là ông hiểu vụ nhìn có LÀm sao ông chầm cho tối. kinh là được. nói chậm. Bruno vừa cậu chằm “Nhưng chằm cả. mà,” thể bữa rau lời bác quả","""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle"""
['bruno'],"‘But I don’t understand,’ said Bruno, wanting to get to the bottom of this. ‘If you’re a doctor, then why are you waiting on tables? Why aren’t you working at a hospital somewhere?’","""title"": ""The Princess and the Goblin"", ""author"": ""George MacDonald""","—Pues no lo entiendo —dijo Bruno, tratando de llegar al fondo del asunto—. Si es médico, ¿por qué trabaja de camarero? ¿Por qué no está en un hospital?","""title"": ""Der Januar — Eine Berliner Geschichte"", ""author"": ""Alexander Kluge""","“Anlamıyorum,” dedi Bruno, bu konuyu sonuna kadar öğrenmek isteyerek. “Eğer bir doktorsan neden garsonluk yapıyorsun? Neden bir yerlerde, bir hastanede çalışmıyorsun?","""title"": ""The Thin Red Line,"" ""author"": ""James Jones""","“Nhưng cháu không hiểu,” Bruno nói, mong muốn hiểu rõ ngọn ngành chuyện này. “Nếu ông là bác sĩ, vậy thì tại sao ông lại phục vụ bàn ăn? Tại sao ông không làm việc trong một bệnh viện ở nơi nào đó?”","""title"": ""Bruno's Wonder"",""author"": ""Ludwig Börquen""","‘If said doctor, at I understand,’ why a are hospital to get a bottom waiting working you you’re wanting then this. Bruno, of ‘But the you to on somewhere?’ tables? don’t aren’t Why","""title"": ""Medical Terminology for Dummies"",""author"": ""Karen Smith""&lt;/","lo médico, camarero? asunto—. está Si no hospital? llegar qué un de entiendo tratando no Bruno, ¿Por —Pues fondo es al trabaja ¿por qué —dijo del en de","""title"": ""El Pérdida de Emperador"",""author"": ""José de Espronceda""","doktorsan yapıyorsun? Neden bir kadar bir “Anlamıyorum,” “Eğer konuyu dedi bir neden isteyerek. hastanede çalışmıyorsun? öğrenmek yerlerde, Bruno, sonuna bu garsonluk"," ""title"": ""Cues"",""author"": ""Raymond Chandler"" ","lại hiểu,” mong sao sao bàn vậy Bruno ông ông Tại làm một bác việc tại “Nếu sĩ, muốn nơi chuyện phục viện không nào rõ ngọn đó?” hiểu “Nhưng này. thì ngành cháu là nói, trong ông bệnh không ăn? vụ ở","Based on the given passage, the passage originates from the book ""Where The Wild Things Are"" by Maurice Sendak. The author is Maurice Sendak."
['pavel'],"Pavel smiled. ‘I was very good,’ he said. ‘I always wanted to be a doctor, you see. From the time I was a small boy. From the time I was your age.’","""title"": ""The Brothers Karamazov"", ""author"": ""Dostoevsky Fyodor""","Pavel sonrió. —Sí, lo hacía muy bien. Verás, siempre quise ser médico. Desde que era muy pequeño. Desde que tenía tu edad.","Based on the given passage, the ""title"" appears to be ""Pavel sonrió. - Sí, lo hacía muy bien. Verás, siempre quise ser médico. Desde que era muy pequeño. Desde que tenía tu edad."" and the ""author"" is not explicitly mentioned in the passage. However, the author of this passage is Anton Chekhov, a Russian playwright and short-story writer. Therefore, the output for this","Pavel gülümsedi. “Çok iyiydim,” dedi. “Hep doktor olmak istemiştim, anlıyor musun? Küçüklüğümden beri. Senin yaşlarından beri."," ""title"": ""Crime and Punishment or Pavel's Confession"",""author"": ""Fyodor Dostoevsky""","Pavel mỉm cười. “Tôi đã làm rất tốt,” ông nói, “Cậu biết không, tôi đã luôn muốn trở thành bác sĩ. Từ hồi còn bé. Từ hồi tôi bằng tuổi cậu bây giờ.”","""title"": ""A Russian Doctor"",""author"": ""Pavel Milyukov""","he was to a doctor, age.’ wanted was the time be I very the boy. From time always Pavel small smiled. your ‘I From was you a good,’ ‘I see. I said.","""title"": ""Crime and Punishment"", ""author"": ""Fyodor Dostoevsky""","ser hacía quise muy Verás, edad. Desde sonrió. médico. lo muy bien. Pavel pequeño. tenía tu era siempre Desde que que —Sí,","""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky""","dedi. olmak iyiydim,” “Çok beri. “Hep beri. musun? istemiştim, Senin gülümsedi. Pavel doktor yaşlarından anlıyor Küçüklüğümden","""title"": ""The Portrait of a Lady"",""author"": ""Henry James""","“Tôi bây làm bác còn “Cậu đã Từ sĩ. tôi tuổi bé. cậu mỉm hồi nói, Từ rất hồi giờ.” trở tôi luôn tốt,” biết đã ông bằng muốn thành cười. Pavel không,","""title"": ""The Sister's Deception"",""author"": ""Alexandra Sokoloff"""
"['bruno—', 'bruno']","‘Back in our house in Berlin there was a lot of exploring to be done,’ recalled Bruno. ‘But then, it was a very big house, bigger than you could possibly imagine, so there were a lot of places to explore. It’s not the same here.’","""title"": ""Where Is My House?"",""author"": ""Roald Dahl""","—En nuestra casa de Berlín se podía explorar mucho —recordó Bruno—. Pero, claro, era una casa muy grande, no se imagina cómo de grande, y había muchos sitios para explorar. Aquí es diferente.","""title"": ""Where Memory Soves - Reminiscences of a Berlin Childhood"",""author"": ""Ludwig Beales""","“Berlin’deki evimizde keşfedilecek çok şey vardı,” diye hatırladı Bruno. “Ama orası çok büyük bir evdi, hayal edebileceğinden daha büyük. O yüzden de araştırılacak çok yer vardı. Burası aynı değil."," ""title"": ""Bruno's Return"",""author"": ""Erich Maria Remarque""","“Lúc còn ở ngôi nhà của gia đình cháu ở Berlin, cháu đã hoàn thành bao nhiêu cuộc thám hiểm ấy chứ,” Bruno nhớ lại. “Nhưng mà hồi ấy, đó là một ngôi nhà rất lớn, lớn hơn ông có thể tưởng tượng được nhiều, vậy nên có rất nhiều chỗ để khám phá. Chẳng giống nơi đây chút nào.”","""title"": ""Bruno's Home in the Strasse Hihn"",""author"": ""Lois Weber""","same house, than was so places could a a of lot there possibly the a to imagine, very Bruno. our ‘Back recalled lot you there big here.’ it of were to It’s ‘But explore. exploring Berlin not bigger house done,’ was in be in then,","""title"": ""A Berlin Chronicles: Memoirs of a City"", ""author"": ""Joachim Köhler""","se de sitios es Pero, diferente. muchos claro, cómo grande, de muy y una mucho imagina explorar. para Bruno—. —En Berlín grande, era podía casa nuestra casa Aquí —recordó explorar no se había","""title"": ""Where's My Cow?"",""author"": ""Phyllis M. Davis""","şey O çok diye orası Bruno. evimizde Burası hatırladı hayal evdi, keşfedilecek bir de “Berlin’deki edebileceğinden büyük. araştırılacak çok yüzden yer değil. büyük vardı. daha aynı “Ama çok vardı,”"," ""title"": ""The Thief"",""author"": ""Fritz Leiber""","chứ,” có đã tượng cuộc rất chỗ ấy, hiểm hồi có một ngôi còn hoàn giống ông ở của được nơi cháu lớn, Berlin, lớn “Nhưng ở cháu nhiêu nhiều, tưởng Chẳng rất nhà chút nhớ gia “Lúc Bruno nhà phá. ấy khám mà ngôi hơn đây là bao thành thể lại. nên nhiều đó để thám vậy nào.” đình","""title"": ""Good Bye, Berlin"",""author"": ""Joseph Kanon"""
['pavel'],"Pavel put the carrot and the peeler down for a few moments and thought about it. ‘I think I’ve always been here,’ he said finally in a quiet voice.","""title"": ""The Brothers Karamazov"", ""author"": ""Fyodor Dostoevsky""",Pavel dejó la zanahoria y el pelador en la mesa y reflexionó. —Creo que siempre he estado aquí —dijo con un hilo de voz.," ""title"": ""Uncle Arvin's Advice to My Young Cousin"", ""author"": ""Max Beerbohm""","Pavel, havucu ve soyucuyu bir süre masaya bıraktı ve bunu düşündü. “Sanırım hep buradaydım,” dedi sonunda alçak bir sesle.","""title"": ""The Seductive Power of Evil"",""author"": ""Anatoli Kontrasenpiel""","Pavel đặt củ cà rốt và chiếc gọt xuống trong giây lát và suy nghĩ. “Tôi nghĩ tôi đã luôn luôn ở đây,” cuối cùng ông nói bằng một giọng lặng lẽ.","""title"": ""The Death of Pavel"",""author"": ""Antoine de Saint-Exupéry""","a and a few been always he and moments peeler Pavel think finally carrot it. thought down ‘I for put I’ve the in the voice. said about quiet here,’","""title"": ""The Brothers Karamazov,"" ""author"": ""Dostoevsky, Fyodor""",hilo Pavel voz. siempre el —dijo que estado reflexionó. he y —Creo con pelador un y dejó de la la mesa zanahoria aquí en,"""title"": ""The Eternal Problem"",""author"": ""Fyodor Dostoevsky""","“Sanırım düşündü. havucu sonunda bir alçak dedi bunu buradaydım,” Pavel, ve soyucuyu süre ve bir sesle. bıraktı masaya hep","Based on the given passage, the source appears to be a Russian novel. The language used in the passage is a variant of the Russian language, and the name ""Pavel"" is a Russian given name. The passage also mentions ""süre ve bir sesle"" which translates to ""for a moment and whispered"" in English.  One notable Russian author who often writes in Russian is Fyodor Dostoevsky. One of his most famous works is ""Crime and Pun","chiếc luôn ở luôn giọng trong một giây đặt Pavel củ nghĩ “Tôi lát xuống rốt gọt lẽ. nghĩ. và nói cà đã tôi cùng bằng cuối lặng ông suy và đây,”"," ""title"": ""Crime and Punishment"",""author"": ""Fyodor Dostoevsky"""
['bruno'],"Of course the last play they performed had ended in disaster and Bruno still remembered it with sadness, although he wasn’t quite sure what had happened to cause the argument.","""title"": ""A Tale of Two Cities"",""author"": ""Charles Dickens""","Claro que la última obra de teatro que habían interpretado terminó como el rosario de la aurora y Bruno todavía la recordaba con tristeza, aunque no estaba muy seguro de qué había desencadenado la discusión.","""title"": ""A Room with a View"",""author"": ""E.M. Forster""","Son oynadıkları oyun felaketle sonuçlanmıştı ve sorunun ne olduğu, tartışmanın nasıl başladığı konusunda hiçbir fikri olmamasına karşın Bruno bunu hâlâ üzüntüyle hatırlıyordu.","""title"": ""A Tale of Two Cities"",""author"": ""Charles Dickens""",Dĩ nhiên vở kịch cuối cùng của bà cháu cậu biểu diễn đã kết thúc trong thảm họa và Bruno vẫn còn nhớ tới nó trong một nỗi buồn bã mặc dù cậu không thật rõ điều gì đã xảy ra để dẫn tới cuộc tranh luận đó.,"""title"": ""A Child's Garden of Verses"",""author"": ""Steinbeck, John (collected and with an introduction by)""","in wasn’t ended happened remembered sure with it although had disaster play they cause Bruno argument. Of the quite sadness, last still the had he course what performed and to","""title"": ""The Great Gatsby"", ""author"": ""F. Scott Fitzgerald""","como y la la Bruno tristeza, discusión. de estaba rosario no la desencadenado recordaba aunque la muy Claro habían había seguro terminó que interpretado teatro todavía aurora que de el de obra con última qué","Based on the given passage, the text appears to be in Spanish, and it seems to be a part of a literary work. Here is my best guess for the book this passage originates from and the author:  ""Title"": ""El póstomo de Galaseo"", ""Author"": ""Juan Valera""  This is my guess based on the style of the language and the references to ""Bruno"" and ""Claro."" Juan Valera is","sorunun hâlâ olmamasına nasıl hiçbir ne hatırlıyordu. üzüntüyle sonuçlanmıştı felaketle başladığı fikri ve bunu oyun oynadıkları Son olduğu, karşın Bruno konusunda tartışmanın","Based on the given passage, the source appears to be from the novel ""The Thief"" by ""Fritz Leiber."" The passage mentions a ""felaketle başladığı fikri"" (a crisis began) and ""tartışmanın"" (argument) about Bruno, which are plot points in ""The Thief."" The author Fritz Leiber is known for writing this type of genre, so it is a reasonable guess.  Here is the",không gì nó tới họa bà dẫn tới dù nhiên vở trong xảy luận vẫn kết nhớ diễn thảm bã cháu trong Bruno thật thúc cùng ra cậu điều để biểu cuộc của cậu tranh nỗi Dĩ mặc buồn đã còn đó. và rõ đã kịch một cuối," ""title"": ""Shot in Silence"",""author"": ""Marco Tordiani"""
