Single_ent,en,en_results,es,es_results,tr,tr_results,vi,vi_results,en_prompts_shuffled,en_prompts_shuffled_results,es_prompts_shuffled,es_prompts_shuffled_results,tr_prompts_shuffled,tr_prompts_shuffled_results,vi_prompts_shuffled,vi_prompts_shuffled_results
"['bibi', 'bibi co', 'bibi jo']","Bibi jo came to see her that day too. It was raining by the time she came. She lowered her large body onto the chair beside the bed, grimacing.","""title"": ""The Magic Down Under"", ""author"": ""Sue Wang""","Bibi yo también fue a verla ese día. Llovía cuando llegó. Acomodó su corpulenta figura en la silla que había junto a la cama, haciendo una mueca.","""title"": ""Cien Años de Desocupación"",""author"": ""Eva Ilard""","O gün, Bibi co onu görmeye geldi. Geldiğinde, yağmur yağıyordu. İri gövdesini yatağın yanındaki iskemleye güçlükle, oflaya puflaya bıraktı.","""title"": ""Bibi co onu görmeye gel","Ngày hôm đó, Bibi jo cũng đến thăm cô. Khi bà đến thì trời đang mưa. Bà hạ tấm thân phục phịch xuống chiếc ghế bên cạnh giường và nhăn mặt vì đau.","""title"": ""Sự gặp bà jo của Bibi"",""author"": ""Nguyễn Thị Bình""","day It the she grimacing. raining came. time large that chair her by body to the onto bed, see her too. was jo came Bibi beside the lowered She","""title"": ""Die Tage: Erinnerungen eines Reisenden"", ""author"": ""Heinrich Böll""","en silla cama, llegó. Llovía que a la día. también mueca. verla fue cuando junto su haciendo había a una Acomodó corpulenta ese la figura yo Bibi"," ""title"": ""Carmen"",""author"": ""Prosper Mérimée""","onu yağıyordu. co oflaya yatağın İri yanındaki Bibi gövdesini bıraktı. yağmur O geldi. güçlükle, görmeye puflaya gün, Geldiğinde, iskemleye","""title"": ""The Picture of Doreen Gray (Turkish Translation)"",""author"": ""Oscar Wilde""","phục đến chiếc Bà mưa. đến bà vì hạ cạnh giường Ngày jo đang tấm cô. thân đau. nhăn cũng xuống bên mặt và Khi trời phịch hôm thì thăm đó, Bibi ghế","""title"": ""The Adventures of Sherlock Holmes"",""author"": ""Sir Arthur Conan Doyle"""
"['nergis', 'nargis']","""What's more,"" Nargis went on, ""he too has had a great loss in his life. His wife, we hear, died during childbirth ten years ago. And then, three years ago, his son drowned in a lake.""","""title"": ""A Tale of Two Cities"",""author"": ""Charles Dickens""","–Además -continuó Nargis-, también él ha sufrido una gran pérdida. Su mujer, según nos han dicho, murió de parto hace diez años. Y luego, hace tres años, su hijo se ahogó en un lago.","""title"": ""The Pearl – Novel by John Steinbeck"",""author"": ""John Steinbeck""","“Dahası,” diye sürdürdü Nergis sözünü, “o da sevdiklerini kaybetmenin acısını yaşamış. Duyduğumuza göre, karısı on yıl önce doğum yaparken ölmüş. Sonra, üç yıl önce de oğlu gölde boğulmuş.","""title"": ""The Healthy Way of Losing One's Heart"",""author"": ""Nergis""","“Còn gì nữa nào,” Nargis tiếp tục, “anh ta cũng có những mất mát lớn trong cuộc sống. Chúng tôi được biết là vợ anh ta đã chết khi sinh con mười năm trước đây. Và sau đó, cách đây ba năm, đứa con trai của anh ta chết đuối trong một cái hồ.”","""title"": ""A Sketch of Life and Character"",""author"": ""Nargis""","lake."" in ""he died on, wife, in ago. ago, years we drowned years three a too Nargis his And had then, great life. loss ""What's during ten a has more,"" childbirth went his hear, son His","Based on the given passage, the text appears to be an excerpt from a literary work. The language and style of writing suggest that it could be from a novel or a poem. Here is my best guess based on the available information:  Output:  ""Title: 'The Poetic Works of [Author's Name]' Author: [Author's Name]""  To confirm the exact source, it would be helpful to have more context or information about the work. The author's","un mujer, hace años, según –Además en lago. han Nargis-, años. ahogó pérdida. su hace de diez ha sufrido gran dicho, -continuó una hijo luego, Su también tres murió se él Y parto nos","""title"": ""Nargis"",""author"": ""Maqroll Nazu""","de önce göre, oğlu sözünü, yıl üç yaparken “Dahası,” ölmüş. boğulmuş. da doğum Sonra, yıl gölde karısı Nergis acısını on önce Duyduğumuza “o kaybetmenin sevdiklerini yaşamış. diye sürdürdü","""title"": ""The Blind Man of Sevgi"",""author"": ""Orhan Pamuk""","gì đây có anh mất đứa chết trong cách năm, biết được đây. ta lớn tiếp Nargis con đã sau là một trai sống. anh đuối Chúng ta nào,” đó, mười “Còn hồ.” cuộc mát khi nữa trước năm sinh tôi vợ cái tục, Và con ta ba “anh cũng những của chết trong"," ""title"": ""The Golden Thousand"",""author"": ""Indu Sundaresan"" "
"['jalil', 'yalil', 'celil']","Jalil stopped in midsentence. He crossed and uncrossed his arms. A young Hindi couple, the wife cradling a boy, the husband dragging a suitcase, passed between them. Jalil seemed grateful for the interruption. They excused themselves, and he smiled back politely.","""title"": ""A Thousand Splendid Suns"",""author"": ""Khaled Hosseini""","Yalil calló a mitad de una frase. Cruzó los brazos y luego los dejó caer. Una joven pareja hindú, ella con un niño en brazos y él arrastrando tras de sí una maleta, pasaron entre ellos. Yalil pareció agradecer la interrupción. La pareja se excusó y él les sonrió cortésmente."," ""title"": ""Chronicles of Avram Davidson"", ""author"": ""Avram Davidson"" ","Celil lafının ortasında duruverdi. Kollarını göğsünde kavuşturdu, sonra çözdü. Genç bir Hindu çift, kucağı bebekli bir kadınla, bir bavulu sürükleyen erkek, aralarından geçti. Bu müdahale Celil’in çok işine gelmiş gibiydi. Çift özür diledi, o da kibarca gülümsedi.","""title"": ""Celil's Accident"",""author"": ""Hindu writer or Indian author""","Jalil im bặt giữa chừng. Ông ta khoanh tay rồi lại duỗi ra. Một đôi vợ chồng trẻ người Hindu đi ngang qua, người vợ ẵm một đứa bé, còn người chồng kéo theo một cái va li. Jalil dường như thầm cám ơn sự chen ngang đó. Cặp vợ chồng nói xin lỗi và ông ta cười lại một cách lịch sự.","Based on the given passage, the ""title"" appears to be ""A Sketch of Life in Calcutta"" and the ""author"" is ""Jalil im bặt giữa chừng."" However, it is important to note that the author's name is not explicitly mentioned in the passage. The author's name is likely ""Jalil Imtiaz,"" as per the information available on the internet, but it is not possible to confirm this based","uncrossed arms. in them. and grateful the crossed Jalil interruption. politely. smiled young he He excused for They couple, Hindi the A his passed and midsentence. suitcase, dragging Jalil wife husband themselves, seemed between a the cradling back stopped a boy,","""title"": ""Al-Futuh"" (The Conquest), ""author"": ""Ibn Khaldun""","y pasaron interrupción. les se los caer. maleta, agradecer niño arrastrando una Yalil La pareja él hindú, dejó calló brazos y frase. Cruzó luego excusó pareja ellos. de los una pareció la mitad sí tras de sonrió brazos él un y joven entre con cortésmente. Una en a Yalil ella","Based on the given passage, the text appears to be in Spanish, and it seems to be a snippet from a literary work. The passage mentions phrases like ""agradecer niño,"" ""y joven entre,"" and ""un y,"" which are common in Spanish literature.  The text also mentions ""Yalil,"" which is a less common term, but it could be a typo for ""Yucatán,"" a region in Mexico. This suggests that the passage is likely","çok kadınla, lafının müdahale özür sürükleyen Hindu çözdü. bebekli duruverdi. erkek, kucağı ortasında geçti. bir kibarca o bir işine Bu bavulu gülümsedi. bir da aralarından Celil sonra gelmiş diledi, Çift göğsünde Kollarını gibiydi. Genç Celil’in kavuşturdu, çift,","""title"": ""The Humayun Chronicles"",""author"": ""Anita Anand""","dường Hindu lại im va một Một vợ theo đôi bé, đó. chồng sự Jalil đi ẵm khoanh ta tay một ra. nói cách rồi ơn lại ngang chồng giữa cười ngang như người bặt trẻ cám ta sự. đứa Ông ông chen người duỗi xin một người cái chừng. thầm và kéo vợ qua, lịch chồng còn Cặp Jalil lỗi li. vợ","""title"": ""Andale"",""author"": ""Antonio Skármeta"""
"['rashid', 'rasheed', 'raşit']","She looked at this photo for a long time. There was something vaguely unsettling about the way Rasheed seemed to loom over the woman. His hands on her shoulders. His savoring, tight-lipped smile and her unsmiling, sullen face. The way her body tilted forward subtly, as though she were trying to wriggle free of his hands.","""title"": ""The Twilight Saga: Breaking Dawn - Part 1"", ""author"": ""Stephenie Meyer""","Contempló la foto mucho rato. El modo en que Rashid parecía imponerse sobre la mujer le causaba un vago desasosiego. Por sus manos, que se apoyaban en los hombros de ella. Por la forma en que sonreía, recreándose, con los dientes apretados, y la expresión sombría de su esposa. Por el modo en que el cuerpo de ella se inclinaba sutilmente hacia delante, como si tratara de evitar el contacto.","Based on the given passage, the ""title"" is ""The Picture of Dorian Gray"" and the ""author"" is ""Oscar Wilde."" This passage is from the novel ""The Picture of Dorian Gray"" written by Oscar Wilde.","Fotoğrafa uzun uzun baktı. Raşit’in kadının tepesinde dikiliş biçiminde, belli belirsiz de olsa, rahatsız edici bir yan vardı. Elleri kadının omuzlarında. Yüzünde o kendine özgü, ağzı sımsıkı kapalı tebessümü. Kadının gülümsemeyen, asık yüzü, hafifçe öne eğilmiş bedeni; silkinmek, erkeğin ellerinden kurtulmak ister gibi."," ""title"": ""The Picture of Dorian Gray"", ""author"": ""Oscar Wilde"" ","Cô nhìn bức ảnh này lâu hơn một chút. Cô cảm thấy một nỗi lo lắng mơ hồ về cái cách mà Rasheed dường như áp chế người đàn bà. Hai tay ông đặt lên vai chị ta. Ông cười mãn nguyện, môi căng ra, còn chị ta không cười, khuôn mặt ủ ê. Cái cách mà chị ta hơi nghiêng người về phía trước như thể đang muốn lẩn tránh hai bàn tay ông."," ""title"": ""A Lady's Dressing Room"",""author"": ""E.M. Forster"" ","way a to sullen she photo his tight-lipped over forward woman. seemed His about free unsmiling, long this way trying hands. the her subtly, her time. something His looked The was to tilted body Rasheed though shoulders. the at loom as on her There smile hands were for and savoring, wriggle of face. She unsettling vaguely","""title"": ""A Thousand Splendid Suns"", ""author"": ""Khaled Hosseini""","el en manos, expresión la en esposa. modo que mucho de hacia ella. de sus el evitar foto se sonreía, se la los Por sobre y si la su de Por El parecía delante, dientes imponerse inclinaba apretados, Rashid el en le la un de contacto. sutilmente tratara forma Contempló con ella rato. Por sombría desasosiego. que causaba hombros modo como vago que que mujer recreándose, cuerpo apoyaban en los"," ""title"": ""El Ejército del Ayer"",""author"": ""Juan Gómez-Jurado""","tebessümü. Elleri baktı. eğilmiş silkinmek, uzun kadının asık bedeni; Yüzünde uzun dikiliş yüzü, belli Fotoğrafa omuzlarında. kadının ağzı olsa, ellerinden kendine biçiminde, vardı. Kadının belirsiz de o hafifçe öne kurtulmak özgü, yan gülümsemeyen, sımsıkı edici tepesinde ister erkeğin Raşit’in kapalı bir rahatsız gibi."," ""title"": ""The Picture of Doreen Gray"",""author"": ""Oscar Wilde"" ","không chút. đặt như còn bà. nhìn hai ra, lắng thể cười, nỗi như chế dường về mặt nghiêng Cái người bàn mà Cô khuôn Rasheed bức trước Cô cảm này đàn áp ta phía tránh mãn Ông hơi lên hồ căng ảnh lo vai ông ta cách mơ lâu tay đang ê. cái về tay ủ chị hơn môi ta. chị ông. muốn mà chị cười một một thấy nguyện, cách lẩn người Hai","""title"": ""Cái Này Đàn Áp"
"['rashid', 'rasheed', 'raşit']","She found Rasheed in the toolshed, pounding nails into a plank of wood. When he saw her, he removed a nail from the corner of his mouth.","""title"": ""A Thousand Splendid Suns"",""author"": ""Khaled Hosseini""","Encontró a Rashid en el cobertizo de las herramientas, claveteando una tabla de madera. Cuando la vio, Rashid se quitó un clavo de la comisura de la boca."," ""title"": ""A Heart of Stone: Stories Inspired by the Art of Juan Ruiz"", ""author"": ""Juan Ruiz"" ","Raşit’i alet edevat kulübesinde buldu; kalın bir tahta parçasına çivi çakıyordu. Kızı görünce, ağzının kenarındaki çiviyi çıkardı.","Based on the given passage, the ""title"" appears to be ""Alet Edevat Kulübesinde Buldur"" and the ""author"" is ""Raşit Yayıncısı"". However, it's important to note that the passage provided is a short snippet, and a full context would be necessary to confirm the title and author with certainty. The full context suggests that it is a Turkish novel, and a quick search reveals that ""Alet Edev","Cô thấy Rasheed ở gian để dụng cụ, đang đóng đinh vào một tấm gỗ. Khi nhìn thấy cô, ông ta bỏ chiếc đinh đang ngậm ở một bên khóe miệng ra.","""title"": ""The Jungle Book"",""author"": ""Rudyard Kipling""","pounding in of mouth. wood. into the corner a nails from Rasheed removed he he a of plank his toolshed, She When saw found her, nail the","""title"": ""DIY Handybook or Guide to Home Improvement"", ""author"": ""John Smith""","tabla Cuando madera. la de herramientas, un de Rashid clavo se boca. a quitó vio, las claveteando cobertizo Encontró una el la de en de la Rashid comisura","""title"": ""El cuadro de Dorian Gray"",""author"": ""Oscar Wilde""","Kızı kenarındaki buldu; parçasına alet görünce, ağzının kulübesinde kalın tahta çivi Raşit’i çiviyi çakıyordu. bir edevat çıkardı."," ""title"": ""Doriyan Gray ve İnançları"", ""author"": ""Orphan Güngör"" ","ở gian dụng bên cô, Cô ra. bỏ Khi để vào gỗ. ở thấy miệng nhìn ta đang cụ, thấy đóng một khóe ông một chiếc Rasheed ngậm đang đinh tấm đinh"," ""title"": ""The Rasheed"",""author"": ""Mordecai Richler"""
"['rashid', 'rasheed', 'raşit']","At the house, Rasheed covered her with a quilt when she lay on the couch, but there was a stiff, perfunctory air about this gesture.","""title"": ""A Thousand Splendid Suns"",""author"": ""Khaled Hosseini""","En casa, Rashid la tapó con una colcha cuando ella se tumbó en el sofá, pero su gesto era envarado, maquinal."," ""title"": ""The Namesake"", ""author"": ""Jhumpa Lahiri"" ","Evde, kanepeye uzanınca Raşit onun üzerine bir battaniye örttü, ama bu hareketinde bile katı, baştan savma bir hava vardı; yalnızca bir formaliteyi yerine getirir gibi."," ""title"": ""The Adventures of Raifsecht"",""author"": ""James Fenimore Cooper""","Về đến nhà, Rasheed đắp chăn cho cô khi cô đang nằm trên giường, nhưng có gì đó cứng nhắc và chiếu lệ trong hành động ấy.","""title"": ""A Sketch of Life"",""author"": ""Abdul Rasheed""","air was her a the with but there about quilt a perfunctory house, At covered stiff, lay gesture. when she the this Rasheed couch, on","""title"": ""The House of the Seven Gables"", ""author"": ""Nathaniel Hawthorne""","En maquinal. ella pero tumbó colcha tapó Rashid sofá, con era el cuando en gesto una su casa, envarado, la se","""title"": ""El retrato de Dorian Gray"",""author"": ""Oscar Wilde""","baştan bile Evde, savma kanepeye bu yalnızca yerine battaniye bir bir ama onun vardı; Raşit hava bir getirir katı, uzanınca gibi. formaliteyi örttü, üzerine hareketinde"," ""title"": ""The Precious Box"",""author"": ""Selma Lagerlöf""","hành Về trên động cho nhưng cô đó Rasheed giường, ấy. lệ cứng nằm khi nhà, gì cô chăn đến đang trong nhắc chiếu và có đắp"," ""title"": ""A Doll's House"",""author"": ""Henrik Ibsen"""
"['leyla', 'laila']","""We'll take care of her, Laila jan,"" one of the women said with an air of self-importance. Laila had been to funerals before where she had seen women like this, women who relished all things that had to do with death, official consolers who let no one trespass on their self-appointed duties.","""title"": ""The Kara by the Sea"", ""author"": ""Anis Awad Ali""","–Nosotros nos ocuparemos de ella, Laila yan -señaló una de las mujeres con aire de suficiencia. Laila había asistido a funerales en los que había mujeres como aquéllas, mujeres que disfrutaban con todo lo que se relacionaba con la muerte, consoladoras oficiales que no permitían que nadie se entrometiera en lo que consideraban su deber.","Based on the given passage, the ""title"" appears to be ""One Thousand and One Nights"" and the ""author"" is uncertain, but the passage mentions ""Laila yan -señaló una de las mujeres con aire de suficiencia,"" which suggests that Laila is a character in the story. ""One Thousand and One Nights"" is also known as ""The Arabian Nights,"" and it is a collection of Middle Eastern stories","“Biz onunla ilgileniriz, Leyla can dedi kadınlardan biri, kendini önemseyen bir edayla. Leyla daha önce de cenazelere katılmış, aynen bunlar gibi kadınlar görmüştü; ölüme ilişkin her şeyin hakkını doyasıya veren, kendi tayin ettikleri görev sahasına hiç kimsenin dalmasına izin vermeyen, resmi avutucular."," ""title"": ""A Tale of Two Cities"",""author"": ""Charles Dickens""","“Chúng ta sẽ chăm sóc bà ấy, Laila à,” một người đàn bà ra vẻ trịch thượng nói. Trước kia, Laila đã từng dự nhiều lễ tang nơi mà cô bé đã nhìn thấy những người đàn bà giống như vậy, những người đàn bà ưa thích các thủ tục cần làm với người đã chết, những kẻ an ủi chính thức và không cho phép ai xâm phạm đến nhiệm vụ tự giao của họ.","""title"": ""a woman's view"",""author"": ""Laila""","she on to been seen had of do death, her, with an air women that care one trespass self-importance. Laila relished duties. with ""We'll take the their who things had Laila who funerals where said to jan,"" consolers no self-appointed women let this, all of before like one of women official had","""title"": ""A Touch of Laila"", ""author"": ""Mihir Bose""","que había Laila nadie funerales había una con que en mujeres de como los consoladoras deber. se de todo disfrutaban lo muerte, –Nosotros aire oficiales que que que entrometiera lo se relacionaba en nos la mujeres con no de Laila ocuparemos consideraban permitían yan que mujeres las -señaló su con suficiencia. a aquéllas, ella, asistido","""title"": ""Una Noche en la Alcazaba"",""author"": ""Juan Gómez Ibaez""","izin Leyla doyasıya onunla kimsenin ettikleri önemseyen avutucular. bunlar can Leyla hakkını edayla. cenazelere görmüştü; bir hiç dedi kendi önce katılmış, dalmasına ölüme “Biz vermeyen, daha her ilgileniriz, görev aynen kadınlardan biri, veren, tayin gibi kadınlar resmi şeyin de kendini sahasına ilişkin"," ""title"": ""The Blind Man of Sevgi Naib's House"",""author"": ""Mustafa Şekip Bey""","thủ một người cho Trước kẻ thượng Laila từng lễ phạm kia, ra thích tục ấy, đàn vụ đã ai vẻ sóc đã cần nhìn như ủi làm các họ. tự bà xâm nhiều những an đến không người dự cô nơi ưa chết, “Chúng à,” với giao người đã nói. đàn ta và chăm mà thức bà bà những phép đàn của nhiệm người thấy giống những chính vậy, bà trịch tang Laila sẽ bé"," ""title"": ""Andalasia"",""author"": ""Sofia Davies"" "
"['peştun', 'tariq']","It was Tariq who was real, flesh and blood. Tariq, who taught her cusswords in Pashto, who liked salted clover leaves, who frowned and made a low, moaning sound when he chewed, who had a light pink birthmark just beneath his left collarbone shaped like an upside-down mandolin.","""title"": ""The Three Musketeers"", ""author"": ""Alexandre Dumas""","Sólo Tariq era real, de carne y hueso. Tariq le había enseñado palabrotas en pastún. A Tariq le gustaban las hojas de trébol con sal, y fruncía el ceño y emitía un pequeño gemido cuando masticaba, y debajo de la clavícula izquierda tenía una marca de nacimiento rosada que recordaba la forma de una mandolina vuelta del revés."," ""title"": ""The Bluest Eye"", ""author"": ""Toni Morrison"" ","Var olan, etiyle kanıyla gerçek olan, Tarık’tı. Ona Peştun dilinde küfürler öğreten, tuzlu yonca yapraklarına bayılan, çiğnerken suratını buruşturup inlemeyi andıran, alçak bir ses çıkaran, sol köprücükkemiğinin hemen altında, ters mandolin biçiminde, uçuk pembe bir doğum lekesi olan Tarık."," ""title"": ""Tarık"",""author"": ""Erman Arıcan""","Chính Tariq mới là người thực, con người bằng xương bằng thịt. Tariq, người đã dạy cô bé những lời thề bằng tiếng Pashto, người thích ăn món cỏ ba lá ướp muối, người lúc nào cũng nhăn mặt và rên lên khe khẽ khi nhai, người có một vết bớt hồng nhạt ngay dưới xương đòn trái hình một cây đàn mandolin lộn ngược.","Based on the given passage, the ""title"" appears to be ""Chính Tariq mới là người thực, con người bằng xương bằng thịt"" and the ""author"" is not explicitly mentioned. However, the style and language of the passage suggest that it is from the book ""Andalib"" by Afghan author Ahmad Shadman Fadaian. Therefore,","moaning pink Tariq, who clover and Pashto, leaves, who who he flesh in blood. shaped left beneath light Tariq a and had his when who who was just collarbone frowned liked was It made real, low, upside-down birthmark cusswords mandolin. chewed, salted a like an taught her sound","""title"": ""The Leopard"", ""author"": ""Giuseppe Tomasi di Lampedusa""","las forma clavícula y palabrotas rosada de de vuelta Tariq y gemido debajo y había carne una ceño la era pastún. que pequeño masticaba, revés. real, de le en gustaban una de el del hojas enseñado emitía mandolina y con la fruncía cuando un trébol sal, Tariq tenía hueso. izquierda le A de marca Sólo nacimiento recordaba Tariq","Based on the given passage, the passage originates from the novel ""The Stones of Vilcabamba"" by Alexander von Humboldt. The author is Alexander von Humboldt.","ses küfürler yonca uçuk yapraklarına Tarık. biçiminde, çıkaran, ters bir Tarık’tı. bayılan, olan, inlemeyi mandolin lekesi andıran, dilinde tuzlu sol kanıyla bir çiğnerken olan, öğreten, pembe köprücükkemiğinin etiyle doğum Var Peştun suratını hemen altında, Ona alçak olan buruşturup gerçek"," ""title"": ""The Adventures of Tarık"",""author"": ""Mustafa Hilmi Eksik""","ngay mandolin người ăn xương người mặt ba lộn cỏ ướp dưới xương Tariq, lúc người nhai, đã những nào thề tiếng người cây là một người vết có thịt. bớt Tariq nhăn cũng một khi khe cô mới lên bé nhạt dạy ngược. lá trái đàn lời con người rên bằng và thích Chính bằng bằng hình hồng thực, muối, khẽ đòn món Pashto,","""title"": ""A Thousand Pieces of Gold"",""author"": ""Barbara Lebbink"""
['alyona'],There was a wedding scene near the end. The captain had relented and let Alyona marry the first mate. The newlyweds were smiling at each other. Everyone was drinking vodka.,"""title"": ""The Secret Agent and Other Stories"", ""author"": ""Vladimir Nabokov""",Hacia el final había una escena de boda. Finalmente el capitán había acabado cediendo y permitía que Alyona se casara con el primer oficial. Los novios se sonreían. Todos bebían vodka.," ""title"": ""The Share of Life's Crust"",""author"": ""Fyodor Dostoevsky""","Sonlara doğru bir düğün sahnesi vardı. Kaptan baba sonunda yumuşamış, Alyona’nın ikinci kaptanla evlenmesine razı olmuştu. Yeni evliler birbirine gülümsemekteydi. Herkes votka içiyordu.","Based on the given passage, the ""title"" appears to be ""a dinner party at night"" and the ""author"" is ""Alyona Ivanova"". However, it's important to note that the passage provided does not seem to come from a well-known or established work by this author. The language and style of the passage are consistent with Russian literature, but without more context or information, it's difficult to pinpoint the exact source. Therefore, my best guess is:  <",Có một cảnh đám cưới ở gần cuối phim. Thuyền trưởng động lòng thương và đã cho phép Alyona được cưới viên thuyền phó. Đôi vợ chồng mới cưới nhìn nhau mỉm cười. Tất cả mọi người đều uống rượu vodka chúc mừng.,"Based on the given passage, the ""cảnh đám cưới ở gần cuối phim"" (wedding scene near the end of the film) suggests that this passage is from a movie adaptation of a book. The mention of ""Thuyền trưởng"" (Ship captain) and ""Alyona được cưới viên thuyền phó"" (Ship boy Aly",each were was wedding There a mate. let newlyweds Alyona The vodka. was Everyone The first relented smiling drinking marry end. the other. and near captain had scene at the,"Based on the given passage, the text appears to be a part of a social gathering or wedding event. The language used is colloquial and the sentence structure is conversational. Here is my best guess for the source of the passage and the author:  ""Title"": ""Alyona"" (or ""Alyona's Wedding"") ""Author"": ""Oleg Kvanni""  Please note that this is an educated guess, and I may be incorrect. The passage does",que capitán novios Alyona cediendo bebían permitía de oficial. y escena con se Finalmente casara el boda. el se sonreían. Todos Los había una Hacia primer el acabado vodka. había final,"""title"": ""The Wedding: A Scene from Life"",""author"": ""Anton Chekhov""","baba ikinci Yeni birbirine Alyona’nın Sonlara evliler olmuştu. bir Herkes Kaptan düğün kaptanla razı yumuşamış, gülümsemekteydi. votka sonunda içiyordu. doğru evlenmesine vardı. sahnesi","""title"": ""The Picture of Dorian Gray"",""author"": ""Oscar Wilde""",cả cưới trưởng phó. nhau mỉm Đôi Tất thuyền mọi uống gần người phép lòng mừng. chúc vợ nhìn ở vodka cười. phim. thương đều một Có đám rượu đã động cuối cưới cảnh và cho được cưới Thuyền mới Alyona chồng viên,"""title"": ""My Friend the Cossack"",""author"": ""Alesadur Aleyandovitch Apfelshtein"""
"['tarık', 'tariq']","""If I everdo get married,"" Tariq said, ""they'll have to make room for three on the wedding stage. Me, the bride, and the guy holding the gun to my head.""","""title"": ""A Love Doomed,"" ""author"": ""Laura Kinsale""","–Y si algún día me casara -añadió Tariq-, tendrán que hacer sitio para tres. La novia, yo y el tipo que me apunte a la cabeza con una pistola."," ""title"": ""The Caliphs' Garden"",""author"": ""Muhammad Hamid Ur-Rehman""","“Olur ha, evlenirsem,” dedi Tarık, “nikâhın kıyıldığı sahnede üç kişilik yer hazırlamaları gerekecek. Ben, gelin, bir de başıma tabanca dayayan adam için.”","""title"": ""Tarık'ın Evlendi"",""author"": ""İsmet Berkan""","“Nếu như có bao giờ tớ phải làm đám cưới,” Tariq nói, “thì họ sẽ phải để đủ chỗ cho ba người đứng trên bục kết hôn. Tớ, cô dâu và một người cầm súng chĩa vào đầu tớ.","Based on the given passage, the ""title"" appears to be ""A Dialogue Before Marriage"" and the ""author"" is ""Tariq"". However, it's important to note that this is a single sentence from a larger work, and without more context, it's difficult to determine the specific book and author with certainty. Tariq is a character in the Arab novel ""Al-Futuhat al-Arabiya"" (The Mysteries of Arab Land) by","on Tariq everdo Me, head."" married,"" the wedding ""If guy ""they'll gun the and to get said, bride, have room stage. I holding make to the three my for the","""title"": ""Beverly Hills Cop III"",""author"": ""Brett Ratner""&lt;/","yo La el a apunte Tariq-, la con -añadió una tres. sitio para que me –Y cabeza me novia, hacer algún casara tendrán y que pistola. día si tipo","Based on the provided passage, it appears that the passage originates from a Spanish language text. Here is my guess for the book title and author:  ""Title: 'El Páis de Tara' (The Land of Tara)"" ""Author: Antonio Damaso Sánchez Martínez""  Please note that I am making an educated guess based on the language and content of the passage, but I may be incorrect. The passage you provided is a Spanish translation","hazırlamaları için.” üç sahnede de kıyıldığı adam gelin, Ben, evlenirsem,” dayayan bir başıma kişilik ha, tabanca yer dedi “nikâhın “Olur Tarık, gerekecek.","""title"": ""The Blind Man of Sevlievo"",""author"": ""Gavriil Chavchavadze""","như có cho người cô tớ người đám vào “Nếu và họ một kết đầu hôn. giờ súng chỗ cầm tớ. phải chĩa “thì trên bục làm phải cưới,” bao nói, sẽ Tariq đứng ba dâu Tớ, đủ để"," ""title"": ""Alice's Adventures in Wonderland"",""author"": ""Lewis Carroll"" "
