en,Single_ent,Multiple_ents,en_masked,token_count
"But if Autumn has depicted my love in such perfect nuance, then it means she knows. It means she’s always known, always understood how I feel about her.",,[],,33
"I try to signal what I’m doing so that she knows. No surprises, no mistakes. My thumb is at the bottom of the swell of her other breast, her ribs beneath my fingertips.",,[],,39
"I’ve lost the will to tell her that we can’t, even though I know this is all happening so quickly that we probably shouldn’t. I help her. I toss her underwear to the floor.",,[],,41
"“I love you,” I tell Autumn, saying it for all the times I couldn’t before and all the times I may never be able to again.",,[],,30
She drops her eyes. Is this it? Have I caught her in a lie? My stomach twists. I’ll love her even if she turns out to be cruel. That’s my curse.,,[],,39
"I believe her, and it’s more than I can handle. My nervous system decides that in order to keep functioning and engage in conscious thought, it can’t hold me up. I lie on my back and stare up at nothing.",,[],,47
But it had all been in my brain. None of it had been real. Autumn hadn’t known. Autumn hadn’t heard the love that had screamed so loud inside my mind.,,[],,36
"I relax again. “Yeah, I know,” I say to her as I tell my brain to stay calm, that asking Autumn to elope to Vegas is absurd. “But it’ll have to do for now.”",,[],,44
"I almost laugh because I realize she didn’t say yes to me. She proposed it. I gave in to her request, despite the reasons it was a bad idea.",,[],,34
"Abruptly, Autumn sits up. She hugs the covers around herself like bandages on a wound. I don’t understand what’s happened. I confessed to punching blameless walls and rejoicing in her heartbreak, and she smiled sweetly at me. Why is she upset now? I sit up too.",,[],,63
"“Don’t worry,” she whispers. “I know what to do.” Autumn pushes me down on the bed, and for some unknown period of time, I am entirely at her mercy.",,[],,38
"Autumn presses her back into my chest, and I stop stroking her arm to hug her. I raise my head and kiss her cheek. We’ve been lying like this for a while.",,[],,39
"“In the morning, I’d pretend to be sick…nah, I’d probably be sick in the morning and use the excuse to get my friends who stayed the night out ASAP. Where would you have been?”",,[],,42
"Autumn’s gaze finds mine again, and she repeats my words to her. “Everything is going to be okay. We’re together now, right?”",,[],,31
"“Okay then,” she says, relieving me. “I’ll let you do what you need to. I love you. I’m proud of you.”",,[],,31
I approach the counter and wait. The creep is making jokes with the customer in front of me. He doesn’t notice me until it’s my turn and I drop the load of sugar onto the counter.,,[],,41
"He looks behind me like he’s hoping to see her, and his face falls. I look at the shine of his forehead, not his eyes.",,[],,30
"He rings up Autumn’s candy before grabbing the condoms from the shelf behind him. He glances at me with a smirk, trying to catch my eye. I need to tell Autumn the truth about this guy.",,[],,43
I throw down my money and head out. I vow to always carry cash with me for the rest of my life in case of a similar situation.,,[],,30
"I suggest we go somewhere that we can sit and talk, but she says she won’t be able to yell at me if we go to a coffee shop.",,[],,32
"It takes so long to convince her that nothing physical happened with Autumn until last night that I drive us over the river and into the rural plains outside East St. Louis. The rain comes down harder, and lightning strikes flash across the sky, stealing our words from us. It feels jarringly intimate.",,[],,61
"“I don’t love her more than you,” I interject. I can see her body shift in her seat out of the corner of my eyes. “It’s not about more.”",,[],,37
"The wipers are too loud against the windshield, and I turn down their urgency. The rain is slowing. The streetlights are on. I occupy myself with adjusting the air so that the windows don’t fog.",,[],,43
"I try again. “Like, fairy-tale love? Cartoon character with hearts floating all around him? Or a movie montage with the best song? That’s what you were to him.” I’m sniffling, but I need to finish. “You were the biggest, most impossible dream for him.” I press the tears away with my fingers before they can fall.",,[],,76
"My parents have come with me, and they’re waiting by the car. I’m their seventh son, their last. My parents don’t like each other much, but we’re Catholic. Or they’re Catholic. Point is, as far as my parents go, they love me, but they’ve done it all before and don’t have the energy to have much of a relationship with me. Plus, if they leave their carefully constructed confines to spend time with me, they may encounter each other, which they’ve both ruled is not worth it.",,[],,110
"“Sorry,” she says, which is more than what I said to her, but I decide to call her out on what was truly shitty in what she said.",,[],,33
"I let that question be my only thought, over and over again, until the words become meaningless. I keep running until there is no more anger, no more thinking, only my breathing, only telling myself to keep pushing. I keep running, and I keep running, and I just go.",,[],,59
I stand and watch as the kids jog to the locker room. Coach turns and sees me and opens his mouth to yell at me before he remembers. I take a step forward.,,[],,36
"“No,” I say. “I got what I needed today. Next week, I leave for school, and I’ll have places to run there that don’t…” I was similarly inarticulate when I showed up three hours ago, but he understands this time too.",,[],,55
"When no one else has arrived by the time Mom and Dad want to go to dinner, part of me hopes that the RA was wrong about there being a waiting list for campus housing.",,[],,37
"“Hi,” I say. “Nice to meet you. I was going to grab my stuff and take a shower.” It’s early evening, but it’s still hot as blazes out, and everyone was traveling and moving today, so my excuse to be antisocial is accepted.",,[],,57
"Suddenly, I’m grateful for my undemonstrative family. Which makes me miss them, especially my mom. Mentally, I thank her again, this time for not crying.",,[],,38
"Under the table, I text my brothers that someone has kidnapped our parents and replaced them with actors who don’t know that they’re supposed to hate each other. As usual, only the younger three think this is funny.",,[],,44
"I’m almost finished with the front yard, so I wrap up the last bit, then make my way over. I drink until the ice clinks empty at the bottom. I knock on the doorframe and call her name softly. When there’s no answer, I ring the bell.",,[],,58
"When I approach the desk and ask about Autumn, the nurse looks doubtful, like maybe he should send me away, but he says visiting hours start in forty minutes. The staff will give my name to Autumn.",,[],,42
Autumn shakes her head. “You’re the first person I told. I found out a week ago. I’m still trying to wrap my head around it.” She’s finally dipping the stick in her candy powder and stirring it slowly.,,[],,48
"Ever since I was released from the hospital six days ago, I’ve gotten out of bed, showered, and eaten three square meals that I sometimes don’t throw up. Every day! I thought this was enough.",,[],,44
"Mom sat down next to me. “This is a lot, for all of us. We need to try to focus on the good. If it doesn’t feel real yet, let’s make it feel real.”",,[],,43
"Water sounds amazing, and I hope my body lets me have some soon. I take a shuddering breath but don’t move from the trash can.",,[],,31
"She nods, then reaches over and hugs me. I relax into it. Like seeing her, I hadn’t realized how much I needed it until it happened.",,[],,33
"“You are looking very healthy,” he says. “When I saw you in the hospital, it was—” He throws up his hands. Apparently there aren’t words. “But now? You have some color. You have some weight on you. How are you feeling?”",,[],,55
I can’t help making a face. “I didn’t like the new lady either. I don’t want to go back. She didn’t feel right.”,,[],,32
"I’ve spoken to my father on the phone twice since getting out of the hospital. The last phone call, he told me that he’d been assigned a business trip in Japan that would last six months but maybe more, depending on the markets.",,[],,49
"“Girl! You having twins then? I’m kidding! You’re not that big. You’re so tiny that you’re showing early. Not that most people could even tell, but whatever. When I’m pregnant, I don’t show until I’m almost seven months gone.”",,[],,56
"I’ve been doing my research. I conquered my fear of judgmental looks from the staff that had watched me grow up checking out stacks of books each visit and made my way to the library. In addition to a book on French parenting and another on baby development, my bravery was rewarded by excitement from the librarians and flyers about story time and pre-K reading clubs.",,[],,73
"“Autumn, the way I burst into tears…” She grimaces. “We ended up better for it. We understand what each other’s going through more, you know? But he still owed me.”",,[],,42
"“Well, we can watch one together,” I suggest. “And afterward, we can go to the library, and I’ll help you find some horror novels to read when you’re home alone with the baby.”",,[],,42
"“Who are you, and what have you done with Autumn Rose Davis?” She jumps off the couch and grabs my hand. “That’s it, we’re going to the library right now. Movie later. You need this more than I do.”",,[],,50
"Mom, the expert shopper in all situations, leads the way to the furniture corner where the little crib sits. “It doesn’t quite match the rest of the wood in your room,” she muses. “It would almost be better if it was totally different. This will look like we tried to match it and failed. I’m certain I could find one online in a better color.”",,[],,78
"“Whatever you can give me,” he says, “I’ll take it. And if you never want me to know your child, I’ll accept that. All I ask is that today, you stay for this lunch and tell me about my son.”",,[],,51
"The Mothers are still crying a bit, but it’s mostly happy whispering now. I told them that I both wanted and didn’t want them here, because it’s always a moment you think you’re going to share with the father of your baby, but I also didn’t want to face it alone.",,[],,62
