Book,Character List,Count,correct_guesses,accuracy,en
Adventures_of_Huckleberry_Finn,"('bayan phelps', 'phelps', 'señora phelps')",1,0,0.0,17
Adventures_of_Sherlock_Holmes,"('bay holmes', 'holme', 'holmes', 'señor holmes', 'sherlock holmes')",36,176,0.18803418803418803,461
Adventures_of_Sherlock_Holmes,"('bay jabez wilson', 'bay wilson', 'jabez wilso', 'jabez wilson', 'señor wilson', 'wilso', 'wilson')",9,8,0.03418803418803419,22
Adventures_of_Sherlock_Holmes,"('watso', 'watson')",7,46,0.25274725274725274,81
Adventures_of_Sherlock_Holmes,"('bay rucastle', 'bayan rucastle', 'ruca', 'rucastle', 'señor rucastle', 'señora rucastle')",4,3,0.028846153846153848,42
Adventures_of_Sherlock_Holmes,"('bay jones', 'jones')",3,0,0.0,11
Adventures_of_Sherlock_Holmes,"('bay hosmer angel', 'hosmer', 'hosmer angel')",3,2,0.02564102564102564,23
Adventures_of_Sherlock_Holmes,"('bay duncan ross', 'duncan ross')",3,0,0.0,7
Adventures_of_Sherlock_Holmes,"('bayan mary sutherland', 'mar', 'mary', 'mary sutherla', 'mary sutherland')",3,6,0.07692307692307693,262
Adventures_of_Sherlock_Holmes,"('lady st', 'lord st', 'señora st', 'simon')",3,0,0.0,40
Adventures_of_Sherlock_Holmes,"('bay holder', 'holde', 'holder')",2,3,0.057692307692307696,23
Adventures_of_Sherlock_Holmes,"('albay lysander stark', 'lysander stark', 'stark')",2,0,0.0,9
Adventures_of_Sherlock_Holmes,"('bayan stoner', 'stone', 'stoner')",2,4,0.07692307692307693,59
Adventures_of_Sherlock_Holmes,"('bayan hunter', 'hunter')",2,3,0.057692307692307696,22
Adventures_of_Sherlock_Holmes,"('mccarthy',)",2,0,0.0,40
Adventures_of_Sherlock_Holmes,"('bay merryweather', 'merryweather')",2,2,0.038461538461538464,12
Adventures_of_Sherlock_Holmes,"('ezekiah hopkin', 'ezekiah hopkins')",1,5,0.19230769230769232,2
Adventures_of_Sherlock_Holmes,"('bay windibank', 'windiban', 'windibank')",1,0,0.0,20
Adventures_of_Sherlock_Holmes,"('ned',)",1,0,0.0,429
Adventures_of_Sherlock_Holmes,"('clay', 'john clay')",1,1,0.038461538461538464,15
Adventures_of_Sherlock_Holmes,"('william morri', 'william morris')",1,0,0.0,2
Adventures_of_Sherlock_Holmes,"('adle', 'adler', 'bayan adler')",1,2,0.07692307692307693,16
Adventures_of_Sherlock_Holmes,"('conde von kramm', 'kont von kramm', 'kram', 'the count von kramm')",1,9,0.34615384615384615,2
Adventures_of_Sherlock_Holmes,"('godfrey norton',)",1,0,0.0,5
Adventures_of_Sherlock_Holmes,"('james',)",1,0,0.0,21
Adventures_of_Sherlock_Holmes,"('dr roylott', 'roylot', 'roylott')",1,0,0.0,23
Adventures_of_Sherlock_Holmes,"('openshaw',)",1,0,0.0,16
Adventures_of_Sherlock_Holmes,"('alice',)",1,0,0.0,12
Adventures_of_Sherlock_Holmes,"('turner',)",1,0,0.0,22
Adventures_of_Sherlock_Holmes,"('lestrade',)",1,10,0.38461538461538464,38
Adventures_of_Sherlock_Holmes,"('moran',)",1,0,0.0,14
Adventures_of_Sherlock_Holmes,"(""'bay ferguson"", 'ferguson')",1,0,0.0,4
Adventures_of_Sherlock_Holmes,"('arthur',)",1,8,0.3076923076923077,20
Alice_in_Wonderland,"('alic', 'alice', 'alice ejder', 'alicia')",45,611,0.5222222222222223,397
Alice_in_Wonderland,"('dodo',)",1,0,0.0,13
Dracula,"('bà min', 'harker', 'madam mina', 'mina', 'ms harker', 'señora harker', 'señora mina')",21,129,0.23626373626373626,269
Dracula,"('doctor van helsing', 'helsing', 'van helsin', 'van helsing')",17,44,0.09954751131221719,322
Dracula,"('luc', 'lucy', 'miss lucy', 'miss westenra', 'westenra')",14,68,0.18681318681318682,305
Dracula,"('jona', 'jonathan')",10,57,0.21923076923076923,201
Dracula,"('doctor seward', 'dr seward', 'sewar', 'seward')",5,12,0.09230769230769231,128
Dracula,"('conde drácula', 'dracula', 'drácula', 'kont', 'kont dracula')",4,92,0.8846153846153846,35
Dracula,"('amigo john', 'john')",3,2,0.02564102564102564,76
Dracula,"('bersicker',)",2,3,0.057692307692307696,9
Dracula,"('morris', 'mr morris', 'quincey morri', 'señor morris')",2,0,0.0,78
Dracula,"('bilde', 'bilder', 'bà bilder', 'mr bilder', 'ms tom', 'tom')",2,2,0.038461538461538464,81
Dracula,"('renfield',)",3,3,0.038461538461538464,48
Dracula,"('hawkins', 'mr hawkins')",1,0,0.0,25
Dracula,"('atila', 'attila', 'magyard')",1,20,0.7692307692307693,2
Dracula,"('arthur',)",1,8,0.3076923076923077,147
Dracula,"('olgaren',)",1,0,0.0,1
Dracula,"('godalming', 'lord godalming')",1,13,0.5,88
Dracula,"('thomas',)",1,0,0.0,7
Dracula,"('sam',)",1,0,0.0,123
Dracula,"('skinsky',)",1,0,0.0,12
Dune,"('pau', 'paul')",46,216,0.1806020066889632,1732
Dune,"('dama jessica', 'jessic', 'jessica', 'leydi jessica')",21,36,0.06593406593406594,895
Dune,"('ging halleck', 'gurney', 'gurney halleck', 'halleck')",9,1,0.004273504273504274,348
Dune,"('baron', 'barón', 'nam', 'ùng')",5,0,0.0,584
Dune,"('leto',)",4,8,0.07692307692307693,223
Dune,"('chani', 'jamis')",3,16,0.20512820512820512,268
Dune,"('harkonnen', 'yueh')",2,0,0.0,312
Dune,"('hawat', 'thufir hawat')",2,2,0.038461538461538464,429
Dune,"('stilgar',)",2,0,0.0,400
Dune,"('bene gesserit',)",1,0,0.0,140
Dune,"('kynes', 'ngài')",1,1,0.038461538461538464,329
Dune,"('fremen',)",1,0,0.0,413
Dune,"('harah',)",1,0,0.0,84
Dune,"('muad',)",1,1,0.038461538461538464,173
Dune,"('alia',)",1,0,0.0,99
Fahrenheit_451,"('mildred', 'montag', 'montag tin')",64,94,0.056490384615384616,456
Fahrenheit_451,"('george', 'granger')",5,0,0.0,25
Fahrenheit_451,"('faber',)",4,0,0.0,88
Fahrenheit_451,"('bayan bowles', 'bowles')",4,0,0.0,11
Fahrenheit_451,"('beatty',)",4,0,0.0,115
Fahrenheit_451,"('bayan phelps', 'phelps')",3,0,0.0,15
Fahrenheit_451,"('gloria',)",1,0,0.0,1
Frankenstein,"('clerva', 'clerval', 'frankenstein', 'querido clerval', 'ren')",12,8,0.02564102564102564,205
Frankenstein,"('eliz', 'elizabeth')",8,37,0.1778846153846154,92
Frankenstein,"('kirwin', 'mr kirwin', 'señor kirwin')",5,1,0.007692307692307693,13
Frankenstein,"('henr', 'henry')",5,8,0.06153846153846154,26
Frankenstein,"('justine',)",4,0,0.0,55
Frankenstein,"('felix', 'félix')",4,0,0.0,50
Frankenstein,"('de lace', 'de lacey')",3,3,0.038461538461538464,9
Frankenstein,"('daniel', 'daniel nugen', 'daniel nugent')",2,0,0.0,3
Frankenstein,"('margare', 'margaret')",2,0,0.0,10
Frankenstein,"('krempe', 'señor krempe', 'thn hy ho')",2,0,0.0,9
Frankenstein,"('dante',)",1,0,0.0,1
Frankenstein,"('profesör waldman', 'waldman')",1,0,0.0,9
Frankenstein,"('caroline beaufort',)",1,0,0.0,2
Frankenstein,"('william',)",1,0,0.0,25
Harry_Potter_and_the_Deathly_Hallows,"('harry', ""harry'nin patronus"", ""harry'ye"")",34,406,0.4592760180995475,3184
Harry_Potter_and_the_Deathly_Hallows,"('hermione', ""hermione'nin"", ""hermione'ye"")",13,79,0.23372781065088757,1225
Harry_Potter_and_the_Deathly_Hallows,"('ron', ""ron'dan"")",10,11,0.04230769230769231,586
Harry_Potter_and_the_Deathly_Hallows,"('draco malfoy', 'luciu', 'lucius', 'lucius malfoy', 'malfoy', 'malfoys')",4,1,0.009615384615384616,89
Harry_Potter_and_the_Deathly_Hallows,"('albus dumbledore', ""albus dumbledore'un"", 'dumbledore')",5,20,0.15384615384615385,595
Harry_Potter_and_the_Deathly_Hallows,"('mr weasley', ""mr weasley'nin"", 'ms weasley', 'señor weasley', 'señora weasley', 'weasley')",4,0,0.0,192
Harry_Potter_and_the_Deathly_Hallows,"('señor tenebroso', 'the elder wand', 'voldemort')",3,39,0.5,444
Harry_Potter_and_the_Deathly_Hallows,"('snape',)",2,6,0.11538461538461539,293
Harry_Potter_and_the_Deathly_Hallows,"('muriel',)",2,11,0.21153846153846154,52
Harry_Potter_and_the_Deathly_Hallows,"('lupin',)",2,0,0.0,167
Harry_Potter_and_the_Deathly_Hallows,"('moody',)",2,0,0.0,30
Harry_Potter_and_the_Deathly_Hallows,"('hagri', 'hagrid', ""hagrid'in"", 'hayalbozan')",2,8,0.15384615384615385,172
Harry_Potter_and_the_Deathly_Hallows,"('fred',)",2,1,0.019230769230769232,95
Harry_Potter_and_the_Deathly_Hallows,"('kuera', 'vernon')",1,0,0.0,50
Harry_Potter_and_the_Deathly_Hallows,"('dudley',)",1,0,0.0,49
Harry_Potter_and_the_Deathly_Hallows,"('pius thi', 'pius thicknesse')",1,0,0.0,4
Harry_Potter_and_the_Deathly_Hallows,"('luna',)",1,2,0.07692307692307693,142
Harry_Potter_and_the_Deathly_Hallows,"('george',)",1,0,0.0,77
Harry_Potter_and_the_Deathly_Hallows,"('ginny',)",1,2,0.07692307692307693,122
Harry_Potter_and_the_Deathly_Hallows,"('xenophilius',)",1,5,0.19230769230769232,92
Harry_Potter_and_the_Deathly_Hallows,"('lee',)",1,0,0.0,122
Harry_Potter_and_the_Deathly_Hallows,"('ollivander',)",1,19,0.7307692307692307,72
Harry_Potter_and_the_Deathly_Hallows,"('mcgonagall', 'profesör mcgonagall')",1,11,0.4230769230769231,70
Harry_Potter_and_the_Deathly_Hallows,"('james',)",1,2,0.07692307692307693,58
Harry_Potter_and_the_Deathly_Hallows,"('umbridge',)",1,0,0.0,46
Harry_Potter_and_the_Deathly_Hallows,"('sirius',)",1,0,0.0,70
Harry_Potter_and_the_Deathly_Hallows,"('vernon dursley',)",1,0,0.0,10
Of_Mice_and_Men,"('george', 'geroge')",23,114,0.19063545150501673,446
Of_Mice_and_Men,"('lenni', 'lennie', 'lennie im')",15,24,0.06153846153846154,367
Of_Mice_and_Men,"('curle', 'curley', 'v curley')",5,25,0.19230769230769232,136
Of_Mice_and_Men,"('carlson',)",2,4,0.07692307692307693,46
Of_Mice_and_Men,"('candy',)",2,0,0.0,104
Of_Mice_and_Men,"('crooks',)",1,11,0.4230769230769231,67
Percy_Jackson_The_Lightning_Thief,"('annabeth', 'annabeth bo', 'atenea', 'athena', 'm annabeth')",17,25,0.05656108597285068,407
Percy_Jackson_The_Lightning_Thief,"('bay brunner', 'brunner', 'chiron', 'kheiron', 'murmuré', 'quirón', 'señor brunner')",13,2,0.005917159763313609,185
Percy_Jackson_The_Lightning_Thief,"('perc', 'percy', 'percy jackso', 'percy jackson', 'perscus jackso', 'perseus jackson')",13,9,0.026627218934911243,260
Percy_Jackson_The_Lightning_Thief,"('bayan dodds', 'dodd', 'dodds', 'señora dodds')",10,1,0.0038461538461538464,63
Percy_Jackson_The_Lightning_Thief,"('gabe', 'gabe cóc', 'gabe cóc ch', 'gabe cóc cht', 'gabe el apestoso', 'kokarca gabe', 'smelly gabe')",8,4,0.019230769230769232,78
Percy_Jackson_The_Lightning_Thief,"('luke',)",6,0,0.0,114
Percy_Jackson_The_Lightning_Thief,"('hade', 'hades')",4,3,0.028846153846153848,123
Percy_Jackson_The_Lightning_Thief,"('barry manilow', 'bay charon', 'caronte', 'charo', 'charon')",3,10,0.1282051282051282,30
Percy_Jackson_The_Lightning_Thief,"('grover', 'kıvırcık')",3,0,0.0,449
Percy_Jackson_The_Lightning_Thief,"('nancy', 'nancy bobofit')",3,0,0.0,23
Percy_Jackson_The_Lightning_Thief,"('clarisse',)",3,0,0.0,46
Percy_Jackson_The_Lightning_Thief,"('bay d', 'mr d', 'señor d')",1,0,0.0,0
Percy_Jackson_The_Lightning_Thief,"('sally jackso', 'sally jackson')",1,0,0.0,5
Percy_Jackson_The_Lightning_Thief,"('hermes',)",1,0,0.0,19
Percy_Jackson_The_Lightning_Thief,"('poseidon', 'poseidón')",1,0,0.0,90
Percy_Jackson_The_Lightning_Thief,"('chimera', 'kimera', 'quimera')",1,0,0.0,17
Percy_Jackson_The_Lightning_Thief,"('cu ferdinand', 'ferdinand', 'ferdinand amcam', 'uncle ferdinand')",1,0,0.0,6
Percy_Jackson_The_Lightning_Thief,"('maurice',)",1,0,0.0,6
Percy_Jackson_The_Lightning_Thief,"('arachne', 'aracne', 'arakne')",1,0,0.0,2
Percy_Jackson_The_Lightning_Thief,"('echidna', 'ekidne', 'equidna')",1,0,0.0,10
Percy_Jackson_The_Lightning_Thief,"('barbara walters',)",1,0,0.0,4
Percy_Jackson_The_Lightning_Thief,"('dớt', 'zeus')",1,0,0.0,108
Percy_Jackson_The_Lightning_Thief,"('ares',)",1,0,0.0,134
Pride_and_Prejudice,"('cô elizabeth', 'eliz', 'eliza', 'elizabeth', 'miss eliza')",27,243,0.34615384615384615,657
Pride_and_Prejudice,"('bennet', 'bà benne', 'jane', 'jane bennet', 'miss bennet', 'mr bennet', 'mrs bennet', 'señor bennet', 'señora bennet')",23,101,0.1688963210702341,334
Pride_and_Prejudice,"('anh darcy', 'darc', 'darcy', 'mr darcy', 'señor darcy')",17,102,0.23076923076923078,418
Pride_and_Prejudice,"('bingley', 'mr bingley', 'señor bingley')",4,28,0.2692307692307692,312
Pride_and_Prejudice,"('bourgh', 'catherine', 'catherine bourg', 'catherine de bourgh', 'de bourg', 'de bourgh', 'lady catherine', 'lady catherine de bourgh')",4,11,0.10576923076923077,127
Pride_and_Prejudice,"('mr wickham', 'wickham')",4,0,0.0,194
Pride_and_Prejudice,"('collin', 'collins', 'mr collins', 'señor collins')",3,25,0.32051282051282054,185
Pride_and_Prejudice,"('albay fitzwilliam', 'fitzwilliam', 'ngài william', 'sir william', 'william')",3,0,0.0,83
Pride_and_Prejudice,"('lizz', 'lizzy')",3,0,0.0,97
Pride_and_Prejudice,"('charlotte lucas', 'lucas', 'miss lucas')",2,1,0.019230769230769232,84
Pride_and_Prejudice,"('charle', 'charles', 'netherfield')",2,14,0.2692307692307692,73
Pride_and_Prejudice,"('mary',)",2,2,0.038461538461538464,39
Pride_and_Prejudice,"('long', 'mrs long', 'señora long')",1,0,0.0,278
Pride_and_Prejudice,"('louisa',)",1,0,0.0,6
Pride_and_Prejudice,"('jones', 'mr jones')",1,1,0.038461538461538464,5
Pride_and_Prejudice,"('mrs philips', 'philips', 'señora philips')",1,0,0.0,35
Pride_and_Prejudice,"('maria', 'maría')",1,0,0.0,20
Pride_and_Prejudice,"('lydia',)",1,0,0.0,171
Sense_and_sensibility,('elinor'),26,0,0.0,685
Sense_and_sensibility,"('mariann', 'marianne', 'miss marianne')",22,15,0.026223776223776224,566
Sense_and_sensibility,"('edvvard', 'edward')",9,57,0.24358974358974358,263
Sense_and_sensibility,"('charlotte', 'jenning', 'jennings', 'mrs jennings', 'señora jennings')",8,1,0.004807692307692308,235
Sense_and_sensibility,"('mr willoughby', 'willoughby')",5,18,0.13846153846153847,219
Sense_and_sensibility,"('lucy',)",5,0,0.0,186
Sense_and_sensibility,"('dashwood', 'daswood', 'john', 'john dashwood', 'john daswood', 'mr john dashwood', 'mrs dashwood norland', 'mrs john dashwood', 'señora dashwood', 'sir john')",5,22,0.16923076923076924,288
Sense_and_sensibility,"('ferrars', 'mr ferrars', 'mrs ferrars', 'señor ferrars', 'señora ferrars')",5,7,0.05384615384615385,130
Sense_and_sensibility,"('albay brandon', 'brandon')",4,32,0.3076923076923077,144
Sense_and_sensibility,"('anh palmer', 'mr palmer', 'mrs palmer', 'palmer', 'señor palmer', 'señora palmer')",4,1,0.009615384615384616,87
Sense_and_sensibility,"('harry', 'henry')",2,0,0.0,7
Sense_and_sensibility,"('lady middleton', 'middleton')",2,0,0.0,121
Sense_and_sensibility,"('annamaria',)",1,0,0.0,3
Sense_and_sensibility,"('eliza',)",1,18,0.6923076923076923,8
Sense_and_sensibility,"('fanny',)",1,0,0.0,48
The_Boy_in_the_Striped_Pyjamas,"(""'không"", 'brun', 'bruno', 'do thái', 'huy', 'padre')",65,43,0.02544378698224852,794
The_Boy_in_the_Striped_Pyjamas,"('gretel',)",15,0,0.0,175
The_Boy_in_the_Striped_Pyjamas,"('shmuel',)",9,0,0.0,248
The_Boy_in_the_Striped_Pyjamas,"('pavel',)",5,0,0.0,59
The_Boy_in_the_Striped_Pyjamas,"('maria', 'maría')",4,0,0.0,78
The_Boy_in_the_Striped_Pyjamas,"('bay liszt', 'herr liszt', 'liszt')",2,0,0.0,18
The_Great_Gatsby,"('bay gatsby', 'gatsby')",11,83,0.2902097902097902,263
The_Great_Gatsby,"('tom', 'tom buchanan', 'ton buchanan')",11,38,0.13286713286713286,219
The_Great_Gatsby,"('daisy',)",11,55,0.19230769230769232,186
The_Great_Gatsby,"(""'jordan baker"", 'baker', 'bayan baker', 'jordan', 'jordan baker', 'miss baker')",9,15,0.0641025641025641,73
The_Great_Gatsby,"('bayan wilson', 'mistress wilson', 'myrtle', 'wilso', 'wilson')",3,8,0.10256410256410256,77
The_Great_Gatsby,"('bay wolfsheim', 'meyer wolfsheim', 'meyer wolfshiem', 'wolfsheim hnh', 'wolfshiem')",2,6,0.11538461538461539,32
The_Great_Gatsby,"('catherine',)",1,3,0.11538461538461539,14
The_Great_Gatsby,"('bay mckee', 'mckee', 'mister mckee')",1,0,0.0,18
The_Great_Gatsby,"('van hindenburg', 'von hindenburg')",1,1,0.038461538461538464,1
The_Great_Gatsby,"('bay sloane', 'mister sloane', 'sloane')",1,0,0.0,10
The_Great_Gatsby,"('walter',)",1,0,0.0,4
The_Great_Gatsby,"('georg', 'george')",1,4,0.15384615384615385,16
The_Great_Gatsby,"('bay gatz', 'gatz')",1,0,0.0,11
The_Handmaid_s_Tale,"('luke',)",23,18,0.030100334448160536,86
The_Handmaid_s_Tale,"('aunt lydia', 'lvdi', 'lydia', 'lydia teyze', 'tía lydia')",19,54,0.10931174089068826,105
The_Handmaid_s_Tale,"('serana joy', 'serena', 'serena joy')",11,7,0.024475524475524476,69
The_Handmaid_s_Tale,"('moira',)",11,4,0.013986013986013986,129
The_Handmaid_s_Tale,"('janin', 'janine')",8,17,0.08173076923076923,94
The_Handmaid_s_Tale,"('deglen', 'gleninki', 'ofglen')",8,0,0.0,68
The_Handmaid_s_Tale,"('cora',)",6,3,0.019230769230769232,54
The_Handmaid_s_Tale,"('rita',)",6,2,0.01282051282051282,60
The_Handmaid_s_Tale,"('nick',)",6,22,0.14102564102564102,38
The_Handmaid_s_Tale,"('dolores',)",1,0,0.0,6
The_Handmaid_s_Tale,"('cô trici', 'tricia', 'tricia foreman')",1,0,0.0,1
The_Picture_of_Dorian_Gray,"('harry', 'henr', 'henry', 'henry ci', 'henry wotto', 'henry wotton', 'lord henry', 'lord henry wotton')",28,71,0.09752747252747253,236
The_Picture_of_Dorian_Gray,"('doria', 'dorian', 'dorian gray')",26,206,0.3047337278106509,414
The_Picture_of_Dorian_Gray,"('basil', 'basil hallwar', 'basil hallward', 'hallward', 'sibyl')",7,16,0.08791208791208792,158
The_Picture_of_Dorian_Gray,"('hubbar', 'hubbard', 'mr hubbard')",2,5,0.09615384615384616,8
The_Picture_of_Dorian_Gray,"('campbell', 'y run')",2,0,0.0,28
The_Picture_of_Dorian_Gray,"('fermor', 'lord fermor')",1,0,0.0,4
The_Picture_of_Dorian_Gray,"('agatha',)",1,2,0.07692307692307693,15
The_Picture_of_Dorian_Gray,"('george petit', 'george petit4', 'georges petit')",1,0,0.0,1
The_Picture_of_Dorian_Gray,"('erskine', 'mr erskine')",1,0,0.0,13
The_Picture_of_Dorian_Gray,"('ferrol', 'ferroll', 'madam ferrol', 'madame de ferrol')",1,0,0.0,4
The_Picture_of_Dorian_Gray,"('lady ruxton', 'leydi ruxton', 'ruxton')",1,0,0.0,5
The_Picture_of_Dorian_Gray,"('james vane',)",1,0,0.0,10
The_Picture_of_Dorian_Gray,"('geoffrey', 'sir geoffrey')",1,0,0.0,12
