Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['alicia', 'alice']",alice,1,1.0,correct,mohale,0,0.55,incorrect,alice,1,1.0,correct,john,0,0.0,incorrect,alice,1,1.0,correct,fa,0,0.29,incorrect,hina,0,0.4,incorrect,monamona,0,0.29,incorrect,alice,1,1.0,correct,kek,0,0.25,incorrect,gaga,0,0.4,incorrect,gaga,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,y,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alice,1,1.0,correct,nguyen,0,0.18,incorrect,alice,1,1.0,correct,y,0,0.0,incorrect,alice,1,1.0,correct,nguyen,0,0.18,incorrect,mohale,0,0.55,incorrect,john,0,0.0,incorrect,fa,0,0.29,incorrect,monamona,0,0.29,incorrect,kek,0,0.25,incorrect,gaga,0,0.4,incorrect
"['alicia', 'alice']",mpho,0,0.0,incorrect,peter,0,0.2,incorrect,aja,0,0.44,incorrect,aja,0,0.44,incorrect,moratiwa,0,0.43,incorrect,mmamoratwa,0,0.25,incorrect,hia,0,0.44,incorrect,tane,0,0.44,incorrect,mary,0,0.22,incorrect,ram,0,0.25,incorrect,alice,1,1.0,correct,rabe,0,0.44,incorrect,alice,1,1.0,correct,lucy,0,0.44,incorrect,alicia,1,1.0,correct,max,0,0.25,incorrect,ahmet,0,0.4,incorrect,koca,0,0.4,incorrect,mary,0,0.22,incorrect,nguyen,0,0.18,incorrect,lucy,0,0.44,incorrect,max,0,0.25,incorrect,koca,0,0.4,incorrect,nguyen,0,0.18,incorrect,peter,0,0.2,incorrect,aja,0,0.44,incorrect,mmamoratwa,0,0.25,incorrect,tane,0,0.44,incorrect,ram,0,0.25,incorrect,rabe,0,0.44,incorrect
"['alicia', 'alice']",chance,0,0.55,incorrect,john,0,0.0,incorrect,david,0,0.4,incorrect,eyi,0,0.25,incorrect,seno,0,0.22,incorrect,seno,0,0.22,incorrect,jesus,0,0.2,incorrect,riro,0,0.22,incorrect,mask,0,0.22,incorrect,rama,0,0.4,incorrect,toa john,0,0.15,incorrect,noho,0,0.0,incorrect,alice,1,1.0,correct,lucy,0,0.44,incorrect,alicia,1,1.0,correct,esto,0,0.22,incorrect,ahmet,0,0.4,incorrect,firat,0,0.36,incorrect,lan,0,0.44,incorrect,hoi,0,0.25,incorrect,lucy,0,0.44,incorrect,esto,0,0.22,incorrect,firat,0,0.36,incorrect,hoi,0,0.25,incorrect,john,0,0.0,incorrect,eyi,0,0.25,incorrect,seno,0,0.22,incorrect,riro,0,0.22,incorrect,rama,0,0.4,incorrect,noho,0,0.0,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,mary,0,0.22,incorrect,igbalaye,0,0.46,incorrect,olu,0,0.25,incorrect,mopheme,0,0.17,incorrect,lebogang,0,0.31,incorrect,tarzan,0,0.33,incorrect,tahiti,0,0.5,incorrect,alice,1,1.0,correct,ravi,0,0.44,incorrect,alice,1,1.0,correct,ny,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,este,0,0.22,incorrect,alice,1,1.0,correct,asil,0,0.44,incorrect,alice,1,1.0,correct,ngon,0,0.0,incorrect,alice,1,1.0,correct,este,0,0.22,incorrect,asil,0,0.44,incorrect,ngon,0,0.0,incorrect,mary,0,0.22,incorrect,olu,0,0.25,incorrect,lebogang,0,0.31,incorrect,tahiti,0,0.5,incorrect,ravi,0,0.44,incorrect,ny,0,0.0,incorrect
"['alicia', 'alice']",mask,0,0.22,incorrect,emma,0,0.22,incorrect,ebun,0,0.22,incorrect,michael,0,0.5,incorrect,lebogang,0,0.31,incorrect,kgopisega,0,0.29,incorrect,teva,0,0.22,incorrect,ahani,0,0.4,incorrect,ram,0,0.25,incorrect,kash,0,0.22,incorrect,jean,0,0.22,incorrect,saingy,0,0.36,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alicia,1,1.0,correct,ali,0,0.75,correct,zavalli,0,0.5,incorrect,juliet,0,0.55,incorrect,khong xac dinh,0,0.3,incorrect,alice,1,1.0,correct,alicia,1,1.0,correct,zavalli,0,0.5,incorrect,khong xac dinh,0,0.3,incorrect,emma,0,0.22,incorrect,michael,0,0.5,incorrect,kgopisega,0,0.29,incorrect,ahani,0,0.4,incorrect,kash,0,0.22,incorrect,saingy,0,0.36,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,caterpillar,0,0.35,incorrect,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,lewis,0,0.4,incorrect,mo,0,0.0,incorrect,alice,1,1.0,correct,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,tao,0,0.25,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,alicia,1,1.0,correct,alice,1,1.0,correct,ali,0,0.75,correct,alice,1,1.0,correct,kien,0,0.44,incorrect,alice,1,1.0,correct,alicia,1,1.0,correct,ali,0,0.75,correct,kien,0,0.44,incorrect,caterpillar,0,0.35,incorrect,alice,1,1.0,correct,mo,0,0.0,incorrect,caterpillar,0,0.35,incorrect,caterpillar,0,0.35,incorrect,tao,0,0.25,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,me,0,0.29,incorrect,olu,0,0.25,incorrect,sibesibe,0,0.31,incorrect,kgosi,0,0.2,incorrect,le,0,0.57,incorrect,hi'o,0,0.22,incorrect,noa,0,0.25,incorrect,unknown,0,0.0,incorrect,ram,0,0.25,incorrect,john,0,0.0,incorrect,tom,0,0.0,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,ana,0,0.44,incorrect,alice,1,1.0,correct,yusuf,0,0.0,incorrect,alice,1,1.0,correct,cuoi,0,0.4,incorrect,alice,1,1.0,correct,ana,0,0.44,incorrect,yusuf,0,0.0,incorrect,cuoi,0,0.4,incorrect,me,0,0.29,incorrect,sibesibe,0,0.31,incorrect,le,0,0.57,incorrect,noa,0,0.25,incorrect,ram,0,0.25,incorrect,tom,0,0.0,incorrect
"['alicia', 'alice']",peter,0,0.2,incorrect,ke,0,0.29,incorrect,morufu,0,0.0,incorrect,bawo,0,0.22,incorrect,tshepo,0,0.18,incorrect,myra,0,0.22,incorrect,marie,0,0.6,incorrect,eaha,0,0.4,incorrect,krishna,0,0.31,incorrect,hariram,0,0.46,incorrect,tom,0,0.0,incorrect,inona,0,0.36,incorrect,alice,1,1.0,correct,sheila,0,0.33,incorrect,alicia,1,1.0,correct,verde,0,0.2,incorrect,aylin,0,0.6,incorrect,yasar,0,0.36,incorrect,toan,0,0.22,incorrect,toan,0,0.22,incorrect,sheila,0,0.33,incorrect,verde,0,0.2,incorrect,yasar,0,0.36,incorrect,toan,0,0.22,incorrect,ke,0,0.29,incorrect,bawo,0,0.22,incorrect,myra,0,0.22,incorrect,eaha,0,0.4,incorrect,hariram,0,0.46,incorrect,inona,0,0.36,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,tseba,0,0.2,incorrect,jesus,0,0.2,incorrect,olanrewaju,0,0.27,incorrect,neo,0,0.25,incorrect,moses,0,0.2,incorrect,petero,0,0.18,incorrect,ua,0,0.29,incorrect,ram,0,0.25,incorrect,priya,0,0.36,incorrect,ravela,0,0.5,incorrect,maria,0,0.55,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,blancanieves,0,0.35,incorrect,sabe,0,0.44,incorrect,ali,0,0.75,correct,yumurta,0,0.17,incorrect,lan,0,0.44,incorrect,tat,0,0.25,incorrect,alice,1,1.0,correct,sabe,0,0.44,incorrect,yumurta,0,0.17,incorrect,tat,0,0.25,incorrect,tseba,0,0.2,incorrect,olanrewaju,0,0.27,incorrect,moses,0,0.2,incorrect,ua,0,0.29,incorrect,priya,0,0.36,incorrect,maria,0,0.55,incorrect
"['alicia', 'alice']",paul,0,0.44,incorrect,khanye,0,0.36,incorrect,sola,0,0.4,incorrect,emi,0,0.25,incorrect,keletso,0,0.33,incorrect,mme,0,0.25,incorrect,joseph,0,0.18,incorrect,rui,0,0.25,incorrect,ram,0,0.25,incorrect,ramesh,0,0.36,incorrect,alice,1,1.0,correct,john,0,0.0,incorrect,alice,1,1.0,correct,raw,0,0.25,incorrect,alicia,1,1.0,correct,juan,0,0.22,incorrect,ali,0,0.75,correct,hos,0,0.0,incorrect,nam,0,0.25,incorrect,thao,0,0.22,incorrect,raw,0,0.25,incorrect,juan,0,0.22,incorrect,hos,0,0.0,incorrect,thao,0,0.22,incorrect,khanye,0,0.36,incorrect,emi,0,0.25,incorrect,mme,0,0.25,incorrect,rui,0,0.25,incorrect,ramesh,0,0.36,incorrect,john,0,0.0,incorrect
"['alicia', 'alice']",peter,0,0.2,incorrect,unknown,0,0.0,incorrect,o,0,0.0,incorrect,okan,0,0.22,incorrect,john,0,0.0,incorrect,rate,0,0.44,incorrect,teva,0,0.22,incorrect,john,0,0.0,incorrect,krishna,0,0.31,incorrect,jahi,0,0.44,incorrect,rasoa,0,0.36,incorrect,adam,0,0.4,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,quijote,0,0.33,incorrect,ahmet,0,0.4,incorrect,mubareklerin,0,0.35,incorrect,nguyen,0,0.18,incorrect,khanh,0,0.2,incorrect,alice,1,1.0,correct,quijote,0,0.33,incorrect,mubareklerin,0,0.35,incorrect,khanh,0,0.2,incorrect,unknown,0,0.0,incorrect,okan,0,0.22,incorrect,rate,0,0.44,incorrect,john,0,0.0,incorrect,jahi,0,0.44,incorrect,adam,0,0.4,incorrect
"['alicia', 'alice']",alice,1,1.0,correct,peter,0,0.2,incorrect,michael,0,0.5,incorrect,olu,0,0.25,incorrect,john,0,0.0,incorrect,lesego,0,0.36,incorrect,jesus,0,0.2,incorrect,john,0,0.0,incorrect,ramesh,0,0.36,incorrect,ramesh,0,0.36,incorrect,unknown,0,0.0,incorrect,sarah,0,0.36,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,maria,0,0.55,incorrect,juan,0,0.22,incorrect,ahmet,0,0.4,incorrect,ahmet,0,0.4,incorrect,lan,0,0.44,incorrect,co,0,0.29,incorrect,alice,1,1.0,correct,juan,0,0.22,incorrect,ahmet,0,0.4,incorrect,co,0,0.29,incorrect,peter,0,0.2,incorrect,olu,0,0.25,incorrect,lesego,0,0.36,incorrect,john,0,0.0,incorrect,ramesh,0,0.36,incorrect,sarah,0,0.36,incorrect
"['alicia', 'alice']",thabo,0,0.2,incorrect,katse,0,0.4,incorrect,ade,0,0.5,incorrect,john,0,0.0,incorrect,lebogang,0,0.31,incorrect,keletso,0,0.33,incorrect,tane,0,0.44,incorrect,ata,0,0.44,incorrect,alice,1,1.0,correct,biladi,0,0.36,incorrect,armand,0,0.33,incorrect,michael,0,0.5,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,favor,0,0.2,incorrect,alice,1,1.0,correct,duses,0,0.2,incorrect,alice,1,1.0,correct,re,0,0.29,incorrect,alice,1,1.0,correct,favor,0,0.2,incorrect,duses,0,0.2,incorrect,re,0,0.29,incorrect,katse,0,0.4,incorrect,john,0,0.0,incorrect,keletso,0,0.33,incorrect,ata,0,0.44,incorrect,biladi,0,0.36,incorrect,michael,0,0.5,incorrect
"['alicia', 'alice']",richard,0,0.46,incorrect,michael,0,0.5,incorrect,jesus,0,0.2,incorrect,eyi,0,0.25,incorrect,isaac,0,0.4,incorrect,o,0,0.0,incorrect,paul,0,0.44,incorrect,te,0,0.29,incorrect,ram,0,0.25,incorrect,gyan,0,0.22,incorrect,albert,0,0.55,incorrect,axis,0,0.44,incorrect,alice,1,1.0,correct,earth,0,0.2,incorrect,alicia,1,1.0,correct,galileo,0,0.67,incorrect,ahmet,0,0.4,incorrect,ali,0,0.75,correct,marie,0,0.6,incorrect,hang,0,0.22,incorrect,earth,0,0.2,incorrect,galileo,0,0.67,incorrect,ali,0,0.75,correct,hang,0,0.22,incorrect,michael,0,0.5,incorrect,eyi,0,0.25,incorrect,o,0,0.0,incorrect,te,0,0.29,incorrect,gyan,0,0.22,incorrect,axis,0,0.44,incorrect
"['alicia', 'alice']",sheba,0,0.2,incorrect,empa,0,0.22,incorrect,wole,0,0.44,incorrect,tabi,0,0.44,incorrect,keabetswe,0,0.29,incorrect,lebogang,0,0.31,incorrect,tihopu,0,0.18,incorrect,taata,0,0.36,incorrect,rasoaiya,0,0.43,incorrect,chabi,0,0.4,incorrect,marianna,0,0.43,incorrect,araka,0,0.36,incorrect,alice,1,1.0,correct,alice,1,1.0,correct,alicia,1,1.0,correct,maria,0,0.55,incorrect,ahmet,0,0.4,incorrect,asci,0,0.6,incorrect,alice,1,1.0,correct,hai,0,0.5,incorrect,alice,1,1.0,correct,maria,0,0.55,incorrect,asci,0,0.6,incorrect,hai,0,0.5,incorrect,empa,0,0.22,incorrect,tabi,0,0.44,incorrect,lebogang,0,0.31,incorrect,taata,0,0.36,incorrect,chabi,0,0.4,incorrect,araka,0,0.36,incorrect
"['alicia', 'alice']",starfish,0,0.31,incorrect,charles,0,0.5,incorrect,johnson,0,0.0,incorrect,michael,0,0.5,incorrect,naledi,0,0.55,incorrect,naledi,0,0.55,incorrect,haru,0,0.22,incorrect,haru,0,0.22,incorrect,alice,1,1.0,correct,tara,0,0.4,incorrect,star,0,0.22,incorrect,ny,0,0.0,incorrect,alice,1,1.0,correct,starfish,0,0.31,incorrect,maria,0,0.55,incorrect,mario,0,0.4,incorrect,ahmet,0,0.4,incorrect,deniz,0,0.2,incorrect,ha,0,0.29,incorrect,khoi,0,0.22,incorrect,starfish,0,0.31,incorrect,mario,0,0.4,incorrect,deniz,0,0.2,incorrect,khoi,0,0.22,incorrect,charles,0,0.5,incorrect,michael,0,0.5,incorrect,naledi,0,0.55,incorrect,haru,0,0.22,incorrect,tara,0,0.4,incorrect,ny,0,0.0,incorrect
