en,en_results,Single_ent,en_shuffled,en_shuffled_results
"Brad nodded at me. “You know, if she’s got the same thing you do, if you guys date each other, you’ll both find your soulmates when you break up.”","""title"": ""The Hitchh",['brad'],"you got guys if know, you up.” soulmates the each break if at nodded other, find Brad you you’ll she’s both your when same do, date thing “You me.","""title"": ""Unknown Book"",""author"": ""Unknown Author"""
"They were starting to do the couples thing for all the trips and birthdays. They were all going up to Lutsen in October to go hiking. They asked me if I wanted to go, but I didn’t. Not alone.","""title"": ""Unknown"",""author"": ""Unknown""",['lutsen'],"Not to Lutsen the birthdays. They do were didn’t. to starting all couples They go, They for if going asked the me hiking. to all wanted and were October alone. up I but go trips thing I to in","Based on the provided passage, it is difficult to determine the exact book and author. However, I can make an educated guess. The passage seems to be a fragment of a text, possibly a travel or adventure story. The mention of ""hiking"" and ""October"" suggests that it might be related to a book about outdoor activities or a travelogue.  Given the context, I would guess that the passage originates from a book titled ""The Great Outdoors"" by an author"
"Brad took a swallow of his drink. “Ask that nurse out. Go wherever she is. Pitch the idea to her, she might be into it.”","""title"": ""Unknown"", ""author"": ""Unknown""",['brad'],"is. it.” drink. she took her, his into “Ask to idea Brad swallow wherever of Go a be Pitch out. nurse she the might that","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be a fragment of a text, but it appears to be from a book titled ""Ask to Idea Brad"" by an author named ""Go a be Pitch out."" However, please note that this is a speculative guess, and the actual book and author may be different."
"“Yeah,” Brad said. “She dates you, you guys break up, and she rides happily into the sunset too. It’s a win-win. Seriously. This is your chance. If you don’t do something you’re gonna spend the rest of your life sending women on to their forever families and never getting one for you.”","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a work of fiction, likely a novel or a short story collection, given the conversational tone and the mention of a romantic relationship.  After analyzing the passage, I believe it originates from the book ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams. The passage appears to be a dialogue between characters, which is consistent with the style of the",['brad'],"women you she chance. “She gonna and your break Seriously. sunset their rides into If happily families getting Brad you.” life dates “Yeah,” on said. for the to one too. you’re and something do It’s your you This guys a spend the rest up, sending don’t win-win. of never is forever you,","""title"": ""Unknown"", ""author"": ""Unknown""  I'm sorry, but I'm having trouble determining the title and author of the passage. The text appears to be a fragment of a conversation, but it lacks context and specific details that would help identify the book and author. If you could provide more information or context, I'd be happy to try again."
Brad looked me in the eye. “You will never find someone as long as all the women you date aren’t actually meant for you. You’re not their soulmate. Their soulmate is the person they meet after you. It’s decided the minute it starts. They are literally fated not to be The One. Think about it.”,"""title"": ""Unknown"", ""author"": ""Unknown""",['brad'],starts. You’re meet are for the they not you. actually eye. it.” long the They looked to Think it someone decided the soulmate It’s you. Their their literally you Brad minute after aren’t find as as person about meant me fated be the will all soulmate. date women The is in never One. “You not,"""title"": ""Unknown"", ""author"": ""Unknown"""
"I had actually thought about her. I’d checked once or twice to see if she’d messaged me again. She hadn’t. The last message was me telling her it was nice chatting with her, three days ago. Trying to keep talking to her was a dead end if she lived somewhere else. But I don’t know. Maybe Brad had a point. What could it hurt to try? Worst-case scenario, I’d spend some time and money and have no connection with her. What was new? I was already doing that with every date that didn’t pan out anyway.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from the book ""The Hitchhiker's Guide to the Galaxy"" by Douglas Adams. The author's style and tone are reminiscent of Adams' work, and the passage's content aligns with the themes of the book. However, please note that this is a guess, and the passage could potentially be from another book.",['brad'],"her, date time spend I’d hurt every was actually lived was was message Worst-case I know. if didn’t could had Maybe her keep her. see She with to to talking money nice had and have else. ago. she’d doing don’t new? already it out anyway. to was was if somewhere some Trying pan her. hadn’t. connection days she with telling try? I scenario, I’d me dead checked once thought her three again. But it and The a point. What a no that me end chatting that Brad with last about I messaged to or twice What","Based on the provided passage, it is difficult to determine the exact book and author. However, the passage appears to be a fragment of a text, possibly a novel or a story, and it does not provide enough information to make a definitive identification. The passage seems to be a part of a larger narrative, but without more context or a clear title, it is challenging to pinpoint the specific book and author."
"I already knew what he did for a living because Maddy had cyberstalked him. Of course I couldn’t tell him that, so I had to ask questions.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from the book ""Gone Girl"" by Gillian Flynn. The author's name is Gillian Flynn.",['maddy'],"Maddy living what because ask Of a so knew to had questions. he him. had course couldn’t I him cyberstalked already that, did for tell I I","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""  I'm sorry, but I'm having trouble determining the book and author from the provided passage. The text appears to be a fragment of a sentence, and it's not clear what context it is from. If you could provide more information or the full passage, I'd be happy to help you identify the book and author."
"Me: Not sure yet. I live with my best friend Maddy and we alternate who chooses where we’ll go next. She picked Hawaii, and I haven’t decided where to go after that.","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['maddy'],"where live Not sure with next. picked decided chooses friend Maddy I alternate where that. I best yet. Me: to go after haven’t and go who Hawaii, we’ll She we my and","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""  I'm sorry, but I'm having trouble determining the book and author from the provided passage. The text appears to be a fragment of a conversation, but it doesn't provide enough context to identify the book or author. If you could provide more information or context, I'd be happy to try again."
"For a moment I debated calling from a blocked number. He was nice, but I still didn’t know him. But I figured it was just as easy to block him later if he got creepy. I dialed and he picked up on the first ring. “Emma.”","""title"": ""The First Thing We Look At"", ""author"": ""Rachel Cusk""",['emma'],"figured For I him. still ring. up nice, was a he just didn’t block got number. dialed debated I the a but know But blocked “Emma.” it on if easy later creepy. as moment He first and I was him picked he calling to I from","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""  I'm sorry, but I'm having trouble determining the book and author from the provided passage. The text appears to be a fragment of a conversation, but it lacks context and specific details that would help identify the book and author. If you could provide more information or context, I'd be happy to try again."
"“But what if it isn’t? I’m just playing devil’s advocate here. What if it isn’t? Brad said that everyone I’m serious enough to date more than twice is cosmically destined for someone else.” He went quiet for a beat. “Does nobody feel right to you? Like, there’s just enough there to give it a little go, but then the bottom falls out? Is that just me? Or is it like that for you also?”","""title"": ""The Hitchhiker's Guide to the Galaxy"",""author"": ""Douglas Adams""",['brad'],"serious for give enough than I’m it “Does nobody He to playing Is Like, quiet feel for just out? Or you? destined here. that that Brad bottom for else.” a twice little go, if there everyone it is to I’m said right devil’s falls it also?” but more if there’s advocate beat. what cosmically date isn’t? just “But enough me? to like a What it the is isn’t? then that just someone you went","""title"": ""Unknown"", ""author"": ""Unknown""  I'm sorry, but I'm having trouble determining the title and author of the passage. The text appears to be a fragment of a conversation or a poem, but it lacks clear context or specific details that would allow me to identify the book and author. If you could provide more information or context, I'd be happy to try again."
"“Look,” he said. “I know the idea’s a little out there. But if this is actually a thing, we’re in a pretty low-risk/high-reward situation. We’d just have to hang out a few times and then stop. That’s it. If what Brad said is true and we can’t find our person because everyone we’re interested in is meant for someone else, I would actually really like it if it stopped.”","""title"": ""The Hitchhiker's Guide to the Galaxy"",""author"": ""Douglas Adams""",['brad'],"person stop. idea’s said and it. Brad “I meant out someone situation. actually times a interested true is a a it if low-risk/high-reward our in have hang That’s is few and we find really if would actually for know we’re If everyone pretty a is this We’d he said. else, stopped.” I because then little it what like out to can’t just thing, the we’re But there. “Look,” in","Based on the provided passage, it is difficult to determine the exact title and author of the book. However, the passage appears to be a fragment of a conversation or discussion, possibly from a book on entrepreneurship, business, or personal development. The mention of ""low-risk/high-reward"" and ""hang"" suggests that the book may be related to business or investing.  Given the uncertainty, I will provide a possible match. The passage seems to be from a"
"I nodded and put up a finger. “I’ve got to go,” I said into the phone. “Maddy wants to watch a movie.”","""title"": ""Unknown"", ""author"": ""Unknown""",['maddy'],"go,” watch “I’ve put a finger. “Maddy the I into a movie.” to and nodded phone. wants got I to said up","""title"": ""Maddy the I into a movie"",""author"": ""Un"
"Maddy looked annoyed. “Probably didn’t pay the bill. You know, for someone who asks you for as much money as she does, she sure ends up in collections a lot. God, I hate her.”","""title"": ""Unknown"", ""author"": ""Unknown""",['maddy'],"looked Maddy bill. hate in sure she as God, a pay money she I much you someone You the know, as for collections up asks lot. didn’t “Probably for ends who annoyed. her.” does,","""title"": ""Unknown book title"",""author"": ""Unknown author""  I'm sorry, but I'm having trouble determining the book title and author from the provided passage. The text appears to be a fragment of a conversation, but it lacks context and specific details that would help identify the book and author. If you could provide more information or context, I'd be happy to try again."
"I looked away from her. My relationship with my mother was complicated. It wasn’t complicated for Maddy though, she knew exactly how she felt about it.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a book that explores complex relationships, particularly between a mother and her child. The tone and content suggest a narrative that delves into the emotional depths of these relationships.  After analyzing the passage, I believe it originates from the book ""The Fault in Our Stars"" by John Green. The author, John Green, is known for his young adult fiction novels that",['maddy'],"looked complicated. knew she was felt away my mother complicated My her. for how she Maddy from relationship about wasn’t exactly It it. I with though,","Based on the provided passage, I have made an educated guess that the passage originates from the book ""The Fault in Our Stars"" by John Green. The author of the passage is John Green."
"I’d stopped calling jails and hospitals years ago when this kind of thing happened. Filing a missing person’s report was a waste of time. Amber moved too fast, was too impulsive. She’d go to a concert and climb onto a tour bus and end up across the US. Or she’d meet a guy at a bar and get invited to live on his boat for four months in Florida.","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from the novel ""The Girl on the Train"" by Paula Hawkins. The author's name is Paula Hawkins.",['amber'],"his of years to when moved She’d stopped jails across ago to concert for and the time. was missing calling end hospitals and a Filing Amber was months live fast, bus a waste this boat climb she’d guy kind a impulsive. tour a person’s a meet on of get too onto up happened. Florida. report and too at in bar go a thing US. I’d four and invited Or","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be a fragment of a story, and after analyzing the content, I believe it originates from the book ""The Great Gatsby"" by F. Scott Fitzgerald. The author's name is F. Scott Fitzgerald."
"“I don’t understand how that woman made this,” Maddy said, going on, waving a hand over my face. “A fully functional member of society.”","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from the novel ""The Perks of Being a Wallflower"" by Stephen Chbosky. The author's name is Stephen Chbosky.",['maddy'],"my Maddy “I “A don’t face. how a of made that going understand this,” fully woman functional said, member hand society.” over on, waving","Based on the provided passage, I have made an educated guess that the passage originates from the book ""The Handmaid's Tale"" by Margaret Atwood. The author is Margaret Atwood."
This is where we always landed with Mom. Maddy being furious on my behalf and me reminding her that Mom wasn’t all bad. Sometimes she was wonderful.,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be from a book that explores the relationship between a mother and her children, with a focus on the children's perspective. The tone of the passage suggests a narrative that is both humorous and heartwarming.  After analyzing the passage, I believe it originates from the book ""The Mom Book"" by Jennifer Weiner. The author, Jennifer Weiner, is known for",['maddy'],is behalf wonderful. that she This being my all on and her landed always me furious Sometimes wasn’t Mom Maddy was where reminding Mom. with we bad.,"Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be a fragment of a story, possibly from a young adult or children's book. The tone and language used suggest a narrative that explores family relationships and emotions.  After analyzing the passage, I believe it originates from the book ""The Fault in Our Stars"" by John Green. The author's writing style and the themes present in the passage align with this conclusion"
"When my mother was at her best, you could meet her and walk away thinking you’d been in the presence of a Muse or an angel. This witty, enchanting woman who made you feel interesting and special.","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['muse'],"Muse or of in an was This mother best, my a and who the at her meet angel. woman feel been special. interesting you you’d and away made thinking When presence could enchanting her you walk witty,","""title"": ""Unknown"", ""author"": ""Unknown"""
"Maddy’s moms were my foster parents. They’d wanted to be my real parents, but it just never felt right. I had a mom. And I was fourteen when they got me. The imprinting didn’t take. That’s all I could say about it, it just didn’t take. I cared about them. I called on their birthdays and came back with Maddy for Christmas when we could get it off. They just weren’t… mine. And Maddy knew it. It bothered her. She couldn’t wrap her brain around it and I couldn’t explain it to her in any way that she found acceptable.","Based on the provided passage, I have made an educated guess about the book and its author. The passage seems to be from the book ""The Glass Castle"" by Jeannette Walls. The author's name is indeed Jeannette Walls.",['maddy'],"we wanted acceptable. and I Christmas it back parents, any fourteen I be for moms it and her They’d when weren’t… my Maddy’s my bothered it I birthdays She imprinting real couldn’t called mom. around about to foster I they their I had in Maddy They And but just mine. on when found all off. couldn’t that knew The didn’t That’s didn’t wrap it just it never her. And way about it. came take. felt she her Maddy them. could just explain could to cared me. it, I say get was parents. take. right. brain were got with a It","Based on the provided passage, I have made an educated guess about the book and author. The passage appears to be a fragment of a narrative, possibly from a personal or family story. The themes of family, relationships, and personal growth are evident in the text.  After analyzing the passage, I believe it originates from the book ""The Glass Castle"" by Jeannette Walls. The author, Jeannette Walls, is known for her memoir about her unconventional"
"Maddy hadn’t come back last night, as promised, and I guess the date went well because he was taking her to breakfast and then some art exhibit. She wouldn’t be home until dinner. I was off and had nothing to do and nowhere to be.","""title"": ""Unknown"", ""author"": ""Unknown""",['maddy'],"taking do be. dinner. and wouldn’t was nothing because to exhibit. home back and well I and She date the off hadn’t some I Maddy as went come was had and art her until nowhere he promised, to then breakfast be last guess night, to","""title"": ""Unknown Book"","""
"“Yeah, it had rope bridges and everything. We were on a quick two-week assignment to Atlanta. Maddy and I had to share a bed, but it was so cool.”","Based on the provided passage, I have made an educated guess about the book and author. The passage seems to be a fragment of a story, possibly from a young adult or adventure novel. The mention of a ""quick two-week assignment to Atlanta"" and the use of ""Maddy"" as a character's name suggests a contemporary setting.  Considering these details, I would guess that the passage originates from a book titled ""The Bridge"" by author Katherine Appleg",['maddy'],"a it Maddy assignment everything. had a bridges I Atlanta. it We to and had cool.” two-week rope “Yeah, to bed, share were and quick but so on was","""title"": ""Unknown"", ""author"": ""Unknown""  I'm sorry, but I'm having trouble determining the title and author of the passage. The text appears to be a fragment of a story, but it lacks context and specific details that would help identify the book and author. If you could provide more information or context, I'd be happy to try again."
"“Not today. But when I had lunch with them yesterday we talked about the Reddit thread. I told them about you, obviously,” he said. “That’s when Brad gave me his prophecy about you and I being able to break the curse.”","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""",['brad'],"you, he today. about with able “That’s “Not to them thread. Reddit and curse.” told the I I about we the talked Brad gave obviously,” had being his about I me you said. But prophecy when yesterday break lunch when them","""title"": ""Unknown Book"",""author"": ""Unknown Author"""
“That is exactly what I was telling Maddy a few weeks ago. Some guy proposed in front of a whole stadium at this game we went to—and the girl said no.”,"""title"": ""Unknown"", ""author"": ""Unknown""",['maddy'],what Maddy few of went guy is in weeks at said stadium ago. telling this whole no.” game I Some we front exactly a the “That to—and was girl a proposed,"""title"": ""Unknown Book Title"",""author"": ""Unknown Author""  I'm sorry, but I'm having trouble determining the book and author from the provided passage. The text appears to be a fragment of a sentence, and without more context or information, it's difficult to make a confident guess. If you could provide more details or the full passage, I'd be happy to try again."
"I pulled up to the high school pickup line and put the car in park, then grabbed my phone to look at the picture of Emma. Again.","""title"": ""Unknown"", ""author"": ""Unknown""",['emma'],"the picture grabbed of then pickup the car school the line in and up put phone I to high park, at pulled Emma. to Again. look my","Based on the provided passage, it is difficult to determine the exact book and author. The passage appears to be a fragment of text, possibly from a novel or a short story, but it lacks context and coherence to make a definitive identification. Therefore, I am unable to provide a specific book title and author."
"A bell rang and kids started pouring out. The last day of summer school. When I saw my brother, Alex, walking with a group of his friends toward the buses, I rolled down the passenger side window and leaned across the seat. “Hey! Need a ride?”","""title"": ""The Perks of Being a Wallflower"",""author"": ""Stephen Chbosky""",['alex'],"of bell school. walking When passenger my a summer started I rolled pouring kids and The I and ride?” of side his Alex, the saw “Hey! out. window Need brother, seat. a rang A last group friends the leaned across the with toward buses, day down","""title"": ""Unknown"", ""author"": ""Unknown"""
"I got up. “I gotta get going,” I said flatly. “Want me to run this up to Sarah?” I nodded at the bag of food for my sister.","""title"": ""Unknown book title"", ""author"": ""Unknown author""",['sarah'],"Sarah?” going,” this to I got me run get up. up the nodded sister. gotta I at flatly. I to “Want said of food “I my for bag","""title"": ""Unknown book title"", ""author"": ""Unknown author"""
"I came in and looked around. “This is new,” I said. She had red LED string lights along the walls. The whole bedroom was bathed in red. It was sort of depressing. “I got you McDonald’s.”","""title"": ""The Hitchhiker's Guide to the Galaxy"",""author"": ""Douglas Adams""",['mcdonald'],"I and string the It I in “This was The along She whole is of McDonald’s.” was looked sort said. in got bathed “I around. LED depressing. walls. bedroom red. had lights new,” red came you","""title"": ""Unknown"", ""author"": ""Unknown""  The passage provided does not contain any recognizable book title or author name. The text appears to be a fragment of a sentence or a description of a scene, but it lacks the necessary information to identify the book or author."
"Maddy looked up. Then her eyes dropped to the laptop I was holding and she somehow immediately knew what was about to happen. “No.” She shook her head. “No. No, no, no, no, no. NO.”","""title"": ""The Fault in Our Stars"", ""author"": ""John Green""",['maddy'],"knew what head. dropped happen. Then looked “No.” somehow and She shook no, “No. to Maddy no. her holding she to was immediately about I no, no, her No, was up. eyes laptop NO.” the","""title"": ""Unknown Book Title"",""author"": ""Unknown Author""  I'm sorry, but I'm having trouble determining the book title and author from the provided passage. The text appears to be a fragment of a story, but it lacks context and coherence to identify the specific book and author. If you could provide more information or context, I'd be happy to try and help."
"As we started pulling our bags from the trunk, a brown-haired middle-aged woman came out of the side of the three-car garage. “Are you Emma?” she said in a thick Mexican accent.","""title"": ""The House on Mango Street"", ""author"": ""Sandra Cisneros""",['emma'],"trunk, As in started Mexican a we the woman three-car of the said Emma?” you she a side our garage. thick bags brown-haired the came pulling middle-aged “Are of out from accent.","""title"": ""Unknown"", ""author"": ""Unknown""  The passage provided does not contain enough information to determine the title of the book or the author. The text appears to be a fragment of a conversation, but it lacks context and specific details that would allow for a definitive identification."
"Maddy scoffed quietly. “Yeah, I don’t think we’re going to lose the house. They can probably see it from space.”","""title"": ""Unknown"", ""author"": ""Unknown""",['maddy'],"I house. to space.” think the going it from scoffed Maddy lose They see “Yeah, can we’re probably quietly. don’t","""title"": ""Unknown"", ""author"": ""Unknown""  I'm sorry, but I'm having trouble determining the title and author of the passage. The text provided is incomplete and doesn't seem to be from a specific book. If you could provide more context or the full passage, I'd be happy to help."
"Maddy must have been thinking the same thing I was. “Does it rain a lot in Minnesota?” she asked, raising her voice over the sound of the old motor.","""title"": ""The Great Gatsby"",""author"": ""F. Scott Fitzgerald""",['maddy'],"thinking it of must been her the voice sound I she the rain over have motor. “Does old in the Minnesota?” same lot Maddy raising a asked, was. thing","""title"": ""Unknown book title"",""author"": ""Unknown author""  I'm sorry, but the provided passage is too short and unclear to determine the book title and author. The passage seems to be a fragment of a conversation, and without more context or information, it's impossible to make an accurate guess."
We lugged our bags up the stairs and were sweating by the time we made it to the door. We came in through a screened-in porch that overlooked the lake. Maddy and I shared a glance. It was adorable. White wicker rocking chairs and a small matching loveseat with thick floral cushions. A cute coffee table and plastic ferns in wrought-iron planters and hanging baskets.,"Based on the provided passage, it appears to be from the book ""The Lake House"" by Kate Morton. The passage describes a scene in the book, which is set in a beautiful lake house with a screened-in porch overlooking the lake. The description of the furniture and decor in the porch matches the setting in the book.",['maddy'],door. loveseat it and adorable. lugged A through up sweating floral the We I cushions. our were glance. in wrought-iron coffee chairs White overlooked wicker and It planters porch table ferns matching and that came lake. baskets. we plastic and cute thick and a rocking We to time a with Maddy was the made in a hanging by small bags the shared screened-in stairs the,"Based on the provided passage, it appears to be a descriptive passage about a scene or setting. However, without a clear title or author mentioned in the passage, I must make an educated guess.   Given the descriptive nature of the passage, it seems to be from a book that focuses on setting or atmosphere. Considering the elements mentioned, such as a porch, wicker furniture, and plants, it could be from a book that explores a specific location or environment"
