Single_ent,st_results,st_exact_match,st_highest_fuzzy_match,st_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_results,yo_exact_match,yo_highest_fuzzy_match,yo_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_results,tn_exact_match,tn_highest_fuzzy_match,tn_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_results,ty_exact_match,ty_highest_fuzzy_match,ty_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_results,mai_exact_match,mai_highest_fuzzy_match,mai_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_results,mg_exact_match,mg_highest_fuzzy_match,mg_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct,st_shuffled_results,st_shuffled_exact_match,st_shuffled_highest_fuzzy_match,st_shuffled_correct,yo_shuffled_results,yo_shuffled_exact_match,yo_shuffled_highest_fuzzy_match,yo_shuffled_correct,tn_shuffled_results,tn_shuffled_exact_match,tn_shuffled_highest_fuzzy_match,tn_shuffled_correct,ty_shuffled_results,ty_shuffled_exact_match,ty_shuffled_highest_fuzzy_match,ty_shuffled_correct,mai_shuffled_results,mai_shuffled_exact_match,mai_shuffled_highest_fuzzy_match,mai_shuffled_correct,mg_shuffled_results,mg_shuffled_exact_match,mg_shuffled_highest_fuzzy_match,mg_shuffled_correct
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,boesak,0,0.18,incorrect,john wilkes booth,0,0.24,incorrect,agbani darego,0,0.19,incorrect,matante,0,0.22,incorrect,thaba-nchu,0,0.0,incorrect,te ariki,0,0.25,incorrect,tevita,0,0.0,incorrect,bettii,0,0.0,incorrect,leela,0,0.2,incorrect,andriamanelo,0,0.3,incorrect,simon,0,0.31,incorrect,boesak,0,0.18,incorrect,agbani darego,0,0.19,incorrect,thaba-nchu,0,0.0,incorrect,tevita,0,0.0,incorrect,leela,0,0.2,incorrect,simon,0,0.31,incorrect
['defarge'],facebook,0,0.4,incorrect,matome,0,0.31,incorrect,paris,0,0.33,incorrect,anne,0,0.36,incorrect,phakalaphala,0,0.11,incorrect,matlho,0,0.15,incorrect,pointe-a-pitre,0,0.38,incorrect,te fiti nui,0,0.22,incorrect,big phuutt,0,0.12,incorrect,ddonlphin,0,0.12,incorrect,antarctica,0,0.24,incorrect,antarctique,0,0.33,incorrect,matome,0,0.31,incorrect,anne,0,0.36,incorrect,matlho,0,0.15,incorrect,te fiti nui,0,0.22,incorrect,ddonlphin,0,0.12,incorrect,antarctique,0,0.33,incorrect
"['manette', 'mane', 'miss', 'miss manette']",david,0,0.22,incorrect,kepepileng,0,0.24,incorrect,john,0,0.25,incorrect,winston churchill,0,0.21,incorrect,matante,0,0.73,correct,goreng,0,0.2,incorrect,tevita,0,0.31,incorrect,te henua 'eorope,0,0.29,incorrect,bibiisii,0,0.33,incorrect,ttaaigr,0,0.29,incorrect,paulo coelho,0,0.25,incorrect,andriamanitra,0,0.4,incorrect,kepepileng,0,0.24,incorrect,winston churchill,0,0.21,incorrect,goreng,0,0.2,incorrect,te henua 'eorope,0,0.29,incorrect,ttaaigr,0,0.29,incorrect,andriamanitra,0,0.4,incorrect
"['madame', 'madame defarge', 'defarge', 'madam defarge', 'madam']",knitting circle,0,0.21,incorrect,marie antoinette,0,0.4,incorrect,oliver cromwell,0,0.28,incorrect,george orwell,0,0.4,incorrect,phumla,0,0.36,incorrect,thabo maseko,0,0.33,incorrect,marie curie,0,0.48,incorrect,hoehoe,0,0.31,incorrect,ddlhaujii,0,0.29,incorrect,birlin,0,0.15,incorrect,andriamanelo,0,0.56,incorrect,jesus,0,0.18,incorrect,marie antoinette,0,0.4,incorrect,george orwell,0,0.4,incorrect,thabo maseko,0,0.33,incorrect,hoehoe,0,0.31,incorrect,birlin,0,0.15,incorrect,jesus,0,0.18,incorrect
"['lorr', 'lorry']",david,0,0.0,incorrect,david,0,0.0,incorrect,james ibori,0,0.27,incorrect,john proctor,0,0.38,incorrect,samuel,0,0.2,incorrect,lebogang mashile,0,0.2,incorrect,gold,0,0.25,incorrect,horopatete,0,0.29,incorrect,baabaa ttaaigr,0,0.11,incorrect,baabaa ttaaigr,0,0.11,incorrect,andriamanelo,0,0.25,incorrect,andriamanelo,0,0.25,incorrect,david,0,0.0,incorrect,john proctor,0,0.38,incorrect,lebogang mashile,0,0.2,incorrect,horopatete,0,0.29,incorrect,baabaa ttaaigr,0,0.11,incorrect,andriamanelo,0,0.25,incorrect
"['miss', 'miss manette', 'señorita', 'manette', 'señorita manette']",paulo,0,0.17,incorrect,matselagabeng,0,0.4,incorrect,james ibori,0,0.42,incorrect,john probyn,0,0.22,incorrect,thabo maseko,0,0.43,incorrect,thabo maseko,0,0.43,incorrect,tevita fifita,0,0.41,incorrect,te ariki,0,0.38,incorrect,baabaa ttaaigr,0,0.29,incorrect,devii,0,0.31,incorrect,andriamahazo,0,0.43,incorrect,jesus,0,0.44,incorrect,matselagabeng,0,0.4,incorrect,john probyn,0,0.22,incorrect,thabo maseko,0,0.43,incorrect,te ariki,0,0.38,incorrect,devii,0,0.31,incorrect,jesus,0,0.44,incorrect
"['lapa', 'jeremías lapa', 'jeremías', 'jerry']",sechele,0,0.3,incorrect,matlou,0,0.32,incorrect,george zimmerman,0,0.42,incorrect,charles dickens,0,0.35,incorrect,lebogang phiri,0,0.33,incorrect,lebogang phiri,0,0.33,incorrect,jean-jacques rousseau,0,0.35,incorrect,te ariki,0,0.38,incorrect,jenaa,0,0.46,incorrect,jenaa,0,0.46,incorrect,andriamanelo,0,0.32,incorrect,antananarivo,0,0.25,incorrect,matlou,0,0.32,incorrect,charles dickens,0,0.35,incorrect,lebogang phiri,0,0.33,incorrect,te ariki,0,0.38,incorrect,jenaa,0,0.46,incorrect,antananarivo,0,0.25,incorrect
"['darna', 'darnay', 'mr darnay', 'mr']",lebogang phalatse,0,0.27,incorrect,david,0,0.4,incorrect,wall street,0,0.25,incorrect,wall street,0,0.25,incorrect,mantsi,0,0.4,incorrect,phakalaphala,0,0.24,incorrect,maradona,0,0.62,incorrect,te ariki,0,0.35,incorrect,baarklett,0,0.29,incorrect,biic,0,0.0,incorrect,world health organization,0,0.35,incorrect,albert einstein,0,0.3,incorrect,david,0,0.4,incorrect,wall street,0,0.25,incorrect,phakalaphala,0,0.24,incorrect,te ariki,0,0.35,incorrect,biic,0,0.0,incorrect,albert einstein,0,0.3,incorrect
"['carton—replicó lorry', 'mr lorry', 'carton—replicó', 'mr', 'lorry']",shakira,0,0.22,incorrect,shahid kapoor,0,0.29,incorrect,sam amuka-pemu,0,0.21,incorrect,johnson's,0,0.25,incorrect,matante,0,0.36,incorrect,thabo maseko,0,0.3,incorrect,teuruarii,0,0.29,incorrect,teuruarii,0,0.29,incorrect,laal bhdd'kpur,0,0.23,incorrect,baalii vidyaaly,0,0.33,incorrect,andriamanelo,0,0.44,incorrect,jean de dieu,0,0.3,incorrect,shahid kapoor,0,0.29,incorrect,johnson's,0,0.25,incorrect,thabo maseko,0,0.3,incorrect,teuruarii,0,0.29,incorrect,baalii vidyaaly,0,0.33,incorrect,jean de dieu,0,0.3,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",qetellong,0,0.27,incorrect,abraham,0,0.46,incorrect,god,0,0.25,incorrect,queen victoria,0,0.3,incorrect,arabie,0,0.5,incorrect,matlhare,0,0.53,incorrect,marlon brando,0,0.54,incorrect,te arikinui ariiriki,0,0.35,incorrect,gngaa,0,0.36,incorrect,ddlhauj',0,0.29,incorrect,france,0,0.33,incorrect,antananarivo,0,0.33,incorrect,abraham,0,0.46,incorrect,queen victoria,0,0.3,incorrect,matlhare,0,0.53,incorrect,te arikinui ariiriki,0,0.35,incorrect,ddlhauj',0,0.29,incorrect,antananarivo,0,0.33,incorrect
"['darnay', 'mr', 'mr darnay']",antarctica,0,0.38,incorrect,matsepe,0,0.25,incorrect,paris,0,0.36,incorrect,george washington,0,0.31,incorrect,matante bathabile dlamini,0,0.29,incorrect,matante,0,0.38,incorrect,te arikinui ariiriki,0,0.34,incorrect,te ariki,0,0.35,incorrect,signal,0,0.33,incorrect,vishess avsr,0,0.29,incorrect,andriamanelo,0,0.33,incorrect,jesus,0,0.0,incorrect,matsepe,0,0.25,incorrect,george washington,0,0.31,incorrect,matante,0,0.38,incorrect,te ariki,0,0.35,incorrect,vishess avsr,0,0.29,incorrect,jesus,0,0.0,incorrect
"['manette', 'doktor', 'doktor manette', 'mane']",matante,0,0.73,correct,matsepe,0,0.57,incorrect,freud,0,0.22,incorrect,charles dickens,0,0.27,incorrect,sechele,0,0.29,incorrect,kitso gagwe,0,0.48,incorrect,te arikinui ariiriki,0,0.24,incorrect,te ariki,0,0.29,incorrect,phulkensii,0,0.17,incorrect,ddonkttr,0,0.71,correct,john,0,0.25,incorrect,who,0,0.22,incorrect,matsepe,0,0.57,incorrect,charles dickens,0,0.27,incorrect,kitso gagwe,0,0.48,incorrect,te ariki,0,0.29,incorrect,ddonkttr,0,0.71,correct,who,0,0.22,incorrect
"['mr', 'mr lorry', 'lorry']",david,0,0.0,incorrect,matante,0,0.22,incorrect,elizabeth blackwell,0,0.15,incorrect,british,0,0.22,incorrect,bolela ledwaba,0,0.18,incorrect,lebogang phiri,0,0.32,incorrect,te ariki,0,0.25,incorrect,te arikinui ariki marama,0,0.25,incorrect,geneva,0,0.0,incorrect,ddonkttr,0,0.31,incorrect,france,0,0.25,incorrect,paris,0,0.29,incorrect,matante,0,0.22,incorrect,british,0,0.22,incorrect,lebogang phiri,0,0.32,incorrect,te arikinui ariki marama,0,0.25,incorrect,ddonkttr,0,0.31,incorrect,paris,0,0.29,incorrect
"['manette', 'doktor', 'doktor manette']",phuthadikobo,0,0.33,incorrect,empa,0,0.36,incorrect,oluwatoyin isola,0,0.33,incorrect,london,0,0.33,incorrect,thabo mooketsi,0,0.43,incorrect,jesus,0,0.17,incorrect,god,0,0.22,incorrect,terre haute,0,0.48,incorrect,dr. house,0,0.35,incorrect,ddonkttr,0,0.71,correct,dr. azafady,0,0.32,incorrect,docteur,0,0.62,incorrect,empa,0,0.36,incorrect,london,0,0.33,incorrect,jesus,0,0.17,incorrect,terre haute,0,0.48,incorrect,ddonkttr,0,0.71,correct,docteur,0,0.62,incorrect
"['miss pross', 'pross', 'miss']",monahano,0,0.22,incorrect,matli,0,0.44,incorrect,marie curie,0,0.38,incorrect,charles dickens,0,0.3,incorrect,lebogang phiri,0,0.25,incorrect,lebogang mojapelo,0,0.22,incorrect,albert einstein,0,0.21,incorrect,te tahiti nui,0,0.17,incorrect,ddlaai huubiisii,0,0.23,incorrect,beljiyn,0,0.18,incorrect,charles darwin,0,0.25,incorrect,andriamanelo,0,0.24,incorrect,matli,0,0.44,incorrect,charles dickens,0,0.3,incorrect,lebogang mojapelo,0,0.22,incorrect,te tahiti nui,0,0.17,incorrect,beljiyn,0,0.18,incorrect,andriamanelo,0,0.24,incorrect
['darnay'],matome,0,0.17,incorrect,matome,0,0.17,incorrect,yinka ayefele,0,0.32,incorrect,olayinka,0,0.43,incorrect,matante,0,0.31,incorrect,christopher columbus,0,0.08,incorrect,te ariki,0,0.29,incorrect,te maire martin,0,0.29,incorrect,beltt,0,0.0,incorrect,dait,0,0.4,incorrect,andriamahazo,0,0.33,incorrect,andriamahazo,0,0.33,incorrect,matome,0,0.17,incorrect,olayinka,0,0.43,incorrect,christopher columbus,0,0.08,incorrect,te maire martin,0,0.29,incorrect,dait,0,0.4,incorrect,andriamahazo,0,0.33,incorrect
"['darnay', 'mr', 'mr darnay']",sol plaatje,0,0.3,incorrect,matete,0,0.27,incorrect,abdulazeez,0,0.25,incorrect,abraham,0,0.46,incorrect,mathibelle ramaphosa,0,0.28,incorrect,keorapetse mphoane,0,0.3,incorrect,tevita,0,0.17,incorrect,jesus,0,0.0,incorrect,gautam buddha,0,0.36,incorrect,birsaa,0,0.4,incorrect,andriamahazo,0,0.33,incorrect,jesus,0,0.0,incorrect,matete,0,0.27,incorrect,abraham,0,0.46,incorrect,keorapetse mphoane,0,0.3,incorrect,jesus,0,0.0,incorrect,birsaa,0,0.4,incorrect,jesus,0,0.0,incorrect
"['the', 'monsieur', 'ngài', 'monsieur the marquis', 'ngài hầu', 'mösyö marki', 'mösyö', 'marqués', 'hầu', 'marki', 'marquis']",boesak,0,0.47,incorrect,paris,0,0.67,incorrect,olumide akinribido,0,0.37,incorrect,mount everest,0,0.48,incorrect,matante,0,0.43,incorrect,lebogang mashile,0,0.42,incorrect,te ariki,0,0.62,incorrect,te arikinui ariiriki,0,0.35,incorrect,ddlhausii,0,0.5,incorrect,shaandaar,0,0.35,incorrect,neil armstrong,0,0.36,incorrect,andriamanelo,0,0.35,incorrect,paris,0,0.67,incorrect,mount everest,0,0.48,incorrect,lebogang mashile,0,0.42,incorrect,te arikinui ariiriki,0,0.35,incorrect,shaandaar,0,0.35,incorrect,andriamanelo,0,0.35,incorrect
"['mösyö gabelle', 'monsieur gabelle', 'monsieur', 'mösyö', 'gambelle', 'gabelle']",john,0,0.33,incorrect,me,0,0.4,incorrect,charles dickens,0,0.27,incorrect,post office,0,0.42,incorrect,thomas,0,0.36,incorrect,lebogang phiri,0,0.36,incorrect,te rangihaeata,0,0.33,incorrect,te arikinui ariki mere,0,0.32,incorrect,chris huhne,0,0.25,incorrect,blaa,0,0.36,incorrect,charles dickens,0,0.27,incorrect,postmaster general,0,0.47,incorrect,me,0,0.4,incorrect,post office,0,0.42,incorrect,lebogang phiri,0,0.36,incorrect,te arikinui ariki mere,0,0.32,incorrect,blaa,0,0.36,incorrect,postmaster general,0,0.47,incorrect
"['charles darnay', 'carlos', 'charles', 'darnay', 'carlos darnay']",antarctique,0,0.35,incorrect,eden,0,0.4,incorrect,paradise lost,0,0.53,incorrect,adam,0,0.4,incorrect,jerusalem,0,0.38,incorrect,adam,0,0.4,incorrect,eden,0,0.4,incorrect,adam,0,0.4,incorrect,kaisiyo,0,0.31,incorrect,shivraatri,0,0.35,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,eden,0,0.4,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,adam,0,0.4,incorrect,shivraatri,0,0.35,incorrect,adam,0,0.4,incorrect
"['manette', 'doktor', 'doktor manette']",matome,0,0.62,incorrect,matlou,0,0.46,incorrect,dr. bello,0,0.35,incorrect,william harvey,0,0.29,incorrect,matante,0,0.71,correct,thabo maseko,0,0.46,incorrect,te ariki,0,0.29,incorrect,te ma here,0,0.5,incorrect,dr. house,0,0.35,incorrect,daastaan,0,0.36,incorrect,joseph lister,0,0.32,incorrect,antananarivo,0,0.32,incorrect,matlou,0,0.46,incorrect,william harvey,0,0.29,incorrect,thabo maseko,0,0.46,incorrect,te ma here,0,0.5,incorrect,daastaan,0,0.36,incorrect,antananarivo,0,0.32,incorrect
"['manette', 'doktor', 'doktor manette']",sechele,0,0.29,incorrect,leholimo,0,0.29,incorrect,dr. bessie wallis warfield spencer-churchill,0,0.21,incorrect,christiaan barnard,0,0.25,incorrect,thapelo mokgosi,0,0.29,incorrect,lebogang phiri,0,0.21,incorrect,tevita,0,0.31,incorrect,te ariki,0,0.29,incorrect,dr. house,0,0.35,incorrect,shellii,0,0.14,incorrect,joseph stalin,0,0.3,incorrect,albert einstein,0,0.45,incorrect,leholimo,0,0.29,incorrect,christiaan barnard,0,0.25,incorrect,lebogang phiri,0,0.21,incorrect,te ariki,0,0.29,incorrect,shellii,0,0.14,incorrect,albert einstein,0,0.45,incorrect
"['manette', 'lucía', 'miss', 'miss manette']",matante,0,0.71,correct,kea,0,0.25,incorrect,charles dickens,0,0.27,incorrect,bob geldof,0,0.18,incorrect,thabo molefe,0,0.33,incorrect,matlhare,0,0.53,incorrect,te ariki,0,0.27,incorrect,te rangi hiroa,0,0.23,incorrect,gautam buddha,0,0.24,incorrect,binaa,0,0.4,incorrect,antananarivo,0,0.32,incorrect,god,0,0.0,incorrect,kea,0,0.25,incorrect,bob geldof,0,0.18,incorrect,matlhare,0,0.53,incorrect,te rangi hiroa,0,0.23,incorrect,binaa,0,0.4,incorrect,god,0,0.0,incorrect
"['mr', 'mr stryver', 'sydney', 'stryver']",sydney,1,1.0,correct,pulungoana,0,0.12,incorrect,sydney opera house,0,0.5,incorrect,christmas,0,0.32,incorrect,jesus christ,0,0.27,incorrect,matlou,0,0.25,incorrect,sydney olympics,0,0.57,incorrect,sydney,1,1.0,correct,london,0,0.33,incorrect,el nino,0,0.15,incorrect,sydney opera house,0,0.5,incorrect,sydney,1,1.0,correct,pulungoana,0,0.12,incorrect,christmas,0,0.32,incorrect,matlou,0,0.25,incorrect,sydney,1,1.0,correct,el nino,0,0.15,incorrect,sydney,1,1.0,correct
"['mr', 'mr stryver', 'stryver']",woolcott,0,0.13,incorrect,francis hume,0,0.27,incorrect,david koresh,0,0.27,incorrect,william wilberforce,0,0.28,incorrect,matante batho,0,0.26,incorrect,matlhodi,0,0.22,incorrect,yuriy sobolevsky,0,0.31,incorrect,petrovsky palace,0,0.35,incorrect,gautama buddha,0,0.17,incorrect,bairisttr,0,0.42,incorrect,andriamahazo,0,0.14,incorrect,jesus,0,0.17,incorrect,francis hume,0,0.27,incorrect,william wilberforce,0,0.28,incorrect,matlhodi,0,0.22,incorrect,petrovsky palace,0,0.35,incorrect,bairisttr,0,0.42,incorrect,jesus,0,0.17,incorrect
"['mr', 'mr stryver', 'stryver']",matete,0,0.38,incorrect,matante,0,0.35,incorrect,oliver twist,0,0.36,incorrect,mo,0,0.5,incorrect,matlhare,0,0.44,incorrect,keorapetse mphoane,0,0.21,incorrect,te ariki,0,0.4,incorrect,te arikinui tamatoa vi,0,0.25,incorrect,big brdr,0,0.33,incorrect,baabaa,0,0.0,incorrect,andriamanitra,0,0.27,incorrect,lehibe,0,0.15,incorrect,matante,0,0.35,incorrect,mo,0,0.5,incorrect,keorapetse mphoane,0,0.21,incorrect,te arikinui tamatoa vi,0,0.25,incorrect,baabaa,0,0.0,incorrect,lehibe,0,0.15,incorrect
"['mr', 'lorr', 'mr lorry', 'lorry']",paul,0,0.25,incorrect,kea,0,0.0,incorrect,king solomon,0,0.3,incorrect,paris,0,0.29,incorrect,thabo,0,0.22,incorrect,lebogang,0,0.33,incorrect,te ariki,0,0.25,incorrect,te ariki,0,0.25,incorrect,indira gandhi,0,0.19,incorrect,devbaaget,0,0.0,incorrect,antananarivo,0,0.2,incorrect,jesus,0,0.0,incorrect,kea,0,0.0,incorrect,paris,0,0.29,incorrect,lebogang,0,0.33,incorrect,te ariki,0,0.25,incorrect,devbaaget,0,0.0,incorrect,jesus,0,0.0,incorrect
"['lucía', 'miss', 'miss manette', 'mane', 'manette']",matante,0,0.73,correct,ke,0,0.33,incorrect,olumide,0,0.5,incorrect,oliver twist,0,0.33,incorrect,thabo maseko,0,0.38,incorrect,thabo maseko,0,0.38,incorrect,te avaiki,0,0.25,incorrect,tevita fifita,0,0.3,incorrect,big'le,0,0.22,incorrect,shriikrssnn,0,0.4,incorrect,andriamanelo,0,0.5,incorrect,andriamanelo,0,0.5,incorrect,ke,0,0.33,incorrect,oliver twist,0,0.33,incorrect,thabo maseko,0,0.38,incorrect,tevita fifita,0,0.3,incorrect,shriikrssnn,0,0.4,incorrect,andriamanelo,0,0.5,incorrect
