Single_ent,en_results,en_exact_match,en_highest_fuzzy_match,en_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_results,tr_exact_match,tr_highest_fuzzy_match,tr_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_results,vi_exact_match,vi_highest_fuzzy_match,vi_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_results,es_exact_match,es_highest_fuzzy_match,es_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct,en_shuffled_results,en_shuffled_exact_match,en_shuffled_highest_fuzzy_match,en_shuffled_correct,tr_shuffled_results,tr_shuffled_exact_match,tr_shuffled_highest_fuzzy_match,tr_shuffled_correct,vi_shuffled_results,vi_shuffled_exact_match,vi_shuffled_highest_fuzzy_match,vi_shuffled_correct,es_shuffled_results,es_shuffled_exact_match,es_shuffled_highest_fuzzy_match,es_shuffled_correct
['margo'],david sedaris,0,0.22,incorrect,marie,0,0.6,incorrect,tom,0,0.25,incorrect,"yukaridaki bilgilerle uyumlu ve onerilen yanit olarak, ""kornay"" olabilir. ancak, dogru isim ""kornay"" ile uyumlu olmayabilir cunku genellikle kayikcilik veya denizcilik ilgili kurgusal terimlerle iliskilendirilir. eger ""yukaridaki"" ifadesiyle belirl",0,0.04,incorrect,do quang hai,0,0.24,incorrect,nguyen dinh chieu,0,0.09,incorrect,jaume,0,0.2,incorrect,alfred hitchcock,0,0.29,incorrect,marie,0,0.6,incorrect,"yukaridaki bilgilerle uyumlu ve onerilen yanit olarak, ""kornay"" olabilir. ancak, dogru isim ""kornay"" ile uyumlu olmayabilir cunku genellikle kayikcilik veya denizcilik ilgili kurgusal terimlerle iliskilendirilir. eger ""yukaridaki"" ifadesiyle belirl",0,0.04,incorrect,nguyen dinh chieu,0,0.09,incorrect,alfred hitchcock,0,0.29,incorrect
['margo'],veruca,0,0.18,incorrect,edward,0,0.36,incorrect,ibrahim,0,0.17,incorrect,asli,0,0.22,incorrect,pham van dong,0,0.33,incorrect,madame defarge,0,0.42,incorrect,carlos,0,0.55,incorrect,primo,0,0.4,incorrect,edward,0,0.36,incorrect,asli,0,0.22,incorrect,madame defarge,0,0.42,incorrect,primo,0,0.4,incorrect
['margo'],not provided,0,0.24,incorrect,shakira,0,0.33,incorrect,james,0,0.2,incorrect,yukarida,0,0.31,incorrect,oliver,0,0.18,incorrect,ngoc son,0,0.31,incorrect,carlos,0,0.55,incorrect,teatro espanol,0,0.32,incorrect,shakira,0,0.33,incorrect,yukarida,0,0.31,incorrect,ngoc son,0,0.31,incorrect,teatro espanol,0,0.32,incorrect
['margo'],not provided,0,0.24,incorrect,emily dickinson,0,0.2,incorrect,yasemin,0,0.17,incorrect,he,0,0.0,incorrect,trang,0,0.4,incorrect,ngoc anh,0,0.31,incorrect,carlos,0,0.55,incorrect,roberto fernandez retamar,0,0.2,incorrect,emily dickinson,0,0.2,incorrect,he,0,0.0,incorrect,ngoc anh,0,0.31,incorrect,roberto fernandez retamar,0,0.2,incorrect
['margo'],emma,0,0.44,incorrect,britney,0,0.17,incorrect,elif,0,0.0,incorrect,ali,0,0.25,incorrect,trang,0,0.4,incorrect,trang,0,0.4,incorrect,"el autor no especifica el nombre de la persona. por lo tanto, no hay suficiente informacion para determinar un nombre especifico que cumpla con las instrucciones. si se esperaba una respuesta basada en conocimiento previo o contexto adicional, no se proporciona aqui.",0,0.03,incorrect,la llave,0,0.15,incorrect,britney,0,0.17,incorrect,ali,0,0.25,incorrect,trang,0,0.4,incorrect,la llave,0,0.15,incorrect
['margo'],julia,0,0.2,incorrect,7-eleven,0,0.0,incorrect,yasemin,0,0.17,incorrect,isa,0,0.25,incorrect,trung,0,0.4,incorrect,pham duy,0,0.15,incorrect,la mujer,0,0.31,incorrect,7-eleven,0,0.0,incorrect,7-eleven,0,0.0,incorrect,isa,0,0.25,incorrect,pham duy,0,0.15,incorrect,7-eleven,0,0.0,incorrect
['margo'],catfish,0,0.17,incorrect,worthingtons,0,0.35,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,worthington,0,0.38,incorrect,mr. worthington,0,0.4,incorrect,dr. seuss,0,0.14,incorrect,worthington,0,0.38,incorrect,worthingtons,0,0.35,incorrect,worthington,0,0.38,incorrect,mr. worthington,0,0.4,incorrect,worthington,0,0.38,incorrect
['jase'],kim,0,0.0,incorrect,not available,0,0.24,incorrect,yasemin,0,0.55,incorrect,istanbul,0,0.17,incorrect,edmund,0,0.2,incorrect,phuoc kien,0,0.14,incorrect,maria jesus,0,0.27,incorrect,maria,0,0.22,incorrect,not available,0,0.24,incorrect,istanbul,0,0.17,incorrect,phuoc kien,0,0.14,incorrect,maria,0,0.22,incorrect
['margo'],miss silver,0,0.25,incorrect,jimmy,0,0.2,incorrect,john,0,0.22,incorrect,istiklal caddesi,0,0.1,incorrect,clarice starling,0,0.29,incorrect,do quang dieu,0,0.22,incorrect,harry,0,0.4,incorrect,senor flay,0,0.13,incorrect,jimmy,0,0.2,incorrect,istiklal caddesi,0,0.1,incorrect,do quang dieu,0,0.22,incorrect,senor flay,0,0.13,incorrect
['margo'],rebecca,0,0.17,incorrect,jefferson,0,0.29,incorrect,ed sheeran,0,0.13,incorrect,beethoven,0,0.14,incorrect,ngoc anh,0,0.31,incorrect,thomas jefferson,0,0.38,incorrect,martha,0,0.55,incorrect,thomas jefferson high school for science and technology,0,0.17,incorrect,jefferson,0,0.29,incorrect,beethoven,0,0.14,incorrect,thomas jefferson,0,0.38,incorrect,thomas jefferson high school for science and technology,0,0.17,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,cul-de-sacs,0,0.13,incorrect,hayat,0,0.22,incorrect,edgar allan poe,0,0.3,incorrect,pham van dong,0,0.35,incorrect,tran quoc tuan,0,0.21,incorrect,lucia,0,0.22,incorrect,calles,0,0.2,incorrect,cul-de-sacs,0,0.13,incorrect,edgar allan poe,0,0.3,incorrect,tran quoc tuan,0,0.21,incorrect,calles,0,0.2,incorrect
"['chuck', 'chuck parson', 'parson']",mr. darcy,0,0.29,incorrect,kevin,0,0.24,incorrect,crown dans okulu,0,0.36,incorrect,harvard,0,0.32,incorrect,philip pullman,0,0.38,incorrect,prince,0,0.5,incorrect,lauren,0,0.5,incorrect,philip,0,0.22,incorrect,kevin,0,0.24,incorrect,harvard,0,0.32,incorrect,prince,0,0.5,incorrect,philip,0,0.22,incorrect
['margo'],janet,0,0.2,incorrect,wooden,0,0.18,incorrect,yasemin,0,0.17,incorrect,cabucak,0,0.17,incorrect,tran thi diem,0,0.11,incorrect,phan ngoc thai,0,0.32,incorrect,paul,0,0.22,incorrect,chirrio,0,0.33,incorrect,wooden,0,0.18,incorrect,cabucak,0,0.17,incorrect,phan ngoc thai,0,0.32,incorrect,chirrio,0,0.33,incorrect
['margo'],julia,0,0.2,incorrect,the ninja,0,0.14,incorrect,le corbusier,0,0.12,incorrect,ali,0,0.25,incorrect,thien than,0,0.13,incorrect,hayate,0,0.18,incorrect,el ninja,0,0.15,incorrect,hayao miyazaki,0,0.21,incorrect,the ninja,0,0.14,incorrect,ali,0,0.25,incorrect,hayate,0,0.18,incorrect,hayao miyazaki,0,0.21,incorrect
"['chuck', 'chuck parso', 'chuck parson', 'parson', 'parso']",john f. kennedy,0,0.22,incorrect,john,0,0.4,incorrect,adam,0,0.22,incorrect,ismet,0,0.2,incorrect,pham van donh,0,0.42,incorrect,dracula,0,0.33,incorrect,don quixote,0,0.24,incorrect,abel,0,0.22,incorrect,john,0,0.4,incorrect,ismet,0,0.2,incorrect,dracula,0,0.33,incorrect,abel,0,0.22,incorrect
"['chuck', 'chuck parson', 'parson']",amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect,amherst,0,0.46,incorrect
['margo'],not provided,0,0.24,incorrect,miss emily,0,0.13,incorrect,yasemin,0,0.17,incorrect,yukari,0,0.36,incorrect,pham van dong,0,0.33,incorrect,phan thiet,0,0.13,incorrect,yuri,0,0.22,incorrect,la relojera,0,0.38,incorrect,miss emily,0,0.13,incorrect,yukari,0,0.36,incorrect,phan thiet,0,0.13,incorrect,la relojera,0,0.38,incorrect
['margo'],cho chang,0,0.29,incorrect,hayley,0,0.18,incorrect,hayato,0,0.36,incorrect,hayata,0,0.18,incorrect,oboro,0,0.4,incorrect,yamada,0,0.36,incorrect,asuka,0,0.2,incorrect,shikamaru,0,0.43,incorrect,hayley,0,0.18,incorrect,hayata,0,0.18,incorrect,yamada,0,0.36,incorrect,shikamaru,0,0.43,incorrect
['margo'],anna,0,0.22,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,black,0,0.2,incorrect,john,0,0.22,incorrect,james,0,0.2,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,john,0,0.22,incorrect,orlando,0,0.33,incorrect
['margo'],veronica,0,0.31,incorrect,britney,0,0.17,incorrect,ibrahim,0,0.17,incorrect,ibrahim,0,0.17,incorrect,inspector,0,0.14,incorrect,pham duy khiem,0,0.11,incorrect,george,0,0.36,incorrect,lucia,0,0.2,incorrect,britney,0,0.17,incorrect,ibrahim,0,0.17,incorrect,pham duy khiem,0,0.11,incorrect,lucia,0,0.2,incorrect
['margo'],shane,0,0.2,incorrect,disney world,0,0.12,incorrect,yamata no orochi,0,0.38,incorrect,yol,0,0.25,incorrect,osama,0,0.4,incorrect,orlando,0,0.33,incorrect,shane,0,0.2,incorrect,international drive,0,0.17,incorrect,disney world,0,0.12,incorrect,yol,0,0.25,incorrect,orlando,0,0.33,incorrect,international drive,0,0.17,incorrect
['margo'],mr. rochester,0,0.33,incorrect,norman,0,0.36,incorrect,john moorlach,0,0.22,incorrect,john wesley hardin,0,0.17,incorrect,pham van donh,0,0.33,incorrect,thai ba trach,0,0.22,incorrect,carlos,0,0.55,incorrect,carlos,0,0.55,incorrect,norman,0,0.36,incorrect,john wesley hardin,0,0.17,incorrect,thai ba trach,0,0.22,incorrect,carlos,0,0.55,incorrect
['margo'],bo,0,0.29,incorrect,bradley cooper,0,0.21,incorrect,ali,0,0.25,incorrect,serife,0,0.18,incorrect,pham van chanh,0,0.21,incorrect,nguyen thi minh hanh,0,0.16,incorrect,marisa,0,0.55,incorrect,yago,0,0.67,incorrect,bradley cooper,0,0.21,incorrect,serife,0,0.18,incorrect,nguyen thi minh hanh,0,0.16,incorrect,yago,0,0.67,incorrect
['margo'],seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,seaworld,0,0.31,incorrect,orlando,0,0.33,incorrect,seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,seaworld,0,0.31,incorrect,shamu,0,0.2,incorrect,orlando,0,0.33,incorrect,shamu,0,0.2,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",elvis,0,0.27,incorrect,meth,0,0.5,incorrect,aslan,0,0.53,incorrect,norman,0,0.38,incorrect,duc,0,0.0,incorrect,duoi ra ngoai,0,0.35,incorrect,lauren,0,0.38,incorrect,charlie,0,0.33,incorrect,meth,0,0.5,incorrect,norman,0,0.38,incorrect,duoi ra ngoai,0,0.35,incorrect,charlie,0,0.33,incorrect
['ben'],name,0,0.29,incorrect,john,0,0.29,incorrect,ogretmen,0,0.36,incorrect,plinius,0,0.2,incorrect,mr. thompson,0,0.13,incorrect,tran hung dao,0,0.12,incorrect,carlos,0,0.0,incorrect,me,0,0.4,incorrect,john,0,0.29,incorrect,plinius,0,0.2,incorrect,tran hung dao,0,0.12,incorrect,me,0,0.4,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",edward,0,0.36,incorrect,,0,0.31,incorrect,hayat,0,0.22,incorrect,hayat,0,0.22,incorrect,pham van dong,0,0.35,incorrect,tran quoc tuan,0,0.34,incorrect,carlos,0,0.55,incorrect,la noche,0,0.34,incorrect,,0,0.31,incorrect,hayat,0,0.22,incorrect,tran quoc tuan,0,0.34,incorrect,la noche,0,0.34,incorrect
['margo'],principal,0,0.14,incorrect,jack,0,0.22,incorrect,adnan,0,0.2,incorrect,asaf,0,0.22,incorrect,colin,0,0.2,incorrect,thuong,0,0.18,incorrect,marcelo,0,0.67,incorrect,instituto,0,0.14,incorrect,jack,0,0.22,incorrect,asaf,0,0.22,incorrect,thuong,0,0.18,incorrect,instituto,0,0.14,incorrect
['margo'],black bloc,0,0.27,incorrect,john cena,0,0.14,incorrect,ataturk,0,0.33,incorrect,italya,0,0.18,incorrect,pham van dong,0,0.33,incorrect,pham van donh,0,0.33,incorrect,el pelado,0,0.29,incorrect,alonso,0,0.36,incorrect,john cena,0,0.14,incorrect,italya,0,0.18,incorrect,pham van donh,0,0.33,incorrect,alonso,0,0.36,incorrect
"['quentin', 'quenti']",becky,0,0.18,incorrect,not available,0,0.32,incorrect,haymitch abernathy,0,0.25,incorrect,bak,0,0.0,incorrect,tran lam,0,0.27,incorrect,tran hung dao,0,0.21,incorrect,carlos,0,0.0,incorrect,no tengo,0,0.4,incorrect,not available,0,0.32,incorrect,bak,0,0.0,incorrect,tran hung dao,0,0.21,incorrect,no tengo,0,0.4,incorrect
['margo'],jefferson park,0,0.21,incorrect,thomas jefferson,0,0.38,incorrect,albert einstein,0,0.2,incorrect,jefferson,0,0.29,incorrect,olivia,0,0.18,incorrect,thomas jefferson,0,0.38,incorrect,charlie,0,0.33,incorrect,jefferson,0,0.29,incorrect,thomas jefferson,0,0.38,incorrect,jefferson,0,0.29,incorrect,thomas jefferson,0,0.38,incorrect,jefferson,0,0.29,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",senior,0,0.38,incorrect,graduation,0,0.32,incorrect,ozlem,0,0.27,incorrect,ataturk,0,0.33,incorrect,marie,0,0.6,incorrect,margot,0,0.91,correct,carlos,0,0.55,incorrect,carlos,0,0.55,incorrect,graduation,0,0.32,incorrect,ataturk,0,0.33,incorrect,margot,0,0.91,correct,carlos,0,0.55,incorrect
['margo'],beatrice,0,0.31,incorrect,maybe,0,0.4,incorrect,orhan pamuk,0,0.12,incorrect,umur,0,0.44,incorrect,agnes,0,0.4,incorrect,pham linh,0,0.14,incorrect,el capitan,0,0.13,incorrect,carlos,0,0.55,incorrect,maybe,0,0.4,incorrect,umur,0,0.44,incorrect,pham linh,0,0.14,incorrect,carlos,0,0.55,incorrect
"['jiminez', 'bay', 'bay jiminez']",mr. jones,0,0.4,incorrect,mr.,0,0.2,incorrect,newton,0,0.31,incorrect,ogretmen,0,0.27,incorrect,profesor snape,0,0.24,incorrect,phat,0,0.29,incorrect,senor perez,0,0.33,incorrect,los estudiantes,0,0.31,incorrect,mr.,0,0.2,incorrect,ogretmen,0,0.27,incorrect,phat,0,0.29,incorrect,los estudiantes,0,0.31,incorrect
"['starling', 'ben starling', 'ben']",mr. stilgoe,0,0.43,incorrect,ben,1,1.0,correct,ibrahim,0,0.32,incorrect,hanim,0,0.31,incorrect,inspector bucket,0,0.29,incorrect,truong,0,0.57,incorrect,carlos,0,0.43,incorrect,carlos,0,0.43,incorrect,ben,1,1.0,correct,hanim,0,0.31,incorrect,truong,0,0.57,incorrect,carlos,0,0.43,incorrect
"['margo', 'marg']",the circles kid,0,0.11,incorrect,,0,0.29,incorrect,henri matisse,0,0.24,incorrect,nilufer,0,0.18,incorrect,james joyce,0,0.25,incorrect,anna,0,0.25,incorrect,clarice starling,0,0.3,incorrect,leonardo da vinci,0,0.27,incorrect,,0,0.29,incorrect,nilufer,0,0.18,incorrect,anna,0,0.25,incorrect,leonardo da vinci,0,0.27,incorrect
['margo'],julia,0,0.2,incorrect,garage door hinge,0,0.36,incorrect,ali riza,0,0.31,incorrect,marie,0,0.6,incorrect,agatha,0,0.36,incorrect,giap,0,0.22,incorrect,marcela,0,0.5,incorrect,carlos,0,0.55,incorrect,garage door hinge,0,0.36,incorrect,marie,0,0.6,incorrect,giap,0,0.22,incorrect,carlos,0,0.55,incorrect
['margo'],not mentioned,0,0.22,incorrect,tampa,0,0.4,incorrect,central park,0,0.24,incorrect,manhattan,0,0.29,incorrect,florida,0,0.17,incorrect,key,0,0.0,incorrect,florida,0,0.17,incorrect,john f. kennedy,0,0.1,incorrect,tampa,0,0.4,incorrect,manhattan,0,0.29,incorrect,key,0,0.0,incorrect,john f. kennedy,0,0.1,incorrect
"['margo', 'whitman']",emily dickinson,0,0.2,incorrect,plath,0,0.2,incorrect,plath,0,0.2,incorrect,margo,1,1.0,correct,plath,0,0.2,incorrect,anne,0,0.36,incorrect,walt whitman,0,0.74,correct,antonio machado,0,0.3,incorrect,plath,0,0.2,incorrect,margo,1,1.0,correct,anne,0,0.36,incorrect,antonio machado,0,0.3,incorrect
['ben'],james,0,0.25,incorrect,wile e. coyote,0,0.12,incorrect,levhaya,0,0.2,incorrect,leonardo da vinci,0,0.2,incorrect,dr. seuss,0,0.17,incorrect,da nang,0,0.2,incorrect,yuta,0,0.0,incorrect,no respuesta,0,0.13,incorrect,wile e. coyote,0,0.12,incorrect,leonardo da vinci,0,0.2,incorrect,da nang,0,0.2,incorrect,no respuesta,0,0.13,incorrect
['margo'],campsite,0,0.15,incorrect,,0,0.25,incorrect,delhi,0,0.0,incorrect,bedouin,0,0.17,incorrect,nguoi dan dia phuong,0,0.16,incorrect,nguyen du,0,0.14,incorrect,el vagabundo,0,0.35,incorrect,manuel rodriguez erdoiza,0,0.34,incorrect,,0,0.25,incorrect,bedouin,0,0.17,incorrect,nguyen du,0,0.14,incorrect,manuel rodriguez erdoiza,0,0.34,incorrect
"['margo', 'marg']",her,0,0.29,incorrect,becky,0,0.0,incorrect,haydee,0,0.2,incorrect,hayat,0,0.22,incorrect,phuong,0,0.2,incorrect,pham van donh,0,0.33,incorrect,la,0,0.33,incorrect,el arbol,0,0.46,incorrect,becky,0,0.0,incorrect,hayat,0,0.22,incorrect,pham van donh,0,0.33,incorrect,el arbol,0,0.46,incorrect
['margo'],the narrator,0,0.35,incorrect,travis,0,0.18,incorrect,edirne,0,0.18,incorrect,istanbul,0,0.15,incorrect,john merridew,0,0.22,incorrect,nguyen dinh chieu,0,0.09,incorrect,el muerto,0,0.43,incorrect,el nino,0,0.17,incorrect,travis,0,0.18,incorrect,istanbul,0,0.15,incorrect,nguyen dinh chieu,0,0.09,incorrect,el nino,0,0.17,incorrect
"['margo', 'roth', 'margo roth spiegelman', 'spiegelman']",undefined,0,0.21,incorrect,q,0,0.0,incorrect,omnictionarian96,0,0.32,incorrect,haruki murakami,0,0.28,incorrect,quoc,0,0.25,incorrect,pham van donh,0,0.35,incorrect,juliana,0,0.35,incorrect,omnictionarian96,0,0.32,incorrect,q,0,0.0,incorrect,haruki murakami,0,0.28,incorrect,pham van donh,0,0.35,incorrect,omnictionarian96,0,0.32,incorrect
"['mcmahon', 'dennis mcmahon', 'dennis']",marvin,0,0.46,incorrect,marlboro,0,0.4,incorrect,john,0,0.36,incorrect,marlboro,0,0.4,incorrect,minister,0,0.43,incorrect,dien tich,0,0.53,incorrect,carlos,0,0.46,incorrect,philip morris,0,0.3,incorrect,marlboro,0,0.4,incorrect,marlboro,0,0.4,incorrect,dien tich,0,0.53,incorrect,philip morris,0,0.3,incorrect
['margo'],janet,0,0.2,incorrect,mountain dew,0,0.24,incorrect,howard hughes,0,0.33,incorrect,edwin hubble,0,0.0,incorrect,phoebe,0,0.18,incorrect,edith,0,0.0,incorrect,ray bradbury,0,0.24,incorrect,mountain dew,0,0.24,incorrect,mountain dew,0,0.24,incorrect,edwin hubble,0,0.0,incorrect,edith,0,0.0,incorrect,mountain dew,0,0.24,incorrect
['whitman'],whitman,1,1.0,correct,robert frost,0,0.11,incorrect,yasushi inoue,0,0.3,incorrect,ozdemir asaf,0,0.21,incorrect,nguyen dinh chieu,0,0.17,incorrect,nguyen du,0,0.12,incorrect,el cid campeador,0,0.26,incorrect,don quixote,0,0.22,incorrect,robert frost,0,0.11,incorrect,ozdemir asaf,0,0.21,incorrect,nguyen du,0,0.12,incorrect,don quixote,0,0.22,incorrect
['margo'],christine,0,0.14,incorrect,beijing,0,0.17,incorrect,amazon,0,0.55,incorrect,beijing,0,0.17,incorrect,amelia earhart,0,0.32,incorrect,ho chi minh,0,0.12,incorrect,amelia earhart,0,0.32,incorrect,marie curie,0,0.38,incorrect,beijing,0,0.17,incorrect,beijing,0,0.17,incorrect,ho chi minh,0,0.12,incorrect,marie curie,0,0.38,incorrect
['lacey'],clarice starling,0,0.38,incorrect,emily,0,0.4,incorrect,edith,0,0.2,incorrect,adnan menderes,0,0.21,incorrect,gregor,0,0.18,incorrect,chad,0,0.22,incorrect,don jaime,0,0.29,incorrect,don quixote,0,0.12,incorrect,emily,0,0.4,incorrect,adnan menderes,0,0.21,incorrect,chad,0,0.22,incorrect,don quixote,0,0.12,incorrect
['ben'],milwaukee,0,0.17,incorrect,milwaukee's best,0,0.21,incorrect,jeffrey dahmer,0,0.12,incorrect,jeffrey dahmer,0,0.12,incorrect,jeff,0,0.29,incorrect,harley-davidson,0,0.22,incorrect,el kabong,0,0.33,incorrect,miller,0,0.22,incorrect,milwaukee's best,0,0.21,incorrect,jeffrey dahmer,0,0.12,incorrect,harley-davidson,0,0.22,incorrect,miller,0,0.22,incorrect
['lacey'],unanswerable,0,0.24,incorrect,,0,0.25,incorrect,gus,0,0.0,incorrect,archer,0,0.55,incorrect,pham van chanh,0,0.21,incorrect,pham van donh,0,0.11,incorrect,robert capa,0,0.12,incorrect,carlos,0,0.18,incorrect,,0,0.25,incorrect,archer,0,0.55,incorrect,pham van donh,0,0.11,incorrect,carlos,0,0.18,incorrect
['margo'],maps,0,0.44,incorrect,neil armstrong,0,0.32,incorrect,cartesia,0,0.31,incorrect,cartesian,0,0.29,incorrect,amazon,0,0.55,incorrect,phan ke anh,0,0.12,incorrect,lauren,0,0.36,incorrect,mapa del mundo,0,0.32,incorrect,neil armstrong,0,0.32,incorrect,cartesian,0,0.29,incorrect,phan ke anh,0,0.12,incorrect,mapa del mundo,0,0.32,incorrect
